dbn,q1_1,q13_c8_r3,q12_c1_r4,q15_c8_r4,q17_c1_r4,q15_c9_r1,q13_c12_r2,q17_c4_r2,q13_c1_r4,q14_c10_r3,q20_r2_c1,q13_c1_r3,q9_2,q17_c11_r3,q11_r3_c1,q20_r2_c4,q15_c4_r1,q21_r7_c4,q13_c11_r1,q14_c8_r1,q9_11,q15_c6_r2,q16_c2_r2,q14_c8_r4,q14_c12_r3,q14_c7_r3,q9_7,q15_c7_r3,q21_r3_c1,q13_c5_r3,q9_6,q13_c11_r3,q9_13,q17_c6_r4,q16_c12_r2,q20_r5_c3,q14_c9_r2,q14_c9_r1,q13_c13_r3,q11_r2_c1,q16_c12_r1,q16_c12_r3,q21_r3_c4,q20_r3_c2,q16_c10_r2,q13_c3_r2,q14_c11_r3,q21_r5_c4,q13_c9_r2,q14_c1_r2,q8_r2_c1,q16_c11_r4,q16_c13_r3,q15_c3_r4,q14_c12_r4,q14_c10_r2,q17_c13_r2,q20_r4_c4,q15_c11_r2,q6_4,q17_c8_r3,q14_c13_r4,q9_12,q13_c13_r2,q9_5,q17_c3_r1,q16_c14_r3,q21_r4_c2,q11_r2_c3,q3_2,q13_c10_r4,q13_c8_r2,q13_c10_r1,q16_c15_r2,q15_c10_r1,q13_c10_r2,q13_c8_r1,q17_c3_r3,q20_r4_c3,q16_c9_r1,q14_c11_r4,q16_c13_r1,q15_c12_r2,q16_c14_r1,q15_c5_r2,q15_c12_r1,q20_r5_c4,q13_c12_r4,q16_c6_r3,q13_c11_r2,q9_17,q21_r3_c2,q15_c5_r1,q14_c4_r1,q16_c6_r2,q11_r1_c4,q15_c1_r3
08X138,Paulette,,5,,5.0,,,0.0,5.0,,0,0.0,0,,0,0,0.0,0,,,0,,3.0,,,,0,,0,0.0,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,10.0,,,,0,,0.0,,,0,,0,2.0,,0,0,0,,,,,,,,0.0,0,,,,,,3.0,,0,,0.0,,0,0,2.0,0.0,3.0,0,0.0
11X290,Arlene,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
24Q013,Robert,0.0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,1,,0,0,0.0,0,,0.0,1,0.0,0.0,0.0,,10.0,1,0.0,0,10.0,1,,0,0.0,,0,0.0,0.0,,0,,,0,0,0.0,0.0,,0,0.0,0.0,1.0,,,0.0,,0.0,,0,,1.0,0.0,,0,,1,0.0,,0,0,1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,,,,,0.0,,0,,0.0,,1,0,0.0,0.0,0.0,0,0.0
10X091,Mark,,10,,8.0,,,30.0,18.0,,0,0.0,0,,0,0,0.0,0,,,1,0.0,30.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,22.0,,0,,0.0,2.0,,,8.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,12.0,0,,,,,,30.0,,0,,,,1,0,0.0,0.0,,0,0.0
27Q377,Tracy,,10,,,,,,10.0,,0,5.0,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,10.0,,0,,10.0,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
21K344,,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,1.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
02M294,Denise,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
27Q100,Ivana,,10,,10.0,,,10.0,10.0,,0,10.0,0,,1,0,10.0,0,,,1,10.0,10.0,,,,0,10.0,0,10.0,0,,1,,,0,,,,1,,,0,0,,10.0,,0,,10.0,1.0,,,10.0,,,,0,,0.0,,,1,,0,10.0,,0,0,1,,,,,,,,10.0,0,,,,,,10.0,,0,,10.0,,1,0,10.0,10.0,10.0,0,10.0
13K020,,,25,,25.0,,,,25.0,,0,0.0,1,,0,0,,0,,,1,,12.0,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,0.0,,,25.0,,,,0,,0.0,,,1,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
15K261,Rocco,,0,,8.0,,,8.0,0.0,,0,0.0,0,,0,0,12.0,0,,,0,,6.0,,,,0,,0,0.0,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,2.0,,,8.0,,,,0,,0.0,,,0,,0,20.0,,0,0,0,,,,,,,,0.0,0,,,,,,,,0,,,,0,0,,5.0,,0,0.0
01M361,Gary,,27,,40.0,,,,40.0,,0,12.0,1,,0,0,,0,,,1,,40.0,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,18.0,,0,,18.0,0.0,,,,,,,0,,0.0,,,0,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,12.0,,0,0.0
08X561,Brett,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,2.0,,,,,,,0,,0.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
22K255,Rachel,,0,0.0,0.0,,,0.0,8.0,,0,0.0,1,,0,0,10.0,0,,3.0,1,0.0,0.0,8.0,,0.0,1,0.0,0,0.0,1,,1,0.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,1,,1,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,0.0,,1,0,10.0,3.0,0.0,0,0.0
27Q226,,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
06M103,Clara,,10,,10.0,,,,10.0,,0,1.0,0,,0,0,,0,,,1,,3.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,1.0,,0,,1.0,1.0,,,10.0,,,,0,,0.0,,,0,,1,10.0,,0,0,0,,,,,,,,1.0,0,,,,,,,,0,,,,1,0,,,,0,1.0
01M696,Jessica,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,0,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,1.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
17K012,Shamika,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,1,0.0
01M019,Jacqueline,,0,,20.0,,,,63.0,,0,30.0,0,,0,0,,0,,,1,,30.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,43.0,0.0,,,36.0,,,,0,,0.0,,,0,,1,20.0,,0,1,0,,,,,,,,60.0,0,,,,,,,,0,,,,1,0,,,,0,60.0
06M348,Graham,,0,,0.0,,,,0.0,,0,20.0,1,,0,0,,0,,,1,,0.0,,,,1,,0,,1,,1,,,0,,,,1,,,0,0,,,,0,,0.0,2.0,,,,,,,0,,0.0,,,1,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
03M452,Lori,,40,,40.0,,,,30.0,,0,30.0,1,,0,0,,0,,,1,,30.0,,,,1,,0,,1,,1,,,0,,,,1,,,0,0,,30.0,,0,,40.0,1.0,,,,,,,0,,0.0,,,1,,1,,,0,1,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,60.0
07X030,Maria,,40,,40.0,,,40.0,40.0,,0,40.0,1,,0,0,40.0,0,,,1,40.0,40.0,,,,0,,0,40.0,0,,0,,,0,,,,1,,,0,0,,40.0,,0,,40.0,1.0,,,40.0,,,,0,,0.0,,,1,,0,40.0,,0,0,1,,,,,,,,40.0,0,,,,,,40.0,,0,,,,1,0,40.0,40.0,,0,40.0
22K555,David,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
28Q101,Eric,,9,,9.0,,,0.0,9.0,,0,0.0,1,,0,0,0.0,0,,,1,,0.0,,,,0,,0,0.0,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,9.0,,,,0,,1.0,,,0,,1,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,0.0,,0,0.0
02M427,Pearla,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
22K381,Terri,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
15K039,Lynn,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,1,,9.0,,,,0,,0,,0,,1,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,0,,,,,,,,2.0,0,,,,,,,,0,,,,1,0,,,,0,2.0
22K052,Jennifer,,14,,16.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,,0.0,,,0.0,0,,0,0.0,0,,0,0.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,0.0,,1,0,0.0,0.0,0.0,0,0.0
12X550,Ramon,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,,,,,,,,0,,0.0,,,0,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
28Q139,Natalie,,0,,0.0,,,0.0,0.0,,0,5.0,1,,0,0,0.0,0,,,1,,0.0,,,,0,,0,5.0,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,17.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,,,1,0,0.0,8.0,,0,8.0
27Q333,Andrea,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,,0,,,0,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
16K308,David,,5,,1.0,,,,2.0,,0,0.0,0,,0,0,,0,,,1,,1.0,,,,0,,0,,1,,1,,,0,,,,1,,,0,0,,,,0,,2.0,1.0,,,,,,,0,,0.0,,,0,,0,,,0,1,1,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,0.0
07X029,Natalie,,0,,20.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,0,0.0,0.0,,,,0,,0,0.0,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,1,0.0,,0,0,1,,,,,,,,20.0,0,,,,,,0.0,,0,,,,1,0,0.0,0.0,,0,0.0
20K163,Louise,,0,,0.0,,,,0.0,,0,20.0,1,,0,0,,0,,,1,,0.0,,,,1,,0,,0,,1,,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,1,,1,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
23K392,Yolanda,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
02M449,Zhenya,,,,,,,,,,0,,0,,0,0,,0,,,0,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
02M586,Mark,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,1.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
21K559,William,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,1.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
23K599,Gina,,0,,35.0,,,,8.0,,0,0.0,1,,0,0,,0,,,0,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,0.0,0.0,,,35.0,,,,0,,0.0,,,1,,0,0.0,,0,1,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,1,0.0
03M185,Jane,,0,,10.0,,,,5.0,,0,5.0,1,,1,0,,0,,,1,,5.0,,,,1,,0,,1,,1,,,0,,,,1,,,0,0,,5.0,,0,,5.0,1.0,,,5.0,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,5.0,,0,5.0
07X018,Zoila,,108,,1.0,,,3.0,16.0,,0,12.0,0,,0,0,23.0,0,,,1,17.0,25.0,,,,0,,0,8.0,0,,0,,,0,,,,0,,,0,0,,34.0,,0,,33.0,0.0,,,14.0,,,,0,,0.0,,,0,,0,5.0,,0,1,0,,,,,,,,1.0,0,,,,,,15.0,,0,,0.0,,1,0,19.0,27.0,10.0,0,11.0
19K345,Dianna,,35,,45.0,,,35.0,50.0,,0,40.0,1,,1,0,25.0,0,,,1,,30.0,,,,1,,0,40.0,1,,0,,,0,,,,0,,,0,0,,25.0,,0,,30.0,1.0,,,50.0,,,,0,,0.0,,,1,,0,25.0,,0,1,1,,,,,,,,40.0,0,,,,,,,,0,,,,1,0,,25.0,,0,40.0
17K399,Lakeasha,,2,,0.0,,,,2.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,1,,,0,,,,0,,,0,0,,,,0,,0.0,0.0,,,0.0,,,,0,,2.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
24Q299,Michael,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,2.0,,,,,,,0,,0.0,,,1,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
18K135,Shairmain,,0,,0.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,0,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,0.0,,0,0.0
19K618,Shauna,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
26Q159,Allison,,25,,13.0,,,38.0,38.0,,0,10.0,1,,0,0,15.0,0,,,1,,13.0,,,,1,,0,10.0,1,,0,,,0,,,,0,,,0,0,,13.0,,0,,25.0,1.0,,,25.0,,,,0,,0.0,,,0,,1,10.0,,0,1,1,,,,,,,,10.0,0,,,,,,,,0,,,,1,0,,10.0,,0,10.0
19K510,Isabella,,,,,,,,,,0,,0,,0,0,,0,,,0,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
15K519,Annamaria,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,1,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
08X119,Krista,,48,,23.0,,,20.0,23.0,,0,12.0,1,,1,0,15.0,0,,,1,,20.0,,,,0,,0,12.0,1,,0,23.0,,0,,,,1,,,0,0,,20.0,,0,,20.0,4.0,,,23.0,,,,0,,0.0,,,1,,1,15.0,,0,1,1,,,,,,,,12.0,0,,,,,,20.0,,0,,12.0,,1,0,15.0,15.0,20.0,0,12.0
11X108,Susan,,0,,0.0,,,3.0,0.0,,0,0.0,0,,0,0,2.0,0,,,1,,2.0,,,,0,,0,0.0,0,,0,,,0,,,,1,,,0,0,,2.0,,0,,2.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,2.0,,0,0,1,,,,,,,,4.0,0,,,,,,2.0,,0,,,,1,0,2.0,2.0,,0,2.0
27Q314,Sean,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,1,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
17K547,Jennifer,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,,,,,,,,0,,0.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
20K112,Anya,,0,,0.0,,,0.0,0.0,,0,2.0,1,,0,0,0.0,0,,,1,,0.0,,,,0,,0,2.0,0,,0,,,0,,,,0,,,0,0,,60.0,,0,,0.0,2.0,,,0.0,,,,0,,0.0,,,1,,1,20.0,,0,1,1,,,,,,,,0.0,0,,,,,,0.0,,0,,,,1,0,0.0,0.0,,0,0.0
24Q330,Melissa,,0,,0.0,,,0.0,0.0,,0,0.0,0,,0,0,4.0,0,,,0,,0.0,,,,0,,0,6.0,0,,0,0.0,,0,,,,0,,,0,0,,0.0,,0,,0.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,6.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,0,0,,0.0,,0,0.0
21K329,Lisa,,140,,0.0,,,0.0,0.0,,0,0.0,1,,0,0,2.0,0,,,1,,0.0,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,1.0,,,0,,1,2.0,,0,1,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,1.0,,0,0.0
07X527,Eugene,,,,,,,,,,0,,0,,0,0,,0,,,1,,,,,,0,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,1.0,,,0,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
15K896,Ruth,,0,,,,,,0.0,,0,0.0,0,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,10.0,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,1,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,1,
27Q042,Sarah,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,0.0,0,,,1,,0.0,,,,0,,0,0.0,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,1,,1,30.0,,0,0,0,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,0.0,,0,0.0
02M297,Jacqueline,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,2.0,,,,,,,0,,1.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
15K684,Lindsay,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,2.0,,,1,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
02M896,Jessica,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
27Q202,Stacy,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,2.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
14K577,Karen,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
21K525,Spy,,,,,,,,,,0,,1,,0,0,,0,,,0,,,,,,1,,0,,1,,0,,,0,,,,0,,,0,0,,,,0,,,6.0,,,,,,,0,,0.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
26Q094,Eden,,60,,60.0,,,,60.0,,0,20.0,1,,0,0,,0,,,1,,20.0,,,,1,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,20.0,0.0,,,,,,,0,,0.0,,,0,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,1,20.0
14K449,Kelly,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,1,,1,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
22K014,Michelle,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,1.0,,,1,,1,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
23K178,Gina,,20,,20.0,,,,20.0,,0,10.0,1,,0,0,,0,,,1,,10.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,10.0,,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,10.0
19K224,Gretchen,,225,,45.0,,,,90.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,90.0,,,,0,,1.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,,,0,,,,1,0,,,,0,0.0
02M130,Harry,,6,,3.0,,,40.0,0.0,,0,5.0,1,,1,0,0.0,0,,,1,,28.0,,,6.0,0,,0,5.0,1,,0,3.0,,0,,,,1,,,0,0,,5.0,,0,,6.0,1.0,,,0.0,,,,0,,0.0,,,0,,1,40.0,,0,1,0,,,,,,,,15.0,0,,,,,,,,0,,,,1,0,,6.0,,0,0.0
22K630,Elizabeth,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,1,,0,,1,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,1,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
14K126,Taylor,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
11X265,Al,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,1,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
17K770,Jessica,,8,,8.0,,,,8.0,,0,0.0,1,,0,0,,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,0.0,,0,,0.0,1.0,,,8.0,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,0.0
19K171,Beverly,,,,,,,,,,0,,0,,0,0,,0,,,0,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,0.0,,,,,,,0,,0.0,,,0,,0,,,0,0,1,,,,,,,,,0,,,,,,,,0,,,,0,0,,,,0,
10X059,Fiona,,40,,0.0,,,0.0,0.0,,0,0.0,1,,0,0,0.0,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,0.0,,0,,0.0,0.0,,,0.0,,,,0,,0.0,,,0,,0,0.0,,0,0,1,,,,,,,,0.0,0,,,,,,0.0,,0,,,,1,0,0.0,0.0,,0,0.0
09X053,Monifia,0.0,0,0.0,0.0,0.0,,0.0,0.0,,0,0.0,0,,0,0,0.0,0,,0.0,1,0.0,0.0,0.0,,0.0,0,0.0,0,0.0,0,,1,0.0,,0,,,,1,,,0,0,,0.0,,0,,0.0,2.0,,,0.0,,,,0,,0.0,0.0,,0,,0,0.0,,0,0,1,,0.0,,,0.0,,0.0,0.0,0,0.0,,,,,0.0,,0,,0.0,,1,0,0.0,0.0,0.0,1,0.0
07X157,Jessica,,0,,0.0,,,5.0,0.0,,0,0.0,0,,0,0,7.0,0,,,1,,3.0,,,,0,,0,0.0,0,,0,,,0,,,,0,,,0,0,,1.0,,0,,1.0,0.0,,,0.0,,,,0,,1.0,,,0,,0,0.0,,0,0,0,,,,,,,,0.0,0,,,,,,1.0,,0,,,,1,0,7.0,0.0,,1,0.0
02M560,Melissa,,,,,,,,,,0,,1,,0,0,,0,,,1,,,,,,0,,0,,0,,0,,,0,,,,0,,,0,0,,,,0,,,1.0,,,,,,,0,,3.0,,,0,,0,,,0,0,0,,,,,,,,,0,,,,,,,,0,,,,1,0,,,,0,
14K110,Dana,,0,,0.0,,,,0.0,,0,0.0,1,,0,0,12.0,0,,,1,,0.0,,,,0,,0,,0,,0,,,0,,,,1,,,0,0,,4.0,,0,,6.0,1.0,,,0.0,,,,0,,0.0,,,0,,0,5.0,,0,0,1,,,,,,,,7.0,0,,,,,,,,0,,,,1,0,,6.0,,0,12.0
11X041,BENEDETTA,,42,,42.0,,,42.0,42.0,,0,42.0,1,,0,0,42.0,0,,,1,42.0,42.0,,,42.0,1,,0,42.0,1,,0,42.0,,0,,,,0,,,0,0,,42.0,,0,,42.0,1.0,,,42.0,,,,0,,0.0,,,0,,0,42.0,,0,0,0,,,,,,,,42.0,0,,,,,,42.0,,0,,42.0,,1,0,42.0,42.0,42.0,0,42.0
