physicalid,continuous_parity_flag,the_geom,to_level_code,within_bndy_dist,stname_label,pre_directional,bike_lane,accessible,number_park_lanes,carto_display_level
12499,,"{'type': 'MultiLineString', 'coordinates': [[[-73.897444287276, 40.750451052741], [-73.897310573502, 40.750466816776]]]}",9,,35 AVE,,,,2.0,
31509,,"{'type': 'MultiLineString', 'coordinates': [[[-73.745108326408, 40.666850727341], [-73.745367731434, 40.666412271141]]]}",13,,230 PL,,,,2.0,
192434,,"{'type': 'MultiLineString', 'coordinates': [[[-73.823933066184, 40.878941658893], [-73.824034323408, 40.878780313655], [-73.824076187202, 40.87861836418]]]}",13,,CASALS PL,,,,2.0,
66492,,"{'type': 'MultiLineString', 'coordinates': [[[-73.927090995674, 40.648368939873], [-73.926120686134, 40.648428466208]]]}",13,,TILDEN AVE,,,,2.0,
205251,,"{'type': 'MultiLineString', 'coordinates': [[[-73.77045875083, 40.688549174605], [-73.768868027073, 40.689403761475]]]}",13,,ST ALBANS COMM LIV CTR DRIVEWAY,,,,0.0,
191841,,"{'type': 'MultiLineString', 'coordinates': [[[-74.182657955227, 40.530683535676], [-74.183091420045, 40.531266856841]]]}",13,,DENISE CT,,,,2.0,
76270,,"{'type': 'MultiLineString', 'coordinates': [[[-74.074894549422, 40.621732374736], [-74.075189436307, 40.622096947182]]]}",13,,RICHMOND UNIV MEDICAL CNTR DVWY,,,,1.0,
40704,,"{'type': 'MultiLineString', 'coordinates': [[[-73.911943599884, 40.816055689993], [-73.911014351269, 40.815984575577]]]}",13,,WESTCHESTER AVE,,,,2.0,
26852,,"{'type': 'MultiLineString', 'coordinates': [[[-73.917009882883, 40.871592941851], [-73.916279135655, 40.872123918134]]]}",13,,PARK TER W,,,,2.0,
2031,,"{'type': 'MultiLineString', 'coordinates': [[[-73.996328498707, 40.717604405316], [-73.996143769321, 40.717890437366], [-73.995977062134, 40.718183214706], [-73.995829017903, 40.718481737302], [-73.995700086739, 40.718784970429]]]}",13,,ELIZABETH ST,,,,2.0,
48367,,"{'type': 'MultiLineString', 'coordinates': [[[-73.953663844372, 40.682123139008], [-73.950009739518, 40.682544995246]]]}",13,,HANCOCK ST,,,,2.0,
166935,2.0,"{'type': 'MultiLineString', 'coordinates': [[[-73.914457001163, 40.557055160256], [-73.914691215972, 40.557100002961], [-73.914948401311, 40.55714924294]]]}",13,,OCEANSIDE AVE,,,,0.0,
101283,,"{'type': 'MultiLineString', 'coordinates': [[[-74.112294246236, 40.627243055512], [-74.112289191294, 40.62721737744], [-74.112281449758, 40.627189288738]]]}",13,,CONNECTOR,,,,0.0,
7289,,"{'type': 'MultiLineString', 'coordinates': [[[-73.778338078415, 40.767963662256], [-73.77743984203, 40.76821232543]]]}",13,,35 AVE,,,,2.0,
104296,,"{'type': 'MultiLineString', 'coordinates': [[[-74.102790366619, 40.558699668628], [-74.104234153544, 40.557109360342], [-74.104270229651, 40.557045291115], [-74.104289127229, 40.556973825952], [-74.104287652692, 40.556899227712], [-74.104265224336, 40.556826611614], [-74.104224058129, 40.556760820264], [-74.104168585775, 40.55670539841], [-74.103694588722, 40.55638523082]]]}",13,,SMITHS LN,,,,0.0,
67096,,"{'type': 'MultiLineString', 'coordinates': [[[-73.94511094943, 40.752655368142], [-73.944931159108, 40.752583799782]]]}",21,,ED KOCH QUEENSBORO BR PED PATH,,,,0.0,
36826,,"{'type': 'MultiLineString', 'coordinates': [[[-74.011935353846, 40.647003109507], [-74.012514375231, 40.646440080152]]]}",13,,4 AVE,,1.0,,1.0,30.0
97297,,"{'type': 'MultiLineString', 'coordinates': [[[-73.807453947822, 40.672230624834], [-73.807527723776, 40.670875082379]]]}",13,,131 ST,,,,2.0,
57254,,"{'type': 'MultiLineString', 'coordinates': [[[-73.929607677028, 40.812836949837], [-73.929500305647, 40.812760557858]]]}",13,,E 138 ST,E,2.0,,0.0,
76402,,"{'type': 'MultiLineString', 'coordinates': [[[-73.782132301259, 40.733432712942], [-73.781215918467, 40.731508600232]]]}",13,,189 ST,,,,2.0,
72898,,"{'type': 'MultiLineString', 'coordinates': [[[-73.963139067484, 40.674580737119], [-73.960394302488, 40.674006836003]]]}",13,,STERLING PL,,2.0,,2.0,
43448,,"{'type': 'MultiLineString', 'coordinates': [[[-73.968478418818, 40.626849215606], [-73.967553563971, 40.626951446714]]]}",13,,AVE I,,,,2.0,
93278,,"{'type': 'MultiLineString', 'coordinates': [[[-73.746752528721, 40.714231416058], [-73.745502688285, 40.714370004811]]]}",13,,99 AVE,,,,2.0,
43755,,"{'type': 'MultiLineString', 'coordinates': [[[-73.948912720323, 40.606776957394], [-73.947949685183, 40.606883515932]]]}",13,,AVE R,,,,2.0,
128154,,"{'type': 'MultiLineString', 'coordinates': [[[-74.020460504288, 40.642089281704], [-74.020788206677, 40.641794008493]]]}",17,,GOWANUS EXPRESSWAY WB EXIT 22,,,,0.0,
33289,,"{'type': 'MultiLineString', 'coordinates': [[[-73.717069860551, 40.73962484106], [-73.716808139131, 40.738926265127]]]}",13,,252 ST,,,,2.0,
42451,,"{'type': 'MultiLineString', 'coordinates': [[[-74.015499847755, 40.606849742738], [-74.014696173052, 40.606432501602]]]}",13,,CROPSEY AVE,,,,2.0,
151314,,"{'type': 'MultiLineString', 'coordinates': [[[-73.905352349612, 40.836512914804], [-73.904624073849, 40.836316407156]]]}",13,,ST PAULS PL,,,,2.0,
12979,,"{'type': 'MultiLineString', 'coordinates': [[[-73.843875666951, 40.746587848643], [-73.844100220079, 40.746947410321]]]}",13,,UNNAMED ST,,,,0.0,
80543,,"{'type': 'MultiLineString', 'coordinates': [[[-73.82180949978, 40.744508364788], [-73.820040957591, 40.743915863049]]]}",13,,58 AVE,,,,2.0,
195355,,"{'type': 'MultiLineString', 'coordinates': [[[-73.867772795065, 40.770616198526], [-73.867812102054, 40.770601430005], [-73.867853027117, 40.770589468751], [-73.867895224248, 40.770580415894]], [[-73.867895224248, 40.770580415894], [-73.867938337148, 40.770574347928], [-73.86798200086, 40.770571316241], [-73.868025846223, 40.770571346467]]]}",17,,LA GUARDIA AIRPORT EXIT,,,,,
174138,,"{'type': 'MultiLineString', 'coordinates': [[[-73.985047072736, 40.747781264944], [-73.98681706644, 40.748520659546], [-73.988039396699, 40.749031247008]]]}",13,,W 33 ST,W,,,2.0,
205895,,"{'type': 'MultiLineString', 'coordinates': [[[-73.878974896601, 40.790199159952], [-73.879212697702, 40.789944729921]]]}",13,,ROSE M SINGER CENTER ACCESS RD,,,,0.0,
81629,,"{'type': 'MultiLineString', 'coordinates': [[[-73.963619553991, 40.768494889517], [-73.962015421558, 40.767820560523]]]}",13,,E 69 ST,E,,,2.0,
173910,,"{'type': 'MultiLineString', 'coordinates': [[[-73.879375344655, 40.837007861982], [-73.879083476962, 40.836922071328], [-73.878788060201, 40.83684360053], [-73.878489412499, 40.836772534118]], [[-73.878489412499, 40.836772534118], [-73.878187856418, 40.836708947383], [-73.877883715692, 40.836652910051], [-73.877577317841, 40.836604482487]]]}",17,,CROSS BRONX EXPY,,,,0.0,10.0
12811,,"{'type': 'MultiLineString', 'coordinates': [[[-73.866490614002, 40.747622347392], [-73.865628551112, 40.747877160748]]]}",13,,41 AVE,,2.0,,2.0,
7692,,"{'type': 'MultiLineString', 'coordinates': [[[-73.728710173176, 40.75568260704], [-73.727966079194, 40.755840701648], [-73.72723152328, 40.755996770212]]]}",13,,63 AVE,,,,2.0,
89580,,"{'type': 'MultiLineString', 'coordinates': [[[-74.033881443144, 40.63817549315], [-74.034055775776, 40.637745471149], [-74.034158726345, 40.637491530351]]]}",13,,NARROWS AVE,,,,2.0,
97157,,"{'type': 'MultiLineString', 'coordinates': [[[-73.842786309803, 40.715774257276], [-73.843299779721, 40.714960165456]]]}",13,,CHILDRENS LN,,,,0.0,
45275,,"{'type': 'MultiLineString', 'coordinates': [[[-73.950156322302, 40.683277203967], [-73.946874079647, 40.683654456023]]]}",13,,JEFFERSON AVE,,,,2.0,
98475,,"{'type': 'MultiLineString', 'coordinates': [[[-73.854052920104, 40.808599537619], [-73.854226275364, 40.809490719654]]]}",13,,NEWMAN AVE,,,,2.0,
6061,,"{'type': 'MultiLineString', 'coordinates': [[[-73.782286520841, 40.683039167859], [-73.782016044599, 40.682576447287]]]}",13,,GUY R BREWER BLVD,,,,2.0,
37336,,"{'type': 'MultiLineString', 'coordinates': [[[-73.857454489775, 40.806905208502], [-73.85751409249, 40.807036557044]]]}",13,,BRONX RIVER AVE,,,,0.0,
13883,,"{'type': 'MultiLineString', 'coordinates': [[[-73.860465528149, 40.753947671352], [-73.860221479871, 40.753570027268]]]}",13,,108 ST,,,,1.0,
40626,,"{'type': 'MultiLineString', 'coordinates': [[[-73.876726478864, 40.826286400202], [-73.87580280788, 40.826409983732]]]}",13,,WATSON AVE,,,,2.0,
29494,,"{'type': 'MultiLineString', 'coordinates': [[[-73.845659325544, 40.788043082898], [-73.845685731894, 40.787302878053]]]}",13,,COLLEGE POINT BLVD,,,,1.0,
34770,,"{'type': 'MultiLineString', 'coordinates': [[[-73.840063686459, 40.694322688346], [-73.839790085534, 40.693664734174]]]}",13,,107 ST,,,,2.0,
82507,,"{'type': 'MultiLineString', 'coordinates': [[[-73.801070437803, 40.709826456222], [-73.800658916644, 40.709164272219]]]}",13,,162 ST,,,,2.0,
187855,,"{'type': 'MultiLineString', 'coordinates': [[[-73.828977773569, 40.796398033918], [-73.828980409712, 40.79639089211], [-73.828982152242, 40.796383593816], [-73.828982985776, 40.796376203461], [-73.828982902956, 40.796368786284], [-73.828981904514, 40.796361407762], [-73.828979999262, 40.79635413303]], [[-73.828979999262, 40.79635413303], [-73.828977204207, 40.796347026202], [-73.828973543818, 40.796340150107], [-73.828969050408, 40.796333565445], [-73.828963763644, 40.796327330345], [-73.828957730195, 40.796321499848], [-73.828951003324, 40.796316125425]]]}",13,,POWELLS COVE DR,,,,,
29336,,"{'type': 'MultiLineString', 'coordinates': [[[-73.841796085131, 40.790727789196], [-73.840861538936, 40.790702504288]]]}",13,,7 AVE,,,,2.0,
92061,,"{'type': 'MultiLineString', 'coordinates': [[[-73.767695709942, 40.607583534914], [-73.768692769315, 40.607841619166]]]}",13,,BAILEY CT,,,,2.0,
71860,,"{'type': 'MultiLineString', 'coordinates': [[[-73.883723423875, 40.675017190981], [-73.883399290189, 40.673748720545]]]}",13,,ELTON ST,,,,2.0,
196144,,"{'type': 'MultiLineString', 'coordinates': [[[-74.036093066201, 40.609861678932], [-74.036068349771, 40.609780000546], [-74.036029100774, 40.609700487332], [-74.035976006079, 40.609625355805], [-74.035910484004, 40.609556630258], [-74.035834603096, 40.609495949968]]]}",13,,BELT PARKWAY EB EN 4 AVE,,,,0.0,
52836,,"{'type': 'MultiLineString', 'coordinates': [[[-73.88543494802, 40.855766585126], [-73.884675988646, 40.855395817065]]]}",13,,E 188 ST,E,,,2.0,
60195,,"{'type': 'MultiLineString', 'coordinates': [[[-73.930794562526, 40.672373191222], [-73.929400761114, 40.672295322774], [-73.928913599875, 40.672268689266], [-73.928829610922, 40.672264097503], [-73.92871083678, 40.672257603462], [-73.928627315609, 40.672253036971], [-73.928519814246, 40.672247159025], [-73.92843573492, 40.67224256206], [-73.928336346458, 40.672237127577], [-73.928266559391, 40.672233311526], [-73.928014449871, 40.672217442459]]]}",13,,PARK PL,,,,2.0,
18771,,"{'type': 'MultiLineString', 'coordinates': [[[-73.812195915297, 40.69453844077], [-73.812125360525, 40.694418431011], [-73.81186359723, 40.693973202726]]]}",9,,VAN WYCK EXPY,,,,0.0,10.0
27008,,"{'type': 'MultiLineString', 'coordinates': [[[-73.79807349901, 40.709648123363], [-73.797199972769, 40.709963408433]]]}",13,,CLINTON TER,,,,1.0,
25859,,"{'type': 'MultiLineString', 'coordinates': [[[-73.782877151811, 40.743883335643], [-73.781105970257, 40.743342648524]]]}",13,,UNDERHILL AVE,,6.0,,1.0,
48259,,"{'type': 'MultiLineString', 'coordinates': [[[-73.910368049936, 40.637399528384], [-73.909625012968, 40.63787956276]]]}",13,,FLATLANDS AVE,,,,2.0,30.0
64657,,"{'type': 'MultiLineString', 'coordinates': [[[-73.825582805934, 40.842826930228], [-73.82518124003, 40.842708330299]]]}",13,,COUNTRY CLUB RD,,,,0.0,
67147,,"{'type': 'MultiLineString', 'coordinates': [[[-74.121387219002, 40.609917525946], [-74.121993302293, 40.609765704598], [-74.122604069268, 40.609612706368], [-74.123044839152, 40.609498262073], [-74.123384055954, 40.609421260866], [-74.123811776822, 40.609317479137], [-74.124068886248, 40.609255092622], [-74.124360792035, 40.60919000367]]]}",13,,STATEN ISLAND EXPY,,,,0.0,10.0
696,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00780857504, 40.731791929905], [-74.008785230631, 40.731881136097]]]}",13,,BARROW ST,,,,2.0,
98073,,"{'type': 'MultiLineString', 'coordinates': [[[-74.000539500524, 40.68748855203], [-74.001503040734, 40.685500236407]]]}",13,,TIFFANY PL,,,,2.0,
36835,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00668756511, 40.652039751869], [-74.007269902288, 40.651479657845]]]}",13,,4 AVE,,1.0,,1.0,30.0
197703,,"{'type': 'MultiLineString', 'coordinates': [[[-73.963758415444, 40.698134308305], [-73.963742081296, 40.698268928959], [-73.963796605375, 40.698747851113], [-73.963727568527, 40.698962318117]]]}",13,,NEILSON ST,,,,0.0,
94162,,"{'type': 'MultiLineString', 'coordinates': [[[-74.091721836669, 40.599229071431], [-74.092865061255, 40.599634456172]]]}",13,,SPARKILL AVE,,,,2.0,
22033,,"{'type': 'MultiLineString', 'coordinates': [[[-73.790706727877, 40.788233621281], [-73.790655006989, 40.788257714534], [-73.790584215346, 40.788291877088]]]}",13,,CROSS ISLAND PKWY,,,,0.0,10.0
65362,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01451855502, 40.647638307987], [-74.015090717585, 40.647088792132]]]}",17,,GOWANUS EXPY,,,,0.0,10.0
29832,,"{'type': 'MultiLineString', 'coordinates': [[[-73.777234183223, 40.750845185506], [-73.776348614572, 40.751087822503]]]}",13,,50 AVE,,,,2.0,
84984,,"{'type': 'MultiLineString', 'coordinates': [[[-73.865473773433, 40.83768451632], [-73.864517186913, 40.837778524662]]]}",13,,ARCHER ST,,,,2.0,
48110,,"{'type': 'MultiLineString', 'coordinates': [[[-73.927669858085, 40.635253249121], [-73.927449493947, 40.635266636055]]]}",13,,GLENWOOD RD,,,,0.0,
32440,,"{'type': 'MultiLineString', 'coordinates': [[[-73.708693756124, 40.733109217518], [-73.707797116035, 40.73330291526]]]}",13,,86 AVE,,,,2.0,
31163,,"{'type': 'MultiLineString', 'coordinates': [[[-73.800176687695, 40.722906133453], [-73.799621568409, 40.721602604845]]]}",13,,168 ST,,,,1.0,
71311,,"{'type': 'MultiLineString', 'coordinates': [[[-73.912788216607, 40.618954420754], [-73.91095658721, 40.617332564718]]]}",13,,E 66 ST,E,,,2.0,
22578,,"{'type': 'MultiLineString', 'coordinates': [[[-73.769700449314, 40.69707379091], [-73.769295360943, 40.696658544021]]]}",13,,DUNKIRK ST,,,,2.0,
87517,,"{'type': 'MultiLineString', 'coordinates': [[[-73.915338444723, 40.880160925293], [-73.913763574776, 40.881538473639]]]}",13,,ARLINGTON AVE,,,,2.0,
41608,,"{'type': 'MultiLineString', 'coordinates': [[[-73.827132584392, 40.851879353586], [-73.827379608935, 40.852826231906]]]}",13,,BRUCKNER BLVD,,,,0.0,
46448,,"{'type': 'MultiLineString', 'coordinates': [[[-73.859155271525, 40.670160683972], [-73.858831502822, 40.670208851537]]]}",13,4.0,LINDEN BLVD,,,,1.0,
94754,,"{'type': 'MultiLineString', 'coordinates': [[[-74.163794452591, 40.629697455326], [-74.163823117351, 40.62900503941]]]}",13,,MERSEREAU AVE,,,,2.0,
30325,,"{'type': 'MultiLineString', 'coordinates': [[[-73.736767649487, 40.654461042152], [-73.736811903354, 40.653745688533]]]}",13,,253 ST,,,,2.0,
57389,,"{'type': 'MultiLineString', 'coordinates': [[[-73.849278680938, 40.884249782931], [-73.848821701488, 40.884927945847]]]}",13,,LACONIA AVE,,2.0,,2.0,
39909,,"{'type': 'MultiLineString', 'coordinates': [[[-73.960783288132, 40.70647155878], [-73.959396710745, 40.707360648532]]]}",13,,WILSON ST,,,,2.0,
94684,,"{'type': 'MultiLineString', 'coordinates': [[[-73.854968691405, 40.82168796881], [-73.851901932229, 40.822097146956]]]}",13,,VIRGIL PL,,,,2.0,
69840,,"{'type': 'MultiLineString', 'coordinates': [[[-73.922965380684, 40.732663849292], [-73.921528978528, 40.732356868805]]]}",13,,53 AVE,,,,2.0,
48199,,"{'type': 'MultiLineString', 'coordinates': [[[-73.944893555128, 40.664182375224], [-73.944083264749, 40.664136805095]]]}",13,,EMPIRE BLVD,,2.0,,2.0,
90547,,"{'type': 'MultiLineString', 'coordinates': [[[-73.83683093061, 40.742910313486], [-73.836893725769, 40.742917304528], [-73.836991880251, 40.742960710081], [-73.837095599873, 40.74302903982]]]}",13,,UNNAMED ST,,,,0.0,
96135,,"{'type': 'MultiLineString', 'coordinates': [[[-73.809006341777, 40.813310205541], [-73.80878541704, 40.813370974392]]]}",13,,PLAZA PL,,,,0.0,
175964,,"{'type': 'MultiLineString', 'coordinates': [[[-73.954654591155, 40.790639158063], [-73.954649618704, 40.790480583173]], [[-73.954649618704, 40.790480583173], [-73.954650024957, 40.790391998767], [-73.954650580061, 40.79030341471], [-73.954651284017, 40.790214831147]], [[-73.954651284017, 40.790214831147], [-73.954652137349, 40.79012624849], [-73.954653139529, 40.790037666616], [-73.954654290555, 40.789949085669]]]}",13,,E MEADOW PATH,E,,,,
97039,,"{'type': 'MultiLineString', 'coordinates': [[[-73.806949799674, 40.707375345145], [-73.803692127261, 40.708300471206]]]}",13,,87 RD,,,,2.0,
205979,,"{'type': 'MultiLineString', 'coordinates': [[[-74.226802005317, 40.52579976735], [-74.227615297439, 40.525746251381], [-74.228428588915, 40.525692728978]]]}",13,,KOREAN WAR VETS PKWY,,,,0.0,10.0
18979,,"{'type': 'MultiLineString', 'coordinates': [[[-73.798380615871, 40.645681511413], [-73.799184129513, 40.645723134586], [-73.799835127499, 40.6459834662], [-73.800932208422, 40.646692503913], [-73.803124848227, 40.648866613298], [-73.804022732768, 40.649965792775]]]}",13,,N SERVICE RD,N,,,0.0,
19252,,"{'type': 'MultiLineString', 'coordinates': [[[-73.949302326022, 40.812734765326], [-73.948834012583, 40.813378107861]]]}",13,,FREDERICK DOUGLASS BLVD,,,,2.0,20.0
93961,,"{'type': 'MultiLineString', 'coordinates': [[[-74.08827335474, 40.613345015221], [-74.08885748545, 40.612618384388]]]}",13,,RIDGEFIELD AVE,,,,0.0,
65000,,"{'type': 'MultiLineString', 'coordinates': [[[-74.114768230925, 40.55866087455], [-74.115713938452, 40.557776158018]]]}",13,,RIGA ST,,,,2.0,
66229,,"{'type': 'MultiLineString', 'coordinates': [[[-73.989506280904, 40.767823633236], [-73.990234865726, 40.768128322317], [-73.990343675252, 40.7681738256], [-73.990438779576, 40.76821359659], [-73.990533833997, 40.768253346724], [-73.990631773134, 40.768294302864], [-73.990726993917, 40.768334122542], [-73.990814868669, 40.768370870141], [-73.990933790556, 40.768420600511], [-73.991085484496, 40.768484035056], [-73.991241671573, 40.768549348207], [-73.992350995256, 40.769013224183]]]}",13,,W 55 ST,W,1.0,,2.0,
62566,,"{'type': 'MultiLineString', 'coordinates': [[[-73.842481185257, 40.897275421985], [-73.843458357302, 40.89983235584]]]}",13,,MURDOCK AVE,,,,2.0,
118090,,"{'type': 'MultiLineString', 'coordinates': [[[-74.018877641049, 40.692093797023], [-74.018861632181, 40.691822768546]]]}",13,,HAY RD,,1.0,,0.0,
5223,,"{'type': 'MultiLineString', 'coordinates': [[[-73.810249064035, 40.67053024683], [-73.809371738263, 40.670141672791]]]}",13,,133 AVE,,,,2.0,
9730,,"{'type': 'MultiLineString', 'coordinates': [[[-73.741259953439, 40.765714797149], [-73.741043954408, 40.765786088025], [-73.740834049872, 40.765867223653], [-73.740631015149, 40.765957904309]], [[-73.740631015149, 40.765957904309], [-73.740435601289, 40.766057795397], [-73.740248529008, 40.766166527462], [-73.74007048929, 40.766283698843]]]}",13,,NORTHERN BLVD,,,,0.0,10.0
15041,,"{'type': 'MultiLineString', 'coordinates': [[[-73.889529480948, 40.700299332385], [-73.888838476006, 40.699513149831]]]}",13,,CYPRESS HILLS ST,,3.0,,2.0,
171763,,"{'type': 'MultiLineString', 'coordinates': [[[-74.186128232944, 40.578972877613], [-74.186422681691, 40.579268436215]]]}",13,,FRESH KILLS PARK PEDESTRIAN PATH,,,,0.0,
138,,"{'type': 'MultiLineString', 'coordinates': [[[-74.013327411239, 40.705039025795], [-74.012630769695, 40.705010998999]]]}",13,,BEAVER ST,,,,2.0,
80432,,"{'type': 'MultiLineString', 'coordinates': [[[-73.865140711135, 40.754740120311], [-73.864447551052, 40.753270561972]]]}",13,,103 ST,,2.0,,2.0,
85635,,"{'type': 'MultiLineString', 'coordinates': [[[-74.099921065762, 40.597219593459], [-74.100019487254, 40.597305678723]]]}",13,,WOODDALE AVE,,,,0.0,
59468,,"{'type': 'MultiLineString', 'coordinates': [[[-73.910919589793, 40.887941083317], [-73.910248712697, 40.888350455808]]]}",13,,HENRY HUDSON PKWY E,,,,1.0,
99551,,"{'type': 'MultiLineString', 'coordinates': [[[-73.827287483618, 40.859408272129], [-73.82772203556, 40.859273226744]]]}",13,,ERSKINE PL,,,,0.0,
96287,,"{'type': 'MultiLineString', 'coordinates': [[[-73.964147947256, 40.65400320184], [-73.963812942118, 40.653271808398]]]}",13,,ST PAULS PL,,,,2.0,
3477,,"{'type': 'MultiLineString', 'coordinates': [[[-73.973960439871, 40.75144926918], [-73.971714131753, 40.750502055602]]]}",13,,E 43 ST,E,,,2.0,
193781,,"{'type': 'MultiLineString', 'coordinates': [[[-73.912980863158, 40.58588027303], [-73.91190742163, 40.586425670182]]]}",13,,BELT PKWY,,,,0.0,10.0
34415,,"{'type': 'MultiLineString', 'coordinates': [[[-73.732280808081, 40.720283573709], [-73.732223871342, 40.72025287773], [-73.732164470938, 40.72006356872]]]}",13,,222 ST,,6.0,,0.0,
65772,,"{'type': 'MultiLineString', 'coordinates': [[[-73.914610321136, 40.640110672136], [-73.914257100607, 40.640344022011], [-73.913904776765, 40.640576777076]]]}",13,,FARRAGUT RD,,,,2.0,
126333,,"{'type': 'MultiLineString', 'coordinates': [[[-73.767292562591, 40.735481946522], [-73.766797031699, 40.735613214284]]]}",13,,CUNNINGHAM PARK GREENWAY,,1.0,,,
38596,,"{'type': 'MultiLineString', 'coordinates': [[[-73.96095997299, 40.607961300649], [-73.960911053482, 40.607701321648]]]}",13,,E 12 ST,E,,,0.0,
63063,,"{'type': 'MultiLineString', 'coordinates': [[[-74.104711703631, 40.629938618338], [-74.104549406271, 40.62927498149]]]}",13,,CITY BLVD,,,,2.0,
41894,,"{'type': 'MultiLineString', 'coordinates': [[[-73.864267308776, 40.87139792591], [-73.863333247252, 40.8713834332]]]}",13,,BURKE AVE,,2.0,,2.0,
106727,,"{'type': 'MultiLineString', 'coordinates': [[[-73.890672752032, 40.756100146361], [-73.891088848602, 40.756057253093], [-73.891143047028, 40.756051658356]]]}",13,,ALLEY,,,,0.0,
94438,,"{'type': 'MultiLineString', 'coordinates': [[[-74.14660851906, 40.625206981049], [-74.147333156091, 40.625633037279]]]}",13,,RICHMOND AVE,,,,2.0,
192928,,"{'type': 'MultiLineString', 'coordinates': [[[-73.911949544125, 40.86075136487], [-73.912174044575, 40.860920186314]]]}",13,,W 182 ST,W,,,1.0,
84798,,"{'type': 'MultiLineString', 'coordinates': [[[-73.87668286387, 40.838249282114], [-73.87623152705, 40.83893611923]]]}",13,,BRONX PARK AVE,,,,2.0,
90300,,"{'type': 'MultiLineString', 'coordinates': [[[-73.776818346314, 40.721864727826], [-73.776623450748, 40.722020894955]]]}",13,,GRAND CENTRAL PKWY EB EN 188 ST,,,,0.0,
10217,,"{'type': 'MultiLineString', 'coordinates': [[[-73.807299636673, 40.742002029035], [-73.806356512929, 40.742058970803]]]}",13,,BOOTH MEMORIAL AVE,,,,1.0,
151746,,"{'type': 'MultiLineString', 'coordinates': [[[-73.751886674973, 40.728425850764], [-73.750874525258, 40.729057671007], [-73.750855401279, 40.729070418163], [-73.750674121252, 40.729191252736], [-73.750659008396, 40.72920289901], [-73.750046190291, 40.72967513222], [-73.749622284958, 40.730013578186], [-73.749266688437, 40.73033219539], [-73.748750594499, 40.730794612269], [-73.748124964221, 40.731348105058], [-73.747935612844, 40.731515616045], [-73.747558818601, 40.731848945718], [-73.747397317652, 40.731991809107], [-73.747373464553, 40.732013326753], [-73.747339231202, 40.73204420884], [-73.747085857735, 40.732273434021], [-73.746982169503, 40.732367239792], [-73.746738721536, 40.732591472424]]]}",13,,GRAND CENTRAL PKWY,,,,0.0,10.0
18587,,"{'type': 'MultiLineString', 'coordinates': [[[-73.772291395814, 40.745473580725], [-73.772306686048, 40.745344135846], [-73.77234185075, 40.745205743104], [-73.772397921121, 40.745068580266], [-73.772474840767, 40.744935384745], [-73.772571710285, 40.744808847216], [-73.772686853972, 40.744691495149], [-73.772817871399, 40.744585493563], [-73.772961844645, 40.744492529175], [-73.773115490136, 40.744413722423], [-73.773275455, 40.744349597058], [-73.774135912082, 40.744104214903]]]}",13,,CLEARVIEW EXPWY SB ET 4 E-W,,,,0.0,
39743,,"{'type': 'MultiLineString', 'coordinates': [[[-73.960565291576, 40.577807104253], [-73.959634268772, 40.57800153753]]]}",13,,BRIGHTON BEACH AVENUE,,,,2.0,
23847,,"{'type': 'MultiLineString', 'coordinates': [[[-73.771472092555, 40.744269876973], [-73.771453415535, 40.744229776203], [-73.771433610382, 40.744187412752]]]}",9,,CLEARVIEW EXPY,,,,0.0,10.0
6170,,"{'type': 'MultiLineString', 'coordinates': [[[-73.753086925748, 40.694221398754], [-73.752543558011, 40.694370338872]]]}",13,,LINDEN BLVD,,,,2.0,
70982,,"{'type': 'MultiLineString', 'coordinates': [[[-73.872684944782, 40.76453996774], [-73.872640061323, 40.764271667018], [-73.872624826879, 40.764180626617], [-73.872520962345, 40.763559856815], [-73.872424277884, 40.762981967561], [-73.872315188915, 40.762574187762]]]}",13,,97 ST,,,,2.0,
183681,,"{'type': 'MultiLineString', 'coordinates': [[[-73.917379336147, 40.835129858292], [-73.917082668957, 40.835435900499], [-73.916879260706, 40.835645734494], [-73.916675401277, 40.835856041556]]]}",13,,GRAND CONC,,2.0,,1.0,20.0
74828,,"{'type': 'MultiLineString', 'coordinates': [[[-73.892504414514, 40.643293190272], [-73.892160747746, 40.642984548658], [-73.891031056261, 40.641969994468], [-73.890685006796, 40.641659194391]]]}",13,,E 103 ST,E,,,2.0,
