maprojid,projectid,adopt_nccstate,spent_ccnonexempt,allocate_ccexempt,allocate_citycost,magency,spent_citycost,adopt_ccnonexempt,commit_nccfederal,adopt_total,adopt_noncitycost,plannedcommit_ccnonexempt,allocate_noncitycost,totalcityplannedcommit,spent_total_checkbooknyc,allocate_nccfederal,spent_nccother
850HWQ1190-C,HWQ1190-C,0.0,125000.0,0.0,1996642.0,850,125000.0,97222358.0,0.0,99344000.0,0.0,97222000,0.0,97222000,0.0,0.0,0.0
826CAT-OPTIM,CAT-OPTIM,0.0,0.0,329129688.1,39092853.3,826,263385458.6,0.0,0.0,631608000.0,0.0,0,0.0,29723000,252799774.5400001,0.0,0.0
850PV176ITF1,PV176ITF1,0.0,5163887.4,0.0,163220.41,850,5163887.4,226892.19,0.0,12659000.0,747844.32,190000,747844.32,190000,10206462.16,471265.14,723420.82
846P-400ZO18,P-400ZO18,0.0,0.0,0.0,597728.0,846,0.0,256272.0,0.0,854000.0,0.0,256000,0.0,256000,0.0,0.0,0.0
801NYPDHRP76,NYPDHRP76,0.0,366363.73,0.0,240575.07,801,366363.73,61.2,0.0,607000.0,0.0,0,0.0,0,366363.73,0.0,0.0
850HWQ411B,HWQ411B,0.0,30658661.75,5000507.0,4983029.19,850,30712625.78,10309838.03,0.0,51467000.0,395.41,447000,395.41,447000,23085187.669999983,0.0,431364.27
850HLDNSICT,HLDNSICT,0.0,0.0,0.0,0.0,850,0.0,82000.0,0.0,82000.0,0.0,82000,0.0,82000,0.0,0.0,0.0
850PWKNJCCMP,PWKNJCCMP,0.0,35122.0,0.0,0.0,850,35122.0,34878.0,0.0,70000.0,0.0,0,0.0,0,35122.0,0.0,0.0
806HMFIRST28,HMFIRST28,0.0,0.0,0.0,0.0,806,0.0,18000000.0,0.0,18000000.0,0.0,18000000,0.0,18000000,0.0,0.0,0.0
801CSGFEC,CSGFEC,0.0,0.0,0.0,0.0,801,0.0,3386000.0,0.0,3386000.0,0.0,3386000,0.0,3386000,0.0,0.0,0.0
850HWXS1011,HWXS1011,0.0,513006.61,0.0,1667767.39,850,513006.61,23869226.0,0.0,26050000.0,0.0,23869000,0.0,23869000,52908.5,0.0,0.0
806RBRYANT,RBRYANT,0.0,0.0,0.0,0.0,806,0.0,500000.0,0.0,500000.0,0.0,500000,0.0,500000,0.0,0.0,0.0
850QED-1030,QED-1030,0.0,73600.0,5382.51,811495.55,850,8524721.94,400.0,0.0,9342000.0,0.0,0,0.0,0,8511344.739999998,0.0,0.0
126PV038ATC2,PV038ATC2,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
841HWQ631B2,HWQ631B2,0.0,0.0,0.0,0.0,841,0.0,57607000.0,0.0,57607000.0,0.0,57607000,0.0,57607000,0.0,0.0,0.0
801BOATROCK,BOATROCK,0.0,982550.0,0.0,0.0,801,982550.0,500450.0,0.0,1483000.0,0.0,0,0.0,0,982550.0,0.0,0.0
111MOCJ6CONN,MOCJ6CONN,0.0,0.0,0.0,0.0,111,0.0,4120000.0,0.0,4120000.0,0.0,4120000,0.0,4120000,0.0,0.0,0.0
850SE-889,SE-889,0.0,332543.13,7062000.0,235807.34,850,332543.13,114987649.53,0.0,122618000.0,0.0,114987000,0.0,122049000,0.0,0.0,0.0
801HBPD200KA,HBPD200KA,354000.0,3282324.43,0.0,0.0,801,3282324.43,-324.43,0.0,6434000.0,-837.27,0,-837.27,0,6435161.700000005,-50.27,0.0
841TFD503K26,TFD503K26,0.0,268167.94,0.0,0.0,841,268167.94,201832.06,0.0,470000.0,0.0,193000,0.0,193000,256188.0,0.0,0.0
111OATH2LMS,OATH2LMS,0.0,0.0,0.0,0.0,111,0.0,310000.0,0.0,310000.0,0.0,310000,0.0,310000,0.0,0.0,0.0
826RH-83,RH-83,0.0,0.0,115103368.32,7249038.91,826,5638592.77,0.0,0.0,127991000.0,0.0,0,0.0,115098000,4030183.03,0.0,0.0
850HWR005B,HWR005B,0.0,1151036.5,0.0,241253.26,850,1151036.5,458710.24,0.0,1851000.0,0.0,0,0.0,0,470931.8600000001,0.0,0.0
850SER20079,SER20079,0.0,7013165.31,404414.63,2388330.91,850,13735117.55,108136.91,0.0,17993000.0,494457.6,2000,494457.6,402000,12375913.050000004,0.0,671947.43
850PW335BSLS,PW335BSLS,0.0,657745.5,0.0,0.0,850,657745.5,-48745.5,0.0,609000.0,0.0,0,0.0,0,657745.5000000001,0.0,0.0
038LBM18NLOH,LBM18NLOH,0.0,0.0,0.0,0.0,38,0.0,51672000.0,0.0,51672000.0,0.0,51472000,0.0,51472000,0.0,0.0,0.0
850SANDHW11,SANDHW11,0.0,5609709.84,0.0,366864.01,850,5609709.84,1127426.15,275700.22,14730000.0,250462.37,0,250462.37,0,10561691.150000002,250127.37,18402.51
850HWCRCRK,HWCRCRK,0.0,0.0,0.0,0.0,850,0.0,735000.0,0.0,735000.0,0.0,735000,0.0,735000,0.0,0.0,0.0
806HAM13BRPG,HAM13BRPG,0.0,408487.66,0.0,0.0,806,408487.66,51512.34,0.0,460000.0,0.0,42000,0.0,42000,408487.66,0.0,0.0
850CS-NC-BAF,CS-NC-BAF,0.0,0.0,74495218.0,3015227.69,850,3660554.31,0.0,0.0,81171000.0,0.0,0,0.0,74094000,1668657.7300000002,0.0,0.0
042MC028-010,MC028-010,0.0,10808588.3,0.0,262357.27,42,10808588.3,57054.43,0.0,11128000.0,0.0,-109000,0.0,-109000,10808588.299999991,0.0,0.0
850PWDNURBG1,PWDNURBG1,0.0,0.0,0.0,0.0,850,0.0,100000.0,0.0,100000.0,0.0,100000,0.0,100000,0.0,0.0,0.0
039LQCA20LOT,LQCA20LOT,0.0,0.0,0.0,0.0,39,0.0,78000.0,0.0,78000.0,0.0,78000,0.0,78000,0.0,0.0,0.0
850SE-842A1,SE-842A1,0.0,53238926.19,1465.0,42894293.4,850,53621238.55,25551003.05,0.0,122068000.0,0.0,26188000,0.0,26188000,22930536.86999999,0.0,0.0
850SER200232,SER200232,0.0,4421831.43,289311.89,463663.7,850,6948207.74,538816.67,0.0,8240000.0,0.0,511000,0.0,511000,4616092.229999998,0.0,0.0
850HLDNODAPT,HLDNODAPT,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
856CO283FIRE,CO283FIRE,0.0,9023494.75,0.0,3914908.5,856,9112128.53,27118962.97,0.0,40146000.0,0.0,26522000,0.0,26522000,7792651.439999999,0.0,0.0
850BED-807,BED-807,0.0,126134.18,918876.0,2568045.64,850,126134.18,167944.18,0.0,3781000.0,0.0,166000,0.0,1083000,0.0,0.0,0.0
856PWDTOURSO,PWDTOURSO,,,,,856,,,,,,298000,,298000,0.0,,
850HWMWTCA7E,HWMWTCA7E,0.0,4411911.21,0.0,387020.69,850,4411911.21,406068.1,5699270.5,91572000.0,522712.27,0,522712.27,0,56677642.24999991,497294.3,49844401.87
806R7133RD,R7133RD,0.0,0.0,0.0,0.0,806,0.0,500000.0,0.0,500000.0,0.0,500000,0.0,500000,0.0,0.0,0.0
850PWDLEGVAN,PWDLEGVAN,0.0,0.0,0.0,0.0,850,0.0,453000.0,0.0,453000.0,0.0,453000,0.0,453000,0.0,0.0,0.0
806HAM17HRPL,HAM17HRPL,0.0,1264358.45,0.0,12475.68,806,1264358.45,165.87,0.0,1277000.0,0.0,0,0.0,0,1264358.4500000002,0.0,0.0
856PWCN001,PWCN001,0.0,0.0,0.0,0.0,856,0.0,68000.0,0.0,68000.0,0.0,68000,0.0,68000,0.0,0.0,0.0
806HAM15WSPL,HAM15WSPL,0.0,209263.42,0.0,29709.89,806,209263.42,26.69,0.0,239000.0,0.0,0,0.0,0,209263.42,0.0,0.0
801PWDB&GCMQ,PWDB&GCMQ,0.0,0.0,0.0,0.0,801,0.0,3333000.0,0.0,3333000.0,0.0,3333000,0.0,3333000,0.0,0.0,0.0
801PWDDAVI2,PWDDAVI2,0.0,0.0,0.0,0.0,801,0.0,718000.0,0.0,718000.0,0.0,719000,0.0,719000,0.0,0.0,0.0
801HLWYCKOFF,HLWYCKOFF,0.0,0.0,0.0,0.0,801,0.0,5800000.0,0.0,5800000.0,0.0,5800000,0.0,5800000,0.0,0.0,0.0
042JJ015-012,JJ015-012,0.0,0.0,0.0,0.0,42,0.0,340000.0,0.0,340000.0,0.0,340000,0.0,340000,0.0,0.0,0.0
850HLDNBKMM,HLDNBKMM,0.0,0.0,0.0,0.0,850,0.0,418000.0,0.0,418000.0,0.0,418000,0.0,418000,0.0,0.0,0.0
126PV274THTR,PV274THTR,0.0,0.0,0.0,0.0,126,0.0,500000.0,0.0,500000.0,0.0,500000,0.0,500000,0.0,0.0,0.0
826NC-UPGRD,NC-UPGRD,0.0,4543180.53,246306928.94,2105627.41,826,2268275624.18,2819.47,0.0,2554998000.0,5486327.48,0,5486327.48,4210000,229678684.0900001,5486327.48,0.0
071HH112GDFC,HH112GDFC,0.0,143595.23,0.0,16154.77,71,143595.23,8159250.0,0.0,8319000.0,0.0,7734000,0.0,7734000,143595.23,0.0,0.0
850HWX404,HWX404,0.0,2233153.49,0.0,306597.51,850,2233153.49,8082249.0,0.0,10622000.0,0.0,8082000,0.0,8082000,534228.8999999999,0.0,0.0
126PV123NYLA,PV123NYLA,0.0,147296.56,0.0,0.0,126,147296.56,-296.56,0.0,147000.0,0.0,0,0.0,0,147296.56,0.0,0.0
850HLQNJEWSH,HLQNJEWSH,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
801GOVISFRY2,GOVISFRY2,0.0,31902292.29,0.0,420761.71,801,31902292.29,-54.0,0.0,32323000.0,0.0,76000,0.0,76000,29378108.46,0.0,0.0
846P-65BORO,P-65BORO,0.0,5088.53,0.0,0.0,846,5088.53,3161911.47,0.0,13464000.0,97000.0,3162000,97000.0,3162000,10200000.0,0.0,10200000.0
826NEWCREEK,NEWCREEK,0.0,67017522.34,0.0,6261408.97,826,67017522.34,6680068.69,0.0,79959000.0,0.0,2809000,0.0,2809000,62886186.509999886,0.0,0.0
850SEN002169,SEN002169,0.0,283557.79,2559144.71,2462144.91,850,20881519.54,184190.84,0.0,26124000.0,1000.0,42000,1000.0,1508000,18755316.24,0.0,9000.0
850HWQ1190B,HWQ1190B,0.0,2136641.11,0.0,1984542.89,850,2136641.11,71720816.0,0.0,85842000.0,10000000.0,71719000,10000000.0,71719000,88264.17,10000000.0,0.0
126PV921-SHD,PV921-SHD,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850HHDNPRHQ,HHDNPRHQ,0.0,871682.0,0.0,0.0,850,871682.0,14318.0,0.0,886000.0,0.0,0,0.0,0,871682.0,0.0,0.0
850HLDNMTICU,HLDNMTICU,0.0,0.0,0.0,0.0,850,0.0,75000.0,0.0,75000.0,0.0,75000,0.0,75000,0.0,0.0,0.0
042ST009-006,ST009-006,0.0,164683.19,0.0,1339.5,42,164683.19,-22.69,0.0,166000.0,0.0,0,0.0,0,164683.19,0.0,0.0
850SE-795,SE-795,0.0,15463160.29,5235272.27,540462.68,850,28349950.18,5201314.87,0.0,44329000.0,4999500.0,107000,4999500.0,107000,26829792.499999985,0.0,2500.0
841HWD10111,HWD10111,0.0,0.0,0.0,0.0,841,0.0,500000.0,0.0,500000.0,0.0,500000,0.0,500000,0.0,0.0,0.0
057SANDHM265,SANDHM265,0.0,19941.13,0.0,0.0,57,19941.13,174058.87,0.0,1930000.0,1556530.12,173000,1556530.12,173000,199411.01,1556530.12,0.0
827S136-432,S136-432,0.0,337293.49,0.0,40646.12,827,337293.49,525060.39,0.0,903000.0,0.0,525000,0.0,525000,14196.33,0.0,0.0
126PV209-HOL,PV209-HOL,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
126PV274ELV2,PV274ELV2,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
81948201505,48201505,0.0,8368304.97,0.0,122210.21,819,8368304.97,9484.82,0.0,8500000.0,0.0,10000,0.0,10000,8368304.969999999,0.0,0.0
850EDKNBSHGR,EDKNBSHGR,0.0,294303.8,0.0,0.0,850,294303.8,2696.2,0.0,297000.0,0.0,2000,0.0,2000,294303.8,0.0,0.0
850SE-885,SE-885,0.0,4175388.17,0.0,230417.83,850,4175388.17,150742194.0,0.0,155148000.0,0.0,151342000,0.0,151342000,365388.17,0.0,0.0
850HLDNIMXRA,HLDNIMXRA,0.0,0.0,0.0,0.0,850,0.0,284000.0,0.0,284000.0,0.0,284000,0.0,284000,0.0,0.0,0.0
039LQD122MLA,LQD122MLA,0.0,454402.0,0.0,0.0,39,454402.0,145598.0,0.0,600000.0,0.0,146000,0.0,146000,454402.0,0.0,0.0
801HPPRINGLE,HPPRINGLE,500000.0,0.0,0.0,0.0,801,0.0,500000.0,0.0,1000000.0,500000.0,500000,500000.0,500000,0.0,0.0,0.0
806PACT27,PACT27,0.0,0.0,0.0,0.0,806,0.0,350514000.0,0.0,350514000.0,0.0,350514000,0.0,350514000,0.0,0.0,0.0
850HLQNMTEQP,HLQNMTEQP,0.0,0.0,0.0,0.0,850,0.0,500000.0,0.0,500000.0,0.0,500000,0.0,500000,0.0,0.0,0.0
850SEQNS003,SEQNS003,0.0,4700058.21,1260443.82,10593261.86,850,12941197.58,3751096.74,0.0,29297000.0,3874.82,3750000,3874.82,5503000,6032655.48,0.0,212267.09
801HLKNCEV,HLKNCEV,0.0,0.0,0.0,501431.0,801,0.0,102569.0,0.0,604000.0,0.0,103000,0.0,103000,0.0,0.0,0.0
038LBK16HLRF,LBK16HLRF,0.0,0.0,0.0,0.0,38,0.0,84000.0,0.0,84000.0,0.0,0,0.0,0,0.0,0.0,0.0
82626W-144-L,26W-144-L,0.0,0.0,74850459.7,20256280.37,826,961259.93,0.0,0.0,96068000.0,0.0,0,0.0,86515000,683807.4799999999,0.0,0.0
126PV123LOBY,PV123LOBY,0.0,0.0,0.0,0.0,126,0.0,1619000.0,0.0,1619000.0,0.0,1619000,0.0,1619000,0.0,0.0,0.0
826WQMON-ENT,WQMON-ENT,0.0,47290.0,29636.44,8000.0,826,2359653.56,710.0,0.0,2398000.0,0.0,0,0.0,0,1567097.48,0.0,0.0
801FLATNOST,FLATNOST,0.0,3844181.95,0.0,0.0,801,3844181.95,818.05,0.0,3845000.0,0.0,0,0.0,0,3699673.94,0.0,0.0
806HAM19ADEL,HAM19ADEL,0.0,9804405.21,0.0,1936140.82,806,9804405.21,1209453.97,0.0,12950000.0,0.0,341000,0.0,341000,6860929.149999999,0.0,0.0
111PO185-15C,PO185-15C,0.0,5949885.5,0.0,0.0,111,5949885.5,11328114.5,0.0,17278000.0,0.0,8816000,0.0,8816000,5289256.500000003,0.0,0.0
846SANDY4-20,SANDY4-20,0.0,384589.09,0.0,0.01,846,384589.09,296410.9,0.06,1708000.0,181.0,0,181.0,0,1140169.9299999997,181.0,0.0
126PVUKELES,PVUKELES,0.0,0.0,0.0,0.0,126,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
071HH112FWBA,HH112FWBA,0.0,596563.34,0.0,375828.66,71,596563.34,3486608.0,0.0,4459000.0,0.0,3072000,0.0,3072000,367758.79999999993,0.0,0.0
850SER200258,SER200258,0.0,4945179.58,2704419.3,7177665.85,850,13899569.61,933345.24,0.0,24715000.0,0.0,3458000,0.0,6153000,10368132.729999997,0.0,0.0
826DEPMETERS,DEPMETERS,0.0,0.0,36221000.0,0.0,826,0.0,0.0,0.0,36221000.0,0.0,0,0.0,1221000,0.0,0.0,0.0
850HLXNUNIC,HLXNUNIC,0.0,0.0,0.0,0.0,850,0.0,300000.0,0.0,300000.0,0.0,300000,0.0,300000,0.0,0.0,0.0
801181STBID,181STBID,0.0,147150.0,0.0,0.0,801,147150.0,101850.0,0.0,249000.0,0.0,78000,0.0,78000,0.0,0.0,0.0
850HWPLZ004X,HWPLZ004X,0.0,4091693.69,0.0,650625.88,850,4091693.69,3680.43,5305.31,7238000.0,1303.0,0,1303.0,0,4563223.640000001,1000.0,0.0
801CONEYWACQ,CONEYWACQ,0.0,30893316.35,0.0,0.0,801,30893316.35,8106683.65,0.0,39000000.0,0.0,8106000,0.0,8106000,30893316.35,0.0,0.0
801HIFNSW,HIFNSW,0.0,0.0,0.0,0.0,801,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850SEK002380,SEK002380,0.0,8764840.59,267036.25,4073121.78,850,11784609.26,425232.71,0.0,16567000.0,566.0,368000,566.0,632000,9730779.009999994,0.0,5585.99
038LBM22STPC,LBM22STPC,0.0,1137783.11,0.0,0.0,38,1137783.11,216.89,0.0,1138000.0,0.0,0,0.0,0,1137783.11,0.0,0.0
801SBMTOSW,SBMTOSW,0.0,0.0,0.0,0.0,801,0.0,106491000.0,0.0,106491000.0,0.0,106491000,0.0,106491000,0.0,0.0,0.0
806NWASHTEMP,NWASHTEMP,0.0,0.0,0.0,0.0,806,0.0,500000.0,0.0,500000.0,0.0,500000,0.0,500000,0.0,0.0,0.0
850SER002324,SER002324,0.0,400500.0,2754546.62,103500.0,850,1280453.38,3079500.0,0.0,7218000.0,0.0,2984000,0.0,5738000,0.0,0.0,0.0
826CRO-M&A,CRO-M&A,0.0,0.0,40140000.0,0.0,826,0.0,0.0,0.0,40140000.0,0.0,0,0.0,19140000,0.0,0.0,0.0
850SER200226,SER200226,0.0,20037169.31,372698.67,3707793.04,850,36622522.03,1229986.26,0.0,42307000.0,193.44,1987000,193.44,1987000,34599267.58,0.0,373806.56
8018890PHA3,8890PHA3,0.0,8318031.95,0.0,245112.75,801,8318031.95,1121855.3,0.0,9685000.0,0.0,1121000,0.0,1121000,8277424.95,0.0,0.0
826NR-117-L,NR-117-L,0.0,0.0,74430679.0,11341321.0,826,0.0,0.0,0.0,85772000.0,0.0,0,0.0,74430000,0.0,0.0,0.0
850PWFCNYHUB,PWFCNYHUB,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
801WILLETSEN,WILLETSEN,0.0,5329276.87,0.0,0.0,801,5329276.87,2628723.13,0.0,7958000.0,0.0,2628000,0.0,2628000,5329276.87,0.0,0.0
039LQCA20BRT,LQCA20BRT,0.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
038LBC24NLFE,LBC24NLFE,0.0,0.0,0.0,0.0,38,0.0,200000.0,0.0,200000.0,0.0,200000,0.0,200000,0.0,0.0,0.0
801TISHAUDRE,TISHAUDRE,0.0,0.0,0.0,0.0,801,0.0,1750000.0,0.0,1750000.0,0.0,1750000,0.0,1750000,0.0,0.0,0.0
850HLMTSINAM,HLMTSINAM,0.0,0.0,0.0,1217000.0,850,0.0,0.0,0.0,1217000.0,0.0,1217000,0.0,1217000,0.0,0.0,0.0
850SEQ200547,SEQ200547,0.0,59826.81,146442.32,0.0,850,102384.49,343173.19,0.0,592000.0,0.0,0,0.0,0,0.0,0.0,0.0
801MCTROOF2,MCTROOF2,0.0,513320.21,0.0,28019.36,801,513320.21,660.43,0.0,542000.0,0.0,0,0.0,0,513320.21,0.0,0.0
850AGDNJCCSE,AGDNJCCSE,0.0,0.0,0.0,0.0,850,0.0,331000.0,0.0,331000.0,0.0,331000,0.0,331000,0.0,0.0,0.0
850RWM001,RWM001,0.0,16362382.46,19450.23,0.0,850,17204932.23,1243617.54,0.0,18468000.0,0.0,0,0.0,0,8649597.56,0.0,0.0
035LRCE12DOT,LRCE12DOT,0.0,0.0,0.0,0.0,35,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850HWD007K03,HWD007K03,0.0,2199324.77,0.0,164160.9,850,2199324.77,10478514.33,0.0,12842000.0,0.0,9928000,0.0,9928000,341567.12,0.0,0.0
850RWX020,RWX020,0.0,12235439.04,11071.63,2853117.69,850,18166908.73,894901.95,0.0,21926000.0,0.0,81000,0.0,81000,17149451.889999997,0.0,0.0
850HWR00512,HWR00512,0.0,2299065.76,0.0,2810661.79,850,2299065.76,9136272.45,0.0,14246000.0,0.0,11258000,0.0,11258000,618830.3000000002,0.0,0.0
072C-101LRFN,C-101LRFN,0.0,3504016.71,0.0,0.0,72,3504016.71,1652983.29,0.0,5157000.0,0.0,0,0.0,0,0.0,0.0,0.0
801P-3HIGHLL,P-3HIGHLL,0.0,3366417.8,0.0,2186192.2,801,3366417.8,97390.0,0.0,5650000.0,0.0,98000,0.0,98000,3192976.4899999998,0.0,0.0
850PV262-RT,PV262-RT,0.0,9013723.22,0.0,218569.14,850,9013723.22,130707.64,0.0,9363000.0,0.0,92000,0.0,92000,7662900.439999999,0.0,0.0
850HWK876,HWK876,0.0,8063458.96,0.0,587746.89,850,8063458.96,36198794.15,0.0,45086000.0,236000.0,33415000,236000.0,33415000,1278615.38,0.0,0.0
806RBEREAN,RBEREAN,0.0,0.0,0.0,0.0,806,0.0,1000000.0,0.0,1000000.0,0.0,1000000,0.0,1000000,0.0,0.0,0.0
801LAMARQUET,LAMARQUET,0.0,1959643.53,0.0,0.0,801,1959643.53,37356.47,0.0,1997000.0,0.0,0,0.0,0,1959643.53,0.0,0.0
80168201101,68201101,0.0,122326477.04,0.0,0.0,801,122326477.04,80522.96,0.0,122407000.0,0.0,0,0.0,0,122326477.03999998,0.0,0.0
826CAT-431,CAT-431,0.0,0.0,296121650.86,9146280.16,826,21931068.98,0.0,0.0,327199000.0,0.0,0,0.0,298689000,20896550.860000007,0.0,0.0
827S136-332M,S136-332M,0.0,4527005.15,0.0,498610.56,827,4527005.15,30095384.29,0.0,35121000.0,0.0,29392000,0.0,29392000,2276958.01,0.0,0.0
801PV394WSBD,PV394WSBD,0.0,4563489.14,0.0,210788.86,801,4563489.14,25722.0,0.0,4800000.0,0.0,26000,0.0,26000,4229524.0,0.0,0.0
126PV490CPSD,PV490CPSD,0.0,0.0,0.0,0.0,126,0.0,21987000.0,0.0,21987000.0,0.0,12487000,0.0,12487000,0.0,0.0,0.0
801HRDMN05D1,HRDMN05D1,0.0,0.0,0.0,0.0,801,0.0,5050000.0,0.0,5050000.0,0.0,5050000,0.0,5050000,0.0,0.0,0.0
850HLDNPRIMH,HLDNPRIMH,0.0,0.0,0.0,0.0,850,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850HWPLZ010K,HWPLZ010K,0.0,4632187.06,0.0,447545.86,850,4632187.06,57267.08,0.0,5156000.0,5900.0,0,5900.0,0,3419764.189999999,0.0,13100.0
039LQ122-SC1,LQ122-SC1,0.0,10011306.76,0.0,0.0,39,10011306.76,1869693.24,0.0,11881000.0,0.0,786000,0.0,786000,10011306.76,0.0,0.0
846P-6SITEI3,P-6SITEI3,0.0,0.0,0.0,0.0,846,0.0,1910000.0,0.0,1910000.0,0.0,3168000,0.0,3168000,0.0,0.0,0.0
850HLDNUCDEN,HLDNUCDEN,0.0,0.0,0.0,61995.0,850,0.0,8005.0,0.0,70000.0,0.0,70000,0.0,70000,0.0,0.0,0.0
806MEUCLID,MEUCLID,0.0,0.0,0.0,0.0,806,0.0,350000.0,0.0,350000.0,0.0,350000,0.0,350000,0.0,0.0,0.0
071HH112FWFR,HH112FWFR,0.0,205000.0,0.0,580000.0,71,205000.0,4475000.0,0.0,5260000.0,0.0,4546000,0.0,4546000,205000.0,0.0,0.0
841C5447,C5447,888000.0,426491.74,0.0,0.0,841,426491.74,225593508.26,0.0,241175000.0,15155000.0,209989000,15155000.0,209989000,395837.83,14267000.0,0.0
801P-2BUSHDE,P-2BUSHDE,0.0,3850327.07,0.0,3375169.54,801,3850327.07,503.39,0.0,7226000.0,0.0,0,0.0,0,3169457.91,0.0,0.0
039LQCM19SCA,LQCM19SCA,0.0,445942.28,0.0,0.0,39,445942.28,172057.72,0.0,618000.0,0.0,172000,0.0,172000,445942.28,0.0,0.0
819SAND1117,SAND1117,0.0,1501817.18,0.0,346788.69,819,1501817.18,333394.13,461348.66,23925000.0,3504534.3,297000,3504534.3,297000,19262980.029999983,3504534.3,0.0
850HWPLZ012M,HWPLZ012M,0.0,10208605.76,0.0,198854.01,850,10208605.76,39540.23,0.0,10770000.0,500.0,26000,500.0,26000,7766538.780000004,0.0,322500.0
826STMWOH-13,STMWOH-13,0.0,0.0,106.61,0.0,826,3262893.39,0.0,0.0,3263000.0,0.0,0,0.0,0,3262893.39,0.0,0.0
850HED-578,HED-578,0.0,14907.4,1165933.42,3279739.66,850,4668724.92,602.0,0.0,9294000.0,414.52,0,414.52,1163000,3263438.28,0.0,69825.73
846P-301PECK,P-301PECK,0.0,1186507.86,0.0,0.0,846,1186507.86,5492.14,289741.37,5272000.0,2594.96,0,2594.96,0,4240446.579999999,2594.96,0.0
846P-410WWPR,P-410WWPR,0.0,0.0,0.0,0.0,846,0.0,4500000.0,0.0,4500000.0,0.0,4500000,0.0,4500000,0.0,0.0,0.0
846P-304CRLB,P-304CRLB,0.0,3320790.04,0.0,41305.47,846,3320790.04,904.49,0.0,3363000.0,0.0,0,0.0,0,2725242.94,0.0,0.0
850HWXP093A,HWXP093A,0.0,8491693.34,670.0,91428.06,850,8491693.34,3208208.6,0.0,11802000.0,0.0,0,0.0,0,6478791.419999999,0.0,10000.0
038LBM22PCOH,LBM22PCOH,0.0,0.0,0.0,0.0,38,0.0,40046000.0,0.0,40046000.0,0.0,40046000,0.0,40046000,0.0,0.0,0.0
801BAMNSITEA,BAMNSITEA,0.0,2199121.86,0.0,0.0,801,2199121.86,186878.14,0.0,2386000.0,0.0,187000,0.0,187000,2199121.86,0.0,0.0
072C75GRVRFW,C75GRVRFW,0.0,656256.69,0.0,260678.31,72,656256.69,750065.0,0.0,1667000.0,0.0,0,0.0,0,636256.6900000001,0.0,0.0
850HWR00505,HWR00505,0.0,1750397.2,2063.19,15995499.54,850,1750397.2,1825040.07,0.0,19589000.0,1000.0,7059000,1000.0,7059000,1169407.9700000004,0.0,0.0
806DEMOLISH,DEMOLISH,0.0,29913538.43,0.0,5369.0,806,29913538.43,56557092.57,0.0,86476000.0,0.0,0,0.0,0,8487636.3,0.0,0.0
826NR-115-L,NR-115-L,0.0,0.0,173552358.5,8885361.12,826,3727280.38,0.0,0.0,186165000.0,0.0,0,0.0,173550000,3193720.24,0.0,0.0
850HWBARUCH,HWBARUCH,0.0,6354660.39,2860.24,714075.17,850,7034927.92,4136.67,0.0,12944000.0,416804.38,0,416804.38,0,10402431.130000005,0.0,4771195.62
850PWC005WEB,PWC005WEB,0.0,613594.24,0.0,64609.36,850,613594.24,3034796.4,0.0,3713000.0,0.0,2941000,0.0,2941000,0.0,0.0,0.0
801HWD10214,HWD10214,0.0,6842981.91,0.0,0.0,801,6842981.91,117018.09,0.0,6960000.0,0.0,118000,0.0,118000,6842981.909999998,0.0,0.0
038LBM20BHFE,LBM20BHFE,0.0,531927.48,0.0,0.0,38,531927.48,3072.52,0.0,535000.0,0.0,0,0.0,0,531927.48,0.0,0.0
846P-213ABES,P-213ABES,0.0,0.0,0.0,0.0,846,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
850HWD005K01,HWD005K01,0.0,3043662.89,3135.15,736872.94,850,3487324.54,131667.37,0.0,4374000.0,0.0,121000,0.0,121000,2690234.7299999995,0.0,15000.0
850HWQ724B,HWQ724B,0.0,9373068.92,0.0,1763289.69,850,9373068.92,60290641.39,0.0,71427000.0,0.0,56290000,0.0,56290000,1632333.63,0.0,0.0
