bble,lot,block,aptno,yrb,lnd_area,curavl,fn_avl,ap_lot,ldep_dec,bldgcl,status2,ap_block,fn_exl,district,tn_ext,corchg,l_acre,tn_exl,fv_chgdt,comint_b,ap_boro,sm_chgdt,curexl_a,year4,cur_fv_l,irreg,new_fv_t,applic2,applic,cbn_txcl,tn_avt,ex_chgdt,ap_date,valref,curext,fn_ext_a,tot_unit,delchg
1000161029,1029,16,3B,0,0,18476,18476,90,0.0,R4,0,16,18476,33.0,70807,0,,18476,2011-01-03T00:00:00.000,0.003656539,1,2011-01-03T00:00:00.000,18476,2010,41058,I,199496,,7.0,2,70807,,1986-12-25T00:00:00.000,,65541,89773,1,0
1000161463,1463,16,11A,2005,0,21159,21160,42,0.0,R4,0,16,21160,33.0,177730,0,,21160,2010-11-30T00:00:00.000,0.004697448,1,2010-11-30T00:00:00.000,21159,2010,47022,I,424284,,7.0,2,177730,,2007-01-08T00:00:00.000,0.0,177405,190928,1,0
1000161083,1083,16,7D,0,0,12797,12797,90,0.0,R4,0,16,12797,33.0,49042,0,,12797,2011-01-03T00:00:00.000,0.002532567,1,2011-01-03T00:00:00.000,12797,2010,28438,I,138174,,7.0,2,49042,,1986-12-25T00:00:00.000,,45396,62178,1,0
1000041022,1022,4,18,0,0,1233292,1233291,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.025481555,1,2011-01-03T00:00:00.000,0,2010,2740647,I,10468009,,1.0,4,4179246,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161532,1532,16,21G,2005,0,15621,15620,42,0.0,R4,0,16,15620,33.0,131206,0,,15620,2010-11-30T00:00:00.000,0.003467815,1,2010-11-30T00:00:00.000,15621,2010,34713,I,313221,,7.0,2,131206,,2007-01-08T00:00:00.000,0.0,130968,140949,1,0
1000151102,1102,15,4A,1930,0,11340,11340,19,0.0,R4,0,15,0,33.0,57100,0,,0,2011-01-03T00:00:00.000,0.003451363,1,2011-01-03T00:00:00.000,0,2010,25200,I,254290,7.0,7.0,2,84326,,2006-05-19T00:00:00.000,0.0,57100,57100,1,0
1000100016,16,10,,1930,15445,6930000,6930000,0,131.75,O3,0,0,0,1.0,1032480,0,,0,2010-12-15T00:00:00.000,0.0,0,2010-12-15T00:00:00.000,0,2010,15400000,I,43686000,,1.0,4,18368740,,,0.0,1290600,1032480,64,0
1000161230,1230,16,4M,0,0,21677,21677,90,0.0,R4,0,16,21677,33.0,83066,0,,21677,2011-01-03T00:00:00.000,0.004289518,1,2011-01-03T00:00:00.000,21677,2010,48171,I,234031,,7.0,2,83066,,1986-12-25T00:00:00.000,,76892,105314,1,0
1000151357,1357,15,41C,1930,0,8649,8649,19,0.0,R4,0,15,0,33.0,43555,0,,0,2011-01-03T00:00:00.000,0.002632711,1,2011-01-03T00:00:00.000,0,2010,19220,I,193973,,7.0,2,64319,,2006-05-19T00:00:00.000,0.0,43555,43555,1,0
1002761246,1246,276,P-11,2010,0,0,401,16,0.0,R5,0,276,0,20.0,0,0,,0,2011-05-10T00:00:00.000,0.0008,1,2011-05-10T00:00:00.000,0,2010,0,,63944,,,4,28578,,2011-04-05T00:00:00.000,0.0,0,0,1,0
1000151258,1258,15,27G,1930,0,13164,13164,19,0.0,R4,0,15,0,33.0,66283,0,,0,2011-01-03T00:00:00.000,0.00400653,1,2011-01-03T00:00:00.000,0,2010,29253,I,295193,,7.0,2,97889,,2006-05-19T00:00:00.000,0.0,66283,66283,1,0
1000161077,1077,16,1D,0,0,13195,13195,90,0.0,R4,0,16,13195,33.0,50574,0,,13195,2011-01-03T00:00:00.000,0.002611834,1,2011-01-03T00:00:00.000,13195,2010,29322,I,142498,,7.0,2,50574,,1986-12-25T00:00:00.000,,46812,64124,1,0
1000161551,1551,16,24E,2005,0,20286,20286,42,0.0,R4,0,16,20286,33.0,170387,0,,20286,2010-11-30T00:00:00.000,0.004503427,1,2010-11-30T00:00:00.000,20286,2010,45080,I,406760,,7.0,2,170387,,2007-01-08T00:00:00.000,0.0,170077,183042,1,0
1000161422,1422,16,5B,2005,0,16870,16870,42,0.0,R4,0,16,16870,33.0,141698,0,,16870,2010-11-30T00:00:00.000,0.003745098,1,2010-11-30T00:00:00.000,16870,2010,37489,I,338266,,7.0,2,141698,,2007-01-08T00:00:00.000,0.0,141440,152220,1,0
1000151365,1365,15,42E,1930,0,6817,6818,19,0.0,R4,0,15,0,33.0,34323,0,,0,2011-01-03T00:00:00.000,0.002074633,1,2011-01-03T00:00:00.000,0,2010,15151,I,152855,,7.0,2,50687,,2006-05-19T00:00:00.000,0.0,34323,34323,1,0
1000161629,1629,16,PH3A,2005,0,24644,24644,42,0.0,R4,0,16,24644,33.0,206993,0,,24644,2010-11-30T00:00:00.000,0.005470902,1,2010-11-30T00:00:00.000,24644,2010,54764,I,494144,,7.0,2,206993,,2007-01-08T00:00:00.000,0.0,206617,222365,1,0
1000151117,1117,15,5G,1930,0,16875,16875,19,0.0,R4,0,15,0,33.0,84968,0,,0,2011-01-03T00:00:00.000,0.005135944,1,2011-01-03T00:00:00.000,0,2010,37500,I,378406,,7.0,2,125484,,2006-05-19T00:00:00.000,0.0,84968,84968,1,0
1000100014,14,10,,1986,13214,7875000,7875000,0,161.17,O4,0,0,0,1.0,0,0,,0,2010-12-16T00:00:00.000,0.0,0,2010-12-16T00:00:00.000,0,2010,17500000,I,91888000,,1.0,4,34743920,,,0.0,0,0,15,0
1000151115,1115,15,5E,1930,0,20215,20216,19,0.0,R4,0,15,0,33.0,101796,0,,0,2011-01-03T00:00:00.000,0.006153082,1,2011-01-03T00:00:00.000,0,2010,44924,I,453347,,7.0,2,150336,,2006-05-19T00:00:00.000,0.0,101796,101796,1,0
1000161710,1710,16,3F,2006,0,12038,11131,35,0.0,R4,0,16,11131,33.0,59138,0,,11131,2011-01-06T00:00:00.000,0.0016,1,2011-01-06T00:00:00.000,8640,2010,19200,I,187412,,7.0,2,59138,,2008-12-08T00:00:00.000,0.0,50740,84335,1,0
1000161147,1147,16,25F,0,0,23678,23678,90,0.0,R4,0,16,23678,33.0,90740,0,,23678,2011-01-03T00:00:00.000,0.00468607,1,2011-01-03T00:00:00.000,23678,2010,52618,I,255666,,7.0,2,90740,,1986-12-25T00:00:00.000,,83996,115050,1,0
1000161529,1529,16,21D,2005,0,11514,11514,42,0.0,R4,0,16,11514,33.0,96708,0,,11514,2010-11-30T00:00:00.000,0.002556075,1,2010-11-30T00:00:00.000,11514,2010,25587,I,230870,,7.0,2,96708,,2007-01-08T00:00:00.000,0.0,96533,103892,1,0
1000161702,1702,16,CU B,2006,0,40633,37572,35,0.0,R5,0,16,37572,33.0,298931,0,,37572,2010-12-30T00:00:00.000,0.0054,1,2010-12-30T00:00:00.000,29160,2010,64800,I,980922,,,4,298931,,2008-12-08T00:00:00.000,0.0,158338,441415,1,0
1000151146,1146,15,12M,1930,0,10238,10238,19,0.0,R4,0,15,0,33.0,51548,0,,0,2011-01-03T00:00:00.000,0.003115702,1,2011-01-03T00:00:00.000,0,2010,22751,I,229559,,7.0,2,76126,,2006-05-19T00:00:00.000,0.0,51548,51548,1,0
1000161066,1066,16,16C,0,0,18076,18076,90,0.0,R4,0,16,18076,33.0,69272,0,,18076,2011-01-03T00:00:00.000,0.0035772,1,2011-01-03T00:00:00.000,18076,2010,40169,I,195167,,7.0,2,69272,,1986-12-25T00:00:00.000,,64122,87825,1,0
1000161216,1216,16,12K,0,0,21755,21754,90,0.0,R4,0,16,21754,33.0,83377,0,,21754,2011-01-03T00:00:00.000,0.004305704,1,2011-01-03T00:00:00.000,21755,2010,48345,I,234914,,7.0,2,83377,,1986-12-25T00:00:00.000,,77179,105711,1,0
1000151257,1257,15,27F,1930,0,9469,9469,19,0.0,R4,0,15,0,33.0,47678,0,,0,2011-01-03T00:00:00.000,0.002881903,1,2011-01-03T00:00:00.000,0,2010,21042,I,212333,,7.0,2,70410,,2006-05-19T00:00:00.000,0.0,47678,47678,1,0
1000151302,1302,15,33H,1930,0,7697,7696,19,0.0,R4,0,15,0,33.0,38749,0,,0,2011-01-03T00:00:00.000,0.002342128,1,2011-01-03T00:00:00.000,0,2010,17104,I,172563,,7.0,2,57224,,2006-05-19T00:00:00.000,0.0,38749,38749,1,0
1000161417,1417,16,4D,2005,0,10406,10406,42,0.0,R4,0,16,10406,33.0,87404,0,,10406,2010-11-30T00:00:00.000,0.002310093,1,2010-11-30T00:00:00.000,10406,2010,23124,I,208653,,7.0,2,87404,,2007-01-08T00:00:00.000,0.0,87244,93894,1,0
1000161045,1045,16,20B,0,0,24079,24079,90,0.0,R4,0,16,24079,33.0,92276,0,,24079,2011-01-03T00:00:00.000,0.004765192,1,2011-01-03T00:00:00.000,24079,2010,53509,I,259983,,7.0,2,92276,,1986-12-25T00:00:00.000,,85416,116992,1,0
1000161547,1547,16,24A,2005,0,22770,22769,42,0.0,R4,0,16,22769,33.0,191248,0,,22769,2010-11-30T00:00:00.000,0.005054869,1,2010-11-30T00:00:00.000,22770,2010,50600,I,456567,,7.0,2,191248,,2007-01-08T00:00:00.000,0.0,190903,205455,1,0
1000161111,1111,16,11E,0,0,13917,13917,90,0.0,R4,0,16,13917,33.0,53338,0,,13917,2011-01-03T00:00:00.000,0.002754399,1,2011-01-03T00:00:00.000,13917,2010,30927,I,150276,,7.0,2,53338,,1986-12-25T00:00:00.000,,49371,67624,1,0
1000151326,1326,15,36H,1930,0,7750,7750,19,0.0,R4,0,15,0,33.0,39018,0,,0,2011-01-03T00:00:00.000,0.002358426,1,2011-01-03T00:00:00.000,0,2010,17222,I,173764,,7.0,2,57620,,2006-05-19T00:00:00.000,0.0,39018,39018,1,0
1000162761,2761,16,4H,0,0,16217,16218,65,0.0,R4,0,16,16218,33.0,60276,0,,16218,2011-01-03T00:00:00.000,0.002663085,1,2011-01-03T00:00:00.000,16217,2010,36038,I,177290,,7.0,2,60276,,1987-01-07T00:00:00.000,,55011,79781,1,0
1000161105,1105,16,5E,0,0,13436,13435,90,0.0,R4,0,16,13435,33.0,51494,0,,13435,2011-01-03T00:00:00.000,0.002659235,1,2011-01-03T00:00:00.000,13436,2010,29856,I,145084,,7.0,2,51494,,1986-12-25T00:00:00.000,,47666,65288,1,0
1000161588,1588,16,30A,2005,0,23574,23573,42,0.0,R4,0,16,23573,33.0,198004,0,,23573,2010-11-30T00:00:00.000,0.005233363,1,2010-11-30T00:00:00.000,23574,2010,52387,I,472689,,7.0,2,198004,,2007-01-08T00:00:00.000,0.0,197645,212710,1,0
1000130001,1,13,R5,1900,17025,4905000,4905000,0,171.33,O3,0,0,0,1.0,0,0,,0,2010-12-16T00:00:00.000,0.0,0,2010-12-16T00:00:00.000,0,2010,10900000,I,25599000,,1.0,4,9908910,,,0.0,0,0,28,0
1000161091,1091,16,16D,0,0,18076,18076,90,0.0,R4,0,16,18076,33.0,69272,0,,18076,2011-01-03T00:00:00.000,0.0035772,1,2011-01-03T00:00:00.000,18076,2010,40169,I,195167,,7.0,2,69272,,1986-12-25T00:00:00.000,,64122,87825,1,0
1000161009,1009,16,8A,0,0,21755,21754,90,0.0,R4,0,16,21754,33.0,83377,0,,21754,2011-01-03T00:00:00.000,0.004305704,1,2011-01-03T00:00:00.000,21755,2010,48345,I,234914,,7.0,2,83377,,1986-12-25T00:00:00.000,,77179,105711,1,0
1000151335,1335,15,38A,1930,0,7239,7240,19,0.0,R4,0,15,0,33.0,36449,0,,0,2011-01-03T00:00:00.000,0.002203207,1,2011-01-03T00:00:00.000,0,2010,16087,I,162328,,7.0,2,53831,,2006-05-19T00:00:00.000,0.0,36449,36449,1,0
1000161012,1012,16,11A,0,0,21992,21993,90,0.0,R4,0,16,21993,33.0,84288,0,,21993,2011-01-03T00:00:00.000,0.004352744,1,2011-01-03T00:00:00.000,21992,2010,48873,I,237480,,7.0,2,84288,,1986-12-25T00:00:00.000,,78019,106866,1,0
1000151353,1353,15,40E,1930,0,6735,6735,19,0.0,R4,0,15,0,33.0,33911,0,,0,2011-01-03T00:00:00.000,0.002049798,1,2011-01-03T00:00:00.000,0,2010,14967,I,151025,,7.0,2,50079,,2006-05-19T00:00:00.000,0.0,33911,33911,1,0
1000161222,1222,16,7L,0,0,19841,19841,90,0.0,R4,0,16,19841,33.0,76037,0,,19841,2011-01-03T00:00:00.000,0.00392635,1,2011-01-03T00:00:00.000,19841,2010,44091,I,214217,,7.0,2,76037,,1986-12-25T00:00:00.000,,70383,96398,1,0
1000090001,1,9,,1970,29481,23895000,23895000,0,162.17,O4,0,0,0,1.0,2584800,0,,0,2010-12-14T00:00:00.000,0.0,0,2010-12-14T00:00:00.000,0,2010,53100000,I,219678000,,1.0,4,87431020,,,0.0,3231000,2584800,9,0
1000161733,1733,16,5J,2006,0,13545,12525,35,0.0,R4,0,16,12525,33.0,66535,0,,12525,2011-01-06T00:00:00.000,0.0018,1,2011-01-06T00:00:00.000,9720,2010,21600,I,210838,,7.0,2,66535,,2008-12-08T00:00:00.000,0.0,57086,94877,1,0
1000161182,1182,16,11H,0,0,14320,14320,90,0.0,R4,0,16,14320,33.0,54871,0,,14320,2011-01-03T00:00:00.000,0.002833521,1,2011-01-03T00:00:00.000,14320,2010,31822,I,154593,,7.0,2,54871,,1986-12-25T00:00:00.000,,50791,69567,1,0
1000151133,1133,15,11K,1930,0,6823,6823,19,0.0,R4,0,15,0,33.0,34355,0,,0,2011-01-03T00:00:00.000,0.002076574,1,2011-01-03T00:00:00.000,0,2010,15162,I,152998,,7.0,2,50730,,2006-05-19T00:00:00.000,0.0,34355,34355,1,0
1000161211,1211,16,7K,0,0,21038,21038,90,0.0,R4,0,16,21038,33.0,80622,0,,21038,2011-01-03T00:00:00.000,0.004163212,1,2011-01-03T00:00:00.000,21038,2010,46751,I,227140,,7.0,2,80622,,1986-12-25T00:00:00.000,,74628,102213,1,0
1000151328,1328,15,37B,1930,0,7799,7800,19,0.0,R4,0,15,0,33.0,39272,0,,0,2011-01-03T00:00:00.000,0.002373754,1,2011-01-03T00:00:00.000,0,2010,17333,I,174893,,7.0,2,57995,,2006-05-19T00:00:00.000,0.0,39272,39272,1,0
1000161535,1535,16,22C,2005,0,15239,15238,42,0.0,R4,0,16,15238,33.0,127996,0,,15238,2010-11-30T00:00:00.000,0.003383006,1,2010-11-30T00:00:00.000,15239,2010,33864,I,305561,,7.0,2,127996,,2007-01-08T00:00:00.000,0.0,127764,137502,1,0
1000151118,1118,15,5H,1930,0,10905,10905,19,0.0,R4,0,15,0,33.0,54911,0,,0,2011-01-03T00:00:00.000,0.003318974,1,2011-01-03T00:00:00.000,0,2010,24233,I,244535,,7.0,2,81090,,2006-05-19T00:00:00.000,0.0,54911,54911,1,0
1000151267,1267,15,29C,1930,0,8297,8297,19,0.0,R4,0,15,0,33.0,41778,0,,0,2011-01-03T00:00:00.000,0.002525351,1,2011-01-03T00:00:00.000,0,2010,18438,I,186063,,7.0,2,61698,,2006-05-19T00:00:00.000,0.0,41778,41778,1,0
1000151219,1219,15,21F,1930,0,10979,10980,19,0.0,R4,0,15,0,33.0,55276,0,,0,2011-01-03T00:00:00.000,0.003341157,1,2011-01-03T00:00:00.000,0,2010,24398,I,246170,,7.0,2,81635,,2006-05-19T00:00:00.000,0.0,55276,55276,1,0
1000151256,1256,15,27E,1930,0,11515,11515,19,0.0,R4,0,15,0,33.0,57972,0,,0,2011-01-03T00:00:00.000,0.003504138,1,2011-01-03T00:00:00.000,0,2010,25589,I,258178,,7.0,2,85617,,2006-05-19T00:00:00.000,0.0,57972,57972,1,0
1000161157,1157,16,10G,0,0,13837,13837,90,0.0,R4,0,16,13837,33.0,53025,0,,13837,2011-01-03T00:00:00.000,0.002738213,1,2011-01-03T00:00:00.000,13837,2010,30749,I,149393,,7.0,2,53025,,1986-12-25T00:00:00.000,,49082,67227,1,0
1000151198,1198,15,18D,1930,0,19616,19616,19,0.0,R4,0,15,0,33.0,98767,0,,0,2011-01-03T00:00:00.000,0.005970053,1,2011-01-03T00:00:00.000,0,2010,43591,I,439862,,7.0,2,145864,,2006-05-19T00:00:00.000,0.0,98767,98767,1,0
1000161057,1057,16,6C,0,0,26315,26315,90,0.0,R4,0,16,26315,33.0,100847,0,,26315,2011-01-03T00:00:00.000,0.005207844,1,2011-01-03T00:00:00.000,26315,2010,58478,I,284133,,7.0,2,100847,,1986-12-25T00:00:00.000,,93350,127860,1,0
1000161494,1494,16,16D,2005,0,11168,11167,42,0.0,R4,0,16,11167,33.0,93801,0,,11167,2010-11-30T00:00:00.000,0.002479277,1,2010-11-30T00:00:00.000,11168,2010,24818,I,223934,,7.0,2,93801,,2007-01-08T00:00:00.000,0.0,93632,100770,1,0
1000161594,1594,16,30G,2005,0,16470,16469,42,0.0,R4,0,16,16469,33.0,138326,0,,16469,2010-11-30T00:00:00.000,0.003656052,1,2010-11-30T00:00:00.000,16470,2010,36600,I,330223,,7.0,2,138326,,2007-01-08T00:00:00.000,0.0,138077,148600,1,0
1000161531,1531,16,21F,2005,0,27720,27719,42,0.0,R4,0,16,27719,33.0,232829,0,,27719,2010-11-30T00:00:00.000,0.006153764,1,2010-11-30T00:00:00.000,27720,2010,61600,I,555822,,7.0,2,232829,,2007-01-08T00:00:00.000,0.0,232406,250120,1,0
1000161142,1142,16,20F,0,0,22958,22958,90,0.0,R4,0,16,22958,33.0,87982,0,,22958,2011-01-03T00:00:00.000,0.004543505,1,2011-01-03T00:00:00.000,22958,2010,51018,I,247888,,7.0,2,87982,,1986-12-25T00:00:00.000,,81442,111550,1,0
1000160010,10,16,,1997,64432,6934140,7502850,3,251.0,P7,0,16,7502850,85.0,28657710,0,,7502850,2010-12-22T00:00:00.000,0.0,1,2010-12-22T00:00:00.000,7785000,2010,17300000,I,69319000,,,4,28657710,,1988-09-30T00:00:00.000,0.0,26919000,31193550,2,0
1000161525,1525,16,20G,2005,0,15529,15529,42,0.0,R4,0,16,15529,33.0,130431,0,,15529,2010-11-30T00:00:00.000,0.003447401,1,2010-11-30T00:00:00.000,15529,2010,34509,I,311377,,7.0,2,130431,,2007-01-08T00:00:00.000,0.0,130194,140120,1,0
1000010010,10,1,,1900,7736692,81732780,88761870,0,0.0,Y4,F,0,88761870,51.0,128595870,0,A,88761870,2011-01-04T00:00:00.000,0.0,0,2011-01-04T00:00:00.000,96228900,2010,213842000,,322101000,,,4,128595870,,,0.0,120846780,144945450,0,0
1000161540,1540,16,23A,2005,0,22635,22635,42,0.0,R4,0,16,22635,33.0,190115,0,,22635,2010-11-30T00:00:00.000,0.005024899,1,2010-11-30T00:00:00.000,22635,2010,50300,I,453860,,7.0,2,190115,,2007-01-08T00:00:00.000,0.0,189771,204237,1,0
1000163609,3609,16,3C,2006,0,4306,4508,270,0.0,R4,0,16,4508,33.0,107689,0,,4508,2011-01-03T00:00:00.000,0.002181,1,2011-01-03T00:00:00.000,11778,2010,26172,I,254712,,7.0,2,107689,,2008-10-06T00:00:00.000,0.0,105918,114620,1,0
1000161156,1156,16,9G,0,0,13760,13760,90,0.0,R4,0,16,13760,33.0,52735,0,,13760,2011-01-03T00:00:00.000,0.002723328,1,2011-01-03T00:00:00.000,13760,2010,30578,I,148581,,7.0,2,52735,,1986-12-25T00:00:00.000,,48816,66861,1,0
1000161591,1591,16,30D,2005,0,12134,12134,42,0.0,R4,0,16,12134,33.0,101914,0,,12134,2010-11-30T00:00:00.000,0.002693711,1,2010-11-30T00:00:00.000,12134,2010,26964,I,243302,,7.0,2,101914,,2007-01-08T00:00:00.000,0.0,101729,109486,1,0
1000161571,1571,16,27E,2005,0,20648,20647,42,0.0,R4,0,16,20647,33.0,173425,0,,20647,2010-11-30T00:00:00.000,0.004583782,1,2010-11-30T00:00:00.000,20648,2010,45884,I,414018,,7.0,2,173425,,2007-01-08T00:00:00.000,0.0,173111,186308,1,0
1000041038,1038,4,36,0,0,823932,823932,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.017023654,1,2011-01-03T00:00:00.000,0,2010,1830960,I,6993442,,1.0,4,2792058,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000041046,1046,4,44,0,0,847649,847649,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.017513672,1,2011-01-03T00:00:00.000,0,2010,1883665,I,7194745,,1.0,4,2872431,,1993-12-03T00:00:00.000,0.0,0,0,1,0
1000161050,1050,16,25B,0,0,24556,24556,90,0.0,R4,0,16,24556,33.0,94104,0,,24556,2011-01-03T00:00:00.000,0.004859633,1,2011-01-03T00:00:00.000,24556,2010,54569,I,265135,,7.0,2,94104,,1986-12-25T00:00:00.000,,87108,119311,1,0
1000161301,1301,16,HOTEL,0,0,5363820,5363784,250,0.0,R5,0,16,5363784,33.0,45197040,0,,5363784,2011-01-09T00:00:00.000,0.758973402,1,2011-01-09T00:00:00.000,5363820,2010,11919600,I,103656000,1.0,1.0,4,45197040,,2000-12-20T00:00:00.000,0.0,43583200,46645200,1,0
1000161214,1214,16,10K,0,0,21520,21520,90,0.0,R4,0,16,21520,33.0,82469,0,,21520,2011-01-03T00:00:00.000,0.004258448,1,2011-01-03T00:00:00.000,21520,2010,47822,I,232335,,7.0,2,82469,,1986-12-25T00:00:00.000,,76336,104551,1,0
1000151296,1296,15,33B,1930,0,9657,9657,19,0.0,R4,0,15,0,33.0,48630,0,,0,2011-01-03T00:00:00.000,0.002939463,1,2011-01-03T00:00:00.000,0,2010,21460,I,216574,,7.0,2,71816,,2006-05-19T00:00:00.000,0.0,48630,48630,1,0
1000151372,1372,15,43F,1930,0,6989,6989,19,0.0,R4,0,15,0,33.0,35196,0,,0,2011-01-03T00:00:00.000,0.002127473,1,2011-01-03T00:00:00.000,0,2010,15531,I,156748,,7.0,2,51977,,2006-05-19T00:00:00.000,0.0,35196,35196,1,0
1000161080,1080,16,4D,0,0,12558,12557,90,0.0,R4,0,16,12557,33.0,48132,0,,12557,2011-01-03T00:00:00.000,0.002485527,1,2011-01-03T00:00:00.000,12558,2010,27905,I,135607,,7.0,2,48132,,1986-12-25T00:00:00.000,,44555,61023,1,0
1000161512,1512,16,19A,2005,0,22100,22100,42,0.0,R4,0,16,22100,33.0,185624,0,,22100,2010-11-30T00:00:00.000,0.004906129,1,2010-11-30T00:00:00.000,22100,2010,49111,I,443133,,7.0,2,185624,,2007-01-08T00:00:00.000,0.0,185287,199410,1,0
1000070027,27,7,,1900,1019,229500,229500,0,52.83,K9,0,0,0,1.0,0,0,,0,2010-12-16T00:00:00.000,0.0,0,2010-12-16T00:00:00.000,0,2010,510000,I,736000,,1.0,4,341370,,,0.0,0,0,2,0
1000111001,1001,11,COMM,1900,0,145440,42560,27,0.0,R8,0,11,0,33.0,0,0,,0,2011-01-07T00:00:00.000,0.4,1,2011-01-07T00:00:00.000,0,2010,323200,,2052000,7.0,7.0,2C,270216,,2010-01-21T00:00:00.000,0.0,0,0,1,0
1000151127,1127,15,11D,1930,0,6745,6745,19,0.0,R4,0,15,0,33.0,33959,0,,0,2011-01-03T00:00:00.000,0.002052838,1,2011-01-03T00:00:00.000,0,2010,14989,I,151249,,7.0,2,50154,,2006-05-19T00:00:00.000,0.0,33959,33959,1,0
1000161602,1602,16,32B,2005,0,19760,19759,42,0.0,R4,0,16,19759,33.0,165972,0,,19759,2010-11-30T00:00:00.000,0.004386668,1,2010-11-30T00:00:00.000,19760,2010,43911,I,396214,,7.0,2,165972,,2007-01-08T00:00:00.000,0.0,165670,178296,1,0
1000161004,1004,16,3A,0,0,21198,21198,90,0.0,R4,0,16,21198,33.0,81239,0,,21198,2011-01-03T00:00:00.000,0.004195366,1,2011-01-03T00:00:00.000,21198,2010,47107,I,228894,,7.0,2,81239,,1986-12-25T00:00:00.000,,75200,103002,1,0
1000161151,1151,16,4G,0,0,13361,13361,90,0.0,R4,0,16,13361,33.0,51202,0,,13361,2011-01-03T00:00:00.000,0.002644061,1,2011-01-03T00:00:00.000,13361,2010,29691,I,144257,,7.0,2,51202,,1986-12-25T00:00:00.000,,47395,64916,1,0
1000151269,1269,15,29E,1930,0,10598,10597,19,0.0,R4,0,15,0,33.0,53357,0,,0,2011-01-03T00:00:00.000,0.003225131,1,2011-01-03T00:00:00.000,0,2010,23551,I,237621,,7.0,2,78796,,2006-05-19T00:00:00.000,0.0,53357,53357,1,0
1000161119,1119,16,20E,0,0,22476,22476,90,0.0,R4,0,16,22476,33.0,86139,0,,22476,2011-01-03T00:00:00.000,0.004448125,1,2011-01-03T00:00:00.000,22476,2010,49947,I,242684,,7.0,2,86139,,1986-12-25T00:00:00.000,,79735,109208,1,0
1000277501,7501,27,,1836,31469,0,0,1,171.79,R0,0,27,0,,0,0,,0,,0.0,1,,0,2010,0,I,0,,,2,0,,2006-11-13T00:00:00.000,1.0,0,0,0,0
1000161452,1452,16,9D,2005,0,10755,10755,42,0.0,R4,0,16,10755,33.0,90343,0,,10755,2010-11-30T00:00:00.000,0.002387819,1,2010-11-30T00:00:00.000,10755,2010,23900,I,215673,,7.0,2,90343,,2007-01-08T00:00:00.000,0.0,90178,97053,1,0
1000161047,1047,16,22B,0,0,24316,24316,90,0.0,R4,0,16,24316,33.0,93188,0,,24316,2011-01-03T00:00:00.000,0.004812521,1,2011-01-03T00:00:00.000,24316,2010,54036,I,262565,,7.0,2,93188,,1986-12-25T00:00:00.000,,86263,118154,1,0
1000161402,1402,16,2A,2005,0,24164,24163,42,0.0,R4,0,16,24163,33.0,202958,0,,24163,2010-11-30T00:00:00.000,0.00536435,1,2010-11-30T00:00:00.000,24164,2010,53698,I,484520,7.0,7.0,2,202958,,2007-01-08T00:00:00.000,0.0,202591,218034,1,0
1000161085,1085,16,9D,0,0,12960,12960,90,0.0,R4,0,16,12960,33.0,49667,0,,12960,2011-01-03T00:00:00.000,0.002564722,1,2011-01-03T00:00:00.000,12960,2010,28800,I,139928,,7.0,2,49667,,1986-12-25T00:00:00.000,,45975,62968,1,0
1000161302,1302,16,RETL,0,0,2700000,2699982,250,0.0,R5,0,16,2699982,33.0,14907630,0,,2699982,2011-01-03T00:00:00.000,0.241026597,1,2011-01-03T00:00:00.000,2700000,2010,6000000,I,24307000,1.0,1.0,4,14907630,,2000-12-20T00:00:00.000,0.0,15717000,10938150,1,0
1000057501,7501,5,,0,54023,0,0,1,295.15,R0,0,5,0,,0,0,,0,,0.0,1,,0,2010,0,I,0,,,2,0,,1995-05-16T00:00:00.000,1.0,0,0,0,0
1000161608,1608,16,33A,2005,0,23981,23980,42,0.0,R4,0,16,23980,33.0,201422,0,,23980,2010-11-30T00:00:00.000,0.005323709,1,2010-11-30T00:00:00.000,23981,2010,53291,I,480849,,7.0,2,201422,,2007-01-08T00:00:00.000,0.0,201057,216382,1,0
1000161610,1610,16,33C,2005,0,16239,16239,42,0.0,R4,0,16,16239,33.0,136395,0,,16239,2010-11-30T00:00:00.000,0.003605018,1,2010-11-30T00:00:00.000,16239,2010,36087,I,325613,,7.0,2,136395,,2007-01-08T00:00:00.000,0.0,136148,146526,1,0
1000151224,1224,15,21L,1930,0,8820,8820,19,0.0,R4,0,15,0,33.0,44411,0,,0,2011-01-03T00:00:00.000,0.002684386,1,2011-01-03T00:00:00.000,0,2010,19600,I,197780,,7.0,2,65582,,2006-05-19T00:00:00.000,0.0,44411,44411,1,0
1000041019,1019,4,15,0,0,1236136,1236135,1,0.0,R5,0,4,0,33.0,0,0,,0,2011-01-03T00:00:00.000,0.025540376,1,2011-01-03T00:00:00.000,0,2010,2746967,I,10492173,,1.0,4,4188890,,1993-12-03T00:00:00.000,0.0,0,0,1,0
