lot,bdep_dec,mbldg,bfrt_dec,hnum_lo,nodesc,condo_s1,o_limit,exmtcl,curexl,fn_avt,ap_time,str_name,yra1_rng,fchgdt,cur_fv_t,yra2_rng,cp_boro,yra1,ext,tn_avl,secvol,reuc,tn_avt_a,yrb_flag,newlot,hnum_hi,corner,tn_ext_a
1036,0.0,,0.0,377.0,0,R,,,19597,75100,14356,RECTOR PLACE,0,,167884,0,1.0,0,,19597,101,,95216,,0,377.0,,95216
1536,102.0,0.0,202.0,30.0,0,R,,,11584,97302,230650,LITTLE WEST STREET,0,,236221,0,1.0,0,,11584,101,,104531,,0,30.0,,104531
33,69.0,0.0,34.0,101.0,0,,,,251316,499490,0,BROAD STREET,0,,1650000,0,1.0,0,,358680,101,,729450,E,0,103.0,,474144
1528,102.0,0.0,202.0,30.0,0,R,,,15148,127237,230650,LITTLE WEST STREET,0,,308894,0,1.0,0,,15149,101,,136690,,0,30.0,,136690
1557,102.0,0.0,202.0,30.0,0,R,,,11791,99034,230650,LITTLE WEST STREET,0,,240423,0,1.0,0,,11791,101,,106391,,0,30.0,,106391
1092,0.0,,0.0,377.0,0,R,,,18155,69581,14356,RECTOR PLACE,0,,155541,0,1.0,0,,18155,101,,88218,,0,377.0,,88218
1281,179.58,0.0,78.67,20.0,0,R,,,0,66080,223325,LITTLE WEST STREET,2005,,147780,0,1.0,2004,,8886,101,,89672,,0,20.0,,44744
1598,102.0,0.0,202.0,30.0,0,R,,,33335,279980,230650,LITTLE WEST STREET,0,,679697,0,1.0,0,,33333,101,,300776,,0,30.0,,300776
1379,179.58,0.0,78.67,20.0,0,R,,,0,79638,223325,LITTLE WEST STREET,2005,,178108,0,1.0,2004,,10710,101,,108075,,0,20.0,,53928
1537,102.0,0.0,202.0,30.0,0,R,,,20051,168414,230650,LITTLE WEST STREET,0,,408848,0,1.0,0,,20050,101,,180921,,0,30.0,,180921
1013,0.0,0.0,0.0,1.0,0,C,,,0,4111732,4356,WATER STREET,0,,7524757,0,1.0,0,,1213368,101,,4634507,,0,1.0,,0
1081,0.0,,0.0,377.0,0,R,,,12640,48441,14356,RECTOR PLACE,0,,108288,0,1.0,0,,12640,101,,61417,,0,377.0,,61417
7501,0.0,0.0,0.0,175.0,0,,,,0,0,225225,WATER STREET,0,,0,0,1.0,0,,0,102,,0,,0,175.0,,0
7508,176.0,0.0,50.0,52.0,0,,,,0,0,234614,THOMAS STREET,2007,,0,0,1.0,2006,,0,104,,0,,0,52.0,SW,0
1182,179.58,0.0,78.67,20.0,0,R,,,0,74581,223325,LITTLE WEST STREET,2005,,166794,0,1.0,2004,,10029,101,,101211,,0,20.0,,50502
1356,179.58,0.0,78.67,20.0,0,R,,,0,81494,223325,LITTLE WEST STREET,2005,,182248,0,1.0,2004,,10960,101,,110586,,0,20.0,,55181
1121,179.58,0.0,78.67,20.0,0,R,,,0,83833,223325,LITTLE WEST STREET,2005,,187486,0,1.0,2004,,11273,101,,113765,,0,20.0,,56767
1160,0.0,,0.0,377.0,0,R,,,28958,110973,14356,RECTOR PLACE,0,,248073,0,1.0,0,,28958,101,,140695,,0,377.0,,140695
1706,198.0,0.0,200.0,70.0,0,R,,,26335,129374,223402,BATTERY PLACE,0,,408737,0,1.0,0,,24351,101,,184483,,0,70.0,,184483
1566,0.0,0.0,0.0,30.0,0,R,,,16093,135178,230650,LITTLE WEST STREET,0,,328163,0,1.0,0,,16094,101,,145217,,0,30.0,,145217
113200.00%,179.58,0.0,78.67,20.0,0,R,,,0,47717,223325,LITTLE WEST STREET,2005,,106710,0,1.0,2004,,6418,101,,64749,,0,20.0,,32309
1125,179.58,0.0,78.67,20.0,0,R,,,0,140852,223325,LITTLE WEST STREET,2005,,314994,0,1.0,2004,,18943,101,,191134,,0,20.0,,95373
1022,0.0,,0.0,377.0,0,R,,,22320,85537,14356,RECTOR PLACE,0,,191216,0,1.0,0,,22320,101,,108450,,0,377.0,,108450
1345,179.58,0.0,78.67,20.0,0,R,,,0,76153,223325,LITTLE WEST STREET,2005,,170303,0,1.0,2004,,10240,101,,103340,,0,20.0,,51564
1124,0.0,,0.0,377.0,0,R,,,22958,87982,14356,RECTOR PLACE,0,,196681,0,1.0,0,,22958,101,,111550,,0,377.0,,111550
5625,100.0,0.0,247.0,333.0,0,R,,,0,97175,203246,RECTOR PLACE,2011,,0,0,1.0,2007,,17567,101,,87250,,1,333.0,,0
1704,198.0,0.0,200.0,70.0,0,C,,,191112,1287363,223402,BATTERY PLACE,0,,3390000,0,1.0,0,,176711,101,,1868400,,0,70.0,,1868400
1545,102.0,0.0,202.0,30.0,0,R,,,28055,235644,230650,LITTLE WEST STREET,0,,572053,0,1.0,0,,28054,101,,253142,,0,30.0,,253142
1207,179.58,0.0,78.67,20.0,0,R,,,0,130215,223325,LITTLE WEST STREET,2005,,291210,0,1.0,2004,,17511,101,,176705,,0,20.0,,88172
1116,179.58,0.0,78.67,20.0,0,R,,,0,164344,223325,LITTLE WEST STREET,2005,,367529,0,1.0,2004,,22100,101,,223016,,0,20.0,,111281
1020,0.0,,0.0,377.0,0,R,,,22077,84606,14356,RECTOR PLACE,0,,189124,0,1.0,0,,22077,101,,107262,,0,377.0,,107262
1226,0.0,,0.0,377.0,0,R,,,20236,77547,14356,RECTOR PLACE,0,,173353,0,1.0,0,,20236,101,,98317,,0,377.0,,98317
1063,0.0,,0.0,377.0,0,R,,,20717,79394,14356,RECTOR PLACE,0,,177482,0,1.0,0,,20718,101,,100661,,0,377.0,,100661
1226,179.58,0.0,78.67,20.0,0,R,,,0,57697,223325,LITTLE WEST STREET,2005,,129028,0,1.0,2004,,7758,101,,78295,,0,20.0,,39066
38,48.0,0.0,28.0,60.0,0,,,,0,411608,0,PEARL STREET,0,,846930,0,1.0,0,,211962,101,,411608,E,0,60.0,,0
1489,102.0,0.0,202.0,30.0,0,R,,,26727,224484,230650,LITTLE WEST STREET,0,,544976,0,1.0,0,,26726,101,,241160,,0,30.0,,241160
26,95.0,0.0,16.0,88.0,0,,,,0,508230,0,BROAD STREET,0,,921000,0,1.0,0,,369000,101,,491850,E,0,88.0,NW,0
1490,102.0,0.0,202.0,30.0,0,R,,,15061,126499,230650,LITTLE WEST STREET,0,,307099,0,1.0,0,,15061,101,,135896,,0,30.0,,135896
1175,179.58,0.0,78.67,20.0,0,R,,,0,66740,223325,LITTLE WEST STREET,2005,,149254,0,1.0,2004,,8976,101,,90564,,0,20.0,,45188
1500,102.0,0.0,202.0,30.0,0,R,,,14788,124206,230650,LITTLE WEST STREET,0,,301533,0,1.0,0,,14787,101,,133433,,0,30.0,,133433
1170,179.58,0.0,78.67,20.0,0,R,,,0,75027,223325,LITTLE WEST STREET,2005,,167795,0,1.0,2004,,10091,101,,101816,,0,20.0,,50803
1482,102.0,0.0,202.0,30.0,0,R,,,26562,223102,230650,LITTLE WEST STREET,0,,541611,0,1.0,0,,26561,101,,239670,,0,30.0,,239670
1721,198.0,0.0,200.0,70.0,0,R,,,30094,147853,223402,BATTERY PLACE,0,,467128,0,1.0,0,,27826,101,,210838,,0,70.0,,210838
1377,179.58,0.0,78.67,20.0,0,R,,,0,51225,223325,LITTLE WEST STREET,2005,,114563,0,1.0,2004,,6889,101,,69516,,0,20.0,,34688
1180,0.0,,0.0,377.0,0,R,,,14154,54252,14356,RECTOR PLACE,0,,121271,0,1.0,0,,14154,101,,68783,,0,377.0,,68783
1449,102.0,0.0,202.0,30.0,0,R,,,20892,175475,230650,LITTLE WEST STREET,0,,425998,0,1.0,0,,20891,101,,188510,,0,30.0,,188510
1333,179.58,0.0,78.67,20.0,0,R,,,0,57973,223325,LITTLE WEST STREET,2005,,129657,0,1.0,2004,,7797,101,,78674,,0,20.0,,39256
1255,179.58,0.0,78.67,20.0,0,R,,,0,106556,223325,LITTLE WEST STREET,2005,,238302,0,1.0,2004,,14332,101,,144596,,0,20.0,,72152
5620,100.0,0.0,247.0,333.0,0,R,,,0,108291,203246,RECTOR PLACE,2011,,0,0,1.0,2007,,19575,101,,97227,,1,333.0,,0
1180,179.58,0.0,78.67,20.0,0,R,,,0,65424,223325,LITTLE WEST STREET,2005,,146312,0,1.0,2004,,8799,101,,88780,,0,20.0,,44300
1120,179.58,0.0,78.67,20.0,0,R,,,0,65280,223325,LITTLE WEST STREET,2005,,145995,0,1.0,2004,,8779,101,,88587,,0,20.0,,44205
1521,102.0,0.0,202.0,30.0,0,R,,,15061,126499,230650,LITTLE WEST STREET,0,,307099,0,1.0,0,,15061,101,,135896,,0,30.0,,135896
28,0.0,0.0,0.0,,0,,,X1,4828500,5111100,0,WHITEHALL STREET,0,,12000000,0,1.0,0,,5111100,101,,5562000,,0,,,5562000
1049,0.0,0.0,0.0,1.0,0,C,,,0,2872431,4356,WATER STREET,0,,5256740,0,1.0,0,,847649,101,,3237635,,0,1.0,,0
1008,0.0,0.0,0.0,1.0,0,C,,,0,4111732,4356,WATER STREET,0,,7524757,0,1.0,0,,1213368,101,,4634507,,0,1.0,,0
1354,179.58,0.0,78.67,20.0,0,R,,,0,51159,223325,LITTLE WEST STREET,2005,,114409,0,1.0,2004,,6879,101,,69424,,0,20.0,,34641
1014,0.0,,0.0,377.0,0,R,,,21677,83066,14356,RECTOR PLACE,0,,185692,0,1.0,0,,21677,101,,105314,,0,377.0,,105314
1.44e+03,102.0,0.0,202.0,30.0,0,R,,,10613,89138,230650,LITTLE WEST STREET,0,,216404,0,1.0,0,,10613,101,,95762,,0,30.0,,95762
1105,0.0,,0.0,377.0,0,R,,,13436,51494,14356,RECTOR PLACE,0,,115110,0,1.0,0,,13435,101,,65288,,0,377.0,,65288
1218,179.58,0.0,78.67,20.0,0,R,,,0,71674,223325,LITTLE WEST STREET,2005,,160296,0,1.0,2004,,9640,101,,97265,,0,20.0,,48535
1361,179.58,0.0,78.67,20.0,0,R,,,0,73012,223325,LITTLE WEST STREET,2005,,163286,0,1.0,2004,,9820,101,,99079,,0,20.0,,49439
1250,179.58,0.0,78.67,20.0,0,R,,,0,126562,223325,LITTLE WEST STREET,2005,,283033,0,1.0,2004,,17021,101,,171741,,0,20.0,,85697
5619,100.0,0.0,247.0,333.0,0,R,,,0,83555,203246,RECTOR PLACE,2011,,0,0,1.0,2007,,15104,101,,75019,,1,333.0,,0
1441,102.0,0.0,202.0,30.0,0,R,,,14405,120988,230650,LITTLE WEST STREET,0,,293724,0,1.0,0,,14404,101,,129977,,0,30.0,,129977
1196,0.0,,0.0,377.0,0,R,,,18238,69891,14356,RECTOR PLACE,0,,156239,0,1.0,0,,18237,101,,88613,,0,377.0,,88613
1031,0.0,,0.0,377.0,0,R,,,18796,72031,14356,RECTOR PLACE,0,,161019,0,1.0,0,,18796,101,,91322,,0,377.0,,91322
1712,198.0,0.0,200.0,70.0,0,R,,,24830,121981,223402,BATTERY PLACE,0,,385381,0,1.0,0,,22959,101,,173942,,0,70.0,,173942
1237,179.58,0.0,78.67,20.0,0,R,,,0,77768,223325,LITTLE WEST STREET,2005,,173916,0,1.0,2004,,10458,101,,105531,,0,20.0,,52659
1225,179.58,0.0,78.67,20.0,0,R,,,0,77343,223325,LITTLE WEST STREET,2005,,172969,0,1.0,2004,,10401,101,,104957,,0,20.0,,52373
1.24e+03,179.58,0.0,78.67,20.0,0,R,,,0,108430,223325,LITTLE WEST STREET,2005,,242494,0,1.0,2004,,14583,101,,147141,,0,20.0,,73421
80,0.0,0.0,0.0,333.0,0,,,,5400000,0,203246,RECTOR PLACE,0,,46600000,0,1.0,0,,0,101,,0,,0,333.0,,0
1403,102.0,0.0,202.0,30.0,0,R,,,20375,171134,230650,LITTLE WEST STREET,0,,415456,0,1.0,0,,20374,101,,183845,,0,30.0,,183845
1189,0.0,,0.0,377.0,0,R,,,19918,76325,14356,RECTOR PLACE,0,,170617,0,1.0,0,,19918,101,,96763,,0,377.0,,96763
1585,102.0,0.0,202.0,30.0,0,R,,,20885,175418,230650,LITTLE WEST STREET,0,,425856,0,1.0,0,,20884,101,,188447,,0,30.0,,188447
1217,179.58,0.0,78.67,20.0,0,R,,,0,58682,223325,LITTLE WEST STREET,2005,,131230,0,1.0,2004,,7892,101,,79631,,0,20.0,,39732
1155,0.0,,0.0,377.0,0,R,,,13679,52421,14356,RECTOR PLACE,0,,117188,0,1.0,0,,13679,101,,66464,,0,377.0,,66464
1491,102.0,0.0,202.0,30.0,0,R,,,21698,182248,230650,LITTLE WEST STREET,0,,442433,0,1.0,0,,21698,101,,195783,,0,30.0,,195783
2761,0.0,,0.0,380.0,0,R,,,16217,60276,145356,RECTOR PLACE,0,,134204,0,1.0,0,,16218,101,,79781,,0,380.0,,79781
1,0.0,0.0,0.0,24.0,0,,,X1,16077600,19150290,0,SOUTH STREET,0,,50040000,0,1.0,0,,19150290,101,,23193450,,0,24.0,,23193450
1318,179.58,0.0,78.67,20.0,0,R,,,0,57761,223325,LITTLE WEST STREET,2005,,129177,0,1.0,2004,,7767,101,,78385,,0,20.0,,39113
1464,102.0,0.0,202.0,30.0,0,R,,,17540,147314,230650,LITTLE WEST STREET,0,,357630,0,1.0,0,,17538,101,,158256,,0,30.0,,158256
1204,179.58,0.0,78.67,20.0,0,R,,,0,56077,223325,LITTLE WEST STREET,2005,,125414,0,1.0,2004,,7541,101,,76101,,0,20.0,,37971
1101,179.58,0.0,78.67,20.0,0,C,,,0,1124088,223325,LITTLE WEST STREET,2005,,1760000,0,1.0,2004,,137240,101,,940950,,0,20.0,,691004
1024,0.0,0.0,0.0,1.0,0,C,,,0,2705262,4356,WATER STREET,0,,4950811,0,1.0,0,,798318,101,,3049213,,0,1.0,,0
1032,0.0,0.0,0.0,1.0,0,C,,,0,2705262,4356,WATER STREET,0,,4950811,0,1.0,0,,798318,101,,3049213,,0,1.0,,0
1563,0.0,0.0,0.0,30.0,0,R,,,11857,99580,230650,LITTLE WEST STREET,0,,241750,0,1.0,0,,11856,101,,106978,,0,30.0,,106978
1409,102.0,0.0,202.0,30.0,0,R,,,20513,172291,230650,LITTLE WEST STREET,0,,418268,0,1.0,0,,20512,101,,185090,,0,30.0,,185090
1238,179.58,0.0,78.67,20.0,0,R,,,0,186177,223325,LITTLE WEST STREET,2005,,416354,0,1.0,2004,,25038,101,,252639,,0,20.0,,126064
1003,0.0,0.0,0.0,1.0,0,C,,,0,5739692,4356,WATER STREET,0,,10600000,0,1.0,0,,967500,101,,6498900,,0,1.0,,0
200,0.0,0.0,202.0,400.0,0,,,,6075000,36154800,110502,CHAMBERS STREET,0,,78000000,0,1.0,0,,6075000,101,,38169000,,0,400.0,,38169000
190,0.0,0.0,0.0,22.0,0,,,,1921500,32551290,100347,RIVER TERRACE,0,,73100000,0,1.0,0,,1921500,101,,32976450,,0,22.0,,32976450
1040,0.0,0.0,0.0,1.0,0,C,,,0,2792058,4356,WATER STREET,0,,5109660,0,1.0,0,,823932,101,,3147049,,0,1.0,,0
1725,198.0,0.0,200.0,70.0,0,R,,,16555,81321,223402,BATTERY PLACE,0,,256920,0,1.0,0,,15308,101,,115961,,0,70.0,,115961
1456,102.0,0.0,202.0,30.0,0,R,,,21024,176586,230650,LITTLE WEST STREET,0,,428688,0,1.0,0,,21023,101,,189701,,0,30.0,,189701
1026,0.0,,0.0,377.0,0,R,,,23358,89518,14356,RECTOR PLACE,0,,200116,0,1.0,0,,23358,101,,113499,,0,377.0,,113499
1247,100.0,0.0,75.0,31.0,0,C,,,0,28578,205115,MONROE STREET,0,,0,0,1.0,0,,401,107,,28775,,1,31.0,,0
1163,0.0,,0.0,377.0,0,R,,,29436,112813,14356,RECTOR PLACE,0,,252188,0,1.0,0,,29435,101,,143033,,0,377.0,,143033
1347,179.58,0.0,78.67,20.0,0,R,,,0,62445,223325,LITTLE WEST STREET,2005,,139657,0,1.0,2004,,8397,101,,84745,,0,20.0,,42286
1080,0.0,,0.0,377.0,0,R,,,12558,48132,14356,RECTOR PLACE,0,,107590,0,1.0,0,,12557,101,,61023,,0,377.0,,61023
1082,0.0,,0.0,377.0,0,R,,,12717,48732,14356,RECTOR PLACE,0,,108939,0,1.0,0,,12717,101,,61784,,0,377.0,,61784
1028,0.0,0.0,0.0,1.0,0,C,,,0,2705262,4356,WATER STREET,0,,4950811,0,1.0,0,,798318,101,,3049213,,0,1.0,,0
1499,102.0,0.0,202.0,30.0,0,R,,,18096,151993,230650,LITTLE WEST STREET,0,,368984,0,1.0,0,,18095,101,,163281,,0,30.0,,163281
160,0.0,0.0,0.0,,0,,,,1947600,2361240,104617,MARGINAL STREET,0,,5540000,0,,0,,2064240,101,,2567700,,0,,,2567700
1128,179.58,0.0,78.67,20.0,0,R,,,0,68770,223325,LITTLE WEST STREET,2005,,153797,0,1.0,2004,,9249,101,,93322,,0,20.0,,46568
1623,102.0,0.0,202.0,30.0,0,R,,,20357,170983,230650,LITTLE WEST STREET,0,,415089,0,1.0,0,,20356,101,,183683,,0,30.0,,183683
1186,0.0,,0.0,377.0,0,R,,,19677,75411,14356,RECTOR PLACE,0,,168576,0,1.0,0,,19677,101,,95610,,0,377.0,,95610
1310,179.58,0.0,78.67,20.0,0,R,,,0,57480,223325,LITTLE WEST STREET,2005,,128552,0,1.0,2004,,7731,101,,78003,,0,20.0,,38923
1360,179.58,0.0,78.67,20.0,0,R,,,0,51432,223325,LITTLE WEST STREET,2005,,115034,0,1.0,2004,,6918,101,,69801,,0,20.0,,34831
1604,102.0,0.0,202.0,30.0,0,R,,,12276,103107,230650,LITTLE WEST STREET,0,,250313,0,1.0,0,,12275,101,,110767,,0,30.0,,110767
1616,102.0,0.0,202.0,30.0,0,R,,,20236,169968,230650,LITTLE WEST STREET,0,,412621,0,1.0,0,,20236,101,,182591,,0,30.0,,182591
1514,102.0,0.0,202.0,30.0,0,R,,,14966,125706,230650,LITTLE WEST STREET,0,,305164,0,1.0,0,,14966,101,,135040,,0,30.0,,135040
1175,0.0,,0.0,377.0,0,R,,,13760,52735,14356,RECTOR PLACE,0,,117887,0,1.0,0,,13760,101,,66861,,0,377.0,,66861
1.72e+03,198.0,0.0,200.0,70.0,0,R,,,26335,129374,223402,BATTERY PLACE,0,,408737,0,1.0,0,,24351,101,,184483,,0,70.0,,184483
1161,0.0,,0.0,377.0,0,R,,,28637,109744,14356,RECTOR PLACE,0,,245331,0,1.0,0,,28637,101,,139141,,0,377.0,,139141
1052,0.0,0.0,0.0,1.0,0,C,,,0,2719723,4356,WATER STREET,0,,4977282,0,1.0,0,,802587,101,,3065515,,0,1.0,,0
1430,102.0,0.0,202.0,30.0,0,R,,,13874,116529,230650,LITTLE WEST STREET,0,,282897,0,1.0,0,,13873,101,,125186,,0,30.0,,125186
1724,198.0,0.0,200.0,70.0,0,R,,,27839,136765,223402,BATTERY PLACE,0,,432093,0,1.0,0,,25741,101,,195026,,0,70.0,,195026
1204,0.0,,0.0,377.0,0,R,,,17920,68668,14356,RECTOR PLACE,0,,153505,0,1.0,0,,17920,101,,87059,,0,377.0,,87059
1.02e+03,0.0,0.0,0.0,1.0,0,C,,,0,2705262,4356,WATER STREET,0,,4950811,0,1.0,0,,798318,101,,3049213,,0,1.0,,0
1208,0.0,,0.0,377.0,0,R,,,20799,79706,14356,RECTOR PLACE,0,,178179,0,1.0,0,,20798,101,,101056,,0,377.0,,101056
1217,0.0,,0.0,377.0,0,R,,,19597,75100,14356,RECTOR PLACE,0,,167884,0,1.0,0,,19597,101,,95216,,0,377.0,,95216
1168,0.0,,0.0,377.0,0,R,,,30159,115572,14356,RECTOR PLACE,0,,258361,0,1.0,0,,30159,101,,146530,,0,377.0,,146530
1084,0.0,,0.0,377.0,0,R,,,12880,49355,14356,RECTOR PLACE,0,,110330,0,1.0,0,,12880,101,,62572,,0,377.0,,62572
1051,0.0,0.0,0.0,1.0,0,C,,,0,2872431,4356,WATER STREET,0,,5256740,0,1.0,0,,847649,101,,3237635,,0,1.0,,0
7501,0.0,0.0,0.0,17.0,0,,,,0,0,201238,BATTERY PLACE,1999,,0,0,1.0,1998,,0,101,,0,,0,17.0,CR,0
1414,102.0,0.0,202.0,30.0,0,R,,,24147,202806,230650,LITTLE WEST STREET,0,,492350,0,1.0,0,,24145,101,,217872,,0,30.0,,217872
1606,102.0,0.0,202.0,30.0,0,R,,,29555,248230,230650,LITTLE WEST STREET,0,,602619,0,1.0,0,,29553,101,,266667,,0,30.0,,266667
1314,179.58,0.0,78.67,20.0,0,R,,,0,93861,223325,LITTLE WEST STREET,2005,,209907,0,1.0,2004,,12623,101,,127369,,0,20.0,,63555
1498,102.0,0.0,202.0,30.0,0,R,,,21828,183337,230650,LITTLE WEST STREET,0,,445083,0,1.0,0,,21827,101,,196956,,0,30.0,,196956
1257,179.58,0.0,78.67,20.0,0,R,,,0,70410,223325,LITTLE WEST STREET,2005,,157467,0,1.0,2004,,9469,101,,95550,,0,20.0,,47678
1001,0.0,0.0,0.0,1.0,0,C,,,0,2532930,195855,COENTIES SLIP,0,,10600000,0,1.0,0,,851400,101,,4201650,,0,5.0,,0
1094,0.0,,0.0,377.0,0,R,,,18877,72343,14356,RECTOR PLACE,0,,161713,0,1.0,0,,18877,101,,91716,,0,377.0,,91716
1187,0.0,,0.0,377.0,0,R,,,19918,76325,14356,RECTOR PLACE,0,,170617,0,1.0,0,,19918,101,,96763,,0,377.0,,96763
1507,102.0,0.0,202.0,30.0,0,R,,,14877,124951,230650,LITTLE WEST STREET,0,,303349,0,1.0,0,,14876,101,,134236,,0,30.0,,134236
1624,102.0,0.0,202.0,30.0,0,R,,,16675,140059,230650,LITTLE WEST STREET,0,,340011,0,1.0,0,,16675,101,,150460,,0,30.0,,150460
15,140.0,0.0,198.0,50.0,0,,,,5580000,13805820,145526,BATTERY PLACE,0,,27900000,0,1.0,0,,5580000,101,,15344100,,0,50.0,,15344100
1419,102.0,0.0,202.0,30.0,0,R,,,28426,238750,230650,LITTLE WEST STREET,0,,579599,0,1.0,0,,28424,101,,256481,,0,30.0,,256481
1118,179.58,0.0,78.67,20.0,0,R,,,0,81090,223325,LITTLE WEST STREET,2005,,181348,0,1.0,2004,,10905,101,,110041,,0,20.0,,54911
1158,179.58,0.0,78.67,20.0,0,R,,,0,76688,223325,LITTLE WEST STREET,2005,,171506,0,1.0,2004,,10313,101,,104069,,0,20.0,,51929
1364,179.58,0.0,78.67,20.0,0,R,,,0,54088,223325,LITTLE WEST STREET,2005,,120962,0,1.0,2004,,7275,101,,73397,,0,20.0,,36623
23,162.0,0.0,122.0,1.0,0,,,,0,16237170,0,WHITEHALL STREET,0,,39900000,0,1.0,1989,,7200000,101,,17375850,,0,25.0,CR,0
1152,0.0,,0.0,377.0,0,R,,,13436,51494,14356,RECTOR PLACE,0,,115110,0,1.0,0,,13435,101,,65288,,0,377.0,,65288
1166,0.0,,0.0,377.0,0,R,,,29996,114953,14356,RECTOR PLACE,0,,256971,0,1.0,0,,29996,101,,145742,,0,377.0,,145742
1116,0.0,,0.0,377.0,0,R,,,20635,79082,14356,RECTOR PLACE,0,,176786,0,1.0,0,,20635,101,,100267,,0,377.0,,100267
1719,198.0,0.0,200.0,70.0,0,R,,,27088,133071,223402,BATTERY PLACE,0,,420415,0,1.0,0,,25047,101,,189755,,0,70.0,,189755
1194,0.0,,0.0,377.0,0,R,,,17756,68050,14356,RECTOR PLACE,0,,152117,0,1.0,0,,17756,101,,86275,,0,377.0,,86275
1205,179.58,0.0,78.67,20.0,0,R,,,0,69660,223325,LITTLE WEST STREET,2005,,155792,0,1.0,2004,,9368,101,,94536,,0,20.0,,47171
1611,102.0,0.0,202.0,30.0,0,R,,,12344,103678,230650,LITTLE WEST STREET,0,,251699,0,1.0,0,,12343,101,,111380,,0,30.0,,111380
1424,102.0,0.0,202.0,30.0,0,R,,,10475,87980,230650,LITTLE WEST STREET,0,,213591,0,1.0,0,,10475,101,,94517,,0,30.0,,94517
1002,91.0,0.0,106.0,39.0,0,R,,,0,12968101,25327,WHITEHALL STREET,2009,,27900000,2009,1.0,2007,,2638944,101,,13810500,,0,39.0,,9048276
122400.00%,0.0,,0.0,377.0,0,R,,,20078,76944,14356,RECTOR PLACE,0,,172006,0,1.0,0,,20078,101,,97554,,0,377.0,,97554
5623,100.0,0.0,247.0,333.0,0,R,,,0,108559,203246,RECTOR PLACE,2011,,0,0,1.0,2007,,19623,101,,97468,,1,333.0,,0
1240,0.0,,0.0,377.0,0,R,,,105992,406185,14356,RECTOR PLACE,0,,908021,0,1.0,0,,105992,101,,514990,,0,377.0,,514990
1581,102.0,0.0,202.0,30.0,0,R,,,23439,196869,230650,LITTLE WEST STREET,0,,477932,0,1.0,0,,23438,101,,211492,,0,30.0,,211492
1119,0.0,,0.0,377.0,0,R,,,22476,86139,14356,RECTOR PLACE,0,,192552,0,1.0,0,,22476,101,,109208,,0,377.0,,109208
1005,0.0,0.0,0.0,2.0,0,C,,,856725,2278701,135611,AMERICAN EXPRESS PLZ,0,,5266800,0,1.0,0,,857468,101,,2536987,,0,2.0,NE,2536987
1188,0.0,,0.0,377.0,0,R,,,19918,76325,14356,RECTOR PLACE,0,,170617,0,1.0,0,,19918,101,,96763,,0,377.0,,96763
101,0.0,0.0,0.0,1.0,0,,,X3,3775500,9120780,0,LIBERTY ISLAND,0,,21400000,0,1.0,0,,4031280,101,,9918900,E,0,1.0,,9918900
1169,179.58,0.0,78.67,20.0,0,R,,,0,65941,223325,LITTLE WEST STREET,2005,,147466,0,1.0,2004,,8869,101,,89479,,0,20.0,,44649
1068,0.0,,0.0,377.0,0,R,,,18877,72343,14356,RECTOR PLACE,0,,161713,0,1.0,0,,18877,101,,91716,,0,377.0,,91716
1617,102.0,0.0,202.0,30.0,0,R,,,16583,139283,230650,LITTLE WEST STREET,0,,338135,0,1.0,0,,16583,101,,149630,,0,30.0,,149630
1315,179.58,0.0,78.67,20.0,0,R,,,0,81418,223325,LITTLE WEST STREET,2005,,182085,0,1.0,2004,,10950,101,,110487,,0,20.0,,55133
1034,0.0,,0.0,377.0,0,R,,,19276,73878,14356,RECTOR PLACE,0,,165146,0,1.0,0,,19276,101,,93666,,0,377.0,,93666
1251,179.58,0.0,78.67,20.0,0,R,,,0,84632,223325,LITTLE WEST STREET,2005,,189268,0,1.0,2004,,11383,101,,114844,,0,20.0,,57306
1474,102.0,0.0,202.0,30.0,0,R,,,18972,159352,230650,LITTLE WEST STREET,0,,386848,0,1.0,0,,18972,101,,171186,,0,30.0,,171186
1135,0.0,,0.0,377.0,0,R,,,16717,64067,14356,RECTOR PLACE,0,,143213,0,1.0,0,,16717,101,,81224,,0,377.0,,81224
1101,0.0,,0.0,377.0,0,R,,,21755,83377,14356,RECTOR PLACE,0,,186384,0,1.0,0,,21754,101,,105711,,0,377.0,,105711
1239,0.0,,0.0,377.0,0,R,,,109985,421496,14356,RECTOR PLACE,0,,942247,0,1.0,0,,109985,101,,534405,,0,377.0,,534405
7502,179.58,0.0,76.67,20.0,0,,,,0,0,223325,LITTLE WEST STREET,2005,,0,0,1.0,2004,,0,101,,0,,0,20.0,,0
1584,102.0,0.0,202.0,30.0,0,R,,,12065,101338,230650,LITTLE WEST STREET,0,,246011,0,1.0,0,,12065,101,,108864,,0,30.0,,108864
1564,0.0,0.0,0.0,30.0,0,R,,,20529,172430,230650,LITTLE WEST STREET,0,,418595,0,1.0,0,,20528,101,,185234,,0,30.0,,185234
12,59.0,0.0,21.0,24.0,0,,,,0,1064700,0,BEAVER STREET,0,,2810000,0,1.0,1960,,226800,101,,1924200,E,0,24.0,,0
1339,179.58,0.0,78.67,20.0,0,R,,,0,75514,223325,LITTLE WEST STREET,2005,,168881,0,1.0,2004,,10155,101,,102476,,0,20.0,,51136
1614,102.0,0.0,202.0,30.0,0,R,,,16750,140694,230650,LITTLE WEST STREET,0,,341559,0,1.0,0,,16749,101,,151146,,0,30.0,,151146
