system,precinct,adult_football,the_geom,bocce,flagfootball,borough,cricket,featurestatus,ll_softball,rugby,tennis,basketball,field_lighted
M236-TRACK-1,19,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95104888887863, 40.78517650455534], [-73.9507550662428, 40.785051508649865], [-73.95074684790264, 40.78504974375708], [-73.95073836342499, 40.785049004421055], [-73.950730706358, 40.78504923077568], [-73.95072317069949, 40.785050292846954], [-73.95071591640283, 40.78505216999189], [-73.95070909395817, 40.78505482175229], [-73.95070284557337, 40.78505819325845], [-73.9506973016205, 40.78506221432716], [-73.95060487502761, 40.785189957699686], [-73.95060270928671, 40.78519481947892], [-73.95060161320708, 40.78519988432945], [-73.9506016165073, 40.7852050171888], [-73.9506027204739, 40.78521008118135], [-73.95060489321966, 40.78521494121807], [-73.9506080791586, 40.78521946760307], [-73.95061219071027, 40.78522353963138], [-73.95061712014575, 40.785227047395665], [-73.95062273602797, 40.78522989898829], [-73.95091656028134, 40.785353431913435], [-73.95092138229028, 40.785354845953194], [-73.95092642981955, 40.78535568917089], [-73.95093158796453, 40.78535594170657], [-73.95093673588619, 40.785355598105745], [-73.95094175628986, 40.78535466642305], [-73.95094653424103, 40.785353167321034], [-73.95095188396914, 40.78535066980618], [-73.9509566133689, 40.78534753087011], [-73.95096059087045, 40.78534383780555], [-73.95105913029461, 40.785211141287945], [-73.95106147578522, 40.78520668300108], [-73.95106278362677, 40.7852019856407], [-73.95106301462148, 40.78519718786739], [-73.95106216392732, 40.785192430157295], [-73.95106025513603, 40.78518785299865], [-73.95105734501539, 40.78518359149072], [-73.95105351877359, 40.785179771739834], [-73.95104888887863, 40.78517650455534]], [[-73.95103589395528, 40.78521303147586], [-73.95095587763082, 40.7853266470297], [-73.95095356132003, 40.785330076954196], [-73.95095050007333, 40.785333151764], [-73.95094678518402, 40.78533577784589], [-73.95094253044493, 40.78533787600402], [-73.95093786148361, 40.78533938415728], [-73.95093292050196, 40.78534025644054], [-73.95092785561096, 40.78534046680235], [-73.95092281846199, 40.785340008103205], [-73.95091796187447, 40.785338895716734], [-73.9509134315475, 40.78533716122258], [-73.95062588383928, 40.785217145635265], [-73.95062270235434, 40.78521459945528], [-73.95062007557752, 40.78521171132237], [-73.95061806506469, 40.785208548800476], [-73.95061671933159, 40.785205190254146], [-73.95061607149317, 40.78520171314069], [-73.95061613570334, 40.78519820211326], [-73.95061691190047, 40.785194740018], [-73.95061837988202, 40.78519141059285], [-73.95070662025105, 40.78507401668284], [-73.95070862085784, 40.78507135655686], [-73.95071001402437, 40.78506985691735], [-73.95071392368082, 40.785066586167325], [-73.9507185176953, 40.78506387582166], [-73.9507236562092, 40.785061807766134], [-73.95072918753146, 40.785060444070425], [-73.95073494458549, 40.7850598251856], [-73.95074075557201, 40.78505996994875], [-73.95074644752414, 40.78506087378344], [-73.95075014666902, 40.7850619046374], [-73.95102839246879, 40.78518372237127], [-73.95103201512853, 40.78518566899358], [-73.95103515409728, 40.785188052153465], [-73.95103771938516, 40.78519080427511], [-73.95103963522774, 40.78519384608223], [-73.95104084837683, 40.78519708930312], [-73.95104132335743, 40.785200442972084], [-73.9510410472095, 40.785203808928976], [-73.95104002711216, 40.78520709082317], [-73.95103829275247, 40.78521019501516], [-73.95103589395528, 40.78521303147586]]]]}",False,False,M,False,Active,False,False,False,False,False
B087-01-BASKETBALL-1,72,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00334758364494, 40.64812401893608], [-74.0031423050579, 40.647999853240464], [-74.00313961762573, 40.647998227879356], [-74.00303163745477, 40.648101794816725], [-74.0032396095049, 40.648227589669176], [-74.00334758364494, 40.64812401893608]]]]}",False,False,B,False,Active,False,False,False,True,False
Q443-BASKETBALL-3,100,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79512620341936, 40.59403150729101], [-73.79511223252705, 40.59386875926792], [-73.79492956477911, 40.59387709017835], [-73.79494333354208, 40.59403896345362], [-73.79512620341936, 40.59403150729101]]]]}",False,False,Q,False,Active,False,False,False,True,False
X044-TENNIS-7,52,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89746123556492, 40.865595812561], [-73.89734811632869, 40.86554709363574], [-73.89720809788903, 40.86573445726862], [-73.8973212185275, 40.865783176330574], [-73.89746123556492, 40.865595812561]]]]}",False,False,X,False,Inactive,False,False,True,False,False
Q413-TENNIS-5,113,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77376526770193, 40.67484968723584], [-73.77385603379201, 40.674646684521726], [-73.77373276704698, 40.67461517258228], [-73.77364194908718, 40.67481837501351], [-73.77376526770193, 40.67484968723584]]]]}",False,False,Q,False,Active,False,False,True,False,False
X010-05-BASKETBALL-6,42,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89091709065032, 40.83750590068912], [-73.89081095728518, 40.837502953799856], [-73.89080707824728, 40.8375922557499], [-73.89091445551372, 40.83759520471952], [-73.89091709065032, 40.83750590068912]]]]}",False,False,X,False,Active,False,False,False,False,False
M028-ZN02-TENNIS-10,33,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94646223808925, 40.847675982240744], [-73.94646771129666, 40.847463127328965], [-73.94633065047738, 40.84746049003549], [-73.94632447600758, 40.84767627211496], [-73.94646223808925, 40.847675982240744]]]]}",False,False,M,False,Active,False,False,True,False,False
B127-HANDBALL-4,90,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94433147760036, 40.70881795049859], [-73.94434516690102, 40.70892279193401], [-73.94450778467696, 40.70890916646187], [-73.9444899202874, 40.708802777755174], [-73.94433147760036, 40.70881795049859]]]]}",False,False,B,False,Active,False,False,False,False,False
Q014-BASKETBALL-3,114,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91188464996704, 40.759760433212385], [-73.9118233387568, 40.75983371623524], [-73.9119534340138, 40.75989486548383], [-73.91201240737067, 40.759821580606875], [-73.91188464996704, 40.759760433212385]]]]}",False,False,Q,False,Active,False,False,False,True,False
X092-ZN05-SOCCER-10,50,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8948831877929, 40.89339671855223], [-73.8949679687705, 40.894101134545316], [-73.89550697268197, 40.89406377811817], [-73.89542218604154, 40.89335936161557], [-73.8948831877929, 40.89339671855223]]]]}",False,False,X,False,Active,False,False,False,False,False
R065-ZN08-TENNIS-1,122,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16135969045854, 40.60401204086157], [-74.16144370024311, 40.603806961943825], [-74.1613119585231, 40.60377739723444], [-74.16123235072685, 40.603983464058516], [-74.16135969045854, 40.60401204086157]]]]}",False,False,R,False,Removed,False,False,True,False,False
X114-HANDBALL-2,44,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91682580585575, 40.843699607719465], [-73.91690356471968, 40.843731404342215], [-73.91695328400918, 40.84366128183389], [-73.91687552757391, 40.843629486146455], [-73.91682580585575, 40.843699607719465]]]]}",False,False,X,False,Active,False,False,False,False,False
Q397-BASKETBALL-1,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79466824274704, 40.765551891788725], [-73.79441135624222, 40.76553289765096], [-73.79439537340659, 40.76564171694001], [-73.79465425630683, 40.76566061741596], [-73.79466824274704, 40.765551891788725]]]]}",False,False,Q,False,Active,False,False,False,True,False
X114-BASKETBALL-1,44,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91702358034007, 40.843874083812445], [-73.91713389926727, 40.84372159888445], [-73.91700464962793, 40.84366862630515], [-73.91689555831546, 40.84381972523621], [-73.91702358034007, 40.843874083812445]]]]}",False,False,X,False,Active,False,False,False,True,False
M165-FOOTBALL-2,7,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97687755000968, 40.717933923174854], [-73.9771584587716, 40.71739106265146], [-73.97685303825156, 40.71729879031943], [-73.97657707456096, 40.717841651110895], [-73.97687755000968, 40.717933923174854]]]]}",False,False,M,False,Active,False,False,False,False,False
B216-HANDBALL-1,79,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94025280122013, 40.68643087894541], [-73.94008617108682, 40.68644891154799], [-73.94010098394183, 40.68651912962141], [-73.94026653381111, 40.6865015178772], [-73.94025280122013, 40.68643087894541]]]]}",False,False,B,False,Active,False,False,False,False,False
Q008-01-HANDBALL-1,105,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.74106143846082, 40.663873432662626], [-73.7409608750503, 40.66383726109613], [-73.7408932468728, 40.66394684615738], [-73.74099381277357, 40.66398301868833], [-73.74106143846082, 40.663873432662626]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q407-BASKETBALL-1,101,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.74418732523583, 40.59969610464093], [-73.74415920194733, 40.59956850502111], [-73.7439245896816, 40.59959785203942], [-73.74395084886851, 40.59972497298677], [-73.74418732523583, 40.59969610464093]]]]}",False,,Q,False,Inactive,False,False,False,False,False
Q415-TENNIS-1,115,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85559531207032, 40.75522954071151], [-73.85532519204928, 40.755312136625356], [-73.85537298319073, 40.75540251653894], [-73.85564310351896, 40.755319920514076], [-73.85559531207032, 40.75522954071151]]]]}",False,,Q,False,Inactive,False,False,False,False,False
B028-03-BOCCE-1,68,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01352190387826, 40.612770881642504], [-74.01348572270723, 40.61274948500829], [-74.0132711223958, 40.61295990233813], [-74.01330822422642, 40.61298175009394], [-74.01352190387826, 40.612770881642504]]]]}",True,False,B,False,Active,False,False,False,False,False
Q220C-03-BASKETBALL-4,113,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8029246801349, 40.680173292237285], [-73.80282455248577, 40.67995813856582], [-73.80282132305788, 40.67995900923435], [-73.8026525118747, 40.68000454261256], [-73.80265372253143, 40.68000714267945], [-73.80275264022396, 40.68021969553406], [-73.8029246801349, 40.680173292237285]]]]}",False,False,Q,False,Active,False,False,False,True,False
X108-HANDBALL-2,48,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8874889524435, 40.84986988843919], [-73.88760346456802, 40.84995291560952], [-73.88767098868557, 40.849898952734335], [-73.88755703016606, 40.84981745340507], [-73.8874889524435, 40.84986988843919]]]]}",False,False,X,False,Active,False,False,False,False,False
B322-HANDBALL-1,79,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94172559226637, 40.69378817862381], [-73.94158179384407, 40.69380446173872], [-73.9415953783586, 40.69387460418738], [-73.9417391781143, 40.693858318354685], [-73.94172559226637, 40.69378817862381]]]]}",False,False,B,False,Active,False,False,False,False,False
B151-BASKETBALL-2,66,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97999375379342, 40.63810814060158], [-73.97987390609967, 40.638036598688316], [-73.97980711923822, 40.63810152608742], [-73.97992696579486, 40.638173068069584], [-73.97999375379342, 40.63810814060158]]]]}",False,False,B,False,Active,False,False,False,True,False
X210-HANDBALL-4,40,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92038460166933, 40.81936533421222], [-73.92023960467519, 40.81932703763515], [-73.92020555309281, 40.81940344913771], [-73.9203488921736, 40.81944254245182], [-73.92038460166933, 40.81936533421222]]]]}",False,False,X,False,Active,False,False,False,False,False
B141-BASKETBALL-6,75,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87455773896711, 40.678676223887], [-73.8742583970564, 40.67872049427065], [-73.87428997976437, 40.678854318354254], [-73.8745893216138, 40.67881101774349], [-73.87455773896711, 40.678676223887]]]]}",False,False,B,False,Active,False,False,False,True,False
M071-18-VOLLEYBALL-1,24,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97373808744975, 40.80082694933322], [-73.97379298979035, 40.8007524977572], [-73.97356288651005, 40.80065617645692], [-73.97351057463666, 40.80073007741435], [-73.97373808744975, 40.80082694933322]]]]}",False,False,M,False,Active,False,False,False,False,False
Q099-ZN04-TENNIS-2,110,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84504232781856, 40.74983380922029], [-73.84509590685846, 40.74969651968929], [-73.84491538655112, 40.749654012361155], [-73.84486181127524, 40.74978954042209], [-73.84504232781856, 40.74983380922029]]]]}",False,,Q,False,Inactive,False,False,False,False,False
Q453-SOCCER-3,105,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.72423768429603, 40.74618209899525], [-73.72413801388814, 40.74593991283908], [-73.72362340411208, 40.74606220493116], [-73.72372173555351, 40.74630336804183], [-73.72423768429603, 40.74618209899525]]]]}",False,,Q,False,Inactive,False,False,False,False,False
B163-HANDBALL-1,75,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88468096629919, 40.67636552607739], [-73.88471043362316, 40.676486478632405], [-73.88484082564342, 40.676467939727445], [-73.88481135690833, 40.67634698720431], [-73.88468096629919, 40.67636552607739]]]]}",False,False,B,False,Active,False,False,False,False,False
M104-ZN01-SOCCER-4,25,True,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92241333460609, 40.80084394939548], [-73.92197185126649, 40.80026742451027], [-73.92149898184078, 40.80047652721323], [-73.92194046128662, 40.8010530538895], [-73.92241333460609, 40.80084394939548]]]]}",False,False,M,True,Active,False,False,False,False,False
B321-TENNIS-2,88,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97155865668273, 40.68908021958568], [-73.97151671937755, 40.68887049135143], [-73.9713883786666, 40.688883511555105], [-73.97142551975256, 40.68909564391631], [-73.97155865668273, 40.68908021958568]]]]}",False,,B,False,Inactive,False,False,False,False,False
X178-BASKETBALL-6,49,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86143636160747, 40.84692527333804], [-73.8613690611126, 40.84674025456573], [-73.86121064138392, 40.84678239355883], [-73.86127065531318, 40.84696135594689], [-73.86143636160747, 40.84692527333804]]]]}",False,,X,False,Inactive,False,False,False,False,False
M271A-BASEBALL-1,23,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94345874510726, 40.78670799822941], [-73.94346951536309, 40.78673495641501], [-73.94382091575962, 40.78688395497998], [-73.94398038149356, 40.78692566637498], [-73.94403535801372, 40.78688054195454], [-73.94408018616687, 40.78682934230538], [-73.94411372276002, 40.78677337351205], [-73.94413511240825, 40.786714060663044], [-73.94414381243793, 40.7866529163441], [-73.94413959765667, 40.78659149921658], [-73.94412257815301, 40.786531375304], [-73.94409318747958, 40.786474075663214], [-73.94405415110828, 40.786423220722476], [-73.94376652874634, 40.78630107002203], [-73.94345874510726, 40.78670799822941]]]]}",False,False,M,False,Archived,False,False,False,False,False
Q051-BASKETBALL-1,113,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78025845384145, 40.693426693151295], [-73.78005200914917, 40.6932840037998], [-73.7799346217292, 40.693381892377936], [-73.78014118326358, 40.69352611934162], [-73.78025845384145, 40.693426693151295]]]]}",False,False,Q,False,Active,False,False,False,True,False
M277-HANDBALL-2,18,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99240050124808, 40.76308035351841], [-73.9922753063229, 40.76302758194589], [-73.99221546755186, 40.76311010553147], [-73.99234066140025, 40.76316287896925], [-73.99240050124808, 40.76308035351841]]]]}",False,False,M,False,Active,False,False,False,False,False
X092-06-HANDBALL-2,47,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87268067150721, 40.899781320182186], [-73.87261164448886, 40.89968878048607], [-73.8724639394223, 40.899750894016144], [-73.87253179748868, 40.89984334876385], [-73.87268067150721, 40.899781320182186]]]]}",False,False,X,False,Active,False,False,False,False,False
B054-ZN03-TENNIS-2,77,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92500930980373, 40.66676750440478], [-73.92491032513946, 40.66676216911639], [-73.92489032711448, 40.6669772821521], [-73.92498931209632, 40.666982617457585], [-73.92500930980373, 40.66676750440478]]]]}",False,False,B,False,Active,False,False,True,False,True
M065-HANDBALL-4,7,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98236730137442, 40.716143577657256], [-73.98220999240822, 40.716095028563245], [-73.98216572332326, 40.71618413350222], [-73.98232256171751, 40.7162316082752], [-73.98236730137442, 40.716143577657256]]]]}",False,False,M,False,Active,False,False,False,False,False
M144-ZN02-BASEBALL-1,7,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97748443319715, 40.71165380755668], [-73.97705049517813, 40.71168192856413], [-73.97702322148736, 40.71171083402123], [-73.97699269653756, 40.711757943547155], [-73.97697483650464, 40.71180867925375], [-73.97697032729268, 40.711861091678315], [-73.97697934240904, 40.71191316641459], [-73.977001535831, 40.711962902455454], [-73.97703605380784, 40.71200838783885], [-73.9770815703335, 40.71204787439846], [-73.97713633682372, 40.71207984621451], [-73.97719165021986, 40.712101127249746], [-73.97725101125377, 40.712114697084665], [-73.97731257862948, 40.71212013751323], [-73.97737444587366, 40.71211727886128], [-73.97743469695727, 40.712106209903226], [-73.97749146310508, 40.712087272470306], [-73.97754298670692, 40.71206105515881], [-73.97758766984792, 40.71202836992519], [-73.97754115928892, 40.71168934648817], [-73.97748443319715, 40.71165380755668]]]]}",False,False,M,False,Active,True,False,False,False,True
B193-BASKETBALL-1,71,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9405756734043, 40.66242389753225], [-73.94056433169355, 40.66231226545495], [-73.94028473046401, 40.66232881892477], [-73.94029535594187, 40.66244081356603], [-73.9405756734043, 40.66242389753225]]]]}",False,False,B,False,Active,False,False,False,True,False
X010-09-BASKETBALL-1,42,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8979198604495, 40.83494351121077], [-73.89800565244533, 40.83474815096202], [-73.89783537761811, 40.834708330763135], [-73.89775319910872, 40.834905891297325], [-73.8979198604495, 40.83494351121077]]]]}",False,False,X,False,Active,False,False,False,True,False
M042-02-HANDBALL-8,34,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9226603103301, 40.86982807419017], [-73.92259999962947, 40.86977705977914], [-73.92257077834657, 40.869796997710445], [-73.92248165771908, 40.86985780462062], [-73.92254193886575, 40.86990871641715], [-73.9226603103301, 40.86982807419017]]]]}",False,False,M,False,Active,False,False,False,False,False
Q001-ZN01-TENNIS-9,105,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.73689668233574, 40.739206160831095], [-73.73682503472186, 40.73900334963615], [-73.7366940593686, 40.73902882559563], [-73.73677037365773, 40.739233425148285], [-73.73689668233574, 40.739206160831095]]]]}",False,False,Q,False,Active,False,False,True,False,False
X233-BASEBALL-1,40,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90500375141396, 40.814121385889], [-73.90502960665839, 40.81414859951644], [-73.9050672024392, 40.81416622440115], [-73.90511081309019, 40.81417157683905], [-73.90515379881023, 40.814163841814164], [-73.90518961770313, 40.81414419810221], [-73.90521281573697, 40.81411563448024], [-73.90521986061654, 40.81408250195822], [-73.90520968083332, 40.81404984244494], [-73.90519856495801, 40.81403531908428], [-73.90504592017086, 40.81400421094979], [-73.90500375141396, 40.814121385889]]]]}",False,False,X,False,Active,False,False,False,False,False
B077-01-HANDBALL-3,76,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00943635211313, 40.677040117916945], [-74.00936084467914, 40.6769865155458], [-74.00925191012855, 40.67707847861165], [-74.00932904129692, 40.677130066470774], [-74.00943635211313, 40.677040117916945]]]]}",False,False,B,False,Active,False,False,False,False,False
Q174A-BASEBALL-2,114,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89981679139191, 40.7587213785939], [-73.89958866602936, 40.75911420015614], [-73.8996440722409, 40.75916119628345], [-73.89970972085483, 40.75919982029758], [-73.89978345603261, 40.759228804195196], [-73.8998628585362, 40.759247195824926], [-73.89994532265943, 40.759254392274975], [-73.9000281402909, 40.75925015705739], [-73.90010859446458, 40.75923462919485], [-73.90018404227192, 40.759208318789945], [-73.90023568132176, 40.75918211288974], [-73.90028218700772, 40.75915083988183], [-73.9003227046108, 40.75911507355533], [-73.90035649180014, 40.75907546974271], [-73.90038292693777, 40.759032756421206], [-73.90040152568163, 40.75898771751722], [-73.90041194574059, 40.75894118030301], [-73.90041399637153, 40.758893999195536], [-73.89988504604649, 40.758699456593945], [-73.89981679139191, 40.7587213785939]]]]}",False,False,Q,False,Active,False,False,False,False,True
B254-HANDBALL-5,71,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94350660098847, 40.657891761885665], [-73.94340987802465, 40.65789786847249], [-73.94342049048795, 40.65801522545212], [-73.94351721362018, 40.65800911975692], [-73.94350660098847, 40.657891761885665]]]]}",False,False,B,False,Active,False,False,False,False,False
Q353-BASKETBALL-1,101,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.75883827246675, 40.5989793804288], [-73.75873633918086, 40.59903643541427], [-73.75881135826764, 40.59911609670081], [-73.75890954167949, 40.5990584052155], [-73.75883827246675, 40.5989793804288]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q021-ZN06-CRICKET-01,107,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.77342391462156, 40.73862988897683], [-73.77342949053251, 40.73858993619427], [-73.77342648011265, 40.738549824238206], [-73.77341496501062, 40.73851061406994], [-73.77339524716707, 40.73847334096739], [-73.77336784889287, 40.73843899111277], [-73.77333349402276, 40.73840847273922], [-73.7732930914199, 40.73838259268619], [-73.77324771019013, 40.73836203383821], [-73.77319854657942, 40.738347341553165], [-73.77314690510275, 40.738338902913945], [-73.77309414765682, 40.7383369412256], [-73.77304166868129, 40.73834150966334], [-73.77299085729477, 40.738352485794884], [-73.77294305583294, 40.738369579603], [-73.77289952786359, 40.738392339725905], [-73.7728614249988, 40.738420165097736], [-73.77282975369789, 40.73845231929051], [-73.77280535151567, 40.738487952078934], [-73.7727888633504, 40.738526121004966], [-73.77262245323844, 40.73911531982545], [-73.77261692066567, 40.73915525464236], [-73.77261996621961, 40.739195344173666], [-73.77263150710726, 40.73923452835453], [-73.7726512402318, 40.739271774599075], [-73.77267864449381, 40.73930609671627], [-73.77271299487718, 40.7393365900578], [-73.77275338606167, 40.73936245047648], [-73.77279874893912, 40.73938299146887], [-73.77284788958444, 40.739397673069746], [-73.77289950581618, 40.73940610638744], [-73.77295223804772, 40.7394080708148], [-73.7730046906057, 40.73940351227032], [-73.77305547906109, 40.739392551396264], [-73.77310326458264, 40.739375478222854], [-73.7731467823806, 40.73935274411972], [-73.77318488555532, 40.73932494927429], [-73.77321656646367, 40.739292826524064], [-73.77324098873991, 40.73925722520975], [-73.77325750751073, 40.73921908509967], [-73.77342391462156, 40.73862988897683]]]]}",False,,Q,False,Inactive,False,False,False,False,False
Q349-BASKETBALL-5,111,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.75673698866343, 40.7380889712292], [-73.75661338195191, 40.738122864644495], [-73.75665490213859, 40.738217280007476], [-73.75677748177213, 40.738185549206904], [-73.75673698866343, 40.7380889712292]]]]}",False,False,Q,False,Active,False,False,False,False,False
X039-ZN17-HANDBALL-14,45,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.7921226011459, 40.869516937551886], [-73.79205855027715, 40.86946877194303], [-73.79194887073223, 40.869553006093504], [-73.79201563569973, 40.8696011766544], [-73.7921226011459, 40.869516937551886]]]]}",False,False,X,False,Active,False,False,False,False,False
B346-HANDBALL-1,94,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94849068225352, 40.72059544757004], [-73.9484993803431, 40.72065219618573], [-73.9486309064261, 40.72064099316844], [-73.94862220704238, 40.72058424456207], [-73.94849068225352, 40.72059544757004]]]]}",False,False,B,False,Active,False,False,False,False,False
M245-BASKETBALL-1,32,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94127236993725, 40.8209753156581], [-73.94120707178286, 40.82106898892853], [-73.94133255766498, 40.821121116836345], [-73.94140163539129, 40.82102929413541], [-73.94127236993725, 40.8209753156581]]]]}",False,False,M,False,Active,False,False,False,True,False
R149-BASEBALL-3,122,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07365942637796, 40.583646221930955], [-74.07337613216195, 40.583920445256915], [-74.0733836545513, 40.58394800909343], [-74.07340856153813, 40.58399944552004], [-74.07344615263507, 40.58404618840738], [-74.07349498250291, 40.58408644212232], [-74.07355317493655, 40.58411865985099], [-74.07361849261771, 40.58414160209084], [-74.07368842576257, 40.58415438972698], [-74.07376028782791, 40.58415652918753], [-74.07383131712594, 40.58414793849487], [-74.07388906008215, 40.58413241326364], [-74.07394261264169, 40.584109781964145], [-74.07399048249955, 40.58408067502933], [-74.07403133465351, 40.584045903798085], [-74.07406403389942, 40.584006436172295], [-74.07408766606537, 40.58396337228823], [-74.07410157577003, 40.58391791117144], [-74.07410537465533, 40.583871320113246], [-74.07371119868895, 40.58363542116264], [-74.07365942637796, 40.583646221930955]]]]}",False,False,R,False,Inactive,False,False,False,False,False
Q005-11-HANDBALL-1,113,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78843616516421, 40.66866833745483], [-73.78832613730297, 40.66865301355881], [-73.78829565605115, 40.6687817045569], [-73.78840625179438, 40.66879702952593], [-73.78843616516421, 40.66866833745483]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q099-ZN19-BASEBALL-2,110,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84792375253824, 40.743128292113916], [-73.8479355483136, 40.743055783459006], [-73.84793206237825, 40.742982769251995], [-73.84791338527228, 40.7429111019564], [-73.84787998885683, 40.742842597612665], [-73.84783272048703, 40.742778992606986], [-73.8477727782426, 40.742721900415766], [-73.84770168260764, 40.74267276834565], [-73.84762123511476, 40.742632840560695], [-73.8475334757862, 40.74260313011239], [-73.8474406275537, 40.74258439095266], [-73.84734504776705, 40.74257709715983], [-73.84724915599797, 40.7425814338389], [-73.84715538551598, 40.74259729165485], [-73.8470661122538, 40.742624267638575], [-73.84698360032004, 40.7426616786213], [-73.84690994040362, 40.7427085755591], [-73.84713283122707, 40.74326792244022], [-73.84719282375941, 40.743288094190866], [-73.84792375253824, 40.743128292113916]]]]}",False,False,Q,False,Active,True,False,False,False,False
X101A-BASEBALL-1,49,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83878562959427, 40.841639219673716], [-73.83878678626984, 40.841514699108224], [-73.83874451034383, 40.84149354232659], [-73.83870682580923, 40.841488442364344], [-73.83866911679996, 40.84149343689916], [-73.83863593205184, 40.84150792536142], [-73.83861127290986, 40.84153016009085], [-73.83859811496761, 40.84155745818095], [-73.83859804443671, 40.84158652874673], [-73.83862206105867, 40.84162583111538], [-73.83862981225211, 40.84163217513762], [-73.83878562959427, 40.841639219673716]]]]}",False,False,X,False,Active,True,False,False,False,False
B308-FOOTBALL-1,61,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93583211088351, 40.59260552420048], [-73.93591720756643, 40.59304176708618], [-73.93720327731589, 40.59289597639004], [-73.93711817123646, 40.59245973354953], [-73.93583211088351, 40.59260552420048]]]]}",False,False,B,False,Inactive,False,False,False,False,False
B296-BASKETBALL-4,60,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97785497593651, 40.575820819314366], [-73.97785271298457, 40.57589598834723], [-73.97797744983633, 40.575902983285594], [-73.97798507567688, 40.57582772342471], [-73.97785497593651, 40.575820819314366]]]]}",False,False,B,False,Active,False,False,False,True,False
B292-HANDBALL-2,88,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96288335692972, 40.69273502169913], [-73.96278965551791, 40.69274501324991], [-73.96281051994045, 40.692858363962294], [-73.9629042203258, 40.69284837149376], [-73.96288335692972, 40.69273502169913]]]]}",False,False,B,False,Active,False,False,False,False,False
