system,precinct,adult_football,the_geom,bocce,flagfootball,borough,cricket,featurestatus,ll_softball,rugby,tennis,basketball,field_lighted
Q015-ZN04-HANDBALL-8,102,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85334726202859, 40.7008812997598], [-73.85326818028452, 40.7009179894395], [-73.85334209789487, 40.701012228705174], [-73.8534211808953, 40.70097553807619], [-73.85334726202859, 40.7008812997598]]]]}",False,False,Q,False,Active,False,False,False,False,False
B210H-BASEBALL-1,76,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00612247832997, 40.682965831716416], [-74.00627038307596, 40.68284223450566], [-74.00626789858343, 40.68282564357047], [-74.0062465605846, 40.68278102335991], [-74.00620646242142, 40.6827446492651], [-74.00615244025126, 40.682720909212996], [-74.00612219858553, 40.68271474230483], [-74.00605982255318, 40.682714745606674], [-74.00600120845372, 40.68273099034982], [-74.00595342869661, 40.68276151575521], [-74.00592224371925, 40.68280264113891], [-74.0059114171002, 40.68284911902587], [-74.00608279391258, 40.6829658338211], [-74.00612247832997, 40.682965831716416]]]]}",False,False,B,False,Active,True,False,False,False,False
Q317-HANDBALL-2,111,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.75797391024881, 40.745652508007595], [-73.75782462231754, 40.74569464334422], [-73.75786057382487, 40.74576839595494], [-73.75800986071467, 40.74572626056968], [-73.75797391024881, 40.745652508007595]]]]}",False,False,Q,False,Active,False,False,False,False,False
M018-BASKETBALL-7,30,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94435148025136, 40.82924412242858], [-73.94419305300666, 40.82917876628341], [-73.94415576627614, 40.829228131382635], [-73.94410520235671, 40.8292950749022], [-73.94403758583213, 40.82938459544114], [-73.94419583420236, 40.82945018854107], [-73.9442629532969, 40.829361326832434], [-73.94435148025136, 40.82924412242858]]]]}",False,False,M,False,Active,False,False,False,True,False
Q354-HANDBALL-1,107,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.80808437543718, 40.726298082631914], [-73.80810513341346, 40.72641288736916], [-73.80822120495252, 40.72640047179636], [-73.80819964005234, 40.72628506599568], [-73.80808437543718, 40.726298082631914]]]]}",False,False,Q,False,Active,False,False,False,False,False
B050-TENNIS-1,76,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99992750585746, 40.689908616945395], [-74.00001224799499, 40.68970380603522], [-73.99989276160076, 40.68967345328589], [-73.99980179635983, 40.68987802816381], [-73.99992750585746, 40.689908616945395]]]]}",False,False,B,False,Active,False,False,True,False,False
B157-HANDBALL-4,61,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95658225874519, 40.60368998570933], [-73.9564805079587, 40.603701347834516], [-73.95650379363609, 40.60382394561662], [-73.95660554578636, 40.60381258437188], [-73.95658225874519, 40.60368998570933]]]]}",False,False,B,False,Active,False,False,False,False,False
B145-HANDBALL-6,78,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9861581788436, 40.680770435286625], [-73.98605439935022, 40.68073036337819], [-73.98597344507908, 40.68085168522825], [-73.98607722471279, 40.68089175630862], [-73.9861581788436, 40.680770435286625]]]]}",False,False,B,False,Active,False,False,False,False,False
Q308-HANDBALL-1,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8246453403645, 40.758264295567066], [-73.82454364914553, 40.75829235900639], [-73.82459169364792, 40.75839336186151], [-73.82469338500321, 40.75836529747968], [-73.8246453403645, 40.758264295567066]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q131-SOFTBALL-2,104,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90610323555349, 40.7275663668096], [-73.90610241022111, 40.72755985095169], [-73.9058619389032, 40.72744093055334], [-73.90569108379908, 40.72735335398686], [-73.905685887413, 40.727354140377855], [-73.90561533068669, 40.7273648157348], [-73.90535409540811, 40.727685856204744], [-73.90537447750216, 40.72772767279729], [-73.90540299220615, 40.72776664055255], [-73.9054389743901, 40.727801851204944], [-73.90548158479156, 40.727832481893614], [-73.9055298301049, 40.72785781859298], [-73.90558258545023, 40.72787727144057], [-73.90563861803427, 40.72789038466275], [-73.90569662382119, 40.72789685461576], [-73.905755246476, 40.727896528000365], [-73.90581312114645, 40.727889414505384], [-73.90586889696544, 40.72787567962183], [-73.90592127138333, 40.72785564286981], [-73.90596902568842, 40.72782977242404], [-73.90601104396814, 40.727798670720546], [-73.90604634626733, 40.72776306457745], [-73.9060741087409, 40.72772378449893], [-73.90609368498755, 40.72768174488067], [-73.90610461790776, 40.7276379287102], [-73.9061066527658, 40.727593356959765], [-73.90610525614859, 40.72758232368132], [-73.90610323555349, 40.7275663668096]]]]}",False,False,Q,False,Active,True,False,False,False,False
B073-ZN28-BASEBALL-3,70,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96691548499012, 40.652746311187734], [-73.96691458595504, 40.65267326186561], [-73.96689832141954, 40.652601267130066], [-73.96686711498073, 40.65253218846588], [-73.96682177217085, 40.652467813620234], [-73.96676346510543, 40.652409807971814], [-73.96669370412411, 40.6523596712997], [-73.9666142916955, 40.65231869995099], [-73.96652728223285, 40.652287954412536], [-73.96643492772253, 40.652268228680335], [-73.96633961507067, 40.652260034934], [-73.96624381172909, 40.652263583710976], [-73.96614999357729, 40.65227878388599], [-73.96606058699254, 40.65230524265376], [-73.96597790736877, 40.65234227361471], [-73.96590409053098, 40.652388921066965], [-73.96584104661702, 40.65244397800101], [-73.9661984579145, 40.65298093059213], [-73.96626647808317, 40.652999557950814], [-73.96691548499012, 40.652746311187734]]]]}",False,False,B,False,Active,True,False,False,False,False
M042-ZN04-VOLLEYBALL-2,34,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92948095155148, 40.87418012018949], [-73.9295677607216, 40.87403410412608], [-73.92947157894523, 40.87400183762516], [-73.92938178031469, 40.874148758579366], [-73.92948095155148, 40.87418012018949]]]]}",False,False,M,False,Inactive,False,False,False,False,False
R038A-BASEBALL-2,122,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0986784993885, 40.576252790609104], [-74.09856639231559, 40.57627559178225], [-74.09850126684461, 40.5762987028772], [-74.09844076386898, 40.57632822621393], [-74.09838595969975, 40.57636363587187], [-74.09833783483381, 40.576404298851365], [-74.09829724799431, 40.576449490404144], [-74.09826491490671, 40.576498417464], [-74.0982318565552, 40.57658183163351], [-74.09876655121501, 40.57686251254053], [-74.09884465959107, 40.576854105603125], [-74.09921346514962, 40.576437412927], [-74.09915862430455, 40.57638266964112], [-74.09910693216098, 40.576344637354005], [-74.09904905388603, 40.576312197233506], [-74.09898602136938, 40.5762859292197], [-74.09891895844707, 40.57626630060941], [-74.09884906082118, 40.576253663372576], [-74.09875632547825, 40.57624803920356], [-74.0986784993885, 40.576252790609104]]]]}",False,False,R,False,Active,False,False,False,False,False
X205-SOCCER-1,50,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90833811580352, 40.877551883781564], [-73.9086006594671, 40.877221634604176], [-73.90826406320427, 40.87706271509169], [-73.90799610389014, 40.87739295919645], [-73.90833811580352, 40.877551883781564]]]]}",False,True,X,False,Inactive,False,False,False,False,False
X039-ZN01-BASEBALL-6,45,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82248295182117, 40.84779087288783], [-73.822653915674, 40.847893122185], [-73.82268888249749, 40.847896805827936], [-73.82273347669206, 40.84789090589101], [-73.82277272533562, 40.84787377847142], [-73.8227888224729, 40.847861604211005], [-73.82281153479875, 40.847831869673435], [-73.82281948592797, 40.847798029620535], [-73.82281755134929, 40.84778083982319], [-73.82280215621374, 40.84774851546056], [-73.82277312935479, 40.84772213862676], [-73.82273397240574, 40.84770489163489], [-73.82268941015712, 40.84769885377372], [-73.82266450143693, 40.84770063898438], [-73.82248295182117, 40.84779087288783]]]]}",False,False,X,False,Inactive,True,False,False,False,False
Q128-HOCKEY-1,102,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85367418969928, 40.68637494386908], [-73.85347172497681, 40.68594186364983], [-73.85314556225262, 40.68603659447497], [-73.85335171208756, 40.68646501619502], [-73.85367418969928, 40.68637494386908]]]]}",False,,Q,False,Inactive,False,False,False,False,False
M223-HANDBALL-3,30,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95279574053289, 40.82014581542547], [-73.9526989499403, 40.8201049382507], [-73.9526169004686, 40.820217263096154], [-73.95271428407516, 40.820259494028164], [-73.95279574053289, 40.82014581542547]]]]}",False,False,M,False,Active,False,False,False,False,False
R005-ZN01-BASEBALL-1,120,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11300632649449, 40.61400246311656], [-74.11299416229532, 40.614048629516276], [-74.11299095323464, 40.61409565341407], [-74.11299676853622, 40.61414253246192], [-74.11301148362757, 40.61418826540082], [-74.11303478608728, 40.61423187636905], [-74.1130661768602, 40.614272435613316], [-74.113104985647, 40.614309076584156], [-74.11315038630178, 40.614341017533974], [-74.11320140867595, 40.61436757771547], [-74.11325696463736, 40.61438818996415], [-74.1133158681827, 40.6144024141869], [-74.11337686381611, 40.6144099472406], [-74.1134386478294, 40.61441062741414], [-74.11349990258499, 40.61440444159888], [-74.11355932132635, 40.614391520761714], [-74.11361563536035, 40.61437214081861], [-74.11358690922432, 40.61398451260474], [-74.11352896151874, 40.613948477839756], [-74.11300632649449, 40.61400246311656]]]]}",False,False,R,False,Active,True,False,False,False,False
B022-HANDBALL-1,90,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95559072249637, 40.70036869272447], [-73.95551845906759, 40.70030548128432], [-73.95540727178219, 40.70037959633751], [-73.95547953636914, 40.70044280784732], [-73.95559072249637, 40.70036869272447]]]]}",False,False,B,False,Active,False,False,False,False,False
B169B-HANDBALL-2,60,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99192158274782, 40.57178895480207], [-73.99181136609928, 40.571799951409616], [-73.99183325105541, 40.57191858628387], [-73.99194346907726, 40.57190758785445], [-73.99192158274782, 40.57178895480207]]]]}",False,False,B,False,Active,False,False,False,False,False
B343-HANDBALL-2,73,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90607495751364, 40.65593717484581], [-73.90594397041485, 40.65595674051181], [-73.90596424020036, 40.656037782040976], [-73.90609522626865, 40.65601821725163], [-73.90607495751364, 40.65593717484581]]]]}",False,False,B,False,Active,False,False,False,False,False
B007-HANDBALL-6,62,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00126635222696, 40.59803989628607], [-74.00114355974341, 40.59795493598214], [-74.00106197627503, 40.59802141243168], [-74.00118716705617, 40.59810718596922], [-74.00126635222696, 40.59803989628607]]]]}",False,False,B,False,Active,False,False,False,False,False
R042-BASKETBALL-1,120,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.06837249490124, 40.614621160317505], [-74.0682379522341, 40.614467626652186], [-74.06809361145979, 40.614538750766016], [-74.06822688306337, 40.614696379122925], [-74.06837249490124, 40.614621160317505]]]]}",False,False,R,False,Active,False,False,False,False,False
B274-HANDBALL-2,69,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88747445387828, 40.634644092242404], [-73.88736587188076, 40.63454839575342], [-73.887271847115, 40.63461160114838], [-73.8873783310608, 40.634707917029196], [-73.88747445387828, 40.634644092242404]]]]}",False,False,B,False,Active,False,False,False,False,False
B243-HANDBALL-4,84,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98244576022195, 40.698089407571175], [-73.98235598364788, 40.69808570804642], [-73.98234815849791, 40.6982092427283], [-73.9824379328715, 40.69821294225875], [-73.98244576022195, 40.698089407571175]]]]}",False,False,B,False,Active,False,False,False,False,False
B382A-BASEBALL-1,90,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96745604493863, 40.70624129260153], [-73.96734379947465, 40.70625524575459], [-73.9672338514434, 40.706287156550346], [-73.96742816945435, 40.70677374899756], [-73.96752724773968, 40.70678380328405], [-73.96807707409734, 40.70665916691605], [-73.96802083923201, 40.706509566461136], [-73.96798773994188, 40.706458442433245], [-73.96794615561389, 40.70641104415018], [-73.96789678522197, 40.70636817145192], [-73.96784049815383, 40.70633057919995], [-73.96777824431551, 40.70629889890861], [-73.96769803943107, 40.70626969715784], [-73.96764016864186, 40.706255329453], [-73.96756672016491, 40.70624419016682], [-73.96745604493863, 40.70624129260153]]]]}",False,False,B,False,Active,True,False,False,False,False
M010-ZN34-TENNIS-25,22,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96226125908157, 40.789765770227525], [-73.96221223026825, 40.78955719549685], [-73.96208525720297, 40.789575053049624], [-73.96213735622324, 40.789784405974615], [-73.96226125908157, 40.789765770227525]]]]}",False,False,M,False,Active,False,False,True,False,False
M184-BASKETBALL-1,20,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98702739283206, 40.773681394982475], [-73.98696478205672, 40.77351947120019], [-73.98682731755, 40.77354647425497], [-73.98689287688534, 40.773711456554395], [-73.98702739283206, 40.773681394982475]]]]}",False,False,M,False,Active,False,False,False,False,False
Q085-VOLLEYBALL-1,115,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88423966319034, 40.76280642485576], [-73.88420884845497, 40.76264539888778], [-73.8840977740013, 40.7626587974741], [-73.88412562764657, 40.76281981959304], [-73.88423966319034, 40.76280642485576]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q031-HANDBALL-2,108,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91076124494238, 40.74730330966104], [-73.91060499378744, 40.7472860734631], [-73.9105861515139, 40.74738339281426], [-73.91074240170693, 40.74740062993709], [-73.91076124494238, 40.74730330966104]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q012-ZN01-TENNIS-2,111,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.7690787984045, 40.77184927373257], [-73.76895272825891, 40.77187332386358], [-73.76902484299833, 40.772078876611495], [-73.76915016737324, 40.77205479699176], [-73.7690787984045, 40.77184927373257]]]]}",False,False,Q,False,Active,False,False,True,False,False
X092-ZN02-BASKETBALL-3,50,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8985682664383, 40.88794866416442], [-73.898672774534, 40.8879779884361], [-73.89871994564503, 40.88788188132834], [-73.89861563616601, 40.88785156223602], [-73.8985682664383, 40.88794866416442]]]]}",False,False,X,False,Removed,False,False,False,True,False
X344-TENNIS-9,44,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93168007621892, 40.823978295341924], [-73.93166289670947, 40.82376396622575], [-73.93152990367854, 40.823769551454326], [-73.93154956664553, 40.82398577130503], [-73.93168007621892, 40.823978295341924]]]]}",False,False,X,False,Active,False,False,True,False,False
B111A-HANDBALL-6,78,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9856995892787, 40.67343089107021], [-73.9856299494104, 40.67339710047072], [-73.98555809563024, 40.67348294477937], [-73.98562773318633, 40.673516735421714], [-73.9856995892787, 40.67343089107021]]]]}",False,,B,False,Inactive,False,False,False,False,False
B105-HANDBALL-1,79,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96060622785878, 40.69440601475514], [-73.9606218441836, 40.69447752892155], [-73.9607470456428, 40.69446099955483], [-73.96073183920412, 40.69439037705288], [-73.96060622785878, 40.69440601475514]]]]}",False,False,B,False,Active,False,False,False,False,False
M186-HANDBALL-5,32,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93481349499649, 40.818540471234975], [-73.93473187032757, 40.81850627552299], [-73.9346507478903, 40.818614951045994], [-73.93473376347644, 40.818649909422305], [-73.93481349499649, 40.818540471234975]]]]}",False,False,M,False,Active,False,False,False,False,False
Q020-ZN04-TENNIS-12,75,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8872699514618, 40.684010886583586], [-73.88716558614479, 40.68406039004225], [-73.88731323098686, 40.68424077813037], [-73.88741759884253, 40.68419127454117], [-73.8872699514618, 40.684010886583586]]]]}",False,,B,False,Inactive,False,False,True,False,True
Q314-BASKETBALL-3,107,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79625695269661, 40.73420475205361], [-73.79620097205925, 40.73413424478737], [-73.79608841999797, 40.73418601399901], [-73.79614550270068, 40.73425652236996], [-73.79625695269661, 40.73420475205361]]]]}",False,False,Q,False,Active,False,False,False,False,False
X041-SOCCER-1,40,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92504363590982, 40.80524988206385], [-73.92478646718523, 40.80514067857372], [-73.92458446984034, 40.80541314018196], [-73.92458495430657, 40.80541334851409], [-73.92483956400788, 40.80552040489169], [-73.92504363590982, 40.80524988206385]]]]}",False,False,X,False,Active,False,False,False,False,False
M233-HANDBALL-1,20,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98380659401613, 40.777049317397314], [-73.98367078577454, 40.7769922018781], [-73.98362005180057, 40.7770619538963], [-73.98375585895589, 40.777119071275514], [-73.98380659401613, 40.777049317397314]]]]}",False,False,M,False,Active,False,False,False,False,False
B145-BASKETBALL-4,78,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98534428027088, 40.68020933029886], [-73.98542630493199, 40.68008473024469], [-73.98514841531188, 40.67997628539125], [-73.9850651388484, 40.680100647350784], [-73.98534428027088, 40.68020933029886]]]]}",False,False,B,False,Active,False,False,False,True,False
B054-ZN01-NETBALL-1,77,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92655563889961, 40.6664273856141], [-73.92619697655098, 40.666409573496416], [-73.92618453524936, 40.666541130019354], [-73.92654420734344, 40.66656085101349], [-73.92655563889961, 40.6664273856141]]]]}",False,False,B,False,Active,False,False,False,False,True
Q346-BASEBALL-1,111,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.72803892593703, 40.75681989151114], [-73.72804388071584, 40.756762182355544], [-73.72802485493031, 40.75670618968716], [-73.72798375718442, 40.756657529075234], [-73.72792470881998, 40.75662108198648], [-73.7278536338011, 40.756600504049], [-73.72777766099159, 40.75659785984596], [-73.72770440976022, 40.75661341321762], [-73.7276412298239, 40.75664560565485], [-73.72772501645811, 40.7568692444276], [-73.7277594714808, 40.75688204915721], [-73.72803892593703, 40.75681989151114]]]]}",False,False,Q,False,Active,True,False,False,False,False
Q334-HANDBALL-3,109,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79835836354337, 40.77839327918848], [-73.79845992428424, 40.778401000386324], [-73.79847400476932, 40.778292910432086], [-73.79837135616933, 40.77828654440324], [-73.79835836354337, 40.77839327918848]]]]}",False,False,Q,False,Active,False,False,False,False,False
B017-BASEBALL-1,83,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9125440010957, 40.695692897144596], [-73.91248232660875, 40.695726029664556], [-73.91242770093386, 40.69576568632879], [-73.91238130478794, 40.695811009857294], [-73.91234413922082, 40.69586102036362], [-73.91231700783807, 40.6959146378533], [-73.91230049902379, 40.695970703821416], [-73.91229496697477, 40.69602800645194], [-73.91230053284804, 40.696085305832334], [-73.91233092802408, 40.69617160353632], [-73.91238627751777, 40.69625039284275], [-73.91268638494088, 40.69642292776082], [-73.91307140773625, 40.696036611889056], [-73.91306124161783, 40.69598075529504], [-73.9125440010957, 40.695692897144596]]]]}",False,False,B,False,Active,True,False,False,False,False
B167A-HANDBALL-2,90,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95913029452001, 40.709854461306804], [-73.95904045507426, 40.70982153730954], [-73.95897411374001, 40.70992604770704], [-73.95906395329325, 40.709958972656175], [-73.95913029452001, 40.709854461306804]]]]}",False,False,B,False,Closed Temporarily,False,False,False,False,False
B021-HANDBALL-3,88,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98020402349866, 40.69785524560932], [-73.98009265301397, 40.697852066501966], [-73.98008750910066, 40.69797303773964], [-73.98019887860397, 40.697976216851714], [-73.98020402349866, 40.69785524560932]]]]}",False,False,B,False,Active,False,False,False,False,False
B021-SOCCER-1,88,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97899724295883, 40.69738113527348], [-73.97960732605368, 40.69739584679657], [-73.97964759139863, 40.69661009377108], [-73.97904490735642, 40.69659317664992], [-73.97899724295883, 40.69738113527348]]]]}",False,True,B,False,Active,False,True,False,False,False
X039-ZN01-TENNIS-2,45,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82275660611238, 40.84989648046516], [-73.82263663424175, 40.84993894344601], [-73.82275596997064, 40.85013521202598], [-73.82287751294785, 40.85009203634244], [-73.82275660611238, 40.84989648046516]]]]}",False,False,X,False,Active,False,False,True,False,False
B285-TRACK-1,67,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92346050202121, 40.64366889852042], [-73.92295487419211, 40.64369973503047], [-73.92294237959985, 40.64370358808222], [-73.92293079842555, 40.64370884205107], [-73.9229203991727, 40.64371537554721], [-73.92291142555273, 40.643723037447266], [-73.9229040846611, 40.6437316486872], [-73.92289854696757, 40.643741010366966], [-73.92289494040514, 40.64375090374671], [-73.92292040638803, 40.64399261007486], [-73.92292436472141, 40.64400160710645], [-73.92293012071063, 40.64401002090611], [-73.92293753390766, 40.64401764696188], [-73.92294642128759, 40.644024295141286], [-73.92295656432619, 40.64402980320432], [-73.92296771254874, 40.64403403500464], [-73.92297959416187, 40.64403688770073], [-73.92299191369199, 40.644038289053064], [-73.923492710884, 40.644007672494574], [-73.92350547942124, 40.644005161337844], [-73.92351749910267, 40.644001029648955], [-73.92352841867, 40.64399539696347], [-73.92353791755039, 40.64398842876402], [-73.92354571650486, 40.643980329282954], [-73.92355158945782, 40.64397133520667], [-73.92355536350291, 40.64396171027249], [-73.92355692837141, 40.64395173626955], [-73.92353189864578, 40.643714205176664], [-73.92352824656375, 40.64370510210822], [-73.92352267389097, 40.643696582198935], [-73.92351533405005, 40.64368887788437], [-73.92350642659346, 40.643682200918725], [-73.92349619721293, 40.64367673427034], [-73.92348492355897, 40.643672626709204], [-73.92347291642515, 40.643669991006604], [-73.92346050202121, 40.64366889852042]], [[-73.92345931073697, 40.64369226077957], [-73.92346662626794, 40.64369229446497], [-73.92347382959322, 40.643693267315996], [-73.923480713857, 40.64369515127905], [-73.92348708287332, 40.643697892192456], [-73.9234927546706, 40.64370141159018], [-73.92349756621853, 40.64370560850577], [-73.92350138051594, 40.64371036397978], [-73.92350408659127, 40.643715541059656], [-73.9235056089526, 40.643720991109745], [-73.92350591886667, 40.64372393421034], [-73.92351440356416, 40.64380445791384], [-73.92352987957598, 40.643951322058264], [-73.92352851155982, 40.64395767160492], [-73.9235257878302, 40.643963761801146], [-73.92352178305681, 40.6439694270012], [-73.92351660736455, 40.643974511488416], [-73.92351040277813, 40.643978877577915], [-73.92350333849375, 40.64398240471251], [-73.9234956073243, 40.64398499666485], [-73.92348742096962, 40.64398658243462], [-73.92298910677864, 40.64401704844524], [-73.92298131358324, 40.64401599952526], [-73.92297385726015, 40.64401398007152], [-73.9229669446355, 40.644011045154144], [-73.9229607671339, 40.64400727774924], [-73.9229554972416, 40.644002780631595], [-73.92295127904426, 40.64399767997045], [-73.92294823178301, 40.6439921172272], [-73.92292646683507, 40.643785550717055], [-73.92292309077483, 40.643753511608274], [-73.92292503001734, 40.64374702287116], [-73.92292840052481, 40.64374088269339], [-73.922933100416, 40.64373527291133], [-73.9229389935442, 40.6437303591289], [-73.92294590359027, 40.64372628711185], [-73.92295362707452, 40.643723176492614], [-73.92345931073697, 40.64369226077957]]]]}",False,False,B,False,Active,False,False,False,False,False
X222-BASKETBALL-1,42,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90382206381395, 40.83539902953507], [-73.90354400172892, 40.83529251735976], [-73.90347329962103, 40.83540189440322], [-73.90375136122532, 40.83550897675932], [-73.90382206381395, 40.83539902953507]]]]}",False,False,X,False,Active,False,False,False,True,False
M144-01-BASKETBALL-2,9,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9724841870259, 40.72474481864449], [-73.97230843490526, 40.724700401217895], [-73.97221203907692, 40.724924937968375], [-73.97238857474144, 40.72496786718688], [-73.9724841870259, 40.72474481864449]]]]}",False,False,M,False,Active,False,False,False,True,False
X080-BASKETBALL-2,50,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92049913389725, 40.881251704946585], [-73.92043541246633, 40.881092050609304], [-73.92027151861153, 40.88113080703049], [-73.92033511172761, 40.881289323153226], [-73.92049913389725, 40.881251704946585]]]]}",False,False,X,False,Active,False,False,False,True,False
Q106-HANDBALL-3,113,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.75805132468605, 40.699378253111995], [-73.75800924480843, 40.699281816681186], [-73.7579027250693, 40.69930859103074], [-73.75794411100962, 40.69940449653791], [-73.75805132468605, 40.699378253111995]]]]}",False,False,Q,False,Active,False,False,False,False,False
Q360M-BASKETBALL-3,104,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.895702544133, 40.724812668723594], [-73.89568236456238, 40.724738169278886], [-73.89552049521178, 40.72476354656005], [-73.8955406746092, 40.724838046032886], [-73.895702544133, 40.724812668723594]]]]}",False,False,Q,False,Active,False,False,False,False,False
M107-ZN08-SOCCER-1,25,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9250283953887, 40.7848584360917], [-73.92560806011603, 40.78456365790717], [-73.92500795357743, 40.78388701289228], [-73.92442364529096, 40.78418418217739], [-73.9250283953887, 40.7848584360917]]]]}",False,False,M,False,Active,False,False,False,False,False
X203-BASKETBALL-2,43,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84966785654478, 40.81946269357466], [-73.84980060216094, 40.81952243718899], [-73.84988978093239, 40.8194097047553], [-73.84975920670139, 40.81934799558372], [-73.84966785654478, 40.81946269357466]]]]}",False,False,X,False,Active,False,False,False,False,False
M235-BASKETBALL-4,7,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98398390481066, 40.714166456240285], [-73.98397237803782, 40.714072078440175], [-73.98387505388969, 40.71407939680533], [-73.98388546721142, 40.714172412887514], [-73.98398390481066, 40.714166456240285]]]]}",False,False,M,False,Active,False,False,False,False,False
X039-ZN17-HANDBALL-7,45,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.79200171046186, 40.86942748374013], [-73.79193495331171, 40.869377252859756], [-73.79182708490812, 40.86946080398725], [-73.79189565321107, 40.8695103511209], [-73.79200171046186, 40.86942748374013]]]]}",False,False,X,False,Active,False,False,False,False,False
Q300A-ZN01-BASEBALL-1,111,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.78998329306081, 40.745183207497995], [-73.78992899017685, 40.7451693306765], [-73.7892353713321, 40.74538851263554], [-73.78927589389885, 40.7454643610258], [-73.78933450912115, 40.74554713409141], [-73.78942935937931, 40.74562653523421], [-73.78953335568596, 40.74568183557555], [-73.78966001010676, 40.74573029191086], [-73.78976408780287, 40.745758036612465], [-73.7898682246452, 40.74576855819055], [-73.78997691707139, 40.74576875644065], [-73.790094714258, 40.74575519429295], [-73.79027599917262, 40.745714191167366], [-73.78998329306081, 40.745183207497995]]]]}",False,False,Q,False,Active,True,False,False,False,False
X344-TENNIS-12,44,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93165169072986, 40.823647620907366], [-73.93163451139715, 40.823433291775196], [-73.9315015190247, 40.82343887697132], [-73.93152118180178, 40.82365509683875], [-73.93165169072986, 40.823647620907366]]]]}",False,False,X,False,Active,False,False,True,False,False
B221-BASKETBALL-1,88,False,"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96341948249155, 40.697602429485], [-73.9632436090697, 40.69763118174549], [-73.96330014927511, 40.697831387302756], [-73.96347565829352, 40.697803526348096], [-73.96341948249155, 40.697602429485]]]]}",False,False,B,False,Active,False,False,False,True,False
