uid,address,nta2020,capacity,opname,nta2010,optype,city,addressnum,council,zipcode
055370bdd27ce203f10123dcea752da8,992 GATES AVENUE,BK0302,0,"Good Samaritan Fulton Day Care Center, Inc.",BK35,Non-public,BROOKLYN,992,41,11221.0
049,BOHEMIAN NATIONAL HALL,,0,Bohemian Benevolent and Literary Assocation of the City of New York,,Non-public,NEW YORK,,0,10021.0
04d37c22b11f4f696a8e6ada72b68f83,3200 JEROME AVENUE,BX0702,0,Qsac Inc Day School Bronx,BX05,Non-public,BRONX,3200,11,10468.0
039dea1bca97d85c5a6974e8fa8ff87d,259 WEST 152 STREET,MN1002,0,"hoops by the river,Inc.",MN03,,NEW YORK,259,9,10039.0
01a2c22bcda80480abf264015b104dc7,5411 AMBOY ROAD,SI0304,0,Our Lady Star Of The Sea School,SI01,Non-public,STATEN ISLAND,5411,51,10312.0
037171666d894f67a9f96f1aa11cd663,1616 STILLWELL AVENUE,BX1102,99,Little Richie Bus Service,BX49,Non-public,BRONX,1616,13,10461.0
002dbff28913a333eccec060f70b8b72,137 EAST 25 STREET,MN0602,0,"Global Kids, Inc.",MN21,,NEW YORK,137,2,10010.0
04149d0f71d9606841261c96c61de5c6,2923 WEST 28 STREET,BK1302,0,St Vincent's Services Inc,BK21,,BROOKLYN,2923,47,11224.0
0655ab7da88b164ee1332863289080b2,,MN0603,0,Department of Sanitation,MN20,,NEW YORK,,4,10016.0
00538d0b3d13d3a37e1bc23b03a9981c,150-03 BAYSIDE AVENUE,QN0704,0,The Corner School,QN51,Non-public,FLUSHING,150-03,19,11354.0
052f4a21504e3be0850db5a242360474,570 JAMAICA AVENUE,BK0501,0,YMCA Community Market – North Brooklyn YMCA,BK83,Non-public,BROOKLYN,570,37,11208.0
02694d9fd9968a46b2ee0b7416585b77,3677 NOSTRAND AVENUE,BK1503,0,NYC Housing Authority,BK17,Public,BROOKLYN,3677,46,11229.0
006b8603543da11106f7416600c67036,5402 NEW UTRECT AVE,,0,Masbia of Boro Park,,Non-public,BROOKLYN,,0,11219.0
0488af06a7b6f31566a0d2198dc17610,34 WEST 134 STREET,MN1002,0,"Central Harlem Senior Citizen's Centers, Inc.",MN03,,NEW YORK,34,9,10037.0
05d485209c5c2f1830fdad876688ba63,155 PLYMOUTH STREET,BK0202,0,"Artists in Residence, Inc.",BK38,Non-public,BROOKLYN,155,33,11201.0
02A,1062 UTICA AVE,BK1703,0,E & L Motors Corp.,BK91,Non-public,BROOKLYN,,45,11203.0
0276f679ea32af0c3cf96cf50b4b198f,1085 WASHINGTON AVENUE,BX0301,0,DREAMYARD PROJECT INC,BX35,,BRONX,1085,16,10456.0
015d06f457172434f245b3a6a0334e25,429 12TH ST,BK0602,0,Stellar Parking Llc,BK37,Non-public,BROOKLYN,,39,11215.0
049fb6b5f5287534d29c6668711964a0,1720 CHURCH AVENUE,BK1401,0,CAMBA INC,BK42,,BROOKLYN,1720,40,11226.0
038c22b677a92c0ddb6de489b231db61,39-27 28 STREET,QN0105,0,Growing Up Green Charter School,QN68,Non-public,LONG ISLAND CITY,39-27,26,11101.0
05331e99ba7f102d4c10409880403e11,1825 ATLANTIC AVENUE,BK0302,0,New York Center For Child Development,BK61,Non-public,BROOKLYN,1825,41,11233.0
023acfef1b1dfae8870c416 775026886,960 SOUTHERN BOULEVARD,BX0202,0,Urban Health Plan Inc,BX27,Non-public,BRONX,960,17,10459.0
05f8413762086a9c6860f37464c16f00,565 BARBEY STREET,BK0502,0,East New York Farms,BK82,,BROOKLYN,565,42,11207.0
01d716e4169626b3fa5c603e369d48d1,141 HINSDALE STREET,BK0502,80,Allied Transit Corp.,BK85,Non-public,BROOKLYN,141,37,11207.0
0061207d19a4e48ebb6070eee345ff67,60-05 WOODHAVEN BOULEVARD,QN0601,0,JEWISH INSTITUTE OF QUEENS,QN18,,ELMHURST,60-05,30,11373.0
050,111 EAST 87 STREET,MN0802,0,1065 Park Avenue Garage Llc,MN40,Non-public,NEW YORK,,4,10128.0
033d51f3e5226aa56bab386f85cfcde2,,SI0204,0,NYC Department of Parks and Recreation,SI05,Public,STATEN ISLAND,,50,
0232c0d6ce914deca243c0149890399c,1180 E 214TH ST,BX1201,0,Young Adult Inst Ny League,BX44,Non-public,BRONX,,12,10469.0
0369e5bd2e12a4822ff56965004b633c,166 NORFOLK STREET,MN0302,0,"PS, The Short Film Exhibition Inc.",MN27,Non-public,NEW YORK,166,2,10002.0
0487f6d3b12aaf3612e48bf5d4992171,170 PARK ROW,MN0301,0,170 Park Row Parking Corp,MN27,Non-public,NEW YORK,,1,10007.0
00a374f576553cf83c6851c93a7244b3,2200 ADAM C POWELL BOULEVARD,MN1002,0,NYC Department of Parks and Recreation,MN03,Public,NEW YORK,2200,9,10027.0
03b0cb573e612142e1e1806efecddc55,244 WEST 144 STREET,MN1002,346,Harlem Village Academy North Charter School,MN03,Non-public,NEW YORK,244,9,10030.0
027dc0885a79465b9479bc79faa61bd1,732 4TH AVENUE,,0,"Poetry Society of New York, Inc.",,Non-public,BROOKLYN,,0,11232.0
034bb37f67d8fa4ea2175de592b758a3,150 AMSTERDAM AVENUE,MN0701,0,200 West 67th Street Garage Llc,MN14,Non-public,NEW YORK,,6,10023.0
049e8eddd2d3d52e18eacba988df50d0,21-12 30 ROAD,QN0102,0,Variety Boys And Girls Club Of Queens,QN71,Non-public,ASTORIA,21-12,22,11102.0
000b9298994b20f4ce8d93c43b13150c,231 MALTA STREET,BK0503,241,Pride Transportation (Sch Age),BK82,Non-public,BROOKLYN,231,42,11207.0
00272e16ae649333dd5acb110101b36a,,MN0101,0,,MN25,,NEW YORK,,1,10005.0
05eb5dfa38a0e5ce40d8cefabc0cc2f9,,,0,"FUND FOR THE CITY OF NEW YORK, INC.",,,,,0,
051f1c49a91c3d7d1994d28f3c40d9d1,432 EAST 149 STREET,BX0101,0,URBAN YOUTH ALLIANCE INTERNATIONAL INC,BX39,,BRONX,432,17,10455.0
0005d3c51109b7d8d06a3942c267b95a,1396 COMMERCE AVE,BX1001,100,G.V.C. Ltd. (B2192),BX59,Non-public,BRONX,,18,10461.0
03dff10d3db2c000be5edbe59ca59224,5141 BROADWAY,MN1292,0,Sp Plus Corporation,MN99,Non-public,NEW YORK,,10,10034.0
05f954f88771dfca327d190512551690,900 ROGERS AVENUE,BK1701,0,MIDWOOD DEVELOPMENT CORP,BK95,,BROOKLYN,900,40,11226.0
041f6450a828bf49572ba10f0f87423e,137 BELMONT AVENUE,BK1602,0,Fort Greene Council,BK81,Non-public,BROOKLYN,137,41,11212.0
03c6b75fc68189e621bbce4efe60fc88,1865 MORRIS AVENUE,BX0502,0,COMMUNITY ASSOCIATION OF PROGRESSIVE DOMINICIANS INC,BX41,,BRONX,1865,14,10453.0
03eb4d7e3eb7c6a7d6b43fdee98da19d,1846 RANDALL AV ENUE,BX0902,0,Holy Cross School,BX09,Non-public,BRONX,1846,18,10473.0
0374629f65ada65c797521a85393a67b,,QN0102,130,All American School Bus Corp.,QN71,Non-public,ASTORIA,,22,11102.0
05df162b59d159735ca744541d6416d6,54-25 SKILLMAN AVENUE,QN0203,0,"Woodside On The Move, Inc.",QN63,,WOODSIDE,54-25,26,11377.0
055b3dddd6dceb134713600f6c1a38fe,,MN0702,0,,MN12,,NEW YORK,,6,10023.0
014b8d8d4dfcca4a2db60ac38d290a4c,14-02 124 STREET,QN0701,0,"Association For The Advancement Of Blind And Retarded, Inc.",QN23,Non-public,COLLEGE POINT,14-02,19,11356.0
043e986117ce6c9ac187507b3142cb9d,,QN1303,0,NYC Department of Parks and Recreation,QN34,Public,QUEENS VILLAGE,,27,11429.0
065cc7841666c4037b4c5a6433b8e7ff,45-45 42 STREET,QN0202,413,NYC Department of Education,QN31,Public,SUNNYSIDE,45-45,26,11104.0
0379d7135ac7bc5b5614c8e6fcd71b94,375 LAFAYETTE ST,MN0202,0,Edison Ny Parking Llc,MN23,Non-public,NEW YORK,,2,10012.0
04eb0966a9d48fb680bade871d22365b,2515 AVENUE L,BK1403,659,NYC Department of Education,BK43,Public,BROOKLYN,2515,45,11210.0
01dfe4147ffd66ff21e57b479c164fb4,,BK1801,0,NYC Department of Parks and Recreation,BK58,Public,BROOKLYN,,45,11234.0
001f05131cec6b8bdc655e1a08aca598,,BK0202,0,,BK38,,BROOKLYN,,33,11217.0
03d9cdf5a1abe36df0905e4fb3b19ac5,217-21 MERRICK BOULEVARD,QN1305,0,"Kidz World Early Childhood Center,Inc.",QN66,Non-public,SPRINGFIELD GARDENS,217-21,31,11413.0
0217f4003d1edd6b4ac9aed52bd7f00a,155 EAST 55 STREET,MN0604,0,155 East 55th Street Parking Corp,MN19,Non-public,NEW YORK,,4,10022.0
009f80322027c5a38e1697dde91d818f,SH AVENUE,BK0801,0,Brooklyn Center For Psychotherapy Inc.,BK64,Non-public,BROOKLYN,300,39,11217.0
045ad08a682437afe09260ca454ab6ba,1886 NOSTRAND AVENUE,BK1701,0,Friends Of Crown Heights #5,BK95,Non-public,BROOKLYN,1886,45,11226.0
019b5b7228141f9b86ea897c5bc646e5,321 EAST 5 STREET,MN0303,0,NYC Police Department,MN22,Public,NEW YORK,321,2,10003.0
0567dc48d9499de5e82211009c31626b,143 EAST 8 STREET,MN0202,0,id Theatre Inc,MN23,Non-public,NEW YORK,143,2,10003.0
0690d2918cd3a6759046e339d97b7416,40-24 62 STREET,QN0203,0,Joseph Bulova School,QN63,Non-public,WOODSIDE,40-24,26,11377.0
04e746277ffd1c0b536238883d30da3b,2345 3 AVENUE,MN1102,0,King'S Academy (The),MN34,Non-public,NEW YORK,2345,8,10035.0
009f86fe1380c1e70f52735bc32bd9a5,564 WALTON AVENUE,BX0401,0,Fountain House Inc.,BX63,Non-public,BRONX,564,8,10451.0
011f2339311a8d295f8b7a870fc2f47e,431 AVENUE P,BK1204,0,NESHAMA PRESCHOOL,BK46,Non-public,BROOKLYN,431,44,11223.0
