objectid,boroughcod,bphys_id,within_bnd,the_geom,nonped,accessible,created_da
756,4,14392,,"{'type': 'LineString', 'coordinates': [[-73.76715706695299, 40.59671223850862], [-73.76717720125637, 40.59662318126793], [-73.7672144355283, 40.596535879026725], [-73.7672681341115, 40.59645316642544], [-73.76733661073011, 40.59637765164898], [-73.76742090655303, 40.59630520398601]]}",,,2007-11-29T00:00:00.000Z
581,5,98347,,"{'type': 'LineString', 'coordinates': [[-74.09971032242973, 40.6356568341718], [-74.10285234679318, 40.636197358612606]]}",,,2007-11-29T00:00:00.000Z
699,3,70419,,"{'type': 'LineString', 'coordinates': [[-73.93060562882454, 40.64437075351819], [-73.93035927428896, 40.64207270671153]]}",,,2007-11-29T00:00:00.000Z
975,1,89921,,"{'type': 'LineString', 'coordinates': [[-73.94901002959966, 40.77334178127832], [-73.94665626973149, 40.77235082881479]]}",,,2007-11-29T00:00:00.000Z
291,4,13478,,"{'type': 'LineString', 'coordinates': [[-73.85335046486635, 40.74679507086177], [-73.85301192521125, 40.74615466660719]]}",,,2007-11-29T00:00:00.000Z
404,3,93792,,"{'type': 'LineString', 'coordinates': [[-73.94935578717045, 40.69612159280907], [-73.94649028002199, 40.69645272056219]]}",,,2007-11-29T00:00:00.000Z
799,5,35098,,"{'type': 'LineString', 'coordinates': [[-74.11845939733377, 40.62526898910408], [-74.1184296154641, 40.62524424963971], [-74.11839944800272, 40.6252197834692], [-74.11836889693505, 40.62519559427584], [-74.11833796820399, 40.625171685571296], [-74.1183066653346, 40.62514806137238], [-74.11827499338875, 40.625124724353974], [-74.11824295720955, 40.62510167786142], [-74.11821056098226, 40.62507892624584], [-74.11817780910725, 40.625056471177714], [-74.11814470620921, 40.62503431684022], [-74.11811125757059, 40.62501246641065], [-74.11807746781453, 40.62499092323458], [-74.11804334200183, 40.6249696894843], [-74.11800888497605, 40.62494876884027], [-74.11797410048017, 40.6249281643138], [-74.1179389953354, 40.62490787891317], [-74.11790357372351, 40.62488791514671], [-74.11786784070758, 40.62486827652703], [-74.11783180134854, 40.62484896539411], [-74.11779546070825, 40.62482998459041], [-74.11775882472736, 40.624811336622535], [-74.11772189802797, 40.62479302433343], [-74.11768468611153, 40.62477505056519], [-74.11764719381964, 40.62475741799305], [-74.11760942753205, 40.62474012878809], [-74.11757139187046, 40.62472318562577], [-74.11753309299498, 40.624706590844916], [-74.11749453530709, 40.62469034695374], [-74.11745572562566, 40.62467445578778], [-74.11741666791292, 40.62465892019077], [-74.11737736942861, 40.62464374266797], [-74.11733783523137, 40.62462892438667], [-74.11729807060324, 40.62461446852429], [-74.11725808170247, 40.62460037641453], [-74.11721787380901, 40.62458665006213], [-74.11717745330357, 40.624573292308355], [-74.11713682590407, 40.62456030415231], [-74.11709599666989, 40.62454768726393], [-74.11705497220252, 40.62453544498684], [-74.11701375821801, 40.62452357731501]]}",,,2007-11-29T00:00:00.000Z
110,3,44148,,"{'type': 'LineString', 'coordinates': [[-73.9481322539088, 40.70000627281648], [-73.94748622374837, 40.70046352096396]]}",,,2007-11-29T00:00:00.000Z
172,2,102718,,"{'type': 'LineString', 'coordinates': [[-73.84143202021154, 40.84169146203044], [-73.8419939741904, 40.8424765726085]]}",,,2007-11-29T00:00:00.000Z
198,5,100777,,"{'type': 'LineString', 'coordinates': [[-74.13994675436608, 40.5710361978561], [-74.14151507580662, 40.57085492730561]]}",,,2007-11-29T00:00:00.000Z
578,4,6746,,"{'type': 'LineString', 'coordinates': [[-73.7658351470197, 40.67325657326923], [-73.765191010128, 40.673350967236345]]}",,,2007-11-29T00:00:00.000Z
622,4,76201,,"{'type': 'LineString', 'coordinates': [[-73.9429869626874, 40.75173887272865], [-73.94302298068733, 40.751701105206685]]}",,,2007-11-29T00:00:00.000Z
25,2,145885,,"{'type': 'LineString', 'coordinates': [[-73.91039467071218, 40.88023865914276], [-73.91049601916049, 40.88044182395513]]}",,,2012-05-30T00:00:00.000Z
466,4,97101,,"{'type': 'LineString', 'coordinates': [[-73.77655169487683, 40.59561132939115], [-73.77666923507046, 40.59662334321936]]}",,,2007-11-29T00:00:00.000Z
1047,5,63092,,"{'type': 'LineString', 'coordinates': [[-74.10834670239717, 40.62580456160859], [-74.10923474428458, 40.62570079224225]]}",,,2007-11-29T00:00:00.000Z
384,3,67758,,"{'type': 'LineString', 'coordinates': [[-74.01611352638395, 40.60290548401926], [-74.0160186719854, 40.60288424855926], [-74.01583289448193, 40.60284265722817], [-74.01495675046388, 40.60260156067047], [-74.01425797452771, 40.60241194506328], [-74.01371816494269, 40.602265462338735], [-74.01325251178035, 40.60213909985191], [-74.0128275899896, 40.60200393817293], [-74.01258767500055, 40.60192762369738], [-74.01251740739954, 40.6019016782655], [-74.01177854590539, 40.60162885328861]]}",V,,2007-11-29T00:00:00.000Z
195,4,96569,,"{'type': 'LineString', 'coordinates': [[-73.84858960075141, 40.74728033630519], [-73.84871406501495, 40.747240328190976], [-73.84882804202282, 40.747203989079125]]}",D,,2007-11-29T00:00:00.000Z
872,4,15040,,"{'type': 'LineString', 'coordinates': [[-73.88969097901766, 40.70047207926717], [-73.88952821842105, 40.7002910912762]]}",,,2007-11-29T00:00:00.000Z
257,2,130511,,"{'type': 'LineString', 'coordinates': [[-73.91184760112996, 40.80445525107534], [-73.9108345931603, 40.8049476614849], [-73.90998777938411, 40.805359274360285]]}",V,,2007-11-29T00:00:00.000Z
439,5,104706,,"{'type': 'LineString', 'coordinates': [[-74.23651008657346, 40.50668158386774], [-74.23670737291063, 40.506641679490976]]}",,,2007-11-29T00:00:00.000Z
684,4,81308,,"{'type': 'LineString', 'coordinates': [[-73.80791122145948, 40.72255636615364], [-73.80777698785427, 40.72185029409908]]}",,,2007-11-29T00:00:00.000Z
1034,5,49233,,"{'type': 'LineString', 'coordinates': [[-74.18277717631703, 40.54770859914538], [-74.18199607228368, 40.54732302655705]]}",,,2007-11-29T00:00:00.000Z
254,3,78773,,"{'type': 'LineString', 'coordinates': [[-73.96095005333964, 40.633327960799654], [-73.96081105584828, 40.63260701187446]]}",,,2007-11-29T00:00:00.000Z
743,4,10314,,"{'type': 'LineString', 'coordinates': [[-73.81147180944603, 40.719293258778265], [-73.8113023151623, 40.71933810606484]]}",,,2007-11-29T00:00:00.000Z
817,2,76313,,"{'type': 'LineString', 'coordinates': [[-73.89015389339588, 40.81388276042943], [-73.88923976198502, 40.81401901381292]]}",,,2007-11-29T00:00:00.000Z
698,3,100287,,"{'type': 'LineString', 'coordinates': [[-74.03574203342504, 40.6150759894237], [-74.0348936622186, 40.615375700441874]]}",,,2007-11-29T00:00:00.000Z
809,2,87059,,"{'type': 'LineString', 'coordinates': [[-73.8214053857613, 40.84287481651208], [-73.82046132292697, 40.84254827260344]]}",,,2007-11-29T00:00:00.000Z
762,1,24948,,"{'type': 'LineString', 'coordinates': [[-73.94401834913667, 40.783015209269536], [-73.94393452367369, 40.78297757332483], [-73.94391695383928, 40.78296968455232]]}",,,2007-11-29T00:00:00.000Z
904,3,38936,,"{'type': 'LineString', 'coordinates': [[-73.96672404441662, 40.58290696317605], [-73.9667865572135, 40.582631484487635], [-73.9668036620306, 40.58255613301966], [-73.96704874967263, 40.58147616944721], [-73.96728710325986, 40.58047848425066], [-73.96730118715416, 40.58041951286436]]}",,,2007-11-29T00:00:00.000Z
495,4,91674,,"{'type': 'LineString', 'coordinates': [[-73.81251292297486, 40.79382010615486], [-73.81163814766111, 40.794011477325476]]}",,,2007-11-29T00:00:00.000Z
582,3,99196,,"{'type': 'LineString', 'coordinates': [[-73.90947503883814, 40.66856059761633], [-73.9093905831489, 40.668213409457564]]}",,,2007-11-29T00:00:00.000Z
895,4,28801,,"{'type': 'LineString', 'coordinates': [[-73.90527658267885, 40.71900256595618], [-73.90436779925511, 40.719136494587254]]}",,,2007-11-29T00:00:00.000Z
179,4,165766,,"{'type': 'LineString', 'coordinates': [[-73.90962006749793, 40.7177515382589], [-73.90880220763985, 40.718189016452605], [-73.90832467307439, 40.71844444729571], [-73.90786299994362, 40.71870698294217]]}",,,2007-11-29T00:00:00.000Z
210,2,62689,,"{'type': 'LineString', 'coordinates': [[-73.83687246395613, 40.82941351224298], [-73.8369714140645, 40.829493003581476], [-73.83705930716125, 40.82958087218009], [-73.83713442683397, 40.8296757106134], [-73.83719542599874, 40.82977586906769], [-73.8372415263707, 40.829879508892596]]}",V,,2007-11-29T00:00:00.000Z
137,3,39207,,"{'type': 'LineString', 'coordinates': [[-73.9623644034506, 40.57741109740493], [-73.96207861741648, 40.57576188251182]]}",,,2007-11-29T00:00:00.000Z
727,1,3481,,"{'type': 'LineString', 'coordinates': [[-73.97376587622131, 40.76036416417537], [-73.97330886976643, 40.76098886545768]]}",,,2007-11-29T00:00:00.000Z
47,3,38956,,"{'type': 'LineString', 'coordinates': [[-73.96672676481826, 40.605754398139005], [-73.96653052299979, 40.60483176565535]]}",,,2007-11-29T00:00:00.000Z
402,4,20751,,"{'type': 'LineString', 'coordinates': [[-73.77805628697344, 40.66899859989049], [-73.7778659016927, 40.669058774696104]]}",,,2007-11-29T00:00:00.000Z
336,4,97185,,"{'type': 'LineString', 'coordinates': [[-73.74443197424026, 40.597427223848946], [-73.74529599256991, 40.59743073580318]]}",,,2007-11-29T00:00:00.000Z
389,1,3760,,"{'type': 'LineString', 'coordinates': [[-73.97122292287071, 40.782706255587755], [-73.97076013116738, 40.783340137051184]]}",,,2007-11-29T00:00:00.000Z
570,2,52497,,"{'type': 'LineString', 'coordinates': [[-73.88521291556282, 40.831082430621656], [-73.8852107839964, 40.83108889828196], [-73.88518489673044, 40.83116746360984], [-73.88512753589858, 40.83134152620762], [-73.8849286268916, 40.83171663587976], [-73.88457885060514, 40.83227732206972], [-73.88445151541504, 40.83246446154047], [-73.88432671196412, 40.83262166567733], [-73.88414276719918, 40.83285336385708], [-73.88378214493476, 40.83325610784523], [-73.8834887630501, 40.833578990387394], [-73.88322277445718, 40.8338900944883], [-73.88311458189756, 40.834023034838225], [-73.88306979870836, 40.834078061634976], [-73.88274598509209, 40.8344759678593], [-73.8825777985604, 40.83471558043694], [-73.8823576718158, 40.835007260705495], [-73.88212982626754, 40.835342183501794], [-73.88211097747154, 40.83536989013197]]}",V,,2007-11-29T00:00:00.000Z
194,2,42127,,"{'type': 'LineString', 'coordinates': [[-73.91668634311786, 40.88690108620814], [-73.9168454322017, 40.887605164898616]]}",,,2007-11-29T00:00:00.000Z
637,5,104366,,"{'type': 'LineString', 'coordinates': [[-74.05887220487303, 40.598860256499016], [-74.05839382932159, 40.59809882939934]]}",,,2007-11-29T00:00:00.000Z
1017,4,29879,,"{'type': 'LineString', 'coordinates': [[-73.78735434372328, 40.77179185102758], [-73.78668551074358, 40.77048514262598]]}",,,2007-11-29T00:00:00.000Z
1005,1,2020,,"{'type': 'LineString', 'coordinates': [[-73.99663935985464, 40.731856258345395], [-73.99635236106654, 40.73225295058435]]}",,,2007-11-29T00:00:00.000Z
849,4,73220,,"{'type': 'LineString', 'coordinates': [[-73.82348211162119, 40.58281016159178], [-73.82357801477059, 40.58318789011988]]}",,,2007-11-29T00:00:00.000Z
1009,2,94935,,"{'type': 'LineString', 'coordinates': [[-73.8317931011544, 40.83147296262676], [-73.83192823072609, 40.83180154324322]]}",,,2007-11-29T00:00:00.000Z
896,4,31955,,"{'type': 'LineString', 'coordinates': [[-73.86425321242635, 40.689587449578866], [-73.86381600360494, 40.68767926494617]]}",,,2007-11-29T00:00:00.000Z
330,3,73626,,"{'type': 'LineString', 'coordinates': [[-73.8918952546631, 40.65591244749662], [-73.89108235199772, 40.65626087467322]]}",,,2007-11-29T00:00:00.000Z
985,5,53928,,"{'type': 'LineString', 'coordinates': [[-74.09049492488158, 40.62590317141544], [-74.09059585676285, 40.625665832129314], [-74.0906798208019, 40.62542391299564], [-74.09074633510993, 40.62517847773706], [-74.09079505859384, 40.624930634018426], [-74.09082580320454, 40.624681489711406], [-74.09083855927722, 40.62443219760386]]}",,,2007-11-29T00:00:00.000Z
630,1,2251,,"{'type': 'LineString', 'coordinates': [[-73.97359627217766, 40.7845381285107], [-73.97313390566826, 40.78517014699355]]}",,,2007-11-29T00:00:00.000Z
353,2,94683,,"{'type': 'LineString', 'coordinates': [[-73.85746244202504, 40.86042681169368], [-73.85594425849615, 40.86040986059766]]}",,,2007-11-29T00:00:00.000Z
406,3,103055,,"{'type': 'LineString', 'coordinates': [[-73.91618796697578, 40.64447664100001], [-73.91524895914569, 40.64504101029973]]}",,,2007-11-29T00:00:00.000Z
524,4,33062,,"{'type': 'LineString', 'coordinates': [[-73.77233752310777, 40.77608966578631], [-73.771764659236, 40.77434212808521]]}",,,2007-11-29T00:00:00.000Z
349,4,17764,,"{'type': 'LineString', 'coordinates': [[-73.74950967032454, 40.70362626312597], [-73.74918494817032, 40.70294500942791]]}",,,2007-11-29T00:00:00.000Z
303,1,73135,,"{'type': 'LineString', 'coordinates': [[-73.97218386291856, 40.768825586642684], [-73.97286661427945, 40.7690153971961]]}",D,,2007-11-29T00:00:00.000Z
279,4,13311,,"{'type': 'LineString', 'coordinates': [[-73.92266486034698, 40.73453633973377], [-73.92279172783043, 40.734509301144406]]}",V,,2007-11-29T00:00:00.000Z
718,2,151364,,"{'type': 'LineString', 'coordinates': [[-73.92265943696698, 40.813122733821], [-73.92214360788005, 40.81290886822533]]}",,,2009-06-16T00:00:00.000Z
30,2,91530,,"{'type': 'LineString', 'coordinates': [[-73.83371647937915, 40.87231569156851], [-73.83364246495424, 40.87233091124558], [-73.83354610617079, 40.87234374813087]]}",,,2007-11-29T00:00:00.000Z
487,5,64931,,"{'type': 'LineString', 'coordinates': [[-74.11711082098876, 40.56739460067309], [-74.11765361590811, 40.56679589843246]]}",,,2007-11-29T00:00:00.000Z
437,5,85751,,"{'type': 'LineString', 'coordinates': [[-74.17517714143307, 40.550804005863824], [-74.17752203614009, 40.551069302870225]]}",,,2007-11-29T00:00:00.000Z
312,4,27597,,"{'type': 'LineString', 'coordinates': [[-73.89711447567146, 40.78018067793617], [-73.89636961295405, 40.779667516894825]]}",,,2007-11-29T00:00:00.000Z
642,3,48723,,"{'type': 'LineString', 'coordinates': [[-73.93645151274995, 40.61768033605826], [-73.93573462920975, 40.61814075200414]]}",,,2007-11-29T00:00:00.000Z
96,4,26524,,"{'type': 'LineString', 'coordinates': [[-73.9037137854422, 40.76603761393665], [-73.90359001683763, 40.76575398739639]]}",V,,2007-11-29T00:00:00.000Z
489,2,170862,,"{'type': 'LineString', 'coordinates': [[-73.90860562671534, 40.908598547485084], [-73.90843906075742, 40.90887483241714], [-73.90825370565481, 40.909194525138155], [-73.90804627738198, 40.90950710877273], [-73.907817546163, 40.909811277986485], [-73.90756841375185, 40.91010581683387], [-73.90729998107926, 40.91038954654826], [-73.90673956654264, 40.9111860277034], [-73.90673216454888, 40.911196645781004], [-73.90672426489539, 40.91120705589673], [-73.90671587886358, 40.91121724398784], [-73.90670701618726, 40.911227197330376], [-73.90669768858764, 40.911236903202116], [-73.90668790844748, 40.911246349551355], [-73.90667768793014, 40.91125552332112], [-73.90666704096347, 40.9112644129636], [-73.90665597970805, 40.91127300743204], [-73.90664451941575, 40.911281295849754], [-73.90663267489779, 40.91128926666962], [-73.9066204616255, 40.91129691002023], [-73.90660789418666, 40.91130421619704], [-73.90659499025998, 40.91131117600054], [-73.90658176465294, 40.91131778056394], [-73.90656823636962, 40.911324020353774]]}",,,2007-11-29T00:00:00.000Z
967,2,78208,,"{'type': 'LineString', 'coordinates': [[-73.91211887836883, 40.86208776360192], [-73.91155863654248, 40.86263132177841], [-73.91132046752706, 40.86302109652099]]}",V,,2007-11-29T00:00:00.000Z
103,3,69529,,"{'type': 'LineString', 'coordinates': [[-73.86439020716351, 40.65660573045305], [-73.86437248318022, 40.65657725436623], [-73.8643542929529, 40.656548949108206], [-73.86433563911112, 40.65652081987524], [-73.86431652582878, 40.65649286968753], [-73.86429695419491, 40.656465104074584], [-73.86427762641938, 40.65643847492308], [-73.8642578785781, 40.65641202536545], [-73.86424117611762, 40.656390220268655], [-73.86422418787647, 40.65636854382884], [-73.86420691561231, 40.65634699722063], [-73.86418936107725, 40.656325584299175], [-73.86417091244563, 40.65630358380239], [-73.86415216524111, 40.65628172920221], [-73.86413312297532, 40.6562600245233], [-73.86411378542701, 40.6562384704353], [-73.86409570858703, 40.656218745902834], [-73.86407738489547, 40.65619915342311], [-73.86405881742766, 40.65617969517758], [-73.86403838457623, 40.65615872495862], [-73.86401766741785, 40.656137917069884], [-73.86399666814762, 40.65611727385918], [-73.86397538962122, 40.6560967973401], [-73.86395459589731, 40.656077201919345], [-73.86393354646991, 40.656057765344244], [-73.86391224331305, 40.656038490464915], [-73.86389068730467, 40.65601937828744], [-73.86386420379652, 40.65599641583355], [-73.86383735662385, 40.65597370004729], [-73.86380931873796, 40.65595055581506], [-73.86378090262598, 40.655927680010976], [-73.86375211333916, 40.65590507666142], [-73.86372295570908, 40.65588274962497], [-73.8636934345711, 40.65586070091745]]}",,,2007-11-29T00:00:00.000Z
1073,2,40397,,"{'type': 'LineString', 'coordinates': [[-73.86259157114883, 40.893965348358776], [-73.86251798928807, 40.89403153927894], [-73.86246732870015, 40.89408268598211]]}",V,,2009-06-16T00:00:00.000Z
791,4,18331,,"{'type': 'LineString', 'coordinates': [[-73.76050986169601, 40.708379197635246], [-73.75989370939772, 40.706889651553126]]}",,,2007-11-29T00:00:00.000Z
703,4,90043,,"{'type': 'LineString', 'coordinates': [[-73.80083443158323, 40.75997103337644], [-73.8012378887116, 40.759901355403414], [-73.80125017485658, 40.75982823730059]]}",,,2007-11-29T00:00:00.000Z
959,4,27857,,"{'type': 'LineString', 'coordinates': [[-73.9157342012176, 40.78308767948336], [-73.91531395372273, 40.78279051179698]]}",,,2007-11-29T00:00:00.000Z
858,4,10658,,"{'type': 'LineString', 'coordinates': [[-73.84663553115153, 40.708460281385904], [-73.84613961164975, 40.7085189004813], [-73.84562931812478, 40.70858077600507]]}",,,2007-11-29T00:00:00.000Z
144,2,61301,,"{'type': 'LineString', 'coordinates': [[-73.83377031608075, 40.85328119437951], [-73.83384195497602, 40.85400447418476]]}",,,2007-11-29T00:00:00.000Z
527,4,97942,,"{'type': 'LineString', 'coordinates': [[-73.86452253943908, 40.743149991507295], [-73.86438079230459, 40.742801273796346], [-73.86424055474146, 40.74245625012268]]}",,,2007-11-29T00:00:00.000Z
928,4,25507,,"{'type': 'LineString', 'coordinates': [[-73.80447287636558, 40.74216709943003], [-73.8045916941779, 40.74038059150992]]}",,,2007-11-29T00:00:00.000Z
182,4,16367,,"{'type': 'LineString', 'coordinates': [[-73.74869062731368, 40.60787392473034], [-73.74924352303323, 40.608255919414944]]}",,,2007-11-29T00:00:00.000Z
115,3,46373,,"{'type': 'LineString', 'coordinates': [[-73.89431567879423, 40.65772489002551], [-73.89378203094734, 40.657650727428354], [-73.89366756910049, 40.657627757586894], [-73.89354812123179, 40.65761734478635], [-73.89342731600459, 40.65762022313159], [-73.89330894903541, 40.65763630433362], [-73.89319660497198, 40.657664683725464]]}",,,2007-11-29T00:00:00.000Z
728,2,63586,,"{'type': 'LineString', 'coordinates': [[-73.80090031725925, 40.859548016368755], [-73.80102634216716, 40.859664793677936], [-73.80113568273072, 40.859792536998334], [-73.80122601986507, 40.85992910829843], [-73.8012956898224, 40.860071983359624], [-73.80134381023665, 40.86021845887961]]}",V,,2007-11-29T00:00:00.000Z
592,3,65445,,"{'type': 'LineString', 'coordinates': [[-74.01166525293459, 40.62657416956481], [-74.0122453406355, 40.62601560662267]]}",,,2007-11-29T00:00:00.000Z
357,5,15372,,"{'type': 'LineString', 'coordinates': [[-74.24899157128405, 40.512881834730074], [-74.2500493098995, 40.512350886718835]]}",,,2007-11-29T00:00:00.000Z
676,5,54150,,"{'type': 'LineString', 'coordinates': [[-74.0689986953889, 40.604396383199514], [-74.06910835055727, 40.60412017203387]]}",,,2007-11-29T00:00:00.000Z
476,4,162350,,"{'type': 'LineString', 'coordinates': [[-73.86975804774116, 40.708324999445395], [-73.86976499013005, 40.7083218348366], [-73.86977163512248, 40.708318319759016], [-73.86977795186696, 40.70831446992533], [-73.86978391126928, 40.70831030306055], [-73.86978948621335, 40.70830583856725], [-73.869794650461, 40.70830109718918], [-73.86979938085489, 40.708296100343695], [-73.86980365533549, 40.7082908709571], [-73.8698074544831, 40.7082854329639], [-73.86981076085576, 40.708279812143594], [-73.869813558775, 40.70827403310504], [-73.8698158354184, 40.70826812347572], [-73.86981758148852, 40.708262109546965], [-73.86981878790418, 40.70825601962061], [-73.86981944910654, 40.708249882002484], [-73.86981956218148, 40.70824372349369], [-73.86981912685044, 40.70823757408127], [-73.86981814482178, 40.70823146090657], [-73.86981662088323, 40.708225412454624], [-73.86981456136556, 40.70821945620702], [-73.86981197656118, 40.70821362015245], [-73.86980887852697, 40.70820793060628], [-73.86961141773463, 40.70783447984248]]}",,,2013-11-15T00:00:00.000Z
508,4,92440,,"{'type': 'LineString', 'coordinates': [[-73.75936605220791, 40.73933096099318], [-73.75782086102161, 40.7397180299161]]}",,,2007-11-29T00:00:00.000Z
620,4,12231,,"{'type': 'LineString', 'coordinates': [[-73.87058100888022, 40.73332601775866], [-73.87047975005103, 40.733293531224675], [-73.87036197687739, 40.733266941378375]]}",,,2007-11-29T00:00:00.000Z
428,4,172552,,"{'type': 'LineString', 'coordinates': [[-73.85126295154924, 40.74314546352419], [-73.85120406505106, 40.743211642519974], [-73.85111878977453, 40.7432420293458], [-73.8509935723008, 40.74327761338002], [-73.85096610302331, 40.743284593512975], [-73.85093846656278, 40.74329117856299], [-73.85091067151441, 40.74329736653083], [-73.85088272779649, 40.74330315474874], [-73.85085464642528, 40.74330854205821], [-73.85082643621811, 40.74331352562261], [-73.850798106869, 40.743318104616804], [-73.8507696702782, 40.74332227654316], [-73.85074113503839, 40.743326040575134], [-73.85071251106605, 40.74332939488274], [-73.8506838093771, 40.74333233847499], [-73.85065504010568, 40.74333487069491], [-73.85062621338855, 40.74333698971276], [-73.85059733913772, 40.74333869570891], [-73.85056842748806, 40.743339987691286], [-73.85053948945554, 40.74334086466902]]}",D,,2016-01-29T00:00:00.000Z
889,4,116474,,"{'type': 'LineString', 'coordinates': [[-73.908356632817, 40.755583257345194], [-73.90840546824926, 40.75545239919534], [-73.90846544648059, 40.755291684837815]]}",,,2009-06-16T00:00:00.000Z
362,4,32011,,"{'type': 'LineString', 'coordinates': [[-73.8312400559164, 40.74095669174637], [-73.83011308569269, 40.74084215355946]]}",,,2007-11-29T00:00:00.000Z
968,2,59611,,"{'type': 'LineString', 'coordinates': [[-73.90332219308848, 40.86531154264907], [-73.90207336374621, 40.86699910569718]]}",,,2009-06-16T00:00:00.000Z
747,2,61219,,"{'type': 'LineString', 'coordinates': [[-73.84411030441836, 40.81709584302776], [-73.84388056300106, 40.817391679056904]]}",,,2007-11-29T00:00:00.000Z
1036,3,95308,,"{'type': 'LineString', 'coordinates': [[-73.95599388157615, 40.71409198684024], [-73.95640205076938, 40.71339831683141]]}",,,2007-11-29T00:00:00.000Z
901,4,24367,,"{'type': 'LineString', 'coordinates': [[-73.74108997902049, 40.7017909769376], [-73.74129619214858, 40.70138655071869]]}",,,2007-11-29T00:00:00.000Z
1003,3,58899,,"{'type': 'LineString', 'coordinates': [[-73.98945614610865, 40.578478604191126], [-73.98901555345836, 40.576158317573345]]}",,,2007-11-29T00:00:00.000Z
605,4,167812,,"{'type': 'LineString', 'coordinates': [[-73.88024463758826, 40.56730481633417], [-73.88037518104288, 40.5673276673898], [-73.88039113990516, 40.56733112373047], [-73.88079151677437, 40.56746178329996], [-73.88121601387601, 40.56773502840767]]}",V,,2007-11-29T00:00:00.000Z
822,1,97492,,"{'type': 'LineString', 'coordinates': [[-73.93199509575894, 40.851695793982245], [-73.93322631519666, 40.85221337778491]]}",,,2007-11-29T00:00:00.000Z
293,5,90771,,"{'type': 'LineString', 'coordinates': [[-74.1476377603304, 40.535572701609695], [-74.15046612438954, 40.5372368177586]]}",,,2007-11-29T00:00:00.000Z
441,2,103636,,"{'type': 'LineString', 'coordinates': [[-73.89222279671736, 40.8588332429665], [-73.89111115373555, 40.85838432205362]]}",,,2007-11-29T00:00:00.000Z
130,4,4873,,"{'type': 'LineString', 'coordinates': [[-73.84671464307728, 40.68185849268947], [-73.84583237438187, 40.68210645022631]]}",,,2007-11-29T00:00:00.000Z
20,3,74721,,"{'type': 'LineString', 'coordinates': [[-73.8924471409132, 40.673715269384424], [-73.89212328174933, 40.67244894019691]]}",,,2007-11-29T00:00:00.000Z
422,3,38449,,"{'type': 'LineString', 'coordinates': [[-73.97657658785484, 40.64400386554198], [-73.97569514152066, 40.644372588807904]]}",,,2007-11-29T00:00:00.000Z
202,4,10230,,"{'type': 'LineString', 'coordinates': [[-73.79070883061236, 40.740827273577395], [-73.78962790558646, 40.740656971902304]]}",,,2007-11-29T00:00:00.000Z
425,4,88972,,"{'type': 'LineString', 'coordinates': [[-73.9570232659665, 40.74190110114035], [-73.9574944790559, 40.74199611601076], [-73.95774346955062, 40.74204632078673]]}",V,,2007-11-29T00:00:00.000Z
334,2,97988,,"{'type': 'LineString', 'coordinates': [[-73.90522674086759, 40.82056400179707], [-73.9041064618745, 40.82029664563701]]}",,,2007-11-29T00:00:00.000Z
440,4,6393,,"{'type': 'LineString', 'coordinates': [[-73.72568222878132, 40.7240642392304], [-73.72506845031899, 40.72424712826318]]}",,,2007-11-29T00:00:00.000Z
795,5,147444,,"{'type': 'LineString', 'coordinates': [[-74.15499921917457, 40.61614076260815], [-74.15657733026646, 40.61638102947467], [-74.15675567463686, 40.6163638862403]]}",,,2007-11-29T00:00:00.000Z
632,2,63554,,"{'type': 'LineString', 'coordinates': [[-73.84008659091164, 40.82815888580011], [-73.83845065017762, 40.828364593350145], [-73.83828435366094, 40.82843056455392]]}",V,,2007-11-29T00:00:00.000Z
589,1,129133,,"{'type': 'LineString', 'coordinates': [[-74.00188266674346, 40.75082793113649], [-74.00245072816953, 40.75106718773293]]}",,,2007-11-29T00:00:00.000Z
273,3,70545,,"{'type': 'LineString', 'coordinates': [[-73.9131973460929, 40.63193408148945], [-73.91235007537252, 40.631569358710706]]}",,,2007-11-29T00:00:00.000Z
565,1,3265,,"{'type': 'LineString', 'coordinates': [[-73.96772276897788, 40.80545283279074], [-73.9676094203424, 40.80561266647108], [-73.96751277747468, 40.80577934829633], [-73.96743384880119, 40.80595128526551], [-73.96743382495495, 40.80595135762943], [-73.96737326352984, 40.806126955630816]]}",,,2007-11-29T00:00:00.000Z
1020,3,38627,,"{'type': 'LineString', 'coordinates': [[-73.95754235647276, 40.58498007682159], [-73.95752933743618, 40.584890622703604]]}",,,2007-11-29T00:00:00.000Z
69,2,56181,,"{'type': 'LineString', 'coordinates': [[-73.85392904735787, 40.83079673000435], [-73.85335199453864, 40.830874300000616]]}",,,2007-11-29T00:00:00.000Z
855,2,129374,,"{'type': 'LineString', 'coordinates': [[-73.81166525031225, 40.869286734764124], [-73.81167738827857, 40.869323727962716], [-73.81173503983347, 40.869432430379604], [-73.8118119878633, 40.8695340136737], [-73.81190576163094, 40.86962568367967], [-73.81201305683213, 40.86970527258393]]}",V,,2007-11-29T00:00:00.000Z
108,4,90088,,"{'type': 'LineString', 'coordinates': [[-73.75384857945842, 40.734470470655914], [-73.75344638549107, 40.73428130455827]]}",,,2007-11-29T00:00:00.000Z
588,1,2286,,"{'type': 'LineString', 'coordinates': [[-73.9811139410229, 40.77422747947413], [-73.98065976315952, 40.774851677870515]]}",,,2007-11-29T00:00:00.000Z
