physicalid,objectid,l_zip,r_high_hn,status,segmentlen,rsubsect,modified_d,collection,created_by,from_level,r_zip,sandist_in,rw_type
82113,31,11385.0,2198,2,560.04642426,3E,2015-12-07T00:00:00.000Z,,DCP,13,11385.0,,1
82584,619,11363.0,231-098,2,254.07719892,4C,2015-12-07T00:00:00.000Z,,DCP,13,11363.0,,1
103555,468,10305.0,28,2,316.55484903,1C,2016-01-12T00:00:00.000Z,F,DCP,13,10305.0,,1
82718,429,10035.0,,2,43.72829667,3B,2015-12-22T00:00:00.000Z,,DCP,13,10035.0,,1
26755,72,10033.0,155,2,289.50350787,2A,2015-12-22T00:00:00.000Z,,DCP,13,10033.0,,1
94544,923,11224.0,2898,2,850.59813917,2B,2016-02-05T00:00:00.000Z,,DCP,13,11224.0,,1
62335,377,10451.0,,2,122.75127081,1A,2015-12-22T00:00:00.000Z,,DCP,13,10451.0,,1
83486,24,11436.0,,2,22.89986612,6C,2015-11-03T00:00:00.000Z,,DCP,17,11436.0,,1
165015,364,10309.0,99,2,624.08537028,6D,2016-01-12T00:00:00.000Z,,DCP,13,10309.0,,1
11204,729,11357.0,6-098,2,354.23276435,6D,2015-12-07T00:00:00.000Z,,DCP,13,11357.0,,1
8406,707,11422.0,248-098,2,54.18178392,7E,2015-11-03T00:00:00.000Z,,DCP,13,11422.0,,1
55024,323,11214.0,168,2,780.14369495,4D,2016-02-05T00:00:00.000Z,,DCP,13,11214.0,,1
95431,314,11220.0,398,2,804.47463686,1D,2016-02-05T00:00:00.000Z,,DCP,13,11220.0,,1
43637,471,11249.0,,2,480.3982235,2B,2016-02-05T00:00:00.000Z,,CSCL,17,11249.0,,3
70250,190,11201.0,,2,310.17729997,1B,2015-08-10T00:00:00.000Z,,CSCL,17,11201.0,,3
75982,833,11367.0,,2,502.4453514,,2015-11-07T00:00:00.000Z,,DCP,17,11367.0,,9
16979,847,11418.0,88-098,2,899.04512989,3C,2015-11-07T00:00:00.000Z,,DCP,13,11418.0,,1
90067,686,10305.0,16,2,170.12341775,1C,2016-01-12T00:00:00.000Z,,DCP,13,10305.0,,1
56585,40,11201.0,98,2,534.99764152,1B,2015-08-10T00:00:00.000Z,,DCP,13,11201.0,,1
102148,597,11235.0,2798,2,242.80311263,3C,2016-02-05T00:00:00.000Z,,DCP,13,11235.0,,1
25805,1063,11365.0,167-098,2,250.15564948,4C,2015-11-07T00:00:00.000Z,,DCP,13,11365.0,,1
60785,539,10302.0,179,2,410.18806289,3C,2016-01-12T00:00:00.000Z,,DCP,13,10302.0,,1
59409,719,10308.0,91,2,370.13517898,2D,2016-01-12T00:00:00.000Z,,DCP,13,10308.0,,1
23907,367,11360.0,,2,147.3415144,1D,2015-12-07T00:00:00.000Z,,DCP,13,11360.0,,2
31547,16,11422.0,242-098,2,464.73443864,7E,2015-11-03T00:00:00.000Z,F,DCP,13,11422.0,,1
31606,282,11363.0,41-098,2,673.75439682,4C,2015-12-07T00:00:00.000Z,,DCP,13,11363.0,,1
46130,731,11226.0,248,2,805.06102689,4A,2016-02-05T00:00:00.000Z,,DCP,13,11226.0,,1
90798,513,11232.0,,2,36.80243015,2C,2016-02-05T00:00:00.000Z,,DCP,13,11232.0,,9
86890,884,10303.0,25,2,253.14627663,4D,2016-01-12T00:00:00.000Z,F,DCP,13,10303.0,,1
122912,244,10452.0,0,2,361.04916713,1A,2015-12-22T00:00:00.000Z,,DCP,13,10452.0,,1
43350,259,11233.0,1924,2,412.61282686,3A,2016-02-05T00:00:00.000Z,,DCP,13,11233.0,,1
66808,268,11236.0,9098,2,280.84606746,3E,2016-02-05T00:00:00.000Z,,DCP,13,11236.0,,1
102231,83,11234.0,7126,2,227.02548606,4C,2016-02-05T00:00:00.000Z,,DCP,13,11234.0,,1
18822,675,11418.0,,2,57.25225686,2C,2015-11-07T00:00:00.000Z,,DCP,9,11418.0,,2
91808,908,11373.0,56-098,2,287.85814838,2C,2015-11-07T00:00:00.000Z,F,DCP,13,11373.0,,1
85052,426,11226.0,0,2,260.07263081,2D,2016-02-05T00:00:00.000Z,,DCP,13,11226.0,,1
89695,458,11212.0,934,2,422.97213815,1A,2016-02-05T00:00:00.000Z,,DCP,13,11212.0,,1
67964,378,10452.0,1368,2,309.66053575,3A,2015-12-22T00:00:00.000Z,,DCP,13,10452.0,,1
67924,1059,11102.0,,2,48.67652238,1D,2015-12-22T00:00:00.000Z,,DCP,21,11102.0,,3
47804,750,11203.0,5333,2,131.65829701,5E,2016-02-05T00:00:00.000Z,,DCP,13,11203.0,,1
76827,969,10305.0,310,2,609.60672191,1E,2016-01-12T00:00:00.000Z,,DCP,13,10305.0,,1
17569,405,11367.0,153-050,2,335.39141335,3D,2015-11-07T00:00:00.000Z,,DCP,13,11367.0,,1
94932,1043,10465.0,222,2,365.65047255,3C,2015-12-22T00:00:00.000Z,,DCP,13,10465.0,,1
132605,529,10454.0,,2,0.0,,2016-04-08T00:00:00.000Z,,L_DOREST,17,10454.0,,3
93508,626,11422.0,243-098,2,230.11522521,6C,2015-11-07T00:00:00.000Z,,DCP,13,11422.0,,1
57953,242,11215.0,80,2,780.97567383,2C,2016-02-05T00:00:00.000Z,,DCP,13,11215.0,2.0,1
22076,1062,11426.0,,2,209.63484208,2C,2015-11-07T00:00:00.000Z,,DCP,13,11426.0,,2
50143,945,10306.0,1715,2,164.72023254,2E,2016-01-12T00:00:00.000Z,,CSCL,13,10306.0,,1
60666,470,10314.0,180,2,622.79108746,4E,2016-01-12T00:00:00.000Z,,DCP,13,10314.0,,1
72746,322,10032.0,483,2,309.31575739,1A,2015-12-22T00:00:00.000Z,,DCP,13,10032.0,,1
85327,625,11249.0,80,2,460.34111526,1A,2016-02-05T00:00:00.000Z,,DCP,13,11249.0,,1
98304,1018,11214.0,1956,2,268.69235248,4E,2016-02-05T00:00:00.000Z,,DCP,13,11214.0,,1
21475,142,11378.0,49-098,2,383.36530589,1E,2016-02-05T00:00:00.000Z,,DCP,13,11378.0,2.0,1
10514,820,11426.0,,2,11.39030848,2C,2015-11-07T00:00:00.000Z,,DCP,13,11426.0,,1
10118,232,11369.0,100-016,2,161.22676419,1C,2015-12-07T00:00:00.000Z,,DCP,13,11369.0,,1
79895,1037,10012.0,95,2,250.98253951,2A,2015-12-07T00:00:00.000Z,,DCP,13,10012.0,,1
76598,113,11234.0,1798,2,663.74490305,7D,2015-11-03T00:00:00.000Z,,DCP,13,11234.0,,1
10386,1069,11364.0,0,2,262.38807404,5C,2015-11-07T00:00:00.000Z,,DCP,13,11364.0,,1
102661,239,11354.0,31-098,2,260.68988401,3E,2015-12-07T00:00:00.000Z,,DCP,13,11354.0,,1
78760,392,11234.0,85,2,310.62916816,4D,2015-11-03T00:00:00.000Z,,DCP,13,11234.0,,1
91851,479,11432.0,86-098,2,468.97075043,2C,2015-11-07T00:00:00.000Z,,DCP,13,11432.0,,1
24925,1048,10034.0,3811,2,279.96801853,4A,2015-12-22T00:00:00.000Z,,DCP,13,10034.0,,1
7829,160,11429.0,220-098,2,306.74827217,3E,2015-11-07T00:00:00.000Z,,DCP,13,11429.0,,1
43308,1044,11207.0,,2,35.89325657,1C,2016-02-05T00:00:00.000Z,,DCP,13,11207.0,,1
6248,265,11420.0,134-098,2,182.07170017,3E,2015-11-07T00:00:00.000Z,,DCP,13,11420.0,,1
91391,283,11215.0,,2,116.83273091,1C,2016-02-05T00:00:00.000Z,,DCP,9,11215.0,,9
85178,712,10301.0,239,2,1306.96778649,2C,2016-01-12T00:00:00.000Z,,DCP,13,10301.0,,1
87902,315,10466.0,1878,2,126.80246265,3E,2015-12-22T00:00:00.000Z,,CSCL,13,10466.0,,1
67966,533,10452.0,1450,2,357.51873647,3A,2015-12-22T00:00:00.000Z,,DCP,13,10452.0,,1
5827,647,11427.0,208-098,2,258.80085339,3D,2015-11-07T00:00:00.000Z,,DCP,13,11427.0,,1
939,496,10013.0,77,2,227.54827197,3B,2015-12-07T00:00:00.000Z,,DCP,13,10013.0,,1
78955,800,11234.0,6598,2,301.34277049,4C,2016-02-05T00:00:00.000Z,,DCP,13,11234.0,,1
5213,670,11420.0,120-098,2,190.45128465,2E,2015-11-03T00:00:00.000Z,,DCP,13,11420.0,,1
73149,186,10040.0,159,2,405.91098427,3B,2016-02-05T00:00:00.000Z,,DCP,13,10040.0,,1
13271,183,11104.0,42-098,2,614.98314427,2D,2015-12-07T00:00:00.000Z,,DCP,13,11104.0,,1
24937,417,10034.0,4051,2,280.29476771,4A,2016-05-03T00:00:00.000Z,,DCP,13,10034.0,,1
85409,46,11206.0,284,2,832.33164466,5B,2016-02-05T00:00:00.000Z,F,DCP,13,11206.0,,1
63763,1065,11238.0,628,2,290.192006,1A,2016-02-05T00:00:00.000Z,,DCP,13,11238.0,,1
55416,62,10312.0,,2,47.57318566,2C,2016-01-12T00:00:00.000Z,,DCP,13,10312.0,,1
101802,853,11230.0,,2,15.40477792,4E,2016-02-05T00:00:00.000Z,,DCP,13,11230.0,,1
38602,39,11229.0,2276,2,637.24559839,3E,2016-02-05T00:00:00.000Z,F,DCP,13,11229.0,,1
35533,970,10451.0,998,2,254.79238474,1B,2015-12-22T00:00:00.000Z,,DCP,13,10451.0,,1
84033,1008,11385.0,70-098,2,540.8132997,4D,2015-11-03T00:00:00.000Z,,DCP,13,11385.0,,1
74795,714,11236.0,0,2,128.78102001,3C,2016-02-05T00:00:00.000Z,,DCP,13,11236.0,,1
