content_id,latitude,:@computed_region_yeji_bk3q,category_desc,:@computed_region_f5dn_yrer,event_time,is_priority,:@computed_region_sbqj_enih,region,locality
37017,40.884999,5.0,Strengthening Communities,48.0,0,,33.0,NY,"{'latitude': '40.88463029202243', 'longitude': '-73.89251933209881', 'human_address': '{""address"": ""124 Gale Pl"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10463""}'}"
39205,,4.0,Strengthening Communities,20.0,0,,15.0,NY,"{'latitude': '40.79937645675807', 'longitude': '-73.96519802101764', 'human_address': '{""address"": ""165 105th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10025""}'}"
48346,,4.0,Strengthening Communities,11.0,0,,10.0,NY,"{'latitude': '40.758257159927325', 'longitude': '-73.9843070160967', 'human_address': '{""address"": ""155 46th Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10036""}'}"
51670,,,Strengthening Communities,,0,,,NY,
39922,40.747629,4.0,,11.0,0,,6.0,NY,"{'latitude': '40.747492275236596', 'longitude': '-73.99319231774615', 'human_address': '{""address"": ""333 Seventh Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
39439,40.767711,4.0,Health,23.0,0,,11.0,NY,"{'latitude': '40.76737436501733', 'longitude': '-73.97069062911662', 'human_address': '{""address"": ""830 5th Ave"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10065""}'}"
51573,40.713797,4.0,Environment,56.0,0,,2.0,NY,"{'latitude': '40.71377351801845', 'longitude': '-74.0053942535769', 'human_address': '{""address"": ""51 Chambers St"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10007""}'}"
52047,,4.0,Education,12.0,0,,8.0,NY,"{'latitude': '40.75934682719435', 'longitude': '-73.989860554421', 'human_address': '{""address"": ""1120 Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10036""}'}"
52582,40.811972,5.0,Health,49.0,0,y,23.0,NY,"{'latitude': '40.81200330013793', 'longitude': '-73.91424241425239', 'human_address': '{""address"": ""450 St Anns Ave"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10455""}'}"
37029,40.884999,5.0,Strengthening Communities,48.0,0,,33.0,NY,"{'latitude': '40.88463029202243', 'longitude': '-73.89251933209881', 'human_address': '{""address"": ""124 Gale Place"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10463""}'}"
38069,40.713001,4.0,Strengthening Communities,56.0,0,,2.0,NY,"{'latitude': '40.71320112625938', 'longitude': '-74.00400216853836', 'human_address': '{""address"": ""1 Centre Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10007""}'}"
39099,40.683929,2.0,Strengthening Communities,14.0,0,,48.0,NY,"{'latitude': '40.68392768175474', 'longitude': '-73.99871220556926', 'human_address': '{""address"": ""230 Sackett Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11231""}'}"
36984,40.753612,4.0,Emergency Preparedness,12.0,0,,8.0,NY,"{'latitude': '40.75376054978079', 'longitude': '-73.99232896859803', 'human_address': '{""address"": ""520 8th Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10018""}'}"
39345,40.72064,4.0,Strengthening Communities,57.0,0,,2.0,NY,"{'latitude': '40.72063851944171', 'longitude': '-73.9985522770408', 'human_address': '{""address"": ""182 Lafayette Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}"
51266,40.713265,4.0,Emergency Preparedness,56.0,0,y,1.0,NY,"{'latitude': '40.713255085581125', 'longitude': '-74.00706885665824', 'human_address': '{""address"": ""253 Broadway"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10007""}'}"
38484,40.710954,3.0,Strengthening Communities,38.0,0,,60.0,NY,"{'latitude': '40.711186177816984', 'longitude': '-73.83543395214066', 'human_address': '{""address"": ""8030 Park Lane Kew Gardens"", ""city"": ""NY"", ""state"": """", ""zip"": ""11415""}'}"
37032,40.884999,5.0,Strengthening Communities,48.0,0,,33.0,NY,"{'latitude': '40.88463029202243', 'longitude': '-73.89251933209881', 'human_address': '{""address"": ""124 Gale Pl"", ""city"": ""Bronx"", ""state"": ""NY"", ""zip"": ""10463""}'}"
39181,40.746817,4.0,Helping Neighbors in Need,11.0,0,,7.0,NY,"{'latitude': '40.74678037991758', 'longitude': '-73.99366420981637', 'human_address': '{""address"": ""305 Seventh Avenue"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10001""}'}"
51636,40.750131,4.0,Strengthening Communities,11.0,0,,8.0,NY,"{'latitude': '40.75015809710567', 'longitude': '-73.98126558278405', 'human_address': '{""address"": ""244 Madison Ave"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10016""}'}"
40998,40.720942,4.0,Strengthening Communities,57.0,0,,2.0,NY,"{'latitude': '40.720962275372244', 'longitude': '-73.99794973128115', 'human_address': '{""address"": ""407 Broome Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10013""}'}"
39771,40.656162,2.0,Strengthening Communities,61.0,0,,40.0,NY,"{'latitude': '40.65222632350615', 'longitude': '-73.94290179219394', 'human_address': '{""address"": ""203 37th Street"", ""city"": ""Brooklyn"", ""state"": ""NY"", ""zip"": ""11203""}'}"
51530,,4.0,Helping Neighbors in Need,11.0,0,,7.0,NY,"{'latitude': '40.73943216627024', 'longitude': '-73.98656260495757', 'human_address': '{""address"": ""105 22 Street"", ""city"": ""New York"", ""state"": ""NY"", ""zip"": ""10010""}'}"
50128,,,Strengthening Communities,,0,,,NY,
37554,40.713236,3.0,Strengthening Communities,63.0,0,,63.0,NY,"{'latitude': '40.70991312049415', 'longitude': '-73.73864031609764', 'human_address': '{""address"": ""218 73 Hempstead Avenue Queens Village"", ""city"": ""NY"", ""state"": """", ""zip"": ""11429""}'}"
