property_id,number_of_buildings,list_of_all_property_use,site_energy_use_kbtu,multifamily_housing_total,third_party_certification_2,temporary_values,hospital_general_medical_6,multifamily_housing_number_4,office_number_of_workers,convention_center_gross_floor,municipally_supplied_potable,percent_of_recs_retained,_2nd_largest_property_use_1,data_center_cooling_equipment,pre_school_daycare_gross,estimated_data_flag_district,estimated_data_flag_fuel_1,year_ending,annual_maximum_demand_mm,hospital_general_medical_4,medical_office_number_of_2,avoided_emissions_onsite_1,data_center_ups_output_meter,number_of_active_it_meters,multifamily_housing_total_1,multifamily_housing_number,multifamily_housing_government,natural_gas_use_kbtu,nyc_borough_block_and_lot,energy_star_certification,adult_education_gross_floor,municipally_supplied_potable_1,total_ghg_emissions_metric,weather_normalized_site_eui,museum_gross_floor_area_ft,property_gfa_self_reported,fuel_oil_5_6_use_kbtu,senior_living_community_gross,last_modified_date_property_1,multifamily_housing_percent_1,medical_office_percent_that,indirect_ghg_emissions_metric,property_gfa_calculated,retail_store_gross_floor,estimated_data_flag_fuel,other_gross_floor_area_ft,hospital_general_medical_7,energy_power_station_gross,_3rd_largest_property_use_1,enclosed_mall_gross_floor,hotel_gross_floor_area_ft,urgent_care_clinic_other,last_modified_date_non,supermarket_grocery_gross,site_eui_kbtu_ft,indoor_water_use_all_water,estimated_values_energy,multifamily_housing_number_6,year_built,parent_property_id,data_center_pdu_input_meter,hospital_general_medical_2,data_center_energy_estimates,last_modified_date_water,electricity_use_grid_purchase,number_of_active_energy_meters,primary_property_type_self,worship_facility_gross_floor,data_center_gross_floor_area,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,electricity_use_generated_2,bank_branch_gross_floor_area,k_12_school_gross_floor_area,municipally_supplied_potable_2,refrigerated_warehouse_gross,energy_star_score,data_center_it_energy,medical_office_number_of_1,leed_us_project_id,estimated_values_water,self_storage_facility_gross,borough,retail_store_number_of_open,wholesale_club_supercenter_1,office_percent_that_can_be,water_use_all_water_sources,barracks_gross_floor_area,submission_date,avoided_emissions_onsite,occupancy,source_energy_use_kbtu,last_modified_date_gas_meters
4952016,1,"Multifamily Housing, Office, Retail Store",18130359.9,175,Not Available,No,Not Available,175,65,Not Available,Not Available,Not Available,54365,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.03163,175,No,10668616.8,1-01120-7501,Not Available,Not Available,6702.4,1197.5,82,Not Available,232505,Not Available,Not Available,08/25/2019 10:17 AM EDT,100,Not Available,630.8,232505.0,8505,Not Available,Not Available,Not Available,Not Available,8505,Not Available,Not Available,Not Available,Not Available,Not Available,78,6702.4,No,0,1983,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:58 PM EST,7461743.1,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6702.4,Not Available,32,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,100,6702.4,Not Available,2022-09-22T00:00:00.000,Not Available,100,32094928.4,03/03/2022 05:22 PM EST
15568365,1,Multifamily Housing,8787352.1,144,Not Available,No,Not Available,144,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.25196,216,Not Available,6627953,1-01327-0037,Not Available,Not Available,5074.8,534.6,81,Not Available,115020,Not Available,Not Available,04/18/2021 12:53 PM EDT,100,Not Available,182.6,115020.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,76.4,5074.8,No,0,1962,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/21/2022 08:40 AM EDT,2159399.1,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5074.8,Not Available,74,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,5074.8,Not Available,2022-09-22T00:00:00.000,Not Available,100,13005668.3,03/01/2022 08:54 PM EST
2693134,1,"Medical Office, Multifamily Housing",6345700.7,58,Not Available,No,Not Available,58,Not Available,Not Available,Not Available,Not Available,5700,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,12.54,0,Not Available,0,0.60228,112,No,133263.1,1-01217-0014,Not Available,Not Available,3049.8,486.1,68.1,Not Available,102000,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,100,103.5,102000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/29/2022 10:15 AM EDT,Not Available,62.2,3049.8,No,0,1924,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:54 PM EST,1223705.6,9,Multifamily Housing,Not Available,Not Available,Not Available,4988732.1,Not Available,Not Available,Not Available,3049.8,Not Available,88,Not Available,0,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,3049.8,Not Available,2022-09-22T00:00:00.000,Not Available,100,8604921.2,05/23/2022 03:21 PM EDT
4938442,1,"Heated Swimming Pool, Hotel",20743135.9,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,14303006.7,1006280004,Not Available,Not Available,9216,1304.2,198.4,Not Available,108548,Not Available,Not Available,05/26/2020 04:57 PM EDT,Not Available,Not Available,544.5,108548.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,108548,Not Available,Not Available,Not Available,191.1,9216,No,Not Available,2003,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:53 PM EST,6440129.1,6,Hotel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9216,Not Available,13,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,9216,Not Available,2022-09-21T00:00:00.000,Not Available,100,33050518.6,05/23/2022 11:24 AM EDT
4952570,1,"Multifamily Housing, Office",7996784.7,86,Not Available,No,Not Available,86,4,Not Available,Not Available,Not Available,1844,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.74007,125,No,259437.3,1-01564-7502,Not Available,Not Available,6616.3,570.3,72.5,Not Available,118050,Not Available,Not Available,12/20/2020 03:16 PM EST,100,Not Available,556.6,118050.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/20/2022 02:50 PM EDT,Not Available,67.7,6616.3,No,0,1986,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/21/2022 08:40 AM EDT,2360234.2,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6616.3,Not Available,45,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,100,6616.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,13349953,03/07/2022 03:58 PM EST
10894229,2,Multifamily Housing,10996566.8,180,Not Available,No,Not Available,180,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.96985,270,Not Available,8275481.9,2-05141-7501,Not Available,Not Available,7375,669.6,Not Available,Not Available,185595,Not Available,Not Available,07/20/2020 03:32 PM EDT,100,Not Available,230.0,185595.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59.3,7375,No,0,2013,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:30 PM EST,2721085,14,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7375,Not Available,88,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,7375,Not Available,2022-09-22T00:00:00.000,Not Available,100,16308293.9,04/02/2022 10:32 PM EDT
4945816,1,"Multifamily Housing, Retail Store",17603951.9,265,Not Available,No,Not Available,265,Not Available,Not Available,Not Available,Not Available,10850,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.94788,265,No,10959820.7,1-00902-0001,Not Available,Not Available,Not Available,1143.8,62.4,Not Available,290421,Not Available,Not Available,10/06/2020 06:47 PM EDT,100,Not Available,561.7,290421.0,10850,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60.6,Not Available,No,0,1962,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/24/2021 03:25 PM EST,6644131.2,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,30111379,03/07/2022 03:53 PM EST
4040426,1,Multifamily Housing,30130764.9,343,Not Available,No,Not Available,343,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.70965,514,No,568953.5,1-00551-0001,Not Available,Not Available,12743.1,2294.8,67.4,Not Available,483340,Not Available,Not Available,08/05/2014 10:16 PM EDT,100,Not Available,579.7,483340.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/29/2022 10:15 AM EDT,Not Available,62.3,12743.1,No,0,1952,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:52 PM EST,6857221.8,10,Multifamily Housing,Not Available,Not Available,22704589.7,Not Available,Not Available,Not Available,Not Available,12743.1,Not Available,78,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,12743.1,Not Available,2022-09-22T00:00:00.000,Not Available,100,42729257.7,05/22/2022 10:37 PM EDT
6817482,1,Multifamily Housing,419690.3,21,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.73866,32,Not Available,Not Available,3-02893-0042,Not Available,Not Available,739.1,35.5,14.8,Not Available,28430,Not Available,Not Available,07/25/2020 02:52 PM EDT,100,Not Available,35.5,28430.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.8,739.1,No,21,2004,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:24 PM EST,419690.3,3,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,739.1,Not Available,100,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,Not Available,Not Available,Not Available,739.1,Not Available,2022-09-22T00:00:00.000,Not Available,100,1175132.9,Not Available
21309613,2,Multifamily Housing,7316135,60,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.80128,98,Not Available,6217999.8,3-01859-0006;3-01859-0010,Not Available,Not Available,4086.6,423.1,105.3,Not Available,74880,Not Available,Not Available,05/24/2022 10:33 AM EDT,100,Not Available,92.8,74880.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97.7,4086.6,No,60,1904,21309613,Not Available,Not Available,Not Available,Not Available,1098135.2,10,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4086.6,Not Available,35,Not Available,Not Available,Not Available,No,Not Available,,Not Available,Not Available,Not Available,4086.6,Not Available,2022-09-22T00:00:00.000,Not Available,100,9603678.3,Not Available
4409390,1,Multifamily Housing,22405036,259,Not Available,No,Not Available,259,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.87797,550,No,17539989,1-01368-0001,Not Available,Not Available,8839,1342.9,81.8,Not Available,295000,Not Available,Not Available,04/28/2015 12:52 AM EDT,100,Not Available,411.3,295000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/03/2020 10:42 PM EDT,Not Available,75.9,8839,No,0,1931,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/28/2022 09:02 AM EDT,4865047,15,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8839,Not Available,76,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,8839,Not Available,2022-09-22T00:00:00.000,Not Available,100,32039120,05/14/2022 07:36 PM EDT
6817479,1,Multifamily Housing,2517598,10,Not Available,No,Not Available,10,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.22132,40,Not Available,949262.4,1-01369-0024,Not Available,Not Available,6397.4,175.9,57,Not Available,45183,Not Available,Not Available,10/23/2020 11:53 AM EDT,100,Not Available,74.4,45183.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/28/2022 10:10 AM EDT,Not Available,55.7,6397.4,No,0,1930,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/30/2022 09:22 AM EDT,880405.5,7,Multifamily Housing,Not Available,Not Available,687930.1,Not Available,Not Available,Not Available,Not Available,6397.4,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,6397.4,Not Available,2022-09-22T00:00:00.000,Not Available,100,4156670.4,05/22/2022 03:16 PM EDT
2750488,1,"Multifamily Housing, Office, Parking, Retail Store",34259637.8,250,Not Available,No,Not Available,250,27.8,Not Available,Not Available,Not Available,21140,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.74944,500,No,20880598.6,3-02058-7501,Not Available,Not Available,Not Available,2240.1,96.8,Not Available,366810,Not Available,Not Available,08/25/2019 09:27 AM EDT,100,Not Available,1131.1,385162.0,21140,Not Available,Not Available,Not Available,Not Available,18352,Not Available,Not Available,Not Available,Not Available,Not Available,93.4,Not Available,No,0,1929,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/26/2021 12:42 AM EST,13379039.2,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,0,Not Available,100,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,59385938.4,07/27/2022 04:31 PM EDT
3111748,1,Multifamily Housing,9780310.6,64,Not Available,No,Not Available,64,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.6926,128,No,707414.5,1-01378-0070,Not Available,Not Available,4723.4,688.6,114.1,Not Available,92405,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,Not Available,651.0,92405.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:29 PM EST,Not Available,105.8,4723.4,No,0,1927,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:47 PM EST,2678348.7,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4723.4,Not Available,7,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,4723.4,Not Available,2022-09-22T00:00:00.000,Not Available,100,15935064.9,05/23/2022 03:29 PM EDT
4952602,2,"Bank Branch, K-12 School, Multifamily Housing, Retail Store",27610680.6,255,Not Available,No,Not Available,255,Not Available,Not Available,Not Available,Not Available,22812,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.67062,255,No,13885863.5,1-01600-7501,Not Available,Not Available,13347.5,1897.9,69.4,Not Available,410662,Not Available,Not Available,11/12/2019 03:47 PM EST,100,Not Available,1160.3,410662.0,22812,Not Available,Not Available,Not Available,Not Available,3802,Not Available,Not Available,Not Available,Not Available,Not Available,67.2,13347.5,No,0,1999,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:44 PM EST,13724817.1,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,3802,3802,13347.5,Not Available,18,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,13347.5,Not Available,2022-09-22T00:00:00.000,Not Available,100,53009644.5,05/14/2022 07:30 PM EDT
2665352,1,"Multifamily Housing, Office",5022480.9,208,Not Available,No,Not Available,208,3,Not Available,Not Available,Not Available,1200,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.79761,317,No,827319.8,1-01206-0001,Not Available,Not Available,12826.8,398.6,19.2,Not Available,261980,Not Available,Not Available,04/10/2022 03:59 PM EDT,100,Not Available,354.7,261980.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/10/2022 04:06 PM EDT,Not Available,19.2,12826.8,No,0,1970,20599688,Not Available,Not Available,Not Available,09/12/2022 04:34 PM EDT,4195161,6,Multifamily Housing,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,12826.8,Not Available,100,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,100,12826.8,Not Available,2022-09-26T00:00:00.000,Not Available,100,12615136.7,04/10/2022 04:07 PM EDT
4040832,1,Multifamily Housing,22697293.9,324,Not Available,No,Not Available,324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.97444,459,No,16375145.4,1-00016-7521,Not Available,Not Available,Not Available,1404.2,Not Available,Not Available,332500,Not Available,Not Available,08/05/2014 10:16 PM EDT,100,Not Available,534.5,332500.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/04/2022 10:10 AM EDT,Not Available,68.3,Not Available,No,0,2000,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,6322148.4,7,Multifamily Housing,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,69,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,34895918.3,05/14/2022 07:40 PM EDT
21715052,1,Multifamily Housing,963371.5,39,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.83014,66,Not Available,339651.2,2-03217-0031,Not Available,Not Available,3873.1,70.8,20.5,Not Available,46980,Not Available,Not Available,08/11/2022 11:41 AM EDT,100,Not Available,52.7,46980.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20.5,3873.1,No,0,1980,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,09/06/2022 10:45 AM EDT,623720.3,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3873.1,Not Available,100,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,3873.1,Not Available,2022-09-21T00:00:00.000,Not Available,100,2103050.6,09/20/2022 08:45 PM EDT
18097256,1,"Multifamily Housing, Retail Store",4352939.5,92,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,9800,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.70648,138,Not Available,2615223.2,1003540001,Not Available,Not Available,Not Available,285.8,68.3,Not Available,63712,Not Available,Not Available,11/17/2021 10:53 AM EST,100,Not Available,146.9,63712.0,9800,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68.3,Not Available,No,92,2017,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1737716.3,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,77,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,MANHATTAN,0,Not Available,Not Available,Not Available,Not Available,2022-09-21T00:00:00.000,Not Available,80,7611590,09/20/2022 05:03 PM EDT
6292397,1,Multifamily Housing,650891.4,67,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,2.40583,200,Not Available,Not Available,4-10823-0031,Not Available,Not Available,3714.8,55,23.4,Not Available,27849,Not Available,Not Available,04/12/2022 03:46 PM EDT,100,Not Available,55.0,27849.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,23.4,3714.8,No,0,1963,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:55 PM EST,650891.4,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3714.8,Not Available,100,Not Available,Not Available,Not Available,No,Not Available,,Not Available,Not Available,Not Available,3714.8,Not Available,2022-09-22T00:00:00.000,Not Available,85,1822495.9,12/28/2018 11:21 AM EST
18305207,1,Residential Care Facility,7059361,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,4442427.2,3-02993-0001,Not Available,Not Available,Not Available,457.2,104.6,Not Available,70000,Not Available,Not Available,06/30/2022 02:36 PM EDT,Not Available,Not Available,221.2,70000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100.8,Not Available,Yes,Not Available,1931,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,06/30/2022 02:36 PM EDT,2616933.7,5,Residential Care Facility,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,BROOKLYN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,100,11991963,07/27/2022 04:23 PM EDT
4940505,1,Multifamily Housing,5542368.6,61,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.0991,73,No,4837700.1,4-09762-0028,Not Available,Not Available,Not Available,316.5,105.7,Not Available,55500,Not Available,Not Available,04/29/2016 10:32 AM EDT,10,Not Available,59.6,55500.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12/14/2018 11:26 AM EST,Not Available,99.9,Not Available,No,0,1931,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/25/2021 01:48 PM EST,704668.6,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,17,Not Available,Not Available,Not Available,No,Not Available,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,95,7052657.1,07/27/2022 01:58 PM EDT
3113806,1,"Multifamily Housing, Parking, Retail Store",12065851.9,82,Not Available,No,Not Available,82,Not Available,Not Available,Not Available,Not Available,6000,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.55843,94,No,1492895.8,1-01380-0023,Not Available,Not Available,9816.5,833.4,77.9,Not Available,152840,Not Available,Not Available,11/15/2021 01:07 PM EST,100,Not Available,754.1,155840.0,6000,Not Available,Not Available,Not Available,Not Available,3000,Not Available,Not Available,Not Available,03/02/2022 08:30 PM EST,Not Available,78.9,9816.5,No,0,1963,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/30/2022 09:22 AM EDT,2867795.4,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9816.5,Not Available,17,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,9816.5,Not Available,2022-09-22T00:00:00.000,Not Available,100,18866992.7,03/07/2022 01:13 PM EST
2704684,1,Multifamily Housing,5254878,53,Not Available,No,Not Available,53,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.55294,85,No,3677690.3,1-01011-0045,Not Available,Not Available,1557.2,328.7,58.3,Not Available,95851,Not Available,Not Available,02/28/2019 10:16 AM EST,100,Not Available,133.3,95851.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/02/2022 04:19 PM EDT,Not Available,54.8,1557.2,No,0,1928,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:52 PM EST,1577187.7,9,Multifamily Housing,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,1557.2,Not Available,76,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,1557.2,Not Available,2022-09-22T00:00:00.000,Not Available,100,8277700.4,05/23/2022 03:27 PM EDT
2672535,1,"Multifamily Housing, Retail Store",9190114.1,45,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,27500,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.55994,90,No,4078893.1,1-00188-7503,Not Available,Not Available,7448.9,648.8,87.5,Not Available,107866,Not Available,Not Available,08/25/2019 09:28 AM EDT,100,Not Available,432.1,107866.0,27500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,85.2,7448.9,No,45,1999,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:47 PM EST,5111221,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7448.9,Not Available,12,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,7448.9,Not Available,2022-09-22T00:00:00.000,Not Available,100,18594256.4,05/14/2022 07:40 PM EDT
2704730,1,Multifamily Housing,8588585,56,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.57732,140,No,Not Available,3-04414-7501,Not Available,Not Available,Not Available,726.1,Not Available,Not Available,97000,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,Not Available,726.1,97000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88.5,Not Available,No,0,1966,20599835,Not Available,Not Available,Not Available,Not Available,8588585,10,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,BROOKLYN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,24048038,07/27/2022 02:43 PM EDT
