property_id,number_of_buildings,list_of_all_property_use,site_energy_use_kbtu,multifamily_housing_total,third_party_certification_2,temporary_values,hospital_general_medical_6,multifamily_housing_number_4,office_number_of_workers,convention_center_gross_floor,municipally_supplied_potable,percent_of_recs_retained,_2nd_largest_property_use_1,data_center_cooling_equipment,pre_school_daycare_gross,estimated_data_flag_district,estimated_data_flag_fuel_1,year_ending,annual_maximum_demand_mm,hospital_general_medical_4,medical_office_number_of_2,avoided_emissions_onsite_1,data_center_ups_output_meter,number_of_active_it_meters,multifamily_housing_total_1,multifamily_housing_number,multifamily_housing_government,natural_gas_use_kbtu,nyc_borough_block_and_lot,energy_star_certification,adult_education_gross_floor,municipally_supplied_potable_1,total_ghg_emissions_metric,weather_normalized_site_eui,museum_gross_floor_area_ft,property_gfa_self_reported,fuel_oil_5_6_use_kbtu,senior_living_community_gross,last_modified_date_property_1,multifamily_housing_percent_1,medical_office_percent_that,indirect_ghg_emissions_metric,property_gfa_calculated,retail_store_gross_floor,estimated_data_flag_fuel,other_gross_floor_area_ft,hospital_general_medical_7,energy_power_station_gross,_3rd_largest_property_use_1,enclosed_mall_gross_floor,hotel_gross_floor_area_ft,urgent_care_clinic_other,last_modified_date_non,supermarket_grocery_gross,site_eui_kbtu_ft,indoor_water_use_all_water,estimated_values_energy,multifamily_housing_number_6,year_built,parent_property_id,data_center_pdu_input_meter,hospital_general_medical_2,data_center_energy_estimates,last_modified_date_water,electricity_use_grid_purchase,number_of_active_energy_meters,primary_property_type_self,worship_facility_gross_floor,data_center_gross_floor_area,fuel_oil_2_use_kbtu,fuel_oil_4_use_kbtu,electricity_use_generated_2,bank_branch_gross_floor_area,k_12_school_gross_floor_area,municipally_supplied_potable_2,refrigerated_warehouse_gross,energy_star_score,data_center_it_energy,medical_office_number_of_1,leed_us_project_id,estimated_values_water,self_storage_facility_gross,borough,retail_store_number_of_open,wholesale_club_supercenter_1,office_percent_that_can_be,water_use_all_water_sources,barracks_gross_floor_area,submission_date,avoided_emissions_onsite,occupancy,source_energy_use_kbtu,last_modified_date_gas_meters
17982144,1,"Manufacturing/Industrial Plant, Non-Refrigerated Warehouse",315500,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9383,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,315500,3007210001,Not Available,Not Available,Not Available,16.8,9.9,Not Available,37532,Not Available,Not Available,10/13/2021 04:21 PM EDT,Not Available,Not Available,0.0,37532.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8.4,Not Available,No,Not Available,1907,17982106,Not Available,Not Available,Not Available,Not Available,Not Available,2,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Unable to Check (not enough data),Not Available,BROOKLYN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-23T00:00:00.000,Not Available,100,331275,07/27/2022 04:22 PM EDT
6278691,1,Senior Living Community,15006239.1,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,7537626.6,2-03827-0201,Not Available,Not Available,4214.3,1031.8,118.6,Not Available,131000,Not Available,131000,07/21/2020 08:52 AM EDT,Not Available,Not Available,631.4,131000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,114.6,4214.3,No,Not Available,2007,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:06 PM EST,7468612.4,3,Senior Living Community,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4214.3,Not Available,51,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,4214.3,Not Available,2022-09-22T00:00:00.000,Not Available,90,28826622.8,03/03/2022 11:33 PM EST
11985535,4,Multifamily Housing,23576718.5,223,Not Available,No,Not Available,223,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.47462,669,Not Available,12674525.6,1-00900-7501,Not Available,Not Available,4595.3,1594.9,Not Available,Not Available,469851,Not Available,Not Available,07/29/2020 03:25 PM EDT,100,Not Available,921.7,469851.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50.2,4595.3,No,0,2016,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/30/2022 09:21 AM EDT,10902192.9,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4595.3,Not Available,90,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,4595.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,43834392,05/25/2022 05:33 PM EDT
6690536,1,Multifamily Housing,1285888.8,36,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.09273,54,Not Available,267275.5,1-01749-0016,Not Available,Not Available,359.9,100.3,Not Available,Not Available,32945,Not Available,Not Available,02/07/2019 09:12 AM EST,100,Not Available,86.1,32945.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39,359.9,No,36,1915,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:22 PM EST,1018613.3,16,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,359.9,Not Available,86,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,359.9,Not Available,2022-09-26T00:00:00.000,Not Available,100,3132756.4,05/22/2022 10:41 PM EDT
10539413,1,Multifamily Housing,5193032.3,82,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.88745,130,No,411381.2,2032500092,Not Available,Not Available,10582.3,389.6,59,Not Available,92400,Not Available,Not Available,05/05/2022 11:13 AM EDT,100,Not Available,105.5,92400.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04/10/2022 04:45 PM EDT,Not Available,56.2,10582.3,No,82,1927,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:34 PM EST,1247747,9,Multifamily Housing,Not Available,Not Available,3533904,Not Available,Not Available,Not Available,Not Available,10582.3,Not Available,92,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,10582.3,Not Available,2022-09-23T00:00:00.000,Not Available,100,7494885.1,09/04/2022 11:06 PM EDT
3111728,1,Multifamily Housing,4737970.9,17,Not Available,No,Not Available,17,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.23677,61,No,34063.8,1-01392-0036,Not Available,Not Available,1974.9,342.5,71.1,Not Available,71800,Not Available,Not Available,03/22/2019 12:04 AM EDT,100,Not Available,340.7,71800.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/02/2022 08:30 PM EST,Not Available,66,1974.9,No,0,1924,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/30/2022 09:22 AM EDT,1565507.9,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1974.9,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,1974.9,Not Available,2022-09-22T00:00:00.000,Not Available,100,8194812.4,03/07/2022 01:15 PM EST
3513340,1,"Office, Retail Store",4320256,Not Available,Not Available,No,Not Available,Not Available,170.54,Not Available,Not Available,Not Available,8250,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,137375.5,1-00801-7501,Not Available,Not Available,Not Available,343.8,55.2,Not Available,82400,Not Available,Not Available,08/25/2019 09:27 AM EDT,Not Available,Not Available,213.6,82400.0,8250,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03/14/2022 12:48 PM EDT,Not Available,52.4,Not Available,No,Not Available,1910,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,02/25/2021 04:41 PM EST,2526231.9,4,Office,Not Available,Not Available,1656648.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,100,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,8890908.8,03/07/2022 07:40 PM EST
21294035,1,Multifamily Housing,7490139.4,140,Not Available,No,Not Available,140,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.15025,210,Not Available,171455.9,1-01851-0012,Not Available,Not Available,3705.8,570.8,66.1,Not Available,121713,Not Available,Not Available,05/24/2022 09:43 AM EDT,100,Not Available,151.8,121713.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,05/26/2022 10:34 AM EDT,Not Available,61.5,3705.8,No,0,1930,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,05/23/2022 09:06 AM EDT,1795233.5,9,Multifamily Housing,Not Available,Not Available,5523450,Not Available,Not Available,Not Available,Not Available,3705.8,Not Available,92,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,3705.8,Not Available,2022-09-22T00:00:00.000,Not Available,100,10785367,05/26/2022 10:32 AM EDT
15569045,1,Multifamily Housing,2047889.6,12,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.28998,48,Not Available,528542,1-00180-7512,Not Available,Not Available,Not Available,156.5,50.5,Not Available,41382,Not Available,Not Available,04/19/2021 04:01 PM EDT,100,Not Available,128.4,41382.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49.5,Not Available,No,12,1900,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/19/2021 09:24 AM EDT,1519347.6,5,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,Not Available,Not Available,2022-09-22T00:00:00.000,Not Available,100,4809142.4,03/01/2022 08:56 PM EST
2677027,1,"Multifamily Housing, Office",21260212.7,373,Not Available,No,Not Available,373,140.59,Not Available,Not Available,Not Available,61125,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.57477,373,No,15497296.6,1-01240-0001,Not Available,Not Available,15216,1310.3,Not Available,Not Available,297985,Not Available,Not Available,04/04/2020 05:59 PM EDT,100,Not Available,487.2,297985.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12/07/2018 01:58 PM EST,Not Available,71.3,15216,No,0,1927,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,04/11/2022 08:50 AM EDT,5762916.1,7,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15216,Not Available,81,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,100,15216,Not Available,2022-09-26T00:00:00.000,Not Available,100,32408326.4,03/07/2022 08:01 PM EST
2679689,1,"Multifamily Housing, Retail Store",20716240.9,204,Not Available,No,Not Available,204,Not Available,Not Available,Not Available,Not Available,15772,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.60744,338,No,8394498.2,1-00800-7504,Not Available,Not Available,10802.2,1487.6,60.8,Not Available,351608,Not Available,Not Available,08/25/2019 09:27 AM EDT,100,Not Available,1041.7,351608.0,15772,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,58.9,10802.2,No,0,2008,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:57 PM EST,12321742.6,4,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10802.2,Not Available,33,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,0,Not Available,Not Available,10802.2,Not Available,2022-09-22T00:00:00.000,Not Available,100,43315102.5,05/14/2022 07:41 PM EDT
6197955,1,Multifamily Housing,4564043.3,42,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.06772,147,Not Available,3894100.5,2-03172-0032,Not Available,Not Available,4298.3,263.5,122.9,Not Available,39336,Not Available,Not Available,05/23/2022 11:10 AM EDT,100,Not Available,56.6,39336.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,116,4298.3,No,14,1938,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 05:56 PM EST,669942.8,9,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4298.3,Not Available,56,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,4298.3,Not Available,2022-09-22T00:00:00.000,Not Available,100,5964645.3,05/20/2022 01:02 PM EDT
10894224,1,Multifamily Housing,9010964.1,130,Not Available,No,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,1.24477,195,Not Available,6082935.7,2-02522-0070,Not Available,Not Available,10063.6,570.6,89.3,Not Available,104437,Not Available,Not Available,05/07/2020 12:28 AM EDT,100,Not Available,247.5,104437.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,86.3,10063.6,No,130,2006,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:41 PM EST,2928028.4,8,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10063.6,Not Available,44,Not Available,Not Available,Not Available,No,Not Available,BRONX,Not Available,Not Available,Not Available,10063.6,Not Available,2022-09-22T00:00:00.000,Not Available,100,14585562,04/07/2022 07:28 PM EDT
2694266,1,Multifamily Housing,21092471,165,Not Available,No,Not Available,165,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.61384,512,No,16589182.8,1-01250-0067,Not Available,Not Available,7709.4,1261.8,84.2,Not Available,268800,Not Available,Not Available,08/05/2014 10:15 PM EDT,100,Not Available,380.7,268800.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,08/06/2018 02:23 PM EDT,Not Available,78.5,7709.4,No,0,1925,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 07:02 PM EST,4503288.2,11,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7709.4,Not Available,80,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,7709.4,Not Available,2022-09-22T00:00:00.000,Not Available,100,30027849,05/23/2022 02:59 PM EDT
2660185,1,Multifamily Housing,3721414.8,25,Not Available,No,Not Available,25,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2021-12-31T00:00:00.000,Not Available,Not Available,Not Available,0,Not Available,0,0.39797,75,No,2410327.1,1-01386-0049,Not Available,Not Available,1169.2,238.9,63.8,Not Available,62819,Not Available,Not Available,04/15/2021 01:30 PM EDT,100,Not Available,110.8,62819.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11/10/2018 11:11 PM EST,Not Available,59.2,1169.2,No,0,1924,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,03/01/2022 06:49 PM EST,1311087.7,6,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1169.2,Not Available,83,Not Available,Not Available,Not Available,No,Not Available,MANHATTAN,Not Available,Not Available,Not Available,1169.2,Not Available,2022-09-22T00:00:00.000,Not Available,100,6201889.1,04/07/2022 06:55 AM EDT
