q0_dbn,q17_c15_r2,q40_r1_c2_5,q16_c10_r2,q40_r1_c3_4,q16_c15_r4,q17_c15_r1,q28_4,q16_c1_r4,q16_c2_r2,q25_r1_c5,q16_c14_r2,q17_c8_r4,q25_r2_c1,q17_c1_r3,q26_2,q25_r1_c1,q16_c19_r4,q16_c14_r4,q25_r2_c5,q17_c10_r2,q17_c7_r3,q16_c15_r1,q41_7,q17_c11_r1,q17_c13_r3,q23_r7_c1,q17_c3_r4,q17_c12_r3,q16_c16_r4,q40_r1_c4_1,q17_c14_r3,q40_r1_c1_4,q16_c13_r2,q16_c9_r2,q16_c21_r4,q17_c10_r1,q40_r1_c6_4,q17_c15_r4,q25_r5_c3,q40_r1_c7_3,q27_5,q16_c17_r4,q40_r1_c7_1,q25_r5_c1,q40_r1_c3_2,q16_c22_r2,q16_c21_r3,q40_r1_c1_3,q17_c11_r3,q42_1_rev,q40_r1_c4_3,q40_r1_c10_4,q40_r1_c4_5,q16_c5_r3,q41_3,q16_c14_r3,q40_r1_c2_3,q40_r1_c6_2,q27_3,q16_c6_r1,q16_c8_r2,q17_c2_r2,q17_c4_r1,q23_r7_c2,q16_c5_r2,q16_c19_r3,q16_c3_r4,q17_c6_r4,q17_c5_r1,q16_c8_r4,q16_c16_r2,q23_r7_c4,q17_c2_r1,q40_r1_c5_3,q17_c6_r2
01M063,,,,,,,1,0.0,0.0,0,,,0,8.0,0.0,0,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,,,,,,,,0,3.0,24-30 hrs,,9.0,0,Music,,,SEA Theater,,"At Public School 63, our commitment to the arts is always growing. Since the 2010-2011 school year, full-time music and visual arts instruction by certified arts teachers has been offered to all grades. In visual arts classes, students explore a variety of two and three dimensional media and techniques. Additionally, they are exposed to a wide variety of artists both contemporary and throughout history as well as careers in the arts. Usually in music, all kindergarten through second grade students are given instruction in keyboard, reading music and vocals. As students move into the upper grades, they learn additional instruments, such as the recorder, violin, trumpet, and bucket drums. To enhance our arts program, we continue our theater partnership with Scripts to Stage, Young Storytellers in 5th grade. In the 2020-21 school year due to pandemic conditions, all music instruction was provided remotely and asynchronously. Visual arts instruction was provided as push-in for hybrid students and remotely and asynchronously for fully remote learners. Scripts to Stage was also provided remotely.",Arts Related Field Trips,,,,1,,,200.0,24-30 hrs,,,0.0,,0,,,,,,,,0,0.0,5.0,
11X287,,,,,,,1,,,0,,,0,,,0,,,0,,,,0,,,0,,,,,,,,,,,,,0,,31+ hrs,,,0,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,0,,,
02M374,,,,,,,1,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,Residency (direct instruction to students),,,,,,,,,0,,31+ hrs,,50.0,0,,,,,,Students have the option of engaging in one of two four-year tracks: visual arts and theatre. The instructional focus is college and career readiness around these disciplines. A multitude of partnerships leverage the expertise in NYC for the benefit of our students.,,,,,1,,,,,,,,,0,,,,,,,,0,,,
27Q183,,,,,,,1,0.0,0.0,0,,,0,0.0,0.0,0,,,0,,,,0,,,0,0.0,,,Residency (direct instruction to students),,,,,,,,,0,,7-12 hrs,,45.0,0,,,,,,"We received a grant from Broadway Jr and were able to provide theater arts to our middle school students. We also partnered with Thrive Collective to bring the arts to our 6th grade students, both in-person and remote.",,,,0.0,1,,,,,0.0,,0.0,0.0,0,0.0,,0.0,,,,,0,0.0,,
07X500,,,,Other,,,1,,,0,,,0,,0.0,0,,,0,,,,0,,,0,,,,In-school Student Workshops,,New York Aquarium,,,,,85.0,,0,2.0,1-6 hrs,,3.0,0,Theater,,,Hostos Center for the Arts and Culture,,"As a sixth through twelfth grade secondary early college school, our arts program focuses on the visual and theater arts. We have an extensive, award-winning creative writing program that we use to fuel our drama program. We have many outside agencies providing arts support through in-school and afterschool programs. In addition, our students take college classes at Hostos Community College in the arts. The emphasis is on pushing students to explore and reach beyond their preconceived limitations.",Arts Related Field Trips,,Arts Related Field Trips,,1,,,14.0,,,,,,0,,,,,,,,0,,4.0,
11X265,,,,,,,1,,,0,,,0,,0.0,0,,,0,,,,0,,,0,,,,,,,,,,,,,0,,1-6 hrs,,,0,,,,,,"On top of a curricular exploration of studio art provided in the 10th grade, Bronx Lab students have the opportunity to explore the arts through theater instruction with multidisciplinary theatrical projects in science, history, and English classes created in collaboration with EPIC Theatre Ensemble. Epic Theatre Ensemble is an organization comprised of artists and activists dedicated to making bold theatrical works on professional stages and in public schools that inspires dialogue about social, ethical, and political issues. Epic builds thoughtful citizenship in communities throughout NYC, modeling creative engagement with civic issues by commissioning, developing, and producing socially-minded theater and connecting these plays to schools and neighborhoods via innovative in-school, afterschool, and public performance programs. Epic accomplishes this mission by inspiring students to be creative and engaged citizens, presenting compelling topics that transform the way people think, and collaborating with artists, students, and thought leaders to produce plays about critical issues.",,,,,1,,,,,,,,,0,,,,,,,,0,,,
24Q600,,,,,,,1,,,0,,,0,,0.0,0,,,0,,,,1,,,0,,,,Arts Related Field Trips,,,,,,,,,0,,13-18 hrs,,3.0,0,,,,,,"The arts program at Queens Technical High School aims to enrich the experience of all students by exposing them to a variety of techniques, culture, and art history. We encourage our students to express themselves creatively to promote educational and emotional growth through different courses in studio arts and graphic arts.",,,,,1,,,,,,,,,0,,,,,,,,0,,,
25Q209,,,,,,,0,0.0,0.0,0,,,0,0.0,0.0,0,,,0,,,,0,,,0,0.0,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0.0,0,,,,7-12 hrs,,,0.0,0.0,0,0.0,,0.0,,0.0,,,0,0.0,,
03M241,,,,Theater,,,0,14.0,0.0,0,,,0,28.0,0.0,0,,,0,,,,0,,,0,,,,Residency (direct instruction to students),,OTHER,,,,,70.0,,0,10.0,,,14.0,0,Visual Arts,,,OTHER,,"The STEM Institute of Manhattan will continue to provide visual arts instruction through art residencies provided by Arts Horizons, Learning Through an Expanded Arts Program (LeAp) and the Leadership Program. In collaboration with these organizations, STEM students receive regular instruction in visual arts, dance and theater. Students also perform a full length Broadway Jr. musical production annually. Additionally, Arts Horizons and Harlem School of the Arts provide students with instruction in the performing arts, including voice and dance. As part of our regular school schedule, Friday Fun Clubs enable students to explore many aspects of the arts, including photography, Latin dance, and crochet. All classroom teachers integrate art through the content areas so our students continue to explore, design and showcase their work in our corridors and classrooms.",Residency (direct instruction to students),,,,1,,The Leadership Program,108.0,,,,12.0,,0,,,12.0,,,,,0,12.0,4.0,
24Q091,,,0.0,Dance,,,0,0.0,0.0,0,,0.0,0,0.0,0.0,0,,,0,0.0,0.0,,1,,,0,0.0,,,Residency (direct instruction to students),,Marquis Studios,,0.0,,0.0,50.0,,0,10.0,1-6 hrs,,6.0,0,Music,,,Ping Chong + Company,,"At P.S. 091 Richard Arkwright, our goals for the coming school year are to continue to integrate the arts curriculum into our common core curriculum. We will continue to work with our current residensies which are the Marquis Studio, as well as Ping Chong and Company.  We are hoping to continue working with Dancing Classrooms for our fifth grade students this year. We have been very fortunate to bring these organizations to our students virtually through Google Meets and Zoom platforms, both during and after school hours. As restrictions are being lifted, we will encourage teachers to take field trips to the many cultural institutaions that NYC has to offer.  This will continue to enrich our curriculum and instructional programs throughout the school.",Residency (direct instruction to students),Virtual After School Program,Residency (direct instruction to students),0.0,1,,,111.0,19-23 hrs,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,0,0.0,5.0,0.0
07X005,,,,Visual Arts,,,0,0.0,0.0,0,,,0,0.0,0.0,0,,,0,,0.0,,1,,,0,0.0,,,Residency (direct instruction to students),,Lehman College Art Gallery,,,,,38.0,,0,10.0,19-23 hrs,,7.0,0,Visual Arts,,,Dancing Classrooms,,"PS/MS 5X, students are creative individuals with unique voices and perspectives. They create and perform artistically while adopting real life practices and behaviors of true artists. 

They expand their expressive capabilities, work through challenges, articulate problems and solutions, gain domain specific vocabulary. They discover connections between the art they make, the art made by others and the world around them.",Residency (direct instruction to students),,,0.0,1,,,29.0,,0.0,,0.0,0.0,0,0.0,,0.0,0.0,10.0,,,0,10.0,5.0,0.0
12X536,,,,,,,1,100.0,50.0,0,,,0,0.0,0.0,0,,,0,,0.0,,1,,,0,100.0,,,Residency (direct instruction to students),,,,,,,,,0,,1-6 hrs,,15.0,0,Music,,,,,"At P.S. 536 students receive weekly Dance and Visual Arts instruction.  

Students engage in Weekly Assemblies where they are exposed to diverse types of music and dance (i.e. salsa, tap, etc.).

Students in different grade levels experience dance residencies such as Bollywood Dance, Bangali Dance and Swing.

In-person students are able to experience learning Violin in our afterschool program.",,,,0.0,1,,,50.0,,171.0,,50.0,171.0,0,50.0,,100.0,100.0,171.0,,,0,171.0,,50.0
07X600,,,,,,,0,,,0,,,0,,0.0,0,,,0,,,,0,,,0,,,,In-school Student Workshops,,,,,,,,,0,,7-12 hrs,,30.0,0,,,,,,"We have a Career and Technical Education (CTE) approved graphic arts program. Twenty five percent of the students in our school are enrolled in that program. All other students take one year of visual arts, generally in ninth grade.",,,,,1,,,,,,,,,0,,,,,,,,0,,,
23K392,,Motion and Harmony in Art,,Visual Arts,,,0,,,0,,,0,,0.0,0,,,0,,,,0,,,0,,,,Residency (direct instruction to students),,OTHER,,,,,75.0,,0,25.0,19-23 hrs,,16.0,0,Music,,,21 Century Community learning Center,,"Arts education continues to be a part of the everyday experience of students at I.S. 392. Our students are provided a well-rounded education that includes a balance of academics and arts, both during the day and afterschool. Yearly, our commitment to the arts is highlighted through our residencies in ceramics, theater, photography, and poetry writing with resident artists. This year, although virtual, we provided violin classes, pottery, steel pan, dance and vocal classes.  Our theater students were able to perform a series of virtual monologues after watching various productions in class and receiving instruction from our drama teacher.  This year our students at I.S. 392 also had an opportunity to audition for a role in our virtual production of Broadway Jr.’s ""Dear Edwina.” This is the fifth year with this program, and our students and staff work diligently to put on a production that is attended by neighboring schools, as well as our superintendent and elected officials. Broadway Jr. has allowed our students to sharpen their skills in vocal music and dance over the past three years. In addition, art students have worked to create virtual sets for the recording of our theatrical production. To incorporate art forms of diverse cultural groups, we have added steel pan, stilt-walking and costume design in our arts offerings.",Residency (direct instruction to students),,Residency (direct instruction to students),,1,,,36.0,,,,,,0,,,,,,,,0,,5.0,
