source_relation,marketplace_id,asin,item_name,display_name,product_name,brand,color,size,style,package_quantity,manufacturer,contributors,product_type,condition,release_date,item_classification,classification_id,classification_sales_rank_link,classification_sales_rank,website_display_group,website_display_group_name,website_display_group_sales_rank_link,website_display_group_sales_rank,is_memorabilia,is_adult_product,is_autographed,is_trade_in_eligible,model_number,part_number,parent_variation_asin,parent_package_container_asin,sku,fn_sku,ean,gtin,isbn,jan,minsan,upc,count_images,count_swatch_images,item_height_unit,item_height_value,item_length_unit,item_length_value,item_weight_unit,item_weight_value,item_width_unit,item_width_value,package_height_unit,package_height_value,package_length_unit,package_length_value,package_weight_unit,package_weight_value,package_width_unit,package_width_value,inventory_summary_id,inventory_last_updated_at,total_quantity,total_researching_quantity,total_reserved_quantity,fullfillable_quantity,total_unfulfillable_quantity,pending_customer_order_quantity,pending_transshipment_quantity,fc_processing_quantity,inblound_shipped_quantity,inbound_receiving_quantity,inbound_working_quantity,warehouse_damaged_quantity,carrier_damaged_quantity,customer_damaged_quantity,defective_quantity,distributor_damaged_quantity,expired_quantity,short_term_research_quantity,mid_term_research_quantity,long_term_research_quantity
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1857,jacket,product_3,Laptop Stand,Waystar Royco,berry,14,Awful,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Good,2024-07-11,PRODUCT_BUNDLE,100534866,,,amazon.com/GHP-BGGF-100534866,Stuff,,,f,f,f,t,GHP-BGGF-100534866,GHP-BGGF-100534866,,B095PARENT,SKU-1760,FNSKU-65469,,5948067,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00082,2024-12-31 19:36:52,125,3,10,109,3,1,5,8,12,20,6,5,8,7,2,2,1,0,49,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9484,cable subscription,product_3,Phone Case,Waystar Royco,wisteria,15,Smelly,1,waystar royco,,FOOD,New,2024-07-11,VARIATION_PARENT,100534867,,,amazon.com/GHP-BGGF-100534867,Stuff,,,f,f,f,t,GHP-BGGF-100534867,GHP-BGGF-100534867,,B095PARENT,SKU-5296,FNSKU-65885,,,5948068,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00083,2025-01-16 19:36:52,187,8,23,150,6,3,4,15,13,18,9,8,4,6,10,2,0,0,41,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9270,laptop,product_3,Phone Case,Waystar Royco,cyan,16,Nice,1,waystar royco,,CLOTHING,Used - Good,2024-07-11,BASE_PRODUCT,100534868,,,amazon.com/GHP-BGGF-100534868,Stuff,,,f,f,f,t,GHP-BGGF-100534868,GHP-BGGF-100534868,,B095PARENT,SKU-3918,FNSKU-36065,,,,5948069,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00084,2025-01-23 19:36:52,73,5,15,41,12,7,4,12,13,12,20,10,10,0,8,8,4,39,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1444,banker's lamp,product_3,Wireless Mouse,Waystar Royco,hunter green,17,Brutalist,1,waystar royco,,CAMPING,Used - Good,2024-07-11,OTHER,100534869,,,amazon.com/GHP-BGGF-100534869,Stuff,,,f,f,f,t,GHP-BGGF-100534869,GHP-BGGF-100534869,,B095PARENT,SKU-7099,FNSKU-52193,,,,,5948070,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00085,2025-01-06 19:36:52,496,7,101,342,46,8,3,4,3,20,5,8,8,8,10,2,3,0,0,9
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4557,standing desk,product_3,USB Cable,Waystar Royco,tiffany blue,32,Minimalist,1,waystar royco,,CLOTHING,New,2024-07-11,PRODUCT_BUNDLE,100534870,,,amazon.com/GHP-BGGF-100534870,Stuff,,,f,f,f,t,GHP-BGGF-100534870,GHP-BGGF-100534870,,B095PARENT,5948071,FNSKU-52875,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00086,2025-01-15 19:36:52,307,6,50,247,4,1,3,2,19,9,19,10,7,10,3,3,1,0,23,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4684,water bottle,product_3,USB Cable,Waystar Royco,blush,33,Maximilist,1,waystar royco,,PET_SUPPLIES,New,2024-07-11,VARIATION_PARENT,100534871,,,amazon.com/GHP-BGGF-100534871,Stuff,,,f,f,f,t,GHP-BGGF-100534871,GHP-BGGF-100534871,,B095PARENT,SKU-4698,FNSKU-19538,,,,,,5948072,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00087,2025-01-09 19:36:52,272,27,27,171,47,3,5,14,0,16,13,5,2,2,10,7,0,13,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4263,iphone 16s,product_3,Phone Case,Waystar Royco,ivory,Gifting Sizing Kit,Postmodern,1,waystar royco,,CAMPING,New,2024-07-11,BASE_PRODUCT,100534872,,,amazon.com/GHP-BGGF-100534872,Stuff,,,f,f,f,t,GHP-BGGF-100534872,GHP-BGGF-100534872,,B095PARENT,SKU-9443,FNSKU-88582,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00088,2025-01-20 19:36:52,154,0,34,92,28,0,5,9,8,5,10,3,5,10,4,2,4,0,0,9
amazon_selling_partner.public,MPIDRANDOM,B0E7STG4368,golden doodle puppy,product_3,USB Cable,Waystar Royco,ebony,Sizing Kit,Elegant,1,waystar royco,,PET_SUPPLIES,Used - Like New,2024-07-11,OTHER,100534873,,,amazon.com/GHP-BGGF-100534873,Stuff,,,t,t,t,t,GHP-BGGF-100534873,GHP-BGGF-100534873,,B095PARENT,SKU-2009,FNSKU-94973,5948074,,,,,,1,0,inches,,,,,,,,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00089,2025-01-09 19:36:52,476,35,71,353,17,2,0,7,15,20,7,8,6,2,9,7,5,0,5,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9074,flatscreen TV,product_3,Bluetooth Speaker,Waystar Royco,cream,1,Modern,1,waystar royco,,FOOD,Used - Like New,2024-07-11,PRODUCT_BUNDLE,100534874,,,amazon.com/GHP-BGGF-100534874,Stuff,,,t,t,t,f,GHP-BGGF-100534874,GHP-BGGF-100534874,,B095PARENT,SKU-7061,FNSKU-98763,,5948075,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00090,2025-01-13 19:36:52,297,0,37,204,56,5,2,9,3,17,16,3,3,7,1,2,2,50,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG9062,massage chair,product_3,USB Cable,Waystar Royco,pearl,2,"Modern, Elegant",1,waystar royco,,CAMPING,Used - Good,2024-07-11,VARIATION_PARENT,100534875,,,amazon.com/GHP-BGGF-100534875,Stuff,,,t,t,t,f,GHP-BGGF-100534875,GHP-BGGF-100534875,,B095PARENT,SKU-5000,FNSKU-20675,,,5948076,,,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00091,2025-01-04 19:36:52,376,19,44,288,25,2,3,8,2,13,4,5,2,6,4,6,2,30,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5938,jacket,product_3,Laptop Stand,Waystar Royco,alabaster,3,Heritage,1,waystar royco,,FOOD,Used - Acceptable,2024-07-11,BASE_PRODUCT,100534876,,,amazon.com/GHP-BGGF-100534876,Stuff,,,t,t,t,f,GHP-BGGF-100534876,GHP-BGGF-100534876,,B095PARENT,SKU-9711,FNSKU-45330,,,,5948077,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00092,2025-01-04 19:36:52,124,8,4,94,18,0,5,3,0,13,18,5,9,9,3,10,1,0,0,44
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1636,cable subscription,product_4,USB Cable,Waystar Royco,cotton candy,4,Traditional,1,waystar royco,,ELECTRONIC_ADAPTER,New,2024-07-11,OTHER,100534877,,,amazon.com/GHP-BGGF-100534877,Stuff,,,t,t,t,f,GHP-BGGF-100534877,GHP-BGGF-100534877,,B095PARENT,SKU-7053,FNSKU-86605,,,,,5948078,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00093,2025-01-20 19:36:52,187,6,46,124,11,3,1,6,0,18,12,8,7,6,5,2,4,0,0,10
amazon_selling_partner.public,MPIDRANDOM,B0E7STG2699,laptop,product_4,Wireless Mouse,Waystar Royco,mauve,5,Horizon,1,waystar royco,,PET_SUPPLIES,Refurbished,2024-07-11,PRODUCT_BUNDLE,100534878,,,amazon.com/GHP-BGGF-100534878,Stuff,,,f,f,f,f,GHP-BGGF-100534878,GHP-BGGF-100534878,,B095PARENT,5948079,FNSKU-15397,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00094,2025-01-24 19:36:52,396,0,13,351,32,10,5,14,7,6,0,10,4,7,8,2,1,14,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3532,banker's lamp,product_4,Laptop Stand,Waystar Royco,caramel,6,Vertical,1,waystar royco,,ELECTRONIC_ADAPTER,Used - Acceptable,2024-07-11,VARIATION_PARENT,100534879,,,amazon.com/GHP-BGGF-100534879,Stuff,,,f,f,f,f,GHP-BGGF-100534879,GHP-BGGF-100534879,,B095PARENT,SKU-3653,FNSKU-53556,,,,,,5948080,1,0,inches,1,inches,1,pounds,0,inches,1,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00095,2025-01-21 19:36:52,161,3,31,107,20,5,0,0,15,2,13,0,6,2,1,7,4,2,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3510,standing desk,product_4,Phone Case,Waystar Royco,parchment,7,Ugly,1,waystar royco,,CLOTHING,Used - Good,2024-07-11,BASE_PRODUCT,100534880,,,amazon.com/GHP-BGGF-100534880,Stuff,,,f,f,f,f,GHP-BGGF-100534880,GHP-BGGF-100534880,,B095PARENT,SKU-2491,FNSKU-89557,,,,5948081,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00096,2025-01-26 19:36:52,227,22,6,186,13,8,2,8,5,12,7,8,5,9,0,0,1,43,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG3787,water bottle,product_4,USB Cable,Waystar Royco,khaki,8,Smelly,1,waystar royco,,PET_SUPPLIES,Used - Like New,2024-07-11,OTHER,100534881,,,amazon.com/GHP-BGGF-100534881,Stuff,,,f,f,f,f,GHP-BGGF-100534881,GHP-BGGF-100534881,,B095PARENT,SKU-6425,FNSKU-56210,,,,,5948082,,1,0,inches,1,inches,1,pounds,0,inches,1,inches,5,inches,5,pounds,0,inches,5,FIVETRAN-00097,2025-01-21 19:36:52,246,15,57,143,31,1,5,5,2,9,6,4,9,4,3,9,5,30,0,0
amazon_selling_partner.public,MPIDRANDOM,B0E7STG5917,iphone 16s,product_4,Laptop Stand,Waystar Royco,fawn,8,"Cool, Sleek",1,waystar royco,,ELECTRONIC_ADAPTER,Refurbished,2024-07-11,PRODUCT_BUNDLE,100534882,,,amazon.com/GHP-BGGF-100534882,Stuff,,,f,f,f,f,GHP-BGGF-100534882,GHP-BGGF-100534882,,B095PARENT,5948083,FNSKU-88380,,,,,,,1,0,inches,0,inches,0,pounds,0,inches,0,inches,6,inches,6,pounds,0,inches,6,FIVETRAN-00098,2025-01-19 19:36:52,82,3,13,58,8,5,5,3,4,7,13,7,9,1,8,0,4,0,0,6
amazon_selling_partner.public,MPIDRANDOM,B0E7STG1691,golden doodle puppy,product_4,Wireless Mouse,Waystar Royco,oatmeal,9,Interesting,1,waystar royco,,PET_SUPPLIES,Used - Acceptable,2024-07-11,VARIATION_PARENT,100534883,,,amazon.com/GHP-BGGF-100534883,Stuff,,,f,f,f,f,GHP-BGGF-100534883,GHP-BGGF-100534883,,B095PARENT,SKU-9603,FNSKU-22842,,,,,,5948084,1,0,inches,1,inches,1,pounds,0,inches,1,inches,4,inches,4,pounds,0,inches,4,FIVETRAN-00099,2025-01-03 19:36:52,414,27,83,231,73,0,2,10,19,16,19,2,8,4,4,5,4,0,0,30
