property_id,office_weekly_operating_hours,multifamily_housing_number_5,net_emissions_metric_tons,retail_store_cash_register,food_service_gross_floor,address_2,primary_property_type_epa,non_refrigerated_warehouse,data_center_pdu_input_meter,municipally_supplied_potable_1,supermarket_grocery_gross,property_floor_area_building,weather_normalized_site,retail_store_gross_floor,national_median_source_eui,electricity_use_generated_1,national_median_energy_star,fast_food_restaurant_gross,pre_school_daycare_gross,data_center_national_median,multifamily_housing_percent_1,fuel_oil_1_use_kbtu,hospital_general_medical_1,kerosene_use_kbtu,bar_nightclub_gross_floor,vocational_school_gross_floor,nyc_borough_block_and_lot,data_center_it_site_energy,senior_care_community_gross,data_center_it_source_energy,occupancy,hospital_general_medical_4,multifamily_housing_number_3,census_tract,medical_office_gross_floor,total_ghg_emissions_metric,energy_power_station_gross,avoided_emissions_onsite,hospital_general_medical,manufacturing_industrial,municipally_supplied_potable_3,longitude,percent_of_electricity_that,water_wastewater_investment,retail_store_computer_density,weather_normalized_site_eui,personal_services_health,indoor_water_use_all_water,hospital_general_medical_3,courthouse_gross_floor_area,hospital_general_medical_6,social_meeting_hall_gross,hospital_general_medical_9,borough,outpatient_rehabilitation,year_built,data_center_it_energy,restaurant_weekly_operating,fuel_oil_2_use_kbtu,estimated_data_flag_fuel,worship_facility_gross_floor,mailing_center_post_office,hospital_general_medical_12,estimated_data_flag_fuel_2,fuel_oil_no_2_cost
2614191,Not Available,0,561,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,112702,4.3,Not Available,155.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3064410001,Not Available,Not Available,Not Available,100,Not Available,2.27148,282.0,Not Available,561,Not Available,Not Available,Not Available,Not Available,70.21,-74.002355,0,Not Available,Not Available,83.3,Not Available,7912.5,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1960,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2587540,Not Available,0.68276,966,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,145000,3.1,Not Available,136.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-01410-0033,Not Available,Not Available,Not Available,100,Not Available,1.51724,128.0,Not Available,966,Not Available,Not Available,Not Available,Not Available,Not Available,-73.959817,0,Not Available,Not Available,98.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2598261,Not Available,0.9462,874,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,154301,5.9,Not Available,139.3,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1015267502,Not Available,Not Available,Not Available,100,Not Available,1.54244,138.0,Not Available,874,Not Available,Not Available,Not Available,Not Available,Not Available,-73.95623,0,Not Available,Not Available,90.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2586202,55,Not Available,721.3,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,125858,13.6,Not Available,221,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008670001,Not Available,Not Available,Not Available,100,Not Available,Not Available,82.0,Not Available,721.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.983098,0,Not Available,Not Available,68.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1915,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2631422,77,Not Available,481.5,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,92577,11.1,Not Available,245.8,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00869-0058,Not Available,Not Available,Not Available,100,Not Available,Not Available,82.0,Not Available,481.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.980434,0,Not Available,Not Available,67.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1843812,65,Not Available,1414.8,0.18809,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,245320,20.4,21266,271.3,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01375-0049,208304.2,Not Available,2231704.1,100,Not Available,Not Available,11401.0,Not Available,1414.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.97024,0,Not Available,0.70535,69.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1985,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2638906,Not Available,0,369.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,87732,Not Available,Not Available,130.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1018407501,Not Available,Not Available,Not Available,100,Not Available,2.0403,189.0,Not Available,369.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.962286,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1983,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2564792,Not Available,0.24929,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,169614,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1004747506,Not Available,Not Available,Not Available,100,Not Available,0.51075,47.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19.43,-74.00127,Not Available,Not Available,Not Available,Not Available,Not Available,3295.9,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,2005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1272226,68.28,Not Available,26439.2,0.32891,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,2486762,11.7,148978,292.1,Not Available,50,4235,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1007830070,Not Available,Not Available,Not Available,100,Not Available,Not Available,101.0,Not Available,26439.2,Not Available,Not Available,Not Available,Not Available,30.39,-73.992926,0,Not Available,0.07384,164.4,Not Available,75575.4,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1970,Not Available,87,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2595881,Not Available,0,269.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,57700,3.7,Not Available,120.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3-01059-0061,Not Available,Not Available,Not Available,100,Not Available,1.4,159.0,Not Available,269.3,Not Available,Not Available,Not Available,Not Available,43.96,-73.97334,0,Not Available,Not Available,78.8,Not Available,2536.4,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1926,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1472193,55,Not Available,7232.8,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,1056389,13.5,Not Available,287.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1009200012,Not Available,Not Available,Not Available,100,Not Available,Not Available,88.0,Not Available,7232.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.975682,0,Not Available,Not Available,89.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1963,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2563502,48.86,Not Available,1201.5,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,253623,10,Not Available,228,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008560009,Not Available,Not Available,Not Available,100,Not Available,Not Available,56.0,Not Available,1201.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.98755,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1912,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2364095,65,Not Available,3713.4,0.11775,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,472505,14.6,127386,244.2,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01266-0001,Not Available,Not Available,Not Available,100,Not Available,Not Available,104.0,Not Available,3713.4,Not Available,Not Available,Not Available,Not Available,Not Available,-73.97823,0,Not Available,0.19625,107.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1939,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1143922,19.98,Not Available,4675.5,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,893647,14.7,Not Available,148.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1000350010,Not Available,Not Available,Not Available,60,Not Available,Not Available,7.0,Not Available,4675.5,Not Available,Not Available,Not Available,Not Available,11.69,-74.006636,0,Not Available,Not Available,63.6,Not Available,10443.2,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1968,Not Available,Not Available,1174476.6,No,Not Available,Not Available,Not Available,Not Available,Not Available
2544622,55,Not Available,1113.9,0.18443,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,168103,12.9,10844,237.4,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008400071,Not Available,Not Available,Not Available,100,Not Available,Not Available,84.0,Not Available,1113.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.983701,0,Not Available,1.84434,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2617131,Not Available,Not Available,798.7,Not Available,Not Available,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,93300,5.6,Not Available,136.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4003960010,Not Available,Not Available,Not Available,100,Not Available,Not Available,33.0,Not Available,798.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.93711,0,Not Available,Not Available,51.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1920,Not Available,Not Available,1394837.6,No,15633,Not Available,Not Available,Not Available,Not Available
