property_id,office_weekly_operating_hours,multifamily_housing_number_5,net_emissions_metric_tons,retail_store_cash_register,food_service_gross_floor,address_2,primary_property_type_epa,non_refrigerated_warehouse,data_center_pdu_input_meter,municipally_supplied_potable_1,supermarket_grocery_gross,property_floor_area_building,weather_normalized_site,retail_store_gross_floor,national_median_source_eui,electricity_use_generated_1,national_median_energy_star,fast_food_restaurant_gross,pre_school_daycare_gross,data_center_national_median,multifamily_housing_percent_1,fuel_oil_1_use_kbtu,hospital_general_medical_1,kerosene_use_kbtu,bar_nightclub_gross_floor,vocational_school_gross_floor,nyc_borough_block_and_lot,data_center_it_site_energy,senior_care_community_gross,data_center_it_source_energy,occupancy,hospital_general_medical_4,multifamily_housing_number_3,census_tract,medical_office_gross_floor,total_ghg_emissions_metric,energy_power_station_gross,avoided_emissions_onsite,hospital_general_medical,manufacturing_industrial,municipally_supplied_potable_3,longitude,percent_of_electricity_that,water_wastewater_investment,retail_store_computer_density,weather_normalized_site_eui,personal_services_health,indoor_water_use_all_water,hospital_general_medical_3,courthouse_gross_floor_area,hospital_general_medical_6,social_meeting_hall_gross,hospital_general_medical_9,borough,outpatient_rehabilitation,year_built,data_center_it_energy,restaurant_weekly_operating,fuel_oil_2_use_kbtu,estimated_data_flag_fuel,worship_facility_gross_floor,mailing_center_post_office,hospital_general_medical_12,estimated_data_flag_fuel_2,fuel_oil_no_2_cost
2590256,67.49,Not Available,385.2,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,152439,9,Not Available,231.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1007880011,Not Available,Not Available,Not Available,100,Not Available,Not Available,113.0,Not Available,385.2,Not Available,Not Available,Not Available,Not Available,Not Available,-73.990468,0,Not Available,Not Available,30.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1925,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2640563,Not Available,0,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,12150,Not Available,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076580002,Not Available,Not Available,Not Available,100,Not Available,2.13992,1377.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-73.753833,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2587287,Not Available,Not Available,382.6,Not Available,Not Available,Not Available,Self-Storage Facility,Not Available,Not Available,Not Available,Not Available,131835,4.7,Not Available,47.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00694-0047,Not Available,Not Available,Not Available,100,Not Available,Not Available,99.0,Not Available,382.6,Not Available,Not Available,Not Available,Not Available,Not Available,-74.005305,0,Not Available,Not Available,42.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1261461,72,Not Available,10512.8,0.68912,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,1071012,27.3,11609,446.3,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01276-0058,5589362.6,Not Available,59882642.3,100,Not Available,Not Available,82.0,Not Available,10512.8,Not Available,Not Available,Not Available,Not Available,1.86,-73.979712,0,Not Available,0.8614,122.9,Not Available,1988.9,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,2003,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2598352,Not Available,0.86759,739.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,102972,6.6,Not Available,140.2,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-01206-7501,Not Available,Not Available,Not Available,100,Not Available,1.57188,177.0,5000,739.5,Not Available,Not Available,Not Available,Not Available,Not Available,-73.966491,0,Not Available,Not Available,91.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1929,Not Available,Not Available,7186543.2,No,Not Available,Not Available,Not Available,No,162425.08
2533060,Not Available,0.63191,0,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,425421,9.4,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1011717505,Not Available,Not Available,Not Available,100,Not Available,1.14267,151.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-73.989721,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,2007,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2503315,Not Available,Not Available,2014.7,Not Available,Not Available,Not Available,Medical Office,Not Available,Not Available,Not Available,Not Available,108161,53.5,Not Available,362.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00969-0005,Not Available,Not Available,Not Available,100,Not Available,Not Available,8601.0,108161,2014.7,Not Available,Not Available,Not Available,Not Available,53.27,-73.971854,0,Not Available,Not Available,233.1,Not Available,5762,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2636732,Not Available,Not Available,832.9,Not Available,Not Available,Not Available,College/University,Not Available,Not Available,Not Available,Not Available,27358,16.6,Not Available,262.6,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1007960058,Not Available,Not Available,Not Available,100,Not Available,Not Available,87.0,Not Available,832.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.994818,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1910,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2561172,Not Available,1.13367,1055.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,149955,17.4,Not Available,146.2,Not Available,50,Not Available,Not Available,Not Available,70,Not Available,Not Available,Not Available,Not Available,Not Available,3070520014,Not Available,Not Available,Not Available,100,Not Available,1.86723,342.0,Not Available,1055.2,Not Available,Not Available,Not Available,Not Available,Not Available,-73.995033,0,Not Available,Not Available,94.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1975,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1560916,59.07,Not Available,1091.8,Not Available,Not Available,130 East 59th Street,Office,Not Available,Not Available,Not Available,Not Available,269470,11.3,Not Available,243.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1013137502,Not Available,Not Available,Not Available,95,Not Available,Not Available,11203.0,Not Available,1091.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.968407,0,Not Available,Not Available,49.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1953,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1845411,42.48,Not Available,5161.9,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,538141,19.5,Not Available,265.3,Not Available,50,1500,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1013130005,Not Available,Not Available,Not Available,95,Not Available,Not Available,11203.0,70434,5161.9,Not Available,Not Available,Not Available,Not Available,Not Available,-73.969157,0,Not Available,Not Available,138.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1969,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1407884,50,Not Available,1671.8,Not Available,Not Available,Sute 200,Office,Not Available,Not Available,Not Available,Not Available,373640,15.8,Not Available,283.4,Not Available,50,1835,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01008-7503,Not Available,Not Available,Not Available,100,Not Available,Not Available,137.0,Not Available,1671.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.979813,0,Not Available,Not Available,53.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1988,Not Available,70,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640580,Not Available,Not Available,357.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4008940030,Not Available,Not Available,Not Available,100,Not Available,Not Available,105.0,Not Available,357.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.915256,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2383927,Not Available,0.60947,1321.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,259240,8.6,Not Available,127.7,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,1011257502,Not Available,Not Available,Not Available,100,Not Available,1.21895,157.0,Not Available,1321.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.977748,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1925,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available
2595904,Not Available,0,310.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,65000,4.5,Not Available,119.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-00892-0020,Not Available,Not Available,Not Available,100,Not Available,1.4,80.0,Not Available,310.2,Not Available,Not Available,Not Available,Not Available,50.5,-73.978494,0,Not Available,Not Available,63.3,Not Available,3282.4,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1956,Not Available,Not Available,2914983,No,Not Available,Not Available,Not Available,Not Available,Not Available
2605684,168,Not Available,12944.7,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,324836,45.8,Not Available,304.5,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1021390051,Not Available,Not Available,Not Available,100,Not Available,Not Available,,Not Available,12944.7,Not Available,Not Available,Not Available,Not Available,Not Available,,0,Not Available,Not Available,558.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1976,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2639329,Not Available,0,394.2,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,70200,5.3,Not Available,131.6,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,2-04252-0052,Not Available,Not Available,Not Available,100,Not Available,1.4,300.0,Not Available,394.2,Not Available,Not Available,Not Available,Not Available,34.77,-73.828128,0,Not Available,Not Available,71.5,Not Available,2441,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1927,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2598266,Not Available,1.26482,1622.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,151009,6.9,Not Available,144.5,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1014410017,Not Available,Not Available,Not Available,100,Not Available,1.26482,118.0,Not Available,1622.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.960247,0,Not Available,Not Available,149.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1965,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1600063,53.89,Not Available,14801.3,0.21082,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,1196354,16.7,47434,245.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01292-0015,Not Available,Not Available,Not Available,100,Not Available,Not Available,11202.0,Not Available,14801.3,Not Available,Not Available,Not Available,Not Available,12.44,-73.972479,0,Not Available,0,88.3,Not Available,14878.8,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1980,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2609568,Not Available,Not Available,490.7,Not Available,Not Available,Not Available,Residence Hall/Dormitory,Not Available,Not Available,Not Available,Not Available,111285,5.3,Not Available,145.8,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2-05779-0801,Not Available,Not Available,Not Available,100,Not Available,Not Available,335.0,Not Available,490.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.904431,0,Not Available,Not Available,70.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1962,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
11809,99.27,Not Available,13612.9,0.23861,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,1601977,23.2,62864,327.5,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1009950005,Not Available,Not Available,Not Available,100,Not Available,Not Available,119.0,Not Available,13661.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.986244,0.3567626,Not Available,0.39768,113.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1999,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2008836,Not Available,0.61442,2513.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,6420,457771,4.3,Not Available,148.1,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-00016-7517,Not Available,Not Available,Not Available,100,Not Available,1.25332,31704.0,Not Available,2513.8,Not Available,Not Available,Not Available,Not Available,Not Available,-74.016519,0,Not Available,Not Available,95.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,2008,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2640549,Not Available,0,80.8,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,10875,5.2,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4076720002,Not Available,Not Available,Not Available,100,Not Available,2.2069,1377.0,Not Available,80.8,Not Available,Not Available,Not Available,Not Available,Not Available,-73.751256,0,Not Available,Not Available,127.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,1949,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2600390,Not Available,0,536,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,119106,3.4,Not Available,119.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3051610033,Not Available,Not Available,Not Available,100,Not Available,1.4,514.0,Not Available,536,Not Available,Not Available,Not Available,Not Available,Not Available,-73.961258,0,Not Available,Not Available,72,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1954,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2386565,Not Available,0,834.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,55115,4.8,Not Available,118.1,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,1013630020,Not Available,Not Available,Not Available,100,Not Available,0.97977,8603.0,Not Available,834.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.964228,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1930,Not Available,Not Available,3961179.6,No,Not Available,Not Available,Not Available,No,87919.89
2562937,Not Available,0,431.4,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,67350,3.9,Not Available,181.5,Not Available,50,Not Available,Not Available,Not Available,20,Not Available,Not Available,Not Available,Not Available,Not Available,2-02808-0051,Not Available,Not Available,Not Available,100,Not Available,3.25167,250.0,Not Available,431.4,Not Available,Not Available,Not Available,Not Available,Not Available,-73.853325,0,Not Available,Not Available,105.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1930,Not Available,Not Available,710451.5,No,Not Available,Not Available,Not Available,Not Available,0
2602948,48.47,Not Available,146791.4,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,137580,16.5,Not Available,239.7,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00088-00001,Not Available,Not Available,Not Available,100,Not Available,Not Available,21.0,Not Available,146791.4,Not Available,Not Available,Not Available,Not Available,Not Available,-74.008469,0,Not Available,Not Available,13630.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1918,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2637919,Not Available,0,728.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,143418,4.4,Not Available,123.3,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3002520008,Not Available,Not Available,Not Available,100,Not Available,1.75013,301.0,Not Available,728.1,Not Available,Not Available,Not Available,Not Available,Not Available,-73.998327,0,Not Available,Not Available,80.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1923,Not Available,Not Available,1487125.5,No,Not Available,Not Available,Not Available,Not Available,1928.93
2639199,Not Available,0,257.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,71413,3.9,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1015170043,Not Available,Not Available,Not Available,100,Not Available,2.36797,14802.0,Not Available,257.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.953532,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1938,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available
2564688,Not Available,0.15909,474,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,62857,16.8,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1013797504,Not Available,Not Available,Not Available,100,Not Available,0.57273,122.0,Not Available,474,Not Available,Not Available,Not Available,Not Available,Not Available,-73.970339,0,Not Available,Not Available,98.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2383841,Not Available,0.27388,769,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,153350,6.9,Not Available,124.8,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,1013870001,Not Available,Not Available,Not Available,100,Not Available,0.68471,130.0,Not Available,769,Not Available,Not Available,Not Available,Not Available,Not Available,-73.966525,0,Not Available,Not Available,67.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2559260,Not Available,1.2476,388.5,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0.8,Not Available,80154,5.5,Not Available,136.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-01063-0035,Not Available,Not Available,Not Available,100,Not Available,1.26007,133.0,Not Available,388.5,Not Available,Not Available,Not Available,Not Available,70.06,-73.987636,0,Not Available,Not Available,78.4,Not Available,5615.5,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1993,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2636777,Not Available,0,325.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,7.25,Not Available,8035,25,Not Available,561.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3-05979-0046,Not Available,Not Available,Not Available,100,Not Available,11.69882,,Not Available,325.1,Not Available,Not Available,Not Available,Not Available,570.01,,0,Not Available,Not Available,695.9,Not Available,4580,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,1924,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
1439901,55,Not Available,1682.7,1.10957,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,249187,19.4,28840,318.8,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-01278-0069,Not Available,Not Available,Not Available,95,Not Available,Not Available,94.0,Not Available,1682.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.979455,0,Not Available,0.72816,82.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1959,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2608470,Not Available,0.90315,353.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,70863,4.1,Not Available,161,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1-02057-0039,Not Available,Not Available,Not Available,100,Not Available,2.49778,227.0,Not Available,353.3,Not Available,Not Available,Not Available,Not Available,64.6,-73.948482,0,Not Available,Not Available,82,Not Available,4578.1,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1916,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2054784,60,Not Available,1684.4,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Not Available,208203,Not Available,Not Available,148.1,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1013360031,Not Available,Not Available,Not Available,100,Not Available,Not Available,88.0,Not Available,1684.4,Not Available,Not Available,Not Available,Not Available,26.95,-73.970116,0,Not Available,Not Available,Not Available,Not Available,5611.1,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1987,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),40,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2637884,Not Available,0.89532,1005.1,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,178893,6.5,Not Available,129.4,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1011240042,Not Available,Not Available,Not Available,100,Not Available,1.30543,157.0,Not Available,1005.1,Not Available,Not Available,Not Available,Not Available,32.93,-73.976889,0,Not Available,Not Available,89.4,Not Available,5891.7,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1950,Not Available,Not Available,1748000.1,No,Not Available,Not Available,Not Available,Not Available,4710.34
2606988,Not Available,0,271.7,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,68000,3.5,Not Available,117.8,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,3052400017,Not Available,Not Available,Not Available,100,Not Available,1.4,764.0,Not Available,271.7,Not Available,Not Available,Not Available,Not Available,Not Available,-73.957944,0,Not Available,Not Available,66.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,1931,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
2386859,Not Available,0.45617,262.3,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,140899,3.6,Not Available,127.9,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,1014430011,Not Available,Not Available,Not Available,100,Not Available,1.04776,118.0,600,262.3,Not Available,Not Available,Not Available,Not Available,Not Available,-73.959333,0,Not Available,Not Available,28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1928,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2614608,0,Not Available,25244.4,Not Available,Not Available,Not Available,Data Center,Not Available,Not Available,Not Available,Not Available,1074536,83.2,Not Available,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1-00144-0040,Not Available,Not Available,Not Available,100,Not Available,Not Available,33.0,Not Available,25244.4,Not Available,Not Available,Not Available,Not Available,Not Available,-74.008939,0,Not Available,Not Available,283.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1930,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2558902,Not Available,0,465,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,90650,4.1,Not Available,128.7,Not Available,50,Not Available,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,2-03233-0070,Not Available,Not Available,Not Available,100,Not Available,1.23552,257.0,Not Available,465,Not Available,Not Available,Not Available,Not Available,Not Available,-73.913243,0,Not Available,Not Available,84.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,1940,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available
2384018,Not Available,1.09654,234,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Not Available,185127,1.9,Not Available,125.5,Not Available,50,Not Available,Not Available,Not Available,90,Not Available,Not Available,Not Available,Not Available,Not Available,1013907502,Not Available,Not Available,Not Available,100,Not Available,0.9453,130.0,Not Available,234,Not Available,Not Available,Not Available,Not Available,Not Available,-73.963296,0,Not Available,Not Available,19.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,1982,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
