property_id,property_id_1,postcode,senior_care_community_living,data_center_ups_system,retail_store_walk_in,data_center_it_site_energy,data_center_it_equipment,percent_of_total_electricity,parent_property_id,longitude,alert_energy_meter_has_gaps,nyc_building_identification,non_refrigerated_warehouse,data_quality_checker_date,last_modified_date_water,multifamily_housing_number_7,largest_property_use_type_1,estimated_data_flag_fuel_1,outpatient_rehabilitation,primary_property_type,urgent_care_clinic_other,estimated_values_energy,council_district,college_university_gross,self_storage_facility_gross,alert_gross_floor_area_is,social_meeting_hall_gross,hotel_room_density_number,financial_office_weekly,other_weekly_operating_hours,largest_property_use_type,financial_office_number_of_1,k_12_school_gross_floor_area,food_sales_gross_floor_area,municipally_supplied_potable_2,water_use_all_water_sources,multifamily_housing_number,nta,multifamily_housing_percent_1,financial_office_number_of
3113637,3113637,11378,,,,,,,,-73.917949,Ok,4058991,,,02/19/2018 03:33 PM EST,,120200.0,,,Refrigerated Warehouse,,No,30.0,,,Ok,,,,,Refrigerated Warehouse,,,,,1227.4,,Hunters Point-Sunnyside-West Maspeth,,
6194372,6194372,10036,,,,,,,,-73.986348,Ok,1024737,,,,,215879.0,,,Hotel,,No,3.0,,,Ok,,2.76544,,,Hotel,,,,,,,Midtown-Midtown South,,
4401809,4401809,10165,,,,,,,,-73.978662,Ok,1035335,,,02/16/2018 02:56 PM EST,,1111437.0,,,Office,,No,4.0,,,Ok,,,42.5,,Office,10.0,,,,15989.4,,Murray Hill-Kips Bay,,10.0
5833057,5833057,10022,,,,,,,,-73.975805,Ok,1035454,,,04/03/2018 09:18 AM EDT,,476000.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,7112.5,,Midtown-Midtown South,,
3109800,3109800,10002,,,,,,,,-73.995008,Ok,1077812,,2018-04-04T00:00:00.000,,0.0,84032.0,,,Multifamily Housing,,Yes,1.0,,,Ok,,,,,Multifamily Housing,,,,,,60.0,Chinatown,80.0,
2731076,2731076,11432,1.584,,,,,,,-73.801094,Ok,4210855,,,,,98642.0,,,Senior Care Community,,No,24.0,,,Ok,,,,,Senior Care Community,,,,,,,Briarwood-Jamaica Hills,,
2970037,2970037,10469,,,,,,,,-73.834696,Ok,2102042,,,02/07/2018 09:56 AM EST,,27000.0,,,K-12 School,,No,13.0,,,Ok,,,,,K-12 School,,27000.0,,,1179.3,,Van Nest-Morris Park-Westchester Square,,
6238029,6238029,10467,,,,,,,,-73.868259,Ok,2056198,,2018-03-23T00:00:00.000,03/22/2018 10:29 AM EDT,0.4194,38150.0,,,Multifamily Housing,,No,15.0,,,Ok,,,,,Multifamily Housing,,,,,1749.9,53.41,Williamsbridge-Olinville,100.0,
3382694,3382694,11208,,,,,,,,-73.888815,Ok,3098068,66000.0,2018-04-03T00:00:00.000,02/13/2018 11:50 AM EST,,66000.0,,,Non-Refrigerated Warehouse,,No,42.0,,,Ok,,,,,Non-Refrigerated Warehouse,,,,,139.5,,East New York,,
5819641,5819641,10016,,,,,,,,-73.982573,Ok,1018246,,2018-03-12T00:00:00.000,03/06/2018 10:44 AM EST,,52604.0,,,College/University,,No,2.0,52604.0,,Ok,,,,,College/University,,,,,2612.3,,Murray Hill-Kips Bay,,
2653186,2653186,10016,,,,,,,,-73.981934,Ok,1076154,,,02/22/2018 07:38 AM EST,0.0,75000.0,No,,Multifamily Housing,,No,2.0,,,Ok,,,,,Multifamily Housing,,,,,4678.3,123.0,Murray Hill-Kips Bay,100.0,
4401675,4401675,10107,,,0.0,,,,,-73.982119,Ok,1024899,,,02/13/2018 04:36 PM EST,,427105.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,,,5787.0,,Midtown-Midtown South,,
6253661,6253661,11226,,,,,,,,-73.956953,Ok,,,,03/14/2018 11:46 AM EDT,0.0,38800.0,,,Multifamily Housing,,No,40.0,,,Ok,,,,,Multifamily Housing,,,,,1502.5,73.0,Flatbush,100.0,
6276751,6276751,11418,1.584,,,,,,,-73.815368,Unable to Check (not enough data),4196910,,,,,89506.0,,,Senior Care Community,,Unable to Check (not enough data),29.0,,,Ok,,,,,Senior Care Community,,,,,,,Richmond Hill,,
2638325,2638325,10003,,,0.5,,,,,-73.994061,Ok,1032045,,,02/13/2018 12:05 PM EST,0.0,56939.0,,,Multifamily Housing,,No,2.0,,,Ok,,,,,Multifamily Housing,,,,,2750.6,79.71,West Village,100.0,
4407820,4407820,10037,,,,,,,,-73.938196,Ok,1053892,,,02/13/2018 11:53 AM EST,0.0,280358.0,No,,Multifamily Housing,,No,9.0,,,Ok,,,,,Multifamily Housing,,,,,12570.3,572.0,Central Harlem North-Polo Grounds,100.0,
6276749,6276749,11418,1.584,,,,,,,-73.816701,Unable to Check (not enough data),4587687,,,,,144700.0,,,Senior Care Community,,Unable to Check (not enough data),29.0,,,Ok,,,,,Senior Care Community,,,,,,,Richmond Hill,,
2587536,2587536,10003,,,,,,,,-73.990569,Ok,1006080,,2018-03-15T00:00:00.000,02/13/2018 12:15 PM EST,,61111.0,,,Self-Storage Facility,,No,2.0,,61111.0,Ok,,,,,Self-Storage Facility,,,,,68.8,,East Village,,
6166154,6166154,11229,,,,,,,,-73.954706,Ok,3184052,,2018-03-14T00:00:00.000,02/26/2018 08:42 AM EST,0.0,34176.0,,,Multifamily Housing,,No,48.0,,,Ok,,,,,Multifamily Housing,,,,,1505.1,47.85,Madison,100.0,
2801602,2801602,10453,,,,,,,,-73.91827,Ok,2009008,,,03/12/2018 02:51 PM EDT,1.03125,64000.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,9184.8,89.6,University Heights-Morris Heights,100.0,
1439901,1439901,10036,,,0.0,,,,,-73.979455,Ok,1035365,,,,,242426.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,,,Midtown-Midtown South,,
5819550,5819550,10005,,,,,,,,-73.92975,Ok,1088129,,2018-03-06T00:00:00.000,02/28/2018 12:19 PM EST,,59675.0,,,College/University,,No,10.0,59675.0,,Ok,,,,,College/University,,,,,498.9,,Washington Heights North,,
5078536,5078536,11101,,,,,,,,-73.944744,Ok,4005194,,2018-03-29T00:00:00.000,04/03/2018 09:38 AM EDT,,105000.0,,,Mixed Use Property,,No,26.0,,,Ok,,,,50.0,Other,,,,,4016.0,,Hunters Point-Sunnyside-West Maspeth,,
2920468,2920468,11238,,,,,,,,-73.968071,Ok,3259310,,,,,28086.0,Yes,,Mixed Use Property,,Yes,35.0,,,Ok,,,,40.0,Worship Facility,,,,,1380.0,,Prospect Heights,,
2833318,2833318,10016,,,,,,,,-73.977933,Ok,,,,03/14/2018 03:34 PM EDT,0.0,125776.0,,,Multifamily Housing,,No,2.0,,,Ok,,,,,Multifamily Housing,,,,,3011.9,176.09,Murray Hill-Kips Bay,100.0,
4407011,4407011,10018,,,0.0,,,,,-73.989165,Ok,1015253,,,02/14/2018 04:31 PM EST,,423289.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,,,6672.6,,Midtown-Midtown South,,
3999038,3999038,10018,,,,,,,,-73.989132,Ok,1014508,,2018-03-15T00:00:00.000,03/15/2018 12:15 PM EDT,,150000.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,5000.0,,4877.1,,Midtown-Midtown South,,
2932978,2932978,11219,,,,,,,6264462.0,-73.957368,Ok,3180697,,,02/13/2018 11:53 AM EST,0.0,57600.0,,,Multifamily Housing,,No,44.0,,,Ok,,,,,Multifamily Housing,,,,,2744.7,80.64,Midwood,100.0,
6272044,6272044,10016,,,,,,,,-73.984893,Ok,1080777,,2018-03-29T00:00:00.000,03/29/2018 03:41 PM EDT,,142851.0,,,Hotel,,No,2.0,,,Ok,,1.77808,,,Hotel,,,,,15367.1,,Midtown-Midtown South,,
2605879,2605879,10465,,,,,,,,-73.837902,Ok,2831413,,,03/16/2018 08:49 AM EDT,,207000.0,,,Distribution Center,,No,13.0,,,Ok,,,,,Distribution Center,,,,,,,Soundview-Castle Hill-Clason Point-Harding Park,,
2770557,2770557,10040,,,,,,,,-73.929024,Ok,1084209,,,02/13/2018 11:50 AM EST,0.0,74870.0,,,Multifamily Housing,,No,10.0,,,Ok,,,,,Multifamily Housing,,,,,7605.8,77.0,Washington Heights North,90.0,
6182209,6182209,11102,,,0.0,,,,,-73.916544,Ok,,,,02/21/2018 02:33 PM EST,,14700.0,,,Retail Store,,No,22.0,,,Ok,,,,,Retail Store,,,,,74.1,,Steinway,,
4401809,4401809,10165,,,,,,,,-73.978662,Ok,1035335,,,02/16/2018 02:56 PM EST,,1111437.0,,,Office,,No,4.0,,,Ok,,,42.5,,Office,10.0,,,,15989.4,,Murray Hill-Kips Bay,,10.0
6245401,6245401,10462,,,,,,,,-73.868076,Ok,2115540,,,,0.0,34760.0,,,Multifamily Housing,,No,15.0,,,Ok,,,,,Multifamily Housing,,,,,,48.66,Van Nest-Morris Park-Westchester Square,,
6260888,6260888,11219,,,,,,,,-73.993842,Ok,3137398,,2018-03-26T00:00:00.000,03/20/2018 09:22 AM EDT,0.0,39400.0,,,Multifamily Housing,,No,44.0,,,Ok,,,,,Multifamily Housing,,,,,2309.8,45.0,Borough Park,50.0,
3539482,3539482,10024,,,,,,,,-73.973371,Ok,1032217,,,03/22/2018 09:42 AM EDT,0.0,92880.0,,,Multifamily Housing,,No,6.0,,,Ok,,,,,Multifamily Housing,,,,,,202.0,Upper West Side,80.0,
2942054,2942054,11226,,,,,,,,-73.961632,Ok,3118770,,2018-03-05T00:00:00.000,03/13/2018 10:38 AM EDT,0.90885,145238.0,,,Multifamily Housing,,No,40.0,,,Ok,,,,,Multifamily Housing,,,,,13377.7,198.0,Flatbush,100.0,
2562613,2562613,10019,,,,,,,,-73.975279,Ok,1035066,,2018-04-03T00:00:00.000,,,79474.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,,,Midtown-Midtown South,,
4043349,4043349,10022,,,0.0,,,,,-73.975548,Ok,1035721,,2018-03-29T00:00:00.000,03/06/2018 09:37 AM EST,,109514.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,4460.7,,Midtown-Midtown South,,
6128959,6128959,11374,,,,,,,6128948.0,-73.854069,Ok,,,,,0.0,150000.0,,,Multifamily Housing,,No,29.0,,,Ok,,,,,Multifamily Housing,,,,,,210.0,Forest Hills,100.0,
2805722,2805722,11354,,,,,,,,,Ok,4112316,,,,,233230.0,,,Hotel,,No,,,,Ok,,1.95,,,Hotel,,,,,,,,,
2811156,2811156,10312,,,,,,,,-74.190595,Ok,5153773,36300.0,,02/20/2018 09:13 AM EST,,37500.0,,,Mixed Use Property,,No,51.0,,,Ok,,,,36.0,Other,,,,,27.1,,New Springville-Bloomfield-Travis,,
2640850,2640850,10018,,,,,,,,-73.988638,Ok,1015264,,2018-03-20T00:00:00.000,02/13/2018 12:04 PM EST,,490672.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,2500.0,,11526.1,,Midtown-Midtown South,,
6221189,6221189,10458,,,,,,,,,Ok,2092499,,,03/23/2018 12:00 PM EDT,0.0,32964.0,,,Multifamily Housing,,No,,,,Ok,,,,,Multifamily Housing,,,,,,73.0,,,
1230813,1230813,10065,,,,,,,3615313.0,-73.957301,Ok,1045575,,2018-03-12T00:00:00.000,,,685314.0,,,Laboratory,,Yes,5.0,,,Ok,,,,,Laboratory,,,,,,,Lenox Hill-Roosevelt Island,,
2703161,2703161,10018,,,0.0,,,,,-73.984556,Ok,1015951,,2018-03-16T00:00:00.000,02/13/2018 12:31 PM EST,,47456.0,,,Office,,Yes,4.0,,,Ok,,,,,Office,,,,,379.2,,Midtown-Midtown South,,
6221214,6221214,10453,,,,,,,,-73.908753,Ok,2014475,,,03/23/2018 12:03 PM EDT,0.24233,37140.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,,81.0,University Heights-Morris Heights,,
6168606,6168606,11354,,,,,,,,-73.825914,Ok,4449958,,,03/30/2018 04:04 PM EDT,0.31711,201824.0,,,Multifamily Housing,,No,20.0,,,Ok,,,,,Multifamily Housing,,,,,10951.0,283.0,Murray Hill,100.0,
3987737,3987737,11235,,,,,,,,-73.964735,Ok,3117070,,,02/13/2018 11:52 AM EST,0.78343,77863.0,,,Multifamily Housing,,No,40.0,,,Ok,,,,,Multifamily Housing,,,,,2639.1,76.0,Flatbush,100.0,
2667012,2667012,10065,,,,,,,,-73.963807,Ok,1043862;1087753,,2018-03-25T00:00:00.000,03/25/2018 04:48 PM EDT,,263550.0,,,Urgent Care/Clinic/Other Outpatient,263550.0,No,4.0,,,Ok,,,,,Urgent Care/Clinic/Other Outpatient,,,,,0.0,,Lenox Hill-Roosevelt Island,,
6227966,6227966,11209,,,0.0,,,,6227961.0,-74.028454,Unable to Check (not enough data),6227966,,,,,20000.0,,,Retail Store,,Unable to Check (not enough data),43.0,,,Ok,,,,,Retail Store,,,,,,,Bay Ridge,,
2942072,2942072,11234,,,,,,,,-73.935897,Ok,3217221;3820122,,2018-03-08T00:00:00.000,02/13/2018 11:56 AM EST,0.99564,84368.0,,,Multifamily Housing,,No,45.0,,,Ok,,,,,Multifamily Housing,,,,,8326.5,126.0,Flatlands,100.0,
2733913,2733913,10021,,,,,,,,-73.964594,Ok,1042714,,2018-03-23T00:00:00.000,,,75100.0,,,Other,,No,4.0,,,Ok,,,,70.0,Other,,,,,,,Upper East Side-Carnegie Hill,,
2680820,2680820,11102,,,,,,,,-73.925809,Ok,4006724,,,02/13/2018 12:17 PM EST,1.1713,69154.0,,,Multifamily Housing,,No,22.0,,,Ok,,,,,Multifamily Housing,,,,,4559.5,72.0,Old Astoria,100.0,
6276753,6276753,10028,,,,,,,,-73.957,Unable to Check (not enough data),1081256,,,,,61917.0,,,K-12 School,,Unable to Check (not enough data),4.0,,,Ok,,,,,K-12 School,,61917.0,,,,,Upper East Side-Carnegie Hill,,
2721444,2721444,11692,1.584,,,,,,,-73.793462,Ok,4301970,,,,,87036.0,,,Senior Care Community,,No,31.0,,,Ok,,,,,Senior Care Community,,,,,,,Hammels-Arverne-Edgemere,,
2665684,2665684,10017,,,,,,,,-73.971466,Ok,,,,02/28/2018 12:24 PM EST,,139824.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,2948.4,,Turtle Bay-East Midtown,,
2547242,2547242,10028,,,0.0,,,,,-73.961308,Ok,1046638,,2018-04-03T00:00:00.000,03/27/2018 01:18 PM EDT,0.0,49822.0,,,Multifamily Housing,,No,4.0,,,Ok,,,,,Multifamily Housing,,,,,888.7,69.75,Upper East Side-Carnegie Hill,100.0,
5819576,5819576,10005,,,,,,,,-73.929016,Ok,1063582,,2018-03-06T00:00:00.000,02/13/2018 12:19 PM EST,,72187.0,No,,College/University,,No,10.0,72187.0,,Ok,,,,,College/University,,,,,1670.4,,Washington Heights North,,
4096274,4096274,11101,,,,,,,,-73.92762,Ok,4003101,,2018-04-02T00:00:00.000,04/02/2018 02:09 PM EDT,,96000.0,,,Self-Storage Facility,,No,26.0,,96000.0,Ok,,,,,Self-Storage Facility,,,,,86.0,,Hunters Point-Sunnyside-West Maspeth,,
4409966,4409966,10017,,,,,,,,-73.980708,Ok,1035326,,2018-03-05T00:00:00.000,,,83267.0,,,College/University,,No,4.0,83267.0,,Ok,,,,,College/University,,,,,,,Murray Hill-Kips Bay,,
2667339,2667339,10016,,,,,,,,-73.985135,Ok,2667339,,,03/13/2018 12:23 PM EDT,,126052.0,,,Office,,No,2.0,,,Ok,,,,,Office,,,,,8221.8,,Midtown-Midtown South,,
1819837,1819837,11357,,,,,,,,-73.827742,Ok,4854710,,2018-02-20T00:00:00.000,01/22/2018 01:50 PM EST,,92705.0,,,Other - Education,,No,19.0,,,Ok,,,,,Other - Education,,,,,1829.8,,Whitestone,,
4414742,4414742,10030,,,,,,,,-73.945786,Ok,1061038,,2018-03-29T00:00:00.000,03/23/2018 02:49 PM EDT,0.27718,61332.0,,,Multifamily Housing,,No,9.0,,,Ok,,,,,Multifamily Housing,,,,,0.0,21.0,Hamilton Heights,100.0,
5777220,5777220,10014,,,,,,,,-74.008967,Ok,1089240,,2018-02-19T00:00:00.000,02/19/2018 09:35 AM EST,,220000.0,,,Museum,,No,3.0,,,Ok,,,,,Museum,,,,,9446.6,,West Village,,
4587935,4587935,11201,,,,,,,,-73.991472,Ok,3002008,,,03/26/2018 11:24 AM EDT,,249000.0,,,Office,,No,33.0,,,Ok,,,,,Office,,,,,5337.6,,Brooklyn Heights-Cobble Hill,,
2638809,2638809,10025,,,,,,,,-73.973126,Ok,1056059,,,02/13/2018 12:05 PM EST,0.0,145497.0,,,Multifamily Housing,,No,6.0,,,Ok,,,,,Multifamily Housing,,,,,5083.0,203.7,Upper West Side,100.0,
6168561,6168561,10454,,,,,,,,-73.918036,Ok,,,,03/01/2018 08:20 AM EST,,39614.0,,,K-12 School,,No,8.0,,,Ok,,,,,K-12 School,,39614.0,,,566.9,,Mott Haven-Port Morris,,
6259862,6259862,10016,,,,,,,,-73.980512,Ok,1018475,,2018-03-19T00:00:00.000,,,119064.0,,,Office,,No,2.0,,,Ok,,,,,Office,,,,,,,Murray Hill-Kips Bay,,
2676244,2676244,11235,,,,,,,,-73.962397,Ok,,,2018-03-09T00:00:00.000,03/09/2018 01:44 PM EST,0.97809,54187.0,,,Multifamily Housing,,No,48.0,,,Ok,,,,,Multifamily Housing,,,,,2788.7,59.0,Brighton Beach,90.0,
6011246,6011246,10452,,,,,,,,-73.929322,Ok,2003189,,2018-04-03T00:00:00.000,03/30/2018 03:58 PM EDT,0.98413,31500.0,,,Multifamily Housing,,No,8.0,,,Ok,,,,,Multifamily Housing,,,,,2826.9,61.0,Highbridge,100.0,
4407932,4407932,10025,,,0.07877,,,,,-73.9618,Ok,1055711;1055709;1055735;1055737;1055710;1055736;1055738;1055708,,,,0.0,66645.0,,,Multifamily Housing,,No,7.0,,,Ok,,,,,Multifamily Housing,,,,,,124.0,Morningside Heights,80.0,
4940496,4940496,11432,,,,,,,,-73.774575,Ok,4213409,,,,1.20433,63936.0,,,Multifamily Housing,,No,24.0,,,Ok,,,,,Multifamily Housing,,,,,,90.0,Jamaica Estates-Holliswood,10.0,
2674887,2674887,10018,,,,,,,,-73.987111,Ok,1015274,,2018-03-23T00:00:00.000,03/22/2018 03:55 PM EDT,,420293.0,No,,Office,,No,4.0,,,Ok,,,,,Office,,,,,5117.4,,Midtown-Midtown South,,
2817669,2817669,10462,,,,,,,,-73.866784,Ok,2048776,,,,0.28569,84006.0,,,Multifamily Housing,,Yes,13.0,,,Ok,,,,,Multifamily Housing,,,,,,146.0,Pelham Parkway,90.0,
6299476,6299476,11224,,,,,,,,-73.981296,Ok,,,,,,55278.0,,,Hotel,,No,47.0,,,Ok,,0.0,,,Hotel,,,,,,,Seagate-Coney Island,,
2801652,2801652,11225,,,,,,,,-73.950245,Ok,3034175,,,03/13/2018 10:07 AM EDT,1.12285,78372.0,,,Multifamily Housing,,No,35.0,,,Ok,,,,,Multifamily Housing,,,,,7900.2,109.72,Crown Heights South,100.0,
4040253,4040253,10022,,,,,,,,-73.970496,Ok,1036457,,2018-03-14T00:00:00.000,,,151559.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,3015.9,,Turtle Bay-East Midtown,,
4865941,4865941,11201,,,,,,,,-74.000411,Ok,3342913,,,02/14/2018 03:22 PM EST,,721396.0,,,Refrigerated Warehouse,,No,39.0,,,Ok,,,,,Refrigerated Warehouse,,,,,2400.0,,Carroll Gardens-Columbia Street-Red Hook,,
4851649,4851649,10467,,,,,,,,-73.865265,Ok,2055592,,,,0.21552,51040.0,No,,Multifamily Housing,,No,15.0,,,Ok,,,,,Multifamily Housing,,,,,,67.0,Bronxdale,100.0,
6225126,6225126,10014,,,,,,,,-74.0042,Ok,1067852,,2018-03-26T00:00:00.000,03/22/2018 11:51 AM EDT,0.67262,31221.0,,,Multifamily Housing,,No,3.0,,,Ok,,,,,Multifamily Housing,,,,,699.4,36.0,West Village,100.0,
2786510,2786510,10452,,,,,,,,-73.914683,Ok,2008122,,,02/13/2018 12:32 PM EST,1.05322,52221.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,2982.5,94.0,West Concourse,80.0,
5078536,5078536,11101,,,,,,,,-73.944744,Ok,4005194,,2018-03-29T00:00:00.000,03/29/2018 09:30 AM EDT,,105000.0,,,Mixed Use Property,,No,26.0,,,Ok,,,,50.0,Other,,,,,2022.1,,Hunters Point-Sunnyside-West Maspeth,,
2801602,2801602,10453,,,,,,,,-73.91827,Ok,2009008,,,03/12/2018 02:51 PM EDT,1.03125,64000.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,9184.8,89.6,University Heights-Morris Heights,100.0,
2834640,2834640,11206,,,,,,,,-73.937397,Ok,3071385,,,04/03/2018 12:02 PM EDT,0.0,80000.0,,,Multifamily Housing,,No,34.0,,,Ok,,,,,Multifamily Housing,,,,,4157.1,112.0,Bushwick South,100.0,
3108824,3108824,10128,,,,,,,,-73.955952,Ok,1047067,,,,,53542.0,,,Hotel,,No,4.0,,,Ok,,2.12917,,,Hotel,,,,,,,Upper East Side-Carnegie Hill,,
4014107,4014107,10010,,,,,,,,-73.985616,Ok,1017990,,2018-03-21T00:00:00.000,,,200000.0,,,Hotel,,No,2.0,,,Ok,,0.925,,,Hotel,,,,,,,Gramercy,,
2733913,2733913,10021,,,,,,,,-73.964594,Ok,1042714,,2018-03-23T00:00:00.000,,,75100.0,,,Other,,No,4.0,,,Ok,,,,70.0,Other,,,,,,,Upper East Side-Carnegie Hill,,
6133821,6133821,10011,,,,,,,,-74.005229,Ok,1088996,,,,,140360.0,,,Residence Hall/Dormitory,,No,3.0,,,Ok,,,,,Residence Hall/Dormitory,,,,,,,Hudson Yards-Chelsea-Flatiron-Union Square,,
2715974,2715974,10002,,,,,,,,-73.982363,Ok,1004151,,2018-03-26T00:00:00.000,,0.83082,205821.0,,,Multifamily Housing,,No,2.0,,,Ok,,,,,Multifamily Housing,,,,,,288.0,Lower East Side,0.0,
5841233,5841233,10452,,,,,,,,-73.919387,Ok,2002824,,,,0.82063,68240.0,,,Multifamily Housing,,No,16.0,,,Ok,,,,,Multifamily Housing,,,,,,9553.76,East Concourse-Concourse Village,100.0,
6205637,6205637,10467,,,,,,,,-73.869467,Ok,2049876,,2018-03-28T00:00:00.000,03/23/2018 03:59 PM EDT,0.42103,95006.0,,,Multifamily Housing,,No,15.0,,,Ok,,,,,Multifamily Housing,,,,,6810.8,133.0,Bronxdale,100.0,
2774705,2774705,10036,,,,,,,,,Ok,1085962;1088643,,,03/19/2018 09:20 AM EDT,0.09931,1067368.0,,,Multifamily Housing,,No,,,,Ok,,,,,Multifamily Housing,,,,,,1504.0,,100.0,
5819693,5819693,10461,,,,,,,,-73.850257,Ok,2046741,,2018-02-27T00:00:00.000,02/13/2018 12:11 PM EST,,51389.0,,,College/University,,No,13.0,51389.0,,Ok,,,,,College/University,,,,,1443.7,,Pelham Parkway,,
6260896,6260896,11210,,,,,,,,-73.950887,Ok,3206826,,2018-03-26T00:00:00.000,03/20/2018 09:25 AM EDT,0.0,28480.0,,,Multifamily Housing,,No,45.0,,,Ok,,,,,Multifamily Housing,,,,,,41.0,Midwood,50.0,
5237199,5237199,11101,,,,,,,,-73.931471,Ok,4003458,,2018-04-03T00:00:00.000,02/13/2018 12:26 PM EST,,65500.0,,,Other,,No,26.0,,,Ok,,,,60.0,Other,,,,,276.2,,Hunters Point-Sunnyside-West Maspeth,,
6168561,6168561,10454,,,,,,,,-73.918036,Ok,,,,03/09/2018 12:49 PM EST,,39614.0,,,K-12 School,,No,8.0,,,Ok,,,,,K-12 School,,39614.0,,,566.9,,Mott Haven-Port Morris,,
2539023,2539023,11356,,,,,,,,-73.854693,Ok,4098135,160000.0,,03/16/2018 08:49 AM EDT,,160000.0,,,Non-Refrigerated Warehouse,,No,19.0,,,Ok,,,,,Non-Refrigerated Warehouse,,,,,,,College Point,,
3690166,3690166,10001,,,,,,,,-73.994088,Ok,1013560,,2018-03-28T00:00:00.000,03/28/2018 11:43 AM EDT,,146865.0,No,,Performing Arts,,Yes,3.0,,,Ok,,,,,Performing Arts,,,,,2119.2,,Hudson Yards-Chelsea-Flatiron-Union Square,,
4919396,4919396,10459,,,,,,,,-73.900789,Ok,2005012,,2018-03-22T00:00:00.000,,0.75862,58000.0,,,Multifamily Housing,,No,17.0,,,Ok,,,,,Multifamily Housing,,,,,,70.0,Morrisania-Melrose,100.0,
4399250,4399250,10470,,,,,,,,-73.857923,Ok,2070559,,,,,48496.0,,,Adult Education,,No,11.0,,,Ok,,,,,Adult Education,,,,,,,Woodlawn-Wakefield,,
6153751,6153751,11724,,,,,,,,,Ok,,,2018-03-09T00:00:00.000,03/09/2018 01:56 PM EST,0.33333,48000.0,,,Multifamily Housing,,No,,,,Ok,,,,,Multifamily Housing,,,,,3016.1,60.0,,90.0,
2804420,2804420,11432,,,0.0,,,,,-73.796495,Ok,4209572,,2018-02-22T00:00:00.000,02/22/2018 02:55 PM EST,,54978.0,,,Retail Store,,No,24.0,,,Ok,,,,,Retail Store,,,,,,,Jamaica,,
6070237,6070237,10001,,,,,,,,-74.001148,Ok,1089323,,2018-03-14T00:00:00.000,03/13/2018 02:01 PM EDT,,1757325.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,,,21090.4,,Hudson Yards-Chelsea-Flatiron-Union Square,,
3306682,3306682,10019,,,,,,,,-73.97728,Ok,1034537,,2018-03-26T00:00:00.000,,0.0,553300.0,,,Multifamily Housing,,No,4.0,,,Ok,,,,,Multifamily Housing,,,,,,398.0,Midtown-Midtown South,100.0,
5052729,5052729,11101,,,,,,,,-73.936565,Ok,4003552,,2018-03-22T00:00:00.000,02/13/2018 12:18 PM EST,,64358.0,,,Office,,Yes,26.0,,,Ok,,,,,Office,,,,2492.9,4885.3,,Hunters Point-Sunnyside-West Maspeth,,
5039283,5039283,10468,,,,,,,,-73.900556,Ok,2014360,,2018-02-15T00:00:00.000,01/25/2018 09:35 AM EST,0.0,60000.0,No,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,7906.5,84.0,Kingsbridge Heights,,
4410715,4410715,10011,,,,,,,,-73.992588,Ok,1015468,,2018-03-20T00:00:00.000,02/13/2018 12:23 PM EST,,51000.0,,,Office,,No,3.0,,,Ok,,,,,Office,,,,,242.8,,Hudson Yards-Chelsea-Flatiron-Union Square,,
6222464,6222464,10468,,,,,,,,-73.904393,Ok,2014629,,,,0.22053,40810.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,,75.0,Kingsbridge Heights,,
2710362,2710362,10019,,,0.0,,,,,-73.977972,Ok,1023725,,2018-04-03T00:00:00.000,,,103707.0,,,Office,,No,4.0,,,Ok,,,,,Office,,,,,,,Midtown-Midtown South,,
2643994,2643994,10458,,,,,,,,-73.896063,Ok,2010980,,2018-03-29T00:00:00.000,,0.0,56400.0,,,Multifamily Housing,,Yes,15.0,,,Ok,,,,,Multifamily Housing,,,,,,78.96,Bedford Park-Fordham North,100.0,
5840461,5840461,11378,,,,,,,,-73.907784,Ok,4059709,75447.0,,,,75447.0,,,Non-Refrigerated Warehouse,,No,30.0,,,Ok,,,,,Non-Refrigerated Warehouse,,,,,,,park-cemetery-etc-Queens,,
2809319,2809319,10469,,,,,,,,-73.904222,Ok,2014630,,,02/13/2018 12:28 PM EST,0.95765,56388.0,,,Multifamily Housing,,No,14.0,,,Ok,,,,,Multifamily Housing,,,,,5056.0,78.94,Kingsbridge Heights,100.0,
