uniqueid,cfmc_case_id,qdisability5,qreachtravel2,gfreightnew,gimprove1_qimprove2_ma,gfocusaa1_qfocusaa4_ma4,qreachtravel9,qpreridehailcode05,qwpsurveyzone04,qbikeown,qsharetravelcode20,qschooltravelcode19,qschooltravelcode24,qcarpark_other6,qsharepurpose01,qbenefits05,job,qpreridehailcode04,qchildrenschoolzip3,qcarparkpay,qschooltravelcode06,qcarpark3,qbenefits02,qridehailpurpose07,qwelfare1,qindustry_other18,qridehail2,qusetravelcode24,gfocusaa1_qfocusaa3_ma5,qindustry,qtimework4,qsharetravelcode01,qgender,qsafety2,allwt,qziptravel7,gfocusaa1_qfocusaa3_ma7,qtripplanning4,qschool,qusetravelcode22,qsharetravelcode05,qschooltransitto3,qtimework1,qcarchange,qschooltransitfrom_other5,gfocusaa1_qfocusaa3_ma3,gfocusaa1_qfocusaa3_ma1,qzipschool,qshare8,qtimehome3,qschooltravelcode08,gfocusaa1_qfocusaa5_ma8,qbenefits03,qsafety3,qlevelschool,qtripplanning_other4,gcarincrease1_qcarincrease4_ma,qziptravel5,gfreight1_qfreight3_ma,qcarpark4,qschooltravelcode11,qwelfare5,qbikedays,qpreridehailcode02,qschooltravelcode17,qschooltransitto7,qbiketype4,qusetravelcode05,qsharetravelcode17,qagecode_final7,qusetravelcode09,qridehailpurpose06,qsharetravelcode21,gfreight1_qfreight1_ma,qcaraccess_other4,qsafety4,gfocusaa1_qfocusaa4_ma8,qborough5,qcarpark1,gfocusaa1_qfocusaa2_ma7,qbiketype_other3,qreachtravel8,qcare,qziptravel4,qsurveyzone,qschooltransitfrom1,gfocusaa1_qfocusaa2_ma5,qpreridehailcode16,qpreridehailcode11,qridehail1,qschooltravelcode20,qtripplanning6,gimprove1_qimprove3_ma,qtripplanning3,qshare_other5,qcarpark6,qbikestore4,qschooltravelcode05,qsharetravelcode12,qwpsurveyzone10,qusetravelcode01,qschooltransitfrom2,qziptravel9,qridehail3,gcarreduce1_qcarreduce1_ma,qridehailpurpose11,qmarried,qshare6,qsharemember,gfocusaa1_qfocusaa5_ma6,qbiketype3,gfocusaa1_qfocusaa6_ma2,qsafety1,qusetravelcode19,gfocusaa1_qfocusaa1_ma5,qbenefits07,gfocusaa1_qfocusaa3_ma4,qschooltransitto5,racewt,qbuilding,qbikestore6,qschooltravelcode16,qnocitibike2,qwpsurveyzone05,weekend_filt_trips,qdisability4,qsharepurpose09,qsunset_append,qagecode_final6,qbenefits13,qhispanic,qdisability7,qreachtravel_other7,gfocusaa1_qfocusaa5b_ma7,qusetravelcode17,qagecode_final3,qsharepurpose10,qridehail4,gfocusaa1_qfocusaa6_ma8,gfocusaa1_qfocusaa5_ma2,qcarparkpay_month,gimprove1_qimprove4_ma,qpreridehailcode08,qcarmany,qchildrenenroll,qsharepurpose02
110001550,10001550,0, ,1,2,0, , , ,2, , , , , ,0,1, , , , , ,0, ,0, ,0,0,0,12, , ,2,4,1.23138501714574, ,0,0,3,0, , ,5am, , ,0,1, ,0, , ,0,0, , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,6, ,0, , ,0, ,0,2,0, , , , , , ,0, , ,0, , ,1,1, ,1, ,0,2,0,0,0,0, ,5,8, , ,0, ,3,0, ,8:30:00 PM,0,1,5,0, ,0,0,0, ,0,0,0,0,1, ,0, , 
110000904,10000904,0, ,2,5,0, , ,0,1, ,0,0, , ,0,1, , , ,0, ,0, ,0, ,0,0,1,10,9am, ,2,2,1.43195215156782, ,0,1,3,0, ,0, , , ,0,0, ,0, ,0,0,0, , , , , ,6, ,0,0,0, ,0,0,0,0, ,1,0, , ,4, , ,0,0, ,1, , ,3, ,7,1,0, , ,0,0,0,2,0, , ,1,0, ,0,1,0, ,0, , ,2,1, ,1,0,0,1,1,0,0,0,0,1,4,0,0,0,0, ,0, ,8:25:00 PM,0,1,1,0, ,0,0,0, ,0,0,0,0,3, ,0,1, 
110001042,10001042,0, ,2,3,0, ,0,0,2, , , , , ,0,1,0, , , ,0,0,0,0, ,1,0,0,4, , ,2,3,0.986682372981289, ,0,0,3,1, , ,9am,3, ,0,0, ,0, , ,0,0,3, , , , ,6,0, ,0,0,0, , , ,0, ,0,0,0, ,6, ,4,0,0,0,0, , ,3, ,2, ,0,0,0,1, ,0,2,1, ,0, , , ,0,1, , ,0, ,0,5,1, ,0, ,1,2,0,0,0,0, ,1,3, , , ,0, ,0, ,8:26:00 PM,0,1,1,0, ,0,1,1, ,0,0,0,0,2,0,1, , 
110000951,10000951,0, ,1,4,0, ,0, ,2, , , , , ,0,1,0, , , , ,0,0,0, ,1,0,1,14,9am, ,2,1,1.96836093395895, ,0,0,3,0, , , , , ,1,1, ,0, , ,1,0, , , , , ,6, , ,0,0,1, , , ,0, ,0,0,1, ,6, , ,0,0, ,0, , ,3, ,7, ,0,0,0,1, ,0,2,0, , , , , , ,0, , ,0, ,0,1,1, ,0, ,0,1,0,0,0,1, ,3,3, , ,0, , ,0, ,8:25:00 PM,0,1,1,0, ,0,0,0, ,1,0,0,0,2,0,0, , 
110002268,10002268,0, ,2,5,0, ,0,0,1, , , , , ,0,1,0, , , ,0,0,0,0, ,0,0,0,1, , ,2,2,0.814725187544095, ,0,0,3,0, , ,730am,3, ,0,0, ,0, , ,0,0,2, , , , ,6,0, ,0,0,1, , ,0,0, ,0,0,1, ,6, ,3,0,0,1,0, , ,3, ,1, ,0,0,0,1, ,0,3,1, ,0,1, , ,0,0, , ,0, ,0,1,1, ,0,0,0,2,0,0,0,0, ,2,2,0, ,0,0, ,0, ,8:31:00 PM,0,1,1,0, ,0,0,0, ,0,0,1,0,2,0,1,2, 
110001756,10001756,0, ,2,1,0, , ,0,2, ,0,0, , ,0,1, , , ,0,1,0, ,0, ,0,0,0,5,8 am, ,1,2,1.53616992512758, ,1,0,3,0, , , ,3, ,0,0, ,0, ,0,0,0, , , , , ,4,0,0,0,0, ,0, , ,0, ,0,0, , ,6, , ,0,0,0,0, , ,3, ,7, ,0, , ,0,0,0,3,0, ,0, ,0, ,0,0, , ,0, , ,1,1, ,1, ,0,1,0,0,0,0, ,3,3, ,0,1,0, ,0, ,8:31:00 PM,0,1,1,0, ,0,0,0, ,0,0,0,0,3, ,1,1, 
110000034,10000034,0, ,2,99,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,5,0.709243978223564, ,0,0,3,0, , , , , ,1,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,1, ,1, , ,3, ,5, ,0, , ,0, ,0,3,0, , , , , , ,0, , ,0, , ,3,1, ,0, ,0,1,1,0, ,0, ,1,6, , ,0, , ,0, ,8:08:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,99, ,0, , 
110001372,10001372,0, ,2,4,0, , ,0,1, ,0,0, , , ,1, , , ,0, , , ,0, ,0,0,1, , , ,2,1,0.742995193036617, ,0,1,3,0, , , , , ,0,1, ,0, ,0,0, , , , , , ,6, ,0,0,0, ,0, ,0,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,4, ,0, , ,0,0,0,2,0, , ,0,0, ,0,1, , ,0, , ,2,1, ,0,1,0,1,0,1, ,1, ,7,2,0,0,1,0, ,0, ,8:29:00 PM,0, ,5,0, ,0,0,0, ,0,1,0,0,3, ,0,1, 
110001054,10001054,0, ,1,5,0, , ,0,2, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,1, , ,1,1,0.602349021657916, ,0,0,3,0, , ,6am,3, ,0,1, ,0, , ,0,0, , , , , ,4,0, ,0,0, , , , ,0, ,0,0, , ,4, , ,0,0,1,0, , ,1, ,7, ,0, , ,0, ,0,3,0, ,0, , , ,0,0, , ,0, , ,2,1, ,0, ,0,1,0,0,0,0, ,5,3, , ,0,0, ,0, ,8:26:00 PM,0,1,1,0, ,1,0,1, ,0,0,0,0,3, ,1, , 
110000461,10000461,0, ,1,5,0, , ,0,2, ,0,0, , ,0,1, , , ,0, ,0, ,0, ,0,0,1,7,2pm, ,1,1,1.87782837174114, ,0,0,3,0, , , , , ,1,1, ,0, ,0,0,0, , , , , ,6, ,0,0,0, ,0, , ,0, ,0,0, , ,3, , ,0,0, ,0, , ,3, ,1, ,1, , ,0,0,0,2,0, , , ,0, ,0,1, , ,0, , ,2,1, ,1, ,0,1,0,1,0,1, ,1,7, ,0,0,0, ,0, ,8:15:00 PM,0,1,1,0, ,1,0,1, ,0,0,1,0,3, ,0,1, 
110001493,10001493,0, ,2,5,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,5,0.442544709638448, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,1, ,0, , ,3, ,5, ,0, , ,0, ,0,5,0, , , , , , ,0, , ,0, , ,3,1, ,1, ,0,4,1,0, ,0, ,2,2, , ,0, , ,0, ,8:30:00 PM,1, ,1,0, ,1,0,0, ,0,1,0,0,5, ,0, , 
110002090,10002090,0, ,1,1,0, , , ,2, , , , , ,0,1, , ,1, ,0,1, ,0, ,0,0,0,20, , ,2,2,0.477503220226567, ,0,0,3,0, , ,REFUSED,3, ,0,1, ,0, , ,0,0, , , , , ,3,1, ,0,0, , , , ,0, ,1,0, , ,3, , ,0,0,0,1, , ,1, ,7, ,0, , ,0, ,0,1,0, ,0, , , , ,0, , ,0, , ,3,1, ,0, ,0,1,0,0,0,0, ,2,2, , ,0, , ,0, ,8:31:00 PM,0,0,1,0, ,1,0,0, ,0,0,0,300,2, ,2, , 
110001314,10001314,0, ,2,2,0, , ,0,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,3,0.814725187544095, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,4, , ,0,0, , , , ,0, ,0,0, , ,4, , ,0,0, ,1, , ,3, ,7, ,0, , ,0, ,0,2,0, , , , , ,0,0, , ,0, , ,1,1, ,1, ,0,2,0,0, ,0, ,2,9, , ,0,0, ,1, ,8:29:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,2, ,0, , 
110001033,10001033,0, ,2,4,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,2,0.407097223107708, ,0,0,3,0, , , , , ,0,1, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,4, ,0, , ,0, ,0,2,0, , , , , , ,0, , ,0, , ,1,1, ,0, ,0,2,0,0, ,0, ,2,13, , ,0, , ,0, ,8:26:00 PM,1, ,1,0, ,1,0,0, ,0,0,0,0,2, ,0, , 
110001767,10001767,0, ,1,3,0, , ,0,2, , , , , ,0,1, , ,1, ,0,0, ,0, ,0,0,0,8,11, ,1,1,0.54612691899137, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0,0, , , , , ,3,0, ,0,0, , , , ,0, ,0,0, , ,5, , ,0,0,0,0, , ,3, ,1, ,0, , ,0, ,0,2,0, ,0, , , ,0,1, , ,0, , ,2,1, ,1, ,0,1,0,0,0,0, ,1,3, , ,0,0, ,0, ,8:31:00 PM,1,1,1,0, ,0,0,0, ,0,0,0,425,3, ,1, , 
110001457,10001457,0, ,2,2,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,1, , , ,2,2,0.828077245967794, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,1, ,0, , ,1, ,9, ,1, , ,0, ,0,3,0, , , , , , ,1, , ,0, , ,3,1, ,0, ,0,2,0,0, ,0, ,2,7, , ,0, , ,0, ,8:30:00 PM,1, ,5,0, ,0,0,0, ,0,0,0,0,2, ,0, , 
110001569,10001569,0, ,2,5,0, , , ,1, , , , , , ,1, , , , ,1, , ,0, ,0,0,0, , , ,1,2,0.916685900242352, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,0, ,0,0, , , ,0,0, ,0,0, , ,6, , ,0,0,0,0, , ,3, ,10, ,0, , ,0, ,0,3,0, ,0,1, , , ,0, , ,0, , ,3,1, ,0,0,0,1,0,0, ,0, ,1,2,0, ,1, ,1,0, ,8:31:00 PM,1, ,1,0, ,0,0,0, ,0,0,0,0,1, ,2, , 
110001165,10001165,0, ,1,5,0, , ,0,2, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,10, , ,1,5,1.02189737031705, ,1,0,3,0, , ,11 am,3, ,0,0, ,0, , ,0,0, , , , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0,1,0, , ,3, ,7, ,0, , ,0, ,0,2,1, ,0, , , ,0,0, , ,0, , ,3,1, ,0, ,0,2,0,0,0,0, ,1,12, , ,0,0, ,0, ,8:27:00 PM,1,1,1,0, ,1,0,0, ,0,0,0,0,1, ,1, , 
110001396,10001396,0, ,2,5,0, , , ,2, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,2,5,1.32711743562912, ,1,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,1,1,1, , ,3, ,5, ,0, , ,0, ,0,2,0, ,0, , , , ,0, , ,0, , ,3,1, ,0, ,0,5,0,0, ,0, ,1,2, , ,0, , ,0, ,8:29:00 PM,1, ,1,0, ,0,0,0, ,0,0,0,0,2, ,1, , 
110002091,10002091,0, ,2,1,0, ,0,0,2, , , , , ,0,1,0, , , , ,0,1,0, ,0,0,0,8,8 am, ,2,4,0.518220908608739, ,0,0,3,0, , , , , ,0,0, ,0, , ,0,0, , , , , ,5, , ,0,0,1, , , ,0, ,0,0,0, ,5, , ,0,0, ,0, , ,1, ,7, ,0,0,0,1, ,0,1,0, , , , , ,0,0, , ,0, ,0,2,1, ,1, ,1,4,0,0,0,0, ,5,6, , ,0,0, ,0, ,8:31:00 PM,0,1,5,0, ,0,0,0, ,0,0,0,0,1,0,0, , 
110000620,10000620,0, ,2,3,0, , ,0,2, , , , ,0,0,1, , , , ,0,0, ,0, ,0,0,0,15, , ,2,1,1.09641295020491,0,0,0,3,0, , ,8.30,3, ,0,1, ,0, , ,0,0, , , , ,0,6,0, ,0,0, , , , ,0, ,0,1, , ,6, , ,0,0,0,0, , ,3,0,3, ,0, , ,0, ,0,3,0, ,1, , , ,0,1, ,0,0, , ,1,0,4,0, ,0,1,0,1,1,0, ,1,6, , ,0,0, ,0,0,8:23:00 PM,0,0,1,0, ,0,0,0,0,0,0,0,0,3, ,0, ,0
110001830,10001830,0, ,2,5,1, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,1, , , ,2,2,0.765270211465726, ,0,0,3,0, , , ,2, ,0,0, ,0, , ,0, , , , ,4, ,5,0, ,0,0, , , ,0,0, ,1,0, , ,5, , ,0,0,0,0, , ,3, ,7, ,0, , ,0, ,0,5,0, ,0,1, , , ,1, , ,0, , ,7,1, ,1,0,0,2,0,1, ,1, ,1,13,0, ,1, , ,0, ,8:31:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,5, ,3, , 
110001171,10001171,0,0,2,1,1,0,0, ,1,0, , , ,0, ,1,0, ,2, ,0, ,0,0, ,0,0,1, , ,0,2,1,0.461418733665113,0,0,0,2,1,0, , ,3, ,0,0,REF,0, , ,0, , ,5, , ,0,6,0, ,0,0,1, , ,0,0,0,0,0,0,0,6, , ,0,0,1,0, ,0,3,0,1, ,1,0,0,1, ,0,2,1, ,0,0, ,1, ,1, ,0,0, ,0,2,0,4,1,0,1,1,0,1, ,0, ,1,3,0, , , ,2,0,1,8:27:00 PM,1, ,1,0, ,0,0,0,0,0,0,1,0,1,0,1, ,0
110001616,10001616,0, ,2,3,0, , , ,1, , , , , , ,1, , , , ,0, , ,0, ,0,0,0, , , ,1,1,0.916685900242352, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, ,2, , , , ,5,0, ,0,0, , , ,0,0, ,0,0, , ,6, ,1,0,0,0,0, , ,3, ,10, ,0, , ,0, ,0,2,0, ,0,0, , , ,1, , ,0, , ,2,1, ,0,0,0,1,0,0, ,0, ,1,2,0, ,1, , ,0, ,8:31:00 PM,1, ,1,0, ,0,0,0, ,0,0,0,0,2, ,2, , 
110000631,10000631,0, ,2,3,1, , ,0,1, ,0,0, , ,0,1, , , ,0,0,0, ,0, ,0,0,1,18, , ,2,1,1.17128590337981, ,0,0,3,0, ,0,730AM,3, ,1,1, ,0, ,0,0,0, , , , , ,6,0,0,0,0, ,0,0,0,0, ,0,0, , ,6, , ,0,0,0,0, , ,3, ,10,1,1, , ,0,0,0,3,0, ,0,1,0, ,0,1,0, ,0, , ,4,1, ,1,0,0,1,0,1,1,1,0,1,3,0,0,0,0,2,0, ,8:23:00 PM,0,0,1,0, ,1,0,0, ,0,0,1,0,1, ,1,1, 
110001068,10001068,0, ,2,3,0, ,0, ,1, , , , , , ,1,0, , , , , ,0,0, ,1,0,0, , , ,1,1,0.858087926607664, ,1,0,3,0, , , , , ,0,0, ,0, , ,0, ,2, , , , ,6, , ,0,0,0, , ,0,0, ,0,0,0, ,6, ,2,0,0, ,0, , ,3, ,6, ,0,1,0,1, ,0,3,0, , ,0, , , ,0, , ,0, ,0,2,1, ,0,0,0,1,0,0, ,0, ,1,3,0, ,1, , ,0, ,8:27:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,3,0,0,2, 
110000601,10000601,0, ,2,2,0, , ,0,2, ,0,0, , ,0,1, , , ,0,0,0, ,0, ,0,0,1,4, , ,1,1,1.00355735599495, ,0,0,3,0, , ,7;30,3, ,0,0, ,0, ,0,0,0, , , , , ,6,0,0,0,0, ,0, , ,0, ,0,0, , ,4, , ,0,0,1,0, , ,3, ,1, ,1, , ,0,0,0,2,0, ,0, ,0, ,0,1, , ,0, , ,2,1, ,0, ,0,1,0,1,1,1, ,1,9, ,0,0,0, ,0, ,8:23:00 PM,0,0,1,0, ,0,0,1, ,0,0,0,0,3, ,1,1, 
110001468,10001468,0, ,2,4,0, , , ,2, , , , , , ,1, , , , , , ,0,0, ,0,0,0, , , ,2,2,0.59222042317966, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0,0, ,6, , ,0,0, ,0, , ,3, ,8, ,0, , ,0, ,0,4,0, , , , , , ,0, , ,0, ,0,1,1, ,0, ,0,2,0,0, ,0, ,5,2, , ,0, , ,0, ,8:30:00 PM,0, ,1,0, ,0,0,0, ,0,0,0,0,4, ,0, , 
110001850,10001850,0, ,1,4,0, , ,0,1, , , , , ,0,1, , ,2, ,0,0, ,0, ,0,0,1,4,9:30 am, ,2,2,0.765270211465726, ,0,1,3,0, , , ,3, ,0,0, ,0, , ,0,0, , , , , ,6,1, ,0,0, , , ,0,0, ,1,0, , ,4, , ,0,0,0,0, , ,3, ,7, ,0, , ,0, ,0,1,0, ,0,0, , ,0,1, , ,0, , ,7,1, ,0,0,0,2,0,0,0,0, ,1,9,1, ,1,0, ,0, ,8:31:00 PM,0,1,1,0, ,1,0,0, ,0,0,0,0,4, ,1, , 
110002190,10002190,0, ,2,1,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,1,3,0.340765076914891, ,0,0,2,0, , , , , ,0,0,11212,0, , ,0, , ,2, , , ,4, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,1, ,0, , ,0, ,0,4,0, , , , , , ,0, , ,0, , ,1,1, ,0, ,0,2,0,0, ,0, ,2,3, , ,1, , ,0, ,8:31:00 PM,0, ,1,0, ,1,0,0, ,0,0,1,0,1, ,0, , 
110001604,10001604,0, ,2,3,0, ,0,0,1, , , , , ,0,1,0, , , ,0,0,0,0, ,1,0,0,4,10pm, ,1,1,0.54612691899137, ,0,0,3,1, , , ,3, ,0,0, ,0, , ,0,0,3, , , , ,6,0, ,0,1,0, , ,0,0, ,0,0,1, ,4, ,3,0,0,1,0, , ,3, ,1, ,0,1,0,0, ,0,3,0, ,0,0, , ,0,1, , ,0, ,0,2,1, ,0,0,0,1,0,1,0,0, ,1,5,0, , ,0,4,0, ,8:31:00 PM,1,1,1,0, ,0,0,0, ,0,0,1,0,7,0,1, , 
110000566,10000566,0, ,2,2,0, , ,0,1, ,0,0, ,0,0,1, , , ,0, ,0, ,0, ,0,0,0,4, , ,1,1,1.18737811685051,0,0,0,3,0, ,0,9am, , ,0,0, ,0, ,0,0,0, , , , ,0,4, ,0,0,0, ,0,0,0,0, ,0,0, , ,4, , ,0,0, ,0, , ,3,0,3,1,1, , ,0,0,0,3,0, , ,0,0, ,0,0,0,0,0, , ,2,0,2,0,0,0,1,0,1,0,1,0,7,7,0,0,0,0, ,0,0,8:22:00 PM,0,1,1,0, ,1,0,1,0,0,0,1,0,5, ,0,1,0
110001024,10001024,0, ,2,3,0, ,0, ,2, , , , , , ,1,0, , , ,0, ,1,0, ,0,0,0, , , ,2,2,1.12024135055553, ,0,0,1,0, , , ,2, ,0,1,99999,0, , ,0, , ,2, ,5, ,6,0, ,0,0,0, , , ,0, ,0,0,0, ,6, , ,0,0,0,0, , ,3, ,6, ,0,0,0,1, ,0,1,0, ,0, , , , ,1, , ,0, ,0,1,1, ,1, ,0,1,0,0, ,0, ,5,9, , ,1, , ,0, ,8:26:00 PM,0, ,5,0, ,0,1,0, ,0,0,1,0,2,0,2, , 
110001634,10001634,0, ,2,3,0, , ,0,2,0, , , ,0,0,1, , , , , ,0, ,0, ,0,0,1,7,10am,0,2,2,0.452371178030779,0,0,0,3,0,0, , , , ,0,1, ,0, , ,0,0, , , , ,0,6, , ,0,0, , , , ,0,0,0,0, ,0,4, , ,0,0, ,0, , ,3,1,6, ,0, , ,0, ,0,1,0, , , , ,0,0,1, ,0,0, , ,2,0,4,0, ,0,1,0,0,0,0, ,2,6, , ,1,0, ,0,0,8:31:00 PM,0,1,1,0, ,0,0,0,0,0,0,0,0,99, ,0, ,0
110000764,10000764,0,0,1,99,0,0, ,0,2,0, , , ,0,0,1, , , , ,0,0, ,0, ,0,0,1,4, ,0,2,2,0.452371178030779, ,0,0,3,0,0, ,9AM,3, ,1,1, ,0, , ,0,0, , , , , ,4,0, ,0,0, , , , ,0,0,0,0, ,0,3, , ,0,0,1,0, ,0,3, ,3, ,0, , ,0, ,0,2,0, ,0, , ,1,0,0, , ,0, , ,1,0,4,0, ,0,1,0,0,0,1, ,2,9, , ,0,0,5,0,1,8:23:00 PM,0,1,1,0, ,0,0,0,0,0,0,0,0,2, ,1, ,1
110000663,10000663,0, ,1,5,0, , ,1,2, , , , , ,0,1, , , , ,0,0, ,0, ,0,0,0,15, , ,2,2,0.652434088019188, ,1,0,3,0, , ,7:45am,3, ,0,0, ,0, , ,0,0, , , , , ,3,0, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0,1,1, , ,3, ,8, ,0, , ,0, ,0,3,0, ,0, , , ,0,0, , ,0, , ,2,1, ,0, ,0,1,0,1,0,0, ,1,3, , ,0,0,2,0, ,8:23:00 PM,0,0,1,0, ,1,0,0, ,0,0,0,0,1, ,1, , 
110000171,10000171,0, ,2,2,0, , , ,2, , , , , , ,1, , ,1, ,0, , ,0, ,0,0,0, , , ,1,2,0.901592309555145, ,0,0,3,0, , , ,3, ,0,1, ,0, , ,0, , , , , , ,6,1, ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0,0,0, , ,1, ,2, ,0, , ,0, ,0,2,0, ,0, , , , ,0, , ,0, , ,2,1, ,0, ,0,2,0,0, ,0, ,2,8, , ,0, , ,0, ,8:12:00 PM,0, ,5,0, ,1,0,0, ,0,0,0,40,2, ,1, , 
110002223,10002223,0, ,2,1,0, ,1, ,2, , , , , , ,1,1, , , ,0, ,0,0, ,0,0,0, , , ,1,2,0.340765076914891, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,6,0, ,0,0,1, , , ,0, ,0,1,1, ,4, , ,0,0,1,0, , ,3, ,1, ,0,0,0,1, ,0,1,0, ,0, , , , ,0, , ,0, ,0,2,1, ,1, ,0,2,0,0, ,1, ,2,3, , ,0, , ,0, ,8:31:00 PM,0, ,3,0, ,0,0,0, ,0,0,0,0,1,0,1, , 
110002234,10002234,0, ,2,99,1, , , ,2, , , , , , ,1, , ,1, ,0, , ,0, ,0,0,0, , , ,1,2,1.20241120921858, ,0,0,3,0, , , ,3, ,0,0, ,0, , ,0, , , , , , ,4,0, ,0,0, , , , ,1, ,1,0, , ,6, , ,0,0,0,0, , ,3, ,3, ,0, , ,0, ,0,2,0, ,0, , , , ,1, , ,0, , ,2,1, ,0, ,0,2,1,0, ,1, ,1,8, , ,0, , ,0, ,8:31:00 PM,0, ,1,0, ,1,0,0, ,0,0,0,0,2, ,1, , 
110001316,10001316,0, ,1,3,0, , ,0,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,2,0.863393790253454, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,3, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,1, , ,3, ,1, ,0, , ,0, ,0,2,0, , , , , ,0,0, , ,0, , ,4,1, ,1, ,0,1,0,0, ,0, ,1,8, , ,0,0, ,0, ,8:29:00 PM,1, ,3,0, ,0,0,0, ,0,0,0,0,2, ,0, , 
110002042,10002042,0, ,2,2,0, ,0, ,2, , , , , , ,1,1, ,1, ,0, ,0,0, ,1,0,0, , , ,2,1,0.5387671584856, ,0,0,2,0, , , ,3, ,0,1,00999,0, , ,0, , ,3, , , ,6,1, ,0,0,1, , , ,0, ,0,1,0, ,6, , ,0,0,0,0, , ,3, ,4, ,0,1,1,0, ,0,1,0, ,0, , , , ,1, , ,0, ,0,1,1, ,1, ,0,1,1,0, ,0, ,5,9, , ,0, , ,0, ,8:31:00 PM,0, ,5,0, ,0,1,0, ,0,1,0,150,99,0,1, , 
110001924,10001924,0, ,2,2,0, ,0,0,1, , , , , ,0,1,0, , , , ,0,0,0, ,0,0,0,18, , ,2,1,0.276949913363211, ,0,0,3,0, , ,6am, , ,0,1, ,0, , ,0,0, , , , , ,6, , ,0,0,0, , ,1,0, ,0,0,0, ,4, , ,0,0, ,0, , ,3, ,1, ,0,0,0,1, ,0,2,0, , ,0, , ,0,1, , ,0, ,0,1,1, ,0,0,0,1,0,1,0,0, ,5,3,0, ,0,0, ,0, ,8:31:00 PM,0,1,5,0, ,0,1,0, ,0,0,0,0,2,0,0, , 
110001842,10001842,0, ,2,5,0, , , ,2, , , , , , ,1, , , , , , , ,0, ,0,0,0, , , ,2,2,0.983237153968441, ,0,0,3,0, , , , , ,0,0, ,0, , ,0, , , , , , ,6, , ,0,0, , , , ,0, ,0,0, , ,6, , ,0,0, ,0, , ,3, ,7, ,0, , ,0, ,0,5,0, , , , , , ,1, , ,0, , ,3,1, ,0, ,0,5,1,0, ,0, ,7,2, , ,0, , ,0, ,8:31:00 PM,0, ,7,0, ,0,0,0, ,0,0,0,0,5, ,0, , 
110000864,10000864,0, ,2,5,1, , , ,2, ,0,0, , ,0,1, , , ,0,0,0, ,0, ,0,0,1,4, , ,1,2,0.646160529599673, ,0,0,3,0, ,0,10am,3, ,0,0, ,0, ,0,0,0, , , , , ,6,0,0,0,0, ,0,0, ,0, ,0,0, , ,6, , ,0,0,1,0, , ,3, ,3,1,0, , ,0,0,0,3,0, ,0, ,0, , ,0,0, ,0, , ,2,1, ,0, ,0,2,0,1,0,0,0,7,5, ,0,1, , ,0, ,8:25:00 PM,0,0,1,0, ,1,0,0, ,0,0,0,0,3, ,1,1, 
