property_id,property_name,data_center_gross_floor_area,estimated_data_flag,hospital_general_medical_11,indirect_ghg_emissions_metric,office_number_of_workers,outdoor_water_use_all_water,hotel_gross_floor_area_ft,annual_maximum_demand_kw,medical_office_percent_that,multifamily_housing_number_1,temporary_values,other_number_of_workers_on,office_number_of_computers,supermarket_grocery_open,multifamily_housing_total,hospital_general_medical_8,refrigerated_warehouse_gross,senior_care_community_gross,data_center_it_energy,retail_store_gross_floor,district_chilled_water_use,data_quality_checker_run,alert_energy_meter_has_less,data_center_cooling_equipment,hospital_general_medical_6,egrid_output_emissions_rate,data_center_pue,natural_gas_use_kbtu,fuel_oil_2_use_kbtu,alert_property_has_no_uses,retail_store_number_of_open,restaurant_gross_floor_area,hospital_general_medical_2,parking_open_parking_lot,national_median_source_eui,hospital_general_medical_10,estimated_data_flag_1,medical_office_percent_that_1,primary_property_type_self,percent_of_recs_retained,office_worker_density_number,restaurant_worker_density,green_power_offsite_kwh,year_ending,retail_store_number_of_walk,movie_theater_gross_floor,hospital_general_medical_9,electricity_use_generated,hospital_general_medical_7,alert_energy_meter_has,medical_office_number_of,indoor_water_use_intensity,occupancy,multifamily_housing_gross,property_gfa_self_reported,third_party_certification_1
6153751,8201 Associates,,No,,7.6,,,,,,0.0,No,,,,48.0,,,,,,,Yes,Ok,,,88.7,,33016.7,,Ok,,,,,114.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,62.84,100,48000.0,48000,
2736924,Palm Gardens,,No,,387.7,,,,,,,No,,,,,,,111667.0,,,,Yes,Ok,,,88.7,,12634883.5,,Ok,,,,,199.8,,,,Senior Care Community,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,132.62,100,,111667,
5395762,434 Broadway,,No,,390.8,100.0,,,,,,No,,100.0,,,,,,,,,Yes,Ok,,,88.7,,87348.4,1791778.2,Ok,,,,,201.8,,,,Office,,1.69889,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,6.39,65,,58862,
2791899,EB Management Properties LLC,,Yes,,15.3,,,,,,0.0,No,,,,71.0,,,,,,,No,Ok,,,88.7,,811400.0,5896463.8,Ok,,,,,123.7,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,131.01,100,70800.0,70800,
6224968,3rd Avenue,,No,,85.1,,,,,,,No,,,,,,,,,,,No,Ok,,,88.7,,933103.4,,Ok,,,,,237.6,,,,Other - Mall,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,10.08,50,,33736,
3122378,Bay Terrace Co Op Section 9,,No,,231.1,,,,,,,No,,,,120.0,,,,,,,Yes,Ok,,,88.7,,10745294.0,,Ok,,,,,115.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,99000.0,99000,
6187624,150 East 35th,,No,,91.5,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,614285.3,,Ok,,,,,262.6,,,,College/University,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,49.45,100,,39905,
6160087,Sample Multifamily,,,,0.0,,,,,,20.0,No,,,,40.0,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,,127.9,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,100,44000.0,44000,
6255634,43 Wooster Condominium,,No,,43.2,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,1282966.7,,Ok,,,,,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,26505.0,26505,
2813213,40-40 79th STREET,,No,,252.4,,,,,,,No,,,,211.78,,,,,,,No,Ok,,,88.7,,1447300.0,552000.0,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,80.35,100,176480.0,176480,
4960043,3 East 43rd Street,,No,,278.8,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,262.6,,,,College/University,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,22.18,100,,40000,
3531279,Silverstein - 40-70 Hampton St,,No,,156.6,,,,,,0.0,No,,,,104.0,,,,,,,No,Ok,,,88.7,,9180818.2,203550.0,Ok,,,,,119.0,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,97.75,100,104449.0,104449,
4473652,25-20 Borden Avenue,,Yes,,25.1,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,,,,,Manufacturing/Industrial Plant,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,5.66,100,,68994,
3117512,Hanza Realty LLC,,No,,7.1,,,,,,,No,,,,65.32,,,,,,,Yes,Ok,,,88.7,,4922167.4,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,144.02,100,54430.0,54430,
2834640,zumckrealty,,No,,144.2,,,,,,,No,,,,70.0,,,,,,,No,Ok,,,88.7,,8294332.0,,Ok,,,,,108.8,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,80,80000.0,80000,
2740249,N10,,No,,1323.9,,,,,,0.0,No,,,,332.0,,,,,,,Yes,Ok,,,88.7,,816448.5,,Ok,,,,,144.3,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,223767.0,223767,
6212131,2256 Walton Ave.,,Yes,,45.6,,,,,,,No,,,,44.4,,,,,,,Yes,Ok,,,88.7,,6812024.5,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,37000.0,37000,
2640847,584 Broadway LLC,,No,,1005.4,950.0,,,,,,No,,800.0,,,,,,,,,Yes,Ok,,,88.7,,558066.6,2208414.0,Ok,,,,,250.9,,,,Office,,4.20354,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,25.11,100,,246000,
3999038,PVII CTNY 240 Owner LLC,,No,,901.4,265.0,,,,,,No,,300.0,2.0,,,,,,,,Yes,Ok,,,88.7,,5194658.2,,Ok,,,,,248.1,,,,Office,,1.76667,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,28.69,100,,170000,
5887130,"AIMCO 464-466 AMSTERDAM 200-210 WEST 83RD STREET, LLC",,No,,30.9,,,,,,0.0,No,,,,78.92,,,,,,,No,Ok,,,88.7,,4319099.9,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,112.74,95,65763.0,65763,
6210835,"1781 East 17th, LLC",,,,0.0,,,,,,5.0,No,,,,31.0,,,,,,,No,Ok,,,88.7,,1970819.4,,Ok,,,,,108.6,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,18.58,100,28160.0,28160,
4035088,Northridge Coop Section II,,No,,624.6,,,,,,0.0,No,,,,396.0,,,,,,,No,Ok,,,88.7,,28568942.0,786600.0,Ok,,,,,127.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,46.67,100,415172.0,415172,
3136671,Skyline Hotel,,No,,725.6,,,121054.0,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,16246615.2,,Ok,,,,25381.0,248.8,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,125.39,100,,121054,
2640491,PENBUS REALTIES LLC,,No,,930.7,647.0,,,,,,No,5.0,699.0,0.55,,,,,,,,Yes,Ok,,,88.7,,2042283.8,,Ok,,,,,263.3,,,,Office,,2.87498,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,28.13,100,,246547,
2817671,2764-66 Realty LLC,,No,,59.0,,,,,,6.0,No,,,,56.0,,,,,,,Yes,Ok,,,88.7,,513583.3,,Ok,,,,,115.0,,,,Multifamily Housing,100.0,,,0.0,2017-12-31T00:00:00.000,,,,154973.0,,Ok,,,100,57000.0,57000,
2809385,Weiss Realty - 4250 Van Cortlandt Park,,,,0.0,,,,,,0.0,No,,,,55.0,,,,,,,No,Ok,,,88.7,,2706846.7,,Ok,,,,,127.3,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,20.8,100,61634.0,61634,
4868360,RXR - 32 Old Slip,,No,,7457.0,3220.17,,,,,,No,,4033.08,,,,,,,,,Yes,Ok,,,88.7,,1469117.9,,Ok,,,,,273.3,,,,Office,,2.86578,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,95,,1123664,
4096306,0732-Long Island City - Northern Blvd Bldg B,,No,,26.6,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,3377200.2,,Ok,,,,,47.6,,,,Self-Storage Facility,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,5.1,80,,67500,
6260902,402 foster,,No,,28.2,,,,,,0.0,No,,,,40.0,,,,,,,Yes,Ok,,,88.7,,2131100.2,,Ok,,,,,124.4,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,32000.0,32000,
6278689,International House - 524 Riverside Drive,,,,0.0,,,,,,,No,,,,168.0,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,,127.9,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,90,140000.0,140000,
3320756,River Place II IH,,No,,150.8,,,,,,0.0,No,,,,83.0,,,,,,,No,Ok,,,88.7,,9716688.8,,Ok,,,,,128.6,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,88109.0,88109,
3531202,Silverstein - 415 Stratford Rd,,No,,111.4,,,,,,0.0,No,,,,96.0,,,,,,,No,Ok,,,88.7,,6039752.7,357558.0,Ok,,,,,115.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,106889.0,106889,
1470683,Fisher - 1345 Avenue of the Americas,,No,,18574.2,5595.0,,,,,,No,,8127.0,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,34454.0,,,282.1,,,,Office,,3.05352,1.45121,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,41.19,100,,1866766,
2744948,Affinia Gardens,,No,,235.6,,,98495.0,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,66800.0,,Ok,,,,,145.1,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,98495,
1192662,CBRE-1166 Avenue of the Americas,,No,,13362.3,3547.61,,,,,,No,15.0,4594.58,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,251.3,,,,Office,,1.99326,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,1797825,
6264063,110 Mount Hope Place,,No,,17.1,,,,,,0.0,No,,,,54.0,,,,,,,No,Ok,,,88.7,,39116.7,4762657.2,Ok,,,,,107.3,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,170.66,95,53666.0,53666,
6277419,Ferguson - 57-18 48th Street,,No,,72.2,,,,72.0,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,8026755.0,,Ok,,,,101887.0,110.1,,,,Non-Refrigerated Warehouse,100.0,,,0.0,2017-12-31T00:00:00.000,,,,614837.6,,Ok,,0.47,100,,88500,
4895698,The Penn Club of New York,,No,,437.1,,,59000.0,280.0,,,No,,,,,,,,,,,No,Ok,,,88.7,,1501300.0,,Ok,,,,,283.7,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,80,,59000,
4397240,"EXO FPM, LLC/Forest Properties",,No,,90.1,,,,,,,No,,,,117.0,,,,,,,Yes,Ok,,,88.7,,2720325.2,,Ok,,,,,115.8,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,30.59,100,127338.0,127338,
3959959,The Jewish Museum,,No,,516.0,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,13581043.0,151800.0,Ok,,,,,85.1,,,,Museum,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,59.6,100,,85000,
4047232,Justin - 9-- Broadway,,No,,,,,,,,0.0,No,,,,38.0,,,,,,,No,Possible Issue,,,88.7,,,,Ok,,,,,127.9,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,,85,98146.0,98146,
6100788,BRG - 150-15 79th Avenue,,No,,90.4,,,,,,0.0,No,,,,75.0,,,,,,,No,Ok,,,88.7,,6462417.7,,Ok,,,,,139.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,43.1,100,80000.0,80000,
2524720,The Magellan,,No,,,,,,,,78.0,No,,,,167.0,,,,,,,No,Possible Issue,,,88.7,,5799432.3,,Ok,,,,0.0,127.9,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Ok,,55.62,100,148598.0,148598,
2662264,Washington Jefferson Hotel,,No,,153.0,,,53818.0,,,,No,,,,,,,,,,,No,Ok,,,88.7,,4609639.4,,Ok,,750.0,,,191.0,,,,Hotel,,,6.66667,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,54568,
3530881,128 Mott Street - 41249,,No,,552.4,124.52,,,,,0.0,No,,108.27,,25.0,,,,,,,Yes,Ok,,,88.7,,2741249.9,,Ok,,,,,166.6,,,,Office,,2.3,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,46122.0,100259,
2816943,Bay Terrace Co OP 4,,No,,249.8,,,,,,0.0,No,,,,38.0,,,,,,,Yes,Ok,,,88.7,,4346326.9,,Ok,,,,,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,90,69000.0,69000,
2801571,1710 Montgomery Avenue,,No,,72.9,,,,,,0.0,No,,,,50.0,,,,,,,No,Ok,,,88.7,,5147041.4,0.0,Ok,,,,,126.8,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,72.81,100,62000.0,62000,
3117638,2323 Walton Avenue,,No,,114.8,,,,,,0.0,Yes,,,,66.0,,,,,,,No,Ok,,,88.7,,6940790.8,,Ok,,,,,136.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,115.98,100,85404.0,85404,
2735527,Treeline 175 Remsen LLC,,No,,485.8,500.0,,,,,,No,,300.0,,,,,,,6750.0,,No,Ok,,,88.7,,4333536.5,,Ok,0.0,,,,256.8,,,,Office,,4.07266,,0.0,2017-12-31T00:00:00.000,1.0,,,,,Ok,,0.3,100,,129520,
6278690,International House - 500 Riverside Drive,,,,0.0,,,,,,,No,,,,,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,,114.9,,,,Residence Hall/Dormitory,,,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,95,,200000,
2819109,400 EAST 66TH ST CO LLC,,No,,545.0,,,,,,,No,,,,166.2,,,,,,,No,Ok,,,88.7,,35095408.9,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,37.2,100,138500.0,138500,
2805277,400 East 55th Street - 26084,,No,,257.4,,,,,,0.0,No,,,,129.0,,,,,750.0,,Yes,Ok,,,88.7,,8799323.6,,Ok,0.0,,,,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,0.0,,,,,Ok,,40.89,100,118121.0,122971,
5859241,36-01 37th Avenue,,No,,283.5,133.0,,,,,,No,,116.0,,,,,,,,,Yes,Ok,,,88.7,,1675100.2,,Ok,,,,,216.9,,,,Office,,2.30024,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,34.75,100,,57820,
3099349,261 Madison Avenue,,No,,3014.6,1798.0,,,879.8,,,No,,1609.0,,,,,,,,,No,Ok,,,88.7,,,,Ok,,,,,283.6,,,,Office,,4.53766,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,28.83,100,,396239,
2817667,East 163rd LLC 935 East,,No,,157.9,,,,,,0.0,No,,,,60.0,,,,,6370.0,,No,Ok,,,88.7,,5738786.5,,Ok,12.0,1000.0,,,178.3,,,,Multifamily Housing,100.0,,3.0,0.0,2017-12-31T00:00:00.000,0.0,,,175035.6,,Ok,,,100,54502.0,61872,
2772976,Serviam Towers 321 East 198th St.,,No,,103.4,,,,,,0.0,No,,,,80.0,,,,,,,No,Ok,,,88.7,,4007367.7,,Ok,,,,,124.8,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,54.21,100,72486.0,72486,
4550535,142-24 38 Avenue,,No,,69.1,,,,,,0.0,No,,,,68.0,,,,,,,Yes,Ok,,,88.7,,6228796.9,,Ok,,,,,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,121.46,100,58720.0,58720,
6253862,1165 Shakespeare Avenue,,No,,46.1,,,,,,0.0,No,,,,37.0,,,,,,,No,Ok,,,88.7,,2436490.3,0.0,Ok,,,,,136.2,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,137.49,100,32898.0,32898,
6253661,Mansfield Realty Associates,,No,,55.8,,,,,,0.0,No,,,,38.0,,,,,,,No,Ok,,,88.7,,1977696.7,55200.0,Ok,,,,,121.8,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,38.72,100,38800.0,38800,
2654623,40-50 - 40-50 Brighton 1st Road,,No,,622.0,,,,,,0.0,No,,,,448.0,,,,,,,No,Ok,,,88.7,,34483703.9,,Ok,,,,0.0,127.9,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,434614.0,434614,
2805201,1801 Ocean Avenue - 39478,,Yes,,276.3,,,,,,0.0,No,,,,91.0,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,138.6,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,52.55,100,77972.0,77972,
2678205,Belvedere Hotel,,No,,690.4,,,187000.0,,,,No,,,,,,,,,,,No,Ok,,,88.7,,3129993.8,,Ok,,,,,214.8,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,0.05,100,,187000,
3364907,CBRE - 1372 Broadway,,No,,2845.5,1192.0,,,,,,No,38.0,1204.0,,,,,,,,,No,Ok,,,88.7,,3626422.6,10171442.2,Ok,,,,,244.1,,,,Office,,2.40664,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,18.92,100,,538969,
5815298,25 W 31st Street - 29321,,No,,160.8,150.0,,,,,,No,,200.0,,,,,,,,,Yes,Ok,,,88.7,,812.1,,Ok,,,,,242.7,,,,Office,,2.5,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,60000,
6245408,INHOC 814 East 181st Street,,No,,36.1,,,,,,,No,,,,39.9,,,,,,,No,Ok,,,88.7,,176990.0,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,33250.0,33250,
6191713,Parsons 34 Avenue Corp,,Yes,,55.2,,,,,,0.0,No,,,,35.0,,,,,,,Yes,Ok,,,88.7,,,2551509.7,Ok,,,,,124.3,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,24723.0,24723,
6252107,AIMCO 118-122 West 23rd Street,,No,,177.2,,,,,,,No,,,,63.16,,,,,,,Yes,Ok,,,88.7,,2002700.0,,Ok,,,,,115.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,40.76,95,52630.0,52630,
4880857,8501-Bronx - Baychester OC,,No,,49.3,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,47.6,,,,Self-Storage Facility,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,1.49,100,,66950,
2740253,N7,,No,,1289.5,,,,,,0.0,No,,,,299.0,,,,,,,Yes,Ok,,,88.7,,1166539.4,,Ok,,,,,134.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,296900.0,298500,
6187698,Central High School,,No,,65.9,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,160.3,,,,K-12 School,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,11.58,100,,28581,
2817668,East 163 LLC 945 East,,No,,142.2,,,,,,0.0,No,,,,45.0,,,,,4500.0,,No,Ok,,,88.7,,4861249.9,,Ok,8.0,,,,127.9,,,,Multifamily Housing,100.0,,,0.0,2017-12-31T00:00:00.000,1.0,,,132931.5,,Ok,,,100,57372.0,61872,
2817365,Hilary Gardens,,No,,1042.8,,,,,,,No,,,,547.15,,,,,6000.0,,No,Ok,,,88.7,,2684900.2,,Ok,1.0,,,,122.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,1.0,,,,,Ok,,67.25,100,455959.0,461959,
6276748,MediSys - 134-20 Jamaica Ave,,,,0.0,1105.7,,,,,,No,,961.48,,,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,,148.1,,,,Office,,2.3,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,90,,480740,
3116364,1106-1124 Ave K,,No,,22.1,,,,,,0.0,No,,,,66.0,,,,,,,Yes,Ok,,,88.7,,5905931.8,143640.7,Ok,,,,,110.2,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,127.87,100,71875.0,71875,
2947079,Brooklyn Scholars Charter School,,No,,263.7,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,2259919.3,,Ok,,,,,139.1,,,,K-12 School,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,7.44,100,,58700,
2659942,"Commerce-Halsey, LLC",,No,,606.1,620.0,,,,,,No,,745.0,,,,,,,,,No,Ok,,,88.7,,3849929.0,,Ok,,,,,308.8,,,,Office,,4.03079,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,9.82,100,,153816,
5819593,Zysman Hall,,No,,659.1,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,610916.7,,Ok,,,,,262.6,,,,College/University,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,5.99,100,,119715,
2917939,10 West 27 Street Corp,,No,,175.3,,,50000.0,,,,No,,,,,,,,,,,No,Ok,,,88.7,,1848519.4,,Ok,,,,,132.2,,,,Hotel,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,15.8,100,,50000,
2773196,550 Barry Street,,No,,17.7,,,,,,,No,,,,,,,,,,,No,Ok,,,88.7,,1802499.7,,Ok,,,,,67.2,,,,Non-Refrigerated Warehouse,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,6.32,100,,53000,
6278837,Ferguson - 48-20 57th Avenue,,No,,28.6,,,,42.4,,,No,,,,,,,,,,,No,Ok,,,88.7,,3127499.8,,Ok,,,,90723.0,,,,,Manufacturing/Industrial Plant,100.0,,,0.0,2017-12-31T00:00:00.000,,,,311325.7,,Ok,,0.99,100,,143840,
5789749,Treetop - 1600 Sedgwick Avenue,,No,,647.1,4.0,,,,,,No,,4.0,,384.0,,,,,,,No,Ok,,,88.7,,28829784.2,,Ok,,,,,127.9,,,,Multifamily Housing,,5.71429,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,415444.0,416144,
6224246,955/989,,No,,663.2,,,,,,,No,,,,,,190000.0,,,,,No,Ok,,,88.7,,5002944.0,,Ok,,,,,60.0,,,,Distribution Center,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,0.98,100,,340000,
2701800,West Chelsea LLC 2,,No,,300.1,,,,,,,Yes,12.5,,,,,,,,,,Yes,Ok,,,88.7,,,,Ok,,,,,123.1,,,,Other,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,9.88,100,,218019,
2809986,Pelham Management - 2180 Bronx Park East,,No,,78.7,,,,,,0.0,No,,,,71.0,,,,,,,No,Ok,,,88.7,,419445.0,6209999.9,Ok,,,,,181.6,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,75133.0,75133,
1439342,"120 Broadway Holdings, LLC",,No,,10144.9,7113.0,,,,,,No,,7300.0,,,,,,,,,No,Ok,,,88.7,,2077306.9,,Ok,,1704.0,,,273.9,,,,Office,,3.82646,10.56338,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,10.95,95,,1910503,
6261005,54 Orchard LLC.,,No,,60.4,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,1195967.6,,Ok,,,,,155.5,,,,Other - Lodging/Residential,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,28.92,100,,33860,
6166141,G STARS Realty Corp,,No,,45.6,,,,,,0.0,No,,,,54.43,,,,,,,Yes,Ok,,,88.7,,4382543.8,,Ok,,,,,113.8,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,68.48,100,45360.0,45360,
2649558,Jeff Bar Inc/ 630 9th Ave Leasehold,,No,,1394.9,545.0,,,,,,No,,690.0,,,,,,,,,Yes,Ok,,,88.7,,7950580.4,6320290.0,Ok,,,,,257.1,,,,Office,,2.38238,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,238000,
6276746,Justin - 24 West 30 Street,,,,0.0,,,,,,,No,,,,35.76,,,,,,,No,Unable to Check (not enough data),,,88.7,,,,Ok,,,,,127.9,,,,Multifamily Housing,,,,,2017-12-31T00:00:00.000,,,,,,Unable to Check (not enough data),,,85,29800.0,29800,
1443214,River Place One,,No,,1677.8,,,,,,0.0,No,,,,921.0,,,,,,,No,Ok,,,88.7,,47705735.3,879612.0,Ok,,1409.0,,0.0,149.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,814289.0,887879,
6250436,51 Buchanan,,No,,42.9,,,,,,,No,,,,37.0,,,,,,,No,Ok,,,88.7,,136162.5,3871314.1,Ok,,,,,114.1,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,40500.0,40500,
2653190,41-45 West 34th (W14),,No,,,2.0,,,,,,No,,0.0,,,,,,,19000.0,,No,Possible Issue,,,88.7,,3084478.8,,Ok,0.0,,,,148.1,,,,Office,,0.02381,,,2017-12-31T00:00:00.000,0.0,,,,,Ok,,,100,,103000,
2978589,port richmond,,No,,214.8,,,,,,,No,,,,,,,,,,,No,Ok,,,88.7,,3829431.9,,Ok,,,,,141.4,,,,Other - Education,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,2094.54,100,,49000,
3663468,0504-Bronx - Bruckner Boulevard,,No,,77.0,,,,,,,No,,,,,,,,,,,Yes,Ok,,,88.7,,2963199.7,,Ok,,,,,47.6,,,,Self-Storage Facility,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,0.32,100,,126530,
6225085,141-18 CHERRY AVENUE - 44298,,No,,52.5,,,,,,46.0,No,,,,46.0,,,,,,,Yes,Ok,,,88.7,,2510954.5,,Ok,,,,,128.5,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,53665.0,53665,
6281363,57 Willoughby Street,,No,,363.1,222.0,,,,,,No,,193.0,,,,,,,,,Yes,Ok,,,88.7,,3103779.2,,Ok,,,,,232.3,,,,Office,,2.29847,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,,96586,
2741284,N6,,No,,1256.4,,,,,,0.0,No,,,,338.0,,,,,,,Yes,Ok,,,88.7,,1316472.8,,Ok,,,,,133.6,,,,Multifamily Housing,,,,0.0,2017-12-31T00:00:00.000,,,,,,Ok,,,100,319622.0,319622,
