hh_id,person_id,micromobility_devices_206,no_freq_bike_nyc_1,no_freq_bike_nyc_5,school_park_loc,no_bike_share_8,bike_purp_997,disability_follow_5,num_jobs,r_work_mode,num_trips,harassment_change_7,ethnicity_997,work_mode_bus,no_bike_nyc_5,work_in_region,harassment_change_6,kid_mode_own,job_type,r_age,citi_bike_type,r_student,is_participant,school_park_amount,race_3,no_freq_bike_nyc_4,ethnicity_1,race_5,school_type,no_bike_share_1,race_4,share_1,wfh_policy,ethnicity_4,bike_purp_6,no_bike_nyc_3,no_bike_nyc_7,disability_follow_3,work_cms_zone,ethnicity_999,bike_purp_1,bike_purp_3,no_freq_bike_nyc_6,r_race,race_999,second_home_in_region,can_drive,student,work_county,micromobility_devices_207,race_1,work_mode_ferry,gender,relationship,share_5,no_freq_bike_nyc_3,micromobility_devices_204,work_scooter_park,micromobility_devices_205,school_freq,harassment_change_5
22043250,2204325001,0,995,995,995,995,995,995,1,102,28,995,0,55,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,0,1,995,2,0,995,995,995,999,1,0,3,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,995
22064003,2206400301,0,995,995,995,995,995,995,995,995,0,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22046265,2204626501,0,995,995,995,995,0,995,1,105,60,0,0,995,995,1,0,995,1,2,1,3,1,,0,995,1,1,995,995,0,1,3,0,0,995,995,995,4,0,1,1,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22060634,2206063401,0,1,0,995,0,0,995,1,100,18,0,0,995,995,1,0,995,1,3,995,3,1,,1,0,1,0,995,1,0,0,1,0,0,995,995,995,10,0,0,1,0,2,0,0,1,2,36085.0,0,0,995,2,0,0,0,0,995,0,995,0
22042063,2204206301,0,0,0,995,0,0,995,1,100,32,995,0,995,995,1,995,995,1,3,995,3,1,,1,0,1,0,995,0,0,0,1,0,0,995,995,995,2,0,0,1,1,2,0,0,1,2,36005.0,0,0,995,2,0,0,0,0,995,0,995,995
22058627,2205862701,0,995,995,995,995,0,995,1,995,39,0,0,995,995,995,0,995,3,2,1,3,1,,0,995,1,0,995,995,0,1,995,0,1,995,995,995,995,0,0,1,995,7,0,1,1,2,,1,0,995,997,0,0,995,0,995,0,995,0
22043062,2204306201,0,995,995,995,995,995,995,995,995,50,995,0,995,0,995,995,995,995,2,995,1,1,,0,995,0,1,11,995,0,0,995,0,995,1,0,995,995,0,995,995,995,5,0,0,1,0,,0,0,995,2,0,0,995,0,995,0,1,995
22046158,2204615801,0,995,995,995,0,0,995,1,103,2,0,0,995,995,1,0,995,1,3,995,3,1,,1,995,0,0,995,0,0,1,1,0,0,995,995,995,8,1,1,0,995,2,0,0,1,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,0
22007429,2200742901,0,995,995,995,995,995,995,1,995,0,1,0,995,0,995,0,995,3,3,995,1,1,,0,995,1,0,13,995,0,1,995,0,995,0,1,995,995,0,995,995,995,3,0,0,3,4,,0,1,995,1,0,0,995,0,995,0,995,1
22038097,2203809701,0,1,0,995,0,0,995,995,995,20,1,0,995,995,995,1,995,995,2,995,3,1,,0,0,1,1,995,0,0,1,995,0,0,995,995,995,995,0,0,1,1,5,0,0,1,2,,0,0,995,1,0,0,0,0,995,0,995,1
22004991,2200499101,0,995,995,995,995,995,0,1,1,3,1,0,995,0,1,0,995,1,3,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,0,0,1,2,0,995,995,995,999,1,0,1,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,0
22052948,2205294801,0,995,995,995,995,995,995,1,105,38,995,0,995,0,1,995,995,1,2,995,3,1,,0,995,1,1,995,995,0,1,3,0,995,0,0,995,4,0,995,995,995,5,0,0,3,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,995
22032323,2203232301,0,995,995,995,995,995,995,1,100,70,0,0,995,0,995,0,995,4,3,995,3,1,,0,995,0,0,995,995,0,0,995,0,995,1,0,995,995,0,995,995,995,999,1,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22015803,2201580301,0,995,995,995,995,995,995,995,995,16,0,0,995,0,995,0,995,995,2,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,1,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,1,0,0,995,0,995,0,995,0
22050713,2205071301,0,995,995,995,0,0,995,1,105,2,0,0,995,995,1,0,995,1,3,995,3,1,,0,995,1,1,995,0,0,1,1,0,0,995,995,995,11,0,0,1,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,0
22005135,2200513501,0,995,995,995,995,995,995,995,995,0,0,0,995,0,995,1,995,995,2,995,3,1,,0,995,0,0,995,995,0,0,995,0,995,0,0,995,995,1,995,995,995,7,0,0,3,2,,0,0,995,2,0,0,995,0,995,0,995,0
22059611,2205961101,0,995,995,995,995,1,995,1,103,69,0,0,995,995,1,0,995,5,2,1,3,1,,0,995,1,1,995,995,0,1,6,0,1,995,995,995,4,0,1,1,995,5,0,1,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22012784,2201278401,0,995,995,995,995,0,995,1,105,8,995,0,995,995,1,995,995,1,2,2,3,1,,0,995,0,0,995,995,0,1,1,0,0,995,995,995,1,1,1,1,995,999,1,0,1,2,36005.0,0,0,995,999,0,0,995,0,995,0,995,995
22051077,2205107701,0,1,0,995,0,0,995,1,105,42,0,0,995,995,1,0,995,5,3,995,3,1,,0,0,1,1,995,0,0,1,3,0,0,995,995,995,4,0,0,1,1,5,0,1,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,0
22062886,2206288601,0,995,995,995,995,995,995,1,105,0,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,0,1,995,8,1,995,995,995,999,1,0,1,2,36047.0,0,0,995,2,0,0,995,0,995,0,995,995
22040470,2204047001,0,995,995,995,995,995,995,2,100,2,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,1,1,995,2,1,995,995,995,999,1,0,1,2,36005.0,0,0,995,999,0,0,995,0,995,0,995,995
22029879,2202987901,0,995,995,995,995,995,995,1,102,35,0,1,55,0,1,0,995,5,3,995,3,1,,0,995,0,0,995,995,0,0,5,0,995,1,0,995,4,0,995,995,995,7,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,1
22060211,2206021101,0,995,995,995,995,995,0,2,100,14,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,0,2,0,995,0,0,1,8,0,995,995,995,7,0,0,1,2,36047.0,0,0,995,4,0,0,995,0,995,0,995,995
22063080,2206308001,0,995,995,995,995,0,995,1,995,48,0,0,995,995,995,0,995,3,2,2,3,1,,0,995,1,0,995,995,0,1,995,0,1,995,995,995,995,0,1,0,995,7,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22060078,2206007801,0,1,0,995,0,0,0,995,995,9,0,1,995,995,995,0,995,995,3,995,3,1,,0,0,0,1,995,0,0,1,995,0,0,995,995,1,995,0,1,0,0,5,0,0,1,2,,0,0,995,1,0,0,0,1,995,0,995,0
22024402,2202440201,0,995,995,995,995,995,995,1,100,21,995,1,995,0,995,995,995,2,3,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,0,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,995
22013111,2201311101,0,995,995,995,995,995,995,2,102,5,0,0,23,0,1,0,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,0,995,2,0,995,995,995,3,0,0,1,2,36005.0,0,1,995,1,0,0,995,0,995,0,995,0
22034881,2203488101,0,995,995,995,995,995,995,995,995,6,995,0,995,1,995,995,995,995,4,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22065829,2206582901,0,995,995,995,995,0,995,6,1,13,995,0,995,995,1,995,995,5,3,1,3,1,,0,995,1,0,995,995,0,1,3,0,0,995,995,995,9,0,1,1,995,3,0,1,1,2,36047.0,0,1,995,2,0,0,995,0,995,0,995,995
22065631,2206563101,0,995,995,995,995,995,995,1,100,42,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,0,995,6,0,995,995,995,3,0,0,1,2,36081.0,0,1,995,1,0,0,995,0,995,0,995,0
22053770,2205377001,0,995,995,995,995,995,995,1,105,2,0,0,995,0,995,0,995,2,3,995,3,1,,0,995,1,1,995,995,0,1,1,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22050373,2205037301,0,0,0,995,995,0,995,1,105,59,0,0,995,995,1,0,995,1,2,2,3,1,,0,0,0,0,995,995,0,1,3,0,0,995,995,995,4,1,1,0,0,999,1,1,1,2,36061.0,0,0,995,2,0,0,0,0,995,0,995,0
22012498,2201249801,0,995,995,995,995,995,995,995,995,36,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,5,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,995
22034826,2203482601,0,995,995,995,995,995,995,995,995,16,1,1,995,0,995,0,995,995,3,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,1,0,995,995,0,995,995,995,6,0,0,3,2,,0,0,995,2,0,0,995,0,995,0,995,0
22036910,2203691001,0,995,995,995,0,0,0,995,995,36,0,0,995,995,995,0,995,995,2,995,3,1,,0,995,0,0,995,0,0,0,995,0,0,995,995,0,995,0,1,0,995,1,0,0,1,2,,0,0,995,2,0,0,995,1,995,0,995,0
22044179,2204417901,0,995,995,995,995,1,995,1,105,2,995,0,995,995,1,995,995,5,3,1,3,1,,0,995,1,1,995,995,0,1,3,0,1,995,995,995,4,0,1,0,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
22018196,2201819601,0,995,995,995,995,995,0,995,995,21,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,0,1,0,995,1,995,995,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,995
22001128,2200112801,0,0,1,995,0,1,995,995,995,35,0,1,995,995,995,1,995,995,2,995,1,1,,0,0,0,1,13,0,0,0,995,0,0,995,995,995,995,0,0,0,0,5,0,0,3,0,,0,0,995,2,0,0,0,0,995,0,1,0
22019996,2201999601,0,995,995,995,995,995,1,995,995,25,1,0,995,0,995,0,995,995,3,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,0,0,1,995,0,995,995,995,6,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,0
22045191,2204519101,0,995,995,995,995,995,995,1,106,6,995,0,995,0,1,995,995,5,3,995,3,1,,0,995,0,0,995,995,0,1,6,0,995,0,0,995,4,0,995,995,995,1,0,0,3,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,995
22023106,2202310601,0,995,995,995,995,995,995,1,102,48,995,0,23,0,1,995,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,0,995,2,0,995,995,995,3,0,0,1,2,36005.0,0,1,995,1,0,0,995,0,995,0,995,995
22037921,2203792101,0,995,995,995,995,995,995,995,995,7,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22036631,2203663101,0,995,995,995,995,995,995,1,105,39,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,0,0,995,4,0,995,995,995,3,0,0,1,2,36061.0,0,1,995,2,0,0,995,0,995,0,995,0
22012845,2201284501,0,995,995,995,995,995,0,995,995,3,0,0,995,1,995,0,995,995,2,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,0,1,1,995,0,995,995,995,6,0,1,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22049567,2204956701,0,1,0,995,0,0,995,1,105,5,0,0,995,995,1,0,995,1,3,995,3,1,,0,0,0,0,995,0,0,1,2,0,0,995,995,995,4,1,0,1,1,999,1,0,1,2,36061.0,0,0,995,2,0,0,0,0,995,0,995,0
22006491,2200649101,0,995,995,995,995,995,995,995,995,54,995,0,995,0,995,995,995,995,3,995,3,1,,0,995,1,0,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,3,0,1,1,2,,0,1,995,2,0,0,995,0,995,0,995,995
22005896,2200589601,0,995,995,995,1,0,995,995,995,10,0,0,995,995,995,0,995,995,2,995,3,1,,0,995,0,0,995,0,0,1,995,0,1,995,995,995,995,0,1,1,995,999,1,1,3,2,,0,0,995,1,0,0,995,0,995,0,995,0
22011162,2201116201,0,995,995,995,995,995,995,1,100,17,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,1,995,995,0,1,1,0,995,0,0,995,2,0,995,995,995,5,0,0,1,2,36005.0,0,0,995,1,0,0,995,1,995,0,995,995
22066188,2206618801,0,995,995,995,0,0,995,995,995,37,995,0,995,995,995,995,995,995,4,995,3,1,,0,995,1,1,995,0,0,0,995,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22023900,2202390001,0,995,995,995,995,995,995,995,995,0,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,0,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,3,0,0,3,2,,0,1,995,2,0,0,995,0,995,0,995,995
22058934,2205893401,0,995,995,995,995,995,995,995,995,35,0,0,995,0,995,0,995,995,3,995,3,1,,0,995,1,1,995,995,0,1,995,0,995,0,1,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,0
22064197,2206419701,0,995,995,995,995,995,995,995,995,3,995,0,995,0,995,995,995,995,4,995,3,1,,1,995,1,0,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,2,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22055798,2205579801,0,995,995,995,0,0,995,1,995,9,995,0,995,995,995,995,995,3,3,995,3,1,,1,995,1,0,995,1,0,0,995,0,0,995,995,995,995,0,1,0,995,2,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22066655,2206665501,0,995,995,995,0,0,995,995,995,22,0,0,995,995,995,0,995,995,2,995,3,1,,1,995,1,0,995,0,0,1,995,0,0,995,995,995,995,0,0,1,995,2,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22056851,2205685101,0,995,995,995,0,0,995,3,103,2,0,0,995,995,995,0,995,2,3,995,3,1,,1,995,1,0,995,0,0,1,2,0,1,995,995,995,995,0,1,1,995,2,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22062761,2206276101,0,995,995,995,995,995,0,1,105,19,0,0,995,0,1,0,995,5,3,995,3,1,,0,995,0,1,995,995,0,0,3,0,995,0,0,1,4,0,995,995,995,5,0,0,3,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22050438,2205043801,0,995,995,995,995,0,995,995,995,1,0,0,995,995,995,1,995,995,3,3,3,1,,0,995,1,1,995,995,0,0,995,0,0,995,995,995,995,0,1,0,995,5,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,1
22028772,2202877201,0,1,0,995,0,0,995,1,102,1,995,0,55,995,1,995,995,5,3,995,3,1,,0,0,1,1,995,0,0,0,2,0,0,995,995,995,4,0,0,1,0,5,0,0,3,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,995
22037131,2203713101,0,995,995,995,995,995,995,1,102,2,1,0,23,1,1,0,995,5,3,995,3,1,,0,995,1,0,995,995,0,1,3,0,995,1,1,995,3,0,995,995,995,3,0,0,1,2,36061.0,0,1,995,1,0,0,995,0,995,0,995,1
22057894,2205789401,0,0,0,995,995,0,995,1,995,41,0,0,995,995,995,0,995,3,2,1,3,1,,0,0,1,1,995,995,0,1,995,0,0,995,995,995,995,0,1,1,0,5,0,1,1,2,,0,0,995,1,0,0,0,0,995,0,995,0
22052620,2205262001,0,995,995,995,995,0,995,1,105,2,0,0,995,995,0,0,995,1,3,1,3,1,,0,995,1,0,995,995,0,0,2,0,1,995,995,995,11,0,1,1,995,7,0,0,1,2,36119.0,0,0,995,2,0,0,995,0,995,0,995,0
22060575,2206057501,0,1,0,995,0,0,995,1,105,60,1,0,995,995,1,0,995,1,3,995,3,1,,1,0,1,0,995,0,0,0,1,0,0,995,995,995,4,0,0,1,0,2,0,0,1,2,36061.0,0,0,995,2,0,0,0,0,995,0,995,0
22040484,2204048401,0,995,995,995,995,995,0,1,102,31,0,0,23,0,1,0,995,1,4,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,0,0,1,2,0,995,995,995,6,0,0,3,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,0
22055682,2205568201,0,995,995,995,995,0,995,1,106,2,995,0,995,995,1,995,995,1,2,1,3,1,,0,995,1,1,995,995,0,1,2,0,0,995,995,995,9,0,0,1,995,5,0,0,1,2,36047.0,0,0,995,2,0,0,995,1,995,0,995,995
22037330,2203733001,0,995,995,995,995,995,995,1,995,19,995,0,995,0,995,995,995,995,2,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,1,0,995,995,0,995,995,995,6,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22008491,2200849101,0,995,995,995,995,995,995,1,1,26,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,1,1,995,2,0,995,995,995,6,0,0,3,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,0
22061924,2206192401,0,995,995,995,995,995,995,1,105,2,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,1,1,995,995,0,0,1,0,995,0,1,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
22004847,2200484701,0,995,995,995,995,995,995,1,105,6,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,1,995,995,0,1,3,0,995,0,0,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,995
22038574,2203857401,0,995,995,995,0,0,995,1,105,56,995,0,995,995,1,995,995,1,3,995,3,1,,0,995,1,0,995,0,0,0,1,0,0,995,995,995,2,0,0,1,995,3,0,0,1,2,36005.0,0,1,995,2,0,0,995,0,995,0,995,995
22055522,2205552201,0,995,995,995,995,995,995,1,995,2,0,0,995,0,995,0,995,995,3,995,3,1,,0,995,0,0,995,995,0,1,995,0,995,1,1,995,995,1,995,995,995,999,1,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,0
22050338,2205033801,0,995,995,995,995,995,995,1,105,54,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,1,1,995,8,0,995,995,995,3,0,0,1,2,36047.0,0,1,995,1,0,0,995,0,995,0,995,0
22058805,2205880501,0,995,995,995,995,995,995,1,102,45,995,0,23,0,1,995,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,3,0,995,0,0,995,9,0,995,995,995,3,0,0,3,2,36047.0,0,1,995,1,0,0,995,0,995,0,995,995
22055606,2205560601,0,995,995,995,995,995,995,1,105,13,0,0,995,0,995,0,995,4,2,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,1,995,995,0,995,995,995,5,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,0
22048576,2204857601,0,995,995,995,0,1,995,3,105,10,995,0,995,995,995,995,995,2,3,995,3,1,,0,995,1,1,995,0,0,0,5,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22053630,2205363001,0,995,995,995,995,995,995,1,105,66,995,0,995,0,1,995,995,1,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,1,0,995,5,0,995,995,995,6,0,0,1,2,36081.0,0,0,995,2,0,0,995,0,995,0,995,995
22010321,2201032101,0,995,995,995,995,995,995,1,105,41,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,1,995,995,0,1,1,0,995,0,1,995,4,0,995,995,995,5,0,0,3,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,0
22057034,2205703401,0,1,0,995,995,0,995,1,105,31,0,0,995,995,1,0,995,5,2,2,3,1,,1,0,1,0,995,995,0,1,3,0,0,995,995,995,4,0,1,1,1,2,0,0,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,0
22063363,2206336301,0,995,995,995,995,995,995,1,105,10,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,1,995,995,0,1,1,0,995,1,0,995,8,0,995,995,995,7,0,0,1,2,36047.0,0,1,995,1,0,0,995,0,995,0,995,1
22050993,2205099301,0,1,0,995,995,0,995,1,105,51,0,0,995,995,1,0,995,5,3,2,3,1,,0,0,1,1,995,995,0,1,996,0,0,995,995,995,4,0,0,1,1,5,0,0,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,0
22053665,2205366501,0,995,995,995,995,0,995,1,995,52,995,0,995,995,995,995,995,995,3,1,3,1,,0,995,1,1,995,995,0,1,995,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22045638,2204563801,0,995,995,995,995,995,995,1,105,52,995,0,995,0,1,995,995,5,2,995,3,1,,0,995,1,1,995,995,0,1,4,0,995,0,0,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,995
22007982,2200798201,0,0,1,995,995,0,0,1,105,7,1,0,995,995,1,0,995,1,3,4,3,1,,0,1,1,0,995,995,0,1,1,0,0,995,995,1,4,0,0,1,0,3,0,0,3,2,36061.0,0,1,995,1,0,0,0,0,995,0,995,0
22013397,2201339701,0,995,995,995,995,995,995,1,100,31,0,0,995,1,1,0,995,1,3,995,3,1,,0,995,0,0,995,995,0,1,1,0,995,0,0,995,2,1,995,995,995,999,1,0,1,2,36005.0,0,0,995,999,0,0,995,0,995,0,995,0
22029605,2202960501,0,995,995,995,995,995,0,995,995,0,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,0,1,995,995,0,0,995,0,995,0,0,1,995,1,995,995,995,5,0,0,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22037242,2203724201,0,0,1,995,1,1,995,1,995,65,995,1,995,995,995,995,995,3,3,995,3,1,,0,0,0,0,995,0,0,1,995,0,0,995,995,995,995,0,0,0,1,999,1,0,3,2,,0,0,995,2,0,0,0,0,995,0,995,995
22048178,2204817801,0,995,995,995,995,0,995,1,995,32,995,0,995,995,995,995,995,3,2,1,3,1,,0,995,1,1,995,995,0,1,995,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22018402,2201840201,0,995,995,995,995,995,995,1,995,30,995,0,995,0,995,995,995,3,2,995,3,1,,0,995,1,0,995,995,0,1,995,0,995,0,0,995,995,0,995,995,995,3,0,0,1,2,,0,1,995,2,0,0,995,0,995,0,995,995
22052214,2205221401,0,995,995,995,995,0,995,2,105,60,995,0,995,995,995,995,995,2,3,3,3,1,,0,995,1,1,995,995,0,1,1,0,1,995,995,995,995,0,1,1,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22027168,2202716801,0,995,995,995,995,0,995,1,103,40,995,0,995,995,1,995,995,5,3,1,3,1,,0,995,1,1,995,995,0,1,2,0,1,995,995,995,4,0,1,1,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
22047250,2204725001,0,1,0,995,0,0,995,1,105,69,0,0,995,995,1,0,995,1,3,995,3,1,,0,0,1,1,995,0,0,1,1,0,0,995,995,995,9,0,0,1,0,5,0,1,3,2,36047.0,0,0,995,1,0,0,0,0,995,0,995,0
22064594,2206459401,0,1,0,995,0,0,995,1,100,2,1,0,995,995,1,0,995,1,2,995,3,1,,0,0,1,1,995,0,0,1,1,0,0,995,995,995,9,0,0,1,1,5,0,0,1,2,36047.0,0,0,995,2,0,0,0,1,995,0,995,0
22027996,2202799601,0,1,0,995,995,0,995,1,105,17,0,0,995,995,1,1,995,1,3,1,3,1,,0,0,0,0,995,995,0,1,2,0,0,995,995,995,2,0,0,1,0,6,0,0,1,2,36005.0,0,0,995,1,0,0,0,0,995,0,995,0
22049957,2204995701,0,995,995,995,995,995,995,1,100,16,995,0,995,0,0,995,995,5,3,995,3,1,,0,995,1,1,995,995,0,1,4,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22045674,2204567401,0,995,995,995,995,995,995,2,100,4,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,1,0,995,995,0,1,1,0,995,1,1,995,5,0,995,995,995,3,0,0,1,2,36081.0,0,1,995,1,0,0,995,0,995,0,995,0
22048911,2204891101,0,1,0,995,0,0,995,1,105,45,995,0,995,995,1,995,995,5,3,995,3,1,,0,0,1,1,995,0,0,1,3,0,1,995,995,995,4,0,0,1,1,5,0,0,1,2,36061.0,0,0,995,1,0,0,0,0,995,0,995,995
22017164,2201716401,0,0,0,995,995,0,995,1,100,17,0,0,995,995,1,0,995,1,3,1,3,1,,0,0,0,1,995,995,0,1,1,0,0,995,995,995,5,0,1,0,1,5,0,0,1,2,36081.0,0,0,995,1,0,0,0,0,995,0,995,0
22066153,2206615301,0,995,995,995,995,995,995,1,995,1,995,0,995,0,995,995,995,3,3,995,3,1,,1,995,1,0,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,2,0,1,1,2,,0,0,995,1,0,0,995,0,995,0,995,995
22001977,2200197701,0,995,995,995,995,995,995,1,105,46,0,0,995,0,1,0,995,1,3,995,3,1,,0,995,0,0,995,995,0,0,1,0,995,0,1,995,2,0,995,995,995,6,0,0,1,2,36005.0,0,0,995,1,0,0,995,0,995,0,995,0
22041605,2204160501,0,0,0,995,0,0,995,2,105,40,0,0,995,995,995,0,995,2,3,995,3,1,,0,0,0,0,995,0,0,1,1,0,0,995,995,995,995,0,0,1,1,3,0,0,3,2,,0,1,995,1,0,0,0,0,995,0,995,0
22036729,2203672901,0,995,995,995,995,995,995,1,1,25,0,0,995,0,1,0,995,5,3,995,3,1,,0,995,0,1,995,995,0,1,3,0,995,0,0,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,1,0,0,995,0,995,0,995,0
22029558,2202955801,0,995,995,995,0,0,995,1,105,58,0,0,995,995,1,0,995,5,3,995,3,1,,0,995,1,1,995,0,0,1,3,0,0,995,995,995,4,0,0,1,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,0
22032775,2203277501,0,995,995,995,995,995,995,995,995,17,995,0,995,0,995,995,995,995,4,995,3,1,,0,995,1,1,995,995,0,0,995,0,995,0,0,995,995,0,995,995,995,5,0,0,1,2,,0,0,995,2,0,0,995,0,995,0,995,995
22045736,2204573601,0,995,995,995,995,995,995,1,105,24,0,0,995,0,995,0,995,2,3,995,3,1,,1,995,1,0,995,995,0,1,996,0,995,0,1,995,995,0,995,995,995,2,0,0,3,2,,0,0,995,1,0,0,995,0,995,0,995,1
22027253,2202725301,0,995,995,995,995,995,995,1,102,49,995,0,55,0,1,995,995,5,4,995,3,1,,0,995,1,1,995,995,0,1,2,0,995,0,1,995,4,0,995,995,995,5,0,0,1,2,36061.0,0,0,995,2,0,0,995,0,995,0,995,995
