evt_code,evt_ppm,evt_created,evt_udfchar13,evt_udfchar12,evt_updated,evt_udfchar10,evt_schedend,evt_multiequip,evt_mrc,evt_type,evt_start,evt_udfchar06,evt_udfchar03,evt_udfchkbox04,evt_updatecount,evt_completed
2086137,,Nov  4 2020  2:59PM,GT Open,,Nov  6 2020  9:59AM,,Nov  4 2020 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,1,
2135905,,Mar 29 2021 10:54AM,GT Open,,Mar 29 2021  1:00PM,,Mar 29 2021 12:00AM,-,M-01,JOB,,,GRNTHUMB,+,1,
2286748,,Feb 23 2022  4:23PM,GT Work Request,,Feb 23 2022  4:26PM,,Feb 23 2022 12:00AM,-,B-01,JOB,,,GRNTHUMB,+,0,
12863,,Apr 23 2009  2:32PM,Completed,,,,Apr 23 2009 12:00AM,-,Q-11,AA,,,,-,0,Apr 23 2009  2:32PM
1046397,,Feb 28 2015  2:35PM,Completed,,,,Feb 28 2015  2:35PM,-,Q-10,JOB,,,,-,0,Feb 28 2015  2:35PM
1113833,,May  4 2015 11:59AM,Completed,,,,May  4 2015 11:59AM,-,Q-07,JOB,,,,-,0,May  4 2015 11:59AM
1274542,,Mar  8 2016 10:01AM,Completed,,,,Mar  8 2016 10:01AM,-,B-19,JOB,,,,-,0,Mar  8 2016 10:01AM
2050059,,Jul  9 2020  1:57PM,GT Open,,Jul  9 2020  2:12PM,,Jul  9 2020 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,2,
10214,,Apr 23 2009 12:47PM,Completed,,,,Apr 23 2009 12:00AM,-,Q,AA,,,,-,0,Apr 23 2009 12:47PM
1032054,,Jan 26 2015  1:07PM,Completed,,,,Jan 26 2015  1:07PM,-,B-06,JOB,,,,-,0,Jan 26 2015  1:07PM
2063342,,Aug 21 2020  3:33PM,GT Work Request,,Aug 21 2020  3:33PM,,Aug 21 2020 12:00AM,-,B-16,JOB,,,GRNTHUMB,-,0,
2195104,,Aug 10 2021  1:58PM,GT Open,,Aug 26 2021 10:34AM,,Aug 10 2021 12:00AM,-,X-04,JOB,,,GRNTHUMB,-,1,
1806684,,Oct 22 2018  2:40PM,GT Open,,Dec 19 2018 11:50AM,,Oct 22 2018 12:00AM,-,B-16,JOB,,,GRNTHUMB,+,2,
2048020,,Jul  2 2020  5:05PM,GT Open,,Jul  7 2020  9:59AM,,Jul  2 2020 12:00AM,-,B-01,JOB,,,GRNTHUMB,+,1,
1698880,,May 19 2018 12:09PM,GT Open,,Jun  4 2019  2:03PM,,Jul 31 2018 12:00AM,-,B-04,JOB,,,GRNTHUMB,+,3,
2213608,,Sep 23 2021  3:48PM,GT Open,,Sep 24 2021  9:38AM,,Sep 23 2021 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,1,
2300388,,Apr  7 2022 12:16PM,GT Open,,Apr  7 2022  1:09PM,,Apr  7 2022 12:00AM,-,B-01,JOB,,,GRNTHUMB,+,1,
2433063,,May  5 2023  9:51AM,Completed,,,,May  5 2023 12:00AM,-,M,IN,,,,-,1,May  5 2023  9:51AM
10184,,Apr 23 2009 12:47PM,Completed,,,,Apr 23 2009 12:00AM,-,X,AA,,,,-,0,Apr 23 2009 12:47PM
12094,,Apr 23 2009  2:30PM,Completed,,,,Apr 23 2009 12:00AM,-,Q-02,IN,,,,-,0,Apr 23 2009  2:30PM
1230822,,Nov 25 2015  3:31PM,Completed,,,,Nov 25 2015  3:31PM,-,Q-07,JOB,,,,-,0,Nov 25 2015  3:31PM
1986281,,Dec 17 2019  3:13PM,GT Open,,Dec 21 2019 11:31AM,,Dec 17 2019 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,2,
2228153,,Nov  1 2021  3:41PM,GT Open,,Jan 28 2022  6:18PM,,Nov  1 2021 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,2,
2111986,,Feb  5 2021  4:22PM,GT Open,,Feb 10 2021  1:48PM,,Feb  5 2021 12:00AM,-,X-04,JOB,,,GRNTHUMB,+,1,
1137090,,Jun 12 2015  8:11PM,Completed,,,,Jun 12 2015  8:11PM,-,B-15,JOB,,,,-,0,Jun 12 2015  8:11PM
1972556,,Oct 24 2019 11:40AM,GT Open,,Oct 31 2019  8:38AM,,Oct 24 2019 12:00AM,-,X-06,JOB,,,GRNTHUMB,+,1,
2649152,,Apr 18 2025  7:38PM,GT Work Request,,Apr 18 2025  7:40PM,,Apr 18 2025 12:00AM,-,X-09,JOB,,,GRNTHUMB,+,0,
2258441,,Jan 10 2022  4:11PM,GT Needs Scoping,,Jan 10 2022  4:20PM,,Jan 10 2022 12:00AM,-,Q-07,JOB,,,GRNTHUMB,+,0,
2217702,,Oct  5 2021  4:06PM,GT Open,,Oct  7 2021  2:27PM,,Oct  5 2021 12:00AM,-,M-11,JOB,,,GRNTHUMB,-,1,
1979045,,Nov 18 2019 11:32AM,GT Open,,Nov 19 2019  2:22PM,,Nov 18 2019 12:00AM,-,M-03,JOB,,,GRNTHUMB,+,1,
2300174,,Apr  6 2022  2:16PM,GT Open,,Apr  7 2022  1:09PM,,Apr  6 2022 12:00AM,-,M-07,JOB,,,GRNTHUMB,+,1,
2075160,,Oct  2 2020  3:29PM,GT Open,,Oct  7 2020 11:27AM,,Oct  2 2020 12:00AM,-,M-12,JOB,,,GRNTHUMB,+,1,
1976833,,Nov  8 2019  2:47PM,GT Open,,Nov 12 2019  9:04AM,,Nov  8 2019 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,1,
1027794,,Jan 18 2015 10:27AM,Completed,,,,Jan 18 2015 10:27AM,-,Q-07,JOB,,,,-,0,Jan 18 2015 10:27AM
125764,,Jun  4 2010  9:25AM,,,,,Jun  4 2010  9:25AM,-,Q-16,JOB,,,,-,0,Jun  4 2010  9:25AM
1175314,,Aug 11 2015  2:30PM,Completed,,,,Aug 11 2015  2:30PM,-,Q-06,JOB,,,,-,0,Aug 11 2015  2:30PM
2270190,,Feb  3 2022  9:59AM,GT Open,,Feb  4 2022 12:35PM,,Feb  3 2022 12:00AM,-,M-10,JOB,,,GRNTHUMB,+,1,
1054510,,Mar  4 2015  2:25PM,Completed,,,,Mar  4 2015  2:25PM,-,Q-06,JOB,,,,-,0,Mar  4 2015  2:25PM
2048017,,Jul  2 2020  4:54PM,GT Open,,Jul  7 2020  9:59AM,,Jul  2 2020 12:00AM,-,B-01,JOB,,,GRNTHUMB,+,1,
2049705,,Jul  8 2020  3:09PM,GT Open,,Jul  9 2020  2:12PM,,Jul  8 2020 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,1,
1223130,,Nov 10 2015  7:25AM,Completed,,,,Nov 10 2015  7:25AM,-,B-19,JOB,,,,-,0,Nov 10 2015  7:25AM
2097704,,Dec 21 2020 12:38PM,GT Open,,Dec 23 2020  8:34AM,,Dec 21 2020 12:00AM,-,M-12,JOB,,,GRNTHUMB,+,1,
1979981,,Nov 20 2019  6:29PM,GT Open,,Nov 21 2019 12:46PM,,Nov 20 2019 12:00AM,-,B-02,JOB,,,GRNTHUMB,+,1,
1127364,,May 26 2015  1:47PM,Completed,,,,May 26 2015  1:47PM,-,Q-07,JOB,,,,-,0,May 26 2015  1:47PM
1262280,,Feb  8 2016  1:51PM,Completed,,,,Feb  8 2016  1:51PM,-,B-19,JOB,,,,-,0,Feb  8 2016  1:51PM
1253780,,Jan 14 2016  1:57PM,Completed,,,,Jan 14 2016  1:57PM,-,B-06,JOB,,,,-,0,Jan 14 2016  1:57PM
2258858,,Jan 11 2022  3:48PM,GT Open,,Jan 14 2022  2:48PM,,Jan 11 2022 12:00AM,-,X-04,JOB,,,GRNTHUMB,+,1,
1877386,,Mar 20 2019  3:22PM,GT Open,,Jun  7 2019  9:03AM,,Mar 20 2019 12:00AM,-,X-06,JOB,,,GRNTHUMB,+,6,
2215998,,Sep 30 2021  9:56AM,GT Open,,Oct  7 2021  2:27PM,,Sep 30 2021 12:00AM,-,X-01,JOB,,,GRNTHUMB,+,1,
1175422,,Aug 11 2015  3:44PM,Completed,,,,Aug 11 2015  3:44PM,-,Q-13,JOB,,,,-,0,Aug 11 2015  3:44PM
1172087,,Aug  7 2015  9:18AM,Completed,,,,Aug  7 2015  9:18AM,-,NYC,JOB,,,,-,0,Aug  7 2015  9:18AM
2014025,,Mar  6 2020 12:14PM,GT Open,,Mar  9 2020 11:54AM,,Mar  6 2020 12:00AM,-,M-10,JOB,,,GRNTHUMB,+,1,
2051126,,Jul 13 2020  2:23PM,GT Open,,Jul 14 2020 10:49AM,,Jul 13 2020 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,1,
1047757,,Mar  3 2015 11:29AM,Completed,,,,Mar  3 2015 11:29AM,-,B-01,JOB,,,,-,0,Mar  3 2015 11:29AM
1203758,,Sep 30 2015  1:07PM,Completed,,,,Sep 30 2015  1:07PM,-,Q-16,JOB,,,,-,0,Sep 30 2015  1:07PM
1596246,,Dec 14 2017  1:30PM,Completed,,,,Dec 14 2017 12:00AM,-,M,IN,,,,-,1,Dec 14 2017  1:30PM
2688676,,Sep  3 2025  3:35PM,GT Open,,Sep  5 2025  9:36AM,,Sep  3 2025 12:00AM,-,M-09,JOB,,,GRNTHUMB,-,1,
1984384,,Dec 10 2019  1:43PM,GT Open,,Dec 11 2019  8:31AM,,Dec 10 2019 12:00AM,-,M-11,JOB,,,GRNTHUMB,+,1,
2139600,,Apr 13 2021  4:58PM,GT Open,,Apr 15 2021 11:21AM,,Apr 13 2021 12:00AM,-,X-03,JOB,,,GRNTHUMB,+,1,
1853322,,Feb  1 2019  4:07PM,GT Open,,Jun  7 2019  7:46AM,,Feb  1 2019 12:00AM,-,B-06,JOB,,,GRNTHUMB,+,2,
1276110,,Mar 10 2016 11:33AM,Completed,,,,Mar 10 2016 11:33AM,-,B-15,JOB,,,,-,0,Mar 10 2016 11:33AM
1026223,,Jan 14 2015  1:14PM,Completed,,,,Jan 14 2015  1:14PM,-,Q-07A,JOB,,,,-,0,Jan 14 2015  1:14PM
1710507,,Jun 13 2018  1:09PM,GT Open,,Jun  7 2019  9:02AM,,Jun 13 2018 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,10,
2021860,,Apr  1 2020  2:56PM,GT Open,,Jun 15 2020  3:47PM,,Apr  1 2020 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,1,
2146744,,May 10 2021  4:12PM,GT Open,,May 11 2021  1:39PM,,May 10 2021 12:00AM,-,M-12,JOB,,,GRNTHUMB,+,1,
2181979,,Jun 28 2021  4:01PM,GT Open,,Jul  6 2021 12:16PM,,Jun 28 2021 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,1,
2211957,,Sep 17 2021  5:04PM,GT Open,,Sep 23 2021 11:00AM,,Sep 17 2021 12:00AM,-,Q-07,JOB,,,GRNTHUMB,+,1,
1244183,,Dec 23 2015 12:02PM,Completed,,,,Dec 23 2015 12:02PM,-,B-13,JOB,,,,-,0,Dec 23 2015 12:02PM
1876916,,Mar 19 2019  2:34PM,GT Open,,Jun  7 2019  9:03AM,,Mar 19 2019 12:00AM,-,M-11,JOB,,,GRNTHUMB,+,4,
1164497,,Jul 25 2015 11:53AM,Completed,,,,Jul 25 2015 11:53AM,-,B-01,JOB,,,,-,0,Jul 25 2015 11:53AM
1044104,,Feb 25 2015 12:16PM,Completed,,,,Feb 25 2015 12:16PM,-,M-05,JOB,,,,-,0,Feb 25 2015 12:16PM
1085276,,Mar 16 2015 11:58AM,Completed,,,,Mar 16 2015 11:58AM,-,X-01,JOB,,,,-,0,Mar 16 2015 11:58AM
115330,,May 24 2010  9:10AM,,,,,May 24 2010  9:10AM,-,Q-16,JOB,,,,-,0,May 24 2010  9:10AM
1944252,,Jul 22 2019 12:25PM,GT Open,,Jul 24 2019  1:16PM,,Jul 22 2019 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,1,
1869256,,Mar  7 2019  5:24PM,GT Work Request,,Mar  7 2019  5:26PM,,Mar  7 2019 12:00AM,-,X-06,JOB,,,GRNTHUMB,+,0,
2488785,,Oct 24 2023  2:28PM,GT Hold Awaiting Materials,,Nov 20 2023  2:23PM,,Oct 24 2023 12:00AM,-,Q-04,JOB,,,GRNTHUMB,+,2,
1021141,,Jan  4 2015  9:20AM,Completed,,,,Jan  4 2015  9:20AM,-,B-01,JOB,,,,-,0,Jan  4 2015  9:20AM
2219281,,Oct  8 2021 11:03AM,GT Open,,Oct 15 2021  9:42AM,,Oct  8 2021 12:00AM,-,M-03,JOB,,,GRNTHUMB,+,1,
10682,,Apr 23 2009  2:08PM,Completed,,,,Apr 23 2009 12:00AM,-,Q-03,IN,,,,-,0,Apr 23 2009  2:08PM
1022909,,Jan  7 2015  2:21PM,Completed,,,,Jan  7 2015  2:21PM,-,Q-05,JOB,,,,-,0,Jan  7 2015  2:21PM
1797656,,Oct  4 2018  4:20PM,GT Open,,Jun  7 2019  9:03AM,,Oct  4 2018 12:00AM,-,B-01,JOB,,,GRNTHUMB,+,6,
2002952,,Feb 10 2020 11:25AM,GT Open,,Feb 12 2020 10:37AM,,Feb 10 2020 12:00AM,-,M-11,JOB,,,GRNTHUMB,+,1,
2102285,,Jan 11 2021  3:16PM,GT Open,,Jan 25 2021  1:05PM,,Jan 11 2021 12:00AM,-,M-12,JOB,,,GRNTHUMB,+,1,
1225105,,Nov 13 2015  3:31PM,Completed,,,,Nov 13 2015  3:31PM,-,Q-05,JOB,,,,-,0,Nov 13 2015  3:31PM
2072907,,Sep 25 2020  3:49PM,GT Open,,Sep 29 2020 12:48PM,,Sep 25 2020 12:00AM,-,B-16,JOB,,,GRNTHUMB,+,1,
1159875,,Jul 16 2015  3:48PM,Completed,,,,Jul 16 2015  3:48PM,-,Q-07,JOB,,,,-,0,Jul 16 2015  3:48PM
1233017,,Nov 30 2015  2:05PM,Completed,,,,Nov 30 2015  2:05PM,-,B-13,JOB,,,,-,0,Nov 30 2015  2:05PM
1951884,,Aug 16 2019  5:06PM,GT Open,,Sep 10 2019 10:50AM,,Aug 16 2019 12:00AM,-,B-16,JOB,,,GRNTHUMB,+,2,
1046218,,Feb 28 2015 10:58AM,Completed,,,,Feb 28 2015 10:58AM,-,B-07,JOB,,,,-,0,Feb 28 2015 10:58AM
2216556,,Oct  1 2021  2:48PM,GT Open,,Oct  7 2021  2:27PM,,Oct  1 2021 12:00AM,-,M-10,JOB,,,GRNTHUMB,-,1,
1927076,,Jul  1 2019 10:12AM,GT Open,,Jul  8 2019  3:09PM,,Jul  1 2019 12:00AM,-,B-01,JOB,,,GRNTHUMB,+,1,
2296054,,Mar 24 2022 12:23PM,GT Open,,Mar 24 2022 12:26PM,,Mar 24 2022 12:00AM,-,B-08,JOB,,,GRNTHUMB,+,1,
1991478,,Jan  3 2020  2:36PM,GT Open,,Jan 14 2020  1:40PM,,Jan  3 2020 12:00AM,-,X-01,JOB,,,GRNTHUMB,+,2,
2621229,,Jan 10 2025  2:59PM,GT Open,,Jan 16 2025 11:16AM,,Jan 10 2025 12:00AM,-,B-16,JOB,,,GRNTHUMB,+,1,
1167970,,Jul 30 2015  4:27PM,Completed,,,,Jul 30 2015  4:27PM,-,Q-04,JOB,,,,-,0,Jul 30 2015  4:27PM
2008013,,Feb 25 2020  1:33PM,Completed,,,,Feb 25 2020  1:33PM,-,B,JOB,,,,-,0,Feb 25 2020  1:33PM
1892034,,Apr 19 2019  2:15PM,GT Work Request,,Apr 19 2019  2:20PM,,Apr 19 2019 12:00AM,-,B-04,JOB,,,GRNTHUMB,+,0,
2085670,,Nov  2 2020  2:13PM,GT Open,,Nov  4 2020 12:44PM,,Nov  2 2020 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,2,
2139479,,Apr 13 2021 11:51AM,GT Open,,Apr 15 2021 11:21AM,,Apr 13 2021 12:00AM,-,M-10,JOB,,,GRNTHUMB,+,1,
2050341,,Jul 10 2020  3:20PM,GT Open,,Jul 14 2020 10:49AM,,Jul 10 2020 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,1,
1139573,,Jun 16 2015  2:38PM,Completed,,,,Jun 16 2015  2:38PM,-,Q-06,JOB,,,,-,0,Jun 16 2015  2:38PM
2070759,,Sep 17 2020  5:33PM,GT Open,,Sep 24 2020  9:26AM,,Sep 17 2020 12:00AM,-,B-07,JOB,,,GRNTHUMB,+,1,
2310463,,May 10 2022  2:09PM,GT Open,,May 19 2022 10:49AM,,May 10 2022 12:00AM,-,X-05,JOB,,,GRNTHUMB,-,2,
1790308,,Sep 19 2018  1:40PM,GT Open,,Jun  7 2019  9:03AM,,Sep 19 2018 12:00AM,-,B-05,JOB,,,GRNTHUMB,-,6,
2045181,,Jun 24 2020 11:16AM,GT Open,,Jun 29 2020  9:48AM,,Jun 24 2020 12:00AM,-,X-07,JOB,,,GRNTHUMB,+,1,
2141008,,Apr 20 2021 10:28AM,GT Open,,Apr 20 2021 10:57AM,,Apr 20 2021 12:00AM,-,M-11,JOB,,,GRNTHUMB,+,1,
1070567,,Mar  9 2015  9:17AM,Completed,,,,Mar  9 2015  9:17AM,-,B-18,JOB,,,,-,0,Mar  9 2015  9:17AM
2564952,,Jul 18 2024 10:50AM,GT Work Request,,Jul 18 2024 10:51AM,,Jul 18 2024 12:00AM,-,B-04,JOB,,,GRNTHUMB,+,0,
1751641,,Aug  8 2018 12:29PM,GT Open,,Jun  7 2019  7:44AM,,Aug  8 2018 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,5,
125749,,Jun  4 2010  8:32AM,Completed,,Jun  4 2010  8:40AM,,,-,M-11R,JOB,May 26 2010 12:00AM,ELECTRICIAN,DISTRICT,-,3,Jun  4 2010  8:40AM
1165584,,Jul 27 2015 11:13AM,Completed,,,,Jul 27 2015 11:13AM,-,Q-07,JOB,,,,-,0,Jul 27 2015 11:13AM
2063810,,Aug 24 2020 11:50AM,GT Work Request,,Aug 24 2020 11:59AM,,Aug 24 2020 12:00AM,-,M-09,JOB,,,GRNTHUMB,+,0,
2064086,,Aug 25 2020 10:57AM,GT Open,,Sep  8 2020  3:32PM,,Aug 25 2020 12:00AM,-,Q-12,JOB,,,GRNTHUMB,+,1,
2048893,,Jul  6 2020 11:09AM,GT Open,,Aug 18 2020  7:35PM,,Jul  6 2020 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,3,
2034251,,May 15 2020  2:05PM,GT Open,,Jun 15 2020  3:46PM,,May 15 2020 12:00AM,-,Q-02,JOB,,,GRNTHUMB,+,1,
1084147,,Mar 14 2015 12:47PM,Completed,,,,Mar 14 2015 12:47PM,-,Q-07,JOB,,,,-,0,Mar 14 2015 12:47PM
2062919,,Aug 20 2020 11:53AM,GT Open,,Sep  8 2020  3:33PM,,Aug 20 2020 12:00AM,-,Q-14,JOB,,,GRNTHUMB,+,1,
1927065,,Jul  1 2019  9:38AM,GT Open,,Jul  8 2019  3:10PM,,Jul  1 2019 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,1,
2066793,,Sep  3 2020  9:14AM,GT Work Request,,Sep  3 2020  9:20AM,,Sep  3 2020 12:00AM,-,X-01,JOB,,,GRNTHUMB,+,0,
1049096,,Mar  4 2015 11:02AM,Completed,,,,Mar  4 2015 12:00AM,-,X-11,IN,,,,-,1,Mar  4 2015 11:02AM
2009130,,Feb 28 2020  4:27PM,GT Work Request,,Feb 28 2020  5:08PM,,Feb 28 2020 12:00AM,-,B-04,JOB,,,GRNTHUMB,+,1,
1199771,,Sep 24 2015  2:59PM,Completed,,,,Sep 24 2015  2:58PM,-,B-13,JOB,,,,-,0,Sep 24 2015  2:58PM
1070244,,Mar  8 2015  9:30AM,Completed,,,,Mar  8 2015  9:30AM,-,B-07,JOB,,,,-,0,Mar  8 2015  9:30AM
1815128,,Nov  8 2018 10:20AM,GT Work Request,,Dec 19 2018 11:55AM,,Nov  8 2018 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,1,
2045945,,Jun 26 2020  9:09AM,GT Work Request,,Jun 26 2020  9:12AM,,Jun 26 2020 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,0,
2299810,,Apr  5 2022  2:57PM,GT Open,,Apr  7 2022  1:09PM,,Apr  5 2022 12:00AM,-,M-11,JOB,,,GRNTHUMB,+,1,
2006207,,Feb 19 2020 12:06PM,GT Open,,Feb 20 2020  8:36AM,,Feb 19 2020 12:00AM,-,X-04,JOB,,,GRNTHUMB,+,1,
1224412,,Nov 12 2015  3:32PM,Completed,,,,Nov 12 2015  3:32PM,-,Q-07,JOB,,,,-,0,Nov 12 2015  3:32PM
2009123,,Feb 28 2020  4:13PM,GT Open,,Mar  4 2020 11:33AM,,Feb 28 2020 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,1,
1999432,,Jan 31 2020  5:27PM,GT Work Request,,Jan 31 2020  5:33PM,,Jan 31 2020 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,0,
2050292,,Jul 10 2020 12:55PM,GT Open,,Jul 14 2020  9:42AM,,Jul 10 2020 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,1,
2050383,,Jul 10 2020  5:46PM,GT Open,,Jul 14 2020 10:49AM,,Jul 10 2020 12:00AM,-,B-06,JOB,,,GRNTHUMB,+,1,
2273538,,Feb 16 2022 10:16AM,GT Open,,Feb 17 2022  9:55AM,,Feb 16 2022 12:00AM,-,B-08,JOB,,,GRNTHUMB,+,1,
1010093,,Dec 12 2014  1:33PM,Completed,,,,Dec 12 2014  1:33PM,-,B-13,JOB,,,,-,0,Dec 12 2014  1:33PM
1744027,,Aug  1 2018 11:21AM,GT Open,,May  1 2019  8:26AM,,Aug  1 2018 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,8,
2104695,,Jan 20 2021  4:18PM,GT Open,,Jan 25 2021  1:05PM,,Jan 20 2021 12:00AM,-,M-11,JOB,,,GRNTHUMB,+,1,
2006228,,Feb 19 2020  1:00PM,GT Open,,Feb 20 2020  8:36AM,,Feb 19 2020 12:00AM,-,B-06,JOB,,,GRNTHUMB,+,1,
1119873,,May 14 2015  9:49AM,Completed,,,,May 14 2015  9:49AM,-,B-01,JOB,,,,-,0,May 14 2015  9:49AM
2127130,,Mar  4 2021  1:35PM,GT Open,,Mar  5 2021  3:20PM,,Mar  4 2021 12:00AM,-,X-03,JOB,,,GRNTHUMB,+,1,
1285832,,Mar 28 2016  3:05PM,Completed,,,,Mar 28 2016  3:05PM,-,B-12,JOB,,,,-,0,Mar 28 2016  3:05PM
1896894,,Apr 30 2019  3:08PM,GT Open,,Jun  7 2019  9:05AM,,Apr 30 2019 12:00AM,-,B-08,JOB,,,GRNTHUMB,+,3,
1976770,,Nov  8 2019 12:35PM,GT Open,,Nov 12 2019  9:04AM,,Nov  8 2019 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,1,
1995955,,Jan 17 2020  2:50PM,GT Open,,Jan 21 2020  8:18AM,,Jan 17 2020 12:00AM,-,Q-12,JOB,,,GRNTHUMB,+,1,
1010856,,Dec 13 2014  2:46PM,Completed,,,,Dec 13 2014  2:46PM,-,M-03,JOB,,,,-,0,Dec 13 2014  2:46PM
1869244,,Mar  7 2019  5:11PM,GT Open,,Jun  7 2019  9:03AM,,Mar  7 2019 12:00AM,-,X-04,JOB,,,GRNTHUMB,+,3,
1028984,,Jan 20 2015 10:02AM,Completed,,,,Jan 20 2015 10:02AM,-,QR-02,JOB,,,,-,0,Jan 20 2015 10:02AM
2284897,,Feb 22 2022  1:48PM,GT Open,,Mar  7 2022 10:44AM,,Feb 22 2022 12:00AM,-,X-03,JOB,,,GRNTHUMB,+,1,
2209334,,Sep 10 2021  3:06PM,GT Open,,Nov 16 2021  2:47PM,,Sep 10 2021 12:00AM,-,X-03,JOB,,,GRNTHUMB,+,1,
1189525,,Sep  7 2015  9:35AM,Completed,,,,Sep  7 2015  9:35AM,-,Q-16,JOB,,,,-,0,Sep  7 2015  9:35AM
2015407,,Mar 10 2020  2:35PM,GT Open,,Jun  9 2020  3:20PM,,Mar 10 2020 12:00AM,-,M-11,JOB,,,GRNTHUMB,+,2,
1029074,,Jan 20 2015 11:21AM,Completed,,,,Jan 20 2015 11:21AM,-,B-06,JOB,,,,-,0,Jan 20 2015 11:21AM
1028089,,Jan 19 2015  8:30AM,Completed,,,,Jan 19 2015  8:30AM,-,X-11,JOB,,,,-,0,Jan 19 2015  8:30AM
1815928,,Nov  9 2018  2:14PM,GT Open,,Feb 20 2019 10:46AM,,Nov  9 2018 12:00AM,-,X-07,JOB,,,GRNTHUMB,+,2,
1170546,,Aug  4 2015 11:15AM,Completed,,,,Aug  4 2015 11:15AM,-,B-01,JOB,,,,-,0,Aug  4 2015 11:15AM
1869198,,Mar  7 2019  3:03PM,GT Work Request,,Mar  7 2019  4:08PM,,Mar  7 2019 12:00AM,-,B-03,JOB,,,GRNTHUMB,+,0,
1107257,,Apr 22 2015 12:24PM,Completed,,,,Apr 22 2015 12:24PM,-,Q-07,JOB,,,,-,0,Apr 22 2015 12:24PM
2049004,,Jul  6 2020  2:16PM,GT Open,,Jul 30 2020 12:35PM,,Jul  6 2020 12:00AM,-,B-05,JOB,,,GRNTHUMB,+,2,
2039006,,Jun  1 2020  4:11PM,GT Open,,Jun 15 2020  3:46PM,,Jun  1 2020 12:00AM,-,Q-14,JOB,,,GRNTHUMB,+,1,
2111993,,Feb  5 2021  4:31PM,GT Open,,Feb 24 2021  2:53PM,,Feb  5 2021 12:00AM,-,X-10,JOB,,,GRNTHUMB,+,2,
106519,,May 15 2010 10:11AM,,,,,May 15 2010 10:11AM,-,Q-09,JOB,,,,-,0,May 15 2010 10:11AM
1915032,,May 29 2019  1:42PM,GT Open,,Jun 27 2019  2:22PM,,May 29 2019 12:00AM,-,B-16,JOB,,,GRNTHUMB,+,3,
2296039,,Mar 24 2022 11:48AM,GT Open,,Mar 24 2022 12:17PM,,Mar 24 2022 12:00AM,-,B-08,JOB,,,GRNTHUMB,+,1,
