person_id,hh_id,bike_type_borrowed,student,bike_purpose_work,shopping_food_grocery_pick,reduced_vehicle_parking,delivery_home,disability_none_cms,employment_change_increased,bike_purpose_recreation_cms,modes_used_june_subway,move_elsewhere,bike_type_bike_share,modes_used_june_ferry,attitude_walk,modes_used_scooter,work_return_barriers_family,bike_purpose_visit_friend,changed_other,changed_student,reduced_vehicle_nyc_driving,bike_purpose_shopping,employment_before,exercise_open_street,trip_purpose_work,disability_mobility_cms,medical_appointment,employment_change_furloughed_1,changed_vehicles,income,age_18_64,modes_used_june_rail,modes_used_subway,gender_cms,modes_used_ferry,reduced_vehicle_carshare,employment_change_furloughed,exercise_other,modes_used_tnc,work_covid_protocols_telework,delivery_small_retailer,modes_used_june_tnc,trip_purpose_other,shopping_food_grocery_delivery,shopping_food_in_store,delivery_other_location,race_native_hawaiian_cms
1951668501,19516685,995,995,995,0,995,2,1,995,1,0,1,995,0,1,0,0,995,0,0,995,995,1,1,0,0,0,995,0,5,1,0,0,2,0,995,995,0,0,995,0,0,0,1,0,0,0
1913972701,19139727,995,995,995,0,995,1,1,995,995,0,2,995,0,1,0,0,995,0,0,995,995,1,0,0,0,0,995,0,5,1,0,0,1,0,995,995,0,0,995,0,0,0,0,2,1,0
1938939901,19389399,995,995,995,0,995,1,1,995,995,1,995,995,0,3,0,995,995,0,0,995,995,4,0,1,0,1,995,0,2,3,0,1,1,0,995,995,1,1,995,1,0,0,0,1,0,0
1956205201,19562052,0,995,0,0,995,3,0,995,995,0,995,0,0,2,0,995,1,0,0,995,0,6,0,0,0,1,995,0,1,1,0,0,2,0,995,995,0,0,995,0,0,0,0,1,0,0
1934348801,19343488,995,995,995,0,995,1,0,995,995,0,995,995,0,2,0,995,995,0,0,995,995,6,0,0,0,1,995,0,2,1,0,0,1,0,995,995,0,0,995,0,0,0,2,1,0,0
1941431901,19414319,995,995,995,0,995,5,1,0,995,0,995,995,0,3,2,995,995,0,0,995,995,2,0,0,0,0,0,0,3,5,0,0,1,0,995,0,0,0,995,0,0,0,0,2,0,0
1920612501,19206125,995,995,995,0,0,4,1,1,995,0,995,995,0,1,0,0,995,0,0,0,995,2,0,0,0,1,0,0,2,3,0,0,1,0,0,0,0,0,995,0,0,0,0,1,0,0
1929223301,19292233,995,995,995,0,0,1,1,995,995,0,995,995,0,2,0,995,995,0,0,0,995,4,0,0,0,1,995,0,4,1,0,3,2,0,0,995,0,0,995,0,0,0,0,2,0,0
1984623201,19846232,995,995,995,0,995,1,1,995,995,0,995,995,0,1,0,995,995,0,0,995,995,6,0,0,0,0,995,0,999,0,0,0,1,0,995,995,0,0,995,0,0,0,0,5,0,0
1964349101,19643491,995,995,995,0,995,4,1,995,995,0,995,995,0,1,0,0,995,0,0,995,995,1,995,0,0,1,995,0,5,1,0,0,1,0,995,995,995,0,995,0,0,0,0,1,0,0
1906124401,19061244,1,995,0,0,1,3,1,0,1,1,995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,995,0,0,0,1,2,0,0
1939090101,19390901,995,995,995,0,995,1,1,0,1,0,995,995,0,2,0,995,995,0,0,995,995,1,0,0,0,1,0,0,999,2,0,0,1,0,995,0,0,0,995,0,0,0,0,2,0,0
1933492301,19334923,995,995,995,0,995,0,1,995,995,0,995,995,0,3,0,0,995,0,0,995,995,1,0,1,0,1,995,0,4,1,0,0,2,0,995,995,0,0,995,0,0,0,0,1,0,0
1940597001,19405970,0,995,0,0,995,1,1,995,1,0,995,0,0,2,0,0,0,0,0,995,0,1,0,0,0,0,995,0,2,1,0,0,2,0,995,995,0,0,995,4,0,0,0,4,0,0
1929558501,19295585,995,995,995,0,995,3,1,0,995,0,995,995,0,3,0,995,995,0,0,995,995,1,0,2,0,0,0,0,999,1,0,0,2,0,995,0,0,0,0,1,0,0,1,2,0,0
19352764201,193527642,995,995,995,0,995,0,1,995,1,0,995,995,0,2,0,0,995,0,0,995,995,1,0,0,0,1,995,0,5,1,0,0,2,0,995,995,0,0,995,0,0,0,0,3,0,0
1955700701,19557007,995,995,995,0,0,2,1,995,995,0,1,995,0,1,0,995,995,0,0,0,995,1,0,6,0,0,995,0,3,2,0,0,2,0,0,995,0,2,0,0,0,0,1,0,0,0
1920623801,19206238,995,995,995,0,995,1,1,0,995,1,1,995,0,1,0,995,995,0,0,995,995,1,0,2,0,1,0,0,2,4,0,1,1,0,995,0,0,0,1,0,0,0,0,2,0,0
1945492001,19454920,995,995,995,0,995,2,1,995,995,0,995,995,0,3,0,995,995,0,0,995,995,6,0,0,0,0,995,0,5,1,0,0,2,0,995,995,0,0,995,2,0,0,0,3,0,0
1970963501,19709635,995,995,995,0,995,3,1,995,995,1,995,995,0,2,0,995,995,0,0,995,995,2,0,0,0,0,995,0,2,1,0,1,1,0,995,995,0,0,995,0,0,0,0,2,0,0
1921577601,19215776,0,995,0,0,995,2,1,995,995,0,995,1,0,1,0,995,0,0,0,995,0,6,0,0,0,1,995,1,6,1,0,1,2,1,995,995,0,0,995,0,0,0,0,2,0,0
1936395001,19363950,995,995,995,0,995,2,999,995,995,0,995,995,0,3,0,0,995,0,0,995,995,1,0,0,999,0,995,0,999,4,0,0,999,0,995,995,0,0,995,0,0,0,0,2,0,999
1933633701,19336337,995,995,995,0,995,1,1,995,995,1,995,995,0,2,0,995,995,0,0,995,995,1,995,3,0,1,995,0,4,1,0,3,1,0,995,995,995,0,0,0,0,0,0,1,0,0
1991535201,19915352,995,995,995,0,995,4,1,995,995,0,995,995,0,4,0,0,995,0,0,995,995,2,995,0,0,1,995,0,5,2,0,0,1,0,995,995,995,0,995,0,0,0,0,2,0,0
1948843601,19488436,995,995,995,0,995,2,0,995,-9998,0,995,995,0,4,0,0,995,0,0,995,995,1,0,1,0,1,995,0,5,0,0,0,2,0,995,995,0,0,995,0,0,0,1,1,0,0
1913373601,19133736,0,995,0,0,995,2,1,995,995,0,995,1,0,1,0,995,1,0,0,995,0,1,0,5,0,1,995,0,1,1,0,0,2,0,995,995,0,0,0,0,0,0,0,0,0,0
1966120301,19661203,995,995,995,0,995,1,1,995,995,0,995,995,0,3,0,0,995,0,0,995,995,1,0,0,0,1,995,0,5,2,0,0,1,0,995,995,0,0,995,1,0,0,0,2,0,0
1998076301,19980763,995,995,995,0,995,0,999,1,995,1,995,995,0,1,0,995,995,0,0,995,995,1,0,6,999,0,0,0,999,2,1,6,1,0,995,0,0,1,0,0,0,0,0,1,2,0
1964816101,19648161,995,995,995,0,995,1,0,995,995,0,995,995,0,5,0,995,995,0,0,995,995,6,995,0,1,0,995,0,1,1,0,0,1,0,995,995,995,0,995,0,0,0,0,0,0,999
1903000401,19030004,995,995,995,0,995,0,1,995,995,0,995,995,0,1,0,0,995,0,0,995,995,1,995,0,0,1,995,0,5,1,0,0,2,0,995,995,995,0,995,0,0,0,0,0,0,0
1988555201,19885552,0,995,0,0,995,1,1,995,1,1,995,0,0,3,0,995,0,0,0,995,0,1,0,5,0,1,995,0,4,2,0,4,2,0,995,995,0,0,1,0,0,0,0,2,0,0
1917058101,19170581,995,995,995,0,995,2,1,0,995,1,995,995,0,3,0,0,995,0,0,995,995,1,1,1,0,1,0,0,6,1,0,1,2,0,995,0,0,1,995,1,0,0,0,4,0,0
1918596301,19185963,0,995,0,0,995,1,1,0,1,0,995,0,0,2,0,995,0,0,0,995,0,1,995,0,0,0,0,0,4,3,0,2,2,0,995,0,995,0,995,0,0,2,0,1,0,0
1997519901,19975199,995,995,995,0,995,4,1,0,995,0,995,995,0,1,0,0,995,1,0,995,995,1,0,1,0,0,0,0,5,1,0,0,2,0,995,0,0,0,995,2,0,0,0,1,0,0
1920156001,19201560,995,995,995,0,995,3,1,995,995,0,995,995,0,4,0,995,995,0,0,995,995,6,0,0,0,1,995,0,999,0,0,0,2,0,995,995,0,0,995,0,0,0,0,1,0,0
19588106401,195881064,995,995,995,0,995,2,1,995,995,0,995,995,0,1,0,0,995,0,0,995,995,1,0,0,0,0,995,0,5,2,0,0,1,0,995,995,0,0,995,1,0,0,0,1,0,0
1962320401,19623204,0,995,0,0,995,2,1,0,995,1,995,1,0,1,0,995,1,0,0,995,0,1,0,0,0,0,0,0,4,1,0,1,2,0,995,0,0,0,995,1,0,0,0,2,0,0
1923492901,19234929,995,995,995,0,995,0,1,995,995,0,995,995,0,1,0,995,995,0,0,995,995,6,0,0,0,0,995,0,3,0,0,4,1,0,995,995,0,0,995,0,0,0,0,2,0,0
1972370101,19723701,995,995,995,0,995,3,1,995,1,1,995,995,0,2,0,0,995,0,0,995,995,1,0,2,0,1,995,0,3,1,0,2,1,0,995,995,0,0,995,0,0,0,0,2,0,0
1977508101,19775081,995,995,995,0,995,3,1,995,995,0,995,995,0,3,0,995,995,0,0,995,995,1,0,4,0,0,995,0,5,2,0,0,1,0,995,995,0,0,1,0,0,0,0,1,0,0
1939600101,19396001,995,995,995,0,0,2,1,995,1,0,1,995,0,1,0,995,995,0,0,0,995,3,0,0,0,0,995,0,2,1,0,0,999,0,0,995,0,0,995,0,0,0,1,2,0,0
1940794101,19407941,995,6,995,0,995,1,1,995,995,0,995,995,0,5,0,995,995,0,1,995,995,5,0,0,0,1,995,0,2,4,0,0,1,0,995,995,0,0,995,0,0,0,0,2,0,0
1916709401,19167094,995,995,995,0,995,0,999,995,995,0,995,995,0,2,0,1,995,0,0,995,995,1,995,0,999,1,995,0,1,5,0,0,999,0,995,995,995,0,995,0,0,0,0,0,0,999
1989198601,19891986,995,995,995,3,995,4,1,0,1,0,995,995,0,1,0,995,995,0,0,995,995,1,1,0,0,0,0,0,999,1,0,0,1,0,995,0,0,0,995,0,0,0,0,3,0,0
1984027001,19840270,995,995,995,0,995,4,1,995,1,0,995,995,0,3,0,995,995,0,0,995,995,6,995,0,0,0,995,0,3,2,0,0,1,0,995,995,995,0,995,3,0,1,0,1,0,0
1987849201,19878492,995,995,995,0,995,0,1,0,995,0,995,995,0,1,0,0,995,0,0,995,995,1,0,0,0,0,0,0,5,1,0,0,1,0,995,0,0,0,995,0,0,0,0,0,0,0
1967028901,19670289,0,995,1,0,995,0,1,995,0,0,995,0,0,3,0,995,0,0,0,995,0,1,995,5,0,0,995,0,5,2,0,0,2,0,995,995,995,0,1,0,0,0,0,1,0,999
1914080701,19140807,995,995,995,0,995,2,1,995,995,0,995,995,0,1,0,0,995,0,0,995,995,1,995,1,0,0,995,0,5,2,0,1,1,0,995,995,995,0,995,0,0,0,0,1,2,0
1973746401,19737464,995,995,995,0,995,1,1,995,995,0,995,995,0,1,0,995,995,0,0,995,995,1,0,0,0,0,995,0,3,4,0,0,1,0,995,995,0,0,995,1,0,0,0,0,0,0
1987761101,19877611,995,995,995,0,995,4,1,0,995,1,995,995,0,2,0,995,995,0,0,995,995,1,0,5,0,0,0,0,3,2,0,5,1,0,995,0,0,2,0,0,0,0,0,2,0,0
1986123501,19861235,995,995,995,0,995,5,999,995,995,0,995,995,0,1,0,995,995,0,0,995,995,6,1,0,999,0,995,0,2,2,0,0,999,0,995,995,0,0,995,0,0,0,0,4,0,999
1996784501,19967845,995,995,995,0,995,2,1,995,995,1,995,995,0,5,0,995,995,1,0,995,995,1,0,3,0,0,995,1,3,1,0,3,2,0,995,995,0,0,0,0,0,0,0,2,0,0
1981507601,19815076,995,995,995,1,995,1,1,0,1,1,995,995,1,5,0,995,995,0,0,995,995,3,0,0,0,0,0,0,2,1,0,2,4,2,995,0,0,1,995,0,1,0,0,2,1,0
1996846601,19968466,995,995,995,2,995,3,1,0,1,1,995,995,0,3,0,0,995,0,0,995,995,1,0,0,0,1,0,0,6,2,0,1,2,0,995,0,0,0,995,0,0,0,1,1,0,0
1929957201,19299572,995,995,995,0,995,5,1,0,995,0,995,995,0,3,0,0,995,0,0,995,995,1,0,0,0,1,0,0,5,1,0,0,2,0,995,0,0,0,995,1,0,0,0,3,0,0
1963334201,19633342,995,1,995,3,995,7,1,995,995,0,995,995,0,5,0,995,995,0,1,995,995,6,0,0,0,1,995,0,1,1,0,1,1,0,995,995,0,2,995,3,1,0,3,1,7,0
