source_relation,amazon_order_id,marketplace_id,replaced_order_id,seller_order_id,buyer_info_purchase_order_number,purchase_date,sales_channel,order_channel,order_type,order_status,payment_method,order_total_amount,order_total_currency_code,promise_response_due_date,last_update_date,latest_delivery_date,latest_ship_date,number_of_items_shipped,number_of_items_unshipped,earliest_delivery_date,earliest_ship_date,easy_ship_shipment_status,electronic_invoice_status,fulfillment_channel,fulfillment_supply_source_id,has_regulated_items,is_access_point_order,is_business_order,is_estimated_ship_date_set,is_global_express_enabled,is_iba,is_ispu,is_premium_order,is_prime,is_replacement_order,is_sold_by_ab,ship_service_level,shipment_service_level_category,automated_shipping_setting_automated_carrier,automated_shipping_setting_automated_ship_method,automated_shipping_setting_has_automated_shipping_settings,default_ship_from_location_address_line_1,default_ship_from_location_address_line_2,default_ship_from_location_address_line_3,default_ship_from_location_address_type,default_ship_from_location_city,default_ship_from_location_country_code,default_ship_from_location_county,default_ship_from_location_district,default_ship_from_location_municipality,default_ship_from_location_name,default_ship_from_location_phone,default_ship_from_location_postal_code,default_ship_from_location_state_or_region,shipping_address_address_type,shipping_address_city,shipping_address_country_code,shipping_address_county,shipping_address_district,shipping_address_municipality,shipping_address_postal_code,shipping_address_state_or_region
amazon_selling_partner.public,ORDER00039,MPIDRANDOM,REPLACED_ORDER_3677,SELLER_ORDER_6524,PO-4690,2025-01-06 18:11:28,Amazon.de,Amazon.com,LongLeadTimeOrder,PartiallyShipped,GC,83.040000,USD,2025-01-30 18:11:28,2025-01-25 18:11:28,2025-01-30 00:00:00,2025-02-03 00:00:00,2,9,2025-02-05 00:00:28.112,2025-01-25 00:00:28.112,PickedUp,NotRequired,AFN,Source-25,f,f,f,t,t,t,f,t,t,t,f,Same-Day,FreeEconomy,USPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00040,MPIDRANDOM,REPLACED_ORDER_4577,SELLER_ORDER_8266,PO-1769,2025-01-11 18:11:28,Amazon.de,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,42.820000,USD,2025-02-01 18:11:28,2024-12-30 18:11:28,2025-01-30 00:00:00,2025-02-04 00:00:00,9,5,2025-02-03 00:00:28.112,2025-01-24 00:00:28.112,PickedUp,NotRequired,AFN,Source-64,f,t,f,t,f,f,t,f,f,t,f,Two-Day,NextDay,USPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00041,MPIDRANDOM,REPLACED_ORDER_5308,SELLER_ORDER_1748,PO-8471,2025-01-14 18:11:28,Amazon.ca,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,48.860000,USD,2025-02-01 18:11:28,2025-01-17 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,8,3,2025-02-03 00:00:28.112,2025-01-20 00:00:28.112,Delivered,NotRequired,MFN,Source-76,f,f,t,f,t,f,t,t,f,f,f,Two-Day,NextDay,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00042,MPIDRANDOM,REPLACED_ORDER_1742,SELLER_ORDER_8763,PO-3115,2025-01-23 18:11:28,Amazon.de,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,410.260000,USD,2025-01-28 18:11:28,2025-01-27 18:11:28,2025-01-30 00:00:00,2025-02-12 00:00:00,6,7,2025-02-03 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-13,f,f,f,t,f,t,t,t,f,f,f,Standard,NextDay,UPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00043,MPIDRANDOM,REPLACED_ORDER_5613,SELLER_ORDER_5355,PO-5698,2025-01-26 18:11:28,Amazon.de,Amazon.ca,LongLeadTimeOrder,Unfulfillable,GC,331.240000,USD,2025-02-02 18:11:28,2025-01-23 18:11:28,2025-02-01 00:00:00,2025-02-12 00:00:00,10,4,2025-02-07 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,NotRequired,MFN,Source-5,t,t,t,t,f,t,f,t,t,t,t,Expedited,NextDay,DHL,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00044,MPIDRANDOM,REPLACED_ORDER_7547,SELLER_ORDER_2021,PO-9452,2025-01-07 18:11:28,Amazon.com,Amazon.com,LongLeadTimeOrder,Unfulfillable,GC,96.880000,USD,2025-01-29 18:11:28,2025-01-24 18:11:28,2025-02-04 00:00:00,2025-02-06 00:00:00,8,0,2025-02-04 00:00:28.112,2025-01-27 00:00:28.112,Delivered,NotRequired,MFN,Source-44,t,f,f,f,t,t,f,f,f,t,f,Two-Day,NextDay,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00045,MPIDRANDOM,REPLACED_ORDER_2170,SELLER_ORDER_7898,PO-1769,2025-01-08 18:11:28,Amazon.com,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,174.270000,USD,2025-01-30 18:11:28,2025-01-13 18:11:28,2025-02-06 00:00:00,2025-02-09 00:00:00,5,0,2025-02-04 00:00:28.112,2025-01-26 00:00:28.112,Delivered,NotRequired,MFN,Source-82,f,t,t,f,f,f,t,t,f,t,t,Same-Day,NextDay,UPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00046,MPIDRANDOM,REPLACED_ORDER_2889,SELLER_ORDER_5150,PO-5100,2025-01-24 18:11:28,Amazon.com,Amazon.com,LongLeadTimeOrder,Unfulfillable,GC,18.410000,USD,2025-01-28 18:11:28,2025-01-28 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,7,2,2025-01-30 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,NotRequired,AFN,Source-68,t,f,t,f,t,f,t,f,f,t,t,Expedited,NextDay,FedEx,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00047,MPIDRANDOM,REPLACED_ORDER_4603,SELLER_ORDER_6846,PO-8834,2025-01-01 18:11:28,Amazon.com,Amazon.de,LongLeadTimeOrder,Unfulfillable,GC,462.430000,USD,2025-02-01 18:11:28,2025-01-23 18:11:28,2025-02-06 00:00:00,2025-02-03 00:00:00,7,9,2025-01-30 00:00:28.112,2025-01-25 00:00:28.112,PickedUp,NotRequired,MFN,Source-59,f,t,f,t,t,f,f,f,f,f,t,Standard,NextDay,UPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00048,MPIDRANDOM,REPLACED_ORDER_1271,SELLER_ORDER_2304,PO-7484,2025-01-02 18:11:28,Amazon.ca,Amazon.com,LongLeadTimeOrder,InvoiceUnconfirmed,GC,152.830000,USD,2025-02-02 18:11:28,2025-01-08 18:11:28,2025-02-01 00:00:00,2025-02-04 00:00:00,0,5,2025-01-29 00:00:28.112,2025-01-27 00:00:28.112,PendingPickUp,NotRequired,MFN,Source-7,f,t,f,t,f,t,f,f,t,f,f,Two-Day,NextDay,UPS,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00049,MPIDRANDOM,REPLACED_ORDER_2235,SELLER_ORDER_7381,PO-1090,2025-01-04 18:11:28,Amazon.com,Amazon.com,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,79.070000,USD,2025-01-30 18:11:28,2025-01-19 18:11:28,2025-02-04 00:00:00,2025-02-10 00:00:00,3,3,2025-01-31 00:00:28.112,2025-01-22 00:00:28.112,PendingPickUp,NotRequired,MFN,Source-83,t,t,f,f,f,f,t,t,t,t,t,Standard,NextDay,UPS,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00050,MPIDRANDOM,REPLACED_ORDER_5676,SELLER_ORDER_9406,PO-5840,2025-01-02 18:11:28,Amazon.de,Amazon.de,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,114.360000,USD,2025-01-29 18:11:28,2025-01-04 18:11:28,2025-01-30 00:00:00,2025-02-09 00:00:00,10,0,2025-01-29 00:00:28.112,2025-01-25 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-50,f,t,f,t,t,f,f,t,t,f,f,Standard,NextDay,UPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00051,MPIDRANDOM,REPLACED_ORDER_9916,SELLER_ORDER_3758,PO-9644,2025-01-16 18:11:28,Amazon.ca,Amazon.de,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,35.760000,USD,2025-01-28 18:11:28,2025-01-12 18:11:28,2025-01-31 00:00:00,2025-02-04 00:00:00,7,4,2025-02-06 00:00:28.112,2025-01-23 00:00:28.112,PickedUp,NotRequired,MFN,Source-22,f,f,f,t,t,f,f,f,f,f,f,Standard,NextDay,DHL,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00052,MPIDRANDOM,REPLACED_ORDER_7066,SELLER_ORDER_8458,PO-3900,2025-01-07 18:11:28,Amazon.ca,Amazon.com,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,78.680000,USD,2025-02-02 18:11:28,2025-01-25 18:11:28,2025-01-30 00:00:00,2025-02-10 00:00:00,9,2,2025-02-02 00:00:28.112,2025-01-22 00:00:28.112,ReturningToSeller,NotRequired,AFN,Source-62,f,f,f,t,f,f,t,t,t,f,t,Same-Day,NextDay,UPS,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,,CA
amazon_selling_partner.public,ORDER00053,MPIDRANDOM,REPLACED_ORDER_7064,SELLER_ORDER_7705,PO-3461,2025-01-19 18:11:28,Amazon.com,Amazon.ca,LongLeadTimeOrder,InvoiceUnconfirmed,PointsAccount,387.570000,USD,2025-02-01 18:11:28,2025-01-11 18:11:28,2025-02-03 00:00:00,2025-02-03 00:00:00,6,6,2025-02-05 00:00:28.112,2025-01-27 00:00:28.112,Delivered,NotRequired,AFN,Source-3,f,f,f,t,f,t,t,t,t,t,t,Same-Day,Priority,UPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00054,MPIDRANDOM,REPLACED_ORDER_6219,SELLER_ORDER_7866,PO-8566,2025-01-05 18:11:28,Amazon.com,Amazon.com,Preorder,InvoiceUnconfirmed,PointsAccount,165.350000,USD,2025-01-28 18:11:28,2025-01-06 18:11:28,2025-02-07 00:00:00,2025-02-06 00:00:00,1,8,2025-01-30 00:00:28.112,2025-01-21 00:00:28.112,Delivered,NotRequired,AFN,Source-34,f,t,t,f,t,f,f,f,f,t,f,Standard,Priority,DHL,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00055,MPIDRANDOM,REPLACED_ORDER_1589,SELLER_ORDER_1572,PO-1410,2025-01-17 18:11:28,Amazon.com,Amazon.com,Preorder,InvoiceUnconfirmed,PointsAccount,436.830000,USD,2025-01-28 18:11:28,2025-01-15 18:11:28,2025-02-07 00:00:00,2025-02-03 00:00:00,4,10,2025-02-06 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotRequired,AFN,Source-5,t,t,t,f,t,f,t,t,t,f,t,Same-Day,Priority,FedEx,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00056,MPIDRANDOM,REPLACED_ORDER_6210,SELLER_ORDER_5580,PO-6568,2025-01-25 18:11:28,Amazon.ca,Amazon.ca,Preorder,InvoiceUnconfirmed,PointsAccount,256.620000,USD,2025-02-01 18:11:28,2025-01-13 18:11:28,2025-01-29 00:00:00,2025-02-05 00:00:00,9,3,2025-02-04 00:00:28.112,2025-01-19 00:00:28.112,Delivered,NotFound,AFN,Source-38,t,f,t,f,t,t,f,t,f,t,t,Two-Day,Priority,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00057,MPIDRANDOM,REPLACED_ORDER_4580,SELLER_ORDER_1126,PO-9252,2025-01-16 18:11:28,Amazon.com,Amazon.de,Preorder,PendingAvailability,PointsAccount,91.350000,USD,2025-01-31 18:11:28,2025-01-06 18:11:28,2025-02-07 00:00:00,2025-02-10 00:00:00,10,6,2025-01-31 00:00:28.112,2025-01-20 00:00:28.112,PickedUp,NotFound,MFN,Source-41,t,f,t,t,t,f,t,t,f,t,f,Standard,Priority,FedEx,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00058,MPIDRANDOM,REPLACED_ORDER_1417,SELLER_ORDER_3637,PO-5167,2025-01-22 18:11:28,Amazon.de,Amazon.com,Preorder,PendingAvailability,PointsAccount,449.180000,USD,2025-01-30 18:11:28,2025-01-23 18:11:28,2025-02-03 00:00:00,2025-02-05 00:00:00,3,3,2025-02-03 00:00:28.112,2025-01-23 00:00:28.112,Delivered,NotFound,MFN,Source-26,f,t,f,f,t,f,f,t,t,t,f,Two-Day,Priority,DHL,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00059,MPIDRANDOM,REPLACED_ORDER_7853,SELLER_ORDER_9483,PO-6260,2025-01-19 18:11:28,Amazon.de,Amazon.ca,Preorder,PendingAvailability,PointsAccount,57.610000,USD,2025-01-30 18:11:28,2025-01-25 18:11:28,2025-01-31 00:00:00,2025-02-09 00:00:00,3,8,2025-02-03 00:00:28.112,2025-01-18 00:00:28.112,Delivered,NotFound,AFN,Source-61,t,f,t,t,t,f,f,t,t,t,t,Expedited,Priority,FedEx,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00060,MPIDRANDOM,REPLACED_ORDER_8467,SELLER_ORDER_8003,PO-1730,2025-01-26 18:11:28,Amazon.ca,Amazon.ca,Preorder,PendingAvailability,PointsAccount,362.020000,USD,2025-02-01 18:11:28,2025-01-03 18:11:28,2025-02-01 00:00:00,2025-02-08 00:00:00,0,6,2025-01-30 00:00:28.112,2025-01-23 00:00:28.112,PendingPickUp,NotFound,MFN,Source-51,t,f,f,t,t,t,f,t,f,f,f,Standard,Priority,USPS,Standard,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00061,MPIDRANDOM,REPLACED_ORDER_3261,SELLER_ORDER_7200,PO-5551,2025-01-10 18:11:28,Amazon.de,Amazon.de,Preorder,PendingAvailability,PointsAccount,459.960000,USD,2025-01-31 18:11:28,2025-01-10 18:11:28,2025-02-06 00:00:00,2025-02-05 00:00:00,9,1,2025-02-07 00:00:28.112,2025-01-24 00:00:28.112,Delivered,NotFound,AFN,Source-36,f,t,f,f,f,t,t,f,f,t,t,Same-Day,Priority,FedEx,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00062,MPIDRANDOM,REPLACED_ORDER_6733,SELLER_ORDER_3544,PO-6686,2024-12-31 18:11:28,Amazon.ca,Amazon.de,Preorder,PendingAvailability,PointsAccount,156.390000,USD,2025-01-31 18:11:28,2025-01-05 18:11:28,2025-01-29 00:00:00,2025-02-09 00:00:00,0,3,2025-02-06 00:00:28.112,2025-01-24 00:00:28.112,ReturnedToSeller,NotFound,AFN,Source-53,f,t,f,t,t,f,t,t,t,t,t,Expedited,Priority,UPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00063,MPIDRANDOM,REPLACED_ORDER_3996,SELLER_ORDER_3760,PO-5531,2025-01-19 18:11:28,Amazon.ca,Amazon.ca,Preorder,PendingAvailability,PointsAccount,189.970000,USD,2025-02-02 18:11:28,2025-01-08 18:11:28,2025-01-29 00:00:00,2025-02-12 00:00:00,10,7,2025-01-30 00:00:28.112,2025-01-22 00:00:28.112,AtDestinationFC,NotFound,MFN,Source-35,t,t,t,f,f,f,t,f,f,t,f,Standard,Priority,UPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00064,MPIDRANDOM,REPLACED_ORDER_3200,SELLER_ORDER_7586,PO-2218,2025-01-22 18:11:28,Amazon.de,Amazon.ca,Preorder,PendingAvailability,PointsAccount,112.090000,USD,2025-01-28 18:11:28,2025-01-13 18:11:28,2025-02-05 00:00:00,2025-02-09 00:00:00,7,8,2025-02-07 00:00:28.112,2025-01-26 00:00:28.112,PendingPickUp,NotFound,AFN,Source-90,f,f,f,t,f,t,f,t,t,f,f,Same-Day,Priority,FedEx,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00065,MPIDRANDOM,REPLACED_ORDER_4161,SELLER_ORDER_4992,PO-3206,2024-12-29 18:11:28,Amazon.com,Amazon.ca,Preorder,PendingAvailability,PointsAccount,142.450000,USD,2025-01-29 18:11:28,2025-01-26 18:11:28,2025-02-01 00:00:00,2025-02-08 00:00:00,0,5,2025-02-05 00:00:28.112,2025-01-26 00:00:28.112,PendingPickUp,NotFound,AFN,Source-77,t,t,t,f,t,f,f,f,f,t,t,Standard,Priority,UPS,Expedited,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00066,MPIDRANDOM,REPLACED_ORDER_5249,SELLER_ORDER_5609,PO-6165,2025-01-12 18:11:28,Amazon.com,Amazon.ca,Preorder,PendingAvailability,PointsAccount,82.760000,USD,2025-01-29 18:11:28,2025-01-12 18:11:28,2025-01-31 00:00:00,2025-02-08 00:00:00,3,6,2025-02-05 00:00:28.112,2025-01-26 00:00:28.112,AtOriginFC,NotFound,MFN,Source-79,t,t,t,t,t,t,f,f,f,f,f,Standard,Priority,DHL,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00067,MPIDRANDOM,REPLACED_ORDER_7315,SELLER_ORDER_5018,PO-1599,2025-01-02 18:11:28,Amazon.de,Amazon.ca,Preorder,PendingAvailability,PointsAccount,461.650000,USD,2025-01-28 18:11:28,2025-01-26 18:11:28,2025-01-29 00:00:00,2025-02-02 00:00:00,10,4,2025-02-02 00:00:28.112,2025-01-19 00:00:28.112,Delivered,NotFound,MFN,Source-31,f,f,f,f,f,t,f,f,f,f,f,Expedited,Priority,USPS,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00068,MPIDRANDOM,REPLACED_ORDER_3709,SELLER_ORDER_4394,PO-4113,2025-01-13 18:11:28,Amazon.ca,Amazon.ca,Preorder,Unshipped,PointsAccount,121.170000,USD,2025-01-29 18:11:28,2025-01-16 18:11:28,2025-02-03 00:00:00,2025-02-05 00:00:00,4,7,2025-02-04 00:00:28.112,2025-01-21 00:00:28.112,PickedUp,NotFound,MFN,Source-47,f,t,t,t,f,t,f,f,f,t,t,Standard,Priority,UPS,Standard,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00069,MPIDRANDOM,REPLACED_ORDER_1201,SELLER_ORDER_2743,PO-4663,2025-01-12 18:11:28,Amazon.com,Amazon.com,Preorder,Shipped,PointsAccount,352.770000,USD,2025-01-31 18:11:28,2025-01-21 18:11:28,2025-01-29 00:00:00,2025-02-07 00:00:00,6,2,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,PendingPickUp,NotFound,MFN,Source-69,f,t,t,t,f,f,f,t,t,f,t,Standard,Priority,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00070,MPIDRANDOM,REPLACED_ORDER_8797,SELLER_ORDER_7611,PO-5152,2025-01-18 18:11:28,Amazon.ca,Amazon.ca,Preorder,Unshipped,PointsAccount,211.480000,USD,2025-02-02 18:11:28,2025-01-16 18:11:28,2025-02-02 00:00:00,2025-02-08 00:00:00,6,8,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,PendingPickUp,NotFound,MFN,Source-47,t,t,t,t,f,t,t,f,t,t,f,Standard,Priority,FedEx,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00071,MPIDRANDOM,REPLACED_ORDER_1675,SELLER_ORDER_8091,PO-4535,2025-01-02 18:11:28,Amazon.ca,Amazon.de,Preorder,Canceled,PointsAccount,353.060000,USD,2025-01-31 18:11:28,2025-01-23 18:11:28,2025-02-03 00:00:00,2025-02-04 00:00:00,2,4,2025-02-01 00:00:28.112,2025-01-19 00:00:28.112,PendingPickUp,NotFound,MFN,Source-63,f,f,f,t,f,f,t,t,t,f,f,Standard,Priority,UPS,Two-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00072,MPIDRANDOM,REPLACED_ORDER_7566,SELLER_ORDER_4861,PO-7907,2025-01-06 18:11:28,Amazon.ca,Amazon.ca,Preorder,Canceled,Invoice,437.650000,USD,2025-01-30 18:11:28,2025-01-14 18:11:28,2025-02-06 00:00:00,2025-02-07 00:00:00,2,10,2025-02-01 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotFound,AFN,Source-80,f,f,f,t,t,t,f,t,t,f,f,Same-Day,SameDay,DHL,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00073,MPIDRANDOM,REPLACED_ORDER_2321,SELLER_ORDER_6592,PO-8664,2025-01-27 18:11:28,Amazon.de,Amazon.com,Preorder,Pending,Invoice,404.670000,USD,2025-01-29 18:11:28,2025-01-18 18:11:28,2025-02-07 00:00:00,2025-02-06 00:00:00,9,9,2025-01-30 00:00:28.112,2025-01-27 00:00:28.112,PickedUp,NotFound,AFN,Source-41,t,f,t,f,t,f,t,f,f,t,f,Same-Day,SameDay,FedEx,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00074,MPIDRANDOM,REPLACED_ORDER_7398,SELLER_ORDER_8021,PO-7634,2025-01-10 18:11:28,Amazon.com,Amazon.de,Preorder,Canceled,Invoice,245.530000,USD,2025-01-30 18:11:28,2025-01-26 18:11:28,2025-02-07 00:00:00,2025-02-04 00:00:00,9,1,2025-01-31 00:00:28.112,2025-01-24 00:00:28.112,Undeliverable,NotFound,AFN,Source-65,f,f,f,t,f,t,t,f,t,f,f,Two-Day,SameDay,USPS,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00075,MPIDRANDOM,REPLACED_ORDER_9413,SELLER_ORDER_4111,PO-9907,2025-01-08 18:11:28,Amazon.ca,Amazon.ca,Preorder,Canceled,Invoice,41.810000,USD,2025-01-31 18:11:28,2024-12-29 18:11:28,2025-02-05 00:00:00,2025-02-11 00:00:00,5,9,2025-02-02 00:00:28.112,2025-01-25 00:00:28.112,PendingPickUp,NotFound,MFN,Source-29,t,f,f,t,f,f,t,f,f,f,f,Same-Day,SameDay,UPS,Same-Day,f,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00076,MPIDRANDOM,REPLACED_ORDER_8239,SELLER_ORDER_4940,PO-8101,2025-01-24 18:11:28,Amazon.com,Amazon.de,Preorder,Pending,Invoice,188.990000,USD,2025-01-31 18:11:28,2025-01-21 18:11:28,2025-01-29 00:00:00,2025-02-11 00:00:00,1,6,2025-02-03 00:00:28.112,2025-01-25 00:00:28.112,PendingSchedule,NotFound,MFN,Source-67,t,f,f,t,f,f,f,f,f,t,f,Expedited,SameDay,DHL,Expedited,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00077,MPIDRANDOM,REPLACED_ORDER_4352,SELLER_ORDER_8465,PO-5419,2025-01-14 18:11:28,Amazon.ca,Amazon.de,Preorder,Pending,Invoice,203.900000,USD,2025-01-30 18:11:28,2025-01-18 18:11:28,2025-02-03 00:00:00,2025-02-11 00:00:00,8,8,2025-01-31 00:00:28.112,2025-01-26 00:00:28.112,PickedUp,NotFound,MFN,Source-52,t,t,t,t,f,f,t,f,t,f,f,Expedited,SameDay,DHL,Two-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
amazon_selling_partner.public,ORDER00078,MPIDRANDOM,REPLACED_ORDER_6709,SELLER_ORDER_5229,PO-1215,2025-01-18 18:11:28,Amazon.de,Amazon.com,Preorder,Shipped,Invoice,20.090000,USD,2025-01-30 18:11:28,2025-01-03 18:11:28,2025-02-04 00:00:00,2025-02-11 00:00:00,6,7,2025-01-30 00:00:28.112,2025-01-20 00:00:28.112,PendingPickUp,NotFound,MFN,Source-40,f,t,t,f,t,f,f,t,f,f,f,Same-Day,SameDay,UPS,Same-Day,t,Default Location,Shipping Address Placeholder,,,New York,USA,New York,,,Waystar Royco,,,,,Buttersburg,,,,,90210,CA
