unique_id,site_id,ppt_id,wifi_status,cross_street_1,council_district,phone_status,geocoded_column
2023-04-17.06:00:00.629.qu-06-107629,qu-06-107629,107629,,Booth St,29,,"{'latitude': '40.7288322', 'longitude': '-73.8632429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-118523,qu-12-118523,118523,up,Eveleth Road,27,down,"{'latitude': '40.6806786', 'longitude': '-73.7633582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120347,mn-12-120347,120347,up,WEST 158 STREET,7,up,"{'latitude': '40.834974', 'longitude': '-73.945436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-120356,mn-09-120356,120356,up,WEST 151 STREET,7,up,"{'latitude': '40.83020903', 'longitude': '-73.94791148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-133368,mn-08-133368,133368,up,3 AVENUE,5,up,"{'latitude': '40.778792', 'longitude': '-73.953663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-03-100928,qu-03-100928,100928,up,80 STREET,25,up,"{'latitude': '40.74753882', 'longitude': '-73.88549761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133415,mn-07-133415,133415,up,WEST 83 STREET,6,up,"{'latitude': '40.78622273', 'longitude': '-73.97799347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-03-125402,qu-03-125402,125402,up,102 STREET,21,up,"{'latitude': '40.75744562', 'longitude': '-73.86643426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-06-138030,mn-06-138030,138030,up,3 AVENUE,4,up,"{'latitude': '40.7487328', 'longitude': '-73.97536339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-134073,mn-07-134073,134073,up,WEST 106 STREET,7,up,"{'latitude': '40.801084', 'longitude': '-73.967707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-120371,mn-09-120371,120371,up,BROADWAY,7,up,"{'latitude': '40.823326', 'longitude': '-73.953041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-133224,qu-01-133224,133224,up,30 AVENUE,22,up,"{'latitude': '40.76592997', 'longitude': '-73.91988166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-145984,qu-09-145984,145984,up,91 STREET,32,up,"{'latitude': '40.693166', 'longitude': '-73.853678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120736,mn-12-120736,120736,up,THAYER STREET,10,up,"{'latitude': '40.8631134', 'longitude': '-73.9269963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-121247,mn-07-121247,121247,up,WEST 84 STREET,6,up,"{'latitude': '40.78689604', 'longitude': '-73.97748309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-120535,mn-07-120535,120535,up,WEST 102 STREET,7,up,"{'latitude': '40.79782619', 'longitude': '-73.96774773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133406,mn-07-133406,133406,up,WEST 75 STREET,6,up,"{'latitude': '40.78082575', 'longitude': '-73.98117276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-11-120221,mn-11-120221,120221,up,EAST 108 STREET,8,up,"{'latitude': '40.7930088', 'longitude': '-73.94378353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-06-124180,qu-06-124180,124180,up,ASCAN AVENUE,29,down,"{'latitude': '40.719293', 'longitude': '-73.839741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-135041,mn-12-135041,135041,up,WEST 180 STREET,10,up,"{'latitude': '40.84844385', 'longitude': '-73.934241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-11-120242,mn-11-120242,120242,up,LEXINGTON AVENUE,8,up,"{'latitude': '40.80383351', 'longitude': '-73.93810707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-124794,qu-09-124794,124794,up,108 STREET,32,up,"{'latitude': '40.6956028', 'longitude': '-73.83960659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-11-120226,mn-11-120226,120226,up,EAST 104 STREET,8,up,"{'latitude': '40.790401', 'longitude': '-73.945683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-120610,mn-07-120610,120610,up,WEST 95 STREET,6,up,"{'latitude': '40.79331', 'longitude': '-73.97104466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120451,mn-12-120451,120451,up,BROADWAY,7,up,"{'latitude': '40.83328532', 'longitude': '-73.94509159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-145880,qu-09-145880,145880,up,107 STREET,32,down,"{'latitude': '40.69541981', 'longitude': '-73.84055056', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-120058,mn-10-120058,120058,up,ADAM CLAYTON POWELL JR BOULEVARD,9,up,"{'latitude': '40.82040617', 'longitude': '-73.94030397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-118455,qu-12-118455,118455,,Sutphin Boulevard,28,,"{'latitude': '40.6959629', 'longitude': '-73.8045508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-06-145846,qu-06-145846,145846,up,67 ROAD,29,up,"{'latitude': '40.726495', 'longitude': '-73.853138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-120983,mn-08-120983,120983,up,EAST 69 STREET,4,up,"{'latitude': '40.767655', 'longitude': '-73.961971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120755,mn-12-120755,120755,up,ST NICHOLAS AVENUE,10,down,"{'latitude': '40.84475573', 'longitude': '-73.93684737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-04-145775,qu-04-145775,145775,up,QUEENS BOULEVARD,25,up,"{'latitude': '40.7353874', 'longitude': '-73.87625423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-124952,qu-02-124952,124952,up,33 STREET,26,up,"{'latitude': '40.74445002', 'longitude': '-73.93187521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-145987,qu-09-145987,145987,up,BEVERLY ROAD,29,up,"{'latitude': '40.70753055', 'longitude': '-73.83136082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-07-124356,qu-07-124356,124356,up,UNION STREET,20,up,"{'latitude': '40.7638316', 'longitude': '-73.8279192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-121224,mn-07-121224,121224,up,BROADWAY,6,up,"{'latitude': '40.78094218', 'longitude': '-73.98096599', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133668,mn-07-133668,133668,up,WEST 102 STREET,7,up,"{'latitude': '40.79802733', 'longitude': '-73.96760332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-06-136617,mn-06-136617,136617,up,EAST 28 STREET,2,down,"{'latitude': '40.74122503', 'longitude': '-73.97893462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-03-125359,qu-03-125359,125359,up,82 STREET,25,up,"{'latitude': '40.74982932', 'longitude': '-73.88415453', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-134274,mn-07-134274,134274,up,WEST 67 STREET,6,up,"{'latitude': '40.77464584', 'longitude': '-73.98239982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-139589,mn-12-139589,139589,up,ST NICHOLAS AVENUE,10,up,"{'latitude': '40.84751332', 'longitude': '-73.93536309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-120001,mn-10-120001,120001,up,WEST 127 STREET,9,up,"{'latitude': '40.81136226', 'longitude': '-73.95015967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-134111,mn-09-134111,134111,up,WEST 148 STREET,7,up,"{'latitude': '40.82670709', 'longitude': '-73.9466648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-120262,mn-09-120262,120262,up,BROADWAY,7,up,"{'latitude': '40.80804124', 'longitude': '-73.96421034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-04-132440,qu-04-132440,132440,up,IRELAND STREET,25,up,"{'latitude': '40.738208', 'longitude': '-73.886253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-120046,mn-10-120046,120046,up,WEST 131 STREET,9,up,"{'latitude': '40.812611', 'longitude': '-73.945458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-119822,mn-08-119822,119822,up,EAST 89 STREET,5,up,"{'latitude': '40.780782', 'longitude': '-73.9524', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-120990,mn-08-120990,120990,up,3 AVENUE,4,up,"{'latitude': '40.770545', 'longitude': '-73.960254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133638,mn-07-133638,133638,up,WEST 98 STREET,6,up,"{'latitude': '40.796138', 'longitude': '-73.970931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-02-145792,qu-02-145792,145792,up,DAVIS STREET,26,up,"{'latitude': '40.74608863', 'longitude': '-73.94524605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-124000,qu-12-124000,124000,,198th Street,27,,"{'latitude': '40.7064807', 'longitude': '-73.7595318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-120842,mn-08-120842,120842,up,1 AVENUE,5,up,"{'latitude': '40.76837393', 'longitude': '-73.95536175', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120772,mn-12-120772,120772,up,WEST 178 STREET,10,up,"{'latitude': '40.84727016', 'longitude': '-73.93536211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-120277,mn-07-120277,120277,up,BROADWAY,6,up,"{'latitude': '40.800681', 'longitude': '-73.96826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-121335,mn-07-121335,121335,up,WEST 70 STREET,6,up,"{'latitude': '40.77713717', 'longitude': '-73.98190427', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-06-124182,qu-06-124182,124182,up,76 AVENUE,29,up,"{'latitude': '40.717664', 'longitude': '-73.836262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-06-145786,qu-06-145786,145786,up,75 ROAD,29,up,"{'latitude': '40.71796031', 'longitude': '-73.83680527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-06-124204,qu-06-124204,124204,up,67 ROAD,29,up,"{'latitude': '40.72624127', 'longitude': '-73.85251864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-06-128370,qu-06-128370,128370,up,67 DRIVE,29,up,"{'latitude': '40.726082', 'longitude': '-73.852197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-145934,qu-01-145934,145934,up,34 STREET,22,up,"{'latitude': '40.76578525', 'longitude': '-73.919173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-128738,qu-12-128738,128738,,Sutphin Blvd,24,,"{'latitude': '40.7058192', 'longitude': '-73.809058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-142858,mn-10-142858,142858,up,WEST 112 STREET,9,up,"{'latitude': '40.801938', 'longitude': '-73.957067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-03-136703,qu-03-136703,136703,up,92 STREET,21,up,"{'latitude': '40.74870842', 'longitude': '-73.87439289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-119949,mn-10-119949,119949,up,ADAM CLAYTON POWELL JR BOULEVARD,9,up,"{'latitude': '40.81738064', 'longitude': '-73.94252463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-128748,mn-08-128748,128748,up,EAST 76 STREET,4,down,"{'latitude': '40.772144', 'longitude': '-73.958697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-03-111054,qu-03-111054,111054,up,88 STREET,21,up,"{'latitude': '40.74825267', 'longitude': '-73.87871569', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-135658,mn-07-135658,135658,up,WEST 95 STREET,6,up,"{'latitude': '40.79316136', 'longitude': '-73.97089386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-125088,qu-01-125088,125088,up,34 STREET,22,up,"{'latitude': '40.760713', 'longitude': '-73.922879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-04-134075,qu-04-134075,134075,up,73 STREET,25,up,"{'latitude': '40.74671112', 'longitude': '-73.89214477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.si-02-146098,si-02-146098,146098,up,BUEL AVENUE,50,up,"{'latitude': '40.58948831', 'longitude': '-74.10127071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-136586,qu-01-136586,136586,up,42 PLACE,26,up,"{'latitude': '40.75312177', 'longitude': '-73.92071953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-121142,mn-08-121142,121142,up,MADISON AVENUE,4,up,"{'latitude': '40.76974939', 'longitude': '-73.96676342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-09-124777,qu-09-124777,124777,up,JAMAICA AVENUE,29,up,"{'latitude': '40.70015865', 'longitude': '-73.8309137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-12-153879,qu-12-153879,153879,up,SOUTHGATE PLAZA,27,up,"{'latitude': '40.6725729', 'longitude': '-73.7591625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06: 00:00.629.si-01-150744,si-01-150744,150744,up,VICTORY BOULEVARD,50,up,"{'latitude': '40.612231', 'longitude': '-74.1301262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-120365,mn-09-120365,120365,up,WEST 136 STREET,7,down,"{'latitude': '40.82076419', 'longitude': '-73.95480753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-11-106683,mn-11-106683,106683,up,EAST 119 STREET,8,down,"{'latitude': '40.79965855', 'longitude': '-73.9389231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-125127,qu-01-125127,125127,up,31 STREET,22,up,"{'latitude': '40.7668938', 'longitude': '-73.92154563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-09-120419,mn-09-120419,120419,up,BROADWAY,7,up,"{'latitude': '40.822495', 'longitude': '-73.953007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-04-125322,qu-04-125322,125322,up,CASE STREET,21,up,"{'latitude': '40.74834975', 'longitude': '-73.87652268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-06-138188,mn-06-138188,138188,up,EAST 43 STREET,4,up,"{'latitude': '40.75045756', 'longitude': '-73.97189334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-141128,mn-12-141128,141128,up,POST AVENUE,10,up,"{'latitude': '40.8623929', 'longitude': '-73.9253949', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-121002,mn-08-121002,121002,up,3 AVENUE,4,up,"{'latitude': '40.770946', 'longitude': '-73.959496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-08-121005,mn-08-121005,121005,up,EAST 79 STREET,5,up,"{'latitude': '40.77435', 'longitude': '-73.95709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-12-120746,mn-12-120746,120746,up,WEST 170 STREET,10,up,"{'latitude': '40.8423372', 'longitude': '-73.9393767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-134578,mn-10-134578,134578,up,WEST 139 STREET,9,up,"{'latitude': '40.81802907', 'longitude': '-73.94192414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-125095,qu-01-125095,125095,up,CRESCENT STREET,22,up,"{'latitude': '40.7630995', 'longitude': '-73.92793528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-07-133487,mn-07-133487,133487,up,BROADWAY,6,up,"{'latitude': '40.77647319', 'longitude': '-73.98242959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.qu-01-146040,qu-01-146040,146040,up,32 STREET,22,up,"{'latitude': '40.763931', 'longitude': '-73.922478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
2023-04-17.06:00:00.629.mn-10-134604,mn-10-134604,134604,up,WEST 121 STREET,9,up,"{'latitude': '40.80662994', 'longitude': '-73.95025609', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}"
