property_id,property_name,address_1,retail_store_number_of_open,natural_gas_use_kbtu,ambulatory_surgical_center,enclosed_mall_gross_floor,property_gfa_calculated,other_weekly_operating_hours,other_gross_floor_area_ft,parent_property_id,year_ending,office_percent_that_can_be,number_of_buildings,worship_facility_gross_floor,retail_store_number_of_walk,office_weekly_operating_hours,refrigerated_warehouse_gross,weather_normalized_site_eui,difference_from_national_2,hospital_general_medical_3,hospital_general_medical_11,weather_normalized_site_2,college_university_number,nyc_borough_block_and_lot,movie_theater_gross_floor,medical_office_percent_that,adult_education_gross_floor,direct_ghg_emissions_metric,residence_hall_dormitory,data_center_pdu_output_meter,hotel_gym_fitness_center,convention_center_gross_floor,hospital_general_medical_13,hospital_general_medical_6,alert_data_center_does_not,multifamily_housing_resident,bank_branch_gross_floor_area,difference_from_national_1,financial_office_computer,weather_normalized_site_1,largest_property_use_type_1,other_number_of_workers_on,council_district,distribution_center_gross,net_emissions_metric_tons,urgent_care_clinic_other,list_of_all_property_use,district_chilled_water_use,supermarket_grocery_gross,national_median_reference,supermarket_grocery_open,hospital_general_medical_2,medical_office_mri_machine
5985908,104 West End Ave,104 West End Ave,Not Available,Not Available,Not Available,Not Available,75000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,13.8,Not Available,Not Available,Not Available,Not Available,Not Available,3-08719-7502,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-62.4,Not Available,Not Available,75000,Not Available,48.0,Not Available,96,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3108806,17213 - 443 Park Avenue South (BIN): 1018296 (BBL): 1-00886-0001,443 Park Avenue South,Not Available,2711.8,Not Available,Not Available,75588,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,70,Not Available,78.8,Not Available,Not Available,Not Available,28.9,Not Available,1-00886-0001,Not Available,Not Available,Not Available,176,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-28.3,Not Available,0,75588,Not Available,2.0,Not Available,486.4,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
5986974,155 East 55th Street,155 East 55th Street,0,3743100,Not Available,Not Available,162385,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,111,Not Available,Not Available,Not Available,37954.3,Not Available,1013100027,Not Available,Not Available,Not Available,198.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,25,Not Available,0.3,127685,Not Available,4.0,Not Available,1116.4,Not Available,"Multifamily Housing, Parking, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6098764,115 West 29th Street,115 West 29th Street,Not Available,Not Available,Not Available,Not Available,79465,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,25,1,Not Available,Not Available,60,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1008050039,Not Available,Not Available,Not Available,112.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-86.6,Not Available,Not Available,79465,Not Available,3.0,Not Available,135.6,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
2969344,BETHCO - 2275 Olinville Avenue,2275 Olinville Avenue,Not Available,4245900.4,Not Available,Not Available,79995,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,71.9,Not Available,Not Available,Not Available,46205.3,Not Available,2-04341-0020,Not Available,Not Available,Not Available,225.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Dedicated Senior/Independent Living,Not Available,-13.1,Not Available,0.6,79995,Not Available,15.0,Not Available,330.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2831231,UPACA (SITE 6),1940 LEXINGTON AVENUE,Not Available,10905181.6,Not Available,Not Available,134100,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,116087.8,Not Available,1017680012,Not Available,Not Available,Not Available,579.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,12,Not Available,0.9,134100,Not Available,9.0,Not Available,815.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5989111,215 West 116th Street LLC,215 West 116th Street LLC,Not Available,2735988.8,Not Available,Not Available,40000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,75.3,Not Available,Not Available,Not Available,27359.9,Not Available,1019220020,Not Available,Not Available,Not Available,145.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-21.6,Not Available,0.7,40000,Not Available,9.0,Not Available,170.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2666628,57-67 Macombs Village,57-67 W. 175th St.,Not Available,3927068.3,Not Available,Not Available,62000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2028660091,Not Available,Not Available,Not Available,208.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,12.2,Not Available,Not Available,62000,Not Available,14.0,Not Available,331.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2955034,SBH Realty Inc.,325 E176th Street,Not Available,4185163.2,Not Available,Not Available,60720,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,83.3,Not Available,Not Available,Not Available,41851.6,Not Available,2028030038,Not Available,Not Available,Not Available,222.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-7.2,Not Available,0.7,60720,Not Available,15.0,Not Available,306.5,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2563453,TWENTY THREE R.P. ASSOCIATES,53 WEST 23RD STREET,0,5222656.6,Not Available,Not Available,274116,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,0,60,Not Available,Not Available,Not Available,Not Available,Not Available,61127.2,Not Available,1-00825-0012,Not Available,Not Available,Not Available,297.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-49.1,Not Available,0.2,209597,Not Available,3.0,Not Available,1154.2,Not Available,"Office, Restaurant, Retail Store",Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
5948053,680 St. Nicholas Owner LLC,680 St. Nicholas Ave.,0,10459814.9,Not Available,Not Available,104050,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,0,Not Available,Not Available,139.2,Not Available,Not Available,Not Available,112681.6,Not Available,1020510054,Not Available,Not Available,Not Available,555.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,60.9,Not Available,1.1,102550,Not Available,9.0,Not Available,864,Not Available,"Multifamily Housing, Retail Store",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5803177,3913 2nd Ave,3913 2nd Ave,Not Available,2031252.7,Not Available,Not Available,200000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,13.2,Not Available,Not Available,Not Available,25388.7,Not Available,3-00707-0001,Not Available,Not Available,Not Available,107.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-89.8,Not Available,0.1,200000,Not Available,,Not Available,117.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5983647,Trion Real Estate: 165 Wests 127th St,165 Wests 127th St,Not Available,1424600,Not Available,Not Available,58714,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,3,Not Available,Not Available,Not Available,Not Available,46.4,Not Available,Not Available,Not Available,14246,Not Available,1-01912-0001,Not Available,Not Available,Not Available,75.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,2.7,Not Available,0.2,58714,Not Available,,Not Available,198.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5053013,Daughters of Jacob Nursing Home,1160 Teller Ave,Not Available,45470604,Not Available,Not Available,214370,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,285.1,Not Available,Not Available,Not Available,468632.3,Not Available,2-02430-0045,Not Available,Not Available,Not Available,2415.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,79.8,Not Available,2.2,214370,Not Available,16.0,Not Available,3774,Not Available,Residential Care Facility,Not Available,Not Available,CBECS - Nursing,Not Available,Not Available,Not Available
6099029,7 Rewe Street,7 Rewe Street,Not Available,1171878.3,Not Available,Not Available,74180,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,17.8,Not Available,Not Available,Not Available,11718.8,Not Available,3-02927-0125,Not Available,Not Available,Not Available,62.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-80.3,Not Available,0.2,74180,Not Available,34.0,Not Available,75.7,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,Not Available,Not Available
2831085,KINGSBOROUGH EXTENSION,447 KINGSBOROUGH 4TH WALK,Not Available,Not Available,Not Available,Not Available,137000,Not Available,Not Available,4473932,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,20.2,Not Available,Not Available,Not Available,Not Available,Not Available,3013440175,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-54.6,Not Available,Not Available,137000,Not Available,41.0,Not Available,259.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3482118,St. John's Episcopal Hospital,327 Beach 19th Street,Not Available,73130046.6,Not Available,Not Available,280432,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,340.7,Not Available,100% Yes,0.00706,748636.3,Not Available,4-15636-0001,Not Available,Not Available,Not Available,3969.6,Not Available,Not Available,Not Available,Not Available,Non Profit,11,Ok,Not Available,Not Available,1.2,Not Available,2.7,280432,Not Available,31.0,Not Available,5796,Not Available,Hospital (General Medical & Surgical),Not Available,Not Available,CBECS - Inpatient Healthcare,Not Available,280432,Not Available
5990023,3212-16 Decatur Avenue,3212-16 Decatur Avenue,Not Available,642354,Not Available,Not Available,51250,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,70.4,Not Available,Not Available,Not Available,6085.1,Not Available,2-03354-0009,Not Available,Not Available,Not Available,197.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-22.7,Not Available,0.1,51250,Not Available,11.0,Not Available,249.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6198308,475 Kent,475 Kent Ave,Not Available,3209099.7,Not Available,Not Available,150595,Not Available,17594,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,37.7,Not Available,Not Available,Not Available,36217.2,Not Available,3021590001,Not Available,Not Available,Not Available,170.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-41.2,Not Available,0.2,133001,Not Available,33.0,Not Available,356.3,Not Available,"Multifamily Housing, Other",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6075307,New Bedford Management : 640 West End Avenue,640 West End Ave,Not Available,103200,Not Available,Not Available,49476,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,19.2,Not Available,Not Available,Not Available,1032,Not Available,1-01239-7501,Not Available,Not Available,Not Available,5.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-55.2,Not Available,0,49476,Not Available,6.0,Not Available,82.5,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4930940,88-44 161 St,88-44 161 St,Not Available,5887768.6,Not Available,Not Available,95915,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,79.2,Not Available,Not Available,Not Available,62539,Not Available,4-09764-0082,Not Available,Not Available,Not Available,312.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-6.9,Not Available,0.7,95915,Not Available,24.0,Not Available,437.6,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4406973,130 Fenimore: 130 Fenimore Street,130 Fenimore St,Not Available,5701300.1,Not Available,Not Available,80088,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,88.8,Not Available,Not Available,Not Available,61463.9,Not Available,3-05042-0039,Not Available,Not Available,Not Available,302.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-14.5,Not Available,0.8,80088,Not Available,40.0,Not Available,396.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6202484,St John the Baptist Parish,333 Hart St,Not Available,1411530.4,Not Available,Not Available,154232,0,121618,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,32614,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3015920001,Not Available,Not Available,Not Available,75,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,902.8,Not Available,Not Available,121618,0,36.0,Not Available,5409.6,Not Available,"Other, Worship Facility",Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
2735857,Manor House,241-20 Northern Blvd,Not Available,213314,Not Available,Not Available,105336,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,7,Not Available,Not Available,Not Available,2176.3,Not Available,4081780008,Not Available,Not Available,Not Available,11.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-86.2,Not Available,0,105336,Not Available,19.0,Not Available,60.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4619689,134 West 26 Street,134 West 26 Street,Not Available,Not Available,Not Available,Not Available,95069,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,26.9,Not Available,Not Available,Not Available,Not Available,Not Available,1-00801-0061,Not Available,Not Available,Not Available,147,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-86.1,Not Available,Not Available,95069,Not Available,3.0,Not Available,169.3,Not Available,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
3548092,Borinquen Court,285 East 138th Street,Not Available,7973980.2,Not Available,Not Available,137800,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,79.1,Not Available,Not Available,Not Available,85865.6,Not Available,2-02314-0010,Not Available,Not Available,Not Available,423.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Dedicated Senior/Independent Living,Not Available,-11.2,Not Available,0.6,137800,Not Available,8.0,Not Available,635.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2615619,87-20 Apt Corp.,87-20 175th Street,Not Available,4878183.9,Not Available,Not Available,73313,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,86.3,Not Available,Not Available,Not Available,51615.3,Not Available,4098300035,Not Available,Not Available,Not Available,259.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,0.9,Not Available,0.7,73313,Not Available,27.0,Not Available,369.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5070253,345 West 14th Street Condominium,345 West 14th Street,Not Available,787710.5,Not Available,Not Available,70038,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,23.9,Not Available,Not Available,Not Available,7971.5,Not Available,1-00738-7504,Not Available,Not Available,Not Available,41.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-53.4,Not Available,0.1,70038,Not Available,3.0,Not Available,123.5,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5976078,505 Flushing,505 Flushing Avenue,Not Available,2186999.8,Not Available,Not Available,54400,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,58.3,Not Available,Not Available,Not Available,21870,Not Available,3022637508,Not Available,Not Available,Not Available,116.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-10.1,Not Available,0.4,54400,Not Available,33.0,Not Available,209.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5734843,0105 CubeSmart - Tillotson Avenue,2301 Tillotson Avenue,Not Available,Not Available,Not Available,Not Available,127000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2-05244-0001,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,127000,Not Available,12.0,Not Available,Not Available,Not Available,Self-Storage Facility,Not Available,Not Available,CBECS - Unrefrgerated Warehouse & Storage,Not Available,Not Available,Not Available
5866250,Salon: 2283 3 AVENUE,2283 3 AVENUE,Not Available,1818500.2,Not Available,Not Available,58180,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,64,Not Available,Not Available,Not Available,20395.1,Not Available,1-01789-0001,Not Available,Not Available,Not Available,96.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-1.3,Not Available,0.4,58180,Not Available,8.0,Not Available,250.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6025604,41-40 Denman,41-40 Denman Street,Not Available,1891000,Not Available,Not Available,99180,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,37,Not Available,Not Available,Not Available,18910,Not Available,4-01566-0021,Not Available,Not Available,Not Available,100.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-34.6,Not Available,0.2,99180,Not Available,25.0,Not Available,265.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2917926,St. Catharine Academy,2250 Williamsbridge Road,Not Available,156624.2,Not Available,Not Available,60000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,56.5,Not Available,Not Available,Not Available,1671.7,Not Available,2-04362-0002,Not Available,Not Available,Not Available,184.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-42.6,Not Available,0,60000,Not Available,13.0,Not Available,262.7,Not Available,K-12 School,Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available
5853651,37 West End,37 West End Ave,Not Available,1230100,Not Available,Not Available,70311,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3-08726-7501,Not Available,100,Not Available,65.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-53.2,Not Available,Not Available,55530,Not Available,48.0,Not Available,142.7,Not Available,"Medical Office, Multifamily Housing, Parking",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,0
2831228,"UNITY PLAZA (SITES 17,24,25A)",340 GEORGIA AVENUE,Not Available,1017663.4,Not Available,Not Available,186600,Not Available,Not Available,4479068,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,34.1,Not Available,Not Available,Not Available,10450.5,Not Available,3037690030;3037700001,Not Available,Not Available,Not Available,54.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-31.6,Not Available,0.1,186600,Not Available,42.0,Not Available,556.6,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2831076,INGERSOLL,102 MONUMENT WALK,Not Available,197197146.8,Not Available,Not Available,1521000,Not Available,Not Available,4474067,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,138.5,Not Available,Not Available,Not Available,2106891.5,Not Available,3020340001;3020500001,Not Available,Not Available,Not Available,10474.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-15.8,Not Available,1.4,1521000,Not Available,35.0,Not Available,10474.1,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5976493,2388 Creston Avenue,2388 Creston Avenue,Not Available,2392090.9,Not Available,Not Available,62535,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,66,Not Available,Not Available,Not Available,26124.4,Not Available,2-03165-0010,Not Available,Not Available,Not Available,127.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-8.6,Not Available,0.4,62535,Not Available,14.0,Not Available,272.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2741865,1221 York Avenue,1221 York Avenue,Not Available,5060574.1,Not Available,Not Available,79898,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,80.1,Not Available,Not Available,Not Available,55747.1,Not Available,1014600022,Not Available,Not Available,Not Available,268.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-36.9,Not Available,0.7,79898,Not Available,5.0,Not Available,341.7,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4077824,11 Metrotech,11 MetroTech Center,Not Available,6080148.5,Not Available,Not Available,216000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,443.5,Not Available,Not Available,Not Available,68323.1,Not Available,3-00132-0023,Not Available,Not Available,Not Available,322.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,974.3,Not Available,0.3,216000,Not Available,33.0,Not Available,8209.6,Not Available,Other - Technology/Science,Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
5932490,3030 Brighton 12th Street,3030 Brighton 12th Street,Not Available,5953399.9,Not Available,Not Available,100800,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,74.3,Not Available,Not Available,Not Available,64330,Not Available,3-08709-0072,Not Available,Not Available,Not Available,316.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-17,Not Available,0.6,100800,Not Available,48.0,Not Available,421.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5987876,"17 West 125th Street, LLC","17 West 125th Street, LLC",Not Available,5766441.2,Not Available,Not Available,46200,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,179.3,Not Available,Not Available,Not Available,57664.4,Not Available,1017230023,Not Available,Not Available,Not Available,412.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,87,Not Available,1.2,46200,Not Available,9.0,Not Available,494.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6025598,132-45 Maple Avenue,132-45 Maple Avenue,Not Available,2062200,Not Available,Not Available,161520,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,107.3,Not Available,Not Available,Not Available,21121,Not Available,4-05101-0061,Not Available,Not Available,Not Available,1002.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,15.9,Not Available,0.1,161520,Not Available,20.0,Not Available,1221.9,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4442682,720 Fifth LLC,720 Fifth Avenue,0,Not Available,Not Available,Not Available,121998,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,0,63,Not Available,117.2,Not Available,Not Available,Not Available,Not Available,Not Available,1-01272-0034,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,77.9,Not Available,Not Available,85691,Not Available,4.0,Not Available,1244.4,Not Available,"Office, Retail Store",Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available
