property_id,property_name,address_1,retail_store_number_of_open,natural_gas_use_kbtu,ambulatory_surgical_center,enclosed_mall_gross_floor,property_gfa_calculated,other_weekly_operating_hours,other_gross_floor_area_ft,parent_property_id,year_ending,office_percent_that_can_be,number_of_buildings,worship_facility_gross_floor,retail_store_number_of_walk,office_weekly_operating_hours,refrigerated_warehouse_gross,weather_normalized_site_eui,difference_from_national_2,hospital_general_medical_3,hospital_general_medical_11,weather_normalized_site_2,college_university_number,nyc_borough_block_and_lot,movie_theater_gross_floor,medical_office_percent_that,adult_education_gross_floor,direct_ghg_emissions_metric,residence_hall_dormitory,data_center_pdu_output_meter,hotel_gym_fitness_center,convention_center_gross_floor,hospital_general_medical_13,hospital_general_medical_6,alert_data_center_does_not,multifamily_housing_resident,bank_branch_gross_floor_area,difference_from_national_1,financial_office_computer,weather_normalized_site_1,largest_property_use_type_1,other_number_of_workers_on,council_district,distribution_center_gross,net_emissions_metric_tons,urgent_care_clinic_other,list_of_all_property_use,district_chilled_water_use,supermarket_grocery_gross,national_median_reference,supermarket_grocery_open,hospital_general_medical_2,medical_office_mri_machine
5971651,Baysum Property Management 859 60th Street,859 60th Street,Not Available,3086300,Not Available,Not Available,46019,Not Available,46019,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,81.6,Not Available,Not Available,Not Available,33669.3,Not Available,3057077501,Not Available,Not Available,Not Available,163.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-21.3,Not Available,0.7,46019,Not Available,38.0,Not Available,198.3,Not Available,Other,Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
5160275,Medical Pavilion,263 7th Avenue,Not Available,3569847.2,Not Available,Not Available,237864,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,40,Not Available,150.3,Not Available,Not Available,Not Available,41994,Not Available,3-01084-7501,Not Available,Not Available,Not Available,189.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,0.5,156699,Not Available,39.0,Not Available,901.4,Not Available,"Office, Parking",Not Available,Not Available,,Not Available,Not Available,Not Available
4940498,ZARA - 91-60 193 Street,91-60 193 Street,Not Available,3064135.6,Not Available,Not Available,70513,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,70.8,Not Available,Not Available,Not Available,32711.6,Not Available,4-10820-0068,Not Available,Not Available,Not Available,211.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-19,Not Available,0.5,70513,Not Available,27.0,Not Available,306,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5983675,Energy Plus NY: 401 Park Ave,401 Park Ave,Not Available,142600,Not Available,Not Available,67236,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,18.8,Not Available,Not Available,Not Available,1426,Not Available,3-01881-0051,Not Available,Not Available,Not Available,7.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-57.4,Not Available,0,67236,Not Available,33.0,Not Available,111.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3128123,ROOSEVELT I/ROOSEVELT II,153 MARCUS GARVEY BOULEVARD,Not Available,126164234.3,Not Available,Not Available,1074000,Not Available,Not Available,4474023,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,126.7,Not Available,Not Available,Not Available,1361211.4,Not Available,3015970001;3015980001;3016010024;3015950001;3015950024,Not Available,Not Available,Not Available,6701.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-18.2,Not Available,1.3,1074000,Not Available,36.0,Not Available,6701.2,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
5934962,135-25 79th Street,135-25 79th Street,Not Available,1468499.9,Not Available,Not Available,177116,Not Available,177116,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,25.5,Not Available,Not Available,Not Available,17752.1,Not Available,4-11377-0001,Not Available,Not Available,Not Available,78,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-53,Not Available,0.1,177116,Not Available,32.0,Not Available,335.5,Not Available,Other,Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
4950563,University Center,63 5th Avenue,Not Available,26061201.1,Not Available,Not Available,365000,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,123.3,Not Available,Not Available,Not Available,271279.4,Not Available,1005710001,Not Available,Not Available,Not Available,1384.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-12.9,Not Available,0.7,365000,Not Available,2.0,Not Available,3043.9,Not Available,College/University,Not Available,Not Available,CBECS - College/University,Not Available,Not Available,Not Available
4414756,2340 Adam Clayton Powell Boulevard,2340 Adam Clayton Powell Boulevard,Not Available,244922,Not Available,Not Available,62300,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,107.9,Not Available,Not Available,Not Available,2523.1,Not Available,1020230028,Not Available,Not Available,Not Available,408.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,17.3,Not Available,0,62300,Not Available,,Not Available,519.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2682622,Riverdale YM YWHA,5625 Arlington ave.,Not Available,4265137.6,Not Available,Not Available,57500,105.93,40500,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,191.4,Not Available,Not Available,Not Available,45960.5,Not Available,2-05952-0374,Not Available,Not Available,Not Available,226.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,195.3,Not Available,1.1,40500,Not Available,11.0,Not Available,529.4,Not Available,"Other, Parking",Not Available,Not Available,CBECS - Other,Not Available,Not Available,Not Available
5037090,LL84 - TRB (227 E 30th S),227 East 30th St,Not Available,Not Available,Not Available,Not Available,182506,Not Available,12828,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,330.5,Not Available,Not Available,Not Available,Not Available,Not Available,1-00911-7503,Not Available,Not Available,Not Available,0,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,99408,Not Available,2.0,Not Available,4831.5,Not Available,"Data Center, Office, Other",Not Available,Not Available,EPA - Data Center,Not Available,Not Available,Not Available
2789446,2877 Grand Concourse,2877 Grand Concourse,Not Available,362129,Not Available,Not Available,60366,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,124.9,Not Available,Not Available,Not Available,3621.3,Not Available,2033190107,Not Available,Not Available,Not Available,446.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-2.4,Not Available,0.1,60366,Not Available,14.0,Not Available,546.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
4044541,Terrace 1,195 Steuben St,Not Available,9826900.3,Not Available,Not Available,143836,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,81,Not Available,Not Available,Not Available,105837.2,Not Available,5-02893-0001,Not Available,Not Available,Not Available,522,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-28.7,Not Available,0.7,143836,Not Available,49.0,Not Available,620.7,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
6158545,Austin Nichols House Condominium,184 Kent Ave,Not Available,14819300.6,Not Available,Not Available,407088,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,77.8,Not Available,Not Available,Not Available,148193,Not Available,3023487501,Not Available,Not Available,Not Available,787.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,14.9,Not Available,0.4,346141,Not Available,33.0,Not Available,2637.2,Not Available,"Multifamily Housing, Parking",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
1277231,AB Building,89-36 Van Wyck Expy,Not Available,54524832.5,Not Available,Not Available,259635,Not Available,Not Available,4393741,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,382.2,Not Available,100% Yes,1.31993,545248.3,Not Available,4-09364-0010,Not Available,Not Available,Not Available,2896.1,Not Available,Not Available,Not Available,Not Available,Non Profit,8,Ok,Not Available,Not Available,36.3,Not Available,2.1,259635,Not Available,29.0,Not Available,7064,Not Available,Hospital (General Medical & Surgical),Not Available,Not Available,CBECS - Inpatient Healthcare,Not Available,259635,Not Available
4751107,41-05 College Point Blvd,41-05 College Point Blvd,Not Available,3477805.9,Not Available,Not Available,72242,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,100,1,Not Available,Not Available,65,Not Available,87.8,Not Available,Not Available,Not Available,38794,Not Available,4-05039-7502,Not Available,Not Available,Not Available,184.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,No specific resident population,Not Available,-19,Not Available,0.7,48727,Not Available,20.0,Not Available,312.9,Not Available,"Multifamily Housing, Office, Parking",Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2640823,Chester Realty,1615 Quentin Road,Not Available,5572675.7,Not Available,Not Available,50400,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3-06779-0042,Not Available,Not Available,Not Available,296,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,20.6,Not Available,Not Available,50400,Not Available,48.0,Not Available,332.4,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2831106,MANHATTANVILLE REHAB (GROUP 3),529 WEST 133RD STREET,Not Available,5043755,Not Available,Not Available,59800,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1019870017,Not Available,Not Available,Not Available,267.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,8.2,Not Available,Not Available,59800,Not Available,7.0,Not Available,370.3,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
2666583,Bedford Gardens,70-104 Ross Street,Not Available,59812749.8,Not Available,Not Available,748308,Not Available,Not Available,Not Applicable: Standalone Property,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3021860001,Not Available,Not Available,Not Available,3176.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,57.2,Not Available,Not Available,748308,Not Available,33.0,Not Available,5465.8,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
3128119,LOW HOUSES/GLENMORE PLAZA,180 POWELL STREET,Not Available,5036289.4,Not Available,Not Available,991000,Not Available,Not Available,4473955,2016-12-31T00:00:00.000,Not Available,1,Not Available,Not Available,Not Available,Not Available,5.2,Not Available,Not Available,Not Available,51798.8,Not Available,3037270001;3037450001;3035070001;3037090001,Not Available,Not Available,Not Available,267.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,-96.2,Not Available,0.1,991000,Not Available,41.0,Not Available,267.5,Not Available,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,Not Available,Not Available,Not Available
