source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,ad_group_id,ad_group_name,currency,ad_group_status,start_at,end_at,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend,lat_off_installs
"",2022-03-20,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,15,1,1,0,0,1,1,1,1,168,11.05,0
"",2025-03-06,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,63,0,0,0,0,0,0,0,0,420,7.27,0
"",2024-02-28,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,USD,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,25,1,1,0,0,1,1,1,1,391,21.68,0
"",2025-09-27,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,55,4,4,0,0,4,4,4,4,455,47.14,0
"",2025-08-23,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,28,13,13,0,0,13,13,13,13,329,43.68,0
"",2023-08-10,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,126,4,4,0,0,4,4,4,4,859,18.71,0
"",2022-01-15,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,USD,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,51,19,19,0,0,19,19,19,19,459,19.57,0
"",2023-11-24,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,5,1,1,0,0,1,1,1,1,108,32.2,0
"",2024-08-03,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,9,0,0,0,0,0,0,0,0,78,16.41,0
"",2022-07-30,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,9,3,3,0,0,3,3,3,3,324,31.56,0
"",2022-02-08,3219111,Gaming Studio,973923064,New Feature,983960468,Budget Segment,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,17,2,2,0,0,2,2,2,2,596,44.4,0
"",2023-08-06,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,95,7,7,0,0,7,7,7,7,638,36.21,0
"",2022-03-10,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,10,2,2,0,0,2,2,2,2,167,9.22,0
"",2024-03-02,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,25,12,12,0,0,12,12,12,12,848,12.25,0
"",2023-08-23,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,33,11,11,0,0,11,11,11,11,837,37.03,0
"",2025-04-11,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,15,5,5,0,0,5,5,5,5,296,33.71,0
"",2023-03-31,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,25,12,12,0,0,12,12,12,12,300,43.78,0
"",2024-01-13,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,USD,ENABLED,2025-11-20 00:00:00,2026-01-15 23:59:00,10,5,5,0,0,5,5,5,5,199,24.76,0
"",2023-08-12,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,77,34,34,0,0,34,34,34,34,790,49.75,0
"",2025-06-16,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,USD,PAUSED,2025-11-23 00:00:00,2026-01-01 23:59:00,5,0,0,0,0,0,0,0,0,56,32.46,0
"",2024-08-16,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,55,25,25,0,0,25,25,25,25,368,23.78,0
"",2025-09-02,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,84,35,35,0,0,35,35,35,35,782,5.86,0
"",2025-02-14,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,81,37,37,0,0,37,37,37,37,715,11.07,0
"",2024-10-08,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,21,9,9,0,0,9,9,9,9,193,29.78,0
"",2024-05-29,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,14,7,7,0,0,7,7,7,7,137,3.34,0
"",2023-04-28,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,12,5,5,0,0,5,5,5,5,529,45.98,0
"",2024-09-15,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,92,22,22,0,0,22,22,22,22,645,9.05,0
"",2022-05-08,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,26,5,5,0,0,5,5,5,5,419,33.58,0
"",2022-01-24,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,USD,PAUSED,2025-11-20 00:00:00,2026-01-15 23:59:00,22,1,1,0,0,1,1,1,1,161,26.44,0
"",2024-09-25,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,56,13,13,0,0,13,13,13,13,392,25.75,0
"",2022-12-11,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,5,1,1,0,0,1,1,1,1,111,10.08,0
"",2023-01-13,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,USD,ENABLED,2025-11-20 00:00:00,2026-01-15 23:59:00,89,24,24,0,0,24,24,24,24,751,21.63,0
"",2025-11-27,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,33,9,9,0,0,9,9,9,9,345,14.06,0
"",2025-05-16,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,74,37,37,0,0,37,37,37,37,923,47.99,0
"",2022-06-16,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,USD,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,48,8,8,0,0,8,8,8,8,344,33.59,0
"",2022-09-18,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,106,1,1,0,0,1,1,1,1,738,8.89,0
"",2022-12-13,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,46,18,18,0,0,18,18,18,18,826,26.44,0
"",2024-06-24,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,USD,PAUSED,2025-11-23 00:00:00,2026-01-01 23:59:00,63,18,18,0,0,18,18,18,18,472,14.8,0
"",2022-12-19,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,14,3,3,0,0,3,3,3,3,518,30.91,0
"",2023-01-24,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,14,1,1,0,0,1,1,1,1,680,27.66,0
"",2024-07-05,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,17,6,6,0,0,6,6,6,6,333,32.87,0
"",2021-12-07,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,9,3,3,0,0,3,3,3,3,88,25.84,0
"",2022-04-26,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,5,2,2,0,0,2,2,2,2,95,26.99,0
"",2023-01-11,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,41,0,0,0,0,0,0,0,0,359,21.53,0
"",2023-02-18,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,58,28,28,0,0,28,28,28,28,983,11.97,0
"",2023-10-25,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,18,3,3,0,0,3,3,3,3,122,12.26,0
"",2023-12-04,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,23,6,6,0,0,6,6,6,6,171,43.15,0
"",2025-02-06,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,31,7,7,0,0,7,7,7,7,422,41.36,0
"",2023-05-31,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,101,2,2,0,0,2,2,2,2,831,26.43,0
"",2025-05-04,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,79,13,13,0,0,13,13,13,13,576,42.44,0
"",2023-05-05,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,120,24,24,0,0,24,24,24,24,873,37.9,0
"",2025-05-04,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,7,3,3,0,0,3,3,3,3,152,16.17,0
"",2025-06-23,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,9,0,0,0,0,0,0,0,0,84,32.71,0
"",2024-05-08,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,16,1,1,0,0,1,1,1,1,185,16.65,0
"",2024-08-08,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,23,8,8,0,0,8,8,8,8,877,32.53,0
"",2024-05-28,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,39,15,15,0,0,15,15,15,15,304,43.15,0
"",2024-08-07,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,42,5,5,0,0,5,5,5,5,905,33.6,0
"",2022-09-03,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,80,24,24,0,0,24,24,24,24,951,31.69,0
"",2025-11-11,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,10,4,4,0,0,4,4,4,4,536,8.76,0
"",2023-04-02,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,40,3,3,0,0,3,3,3,3,589,32.09,0
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,9,2,2,0,0,2,2,2,2,403,5,0
"",2024-03-01,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,36,6,6,0,0,6,6,6,6,542,33.88,0
"",2022-10-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,8,1,1,0,0,1,1,1,1,125,29.33,0
"",2024-09-08,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,30,4,4,0,0,4,4,4,4,401,38.83,0
"",2023-10-19,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,8,4,4,0,0,4,4,4,4,777,21.83,0
"",2023-02-28,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,60,13,13,0,0,13,13,13,13,929,32.3,0
"",2023-02-25,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,29,12,12,0,0,12,12,12,12,855,21.67,0
"",2024-04-29,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,67,32,32,0,0,32,32,32,32,854,22.09,0
"",2022-01-21,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,8,3,3,0,0,3,3,3,3,701,36.05,0
"",2025-03-26,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,18,2,2,0,0,2,2,2,2,128,35.08,0
"",2022-05-26,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,12,5,5,0,0,5,5,5,5,692,24.57,0
"",2022-11-19,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,138,9,9,0,0,9,9,9,9,997,14.94,0
"",2025-10-11,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,55,24,24,0,0,24,24,24,24,984,5.96,0
"",2024-11-09,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,40,8,8,0,0,8,8,8,8,577,23.07,0
"",2024-01-13,3219111,Gaming Studio,973923064,New Feature,983960468,Budget Segment,USD,ENABLED,2025-10-14 00:00:00,2025-11-19 23:59:00,109,49,49,0,0,49,49,49,49,882,31.04,0
"",2024-12-26,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,5,2,2,0,0,2,2,2,2,131,2.16,0
"",2023-03-29,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,USD,PAUSED,2025-10-02 00:00:00,2025-11-12 23:59:00,20,5,5,0,0,5,5,5,5,739,6.19,0
"",2025-09-17,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,79,17,17,0,0,17,17,17,17,889,26.66,0
"",2024-12-08,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,47,15,15,0,0,15,15,15,15,787,17.82,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,10,3,3,0,0,3,3,3,3,546,6.05,0
"",2022-02-18,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,72,0,0,0,0,0,0,0,0,782,46.92,0
"",2022-09-30,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,29,10,10,0,0,10,10,10,10,389,19.15,0
"",2022-08-21,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,37,16,16,0,0,16,16,16,16,512,33.97,0
"",2022-12-11,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,39,0,0,0,0,0,0,0,0,533,45.47,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,27,6,6,0,0,6,6,6,6,1494,25.88,1
"",2022-12-12,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,20,6,6,0,0,6,6,6,6,601,33.72,0
"",2023-12-08,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,31,1,1,0,0,1,1,1,1,709,10.18,0
"",2023-04-15,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,19,9,9,0,0,9,9,9,9,946,27.55,0
"",2025-09-05,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,7,2,2,0,0,2,2,2,2,54,6.08,0
"",2025-02-25,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,USD,ENABLED,2025-10-30 00:00:00,2025-12-11 23:59:00,28,6,6,0,0,6,6,6,6,279,48.78,0
"",2022-11-13,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,61,15,15,0,0,15,15,15,15,505,22.99,0
"",2024-10-28,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,40,15,15,0,0,15,15,15,15,380,40.36,0
"",2023-05-14,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,25,1,1,0,0,1,1,1,1,322,18.49,0
"",2025-12-26,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,26,7,7,0,0,7,7,7,7,249,24.24,0
"",2024-10-18,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,38,16,16,0,0,16,16,16,16,589,47.34,0
"",2025-02-25,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,USD,PAUSED,2025-10-20 00:00:00,2025-12-01 23:59:00,15,7,7,0,0,7,7,7,7,446,48.07,0
"",2021-12-28,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,USD,PAUSED,2025-11-19 00:00:00,2026-01-08 23:59:00,28,11,11,0,0,11,11,11,11,735,22.89,0
"",2022-11-20,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,USD,ENABLED,2025-11-20 00:00:00,2026-01-15 23:59:00,5,1,1,0,0,1,1,1,1,79,44.56,0
"",2022-09-09,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,14,7,7,0,0,7,7,7,7,528,27.88,0
"",2022-11-23,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,43,8,8,0,0,8,8,8,8,730,20.02,0
"",2021-12-06,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,USD,PAUSED,2025-10-30 00:00:00,2025-12-11 23:59:00,92,10,10,0,0,10,10,10,10,831,34.67,0
"",2023-08-12,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,22,8,8,0,0,8,8,8,8,194,23.37,0
"",2023-05-18,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,USD,PAUSED,2025-10-17 00:00:00,2025-12-07 23:59:00,108,14,14,0,0,14,14,14,14,833,40.53,0
"",2023-07-29,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,102,38,38,0,0,38,38,38,38,792,13.52,0
"",2023-11-07,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,51,1,1,0,0,1,1,1,1,365,14.88,0
"",2022-06-12,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,USD,ENABLED,2025-11-23 00:00:00,2026-01-01 23:59:00,7,1,1,0,0,1,1,1,1,133,36.67,0
"",2022-01-16,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,9,3,3,0,0,3,3,3,3,144,30.02,0
"",2023-07-06,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,16,2,2,0,0,2,2,2,2,703,31.57,0
"",2022-04-24,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,USD,ENABLED,2025-11-01 00:00:00,2025-12-06 23:59:00,133,36,36,0,0,36,36,36,36,936,25.49,0
"",2025-10-17,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,52,3,3,0,0,3,3,3,3,458,37.19,0
"",2022-09-15,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,USD,ENABLED,2025-10-17 00:00:00,2025-12-07 23:59:00,9,1,1,0,0,1,1,1,1,490,17.24,0
"",2023-01-02,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,7,1,1,0,0,1,1,1,1,353,24.65,0
"",2025-01-13,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,USD,PAUSED,2021-12-09 00:00:00,2022-01-31 23:59:00,52,20,20,0,0,20,20,20,20,610,35.18,0
"",2025-02-26,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,USD,ENABLED,2021-12-14 00:00:00,2022-01-14 23:59:59.999,11,1,1,0,0,1,1,1,1,118,10.08,0
"",2023-07-12,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,USD,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,120,14,14,0,0,14,14,14,14,975,15.85,0
"",2023-05-13,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,USD,PAUSED,2025-10-20 00:00:00,2025-12-01 23:59:00,84,23,23,0,0,23,23,23,23,864,43.71,0
"",2025-04-19,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,109,5,5,0,0,5,5,5,5,747,29.92,0
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,11,4,4,0,0,4,4,4,4,350,5.03,0
"",2023-03-20,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,USD,ENABLED,2025-11-19 00:00:00,2026-01-08 23:59:00,13,4,4,0,0,4,4,4,4,525,47.28,0
"",2024-01-25,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,USD,PAUSED,2025-10-09 00:00:00,2025-12-06 23:59:00,116,33,33,0,0,33,33,33,33,904,36.92,0
"",2022-09-10,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,USD,PAUSED,2025-11-01 00:00:00,2025-12-06 23:59:00,55,4,4,0,0,4,4,4,4,429,20.91,0
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,5,0,0,0,0,0,0,0,0,100,5.09,0
"",2024-07-28,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,USD,ENABLED,2021-12-09 00:00:00,2022-01-31 23:59:00,15,1,1,0,0,1,1,1,1,353,18.81,0
