latitude,longitude,ct2010,sanitsub,retailarea,plutomapid,policeprct,bldgclass,garagearea,bldgarea,strgearea,ycoord,numfloors,officearea,borocode,appbbl,firecomp,areasource,zmcode,overlay1,tract2010,residfar,block
40.5933047,-73.925995,628,4D,940.0,1,61,K1,0.0,940,0.0,155442,1.0,0.0,3,,E321,2,,C2-3,628,1.0,8932
40.8514814,-73.7896516,516,1C,0.0,1,45,Z9,0.0,525,0.0,249565,1.0,0.0,2,,L053,2,,,516,0.0,5634
40.5885079,-73.923462,628,4D,0.0,1,61,A1,0.0,1128,0.0,153695,2.5,0.0,3,,E321,2,,,628,1.0,8907
40.6251527,-74.0319786,62,2E,0.0,1,68,A3,0.0,1708,0.0,167038,2.75,0.0,3,,E241,2,,,62,0.75,6024
40.587864,-73.9252018,628,4D,0.0,1,61,A1,0.0,1016,0.0,153460,2.0,0.0,3,,E321,2,,,628,1.0,8866
40.6242668,-74.0294781,62,2E,0.0,1,68,C0,0.0,2640,0.0,166715,2.0,0.0,3,,E241,2,,,62,1.0,6025
40.627887,-74.03051,64,2D,0.0,1,68,B9,0.0,1750,0.0,168034,3.0,0.0,3,,E241,2,,,64,1.0,5987
40.8411214,-73.7858389,516,1C,0.0,1,45,A2,0.0,796,0.0,245793,1.0,0.0,2,,E070,2,,,516,0.75,5626
40.6104593,-73.9254033,662,7C,,1,63,V0,,0,,161692,,,3,,E309,7,,,662,1.0,8541
40.8532885,-73.7887024,516,1C,0.0,1,45,B2,0.0,2156,0.0,250224,2.0,0.0,2,,L053,2,,,516,0.75,5647
40.6277252,-74.0296598,64,2D,0.0,1,68,S2,0.0,3300,0.0,167975,3.0,1089.0,3,,E241,2,,C1-3,64,2.0,5987
40.6238249,-74.02955,62,2E,0.0,1,68,B1,0.0,2170,0.0,166554,2.0,0.0,3,,E241,2,,,62,1.0,6034
40.5887211,-73.9221404,628,4D,0.0,1,61,A1,0.0,4173,0.0,153773,2.0,0.0,3,3089070634.0,E321,2,,,628,1.0,8907
40.5857693,-73.9288584,628,4E,0.0,1,61,G1,150000.0,150000,0.0,152696,3.0,0.0,3,,L169,2,,,628,0.75,8842
40.6295336,-74.0311881,64,2D,0.0,1,68,B2,0.0,2583,0.0,168634,2.75,0.0,3,,E241,2,,,64,1.0,5968
40.8457842,-73.7870673,516,1C,0.0,1,45,A1,0.0,2020,0.0,247491,2.0,0.0,2,,E070,2,,,516,0.75,5629
40.5920874,-73.9280883,628,4D,0.0,1,61,A1,0.0,806,0.0,154998,1.5,0.0,3,,E321,2,,,628,1.0,8932
40.6255244,-74.0278035,46,2D,0.0,1,68,M1,0.0,40800,0.0,167173,4.0,40800.0,3,,E241,2,,,46,3.0,6007
40.5874154,-73.9233013,628,4D,0.0,1,61,A9,0.0,2408,0.0,153297,1.75,0.0,3,3088561634.0,E321,2,,,628,1.0,8856
40.6260372,-74.0296698,62,2E,1089.0,1,68,S2,0.0,3300,0.0,167360,3.0,0.0,3,,E241,2,,C2-3,62,2.0,6007
40.8523465,-73.7914526,516,1C,,1,45,Z9,,0,,249879,,,2,,L053,7,,C2-2,516,0.75,5635
40.6069185,-73.9253137,662,7C,0.0,1,63,A9,0.0,1036,0.0,160402,2.0,0.0,3,,E309,2,,,662,1.0,8555
40.6248791,-74.0289164,62,2E,0.0,1,68,A5,0.0,1626,0.0,166938,2.0,0.0,3,,E241,2,,,62,1.0,6017
40.8414321,-73.7846597,516,1C,,1,45,G7,,0,,245907,,,2,2056260051.0,E070,7,,C2-2,516,0.75,5626
40.6262895,-74.0304913,62,2E,0.0,1,68,B3,0.0,2640,0.0,167452,2.0,0.0,3,,E241,2,,,62,0.75,6006
40.6985059,-73.7563064,522,6E,0.0,1,113,A5,0.0,1160,0.0,193855,2.0,0.0,4,,E317,2,,,522,1.0,11014
40.6069044,-73.9248203,662,7C,0.0,1,63,B9,0.0,2192,0.0,160397,2.0,0.0,3,,E309,2,,,662,1.0,8555
40.6263772,-74.0308516,62,2E,0.0,1,68,B1,0.0,2380,0.0,167484,2.0,0.0,3,,E241,2,,,62,0.75,6006
40.6105614,-73.9262424,662,7C,0.0,1,63,C3,0.0,3200,0.0,161729,2.0,0.0,3,,E309,2,,,662,1.0,8526
40.6070555,-73.9249894,662,7C,0.0,1,63,B1,0.0,2460,0.0,160452,1.75,0.0,3,,E309,2,,,662,1.0,8555
40.7016218,-73.759191,522,4E,0.0,1,113,A1,0.0,1642,0.0,194988,2.5,0.0,4,,L150,2,,,522,0.75,10972
40.5877394,-73.9235529,628,4D,,1,61,V0,,0,,153415,,,3,,E321,7,,,628,1.0,8866
40.8571059,-73.7884625,516,1C,0.0,1,45,A2,0.0,3630,0.0,251615,1.0,0.0,2,,L053,2,,,516,0.75,5648
40.6239178,-74.0312107,62,2E,990.0,1,68,S2,0.0,3000,0.0,166588,3.0,0.0,3,,E241,2,,C2-3,62,2.0,6033
40.6069566,-73.9248779,662,7C,0.0,1,63,B2,0.0,2216,0.0,160416,2.0,0.0,3,,E309,2,,,662,1.0,8555
40.6070716,-73.9204083,662,7C,11149.0,1,63,K1,0.0,11149,0.0,160459,2.0,0.0,3,,E309,2,,,662,0.0,8590
40.6070256,-73.925436,662,7C,0.0,1,63,A9,0.0,1036,0.0,160441,2.0,0.0,3,,E309,2,,,662,1.0,8555
40.6252907,-74.0294281,62,2E,0.0,1,68,A5,0.0,1564,0.0,167088,2.0,0.0,3,,E241,2,,,62,1.0,6017
40.6112387,-73.9252296,662,7C,0.0,1,63,A5,0.0,1268,0.0,161976,2.0,0.0,3,,E309,2,,,662,1.0,8528
40.6279152,-74.0272641,64,2D,0.0,1,68,A1,0.0,1388,0.0,168044,2.5,0.0,3,,E241,2,,,64,1.0,5979
40.5929975,-73.926305,628,4D,0.0,1,61,A1,0.0,1059,0.0,155330,1.75,0.0,3,,E321,2,,,628,1.0,8932
40.6065391,-73.9244137,662,7C,0.0,1,63,B9,0.0,2192,0.0,160264,2.0,0.0,3,,E309,2,,,662,1.0,8555
40.6094796,-73.9257106,662,7C,0.0,1,63,A1,0.0,1166,0.0,161335,2.0,0.0,3,,E309,2,,,662,1.0,8540
40.8401602,-73.7840856,516,1C,0.0,1,45,A1,0.0,2135,0.0,245444,3.0,0.0,2,,E070,2,,,516,0.75,5625
40.6300428,-74.0257807,64,2C,0.0,1,68,D7,0.0,26804,0.0,168819,7.0,4071.0,3,,E241,2,,,64,3.0,5950
40.5874507,-73.9228152,628,4D,0.0,1,61,Z9,0.0,80,0.0,153310,1.0,80.0,3,,E321,2,,,628,1.0,8900
40.6249499,-74.0311319,62,2E,0.0,1,68,A3,0.0,2940,0.0,166964,3.0,0.0,3,,E241,2,,,62,0.75,6024
40.5998016,-74.0995004,177,3D,0.0,1,122,A3,0.0,4000,0.0,157816,3.0,0.0,5,,E160,2,,,177,0.75,860
40.8188348,-73.9547485,219,2B,0.0,1,30,C1,0.0,15370,0.0,237604,5.0,0.0,1,,E080,2,,,219,4.0,1987
40.8412272,-73.7866554,516,1C,0.0,1,45,B1,0.0,2108,0.0,245831,2.0,0.0,2,,E070,2,,,516,0.75,5626
40.6252578,-74.029284,62,2E,0.0,1,68,B3,0.0,1500,0.0,167076,2.0,0.0,3,,E241,2,,,62,1.0,6017
