dbn,school_name,asian_2,grade_5,grade_2,grade_12,english_language_learners_1,poverty,year,grade_8,male_1,english_language_learners_2,grade_pk,hispanic_2,grade_6,grade_9,male_2
15K094,P.S. 094 The Henry Longfellow,61.4,229.0,250,0.0,828.0,1489,2015-16,0.0,743.0,54.8,0.0,36.6,0.0,0.0,49.1
04M171,P.S. 171 Patrick Henry,5.4,57.0,60,0.0,20.0,734,2015-16,99.0,363.0,2.7,35.0,63.2,92.0,0.0,49.5
12X067,P.S. 067 Mohegan School,,103.0,112,0.0,48.0,659,2015-16,0.0,353.0,7.3,58.0,73.9,0.0,0.0,53.6
15K676,Red Hook Neighborhood School,,29.0,32,0.0,19.0,186,2015-16,0.0,112.0,9.5,15.0,45.0,0.0,0.0,56.0
12X047,P.S. 047 John Randolph,11.7,175.0,200,0.0,286.0,1102,2015-16,0.0,574.0,24.7,0.0,67.8,0.0,0.0,49.6
09X128,Mott Hall III,,0.0,0,0.0,19.0,337,2015-16,122.0,158.0,5.1,0.0,53.1,131.0,0.0,42.6
08X304,P.S. 304 Early Childhood School,6.7,84.0,69,0.0,,378,2015-16,0.0,264.0,,36.0,58.8,0.0,0.0,50.9
06M098,P.S. 098 Shorac Kappock,,67.0,77,0.0,227.0,560,2015-16,0.0,315.0,37.5,83.0,93.7,0.0,0.0,52.1
19K190,P.S. 190 Sheffield,,29.0,32,0.0,,168,2015-16,0.0,72.0,,17.0,21.6,0.0,0.0,40.9
09X297,Morris Academy for Collaborative Studies,,0.0,0,118.0,82.0,395,2015-16,0.0,232.0,18.5,0.0,70.9,0.0,114.0,52.4
18K285,I.S. 285 Meyer Levin,,0.0,0,0.0,,584,2015-16,296.0,356.0,,0.0,4.5,185.0,0.0,50.6
15K169,P.S. 169 Sunset Park,53.0,257.0,275,0.0,748.0,1624,2015-16,0.0,833.0,46.1,0.0,41.1,0.0,0.0,51.3
07X224,P.S./I.S. 224,,0.0,0,0.0,97.0,359,2015-16,122.0,192.0,26.4,0.0,73.8,118.0,0.0,52.3
09X443,The Family School,3.9,82.0,76,0.0,176.0,491,2015-16,0.0,254.0,32.5,33.0,66.2,0.0,0.0,46.9
19K507,Performing Arts and Technology High School,,0.0,0,71.0,12.0,381,2015-16,0.0,189.0,2.7,0.0,22.4,0.0,196.0,42.9
10X565,High School for Energy and Technology,,0.0,0,76.0,34.0,400,2015-16,0.0,336.0,8.5,0.0,69.7,0.0,115.0,84.0
15K051,M.S. 51 William Alexander,12.3,0.0,0,0.0,22.0,269,2015-16,376.0,500.0,2.0,0.0,18.5,377.0,0.0,44.3
09X063,P.S. 063 Author's Academy,,101.0,92,0.0,126.0,621,2015-16,0.0,307.0,19.4,51.0,60.6,0.0,0.0,47.2
16K081,P.S. 081 Thaddeus Stevens,,51.0,40,0.0,24.0,283,2015-16,0.0,155.0,7.9,19.0,37.8,0.0,0.0,51.0
14K610,Automotive High School,,0.0,0,25.0,30.0,287,2015-16,0.0,351.0,8.1,0.0,40.9,0.0,208.0,94.4
02M392,MANHATTAN BUSINESS ACADEMY,3.8,0.0,0,90.0,22.0,345,2015-16,0.0,226.0,5.2,0.0,61.0,0.0,118.0,53.4
02M033,P.S. 033 Chelsea Prep,25.2,104.0,111,0.0,26.0,295,2015-16,0.0,316.0,4.1,30.0,29.7,0.0,0.0,49.5
07X379,Jill Chaifetz Transfer High School,,0.0,0,76.0,13.0,199,2015-16,0.0,82.0,6.5,0.0,61.8,0.0,,41.2
11X288,Collegiate Institute for Math and Science,11.4,0.0,0,162.0,20.0,496,2015-16,0.0,390.0,2.9,0.0,43.5,0.0,194.0,55.8
17K531,"School for Human Rights, The",,0.0,0,74.0,17.0,340,2015-16,41.0,206.0,4.2,0.0,9.8,18.0,85.0,50.6
09X413,Bronx High School for Medical Science,7.8,0.0,0,44.0,27.0,423,2015-16,58.0,197.0,6.4,0.0,56.5,58.0,81.0,46.6
13K113,M.S. 113 Ronald Edmonds Learning Center,3.9,0.0,0,0.0,13.0,348,2015-16,174.0,236.0,3.1,0.0,18.4,105.0,0.0,57.0
09X230,P.S. 230 Dr Roland N. Patterson,,76.0,0,0.0,,72,2015-16,0.0,34.0,,0.0,51.3,0.0,0.0,44.7
19K290,P.S. 290 Juan Morel Campos,3.9,85.0,97,0.0,103.0,564,2015-16,0.0,305.0,17.4,18.0,70.2,0.0,0.0,51.6
11X103,P.S. 103 Hector Fontanez,2.8,160.0,200,0.0,205.0,990,2015-16,0.0,610.0,17.5,0.0,37.1,0.0,0.0,52.1
08X559,School for Tourism and Hospitality,,0.0,0,52.0,43.0,265,2015-16,0.0,109.0,14.1,0.0,59.7,0.0,107.0,35.7
10X438,Fordham Leadership Academy for Business and Technology,,0.0,0,101.0,63.0,377,2015-16,0.0,255.0,15.4,0.0,67.8,0.0,144.0,62.2
17K751,Academy for Health Careers,,0.0,0,69.0,18.0,284,2015-16,0.0,109.0,5.0,0.0,9.7,0.0,100.0,30.1
09X231,Eagle Academy for Young Men,,0.0,0,66.0,23.0,478,2015-16,87.0,568.0,4.0,0.0,39.4,70.0,110.0,100.0
08X140,P.S. X140 The Eagle School,,108.0,92,0.0,71.0,553,2015-16,0.0,341.0,10.9,53.0,61.5,0.0,0.0,52.1
01M363,Neighborhood School,5.4,56.0,38,0.0,11.0,121,2015-16,0.0,170.0,3.5,16.0,34.2,0.0,0.0,54.3
16K025,P.S. 025 Eubie Blake School,,22.0,26,0.0,,142,2015-16,0.0,76.0,,15.0,28.1,0.0,0.0,52.1
16K628,Brooklyn Brownstone School,0.0,16.0,34,0.0,0.0,143,2015-16,0.0,102.0,0.0,34.0,9.0,0.0,0.0,45.9
13K301,Satellite East Middle School,16.7,0.0,0,0.0,17.0,94,2015-16,30.0,56.0,17.7,0.0,13.5,34.0,0.0,58.3
16K005,P.S. 005 Dr. Ronald Mcnair,,26.0,35,0.0,13.0,198,2015-16,0.0,109.0,5.6,19.0,14.3,0.0,0.0,47.2
14K016,P.S. 016 Leonard Dunkly,,32.0,38,0.0,21.0,242,2015-16,0.0,114.0,8.7,12.0,66.9,0.0,0.0,47.1
11X105,P.S. 105 Sen Abraham Bernstein,8.3,216.0,205,0.0,249.0,1119,2015-16,0.0,637.0,19.8,0.0,66.4,0.0,0.0,50.6
06M322,Middle School 322,,0.0,0,0.0,162.0,287,2015-16,114.0,169.0,50.8,0.0,95.0,104.0,0.0,53.0
17K061,M.S. 061 Dr. Gladstone H. Atwell,,0.0,0,0.0,52.0,814,2015-16,240.0,419.0,6.4,0.0,10.0,293.0,0.0,51.5
11X481,The STEAM Bridge School,0.0,0.0,0,0.0,12.0,56,2015-16,0.0,46.0,17.1,0.0,52.9,0.0,0.0,65.7
11X181,I.S. 181 Pablo Casals,5.4,0.0,0,0.0,28.0,637,2015-16,281.0,447.0,3.2,0.0,26.0,317.0,0.0,51.2
20K105,P.S. 105 The Blythebourne,92.2,283.0,268,0.0,835.0,1675,2015-16,0.0,865.0,49.9,0.0,4.5,0.0,0.0,51.6
17K397,P.S. 397 Foster-Laurie,,49.0,29,0.0,29.0,198,2015-16,0.0,131.0,11.6,11.0,8.0,0.0,0.0,52.2
09X145,J.H.S. 145 Arturo Toscanini,,0.0,0,0.0,128.0,299,2015-16,110.0,171.0,42.8,0.0,69.2,77.0,0.0,57.2
04M377,Renaissance School of the Arts,,0.0,0,0.0,17.0,131,2015-16,59.0,67.0,10.4,0.0,52.8,49.0,0.0,41.1
18K114,P.S. 114 Ryder Elementary,2.0,108.0,71,0.0,71.0,603,2015-16,0.0,313.0,11.8,52.0,10.1,0.0,0.0,51.9
17K091,P.S. 091 The Albany Avenue School,,63.0,49,0.0,22.0,325,2015-16,0.0,172.0,6.2,42.0,6.2,0.0,0.0,48.3
15K118,The Maurice Sendak Community School,5.5,0.0,48,0.0,0.0,21,2015-16,0.0,109.0,0.0,67.0,9.6,0.0,0.0,50.0
10X059,P.S. 059 The Community School of Technology,,88.0,96,0.0,92.0,617,2015-16,0.0,306.0,14.8,62.0,68.2,0.0,0.0,49.1
17K382,Academy for College Preparation and Career Explora,,0.0,0,70.0,42.0,357,2015-16,54.0,261.0,9.3,0.0,14.6,33.0,99.0,57.9
03M165,P.S. 165 Robert E. Simon,3.5,79.0,91,0.0,129.0,557,2015-16,82.0,395.0,16.6,28.0,67.6,57.0,0.0,51.0
11X016,P.S. 016 Wakefield,4.1,84.0,70,0.0,19.0,435,2015-16,0.0,237.0,4.1,46.0,27.8,0.0,0.0,51.4
07X179,P.S. 179,,50.0,50,0.0,111.0,364,2015-16,0.0,196.0,29.8,33.0,82.8,0.0,0.0,52.5
02M533,Union Square Academy for Health Sciences,14.9,0.0,0,92.0,32.0,325,2015-16,0.0,116.0,7.7,0.0,54.7,0.0,123.0,28.0
10X080,J.H.S. 080 The Mosholu Parkway,13.1,0.0,0,0.0,198.0,531,2015-16,210.0,331.0,31.1,0.0,67.3,200.0,0.0,52.0
11X567,Linden Tree Elementary School,15.8,0.0,46,0.0,69.0,272,2015-16,0.0,125.0,25.4,18.0,64.0,0.0,0.0,46.0
10X360,P.S. 360,,60.0,74,0.0,71.0,418,2015-16,0.0,255.0,14.4,46.0,83.6,0.0,0.0,51.7
10X008,P.S. 008 Issac Varian,4.7,152.0,204,0.0,266.0,940,2015-16,0.0,558.0,24.8,0.0,76.8,0.0,0.0,52.0
01M301,"Technology, Arts, and Sciences Studio",7.7,0.0,0,0.0,,124,2015-16,56.0,80.0,,0.0,55.1,46.0,0.0,51.3
02M615,Chelsea Career and Technical Education High School,10.3,0.0,0,89.0,,374,2015-16,0.0,271.0,,0.0,56.8,0.0,149.0,62.3
09X329,DreamYard Preparatory School,,0.0,0,41.0,55.0,294,2015-16,0.0,120.0,18.7,0.0,59.9,0.0,90.0,40.8
06M028,P.S. 028 Wright Brothers,,115.0,126,0.0,227.0,704,2015-16,0.0,367.0,32.2,36.0,83.7,0.0,0.0,52.1
02M313,"James Baldwin School, The: A School for Expedition",,0.0,0,59.0,16.0,197,2015-16,0.0,123.0,6.0,0.0,48.7,0.0,31.0,46.4
11X249,Bronx Health Sciences High School,7.5,0.0,0,58.0,17.0,237,2015-16,0.0,156.0,5.1,0.0,37.2,0.0,114.0,46.8
11X290,Bronx Academy of Health Careers,4.8,0.0,0,94.0,54.0,457,2015-16,0.0,157.0,11.8,0.0,51.0,0.0,131.0,34.4
17K537,High School for Youth and Community Development at,,0.0,0,80.0,32.0,331,2015-16,0.0,248.0,8.1,0.0,10.7,0.0,118.0,62.9
09X058,P.S. 058,,66.0,87,0.0,99.0,415,2015-16,0.0,260.0,19.6,32.0,70.9,0.0,0.0,51.5
12X286,Fannie Lou Hamer Middle School,,0.0,0,0.0,44.0,267,2015-16,84.0,142.0,16.5,0.0,70.8,86.0,0.0,53.2
03M180,P.S. 180 Hugo Newman,,64.0,60,0.0,28.0,411,2015-16,55.0,310.0,4.7,69.0,29.6,58.0,0.0,52.1
17K528,The High School for Global Citizenship,,0.0,0,61.0,37.0,208,2015-16,0.0,125.0,16.0,0.0,13.4,0.0,42.0,54.1
19K422,Spring Creek Community School,,0.0,0,0.0,,274,2015-16,75.0,164.0,,0.0,23.7,84.0,79.0,52.6
10X091,P.S. 091 Bronx,2.6,100.0,143,0.0,288.0,660,2015-16,0.0,386.0,37.9,0.0,76.4,0.0,0.0,50.8
08X405,Herbert H. Lehman High School,11.9,0.0,0,222.0,118.0,755,2015-16,0.0,697.0,10.8,0.0,53.3,0.0,404.0,63.8
16K026,P.S. 026 Jesse Owens,,32.0,30,0.0,13.0,208,2015-16,0.0,110.0,6.3,16.0,25.5,0.0,0.0,52.9
08X467,Mott Hall Community School,,0.0,0,0.0,14.0,210,2015-16,78.0,132.0,5.6,0.0,69.1,90.0,0.0,53.0
10X209,P.S. 209,,0.0,60,0.0,77.0,260,2015-16,0.0,126.0,28.4,40.0,83.4,0.0,0.0,46.5
09X454,Science and Technology Academy: A Mott Hall School,,0.0,0,0.0,86.0,385,2015-16,142.0,260.0,19.9,0.0,70.1,135.0,0.0,60.2
06M348,Washington Heights Expeditionary Learning School,,0.0,0,77.0,129.0,760,2015-16,89.0,428.0,17.0,31.0,94.2,87.0,120.0,56.3
15K863,Pre-K Center at Bishop Ford School Site,6.4,0.0,0,0.0,0.0,281,2015-16,0.0,140.0,0.0,281.0,32.0,0.0,0.0,49.8
09X163,P.S. 163 Arthur A. Schomburg,,95.0,101,0.0,178.0,543,2015-16,0.0,277.0,32.4,18.0,59.9,0.0,0.0,50.5
01M015,P.S. 015 Roberto Clemente,,18.0,39,0.0,16.0,176,2015-16,0.0,93.0,9.1,14.0,59.7,0.0,0.0,52.8
10X386,School for Environmental Citizenship,,67.0,125,0.0,180.0,603,2015-16,0.0,302.0,29.5,70.0,82.8,0.0,0.0,49.4
11X106,P.S. 106 Parkchester,34.0,222.0,167,0.0,159.0,1170,2015-16,0.0,609.0,13.6,36.0,35.2,0.0,0.0,52.1
12X242,Mott Hall V,3.7,0.0,0,97.0,71.0,600,2015-16,102.0,363.0,10.2,0.0,75.5,105.0,118.0,52.3
10X696,High School of American Studies at Lehman College,21.7,0.0,0,98.0,0.0,94,2015-16,0.0,194.0,0.0,0.0,14.6,0.0,97.0,52.6
13K439,Brooklyn International High School,31.2,0.0,0,79.0,271.0,362,2015-16,0.0,180.0,74.9,0.0,36.2,0.0,101.0,49.7
18K566,Brooklyn Generation School,,0.0,0,47.0,15.0,171,2015-16,0.0,133.0,6.4,0.0,9.4,0.0,77.0,56.8
06M143,J.H.S. 143 Eleanor Roosevelt,0.0,0.0,0,0.0,186.0,361,2015-16,143.0,222.0,51.5,0.0,95.6,96.0,0.0,61.5
19K583,Multicultural High School,0.0,0.0,0,52.0,185.0,198,2015-16,0.0,104.0,88.9,0.0,98.6,0.0,49.0,50.0
09X361,The Highbridge Green School,,0.0,0,0.0,78.0,373,2015-16,122.0,199.0,20.0,0.0,73.1,144.0,0.0,51.0
02M489,High School of Economics and Finance,22.2,0.0,0,167.0,40.0,575,2015-16,0.0,452.0,5.3,0.0,47.2,0.0,220.0,59.4
06M326,M.S. 326 - Writers Today & Leaders Tomorrow,,0.0,0,0.0,71.0,148,2015-16,82.0,84.0,42.0,0.0,81.1,43.0,0.0,49.7
02M089,P.S. 89,16.5,50.0,86,0.0,19.0,15,2015-16,0.0,230.0,4.5,36.0,14.4,0.0,0.0,54.1
13K067,P.S. 067 Charles A. Dorsey,7.9,22.0,32,0.0,19.0,226,2015-16,0.0,126.0,8.3,17.0,34.6,0.0,0.0,55.3
08X333,P.S. 333 - The Museum School,,70.0,72,0.0,99.0,418,2015-16,0.0,228.0,23.7,17.0,77.0,0.0,0.0,54.5
14K120,P.S. 120 Carlos Tapia,,56.0,55,0.0,64.0,429,2015-16,0.0,208.0,14.9,52.0,79.7,0.0,0.0,48.5
13K009,P.S. 009 Teunis G. Bergen,6.9,96.0,123,0.0,30.0,367,2015-16,0.0,429.0,3.6,90.0,13.8,0.0,0.0,51.2
05M154,P.S. 154 Harriet Tubman,4.0,38.0,56,0.0,48.0,311,2015-16,0.0,157.0,15.0,32.0,35.5,0.0,0.0,48.9
09X412,Bronx High School of Business,,0.0,0,67.0,89.0,309,2015-16,0.0,175.0,28.8,0.0,66.0,0.0,113.0,56.6
12X044,P.S. 044 David C. Farragut,0.0,41.0,41,0.0,44.0,251,2015-16,0.0,129.0,16.4,21.0,67.5,0.0,0.0,48.1
09X073,P.S. 073 Bronx,0.0,116.0,123,0.0,171.0,704,2015-16,0.0,427.0,21.6,49.0,74.0,0.0,0.0,53.8
02M343,The Peck Slip School,16.1,0.0,48,0.0,13.0,33,2015-16,0.0,133.0,4.7,36.0,13.3,0.0,0.0,47.7
14K132,P.S. 132 The Conselyea School,7.1,101.0,113,0.0,71.0,689,2015-16,0.0,352.0,10.3,71.0,42.2,0.0,0.0,51.1
05M194,P.S. 194 Countee Cullen,,24.0,32,0.0,37.0,195,2015-16,0.0,109.0,18.2,16.0,39.9,0.0,0.0,53.7
07X359,Concourse Village Elementary School,,0.0,54,0.0,70.0,287,2015-16,0.0,165.0,23.1,33.0,62.0,0.0,0.0,54.5
07X527,Bronx Leadership Academy II High School,2.2,0.0,0,107.0,80.0,454,2015-16,0.0,291.0,15.9,0.0,66.9,0.0,146.0,57.7
02M340,Sixth Avenue Elementary School,9.7,0.0,0,0.0,0.0,18,2015-16,0.0,74.0,0.0,70.0,14.2,0.0,0.0,47.7
13K008,P.S. 008 Robert Fulton,6.1,100.0,122,0.0,20.0,125,2015-16,53.0,465.0,2.2,0.0,11.5,74.0,0.0,50.3
01M140,P.S. 140 Nathan Straus,5.3,29.0,29,0.0,54.0,376,2015-16,72.0,188.0,14.4,13.0,77.7,69.0,0.0,50.0
15K001,P.S. 001 The Bergen,6.5,163.0,205,0.0,554.0,1280,2015-16,0.0,626.0,43.3,120.0,88.4,0.0,0.0,48.9
19K202,P.S. 202 Ernest S. Jenkyns,,79.0,77,0.0,47.0,462,2015-16,0.0,251.0,9.6,34.0,35.0,0.0,0.0,51.0
08X302,M.S. 302 Luisa Dessus Cruz,,0.0,0,0.0,123.0,451,2015-16,178.0,256.0,24.6,0.0,77.4,157.0,0.0,51.1
17K161,P.S. 161 The Crown,7.6,67.0,67,0.0,16.0,376,2015-16,,221.0,3.9,27.0,11.5,0.0,0.0,54.0
02M551,Urban Assembly New York Harbor School,,0.0,0,109.0,,258,2015-16,0.0,269.0,,0.0,48.6,0.0,109.0,63.7
02M255,M.S. 255 Salk School of Science,18.7,0.0,0,0.0,0.0,41,2015-16,124.0,145.0,0.0,0.0,9.4,129.0,0.0,38.8
18K633,High School for Medical Professions,3.9,0.0,0,99.0,,368,2015-16,0.0,140.0,,0.0,13.1,0.0,110.0,33.9
04M112,P.S. 112 Jose Celso Barbosa,,0.0,102,0.0,68.0,333,2015-16,0.0,192.0,20.4,25.0,67.9,0.0,0.0,57.7
14K449,"Brooklyn Latin School, The",40.2,0.0,0,115.0,0.0,370,2015-16,0.0,362.0,0.0,0.0,13.9,0.0,154.0,54.5
13K596,M.S. 596 Peace Academy,,0.0,0,0.0,,48,2015-16,18.0,25.0,,0.0,26.5,20.0,0.0,51.0
13K595,Bedford Academy High School,,0.0,0,86.0,,211,2015-16,0.0,178.0,,0.0,7.2,0.0,84.0,49.3
20K160,P.S. 160 William T. Sampson,84.5,182.0,276,0.0,915.0,1388,2015-16,0.0,719.0,65.9,0.0,10.4,0.0,0.0,51.8
01M696,Bard High School Early College,22.8,0.0,0,130.0,0.0,210,2015-16,0.0,220.0,0.0,0.0,16.4,0.0,147.0,41.1
19K328,P.S. 328 Phyllis Wheatley,,51.0,48,0.0,54.0,304,2015-16,0.0,163.0,17.5,29.0,36.9,0.0,0.0,52.8
19K346,P.S. 346 Abe Stark,6.4,102.0,101,0.0,,500,2015-16,0.0,335.0,,51.0,24.3,0.0,0.0,51.3
14K059,P.S. 059 William Floyd,,42.0,48,0.0,43.0,318,2015-16,0.0,161.0,13.5,34.0,50.0,0.0,0.0,50.6
18K115,P.S. 115 Daniel Mucatel School,3.4,173.0,161,0.0,37.0,1092,2015-16,0.0,553.0,3.4,96.0,7.8,0.0,0.0,50.6
13K266,M.S. K266 - Park Place Community Middle School,,0.0,0,0.0,,102,2015-16,25.0,66.0,,0.0,19.2,60.0,0.0,50.8
13K430,Brooklyn Technical High School,60.4,0.0,0,1380.0,,3351,2015-16,0.0,3250.0,,0.0,7.3,0.0,1457.0,58.7
13K674,"City Polytechnic High School of Engineering, Architecture, and Technology",6.2,0.0,0,108.0,,334,2015-16,0.0,346.0,,0.0,17.5,0.0,117.0,76.7
17K167,P.S. 167 The Parkway,0.0,54.0,0,0.0,,51,2015-16,0.0,29.0,,0.0,,0.0,0.0,52.7
19K213,P.S. 213 New Lots,,63.0,60,0.0,28.0,307,2015-16,0.0,177.0,7.8,32.0,20.6,0.0,0.0,49.2
09X328,New Millennium Business Academy Middle School,,0.0,0,0.0,46.0,187,2015-16,52.0,96.0,24.6,0.0,65.2,69.0,0.0,51.3
01M361,The Children's Workshop School,10.1,43.0,39,0.0,18.0,126,2015-16,0.0,138.0,6.7,33.0,39.0,0.0,0.0,51.7
10X046,P.S. 046 Edgar Allan Poe,2.8,164.0,205,0.0,437.0,1099,2015-16,0.0,575.0,39.8,0.0,79.6,0.0,0.0,52.3
10X032,P.S. 032 Belmont,,129.0,150,0.0,116.0,846,2015-16,0.0,404.0,13.5,40.0,70.6,0.0,0.0,46.9
08X561,Bronx Compass High School,3.0,0.0,0,82.0,30.0,440,2015-16,0.0,295.0,6.8,0.0,61.8,0.0,114.0,67.0
06M008,P.S. 008 Luis Belliard,0.0,65.0,70,0.0,175.0,535,2015-16,0.0,280.0,31.4,44.0,95.5,0.0,0.0,50.2
18K268,P.S. 268 Emma Lazarus,,73.0,53,0.0,22.0,378,2015-16,0.0,201.0,5.1,36.0,3.7,0.0,0.0,46.9
09X525,Bronx Leadership Academy High School,,0.0,0,196.0,80.0,570,2015-16,0.0,350.0,11.8,0.0,65.6,0.0,146.0,51.5
