ppt_id,community_board,bbl,geocoded_column,boro,status,cross_street_2,:@computed_region_efsh_h5xi,:@computed_region_f5dn_yrer,:@computed_region_92fq_4b7q,phone_status
123346,103,1003467501.0,"{'latitude': '40.716166', 'longitude': '-73.9866338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,BROOME STREET,11723,70,32,up
122267,102,1005760010.0,"{'latitude': '40.73653988', 'longitude': '-73.99715554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,5 AVENUE,12074,57,10,up
121998,105,1007840041.0,"{'latitude': '40.75127386', 'longitude': '-73.99106942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,8 AVENUE,11722,11,10,up
126292,317,3048760033.0,"{'latitude': '40.651341', 'longitude': '-73.940166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,EAST 39 STREET,16866,61,17,up
133365,106,1013110049.0,"{'latitude': '40.76063098', 'longitude': '-73.96867055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,3 AVENUE,12419,71,51,down
145927,317,3048690053.0,"{'latitude': '40.650962', 'longitude': '-73.947834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,FAIRVIEW PLACE,13510,61,11,down
126619,309,3011880044.0,"{'latitude': '40.6688', 'longitude': '-73.958717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,CARROLL STREET,13509,17,48,up
135855,104,1007900001.0,"{'latitude': '40.73910655', 'longitude': '-73.99915027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 14 STREET,12074,12,10,up
133655,104,1007720083.0,"{'latitude': '40.74503873', 'longitude': '-73.99852935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 22 STREET,12074,12,10,up
145891,306,3009300045.0,"{'latitude': '40.681596', 'longitude': '-73.977038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,DEAN STREET,17619,14,27,up
123800,103,1004550029.0,"{'latitude': '40.73153857', 'longitude': '-73.98324565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,2 AVENUE,11724,70,50,up
146043,203,2023650029.0,"{'latitude': '40.82251879', 'longitude': '-73.91069013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 161 STREET,10929,34,43,up
121950,105,1012850021.0,"{'latitude': '40.75773384', 'longitude': '-73.97543366', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,PARK AVENUE,12419,11,51,up
122605,104,1010427501.0,"{'latitude': '40.76305136', 'longitude': '-73.98583017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,9 AVENUE,12081,12,10,up
122272,105,1008170001.0,"{'latitude': '40.73810851', 'longitude': '-73.99615313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 16 STREET,12074,11,10,up
116218,205,2030260059.0,"{'latitude': '40.86021467', 'longitude': '-73.89305944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 189 STREET,10936,6,22,up
146044,201,2023800051.0,"{'latitude': '40.82202219', 'longitude': '-73.91195254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 158 STREET,10929,49,43,up
127256,302,3001730001.0,"{'latitude': '40.68721034', 'longitude': '-73.9817194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,3 STREET,17619,68,38,up
123359,104,1008007501.0,"{'latitude': '40.744815', 'longitude': '-73.994986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 25 STREET,12074,12,10,up
145542,202,2027720270.0,"{'latitude': '40.8097136', 'longitude': '-73.8807035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,DRAKE PARK SOUTH,12343,8,43,up
122171,105,1009930047.0,"{'latitude': '40.75485087', 'longitude': '-73.98635944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,6 AVENUE,12080,11,51,up
160000,304,3031390021.0,"{'latitude': '40.7021363', 'longitude': '-73.9353242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,MONTIETH STREET,17213,42,30,down
108445,101,1001910001.0,"{'latitude': '40.719679', 'longitude': '-74.004974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,CHURCH STREET,12076,56,32,up
GF34847,314,3050970076.0,"{'latitude': '40.6489613', 'longitude': '-73.9641039'}",Brooklyn,Installed,BUCKINGHAM ROAD,13510,60,11,
123208,201,2023740001.0,"{'latitude': '40.8166923', 'longitude': '-73.91671907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 151 STREET,10933,49,43,up
108703,301,3024520019.0,"{'latitude': '40.70682217', 'longitude': '-73.95052895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,SOUTH 4 STREET,17613,36,30,up
122595,104,1010400029.0,"{'latitude': '40.76224616', 'longitude': '-73.98629301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 49 STREET,12081,12,10,up
127037,308,3012330043.0,"{'latitude': '40.674266', 'longitude': '-73.950234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,RODGERS AVENUE,17618,16,49,up
143013,315,3073430045.0,"{'latitude': '40.5963224', 'longitude': '-73.9609089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,AVENUE U,18183,32,15,up
107819,105,1010170061.0,"{'latitude': '40.75966968', 'longitude': '-73.98778563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Repair,BROADWAY,13094,11,10,
137940,101,1001950021.0,"{'latitude': '40.71748211', 'longitude': '-74.00151938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WALKER STREET,12076,56,32,up
122586,105,1010207501.0,"{'latitude': '40.761094', 'longitude': '-73.986828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 49 STREET,12081,11,10,up
156770,316,3035080012.0,"{'latitude': '40.6663933', 'longitude': '-73.9241733', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,PORTAL STREET,17614,55,17,up
139455,103,1004510032.0,"{'latitude': '40.728824', 'longitude': '-73.98468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,2 AVENUE,11724,70,50,up
122593,105,1010220001.0,"{'latitude': '40.762331', 'longitude': '-73.985923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 51 STREET,12081,11,10,up
145032,308,3012190035.0,"{'latitude': '40.675965', 'longitude': '-73.950008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,ST MARKS AVENUE,17618,16,49,up
122619,105,1010260055.0,"{'latitude': '40.76482318', 'longitude': '-73.98409944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 55 STREET,12081,11,10,up
159998,305,3038830016.0,"{'latitude': '40.656038', 'longitude': '-73.8967941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,SNEDIKER AVENUE,17214,45,25,up
123656,104,1007510001.0,"{'latitude': '40.74737717', 'longitude': '-73.99712687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 27 STREET,11722,12,10,up
145887,307,3006310001.0,"{'latitude': '40.664406', 'longitude': '-73.993715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,17 STREET,17617,9,7,up
160009,210,2038340070.0,"{'latitude': '40.8349727', 'longitude': '-73.8456956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,Havemeyer Ave,11271,43,31,down
111683,104,1007900032.0,"{'latitude': '40.73756051', 'longitude': '-73.99684066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 15 STREET,12074,12,10,up
160003,306,3005950052.0,"{'latitude': '40.6780643', 'longitude': '-74.0170529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,VAN DYKE STREET,13514,14,7,up
122621,104,1010487503.0,"{'latitude': '40.76696325', 'longitude': '-73.98285321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 58 STREET,12081,12,10,up
119802,207,2032930005.0,"{'latitude': '40.86234731', 'longitude': '-73.8938944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST FORDHAM ROAD,10936,24,22,up
145994,306,3010580033.0,"{'latitude': '40.67613405', 'longitude': '-73.97183554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,8 AVENUE,17619,14,27,up
119598,205,2028290026.0,"{'latitude': '40.851329', 'longitude': '-73.908266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,MORRIS AVENUE,10931,6,29,up
158821,103,1004217502.0,"{'latitude': '40.7211101', 'longitude': '-73.9913664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,STANTON STREET,11723,70,32,up
145754,314,3050640017.0,"{'latitude': '40.65470433', 'longitude': '-73.95956788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,LENOX ROAD,13510,60,11,up
123611,102,1005850012.0,"{'latitude': '40.73230778', 'longitude': '-74.00641536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,BARROW STREET,12077,57,10,up
133373,104,1010487503.0,"{'latitude': '40.76693979', 'longitude': '-73.98315529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,9 AVENUE,12081,12,10,up
122871,105,1012687502.0,"{'latitude': '40.76047373', 'longitude': '-73.97609914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,6 AVENUE,10093,11,51,up
121959,105,1012870014.0,"{'latitude': '40.75863294', 'longitude': '-73.97534075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,5 AVENUE,12419,11,51,up
122867,105,1012660001.0,"{'latitude': '40.7592052', 'longitude': '-73.97699037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,6 AVENUE,10095,11,51,up
145876,306,3004140036.0,"{'latitude': '40.68343607', 'longitude': '-73.99277254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,DEGRAW STREET,13514,14,38,up
153077,205,2031560108.0,"{'latitude': '40.8544689', 'longitude': '-73.9015385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,ANTHONY AVENUE,10935,6,22,up
146085,301,3024030001.0,"{'latitude': '40.71470734', 'longitude': '-73.96652497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,WYTHE AVENUE,17613,36,38,up
125915,306,3010420001.0,"{'latitude': '40.665618', 'longitude': '-73.989159', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,14 STREET,17617,14,27,up
141621,307,3006570042.0,"{'latitude': '40.659902', 'longitude': '-73.998822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,27 STREET,13515,9,7,up
157674,202,2026037501.0,"{'latitude': '40.812112', 'longitude': '-73.9038634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,TIMPSON PLACE,10933,8,35,up
145920,308,3011400056.0,"{'latitude': '40.67854', 'longitude': '-73.96373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,GRAND AVENUE,13829,16,48,up
160022,301,3024090003.0,"{'latitude': '40.712112', 'longitude': '-73.9571476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,SOUTH 2ND STREET,17613,36,30,up
145760,303,3018590033.0,"{'latitude': '40.67981536', 'longitude': '-73.937627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,ALBANY AVENUE,17618,69,49,up
119599,205,2028060007.0,"{'latitude': '40.8507094', 'longitude': '-73.9077324', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,E TREMONT AVENUE,10931,6,29,up
140582,204,2023480036.0,"{'latitude': '40.819886', 'longitude': '-73.926847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 150 STREET,10929,50,35,up
127039,308,3012340080.0,"{'latitude': '40.673527', 'longitude': '-73.950078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,PROSPECT STREET,17618,16,49,up
135811,104,1007960001.0,"{'latitude': '40.74230081', 'longitude': '-73.99683036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 21 STREET,12074,12,10,up
145833,309,3012690002.0,"{'latitude': '40.66916742', 'longitude': '-73.9505023', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,EASTERN PARKWAY,13509,17,48,up
119597,205,2028540001.0,"{'latitude': '40.85187831', 'longitude': '-73.90897566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 179 STREET,10931,6,29,up
138573,103,1004670035.0,"{'latitude': '40.73053706', 'longitude': '-73.98638945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,EAST 12 STREET,11724,70,50,up
145848,306,3010570005.0,"{'latitude': '40.67758878', 'longitude': '-73.9730618', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,FLATBUSH AVENUE,17619,14,27,up
GF34843,314,,"{'latitude': '40.634333', 'longitude': '-73.94942'}",Brooklyn,Installed,EAST 29TH STREET,17217,60,26,
111540,207,2032130001.0,"{'latitude': '40.86311405', 'longitude': '-73.90457508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,WEST 188 STREET,11606,24,29,up
139118,104,1010620003.0,"{'latitude': '40.7664369', 'longitude': '-73.99026177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,9 AVENUE,12081,12,10,up
145853,207,2032930049.0,"{'latitude': '40.86487', 'longitude': '-73.8928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST KINGSBRIDGE ROAD,10936,24,22,up
119587,205,2031650030.0,"{'latitude': '40.86165512', 'longitude': '-73.89858091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,GRAND CONCOURSE,11606,6,29,up
GF44802,413,4088010014.0,"{'latitude': '40.7349687', 'longitude': '-73.7085903'}",Queens,Installed,258th ST,15785,63,16,
137425,103,1002820032.0,"{'latitude': '40.7139165', 'longitude': '-73.9938585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,DIVISION STREET,11723,70,32,up
146018,301,3022880001.0,"{'latitude': '40.72250424', 'longitude': '-73.9592022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,WYTHE AVENUE,17613,36,38,up
103731,304,3031340004.0,"{'latitude': '40.69887623', 'longitude': '-73.93844701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,LOCUST STREET,17213,42,30,up
160065,318,3084040002.0,"{'latitude': '40.6155683', 'longitude': '-73.9141872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,AVENUE T,13825,5,8,up
145581,202,2026020030.0,"{'latitude': '40.8100995', 'longitude': '-73.9028615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,AUSTIN PLACE,10933,8,35,up
146081,301,3027560001.0,"{'latitude': '40.71419088', 'longitude': '-73.95155241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,METROPOLITAN AVENUE,17613,36,30,up
158755,316,3035120050.0,"{'latitude': '40.6689013', 'longitude': '-73.9172669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,SUTTER AVENUE,17614,55,17,up
146008,308,3011600046.0,"{'latitude': '40.675659', 'longitude': '-73.963553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,UNDERHILL AVENUE,13829,16,48,up
123288,103,1004550042.0,"{'latitude': '40.73083305', 'longitude': '-73.98309797', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,EAST 14 STREET,11724,70,50,up
111740,201,2023740073.0,"{'latitude': '40.81876868', 'longitude': '-73.91644985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 152 STREET,10933,49,43,up
119160,204,2024830040.0,"{'latitude': '40.82755199', 'longitude': '-73.92590252', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,GERARD AVENUE,10929,50,35,up
157813,304,3032760001.0,"{'latitude': '40.6968416', 'longitude': '-73.922861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,HARMAN STREET,18181,42,37,up
119146,204,2023520053.0,"{'latitude': '40.818942', 'longitude': '-73.92837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,GERARD AVENUE,10929,50,35,up
122456,104,1010750029.0,"{'latitude': '40.76232841', 'longitude': '-73.99364234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 47 STREET,13094,12,10,up
135620,104,1007407501.0,"{'latitude': '40.74137338', 'longitude': '-74.00150114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,WEST 17 STREET,12074,12,10,up
122853,105,1012720034.0,"{'latitude': '40.76246755', 'longitude': '-73.97473228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,6 AVENUE,12081,11,51,up
146062,201,2023740034.0,"{'latitude': '40.81801655', 'longitude': '-73.91679096', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 151 STREET,10933,49,43,up
109252,301,3024630027.0,"{'latitude': '40.70720786', 'longitude': '-73.95419488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,KEAP STREET,17613,36,30,up
122567,104,1007600046.0,"{'latitude': '40.75413992', 'longitude': '-73.99233961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,9 AVENUE,12080,12,10,up
119711,207,2033560164.0,"{'latitude': '40.8788455', 'longitude': '-73.8726646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,HULL AVENUE,11605,24,40,up
113539,205,2028680139.0,"{'latitude': '40.85434622', 'longitude': '-73.91021789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,UNIVERSITY AVENUE,10931,6,29,up
123812,103,1004510001.0,"{'latitude': '40.729236', 'longitude': '-73.987081', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,EAST 10 STREET,11724,70,50,up
121491,105,1008810006.0,"{'latitude': '40.7410117', 'longitude': '-73.98376711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,EAST 26 STREET,12073,11,50,up
125681,302,3002210020.0,"{'latitude': '40.69934194', 'longitude': '-73.99218679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,ORANGE STREET,16865,68,38,up
143595,302,2018870102.0,"{'latitude': '40.6933089', 'longitude': '-73.9697882', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,PARK AVENUE,17212,68,48,up
123464,103,1004170001.0,"{'latitude': '40.721773', 'longitude': '-73.989421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Manhattan,Live,ELDRIDGE STREET,11723,70,32,up
150244,304,3031960001.0,"{'latitude': '40.6995843', 'longitude': '-73.9274649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,WILSON AVE,18181,42,30,up
154814,304,3031517503.0,"{'latitude': '40.6990728', 'longitude': '-73.934201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,JEFFERSON STREET,17213,42,30,up
126904,302,3002490025.0,"{'latitude': '40.69472554', 'longitude': '-73.9942271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,CLINTON STREET,16865,68,38,up
119152,204,2024650050.0,"{'latitude': '40.83490416', 'longitude': '-73.9182259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,EAST 168 STREET,10930,50,42,up
153835,309,3045900038.0,"{'latitude': '40.660758', 'longitude': '-73.9314656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,MIDWOOD ST,16866,17,17,up
153360,309,3012670001.0,"{'latitude': '40.6697913', 'longitude': '-73.955285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Brooklyn,Live,UNION STREET,13509,17,48,up
111272,207,2031970035.0,"{'latitude': '40.8585715', 'longitude': '-73.9043559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Bronx,Live,JEROME AVENUE,10931,24,29,up
