q1_1,q9_1,q15_c6_r4,q14_c2_r2,q8_r3_c1,q17_c4_r4,q2_1,q22_r2_c2,q14_c9_r4,q16_c5_r3,q15_c11_r4,q9_10,q20_r2_c2,q20_r7_c3,q8_r4_c1,q6_1,q17_c1_r2,q21_r4_c3,q21_r6_c2,q7_4,q3_1,q17_c10_r1,q20_r6_c2,q7_3,q15_c6_r3,q13_c1_r2,q14_c7_r2,q15_c2_r4,q9_15,q13_c6_r3,q13_c7_r4,q9_14,q16_c10_r4,q9_9,q14_c6_r3,q16_c7_r3,q13_c3_r1,q21_r7_c2,q14_c8_r2,q14_c10_r4,q9_3,q17_c5_r2,q16_c1_r2,q21_r6_c1,q7_2,q13_c5_r1,q13_c4_r4,q16_c1_r1,q17_c7_r2,q21_r5_c1,q6_3,q13_c6_r4,q21_r1_c2,q16_c12_r4,q22_r2_c3,q16_c9_r2,q13_c5_r2,q17_c12_r2,q15_c9_r2,q8_r3_c2,q11_r1_c3,q15_c9_r3,q14_c3_r2,q16_c9_r4,q11_r1_c1,q16_c4_r1,q21_r6_c4,q15_c9_r4,q14_c2_r1,q15_c2_r2,q21_r1_c1,q13_c9_r3,q20_r5_c2,q14_c6_r4,q12_c1_r3,q16_c7_r4,q17_c8_r2,q16_c9_r3,q13_c2_r1,q9_20,q17_c11_r4,q13_c4_r1,q15_c5_r4,q17_c9_r4,q4_2,q20_r1_c4,q15_c8_r1,q10_r5_c1,q16_c2_r3,q9_16,q14_c5_r3,q16_c3_r3,q14_c6_r2,q13_c2_r3,q15_c3_r3,q14_c3_r4,q7_1,q13_c7_r2,q17_c9_r3,q8_r5_c2,q20_r5_c1,q11_r3_c3,q20_r3_c4,q16_c7_r1,q17_c5_r3,q16_c15_r3,q21_r6_c3,q16_c7_r2,q13_c8_r4,q16_c13_r4
Abbee,1,,,,,0,0,,,,1,0,0,1.0,0.0,,0,0,,0,,0,,,,,,1,,,1,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,1,,,,,0,0,,0,,1,,,,,,,,,,1.0,0,0,0,,,,0,,,
David,0,,,0.0,,0,0,,,,0,0,0,0.0,0.0,,0,0,,0,,0,,,,,,0,,,1,,0,,,,0,,,0,,,0,2.0,,,,,0,0.0,,0,,0,,,,,,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,,0,0,0,,,,0,,,
Daisy,0,,,1.0,,0,0,,,,0,0,0,1.0,0.0,,0,0,,0,,0,,,,,,1,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,0,,,,,,,,,,1.0,0,0,0,,,,0,,,
Christine,1,,,1.0,,0,0,,,,1,0,0,0.0,0.0,,0,0,,0,,0,,,,,,1,,,1,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,1,,,,,,,,,,1.0,0,0,0,,,,0,,,
,0,,0.0,0.0,0.0,1,0,,,,0,0,0,1.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,0.0,0,,,0,0.0,0.0,0,,,0.0,0.0,,0,0.0,,0,,0,,,,,0.0,0,,0.0,,0,0.0,0,,0.0,0.0,0,,0,,10,,,,0.0,0,,0.0,0.0,,0,0,,0,0.0,0,,0.0,,10.0,0.0,0.0,,,,0.0,0,1,0,,25.0,,0,,,
Thomas,0,,,1.0,,0,0,,,,1,0,0,3.0,0.0,,0,0,,0,,0,,,,,,1,,,1,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,0,,,,,,,,,,0.0,0,0,0,,,,0,,,
Gina,0,,0.0,0.0,10.0,0,0,,,,1,0,0,2.0,0.0,0.0,0,0,,0,,0,,,0.0,,10.0,1,,,0,,0,,,0.0,0,,,0,,0.0,0,,,0.0,10.0,,0,0.0,,0,,0,,,,,1.0,0,,0.0,,0,10.0,0,,10.0,0.0,0,,0,,0,,,,0.0,0,,0.0,,,1,0,,0,0.0,0,,0.0,,10.0,0.0,0.0,,,,0.0,0,0,0,,,,0,,,
Nikeisha,1,,18.0,1.0,12.0,0,0,,22.0,,1,0,0,1.0,0.0,28.0,0,0,,0,,0,,,18.0,,12.0,1,,,0,,0,,,12.0,0,,,0,,28.0,0,,,,21.0,,0,0.0,,0,,0,,,,,22.0,1,,18.0,,1,21.0,0,,21.0,23.0,0,,0,,18,,,,12.0,1,,,,,1,0,,0,22.0,1,,22.0,,22.0,22.0,12.0,,,,22.0,0,1,0,,,,0,,,
Jennifer,0,,,0.0,,0,0,,,,1,0,0,1.0,0.0,0.0,0,0,1.0,0,,0,,,0.0,,,0,,,0,,0,,,,0,,,0,,0.0,0,,,,25.0,,0,0.0,,0,,0,,,,,1.0,1,,,,0,,0,,,,0,,0,,25,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,0.0,0,1,0,,,,0,,,
Nilda,0,,0.0,,,0,0,,,,0,0,0,1.0,0.0,0.0,0,0,,0,,0,,,0.0,,24.0,0,,,0,,0,,,0.0,0,,,0,,0.0,0,,,,0.0,,0,0.0,,0,,0,,,,,,0,,0.0,,0,,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,,,,0,0,,0,0.0,0,,0.0,,0.0,0.0,24.0,,,,,0,0,0,,,,0,,,
Jodi,0,,0.0,0.0,,0,0,,,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,,0.0,,,0,,,0,,0,,,,0,,,0,,0.0,0,,,,0.0,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,0.0,,0,,0,,0,,,,0.0,0,,,,,1,0,,0,0.0,0,,,,0.0,,,,,,1.0,0,0,0,,,,0,,,
Elizabeth,1,,,0.0,,0,0,,,,1,0,0,1.0,0.0,,0,0,,0,,0,,,,,,1,,,1,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,1,,,,,0,0,,0,,1,,,,,,,,,,1.0,0,0,0,,,,0,,,
Michele,0,0.0,0.0,0.0,0.0,0,0,,6.0,,1,0,0,2.0,0.0,0.0,0,0,,0,,0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0,0.0,6.0,0.0,0,0.0,,0,0.0,6.0,0,,0.0,0.0,6.0,0.0,0,0.0,0.0,0,,0,,0.0,,,0.0,0,,0.0,,0,6.0,0,,0.0,0.0,0,,0,0.0,0,6.0,0.0,,0.0,0,,10.0,0.0,,0,0,0.0,0,6.0,0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0,0,0,6.0,0.0,,0,6.0,0.0,
Shirley,1,,,0.0,,0,0,,,,1,0,0,1.0,0.0,,0,0,1.0,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,1.0,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,1,,,,,,,,,,0.0,0,0,0,,,,0,,,
Holly,0,,12.0,0.0,,0,0,,,,0,0,0,1.0,0.0,12.0,0,0,1.0,1,,0,,,12.0,,28.0,0,,,0,,0,,,12.0,0,,,0,,12.0,0,,,,12.0,,0,0.0,,0,,0,,,,,5.0,1,,12.0,,0,,0,,12.0,12.0,0,,0,,12,,,,12.0,0,,,,,0,0,,0,12.0,0,,12.0,,12.0,13.0,28.0,,,,1.0,0,1,0,,,,0,,,
Michelle,1,,2.0,1.0,,0,0,,15.0,,1,0,0,1.0,0.0,3.0,0,0,,1,,0,,,3.0,,12.0,1,,,1,,1,,,3.0,0,,,0,,3.0,0,,,,3.0,,0,0.0,,0,,0,,,,,3.0,1,,2.0,,1,3.0,0,,3.0,3.0,0,,0,,15,,,,3.0,1,,,,,1,0,,0,15.0,1,,15.0,,4.0,10.0,10.0,,,,25.0,0,1,0,,,,0,,,
Hillary,0,,,0.0,,0,0,,,,0,0,0,0.0,0.0,,0,0,,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,1,,,,,,,,,,0.0,0,0,0,,,,0,,,
Chereane,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,,1,0,0,2.0,0.0,0.0,0,0,,0,,0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0,0.0,0.0,,0.0,1.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,1,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0,0.0,0.0,
Maria,0,,0.0,1.0,0.0,0,0,,,,1,0,0,0.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,0.0,0,,,0,,0.0,0,,,0.0,10.0,,0,0.0,,0,,0,,,,,0.0,0,,0.0,,0,15.0,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,0.0,,,0,0,,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0,0,0,,,,0,,,
Justin,1,,,6.0,,0,0,,,,1,0,0,14.0,0.0,,0,0,,1,,0,1.0,,,,,1,,,1,,0,,,,0,,,1,,,0,,,,,,0,1.0,,0,,0,,,,,,0,,,,0,,0,,,,0,,0,,,,,,,1,,,,,0,0,,0,,1,,,,,,,,,,,0,0,0,,,,0,,,
Candis,0,,,1.0,,0,0,,,,1,0,0,2.0,0.0,,0,0,,0,,0,1.0,,,,,1,,,1,,0,,,,0,,,0,,,0,,,,,,0,1.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,2.0,0,0,0,,,,0,,,
,1,,,0.0,,1,0,,,,0,0,0,0.0,4.0,,0,0,0.0,0,,0,1.0,,,,,1,,,1,,0,,,,0,,,0,,,0,1.0,,,,,0,1.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,0,,,,,,,1.0,,,2.0,0,0,0,,,,0,,,
Ursula,0,,23.0,1.0,,0,0,,,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,,26.0,,2.0,0,,,0,,0,,,0.0,0,,,0,,0.0,0,,,,0.0,,0,0.0,,0,,0,,,,,19.0,0,,23.0,,0,,0,,0.0,31.0,0,,0,,0,,,,0.0,1,,,,,1,0,,0,0.0,1,,0.0,,0.0,0.0,3.0,,,,19.0,0,0,0,,,,0,,,
Margaret,0,,,0.0,,0,0,,,,1,0,0,1.0,0.0,,0,0,,0,,0,,,,,,0,,,1,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,0,,,,,,,,,,0.0,0,0,0,,,,0,,,
Deborah,0,,1.0,0.0,5.0,0,0,,0.0,,0,0,0,0.0,0.0,0.0,0,0,,0,,0,,,0.0,,1.0,0,,,0,,0,,,0.0,0,,,0,0.0,0.0,0,,0.0,5.0,0.0,,0,0.0,,0,,0,,0.0,,,0.0,0,,0.0,,0,0.0,0,,0.0,0.0,0,,0,,1,,,,0.0,0,,0.0,,,1,0,,0,0.0,0,0.0,0.0,,0.0,0.0,1.0,,,,0.0,0,1,0,,0.0,,0,,,
Eric,0,,,0.0,,0,0,,,,1,0,0,1.0,0.0,,0,0,,0,,0,,,,,,0,,,1,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,1,,,,,0,0,,0,,0,,,,,,,,,,1.0,0,0,0,,,,0,,,
Lauren,0,0.0,25.0,1.0,0.0,0,0,,0.0,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,0.0,10.0,25.0,0.0,0,0.0,0.0,0,,0,0.0,0.0,0.0,0,,,0,0.0,0.0,0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0,,0,,10.0,,,1.0,0,,25.0,,1,0.0,0,,0.0,25.0,0,,0,0.0,0,0.0,,,0.0,0,,0.0,0.0,,1,0,,0,0.0,1,0.0,0.0,25.0,0.0,0.0,0.0,,10.0,,0.0,0,0,0,0.0,0.0,,0,0.0,,
Katherine,0,,17.0,0.0,27.0,0,0,,7.0,,1,0,0,1.0,0.0,17.0,0,0,1.0,0,,0,,,17.0,,27.0,0,,,0,,0,,,7.0,0,,,0,,17.0,0,1.0,7.0,27.0,7.0,,0,0.0,,0,,0,,17.0,,,1.0,0,,17.0,,0,7.0,0,,7.0,17.0,0,,0,,7,,,,7.0,0,,7.0,,,1,0,,0,7.0,0,,7.0,,7.0,7.0,27.0,,,,0.0,0,0,0,,,,0,,,
Colleen,0,,0.0,0.0,,0,0,,,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,,0,,,0,,0.0,0,,,,2.0,,0,0.0,,0,,0,,,,,0.0,0,,,,1,,0,,0.0,0.0,0,,0,,0,,,,0.0,1,,,,,1,0,,0,0.0,0,,0.0,,0.0,0.0,,,,,0.0,0,0,0,,,,0,,,
Alexis,0,,0.0,0.0,,0,0,,,,0,0,0,1.0,0.0,0.0,0,0,,0,,0,,,15.0,,15.0,0,,,0,,0,,,0.0,0,,,0,,0.0,0,,,15.0,15.0,,0,0.0,,0,,0,,,,,0.0,0,,0.0,,0,,0,,15.0,0.0,0,,0,,0,,,,0.0,0,,0.0,,,0,0,,0,0.0,0,,0.0,,0.0,0.0,15.0,,,,0.0,0,0,0,,,,0,,,
Rachel,0,,0.0,0.0,0.0,0,0,,0.0,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,0.0,,0,,0,,,0.0,0,,,0,0.0,0.0,0,,0.0,0.0,0.0,,0,0.0,0.0,0,,0,,0.0,,,0.0,0,,0.0,,0,0.0,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,0.0,0.0,,1,0,,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0,0,0,,0.0,,0,,,
,1,,,1.0,,1,0,,,,1,0,0,1.0,0.0,,0,0,,0,,0,,,,,,1,,,1,,0,,,,0,,,1,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,1,,,,,1,0,,0,,1,,,,,,,,,,0.0,0,0,0,,,,0,,,
Marisa,1,,3.0,1.0,,0,0,,,,1,0,0,1.0,0.0,19.0,0,0,,0,,0,,,3.0,,10.0,1,,,0,,0,,,,0,,,0,,19.0,0,,,,0.0,,0,0.0,,0,,0,,,,,2.0,0,,3.0,,1,,0,,0.0,19.0,0,,0,,40,,,,0.0,0,,,,,1,0,,0,40.0,1,,,,40.0,,10.0,,,,0.0,0,0,0,,,,0,,,
Valerie,0,0.0,8.0,0.0,0.0,0,0,,0.0,,1,0,0,1.0,0.0,6.0,0,0,,0,0.0,0,,0.0,0.0,8.0,0.0,0,6.0,0.0,0,,0,0.0,0.0,0.0,0,,,0,6.0,8.0,0,,0.0,0.0,0.0,6.0,0,0.0,0.0,0,,0,,0.0,,,0.0,0,,8.0,,1,0.0,0,,0.0,0.0,0,,0,0.0,0,0.0,6.0,,0.0,0,,0.0,0.0,0.0,0,0,1.0,0,0.0,0,0.0,0.0,8.0,6.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,0.0,0.0,,0,8.0,,
Juanita,0,,,,,0,0,,,,0,0,0,0.0,0.0,,0,0,,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,0,,,,,,,,,,0.0,0,0,0,,,,0,,,
Edward,0,,,2.0,,0,0,,,,0,0,0,0.0,0.0,,0,0,,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,1.0,0,0,0,,,,0,,,
Pierre,1,,,1.0,,0,0,,,,1,0,0,3.0,1.0,,0,0,0.0,0,,0,,,,,,1,,,1,,0,,,,0,,,0,,,0,0.0,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,1,,,,,,,0.0,,,0.0,0,0,0,,,,0,,,
Shaoba,0,,,0.0,,0,0,,,,0,0,0,1.0,2.0,,0,0,1.0,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,2.0,,,0.0,0,0,0,,,,0,,,
Michael,1,,0.0,0.0,,0,0,,,,1,0,0,0.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,0.0,0,,,0,,0.0,0,,,,0.0,,0,0.0,,0,,0,,,,,15.0,1,,0.0,,0,,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,,,,1,0,,0,0.0,0,,0.0,,0.0,0.0,0.0,,,,1.0,0,0,0,,,,0,,,
Desiree,1,,,,,0,0,,,,1,0,0,1.0,0.0,,0,0,2.0,0,,0,,,,,,1,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,1,,,,,,,,,,,0,0,0,,,,0,,,
Grisel,0,,0.0,0.0,0.0,0,0,,0.0,,0,0,0,0.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,0.0,0,,,0,,0.0,0,,0.0,0.0,0.0,,0,0.0,,0,,0,,0.0,,,0.0,0,,0.0,,0,0.0,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,0.0,0.0,,0,0,,0,0.0,0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,0,0,0,,,,0,,,
Dotsy,0,,0.0,0.0,0.0,0,0,,0.0,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,0.0,0,,,0,0.0,0.0,0,,0.0,0.0,0.0,,0,0.0,,0,,0,,0.0,,,1.0,0,,0.0,,0,0.0,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,0.0,0.0,,1,0,,0,0.0,1,,0.0,,0.0,0.0,0.0,,,,0.0,0,0,0,,0.0,,0,,,
Jordan,0,,0.0,0.0,0.0,0,0,,,,0,0,0,0.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,0.0,0,,,0,,0.0,0,0.0,0.0,0.0,0.0,,0,0.0,,0,,0,,0.0,,,0.0,0,,0.0,,0,0.0,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,0.0,,,1,0,,0,0.0,0,,0.0,,0.0,0.0,0.0,,,,0.0,0,0,0,,,,0,,,
Scott,0,,,0.0,,0,0,,,,0,0,0,1.0,0.0,,0,0,1.0,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,1.0,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,1.0,0,0,0,,,,0,,,
Clara,0,,,1.0,,0,0,,,,0,0,0,1.0,0.0,,0,0,,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,0.0,0,0,0,,,,0,,,
Martha,1,,0.0,1.0,,0,0,,,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,,120.0,,0.0,0,,,0,,0,,,40.0,0,,,0,,0.0,0,,,,40.0,,0,0.0,,0,,0,,,,,,1,,0.0,,0,,0,,40.0,0.0,0,,0,,0,,,,40.0,1,,,,,1,0,,0,0.0,1,,0.0,,0.0,0.0,0.0,,,,,0,0,0,,,,0,,,
Monique,0,6.0,0.0,0.0,6.0,0,0,0.0,0.0,6.0,1,0,0,1.0,0.0,22.0,0,0,1.0,0,0.0,0,,0.0,22.0,0.0,6.0,0,0.0,0.0,1,6.0,0,0.0,0.0,10.0,0,0.0,0.0,0,0.0,0.0,0,,10.0,0.0,0.0,0.0,0,0.0,0.0,0,,0,0.0,0.0,,0.0,25.0,0,0.0,0.0,6.0,0,6.0,0,6.0,10.0,0.0,0,0.0,0,0.0,0,6.0,0.0,0.0,10.0,1,,10.0,6.0,6.0,1,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0,0,6.0,0.0,,0,0.0,0.0,
Brian,1,,,0.0,,0,0,,,,1,0,0,1.0,1.0,,0,0,,0,,0,0.0,,,,,1,,,1,,0,,,,0,,,0,,,0,,,,,,0,1.0,,0,,0,,,,,2.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,0,,,,,,,0.0,,,10.0,0,0,0,,,,0,,,
Denise,0,,10.0,1.0,0.0,0,0,,0.0,,0,0,0,0.0,0.0,20.0,0,0,,0,,0,,,10.0,,0.0,0,,,0,,0,,,10.0,0,,,0,20.0,10.0,0,,10.0,0.0,10.0,,0,0.0,,0,,0,,10.0,,,1.0,1,,10.0,,1,10.0,0,,10.0,10.0,0,,0,,0,,,,10.0,1,,10.0,0.0,,1,0,,0,0.0,1,10.0,0.0,,0.0,0.0,0.0,,,,0.0,0,0,0,,0.0,,0,,,
Marsha,0,,,0.0,,0,0,,,,1,0,0,0.0,0.0,,0,0,,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,1.0,0,0,0,,,,0,,,
Cynthia,0,,0.0,0.0,,0,0,,,,0,0,0,1.0,0.0,10.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,,0,,,0,,0.0,0,,,,0.0,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,0.0,0.0,0,,0,,0,,,,,0,,,,,1,0,,0,0.0,0,,,,,,,,,,0.0,0,0,0,,,,0,,,
Marie,0,,,1.0,,0,0,,,,1,0,0,2.0,0.0,,0,0,,0,,0,,,,,,1,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,1,,,,,1,0,,0,,0,,,,,,,,,,0.0,0,0,0,,,,0,,,
George,0,,37.0,1.0,37.0,0,0,,0.0,,1,0,0,1.0,0.0,37.0,0,0,,0,,0,,,37.0,,37.0,1,0.0,,1,,0,0.0,,37.0,0,,,0,37.0,37.0,0,,37.0,37.0,37.0,,0,0.0,37.0,0,,0,,37.0,,,1.0,0,,37.0,,0,37.0,0,,37.0,37.0,0,,0,37.0,37,,,,37.0,1,,37.0,37.0,,1,0,,0,0.0,1,0.0,0.0,37.0,0.0,0.0,37.0,,,,0.0,0,0,0,,37.0,,0,,,
Brian,0,,,0.0,,0,0,,,,1,0,0,1.0,0.0,,0,0,,0,,0,,,,,,0,,,1,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,0,,,,,,,,,,1.0,0,0,0,,,,0,,,
Jennifer,0,,0.0,0.0,0.0,0,0,,,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,,0.0,,10.0,0,,,0,,0,,,0.0,0,,,0,,0.0,0,,,,0.0,,0,0.0,,0,,0,,,,,18.0,0,,0.0,,0,,0,,0.0,0.0,0,,0,,0,,,,0.0,1,,,,,1,0,,0,0.0,0,,0.0,,0.0,0.0,10.0,,,,18.0,0,0,0,,,,0,,,
Leonel,0,,,0.0,,0,0,,,,0,0,0,1.0,0.0,,0,0,0.0,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,4.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,0,0,,0,,0,,,,,,,,,,0.0,0,0,0,,,,0,,,
Carol,0,,,,,0,0,,,,1,0,0,1.0,0.0,,0,0,0.0,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,0.0,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,1.0,0,0,0,,,,0,,,
Robin,1,,10.0,0.0,,0,0,,,,1,0,0,2.0,0.0,10.0,0,0,,0,,0,,,0.0,,0.0,1,,,1,,0,,,0.0,0,,,0,,10.0,0,,,,0.0,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,0.0,10.0,0,,0,,0,,,,0.0,1,,,,,1,0,,0,0.0,1,,,,0.0,,,,,,0.0,0,0,0,,,,0,,,
Almarie,0,,10.0,0.0,,0,0,,,,1,0,0,1.0,0.0,0.0,0,0,,0,,0,,,10.0,,10.0,0,,,0,,0,,,10.0,0,,,0,,0.0,0,0.0,,10.0,0.0,,0,0.0,,0,,0,,,,,2.0,1,,10.0,,0,10.0,0,,0.0,10.0,0,,0,,50,,,,10.0,0,,10.0,,,1,0,,0,0.0,0,,0.0,,10.0,10.0,10.0,,,,0.0,0,1,0,,,,0,,,
Lisa,0,,0.0,1.0,0.0,0,0,,,,0,0,0,1.0,0.0,0.0,0,0,,0,,0,,,5.0,,0.0,0,,,0,,0,,,0.0,0,,,0,0.0,0.0,0,,,0.0,0.0,,0,0.0,,0,,0,,,,,0.0,0,,0.0,,0,0.0,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,0.0,0.0,,1,0,,0,0.0,0,,0.0,,0.0,0.0,0.0,,,,20.0,0,0,0,,0.0,,0,,,
,0,,,0.0,,1,0,,,,1,0,0,1.0,0.0,,0,0,,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,0.0,0,,,,0,,0,,,,0,,0,,,,,,,1,,,,,0,0,,0,,1,,,,,,,,,,0.0,0,0,0,,,,0,,,
Nathaniel,0,,35.0,0.0,0.0,0,0,,,,1,0,0,0.0,0.0,35.0,0,0,,0,,0,,,35.0,,16.0,0,,,0,,0,,,,0,,,0,,30.0,0,,,,0.0,,0,0.0,,0,,0,,,,,1.0,0,,35.0,,0,,0,,8.0,30.0,0,,0,,0,,,,8.0,0,,,,,1,0,,0,0.0,1,,0.0,,0.0,0.0,0.0,,,,0.0,0,0,0,,,,0,,,
Bernadette,0,,0.0,1.0,0.0,0,0,,0.0,,1,0,0,0.0,0.0,0.0,0,0,,0,,0,,,0.0,,0.0,0,,,0,,0,,,0.0,0,,,0,0.0,0.0,0,,,0.0,0.0,,0,0.0,,0,,0,,,,,0.0,0,,0.0,,0,0.0,0,,0.0,0.0,0,,0,,0,,,,0.0,0,,0.0,,,1,0,,0,0.0,0,,0.0,,0.0,0.0,0.0,,,,0.0,0,0,0,,0.0,,0,,,
Ari,0,,,0.0,,0,0,,,,0,0,0,1.0,0.0,,0,0,,0,,0,,,,,,0,,,0,,0,,,,0,,,0,,,0,,,,,,0,0.0,,0,,0,,,,,1.0,0,,,,0,,0,,,,0,,0,,,,,,,0,,,,,1,0,,0,,0,,,,,,,,,,0.0,0,0,0,,,,0,,,
