objectid,globalid,woequipment,geometry,bin,longitude,:@computed_region_efsh_h5xi,citycouncil,wocontract,:@computed_region_f5dn_yrer,statesenate,congressional,woproject,inspectionglobalid,parkzone,wostatus,buildingnumber,location,crossstreet1,zipcode
8715806,042821ED-1E9C-4443-B162-FC2427B0D9C4,,POINT(-73.9071383153661 40.82299323602026),,,10934.0,,BP-X19,34,,,Block Pruning,46A474C8-BB04-486F-9D1D-6F4258744F5A,,Closed,,"{'type': 'Point', 'coordinates': [-73.9071383153661, 40.82299323602026]}",,
23510470,C2E63128-A1F5-4D01-BC3C-620C6B740137,,POINT(-74.11704982161068 40.603867387875916),,,10700.0,50.0,BP-S25,30,24.0,11.0,Block Pruning,B0C28CD4-4422-47B2-B0EF-BCD29916E133,,Open,102,"{'type': 'Point', 'coordinates': [-74.11704982161068, 40.603867387875916]}",LA GUARDIA AV,10314.0
24224636,58788A3A-247A-49D6-9D4F-577E39CCDDB6,,POINT(-73.81522026332286 40.829879018171965),,,11274.0,13.0,BP-X25,43,34.0,14.0,Block Pruning,EA30F836-B4C1-4C09-ADEA-3901C1326F16,,Open,712,"{'type': 'Point', 'coordinates': [-73.81522026332286, 40.829879018171965]}",CLARENCE AV,10465.0
19033362,0FE7043E-39B0-4FA0-9DC8-2759465DDD66,,POINT(-73.80185730506842 40.873095550739556),,,11273.0,13.0,EAB-TRT-X23,44,34.0,14.0,P&D - EAB,C567885E-B2D9-4289-9749-8B2224CEFC84,X039-ZN20,Open,,"{'type': 'Point', 'coordinates': [-73.80185730506842, 40.873095550739556]}",,10464.0
22145288,8B89DEB9-89EC-4807-99A6-B0536886F052,,POINT(-73.87166896822116 40.75425988675661),,,14510.0,,,65,,,,CDD69DF0-A280-42FD-8D2D-B4BECA132C47,,Open,34-27,"{'type': 'Point', 'coordinates': [-73.87166896822116, 40.75425988675661]}",,
24172423,F71BB785-44AC-4E8A-B040-5C845C9DCDA6,,POINT(-73.88734934072005 40.72900957356334),,,14784.0,30.0,BP-Q24,54,12.0,6.0,Block Pruning,EB030619-A6C8-43E8-A306-50FC6494F138,,Open,54-40,"{'type': 'Point', 'coordinates': [-73.88734934072005, 40.72900957356334]}",57 AV,11373.0
21481183,CED32AB0-EB30-4BE9-919C-70735E5CE7BB,,POINT(-73.79097208629722 40.66892930258848),,,24671.0,28.0,BP-Q24,41,10.0,5.0,Block Pruning,300B218D-804D-4A15-A0A2-E1F616474C99,,Open,130-36,"{'type': 'Point', 'coordinates': [-73.79097208629722, 40.66892930258848]}",133 AV,11436.0
11000297,ED85844B-253E-45EB-8316-C5C8F4581E42,,POINT(-73.91874303656749 40.80937696474211),,,10932.0,,BP-X23,49,,,,48C00DBC-1F01-4174-86DC-D2C6B03A1009,,Open,*,"{'type': 'Point', 'coordinates': [-73.91874303656749, 40.80937696474211]}",,
23078732,06FAC455-2978-40B2-9484-4BA39C9AA21B,,POINT(-73.90326208694556 40.83491063745799),,,10934.0,16.0,BP-X24,34,33.0,15.0,Block Pruning,9F8A07AA-DE0C-413B-B0E8-8FC9196070CE,,Open,3690,"{'type': 'Point', 'coordinates': [-73.90326208694556, 40.83491063745799]}",3 AV,10456.0
23604976,FDB47471-D1C7-4E02-B6D5-78C8F5E11D8F,,POINT(-73.74903672668877 40.68308585580261),,,15313.0,31.0,TRS-Q25,63,14.0,5.0,,25EDB7D3-A2B6-4E7B-A719-F1D3FF8BF33D,,Open,218-05,"{'type': 'Point', 'coordinates': [-73.74903672668877, 40.68308585580261]}",131 AV,11413.0
22203867,62164C8B-9838-4435-A743-6083F08429EC,,POINT(-74.0783907951796 40.630022576727924),,,10691.0,49.0,,4,23.0,11.0,,5D0798A8-7C33-4003-9737-3AECDE3F3EC1,,Open,319,"{'type': 'Point', 'coordinates': [-74.0783907951796, 40.630022576727924]}",SANDS ST,10304.0
23575325,66D9585A-C56C-4368-9CAB-69BE1ACD0658,,POINT(-73.86344043981158 40.83189659100388),,,11610.0,18.0,BP-X24,58,34.0,14.0,Block Pruning,22661CA6-BE52-4566-9C34-A2E55F27A9C5,,Open,1260,"{'type': 'Point', 'coordinates': [-73.86344043981158, 40.83189659100388]}",LELAND AV,10472.0
22404020,1BEB08E3-4839-4338-9360-66D4582CCEC7,,POINT(-74.02368149131829 40.63250728347851),,,17216.0,43.0,BP-B24,10,22.0,11.0,Block Pruning,3D2FB3FB-568A-4189-9CA8-B4466588E9D9,,Closed,418,"{'type': 'Point', 'coordinates': [-74.02368149131829, 40.63250728347851]}",4 AV,11209.0
28297505,76C8099C-7B11-4FE7-A8CA-0BD695504E69,,POINT(-73.82347290704443 40.782407550253744),,,14192.0,19.0,BP-Q26,22,11.0,3.0,,D563968D-0FCA-420B-9736-A7C45494A20D,,Open,,"{'type': 'Point', 'coordinates': [-73.82347290704443, 40.782407550253744]}",144 ST,11357.0
19956771,72899AAA-9054-4270-90A6-9707CDC7565A,,POINT(-73.91120192124282 40.88817824685788),,,11272.0,,TRS-X23,48,,,,38FF1AD4-0BFF-4398-8A38-D8A2E074F61C,,Open,//,"{'type': 'Point', 'coordinates': [-73.91120192124282, 40.88817824685788]}",,
23131467,3DCEC9A5-3FD2-41B9-A16A-4C1BE846D7B3,,POINT(-73.95002128211668 40.80392115727766),,,12423.0,9.0,BP-M24,18,30.0,13.0,Block Pruning,421022EA-36A2-4A84-9504-9204B865B949,,Open,125,"{'type': 'Point', 'coordinates': [-73.95002128211668, 40.80392115727766]}",ALLEY,10026.0
23484023,A2D5C9AC-E0A7-47A2-8487-31EB6879645C,,POINT(-74.12483093175219 40.604274602181924),,,10700.0,50.0,BP-S25,30,24.0,11.0,Block Pruning,3CDB6694-94CF-4D42-B31D-D6F6E167B5D9,,Open,114,"{'type': 'Point', 'coordinates': [-74.12483093175219, 40.604274602181924]}",HOLDEN BLVD,10314.0
17038439,BAE6E77D-9B70-4598-A43D-DE6B98CAA03A,,POINT(-73.81744470971145 40.79229892306151),,,14192.0,19.0,,22,11.0,3.0,,8E07BFB7-8550-469A-B9D3-903EC11F2813,,Open,148-032,"{'type': 'Point', 'coordinates': [-73.81744470971145, 40.79229892306151]}",10 AV,11357.0
12722329,8DA94072-4923-46D8-9706-4B742FAD6BA2,,POINT(-73.84799405287374 40.69134055428375),4185885.0,-73.848134,24017.0,32.0,,46,10.0,7.0,,F7FBF19D-E23A-471B-A8DE-B68BA28D739B,,Open,89-21,"{'type': 'Point', 'coordinates': [-73.84799405287374, 40.69134055428375]}",90 AV,11421.0
21075179,179B928C-3989-4A75-90CB-7800D7771E46,,POINT(-73.78916090803013 40.67825761458994),,,24669.0,28.0,BP-Q23,41,10.0,5.0,Block Pruning,F792E7A7-F5BF-4E00-92DF-6363A62309D3,,Open,120-02,"{'type': 'Point', 'coordinates': [-73.78916090803013, 40.67825761458994]}",120 AV,11434.0
14974526,EBC31DFB-D5EF-42E2-BE26-09DDAE7EA3AD,,POINT(-73.80253430509124 40.70053851857195),4215605.0,-73.803462,24668.0,27.0,BP-Q22,41,14.0,5.0,Block Pruning,ACE59608-00D9-4D32-8536-940C021BE924,,Open,94-01,"{'type': 'Point', 'coordinates': [-73.80253430509124, 40.70053851857195]}",151 ST,11433.0
19429448,C39BB6BF-A333-4180-8C5E-453E5F439322,"Bucket, Loader & Chipper",POINT(-73.74050787259308 40.65244394028897),4292067.0,-73.740585,24018.0,31.0,,63,10.0,5.0,,7286417D-26E1-4693-BF04-8A666F7DBA59,,Open,243-08,"{'type': 'Point', 'coordinates': [-73.74050787259308, 40.65244394028897]}",149 AV,11422.0
24189586,75734539-7667-4B69-9740-6C0938EFC2B8,,POINT(-73.93126262878624 40.86066436378081),,,13092.0,10.0,,47,31.0,13.0,,EEF380EA-CD26-41B6-BAA2-CF87035D5C9E,M029-ZN03,Open,,"{'type': 'Point', 'coordinates': [-73.93126262878624, 40.86066436378081]}",BROADWAY,10040.0
22562779,81C09F02-3A88-42ED-BA22-5B17D3FA0671,,POINT(-73.84421204984572 40.67525520269996),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,399A6913-1FDF-4A85-B04F-D527736A3AB2,,Open,90-23,"{'type': 'Point', 'coordinates': [-73.84421204984572, 40.67525520269996]}",DOXSEY PL,11417.0
23060770,7E0517B2-0836-4146-95B5-65393BE157FD,,POINT(-73.8391620695379 40.87312334685447),,,11607.0,12.0,TRS-X24,29,36.0,16.0,,2973661B-4DBE-482F-8477-A9921714059F,,Open,,"{'type': 'Point', 'coordinates': [-73.8391620695379, 40.87312334685447]}",HAMMERSLEY AV,10469.0
23531702,9F051B24-2756-4F95-B85E-48E0AE8D64F5,,POINT(-73.92731808317413 40.810475705493666),,,10932.0,8.0,TRS-X24,49,29.0,15.0,,E621D735-E731-4AC2-8BA7-F164E839605A,,Open,270,"{'type': 'Point', 'coordinates': [-73.92731808317413, 40.810475705493666]}",3 AV,10454.0
22103240,C9717D95-7400-4CD9-AC1A-F395EE42F0A2,,POINT(-74.06941959427749 40.615269613182875),,,10692.0,,,4,,,,F3AE59F1-7D5C-4DFF-B600-B194765E6A0B,,Closed,60,"{'type': 'Point', 'coordinates': [-74.06941959427749, 40.615269613182875]}",,
23891618,5BB9252C-D5E2-480B-B1A8-51C66C7E0278,,POINT(-73.73287894208696 40.764744354619985),,,14197.0,19.0,TRS-Q25,26,11.0,3.0,,211715A3-8A7B-4A5C-9352-D83BB903A526,,Open,50-67,"{'type': 'Point', 'coordinates': [-73.73287894208696, 40.764744354619985]}",MORENCI LA,11362.0
28200037,B35635D4-4C76-4023-A723-48E039717874,,POINT(-73.82268165287107 40.783007333304454),,,14192.0,19.0,BP-Q26,22,11.0,3.0,Block Pruning,06ED4071-4A5B-447D-862A-5665AF98B4F8,Q089B,Open,,"{'type': 'Point', 'coordinates': [-73.82268165287107, 40.783007333304454]}",19 AV,11357.0
22145287,5880BE99-1876-4C2B-8699-EEC85500F51F,,POINT(-73.88529651758873 40.76002574269089),,,14781.0,,,65,,,,A8693613-B3B5-4D42-8989-99FDC985D4C2,,Open,30-44,"{'type': 'Point', 'coordinates': [-73.88529651758873, 40.76002574269089]}",,
23026215,D7201C36-0B59-4E88-8AC1-77F9119D72C3,,POINT(-73.81052259861706 40.737839348445654),,,14509.0,24.0,BP-Q24,25,16.0,6.0,Block Pruning,67CF218A-C418-41C1-8071-2020ED41A77D,,Open,61-26,"{'type': 'Point', 'coordinates': [-73.81052259861706, 40.737839348445654]}",HORACE HARDING EXPY,11365.0
22821990,7BCE7D04-EFCB-439F-8F53-4945236E21FE,,POINT(-74.00716183738791 40.644579619338884),,,18180.0,43.0,,9,26.0,10.0,,08F3A96B-2B53-485B-AAEC-9C9D5F9039EF,,Open,4809,"{'type': 'Point', 'coordinates': [-74.00716183738791, 40.644579619338884]}",49 STREET,11220.0
19723236,D5BBC56F-5C89-4864-8C68-45608755E2B0,,POINT(-73.99855566322238 40.632584417008786),3139694.0,-73.998534,17621.0,,TRS-B23,2,,,,7E5C5FB5-D3DF-463B-92B8-242AC98C297F,,Open,5524,"{'type': 'Point', 'coordinates': [-73.99855566322238, 40.632584417008786]}",,
17455128,F7C59286-CC01-47D5-B1C2-286D1F49A6FD,,POINT(-73.76778643039688 40.598326865931035),,,20529.0,31.0,BP-Q23,51,10.0,5.0,Block Pruning,B15914DD-AC69-4A74-8921-D75E34217C2E,,Open,,"{'type': 'Point', 'coordinates': [-73.76778643039688, 40.598326865931035]}",BEACH 35 ST,11691.0
26343844,A25126EA-95D6-4D0C-9444-6D512AFFD5BD,,POINT(-73.97273323946467 40.758930675248315),,,12419.0,4.0,TRS-M26,11,28.0,12.0,,AA6FA584-B64F-4985-B0BE-C1D2CDDBFD25,M060A,Open,,"{'type': 'Point', 'coordinates': [-73.97273323946467, 40.758930675248315]}",E 53 ST,10022.0
6829190,791F1784-CB2D-4BEB-A517-6CD2F89874F9,,POINT(-73.96570205007338 40.66659770002287),,,,,,13,,,,,B073-ZN12,Closed,0,"{'type': 'Point', 'coordinates': [-73.96570205007338, 40.66659770002287]}",,
21578909,8FB0307F-1FD2-4795-944F-5D32EEDDB052,,POINT(-73.77969882543977 40.77159123934211),,,14196.0,19.0,EAB-TRT-Q24,26,11.0,6.0,P&D - EAB,DC4C3BD0-97DD-48EC-AF60-F17A7359F3B6,,Closed,,"{'type': 'Point', 'coordinates': [-73.77969882543977, 40.77159123934211]}",,11361.0
24039383,CA121A85-C6F5-4B6E-BC0D-4C0477951CBD,,POINT(-73.91068627731045 40.75322626229062),,,14787.0,26.0,TRS-Q25,39,12.0,7.0,,A6EEF652-B198-4926-9448-E352C5FA0F68,,Open,50-53,"{'type': 'Point', 'coordinates': [-73.91068627731045, 40.75322626229062]}",NEWTOWN RD,11377.0
19325582,06C51D09-2D76-4447-910E-2111FAF1575D,,POINT(-73.80529744036681 40.70436011420645),,,24340.0,,QG-322M,41,,,,91804634-3F1A-4F2B-B736-52B6B9F2802B,,Alternate,0,"{'type': 'Point', 'coordinates': [-73.80529744036681, 40.70436011420645]}",,
25259631,412DEA5C-2C24-45A5-92CB-AE6D32798666,,POINT(-73.97935029091752 40.75108598004319),,,12078.0,4.0,,71,28.0,12.0,,EF3F5BD5-3916-4119-9FB2-21A945396358,,Open,90,"{'type': 'Point', 'coordinates': [-73.97935029091752, 40.75108598004319]}",CONNECTOR,10016.0
24281796,A8993E1B-57CD-4EB1-A341-3F0A209FA449,,POINT(-73.74179143936843 40.742528545920656),,,14197.0,,,26,,,CPTP,CE6B07F2-B7A3-41D4-B4EF-9A7EF897D15E,Q001-ZN02,Open,/,"{'type': 'Point', 'coordinates': [-73.74179143936843, 40.742528545920656]}",,
26263348,837DF01E-2F41-4365-AEBC-C1DF7E8B8A2D,,POINT(-73.91499947414206 40.823228181312565),,,10929.0,17.0,GT-26,34,32.0,15.0,,2C079588-45ED-443C-8A1D-0BBF15F949A2,,Open,,"{'type': 'Point', 'coordinates': [-73.91499947414206, 40.823228181312565]}",ALLEY,10451.0
23186282,A1C1F508-C52F-4DC0-9D26-7631F7145E02,,POINT(-73.81516642770751 40.72835803548578),,,14509.0,24.0,BP-Q24,25,14.0,6.0,Block Pruning,6C21A8ED-F2A1-459C-89C0-74897910CA03,,Open,,"{'type': 'Point', 'coordinates': [-73.81516642770751, 40.72835803548578]}",153 ST,11367.0
22641083,FBC93C8C-AA64-4457-904E-4C26F442AB98,,POINT(-73.98208192271447 40.77733835410761),,,12420.0,6.0,BP-M24,20,27.0,10.0,Block Pruning,F0E71E38-2F3A-4374-BFAE-D29B8C863F1C,,Open,OPP2052,"{'type': 'Point', 'coordinates': [-73.98208192271447, 40.77733835410761]}",BROADWAY,10023.0
24119102,85F1EB19-8A6E-47A0-A279-670DA95A8777,,POINT(-73.98115754859387 40.685393514257754),,,17619.0,33.0,BP-B24,68,25.0,8.0,Block Pruning,17AD8CCB-C942-4EEC-AA3F-A58F411410EB,,Open,510,"{'type': 'Point', 'coordinates': [-73.98115754859387, 40.685393514257754]}",3 AVENUE,11217.0
11154328,33BF810F-9267-405B-8BF4-CFCFD73C39BA,,POINT(-73.7956821746032 40.668881884598854),,,24671.0,,BP-Q20,41,,,,F91C0C9B-4EE1-499B-A2B0-50C89B6F48B4,,Open,*,"{'type': 'Point', 'coordinates': [-73.7956821746032, 40.668881884598854]}",,
22635260,E3363CC1-C56C-4217-BCD6-99FF43A4B188,,POINT(-73.85409484757615 40.67275255939133),,,24013.0,,BP-Q24,62,,,Block Pruning,EA692DC8-18D3-41A5-A497-59DF815235D9,,Open,[MAP],"{'type': 'Point', 'coordinates': [-73.85409484757615, 40.67275255939133]}",,
22852973,C46E6B85-3E8F-4C63-A6D6-2F49C44D9C90,,POINT(-73.92668616556706 40.83781473477106),,,10930.0,16.0,BP-X24,50,29.0,15.0,Block Pruning,FE2FA0B5-2865-4D63-8901-2EFF63E84A43,,Open,1201,"{'type': 'Point', 'coordinates': [-73.92668616556706, 40.83781473477106]}",ALLEY,10452.0
22930118,0D6F6AA6-EA4E-4AE0-93BD-76CBC26DF51E,,POINT(-73.82384422137379 40.7238620292878),,,14509.0,24.0,BP-Q24,25,15.0,6.0,Block Pruning,DFF64B96-2DF2-43CB-86D1-655E20597D55,,Open,72-43,"{'type': 'Point', 'coordinates': [-73.82384422137379, 40.7238620292878]}",139 ST,11367.0
22810621,E075AD5B-87FA-40D4-AAC7-5B8B80E551C4,,POINT(-73.90134114049069 40.83682990939449),,,10934.0,16.0,BP-X24,34,33.0,15.0,Block Pruning,0E8FE6EB-81C4-433B-B890-35E241DCF77D,,Open,1499,"{'type': 'Point', 'coordinates': [-73.90134114049069, 40.83682990939449]}",CROTONA PL,10457.0
22399426,9AAD35A1-206D-4527-93F0-5B26FBD88DE2,,POINT(-73.8551512059693 40.67401775392323),,,24013.0,32.0,BP-Q24,62,15.0,8.0,Block Pruning,9C141530-65D9-4705-A7B9-17C4558158B2,,Open,132-37,"{'type': 'Point', 'coordinates': [-73.8551512059693, 40.67401775392323]}",133 AV,11417.0
22268856,1785ED12-5EC5-49DB-BDBD-3F1202796697,,POINT(-73.78483075288698 40.67504275391969),,,24669.0,28.0,BP-Q24,41,10.0,5.0,Block Pruning,BCFEA73E-3422-4FEB-89DB-0F4621119C25,,Open,,"{'type': 'Point', 'coordinates': [-73.78483075288698, 40.67504275391969]}",155 ST,11434.0
10790476,CDEAD320-FCD8-4297-B82A-49414795747E,,POINT(-73.95912359193198 40.687581083428114),,,13829.0,,BP-B20,69,,,,DD6DEADF-B04C-4D9E-A4FB-6AA593AA145C,,Open,*,"{'type': 'Point', 'coordinates': [-73.95912359193198, 40.687581083428114]}",,
6276870,98E118FD-77A5-4533-8D49-CB2E1B1ED2F8,,POINT(-73.94454455852168 40.65954269051437),,,16866.0,,,17,,,,A01D208A-AE6A-458F-A28C-DF5E3923EB5A,,Closed,,"{'type': 'Point', 'coordinates': [-73.94454455852168, 40.65954269051437]}",,
10892895,78FF7903-2A65-4A6B-B6F1-507D07E9C0EB,,POINT(-73.88302124229965 40.873620556272314),,,11605.0,,BP-X20,24,,,Block Pruning,2B894BA0-88E8-49BB-90F7-F0B86D701120,X033-ZN03,Closed,/,"{'type': 'Point', 'coordinates': [-73.88302124229965, 40.873620556272314]}",,
24103786,1B226E11-36BD-450F-A034-4A695E384E11,,POINT(-73.98453740088068 40.68726160961063),,,17619.0,33.0,BP-B24,68,26.0,10.0,Block Pruning,8379C425-E253-4BFE-8C4C-BD98626492B9,,Open,79,"{'type': 'Point', 'coordinates': [-73.98453740088068, 40.68726160961063]}",BOND ST,11217.0
10503925,8BD2754E-C1B3-44A8-8FA7-C37AD09D1F56,,POINT(-73.94516440668583 40.72013278674057),,,18182.0,,BP-B20,36,,,,AFE97EE0-E259-4D3C-BE7F-9839711472C3,,Open,*,"{'type': 'Point', 'coordinates': [-73.94516440668583, 40.72013278674057]}",,
27604993,31B5C9FF-C9D1-4148-AD6F-6610F657AD0C,,POINT(-73.96264160422349 40.813747344507),,,12421.0,7.0,BP-M26,37,30.0,13.0,Block Pruning,1D7CC84C-3339-411B-B262-84E7EC3BDE11,,Open,,"{'type': 'Point', 'coordinates': [-73.96264160422349, 40.813747344507]}",RIVERSIDE DR,10024.0
23389893,83CF739E-21D5-4ABC-A36D-41A6B14A9F31,,POINT(-73.85133077388232 40.78701270032589),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,BFB41D63-47A6-4567-8319-A35E9314A1B2,,Open,12-25,"{'type': 'Point', 'coordinates': [-73.85133077388232, 40.78701270032589]}",117 ST,11356.0
21025958,9DB5A110-D246-44C3-A4D0-71AB37D68552,,POINT(-74.0747398322565 40.597691796654615),,,10692.0,50.0,BP-S24,30,24.0,11.0,Block Pruning,C908A92B-C08C-46FD-A9D8-213F9A316E15,,Open,955,"{'type': 'Point', 'coordinates': [-74.0747398322565, 40.597691796654615]}",HICKORY AV,10305.0
25384691,9CF45BCD-193C-4A3A-AE8E-B355A9D637DF,,POINT(-73.90523520321851 40.88810742122134),,,11272.0,,,48,,,,C01514A2-F3E1-4099-B80F-4A6091AEFF68,,Open,,"{'type': 'Point', 'coordinates': [-73.90523520321851, 40.88810742122134]}",,
21731668,DE36090A-C64C-49B9-8C81-44363A0569B7,,POINT(-73.84369818858357 40.697093856219965),,,24014.0,32.0,,46,15.0,5.0,,C0B1D432-EF48-4099-AD45-F2D3F13F2D40,,Closed,104-01,"{'type': 'Point', 'coordinates': [-73.84369818858357, 40.697093856219965]}",104 ST,11418.0
24228091,C970D094-8D39-471F-9AA7-56051E58F38C,,POINT(-73.85852422667473 40.70019116918446),,,24017.0,32.0,TRS-Q25,38,15.0,7.0,,B45152DA-970B-4B8D-B290-0CA9AE8698C5,,Open,,"{'type': 'Point', 'coordinates': [-73.85852422667473, 40.70019116918446]}",89 ST,11385.0
23196160,599625CA-2BDB-480A-9FB6-0930E2CFF6B7,,POINT(-73.89150024923734 40.67712000437467),,,17214.0,37.0,BP-B24,45,19.0,7.0,Block Pruning,0E83269F-461C-4F09-9A74-CEC1A1E79544,,Closed,132,"{'type': 'Point', 'coordinates': [-73.89150024923734, 40.67712000437467]}",ATLANTIC AV,11207.0
22134413,8C9F1C07-2C04-491B-BC13-362627847AD2,,POINT(-73.78770627133919 40.68203429380032),,,24669.0,,BP-Q24,41,,,Block Pruning,3C8E6BCF-D30E-4734-89E8-846A591B88FC,Q005-ZN01,Open,[MAP],"{'type': 'Point', 'coordinates': [-73.78770627133919, 40.68203429380032]}",,
21330379,8A8E81FD-F5F9-4C39-8E1E-4E811B06B429,Chipper,POINT(-73.83888524473744 40.74443350642608),,,14510.0,21.0,,67,13.0,14.0,CPTP,4E2E20A3-33BB-4A65-B116-4E0A4804DA5A,,Open,,"{'type': 'Point', 'coordinates': [-73.83888524473744, 40.74443350642608]}",MEADOW LAKE PR,11355.0
21307636,C2EA01C8-733D-48D0-B7AB-6BE4A3640CBB,,POINT(-73.98044447506737 40.62182801276034),,,16867.0,44.0,EAB-TRT-B24,2,17.0,10.0,P&D - EAB,B5E21512-A6C4-4566-9422-E14E71594D93,,Open,5402,"{'type': 'Point', 'coordinates': [-73.98044447506737, 40.62182801276034]}",20 AV,11204.0
14991690,E154D81C-A921-439E-AB9B-40D027DA9DDD,,POINT(-73.79229851669169 40.70182136175745),,-73.792187,24668.0,27.0,BP-Q22,41,14.0,5.0,Block Pruning,BDE032E3-02B2-424B-9055-C0C5413E8188,,Closed,103-30,"{'type': 'Point', 'coordinates': [-73.79229851669169, 40.70182136175745]}",165 ST,11433.0
22652701,1335E568-2631-4362-B67C-4D4205E417FB,,POINT(-73.9821047546557 40.77645694070386),,,12420.0,6.0,BP-M24,20,27.0,10.0,Block Pruning,8E6FBE48-3832-449D-8DE1-47A422225EBC,M095-ZN01,Open,,"{'type': 'Point', 'coordinates': [-73.9821047546557, 40.77645694070386]}",BROADWAY,10023.0
22677518,72C8D113-810B-4461-A28E-5E8D92462136,,POINT(-73.97805649857588 40.77887162280252),,,12420.0,6.0,BP-M25,20,29.0,10.0,Block Pruning,302CE22F-4AB1-4D27-B217-A144BF0AAF3B,,Open,101,"{'type': 'Point', 'coordinates': [-73.97805649857588, 40.77887162280252]}",COLUMBUS AV,10023.0
23541312,EE9741CB-0537-4598-A56B-6C3DB83EF26F,,POINT(-74.12140119704591 40.60170150906896),,,10700.0,50.0,BP-S25,30,24.0,11.0,Block Pruning,E05C5B9D-8537-43DA-9553-E53382C6BCD6,,Open,40,"{'type': 'Point', 'coordinates': [-74.12140119704591, 40.60170150906896]}",ELVIN ST,10314.0
22555087,4C579994-8850-4659-AD94-4D7064B56A4C,,POINT(-74.14803067401368 40.56419882316269),,,10695.0,51.0,,15,24.0,11.0,,99B48B21-DF12-406E-BEC5-D74FFD09C51F,,Open,223,"{'type': 'Point', 'coordinates': [-74.14803067401368, 40.56419882316269]}",NUTWOOD CT,10308.0
23780752,B04EE2D2-5C2D-4589-BC4F-570261209BD1,,POINT(-73.85118205414446 40.79272026941357),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,C8ACD8B0-E0D2-4640-9EC2-2999C5DA1F03,,Open,,"{'type': 'Point', 'coordinates': [-73.85118205414446, 40.79272026941357]}",119 ST,11356.0
21556167,D2B9E05E-B1BD-485E-8617-5CEDAE9F2EE2,,POINT(-73.9890071616762 40.713416842238665),,,11723.0,1.0,BP-M24,70,26.0,7.0,Block Pruning,C82A40CA-C543-4950-8301-D65552F39191,,Open,168,"{'type': 'Point', 'coordinates': [-73.9890071616762, 40.713416842238665]}",HENRY ST,10002.0
16618624,26360162-B472-41C6-A177-3EED3DD507EC,,POINT(-73.98832844587308 40.60979845201277),3159287.0,-73.988309,16867.0,44.0,BP-B22,1,22.0,10.0,Block Pruning,9C5B5800-6673-4BE5-8859-19367DE7D802,,Open,2119,"{'type': 'Point', 'coordinates': [-73.98832844587308, 40.60979845201277]}",21 AV,11204.0
23632743,F4E83175-5DC7-4195-A91B-608BF20B2B6E,,POINT(-73.84092309338756 40.79098438869966),,,14191.0,19.0,BP-Q24,22,11.0,14.0,Block Pruning,FB66F01D-A5F0-40CF-B085-5B1870C5DF3B,,Open,6-20,"{'type': 'Point', 'coordinates': [-73.84092309338756, 40.79098438869966]}",127 ST,11356.0
21129310,FC0C9BD7-5481-4DB3-B1DB-6064EADB6BBE,,POINT(-73.88299159063881 40.76367585189068),,,14511.0,22.0,,65,13.0,14.0,,4879B612-6FE4-4DB5-AC82-8D2B259C1E91,,Open,24-059,"{'type': 'Point', 'coordinates': [-73.88299159063881, 40.76367585189068]}",25 AVENUE,11369.0
11098283,20FEBF54-8B0A-4C40-9029-60E1854341D5,,POINT(-73.91312340960921 40.83593075617752),,,10934.0,,BP-X23,50,,,,344923E1-2168-4B17-AA5B-56D408759D3B,,Open,*,"{'type': 'Point', 'coordinates': [-73.91312340960921, 40.83593075617752]}",,
20166182,360A6443-ABD0-4A12-BE02-60CE893E2621,,POINT(-73.97860610163575 40.7949393217636),,,12421.0,,Tree Time,20,,,,E6E5D113-2D0F-4355-9F55-89881A9BC58D,M071-ZN23,Open,z,"{'type': 'Point', 'coordinates': [-73.97860610163575, 40.7949393217636]}",,
21204898,35B6C499-7BFE-42BA-B0BC-683E1605BFD0,,POINT(-73.79582574902382 40.73235739896946),,,14507.0,24.0,EAB-TRT-Q24,25,11.0,6.0,P&D - EAB,90EAD5C9-7E19-4478-9BDB-A498D65C063B,,Closed,69-11,"{'type': 'Point', 'coordinates': [-73.79582574902382, 40.73235739896946]}",174 ST,11365.0
23415858,E1D1D15F-0236-4CCE-800E-75EBE0E5A504,,POINT(-74.11327720481826 40.60958386034737),,,10700.0,50.0,BP-S25,30,24.0,11.0,Block Pruning,E0EE6365-7D86-4B1D-B8D3-0F14EBDFC423,,Open,20,"{'type': 'Point', 'coordinates': [-74.11327720481826, 40.60958386034737]}",FINE BLVD,10314.0
10568957,4138D0B1-B17A-4A21-87AC-6EBE50104A28,,POINT(-73.97826503345618 40.72138293235037),,,11729.0,,BP-M20,70,,,,A9382293-06C0-42D8-A66D-ADA1F19EB943,,Open,,"{'type': 'Point', 'coordinates': [-73.97826503345618, 40.72138293235037]}",,
22261801,DAF22560-5628-48D4-9D99-60DBED7A56E9,,POINT(-73.96880879999128 40.621848451534085),,,13513.0,44.0,,2,22.0,9.0,,57A7EAFF-7488-4869-BF6B-7EF6BB9D62FB,,In Process,624,"{'type': 'Point', 'coordinates': [-73.96880879999128, 40.621848451534085]}",EAST    7 STREET,11230.0
