source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,match_type,currency,keyword_status,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,20,0
"",2022-04-10,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951539,strategy,BROAD,USD,PAUSED,5,0,0,0,0,0,0,0,0,76,3.99
"",2021-12-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,12,0.13
"",2023-09-15,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951539,strategy,BROAD,USD,PAUSED,12,2,2,0,0,2,2,2,2,100,11.99
"",2024-05-19,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951578,racing,EXACT,USD,ACTIVE,14,4,4,0,0,4,4,4,4,115,6.8
"",2022-01-22,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951490,dumb games,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,97,9.37
"",2023-10-06,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951524,music,EXACT,USD,ACTIVE,4,2,2,0,0,2,2,2,2,38,2.04
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,50,0
"",2024-11-20,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093313,tip cat,BROAD,USD,ACTIVE,17,2,2,0,0,2,2,2,2,138,8.89
"",2025-01-28,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951541,fun,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,75,16.51
"",2025-06-11,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951531,strategy,BROAD,USD,PAUSED,13,3,3,0,0,3,3,3,3,117,9.47
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2024-09-02,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951497,play,BROAD,USD,PAUSED,13,5,5,0,0,5,5,5,5,100,12.32
"",2024-07-12,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951547,simulation,BROAD,USD,PAUSED,4,2,2,0,0,2,2,2,2,69,10.26
"",2022-10-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,47,14.33
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2022-10-16,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951518,casual,EXACT,USD,ACTIVE,13,2,2,0,0,2,2,2,2,178,16.42
"",2025-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,8,4,4,0,0,4,4,4,4,88,9.22
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,11,1
"",2022-06-08,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951513,music,BROAD,USD,ACTIVE,4,1,1,0,0,1,1,1,1,37,10.55
"",2025-07-29,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951500,app,EXACT,USD,PAUSED,1,0,0,0,0,0,0,0,0,42,8.58
"",2022-01-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,26,7.54
"",2024-09-04,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951541,fun,BROAD,USD,ACTIVE,7,0,0,0,0,0,0,0,0,97,2.14
"",2023-08-11,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951518,casual,EXACT,USD,ACTIVE,19,5,5,0,0,5,5,5,5,145,17.68
"",2022-12-22,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951512,kids,BROAD,USD,PAUSED,2,1,1,0,0,1,1,1,1,14,7.66
"",2024-04-12,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951546,play,EXACT,USD,ACTIVE,17,5,5,0,0,5,5,5,5,114,16.55
"",2024-04-12,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951567,download,EXACT,USD,ACTIVE,2,0,0,0,0,0,0,0,0,63,5.61
"",2022-01-04,3219110,Tip Tap Cat,973923060,User Acquisition,983960460,Retargeting,983951558,arcade,BROAD,USD,PAUSED,1,0,0,0,0,0,0,0,0,107,17.25
"",2023-12-26,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,10,2,2,0,0,2,2,2,2,198,12.13
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,49,0.97
"",2023-10-02,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951578,racing,EXACT,USD,ACTIVE,4,1,1,0,0,1,1,1,1,50,10.18
"",2025-12-24,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,3,0,0,0,0,0,0,0,0,66,14.73
"",2022-11-06,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951493,time wasters,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,43,16.13
"",2022-08-28,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,22,4,4,0,0,4,4,4,4,174,1.21
"",2025-07-22,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951559,action,BROAD,USD,ACTIVE,22,0,0,0,0,0,0,0,0,182,8.77
"",2023-06-15,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951571,kids,BROAD,USD,PAUSED,8,0,0,0,0,0,0,0,0,169,7.82
"",2024-12-27,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951533,music,EXACT,USD,ACTIVE,5,2,2,0,0,2,2,2,2,51,15.76
"",2022-12-15,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,7,3,3,0,0,3,3,3,3,73,9.3
"",2022-04-22,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951491,im bored,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,29,14.8
"",2023-09-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,115,12.01
"",2025-01-16,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951563,game,BROAD,USD,PAUSED,6,2,2,0,0,2,2,2,2,60,9.71
"",2022-10-27,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951546,play,EXACT,USD,ACTIVE,4,1,1,0,0,1,1,1,1,157,17.99
"",2023-10-20,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951517,kids,EXACT,USD,PAUSED,1,0,0,0,0,0,0,0,0,113,19.98
"",2021-12-04,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951498,education,BROAD,USD,ACTIVE,3,1,1,0,0,1,1,1,1,77,5.13
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,28,0
"",2024-07-24,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,983951562,strategy,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,52,10.02
"",2024-03-25,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951504,game,BROAD,USD,ACTIVE,10,1,1,0,0,1,1,1,1,114,11.6
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,35,0
"",2022-12-04,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951574,photo,EXACT,USD,ACTIVE,2,0,0,0,0,0,0,0,0,186,12.43
"",2021-12-13,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951527,play,EXACT,USD,ACTIVE,2,0,0,0,0,0,0,0,0,75,2.71
"",2024-04-21,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951553,education,BROAD,USD,ACTIVE,13,2,2,0,0,2,2,2,2,153,17.97
"",2025-02-27,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951493,time wasters,BROAD,USD,ACTIVE,9,2,2,0,0,2,2,2,2,101,16.33
"",2021-12-08,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093313,tip cat,BROAD,USD,ACTIVE,13,3,3,0,0,3,3,3,3,191,17.1
"",2022-09-26,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,20,0,0,0,0,0,0,0,0,148,6.97
"",2022-04-13,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951567,download,EXACT,USD,ACTIVE,4,0,0,0,0,0,0,0,0,32,12.65
"",2024-05-01,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,27,10,10,0,0,10,10,10,10,193,15.88
"",2022-08-15,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,983951544,arcade,BROAD,USD,PAUSED,12,3,3,0,0,3,3,3,3,129,10.06
"",2023-12-26,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951493,time wasters,BROAD,USD,ACTIVE,11,2,2,0,0,2,2,2,2,137,12.08
"",2022-03-01,3219110,Tip Tap Cat,973923058,Holiday Sale,983960456,Retargeting,983951546,play,EXACT,USD,ACTIVE,6,3,3,0,0,3,3,3,3,52,13.7
"",2022-12-16,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951533,music,EXACT,USD,ACTIVE,3,1,1,0,0,1,1,1,1,36,2.73
"",2023-06-02,3219110,Tip Tap Cat,973923057,Holiday Sale,983960455,Premium Users,983951543,puzzle,EXACT,USD,ACTIVE,5,0,0,0,0,0,0,0,0,182,13.3
"",2022-01-07,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,12,0,0,0,0,0,0,0,0,93,2.4
"",2023-06-14,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951515,adventure,EXACT,USD,PAUSED,2,0,0,0,0,0,0,0,0,142,6.57
"",2022-10-01,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951513,music,BROAD,USD,ACTIVE,8,3,3,0,0,3,3,3,3,173,10.66
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,35,1.39
"",2022-12-07,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951577,simulation,BROAD,USD,ACTIVE,3,0,0,0,0,0,0,0,0,27,8.48
"",2024-11-29,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951492,relax games,BROAD,USD,ACTIVE,7,0,0,0,0,0,0,0,0,71,11.51
"",2024-05-23,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951534,game,EXACT,USD,PAUSED,7,0,0,0,0,0,0,0,0,72,1.53
"",2021-12-26,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,59,8.18
"",2024-02-24,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951526,family,BROAD,USD,ACTIVE,6,1,1,0,0,1,1,1,1,63,11.25
"",2024-06-14,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951517,kids,EXACT,USD,PAUSED,6,2,2,0,0,2,2,2,2,136,7.99
"",2023-11-07,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,983951561,download,EXACT,USD,ACTIVE,10,2,2,0,0,2,2,2,2,95,14.92
"",2022-07-22,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951524,music,EXACT,USD,ACTIVE,21,4,4,0,0,4,4,4,4,173,6.83
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951513,music,BROAD,USD,ACTIVE,15,6,6,0,0,6,6,6,6,195,12.46
"",2022-11-17,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951556,puzzle,EXACT,USD,PAUSED,17,8,8,0,0,8,8,8,8,141,11.62
"",2022-04-01,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093311,cat game,BROAD,USD,ACTIVE,14,5,5,0,0,5,5,5,5,130,4.18
"",2025-08-08,3219110,Tip Tap Cat,973923054,Tap Away,983960445,Budget Segment,983951514,kids,EXACT,USD,ACTIVE,11,0,0,0,0,0,0,0,0,121,17.04
"",2022-11-13,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,983951561,download,EXACT,USD,ACTIVE,10,2,2,0,0,2,2,2,2,73,5.49
"",2024-10-30,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951502,sports,EXACT,USD,PAUSED,10,1,1,0,0,1,1,1,1,69,5.23
"",2023-05-03,3219111,Gaming Studio,973923063,Summer Special,983960467,Premium Users,983951578,racing,EXACT,USD,ACTIVE,8,2,2,0,0,2,2,2,2,64,10.98
"",2024-12-18,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,24,1.35
"",2024-02-19,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951505,puzzle,EXACT,USD,PAUSED,12,1,1,0,0,1,1,1,1,159,14.13
"",2023-04-21,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951574,photo,EXACT,USD,ACTIVE,13,6,6,0,0,6,6,6,6,179,13.6
"",2025-01-18,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951534,game,EXACT,USD,PAUSED,6,0,0,0,0,0,0,0,0,175,8.91
"",2022-06-26,3219110,Tip Tap Cat,973923057,Holiday Sale,983960453,High Value,983951539,strategy,BROAD,USD,PAUSED,13,6,6,0,0,6,6,6,6,145,7.31
"",2025-09-20,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951491,im bored,BROAD,USD,ACTIVE,7,1,1,0,0,1,1,1,1,155,5.39
"",2023-10-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,2,1,1,0,0,1,1,1,1,29,12.71
"",2023-02-05,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951564,app,EXACT,USD,PAUSED,23,3,3,0,0,3,3,3,3,189,9.11
"",2023-05-16,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951500,app,EXACT,USD,PAUSED,6,1,1,0,0,1,1,1,1,119,16.99
"",2025-08-29,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951575,family,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,55,13.2
"",2023-10-17,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951573,puzzle,EXACT,USD,ACTIVE,3,1,1,0,0,1,1,1,1,128,8.21
"",2025-09-03,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951526,family,BROAD,USD,ACTIVE,2,0,0,0,0,0,0,0,0,34,17.3
"",2024-03-15,3219110,Tip Tap Cat,973923054,Tap Away,983960447,Retargeting,983951520,fun,BROAD,USD,ACTIVE,6,0,0,0,0,0,0,0,0,176,13.27
"",2022-03-04,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,5,1,1,0,0,1,1,1,1,153,8.87
"",2023-01-07,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951567,download,EXACT,USD,ACTIVE,9,2,2,0,0,2,2,2,2,150,9.1
"",2024-01-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,31,10.59
"",2024-11-12,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951494,bored,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,24,10.95
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,8,0
"",2023-10-22,3219110,Tip Tap Cat,973923054,Tap Away,983960446,Premium Users,983951517,kids,EXACT,USD,PAUSED,9,3,3,0,0,3,3,3,3,121,14.44
"",2023-11-07,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093305,pet cat,BROAD,USD,ACTIVE,24,5,5,0,0,5,5,5,5,198,6.37
"",2022-07-29,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951573,puzzle,EXACT,USD,ACTIVE,4,2,2,0,0,2,2,2,2,27,1.76
"",2022-02-10,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951574,photo,EXACT,USD,ACTIVE,23,1,1,0,0,1,1,1,1,198,3.65
"",2023-10-28,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951571,kids,BROAD,USD,PAUSED,1,0,0,0,0,0,0,0,0,52,5.32
"",2024-07-05,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951505,puzzle,EXACT,USD,PAUSED,20,0,0,0,0,0,0,0,0,199,15.09
"",2025-05-23,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,25,5,5,0,0,5,5,5,5,177,16.28
"",2022-12-02,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951491,im bored,BROAD,USD,ACTIVE,5,0,0,0,0,0,0,0,0,55,18.87
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,1,1,1,0,0,1,1,1,1,29,0.38
"",2023-09-06,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951571,kids,BROAD,USD,PAUSED,1,1,1,0,0,1,1,1,1,16,14
"",2022-08-07,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951532,adventure,EXACT,USD,ACTIVE,14,3,3,0,0,3,3,3,3,141,10.11
"",2023-11-11,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951530,game,BROAD,USD,ACTIVE,16,4,4,0,0,4,4,4,4,130,13.46
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,49,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,23,0.77
"",2022-07-28,3219111,Gaming Studio,973923061,New Feature,983960462,Retargeting,983951561,download,EXACT,USD,ACTIVE,1,1,1,0,0,1,1,1,1,39,8.9
"",2025-03-29,3219110,Tip Tap Cat,973923054,Tap Away,983960444,Retargeting,983951511,racing,EXACT,USD,ACTIVE,2,1,1,0,0,1,1,1,1,163,12.32
"",2023-02-19,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960450,Premium Users,983951530,game,BROAD,USD,ACTIVE,9,1,1,0,0,1,1,1,1,188,5.95
"",2022-03-01,3219110,Tip Tap Cat,973923054,Tap Away,983960443,Retargeting,983951510,fun,BROAD,USD,ACTIVE,4,2,2,0,0,2,2,2,2,35,15.49
"",2023-09-11,3219111,Gaming Studio,973923062,Holiday Sale,983960464,Premium Users,983951569,adventure,BROAD,USD,PAUSED,8,3,3,0,0,3,3,3,3,162,16.96
"",2025-03-07,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951533,music,EXACT,USD,ACTIVE,14,0,0,0,0,0,0,0,0,115,2.93
"",2023-08-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,BROAD,USD,ACTIVE,6,2,2,0,0,2,2,2,2,50,9.21
"",2022-11-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,71,14.24
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2025-12-01,3219111,Gaming Studio,973923061,New Feature,983960461,Retargeting,983951560,puzzle,BROAD,USD,PAUSED,6,0,0,0,0,0,0,0,0,89,19.69
"",2024-12-10,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951565,play,EXACT,USD,PAUSED,11,1,1,0,0,1,1,1,1,94,12.91
"",2025-06-19,3162550,Joseph Markiewicz,973923055,Summer Special,983960449,High Value,983951528,education,BROAD,USD,PAUSED,14,4,4,0,0,4,4,4,4,112,8.45
"",2022-12-24,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951522,fun,EXACT,USD,ACTIVE,23,3,3,0,0,3,3,3,3,183,17.77
"",2022-09-15,3219110,Tip Tap Cat,973923059,Spring Launch,983960457,High Value,983951550,action,BROAD,USD,ACTIVE,9,1,1,0,0,1,1,1,1,70,18.21
"",2025-12-25,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951533,music,EXACT,USD,ACTIVE,14,4,4,0,0,4,4,4,4,106,7.28
"",2021-12-12,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,2,0
"",2023-02-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951504,game,BROAD,USD,ACTIVE,19,9,9,0,0,9,9,9,9,167,13.19
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951492,relax games,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,1,0
"",2023-09-01,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951522,fun,EXACT,USD,ACTIVE,9,1,1,0,0,1,1,1,1,104,17.37
"",2022-11-22,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951495,sports,BROAD,USD,PAUSED,10,0,0,0,0,0,0,0,0,145,5.08
"",2023-10-14,3219111,Gaming Studio,973923061,New Feature,983960463,Budget Segment,983951566,free,BROAD,USD,ACTIVE,4,0,0,0,0,0,0,0,0,34,17.15
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,6,0
"",2023-08-09,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,983951552,kids,BROAD,USD,PAUSED,12,4,4,0,0,4,4,4,4,109,18.7
"",2023-09-06,3162550,Joseph Markiewicz,973923055,Summer Special,983960448,High Value,983951525,family,BROAD,USD,PAUSED,6,3,3,0,0,3,3,3,3,99,8.64
"",2023-03-23,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951574,photo,EXACT,USD,ACTIVE,9,1,1,0,0,1,1,1,1,64,1.55
"",2023-09-15,3219110,Tip Tap Cat,973923060,User Acquisition,983960459,New Users,983951556,puzzle,EXACT,USD,PAUSED,4,0,0,0,0,0,0,0,0,35,18.13
"",2021-12-17,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,BROAD,USD,ACTIVE,1,0,0,0,0,0,0,0,0,8,0.13
"",2025-09-12,3219110,Tip Tap Cat,973923057,Holiday Sale,983960454,Retargeting,983951542,photo,BROAD,USD,ACTIVE,5,2,2,0,0,2,2,2,2,116,17.95
"",2024-12-31,3219111,Gaming Studio,973923063,Summer Special,983960465,Retargeting,983951572,adventure,BROAD,USD,PAUSED,20,1,1,0,0,1,1,1,1,155,12.99
"",2025-07-07,3219110,Tip Tap Cat,973923054,Tap Away,983960442,Bored Ad Group,983951505,puzzle,EXACT,USD,PAUSED,17,6,6,0,0,6,6,6,6,184,6.74
"",2024-11-02,3219111,Gaming Studio,973923063,Summer Special,983960466,Premium Users,983951576,music,BROAD,USD,ACTIVE,8,1,1,0,0,1,1,1,1,166,10.64
"",2024-06-28,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093314,tip tap cat,BROAD,USD,ACTIVE,6,3,3,0,0,3,3,3,3,149,10.77
"",2025-07-26,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093314,tip tap cat,BROAD,USD,ACTIVE,15,5,5,0,0,5,5,5,5,200,9.71
"",2022-04-13,3219110,Tip Tap Cat,973923060,User Acquisition,983960458,New Users,983951551,puzzle,EXACT,USD,ACTIVE,13,2,2,0,0,2,2,2,2,164,1.84
"",2024-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,983951503,arcade,BROAD,USD,PAUSED,3,0,0,0,0,0,0,0,0,186,5.87
"",2024-12-09,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960451,Retargeting,983951533,music,EXACT,USD,ACTIVE,3,1,1,0,0,1,1,1,1,159,7.98
"",2022-07-16,3162550,Joseph Markiewicz,973923056,Holiday Sale,983960452,Premium Users,983951535,app,EXACT,USD,ACTIVE,12,3,3,0,0,3,3,3,3,137,2.9
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,BROAD,USD,ACTIVE,0,0,0,0,0,0,0,0,0,57,0
