objectid,updateddate,bbl,physicalid,woentity,closeddate,createddate,:@computed_region_yeji_bk3q,parkname,latitude,actualfinishdate,wocategory
16436504,,,,Expense,,2022-01-31T21:04:00,2,,,NaT,Stump Removal
15720911,,3065310001.0,,Expense,,2021-11-05T14:12:00,2,,40.624433,NaT,Stump Removal
21596313,,,47498.0,Expense,,2023-08-23T15:45:22,2,,,NaT,Stump Removal
22058275,,,,Expense,,2023-10-13T11:43:59,3,Rochdale Park,,NaT,Block Pruning
24186396,,,,Expense,,2024-06-24T12:40:52,1,,,NaT,Block Pruning
21135495,,,,In-House,,2023-07-14T14:13:34,5,,,NaT,Risk Mitigation
11190070,,,,Expense,,2020-02-25T15:36:00,3,Evergreen Community Garden,,NaT,Block Pruning
21263593,,,102159.0,Expense,,2023-07-25T18:12:59,5,,,NaT,Stump Removal
10508816,,,,Expense,,2019-11-07T16:22:00,2,Earth Spirit Garden,,NaT,Block Pruning
18049402,,,,In-House,,2022-06-15T13:36:48,3,Prospect Cemetery,,NaT,Risk Mitigation
24125329,,,78375.0,Capital,,2024-06-17T12:31:00,3,,,NaT,Tree Planting
22017659,,,97052.0,Expense,,2023-10-10T15:14:26,3,,,NaT,Risk Mitigation
18518258,,4030040016.0,71644.0,Expense,,2022-07-26T15:29:42,3,,40.7185,NaT,Stump Removal
15409826,,,,Permitted,,2021-10-04T16:47:50,3,,40.789352,NaT,Tree Planting
21469799,,,,In-House,,2023-08-11T11:40:00,5,Mosholu Parkway,,2023-08-11 04:00:00,Post-Failure Tree/Debris Removal
11099068,,,,Expense,,2020-02-05T18:50:00,5,Hornaday Community Garden,,NaT,Block Pruning
16853600,,4017790013.0,33662.0,Expense,,2022-03-01T12:34:41,3,,40.752713,NaT,Block Pruning
22975683,,,65817.0,Expense,,2024-01-31T18:55:15,2,,,NaT,Stump Removal
10901842,,,,Expense,,2020-01-02T18:24:00,2,Hull Street Garden,,NaT,Block Pruning
22144742,,,52203.0,Expense,,2023-10-23T15:42:27,1,,,NaT,Block Pruning
4216870,2016-08-22T08:17:49,,,Expense,2016-08-22T08:17:49,2016-07-22T10:06:08,1,,,2016-08-21 13:25:26,Block Pruning
23909785,,,81889.0,Expense,,2024-05-17T17:35:27,4,,,NaT,Misc Work
25428668,,,,Expense,,2024-10-31T16:37:00,3,Bowne Park,,NaT,Stump Removal
11017449,,,,Expense,,2020-01-22T17:45:00,5,Rainbow Garden of Life and Health,,NaT,Block Pruning
17151933,,4001280062.0,,Expense,,2022-03-18T15:00:14,3,,40.746772,NaT,Block Pruning
21150167,,,93143.0,Expense,,2023-07-17T11:45:51,3,,,NaT,Block Pruning
22142199,,,,Expense,,2023-10-23T17:46:21,2,,,2024-04-26 04:00:00,Stump Removal
20059867,,,,Expense,,2023-03-15T11:00:00,5,Mount Eden Malls,,NaT,Block Pruning
23522185,,,75608.0,Expense,,2024-03-29T13:07:45,2,,,NaT,Block Pruning
21587528,,,80340.0,Expense,,2023-08-22T14:10:52,3,,,NaT,Risk Mitigation
21032083,,1009310001.0,,Expense,,2023-07-06T12:10:07,5,Pelham Bay Park,40.739204,NaT,Stump Removal
10232421,,,,,,,5,,,NaT,
23723492,,,,Expense,,2024-04-18T16:08:16,3,College Point Fields,,NaT,Block Pruning
16962685,,,,Expense,,2022-03-07T14:31:38,3,Pigeon Paradise,,NaT,Block Pruning
6720118,2017-08-15T19:50:00,,,In-House,2017-08-15T19:50:00,2017-08-15T19:44:00,2,Cadman Plaza Park,,2017-08-15 04:00:00,Risk Mitigation
11077265,,,,Expense,,2020-02-03T14:51:00,5,Claremont Neighborhood Garden,,NaT,Block Pruning
11082170,,,,Expense,,2020-02-05T14:45:00,5,River Garden,,NaT,Stump Removal
16040189,,3075920041.0,45922.0,Expense,,2021-12-23T14:19:19,2,,40.628599,NaT,Block Pruning
21833065,,,104230.0,Expense,,2023-09-18T15:34:00,1,,,NaT,Misc Work
11136044,,,,Expense,,2020-02-13T17:58:00,3,Two Coves Community Garden,,NaT,Block Pruning
24272870,,,52025.0,Expense,,2024-07-01T18:05:44,1,,,NaT,Block Pruning
26801225,,,,Expense,,2025-05-22T10:10:00,5,Pelham Parkway,,,Stump Removal
24124752,,,,Expense,,2024-06-16T13:59:28,3,,,NaT,Block Pruning
11028814,,,,Expense,,2020-01-24T14:36:00,5,El Coqui Community Garden,,NaT,Block Pruning
21563931,,,,Expense,,2023-08-18T13:26:53,2,,,NaT,Stump Removal
22397639,,4082917501.0,34553.0,Expense,,2023-11-29T15:13:12,3,,40.750466,NaT,Block Pruning
22750352,,,52439.0,In-House,,2024-01-09T15:37:22,5,,,NaT,Risk Mitigation
20702409,,,,Expense,,2023-05-31T16:15:00,5,Ferry Point Park,,NaT,Stump Removal
22851808,,,,Expense,,2024-01-19T15:41:03,3,Ampere Playground,,NaT,Block Pruning
22737596,,,66527.0,In-House,,2024-01-08T15:57:30,2,,,NaT,Risk Mitigation
22141412,,,60104.0,Expense,,2023-10-23T17:36:51,5,,,NaT,Block Pruning
19229124,,,,Grant,,2022-10-18T17:05:00,4,St. Nicholas Park,,NaT,Tree Planting
21677273,,,91692.0,Expense,,2023-08-30T17:13:48,3,,,NaT,Block Pruning
