property_id,property_name,nyc_building_identification,address_1,year_built,office_percent_that_can_be,largest_property_use_type_1,retail_store_number_of_open,multifamily_housing_percent_1,municipally_supplied_potable_3,parent_property_id,non_refrigerated_warehouse,convention_center_gross_floor,hospital_general_medical_8,medical_office_gross_floor,district_steam_use_kbtu,fuel_oil_2_use_kbtu,net_emissions_metric_tons,year_ending,estimated_values_water,site_eui_kbtu_ft,report_submission_date,report_generation_date,temporary_values,worship_facility_gross_floor,multifamily_housing_number_7,property_gfa_calculated,direct_ghg_emissions_metric,electricity_use_generated_2,leed_us_project_id,diesel_2_use_kbtu,list_of_all_property_use,estimated_data_flag_fuel_2,alert_energy_meter_has_single,direct_ghg_emissions_intensity,weather_normalized_site_eui,total_location_based_ghg,postal_code,electricity_use_grid_purchase_2,reason_s_for_no_score,third_party_certification_1,multifamily_housing_number_5,courthouse_gross_floor_area,last_modified_date_property,energy_star_certification_1,last_modified_date_water,national_median_site_eui,number_of_active_it_meters,hotel_gym_fitness_center,multifamily_housing_total_1,site_energy_use_kbtu,office_gross_floor_area_ft,movie_theater_gross_floor,alert_energy_no_meters,default_values,natural_gas_use_kbtu,social_meeting_hall_gross,medical_office_percent_that,third_party_certification,estimated_data_flag_fuel,fuel_oil_4_use_kbtu
2710810,263 Eastern Parkway,3029653;3813981,263 Eastern Parkway,1920,Not Available,74990,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,431.5,2022-12-31T00:00:00.000,No,102.5,2023-04-19T17:30:00.000,2023-04-14T04:45:00.000,False,Not Available,0.82678,74990,369.4,Not Available,Not Available,Not Available,Multifamily Housing (74990.0),Not Available,Ok,4.9,105.5,431.5,11238,215297,Not Available,Not Available,0,Not Available,2023-04-03T00:00:00.000,Not Available,2023-02-27T00:00:00.000,106.6,0,Not Available,0.82678,7689876.5,Not Available,Not Available,Ok,False,6955283.1,Not Available,Not Available,Not Available,Not Available,Not Available
3762090,066-HGIJFK,4257534,148-18 134th Street,2005,Not Available,84280,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,360.3,2022-12-31T00:00:00.000,No,59.8,2023-04-04T09:04:00.000,2023-04-04T08:54:00.000,False,Not Available,Not Available,84280,111.4,Not Available,Not Available,Not Available,Hotel (84280.0),Not Available,Ok,1.3,60.2,360.3,11430,862897,Not Available,Not Available,Not Available,Not Available,2023-02-15T00:00:00.000,10/26/2016,2023-02-15T00:00:00.000,90.9,0,1125,Not Available,5040804.6,Not Available,Not Available,Ok,False,2096600,Not Available,Not Available,Not Available,Not Available,Not Available
24774633,Living - 135 East 50th Street,1036453,135 East 50th Street,1924,100,64536,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,713.5,2022-12-31T00:00:00.000,No,141.4,2023-05-23T16:54:00.000,2023-05-23T16:54:00.000,False,Not Available,0,70836,591.5,Not Available,Not Available,Not Available,"Restaurant (3900.0), Multifamily Housing (64536.0), Office (2400.0)",No,Ok,8.4,144.6,713.5,10022,422917,Not Available,Not Available,1.84393,Not Available,2023-04-26T00:00:00.000,Not Available,2023-02-24T00:00:00.000,126.7,0,Not Available,1.84393,10016371.6,2400,Not Available,Ok,False,2432399.9,Not Available,Not Available,Not Available,Not Available,6140978.9
6041140,Lower East Side I Associates-355,107801 4,355 East 10th Street,1920,Not Available,38520,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,226.9,2022-12-31T00:00:00.000,No,100.7,2023-03-13T15:00:00.000,2023-03-13T14:58:00.000,False,Not Available,0.8567,38520,170.7,Not Available,Not Available,Not Available,Multifamily Housing (38520.0),Not Available,Ok,4.4,102.6,226.9,10009,194610,Not Available,Not Available,0,Not Available,2023-03-10T00:00:00.000,Not Available,2023-02-27T00:00:00.000,100.9,0,Not Available,0.8567,3878509.4,Not Available,Not Available,Ok,False,3214500.1,Not Available,Not Available,Not Available,Not Available,Not Available
6609940,Century Metro Group LLC,4059021,48-01 Metropolitan Avenue,1931,Not Available,31546,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,31546,Not Available,Not Available,Not Available,Not Available,Not Available,58.7,2022-12-31T00:00:00.000,No,24.3,2023-04-13T11:24:00.000,2023-04-13T11:23:00.000,False,Not Available,Not Available,31546,10.3,Not Available,Not Available,Not Available,Non-Refrigerated Warehouse (31546.0),Not Available,Ok,0.3,24.9,58.7,11385,167598.2,Not Available,Not Available,Not Available,Not Available,2023-03-09T00:00:00.000,Not Available,2023-02-24T00:00:00.000,15.1,0,Not Available,Not Available,766477,Not Available,Not Available,Ok,True,194631.8,Not Available,Not Available,Not Available,Not Available,Not Available
2811135,MNM: 127 East 107th Street,1088453,127 East 107th Street,1985,Not Available,148275,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,686.9,2022-12-31T00:00:00.000,No,76.8,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,0.72838,148275,465.3,Not Available,Not Available,Not Available,Multifamily Housing (148275.0),Not Available,Ok,3.1,78.5,686.9,10029,768260,Not Available,Not Available,0,Not Available,2023-04-03T00:00:00.000,Not Available,2023-04-03T00:00:00.000,85.8,0,Not Available,0.72838,11381203,Not Available,Not Available,Ok,False,8759899.9,Not Available,Not Available,Not Available,Not Available,Not Available
2926164,City Skyline: 2710 Morris Ave,2017476,2710 Morris Ave,1928,Not Available,91973,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,253.2,2022-12-31T00:00:00.000,No,46,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0.66324,91973,176.1,Not Available,Not Available,Not Available,Multifamily Housing (91973.0),Not Available,Ok,1.9,47.4,253.2,10468,267314,Not Available,Not Available,0,Not Available,2023-04-13T00:00:00.000,Not Available,2023-02-24T00:00:00.000,103.8,0,Not Available,0.66324,4226975.3,Not Available,Not Available,Ok,False,3314900,Not Available,Not Available,Not Available,Not Available,Not Available
22696996,Highland Church,4310510 ; 4209075 ; 4438677 ; 4448766 ; 4209076,87-24 162nd Street,1986,Not Available,67326,Not Available,Not Available,Not Available,22696996,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,135.9,2022-12-31T00:00:00.000,Unable to Check (not enough data),32.8,2023-03-13T15:51:00.000,2023-03-13T15:50:00.000,False,67326,Not Available,77334,86.1,Not Available,Not Available,Not Available,"Worship Facility (67326.0), Parking (10008.0)",Not Available,Ok,1.3,33.5,135.9,11432,172866,Property Type cannot get a score as a campus.,Not Available,Not Available,Not Available,2023-03-03T00:00:00.000,Not Available,,38.5,0,Not Available,Not Available,2209918.8,Not Available,Not Available,Ok,False,1620100,Not Available,Not Available,Not Available,Not Available,Not Available
2734734,Katz: 1725 Emmons Avenue,3247022,1725 Emmons Avenue,1927,Not Available,71975,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,421.9,2022-12-31T00:00:00.000,No,91.4,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,1.34769,75300,270.8,Not Available,Not Available,Not Available,"Multifamily Housing (71975.0), Other (3325.0)",Not Available,Ok,3.6,91.7,421.9,11235,523531,Not Available,Not Available,0,Not Available,2023-04-17T00:00:00.000,Not Available,2023-04-10T00:00:00.000,86.6,0,Not Available,1.34769,6885587.5,Not Available,Not Available,Ok,False,5099299.7,Not Available,Not Available,Not Available,Not Available,Not Available
19506634,CFF Consulting - 500 West 140th St,1061738,500 West 140th St,1916,Not Available,58810,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,406.7,2022-12-31T00:00:00.000,Unable to Check (not enough data),116.3,2023-04-28T14:23:00.000,2023-04-28T14:22:00.000,False,Not Available,0.90121,58810,289.8,Not Available,Not Available,Not Available,Multifamily Housing (58810.0),Not Available,Ok,4.9,118.6,406.7,10031,405478,Not Available,Not Available,0,Not Available,2023-04-26T00:00:00.000,Not Available,,87,0,Not Available,0.90121,6839190.7,Not Available,Not Available,Ok,False,5455699.8,Not Available,Not Available,Not Available,Not Available,Not Available
6250431,2290 Andrews Avenue,2014738,2290 Andrews Avenue,1931,Not Available,29700,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,146.8,2022-12-31T00:00:00.000,No,82.9,2023-04-21T12:19:00.000,2023-04-21T12:19:00.000,False,Not Available,0.13468,29700,103.6,Not Available,Not Available,Not Available,Multifamily Housing (29700.0),Not Available,Possible Issue,3.5,Not Available,146.8,10452,149617.4,Not Available,Not Available,0,Not Available,2023-04-21T00:00:00.000,Not Available,2023-02-27T00:00:00.000,75.6,0,Not Available,0.94276,2461713.6,Not Available,Not Available,Ok,True,1951219.1,Not Available,Not Available,Not Available,Not Available,Not Available
2719890,Maxwell: 123 East 75th St,1043142,123 East 75th Street,1961,Not Available,103004,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,713.2,2022-12-31T00:00:00.000,No,106.8,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0.33979,109870,470.7,Not Available,Not Available,Not Available,"Multifamily Housing (103004.0), Financial Office (6866.0)",Not Available,Ok,4.3,105.2,713.2,10021,840622,Not Available,Not Available,0.33008,Not Available,2023-04-18T00:00:00.000,Not Available,2023-04-18T00:00:00.000,79.5,0,Not Available,1.00967,11730302.4,Not Available,Not Available,Ok,False,8862100.2,Not Available,Not Available,Not Available,Not Available,Not Available
2803697,AAR: 35-45 79th Street,4029671,35-45 79th Street,1939,Not Available,86670,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,396.9,2022-12-31T00:00:00.000,No,79.5,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0.89997,86670,313.8,Not Available,Not Available,Not Available,Multifamily Housing (86670.0),Not Available,Ok,3.6,81.7,396.9,11372,287794,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,84.7,0,Not Available,0.89997,6890653.1,Not Available,Not Available,Ok,False,5908700,Not Available,Not Available,Not Available,Not Available,Not Available
2750218,Prime: 4315 Webster Ave,!2019831,4315 Webster Ave,1958,Not Available,61819,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,81.2,2022-12-31T00:00:00.000,No,17.1,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,1.26175,61819,14.2,Not Available,Not Available,Not Available,Multifamily Housing (61819.0),Not Available,Ok,0.2,16.8,81.2,10470,232356,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-04-07T00:00:00.000,58.6,0,Not Available,1.26175,1059998.6,Not Available,Not Available,Ok,False,267200,Not Available,Not Available,Not Available,Not Available,Not Available
14997976,55 East 196 Street,2017519,55 East 196 street,1942,Not Available,35532,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,155,2022-12-31T00:00:00.000,No,72.3,2023-04-25T10:40:00.000,2023-04-25T10:39:00.000,False,Not Available,0.28144,35532,104.9,Not Available,Not Available,Not Available,Multifamily Housing (35532.0),Not Available,Possible Issue,3,Not Available,155,10468,173845.8,Not Available,Not Available,0,Not Available,2023-04-25T00:00:00.000,Not Available,2023-02-24T00:00:00.000,75.7,0,Not Available,0.98503,2568085.1,Not Available,Not Available,Ok,True,1974923.1,Not Available,Not Available,Not Available,Not Available,Not Available
16861477,Campus - 188-192 6 Avenue,1077753 ; 1077762 ; 1077761,188-192 6 Avenue,1900,Not Available,33930,Not Available,100,Not Available,16861477,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,224.8,2022-12-31T00:00:00.000,Unable to Check (not enough data),112.2,2023-04-28T14:23:00.000,2023-04-28T14:22:00.000,False,Not Available,1.7094,33930,163.9,Not Available,Not Available,Not Available,Multifamily Housing (33930.0),Not Available,Ok,4.8,115.3,224.8,10013,211259,Not Available,Not Available,0,Not Available,2023-03-12T00:00:00.000,Not Available,,114.3,0,Not Available,1.7094,3806715.7,Not Available,Not Available,Ok,False,3085900,Not Available,Not Available,Not Available,Not Available,Not Available
2734789,MILLER:  3109 Brighton 7th Street,3245124,3109 Brighton 7th Street,1928,Not Available,77425,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,285.9,2022-12-31T00:00:00.000,No,64.6,2023-05-01T23:51:00.000,2023-05-01T23:48:00.000,False,Not Available,0.92993,77425,231.9,Not Available,Not Available,Not Available,Multifamily Housing (77425.0),Not Available,Ok,3,65.3,285.9,11235,187099,Not Available,Not Available,0,Not Available,2023-04-14T00:00:00.000,Not Available,2022-03-01T00:00:00.000,91.3,0,Not Available,0.92993,5005081.9,Not Available,Not Available,Ok,False,4366700.1,Not Available,Not Available,Not Available,Not Available,Not Available
27827756,2733 E 12 Street,3859844 ; 3428732 ; 3246944,2733 E 12 Street,2021,Not Available,51142,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,21.7,2022-12-31T00:00:00.000,Unable to Check (not enough data),5,2023-06-13T16:50:00.000,2023-06-13T16:49:00.000,False,Not Available,0.8799,51142,0,Not Available,Not Available,Not Available,Multifamily Housing (51142.0),Not Available,Ok,0,5,21.7,11235,75361,Not Available,Not Available,0,Not Available,2023-06-13T00:00:00.000,Not Available,,40.4,0,Not Available,0.8799,257131.7,Not Available,Not Available,Ok,False,0,Not Available,Not Available,Not Available,Not Available,Not Available
14377690,1680 Ocean Ave,3180535,1680 Ocean Ave,1935,Not Available,68400,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,335.6,2022-12-31T00:00:00.000,No,86.3,2023-03-05T15:15:00.000,2023-03-05T15:15:00.000,False,Not Available,0.97953,68400,276.2,Not Available,Not Available,Not Available,Multifamily Housing (68400.0),Not Available,Ok,4,87.3,335.6,11230,206072,Not Available,Not Available,0,Not Available,2023-03-03T00:00:00.000,Not Available,2023-02-27T00:00:00.000,93.2,0,Not Available,0.97953,5902717.6,Not Available,Not Available,Ok,False,5199600,Not Available,Not Available,Not Available,Not Available,Not Available
24754337,2021 Amsterdam Avenue,1062550,2021 Amsterdam Avenue,1923,Not Available,66190,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,567.9,2022-12-31T00:00:00.000,No,141,2023-04-28T14:23:00.000,2023-04-28T14:22:00.000,False,Not Available,0.95181,66190,374.1,Not Available,Not Available,Not Available,Multifamily Housing (66190.0),Not Available,Ok,5.7,143.6,567.9,10032,672127,Not Available,Not Available,0,Not Available,2023-04-03T00:00:00.000,Not Available,2023-02-24T00:00:00.000,83.1,0,Not Available,0.95181,9335797.8,Not Available,Not Available,Ok,False,7042500.4,Not Available,Not Available,Not Available,Not Available,Not Available
2798318,Tenere: 141-30 Pershing Crescent,4207838,141-30 Pershing Crescent,1949,Not Available,109366,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,577.8,2022-12-31T00:00:00.000,No,91.7,2023-05-01T23:51:00.000,2023-05-01T23:49:00.000,False,Not Available,1.09723,109366,456.5,Not Available,Not Available,Not Available,Multifamily Housing (109366.0),Not Available,Ok,4.2,93,577.8,11435,420298,Not Available,Not Available,0,Not Available,2023-04-07T00:00:00.000,Not Available,2023-02-24T00:00:00.000,91.1,0,Not Available,1.09723,10029556.6,Not Available,Not Available,Ok,False,8595499.8,Not Available,Not Available,Not Available,Not Available,Not Available
6041148,Lower East Side I Associates-610,1078017,610 East 11th Street,1900,Not Available,30750,Not Available,100,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,216.1,2022-12-31T00:00:00.000,No,121.9,2023-04-03T10:43:00.000,2023-04-03T10:43:00.000,False,Not Available,0.91057,30750,170.5,Not Available,Not Available,Not Available,Multifamily Housing (30750.0),Not Available,Ok,5.5,121,216.1,10009,158320,Not Available,Not Available,0,Not Available,2023-03-24T00:00:00.000,Not Available,2023-02-24T00:00:00.000,106.7,0,Not Available,0.91057,3749388,Not Available,Not Available,Ok,False,3209200.2,Not Available,Not Available,Not Available,Not Available,Not Available
