building_id,facility_name,address_1,natural_gas_use_therms,supermarkets_grocery_gross,medical_office_percent_cooled,supermarkets_grocery_weekly,office_weekly_operating_hours,city,supermarkets_grocery_percent,hotel_presence_of_cooking,address_2,supermarkets_grocery_presence,national_average_source_eui,office_pc_density,bank_financial_institution_2,supermarkets_grocery_walk,fuel_oil_56_use_kbtu,k_12_school_walk_in_refrig,k_12_school_percent_cooled,supermarkets_grocery_number_2,retail_workers_density,energy_star_application_status,multifamily_home_number_of_1,retail_exterior_entrance,indoor_water_use_per_sq_ft,other_gross_floor_area_sq,hotel_onsite_laundry_short,target_site_energy_intensity,other_space_type_name
2653540,Chestnut-3539 Decatur Ave,3539 Decatur Ave,,,,,,Bronx,,,,,,,,,,,,,,No Status Available,55.0,,,,,0.0,
2664268,Pinnacle - 4066 Ithaca,4066 ithaca street,54948.5,,,,,queens,,,,,,,,,,,,,,No Status Available,65.0,,,,,0.0,
2679643,DE 1710 - 330 east 80th,330 east 80th street,,,,,65.0,ny,,,,,,2.2,,,6076386.47,,,,,No Status Available,110.0,,,,,0.0,
2721705,United - 425 E 26 St,425 East 26th Street,58651.5,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,79.0,,,,,0.0,
2654527,Milstein 275 greenwich ct.,275 greenwich ct.,,,,,,New York,,,,,,,,,,,,,1.0,No Status Available,131.0,1.0,,,,0.0,
2648733,Majestic Towers,215 West 75TH St.,966.0,,,,,New York,,,,,,,,,6684119.42,,,,,No Status Available,,,,,,0.0,
2665145,ABRO 195 BENNETT AVE,195 BENNETT AVE,,,,,,NEW YORK,,,,,,,,,3498566.37,,,,,No Status Available,59.0,,,,,0.0,
2670874,Brodsky - 253 W 72nd Street,253 W 72nd Street,,,,,65.0,New York,,,,,,2.2,,,13643840.0,,,,1.0,No Status Available,260.0,1.0,,,,0.0,
2649707,Chestnut-1504 Sheridan Ave,1504 Sheridan Ave,,,,,,Bronx,,,,,,,,,7161941.97,,,,1.0,No Status Available,108.0,1.0,,,,0.0,
2817264,262 West 107th St,262 West 107th Street,,,,,,New York,,,,,,,,,,,,,,No Status Available,,,,,,0.0,
2647939,380 Riverside Tenants corp.,380 Riverside Dr.,4029.0,,,,,New York,,,,,,,,,10814515.91,,,,,No Status Available,,,,,,0.0,
2665447,Stellar 65 Ft. Washington Avenue,65 Ft. Washington Avenue,,,,,65.0,NY,,,,,,2.2,,,6389100.4,,,,,No Status Available,41.0,,,,,0.0,
2653078,Chestnut-255 E 176th St,255 E 176th St,,,,,,Bronx,,,,,,,,,,,,,,No Status Available,55.0,,,,,0.0,
2664279,Pinnacle - 8449 elmhurst,8449 elmhurst ave,48759.0,,,,65.0,queens,,,,,,2.2,,,,,,,,No Status Available,59.0,,,,,0.0,
2674654,E&M - 770 St Nicholas Ave,770 St Nicholas Avenue,48396.9,,,,,New York,,,,,,,,,,,,,,No Status Available,43.0,,,,,0.0,
2721640,United - 160 Beach 117th,160 Beach 177th Street,58229.2,,,,,Queens,,,,,,,,,,,,,,No Status Available,72.0,,,,,0.0,
2669268,Caran Prop.90 Lexington Ave,90 Lexington Ave,15383.6,,,,,New York,,,,,,,,,,,,,,No Status Available,105.0,,,,,0.0,
2707877,Esquire - 1350 Ocean Parkway,1350 Ocean Parkway,,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,65.0,,,,,0.0,
2658468,Vantage- 2 Ellwood Street,2 Ellwood Street,124450.9,,,,,New York,,,,,,,,,,,,,,No Status Available,149.0,,,,,0.0,
2667303,SW - 2780 university ave,2780 university ave,,,,,,bronx,,,,,,,,,10588058.14,,,,,No Status Available,100.0,,,,,0.0,
2665139,Pinnacle - 73-07 153rd,73-07 153rd street,17692.7,,,,,queens,,,,,,,,,,,,,,No Status Available,120.0,,,,,0.0,
2664041,Pinnacle - 7215 41 ave,7215 41 ave,59870.4,,,,,queens,,,,,,,,,,,,,,No Status Available,65.0,,,,,0.0,
2704969,Riverton- Big Riverton,"10 E 138th St, 2200/2170/2160 Madison Ave",653539.0,,100.0,,,New York,,,2225/2235/2255/2265,,,,,,1061305.65,,,,,No Status Available,817.0,,,,,0.0,
2663893,Pinnacle - 1554 ocean,1554 ocean ave,62188.4,,,,,brooklyn,,,,,,,,,,,,,,No Status Available,72.0,,,,,0.0,
2658551,Pinnacle - 156-08 riverside,156-08 riverside drive west,,,,,,ny,,,,,,,,,7222023.25,,,,,No Status Available,66.0,,,,,0.0,
2649575,Chestnut - 49 East 19th St,49 East 19th Street,45931.8,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,54.0,,,,,0.0,
2679751,DE 7628 - 444 west 19th,444 west 19th street,20709.6,,,,,ny,,,,,,,,,,,,,,No Status Available,42.0,,,,,0.0,
2663805,Vantage- 961 Saint Nicholas Ave,961 Saint Nicholas Ave,,,,,,New York,,,,,,,,,,,,,1.0,No Status Available,56.0,1.0,,,,0.0,
2665512,Stellar 811 Walton Avenue,811 Walton Avenue,,,,,,BX,,,,,,,,,5818769.12,,,,1.0,No Status Available,139.0,1.0,,,,0.0,
2656362,Samson - 94-01 64th,94-01 64th road,61217.0,,,,,queens,,,,,,,,,,,,,,No Status Available,65.0,,,,,0.0,
2654491,Milstein - 55 west 14th,55 west14th street,,,,,,new york,,,,,,,,,21134812.17,,,,1.0,No Status Available,239.0,1.0,,,,0.0,
2660223,WALLACK 10 EAST END AVE,10 EAST END AVE,,,,,65.0,NEW YORK,,,,,,2.2,,,9633992.26,,,,,No Status Available,198.0,,,,,0.0,
2666655,SW - 196-204 7th ave,196-204 7th ave,,,,,,ny,,,,,,,,,3731035.71,,,,1.0,No Status Available,76.0,1.0,,,,0.0,
2816955,Regal Estates LLC A,561 Richmond Terrace,,,,,50.0,New York,,,,,213.0,4.56,,,,,,,0.33,No Status Available,,1.0,0.02,314358.0,,0.0,Other
2643920,80 McClellan St.,80 McClellan St.,,,,,,Bronx,,,,,,,,,,,,,,No Status Available,,,,,,,
2672580,DE 1418 - 125 e 63rd,125 east 63rd street,,,100.0,,,ny,,,,,,,,,,,,,,No Status Available,34.0,,,,,0.0,
2665120,ABRO 736 WEST 181 STREET,736 WEST 181 STREET,28219.0,,,,,NEW YORK,,,,,,,,,,,,,1.0,No Status Available,68.0,1.0,,,,0.0,
2721693,United - 901 Ave H,901 Avenue H,58705.3,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,83.0,,,,,0.0,
2665104,ABRO 490 WEST 187TH STREET,490 WEST 187TH STREET,,,,,,NEW YORK,,,,,,,,,5026756.68,,,,1.0,No Status Available,58.0,1.0,,,,0.0,
2653178,Chestnut- 49 W 27th St,49 W 27th St,34664.6,,,,65.0,New York,,,,,243.9,2.2,,,,,,,1.0,No Status Available,,1.0,,,,0.0,
2644000,2805 Pond Place,2805 Pond Place,5039.4,,,,,Bronx,,,,,,,,,,,,,,No Status Available,,,,,,0.0,
2665463,Stellar 4241-47 Broadway,4241-47 Broadway,,,,,,NY,,,,,,,,,6015755.83,,,,1.0,No Status Available,52.0,1.0,,,,0.0,
2664468,Nostrand - 2425-2465 Haring,"2425, 2435, 2455, 2465 Haring Street",139010.3,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,240.0,,,,,0.0,
2694336,DE 2342 - 201 east 25th,201 east 25th street,,,,,,ny,,,,,,,,,16226599.89,,,,1.0,No Status Available,168.0,1.0,,,,0.0,
2657179,Wallack manag. 1100 park ave.,1100 park ave.,,,100.0,,,New York,,,,,,,,,14431219.52,,,,,No Status Available,155.0,,,,,0.0,
2661575,Pinnacle - 3424 kingsbridge,3424 kingsbridge ave,,,100.0,,,bronx,,,,,,,,,11958536.04,,,,,No Status Available,137.0,,,,,0.0,
2770467,320 East 65th Street,320 East 65th Street,,,,,,New York,,,,,,,,,,,,,,No Status Available,73.0,,,,,0.0,
2684923,Clipper - 1350 - 1372 New York Avenue,1350 - 1372 New York Avenue,196416.0,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,504.0,,,,,0.0,
2663972,Pinnacle - 2400 nostrand ave,2400 nostrand ave,129002.9,,,,,brooklyn,,,,,,,,,,,,,,No Status Available,133.0,,,,,0.0,
2656488,Samson - 101-06 67th,101-06 67th drive,,,,,,queens,,,,,,,,,5632798.13,,,,,No Status Available,61.0,,,,,0.0,
2674043,DE 1592 - 101 central park west,101 central park west,,,,,,ny,,,,,,,,,18561472.31,,,,,No Status Available,90.0,,,,,0.0,
2681985,Yellow Brick Loft,1916-1938 Park Avenue,,,,,50.0,New York,,,,,182.0,0.8,,,,,,,,No Status Available,,,36.09,,,,
2682199,Gold - 135 W 106 St,135 West 106 Street,67160.0,,,,65.0,New York,,,,,,2.2,,,,,,,,No Status Available,231.0,,,,,0.0,
2750488,DE3 2278 - 7 Metrotech,365 Bridge Street,173229.7,,,,65.0,Brooklyn,,,101 Willoughby Stree,,,2.2,,,,,,,1.0,No Status Available,250.0,1.0,,,,0.0,
2657939,Pinnacle - 2 west 120,1 west 120 street,,,,,,ny,,,,,,,,,,,,,1.0,No Status Available,106.0,1.0,,,,0.0,
2669418,SW - 80 seaman ave,80 seaman ave,,,,,65.0,ny,,,,,,2.2,,,5348890.64,,,,,No Status Available,56.0,,,,,0.0,
2661735,Vantage-217 Haven Ave,217 Haven Ave,,,,,,New York,,,,,,,,,5845563.72,,,,,No Status Available,49.0,,,,,0.0,
2661787,1270 Realty Co. LLC,1270 East 19th Street,,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,,,,,,,
2663919,Ayson- 120 96th Street,120 96th Street,54373.3,,,,,Brooklyn,,,,,,,,,,,,,,No Status Available,76.0,,,,,0.0,
2665087,Pinnacle - 150-20 72nd,150-20 72nd road,20972.2,,,,,queens,,,,,,,,,,,,,,No Status Available,144.0,,,,,0.0,
2668691,SW - 37-07 147th,37-07 147th street,46696.0,,,,,queens,,,,,,,,,3482998.55,,,,,No Status Available,95.0,,,,,0.0,
2669611,Caran Prop.230 Ashland Place,230 Ashland Place,210755.0,,,,,Brooklyn,,,,,,,,,,,,,1.0,No Status Available,108.0,1.0,,,,0.0,
2663687,Vantage-39-89 50th Street,39-89 50th Street,,,100.0,,,Queens,,,,,,,,,4012304.16,,,,,No Status Available,58.0,,,,,0.0,
2665712,DE 1626 - 1060 fifth ave,1060 fifth ave,,,100.0,,,ny,,,,,,,,,12360543.35,,,,,No Status Available,50.0,,,,,0.0,
2670950,Brodsky - 307 E 44th Street,307 E 44th Street,,,,,,New York,,,,,,,,,16095920.08,,,,,No Status Available,304.0,,,,,0.0,
2605993,1650 Broadway,1650 Broadway,28.1,,,,60.0,New York,,,,,273.0,3.04,,,,,,,,No Status Available,,,,,,0.0,
2668699,SW - 371 2nd ave,371 2nd ave,,,,,65.0,ny,,,,,,2.2,,,,,,,1.0,No Status Available,93.0,1.0,,,,0.0,
2682514,Gold - 940 Simpson St,940 Simpson Street,,,,,,Bronx,,,,,,,,,,,,,1.0,No Status Available,44.0,1.0,,,,0.0,
2637424,561 Seventh Ave,561 Seventh Ave,,,,,,New York,,,,,290.4,,,,,,,,,No Status Available,,,,,,,
2658639,Pinnacle - 4530 broadway,4530 broadway,,,,,,ny,,,,,,,,,6760656.17,,,,1.0,No Status Available,73.0,1.0,,,,0.0,
2639010,299 owners Corp,299 Riverside Dr,600.0,,,,,Ny,,,,,,,,,,,,,,No Status Available,,,,,,0.0,
2665907,Stonehenge 167 East 82nd Street,167 East 82nd Street,,,,,,ny,,,,,,,,,,,,,,No Status Available,38.0,,,,,0.0,
2675853,DE 1482 - 262 central park west,262 central park west,,,,,,ny,,,,,,,,,12976070.68,,,,,No Status Available,85.0,,,,,0.0,
2551982,1235 Concourse Tenants Corp,1235 Grand Concourse,7752.0,,,,,Bronx,,,,,,,,,17274762.43,,,,,No Status Available,,,,,,0.0,
2685444,Sample Facility,,,,,,55.0,Arlington,,,,,148.6,2.13,,,,,,,,No Status Available,,,,,,0.0,
2653499,Chestnut-35 Hamilton Place,35 Hamilton Place,,,100.0,,,New York,,,,,,,,,6573059.55,,,,,No Status Available,93.0,,,,,0.0,
2666590,SW - 142-148 laurel hill terrace,142-148 laurel hill terrace,,,,,,ny,,,,,,,,,6164703.86,,,,,No Status Available,82.0,,,,,0.0,
