latitude,longitude,retail_store_number_of_walk,hotel_gym_fitness_center,fuel_oil_2_use_kbtu,parent_property_name,hotel_gross_floor_area_ft,district_chilled_water_use,city,wholesale_club_supercenter,office_worker_density_number,hospital_general_medical_6,estimated_data_flag_natural,annual_maximum_demand_meter,primary_property_type_self,barracks_gross_floor_area,water_use_intensity_all_water,indirect_ghg_emissions,outdoor_water_use_all_water,multifamily_housing_number_3,data_center_national_median,site_energy_use_kbtu,retail_store_percent_that,estimated_data_flag_fuel,number_of_buildings,municipally_supplied_potable_1,data_center_ups_system,alert_gross_floor_area_is,electricity_use_grid_purchase_3,medical_office_number_of,data_center_it_energy,multifamily_housing_percent,data_center_energy_estimates,museum_gross_floor_area_ft,default_values,percent_of_electricity_that,self_storage_facility_gross,restaurant_weekly_operating,hospital_general_medical_10,largest_property_use_type,weather_normalized_site_1,supermarket_grocery_number_1,alert_property_has_no_uses,weather_normalized_site_3,pre_school_daycare_gross,mailing_center_post_office,estimated_values_water,alert_energy_no_meters,data_center_it_site_energy,temporary_values,data_center_it_equipment,percent_of_recs_retained,net_emissions_metric_tons,community_board,alert_energy_meter_has_single,outpatient_rehabilitation,financial_office_number_of_1,parent_property_id,last_modified_date_property,food_sales_gross_floor_area,data_center_gross_floor_area,indirect_ghg_emissions_metric
40.750245,-73.976909,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,2.0434,Not Available,Not Available,Not Available,Office,Not Available,8.45,4,Not Available,Not Available,Not Available,12746146.3,Not Available,Not Available,1,2165.2,Not Available,Ok,2713473,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Ok,2689254.4,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1015.7,106.0,Ok,Not Available,12,Not Applicable: Standalone Property,05/28/2020 10:25 AM EDT,Not Available,Not Available,1015.7
40.691077,-73.918152,Not Available,Not Available,1242551.9,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300296E (7934787),K-12 School,Not Available,106.57,0.9,Not Available,Not Available,Not Available,5273711.1,Not Available,Not Available,1,10358.9,Not Available,Ok,317280,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,317280,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,334.8,304.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,86
40.733514,-73.877857,Not Available,Not Available,469199.9,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400094E (8011391),K-12 School,Not Available,4.34,2.6,Not Available,Not Available,Not Available,8237849.6,Not Available,Not Available,1,641.1,Not Available,Ok,1442160,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,1442159.7,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,577.1,404.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,391
40.685419,-73.993351,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300291E (7934791),K-12 School,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,8762054.2,Not Available,Not Available,1,Not Available,Not Available,Ok,947200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,947199.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,659.2,306.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,256.8
40.827304,-73.91767,Not Available,Not Available,193282.8,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200072E (8032662),K-12 School,Not Available,23056.02,1.3,Not Available,Not Available,Not Available,3037549.9,Not Available,Not Available,1,1249059.8,Not Available,Ok,235600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,235600,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,190.8,204.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:05 PM EDT,Not Available,Not Available,68.1
40.843873,-73.785219,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200236E (8080399),K-12 School,Not Available,7.11,2.2,Not Available,Not Available,Not Available,4936266,Not Available,Not Available,1,422.5,Not Available,Ok,461840,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,460402.4,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,386.4,210.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:06 PM EDT,Not Available,Not Available,133.5
40.709196,-74.012022,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0101333E (7978020),K-12 School,Not Available,321.15,11.7,Not Available,Not Available,Not Available,19370359.1,Not Available,Not Available,1,36972.7,Not Available,Ok,1469600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,1469599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1351.1,101.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,1348.7
,,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400244E (8030743),K-12 School,Not Available,32.98,1.1,Not Available,Not Available,Not Available,17711687.6,Not Available,Not Available,1,10771.8,Not Available,Ok,1299200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,1299199.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1368.9,,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 09:14 PM EDT,Not Available,Not Available,375.4
40.830589,-73.887587,Not Available,Not Available,6418007.2,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200239E (8052715),K-12 School,Not Available,Not Available,1.1,Not Available,Not Available,Not Available,9415808.9,Not Available,Not Available,1,Not Available,Not Available,Ok,856800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,846075.3,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,712.5,203.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,232.3
40.683536,-73.87691,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300084E (7875856),K-12 School,Not Available,103.6,1.7,Not Available,Not Available,Not Available,1740017.6,Not Available,Not Available,1,2859.5,Not Available,Ok,174800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,174800,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,108.1,305.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/06/2020 12:54 PM EDT,Not Available,Not Available,47.4
40.597863,-73.991693,Not Available,Not Available,552000.1,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300112E (7877795),K-12 School,Not Available,74.83,1.9,Not Available,Not Available,Not Available,6899036.1,Not Available,Not Available,1,7774.4,Not Available,Ok,728000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,727999.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,443.5,311.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,197.4
40.637282,-74.023849,Not Available,Not Available,875886.1,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300337E (7943433),K-12 School,Not Available,62.58,2.8,Not Available,Not Available,Not Available,13824767,Not Available,Not Available,1,9029.9,Not Available,Ok,1468400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.6,Not Available,Ok,1459798,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,884.8,310.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/27/2020 04:54 PM EDT,Not Available,Not Available,398.1
40.622585,-74.14488,Not Available,Not Available,689999.9,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500073E (8027116),K-12 School,Not Available,36.3,0.8,Not Available,Not Available,Not Available,7806438.5,Not Available,Not Available,1,7118.2,Not Available,Ok,547520,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,547519.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,488.2,501.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 06:07 PM EDT,Not Available,Not Available,158.2
40.75146,-73.817849,Not Available,Not Available,1090199.9,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400024E (7978297),K-12 School,Not Available,68.09,2,Not Available,Not Available,Not Available,11110945,Not Available,Not Available,1,11062.9,Not Available,Ok,1190400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,1190399.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,720.2,407.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,322.8
40.783625,-73.945637,Not Available,Not Available,3711510.1,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100132E (7978009),K-12 School,Not Available,Not Available,1.1,Not Available,Not Available,Not Available,5056108.5,Not Available,Not Available,1,Not Available,Not Available,Ok,393200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,393199.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,389.2,108.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/13/2020 05:47 PM EDT,Not Available,Not Available,113.6
40.649404,-73.971736,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0301631E (7944527),K-12 School,Not Available,44.9,2.4,Not Available,Not Available,Not Available,3884676.8,Not Available,Not Available,1,2847.7,Not Available,Ok,526400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,526399.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,263,307.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:48 PM EDT,Not Available,Not Available,152.1
40.672713,-73.936924,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0301274E (7935452),K-12 School,Not Available,0,1.8,Not Available,Not Available,Not Available,11660814.8,Not Available,Not Available,1,0,Not Available,Ok,1211200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,1204827,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,728.3,308.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,328.4
40.692642,-73.958794,Not Available,Not Available,7797275.9,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300126E (7881275),K-12 School,Not Available,74.65,0.9,Not Available,Not Available,Not Available,9890575.1,Not Available,Not Available,1,13168.4,Not Available,Ok,571600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,571599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,751.4,303.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:14 PM EDT,Not Available,Not Available,165.2
40.862109,-73.864577,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200179E (8080130),K-12 School,Not Available,5.68,1.1,Not Available,Not Available,Not Available,9165124.5,Not Available,Not Available,1,928.3,Not Available,Ok,675200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,673004.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,697,211.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,183.1
40.648215,-73.946374,Not Available,Not Available,936606,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300184E (7896898),K-12 School,Not Available,61.01,1.8,Not Available,Not Available,Not Available,13913330.7,Not Available,Not Available,1,9371.3,Not Available,Ok,1030400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.6,Not Available,Ok,1021081.4,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,851.4,317.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,279.4
40.688103,-73.800415,Not Available,Not Available,3451103.8,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400146E (8015777),K-12 School,Not Available,47.25,1.4,Not Available,Not Available,Not Available,5106084.9,Not Available,Not Available,1,4309.3,Not Available,Ok,474760,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,474759.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,386.7,412.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,128.7
40.701621,-73.93241,Not Available,Not Available,840282,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300148E (7896402),K-12 School,Not Available,54.21,1.1,Not Available,Not Available,Not Available,7404736.4,Not Available,Not Available,1,7285.6,Not Available,Ok,531200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,531199.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,458.8,304.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,144
40.688419,-73.924833,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300304E (7934777),K-12 School,Not Available,107.66,1.1,Not Available,Not Available,Not Available,8602604.6,Not Available,Not Available,1,11498.2,Not Available,Ok,417200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,417200,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,658.9,303.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 09:14 PM EDT,Not Available,Not Available,120.6
40.709463,-73.813376,Not Available,Not Available,4899276.1,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400103E (8013748),K-12 School,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,8145069.5,Not Available,Not Available,1,Not Available,Not Available,Ok,557120,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.1,Not Available,Ok,557119.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,586.1,408.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,151.1
40.747621,-73.990454,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0101446E (7978027),K-12 School,Not Available,227.3,3.9,Not Available,Not Available,Not Available,1908143.2,Not Available,Not Available,0,6287,Not Available,Ok,375804,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,375200.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,141.8,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:28 PM EDT,Not Available,Not Available,108.6
40.574747,-74.09992,Not Available,Not Available,1235790.1,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500061E (7979668),K-12 School,Not Available,101.3,1.2,Not Available,Not Available,Not Available,2495340.5,Not Available,Not Available,1,5658.5,Not Available,Ok,245472,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.1,Not Available,Ok,245472,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,180.7,502.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,66.6
40.840096,-73.915569,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200100E (8052443),K-12 School,Not Available,171.4,1.4,Not Available,Not Available,Not Available,6540341.3,Not Available,Not Available,1,16574.8,Not Available,Ok,511640,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,511639.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,496,204.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,138.7
40.864527,-73.887829,Not Available,Not Available,772937.9,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0201268E (8052411),K-12 School,Not Available,53.84,3,Not Available,Not Available,Not Available,7557346.6,Not Available,Not Available,1,4910.6,Not Available,Ok,1012400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,1009075.1,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,508.7,207.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,274.5
40.834776,-73.923067,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200157E (8080081),K-12 School,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,9572525,Not Available,Not Available,1,Not Available,Not Available,Ok,430400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,429532.8,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,726.8,204.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,116.7
40.671544,-73.892844,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300290E (7934751),K-12 School,Not Available,131.91,1.3,Not Available,Not Available,Not Available,14471904.9,Not Available,Not Available,1,25802.2,Not Available,Ok,960400.1,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,959941.1,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1098.4,305.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,260.4
40.852631,-73.927604,Not Available,Not Available,4331820.3,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100158E (7936365),K-12 School,Not Available,71.37,1.8,Not Available,Not Available,Not Available,28234442,Not Available,Not Available,1,9591.3,Not Available,Ok,874800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,1.5,Not Available,Ok,877842.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1669.7,112.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 01:44 PM EDT,Not Available,Not Available,237.2
40.770335,-73.894476,Not Available,Not Available,552000,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400009E (7978305),K-12 School,Not Available,62.61,1.3,Not Available,Not Available,Not Available,5170385,Not Available,Not Available,1,4663,Not Available,Ok,360400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,360203.4,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,318.7,401.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/18/2020 07:36 PM EDT,Not Available,Not Available,97.7
40.703624,-73.953146,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300088E (7877751),K-12 School,Not Available,Not Available,1.2,Not Available,Not Available,Not Available,12784217.1,Not Available,Not Available,1,Not Available,Not Available,Ok,879200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,879199.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,960,301.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:48 PM EDT,Not Available,Not Available,238.4
40.879368,-73.909896,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0201322E (8106329),K-12 School,Not Available,2446.78,3.1,Not Available,Not Available,Not Available,12749435.5,Not Available,Not Available,1,398035,Not Available,Ok,1728000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,1683299.1,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,863.3,208.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:28 PM EDT,Not Available,Not Available,499.3
40.656126,-73.753207,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400162E (8015822),K-12 School,Not Available,52.01,1.2,Not Available,Not Available,Not Available,4788738.2,Not Available,Not Available,1,4497.9,Not Available,Ok,397200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,397199.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,357.7,413.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,107.7
40.884953,-73.840524,Not Available,Not Available,7009986.1,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200186E (8080126),K-12 School,Not Available,0.08,1,Not Available,Not Available,Not Available,9146211.6,Not Available,Not Available,1,12.7,Not Available,Ok,593120,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,593119.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,687,212.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,160.8
40.631523,-74.144297,Not Available,Not Available,807438,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500044E (7979019),K-12 School,Not Available,1004.05,1.8,Not Available,Not Available,Not Available,2343948.9,Not Available,Not Available,1,41025.3,Not Available,Ok,266240,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,266240,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,165.5,501.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,72.2
40.872614,-73.833698,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200252E (8080429),K-12 School,Not Available,49.55,4.1,Not Available,Not Available,Not Available,63604902.2,Not Available,Not Available,5,60407.6,Not Available,Ok,12178400,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,12126881.7,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,4978.4,210.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 09:14 PM EDT,Not Available,Not Available,4958.9
40.695362,-73.915142,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300289E (7934769),K-12 School,Not Available,85.65,1.8,Not Available,Not Available,Not Available,10595984.6,Not Available,Not Available,1,18337.4,Not Available,Ok,1410400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,1389428,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,689.6,304.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/05/2020 01:28 PM EDT,Not Available,Not Available,382.4
40.741761,-73.779507,Not Available,Not Available,3064980.2,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400161E (8015767),K-12 School,Not Available,Not Available,0.5,Not Available,Not Available,Not Available,3981306.6,Not Available,Not Available,1,Not Available,Not Available,Ok,262200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,260857.2,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,299.7,408.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,71.1
40.816693,-73.860904,Not Available,Not Available,2221799.8,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200106E (8052409),K-12 School,Not Available,Not Available,1.3,Not Available,Not Available,Not Available,3948001.5,Not Available,Not Available,1,Not Available,Not Available,Ok,256800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,256800,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,279.7,209.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,69.6
