latitude,longitude,retail_store_number_of_walk,hotel_gym_fitness_center,fuel_oil_2_use_kbtu,parent_property_name,hotel_gross_floor_area_ft,district_chilled_water_use,city,wholesale_club_supercenter,office_worker_density_number,hospital_general_medical_6,estimated_data_flag_natural,annual_maximum_demand_meter,primary_property_type_self,barracks_gross_floor_area,water_use_intensity_all_water,indirect_ghg_emissions,outdoor_water_use_all_water,multifamily_housing_number_3,data_center_national_median,site_energy_use_kbtu,retail_store_percent_that,estimated_data_flag_fuel,number_of_buildings,municipally_supplied_potable_1,data_center_ups_system,alert_gross_floor_area_is,electricity_use_grid_purchase_3,medical_office_number_of,data_center_it_energy,multifamily_housing_percent,data_center_energy_estimates,museum_gross_floor_area_ft,default_values,percent_of_electricity_that,self_storage_facility_gross,restaurant_weekly_operating,hospital_general_medical_10,largest_property_use_type,weather_normalized_site_1,supermarket_grocery_number_1,alert_property_has_no_uses,weather_normalized_site_3,pre_school_daycare_gross,mailing_center_post_office,estimated_values_water,alert_energy_no_meters,data_center_it_site_energy,temporary_values,data_center_it_equipment,percent_of_recs_retained,net_emissions_metric_tons,community_board,alert_energy_meter_has_single,outpatient_rehabilitation,financial_office_number_of_1,parent_property_id,last_modified_date_property,food_sales_gross_floor_area,data_center_gross_floor_area,indirect_ghg_emissions_metric
40.694119,-73.797003,Not Available,Not Available,414000,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400043E (7978848),K-12 School,Not Available,125.74,1.4,Not Available,Not Available,Not Available,3594134,Not Available,Not Available,1,5590.2,Not Available,Ok,224160,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,224160,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,219.8,412.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,60.8
40.743023,-73.986402,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,4.09431,Not Available,Not Available,Not Available,Office,Not Available,Not Available,5.7,Not Available,Not Available,Not Available,112449716.6,Not Available,Not Available,1,Not Available,Not Available,Ok,17703040,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Ok,17664383.5,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,8571.3,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/22/2020 04:38 PM EDT,Not Available,Not Available,8571.3
40.873644,-73.907962,7,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,BRONX,Not Available,Not Available,Not Available,No,Not Available,Retail Store,Not Available,6.67,5.1,Not Available,Not Available,Not Available,12901880.8,100,Not Available,1,1048,Not Available,Ok,2951108,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Retail Store,0.2,Not Available,Ok,2929218.1,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,950.6,207.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,10/28/2020 01:54 PM EDT,Not Available,Not Available,800.1
40.827607,-73.918681,Not Available,Not Available,1614875.9,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0201311E (8106335),K-12 School,Not Available,157.39,4.9,Not Available,Not Available,Not Available,13032356.7,Not Available,Not Available,1,21341.7,Not Available,Ok,2468400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,2431313.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,948.2,204.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,669.3
40.820403,-73.898912,Not Available,Not Available,4627416,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200095E (8052440),K-12 School,Not Available,Not Available,0.9,Not Available,Not Available,Not Available,6798132,Not Available,Not Available,1,Not Available,Not Available,Ok,468000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,467999.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,500.8,202.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,126.9
40.686592,-73.940747,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300066E (7875878),K-12 School,Not Available,51.67,1.3,Not Available,Not Available,Not Available,5590361.7,Not Available,Not Available,1,5084.3,Not Available,Ok,486800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,486799.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,340.7,303.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,132
40.612273,-73.986713,Not Available,Not Available,276000,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300250E (7899898),K-12 School,Not Available,48.4,2.1,Not Available,Not Available,Not Available,4771012.2,Not Available,Not Available,1,3194.3,Not Available,Ok,507360,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,503962.3,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,304.8,311.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,137.6
40.895104,-73.845968,Not Available,Not Available,165600,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200127E (8052695),K-12 School,Not Available,79.24,1.6,Not Available,Not Available,Not Available,4183271.8,Not Available,Not Available,1,4616.6,Not Available,Ok,340320,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,341468.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,256.3,212.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:56 PM EDT,Not Available,Not Available,92.3
40.750698,-73.974306,0,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Manhattan,Not Available,4.14157,Not Available,Not Available,Not Available,Office,Not Available,19.02,7.2,Not Available,Not Available,Not Available,36613879.7,100,Not Available,1,7310.6,Not Available,Ok,5145090,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Ok,5130034.1,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,2752.2,106.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/26/2020 06:31 AM EDT,Not Available,Not Available,2752.2
40.71925,-73.983056,Not Available,Not Available,2649324.1,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100125E (7935669),K-12 School,Not Available,67.21,1.2,Not Available,Not Available,Not Available,4468639.9,Not Available,Not Available,1,6686.4,Not Available,Ok,452320,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,452319.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,333.9,103.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,122.6
40.837931,-73.853524,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Bronx,Not Available,Not Available,Not Available,No,0200170E (8080075),K-12 School,Not Available,12.82,1.5,Not Available,Not Available,Not Available,12486504.7,Not Available,Not Available,1,1970.1,Not Available,Ok,778240,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,778239.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,954.3,209.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:05 PM EDT,Not Available,Not Available,224.9
40.65744,-73.911053,Not Available,Not Available,593400.1,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300168E (7896374),K-12 School,Not Available,76.35,1.1,Not Available,Not Available,Not Available,5469101.1,Not Available,Not Available,1,5680.3,Not Available,Ok,309760,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,309760,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,330.9,316.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,84
40.6781,-73.839948,Not Available,Not Available,1103999.9,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0401457E (8013798),K-12 School,Not Available,Not Available,2.3,Not Available,Not Available,Not Available,12287577.9,Not Available,Not Available,1,Not Available,Not Available,Ok,1583200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,1582259,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,818.3,410.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,429.3
40.660134,-73.887023,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300217E (7943411),K-12 School,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,2702347.2,Not Available,Not Available,1,Not Available,Not Available,Ok,375600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,371565.5,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,177.3,305.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,101.8
40.741131,-73.918945,Not Available,Not Available,234600,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400111E (8013758),K-12 School,Not Available,32.91,1.6,Not Available,Not Available,Not Available,12718210.1,Not Available,Not Available,1,7726.7,Not Available,Ok,1369200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,1369199.8,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,803.6,402.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/19/2020 08:25 AM EDT,Not Available,Not Available,371.2
40.757729,-73.983078,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100075E (8108451),K-12 School,Not Available,Not Available,6.4,Not Available,Not Available,Not Available,5534924.6,Not Available,Not Available,1,Not Available,Not Available,Ok,764400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,764399.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,401.1,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/13/2020 05:47 PM EDT,Not Available,Not Available,398.9
40.735692,-73.999026,Not Available,Not Available,2497938.1,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100057E (7934712),K-12 School,Not Available,Not Available,1.3,Not Available,Not Available,Not Available,4451280.6,Not Available,Not Available,1,Not Available,Not Available,Ok,481812,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,479403.5,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,332.4,102.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,130.6
40.715351,-73.956716,Not Available,Not Available,496938,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300044E (8137848),K-12 School,Not Available,78.26,1.2,Not Available,Not Available,Not Available,5325673.7,Not Available,Not Available,1,7137,Not Available,Ok,412320,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,412319.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,330.4,301.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,111.8
40.793763,-73.949381,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100036E (7934700),K-12 School,Not Available,Not Available,1.1,Not Available,Not Available,Not Available,10206626.5,Not Available,Not Available,1,Not Available,Not Available,Ok,740400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,739088.3,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,776.9,111.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 01:44 PM EDT,Not Available,Not Available,200.7
40.661061,-73.986534,Not Available,Not Available,414000,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300038E (8137842),K-12 School,Not Available,Not Available,0.8,Not Available,Not Available,Not Available,5694919.9,Not Available,Not Available,1,Not Available,Not Available,Ok,260000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,260000,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,334.6,307.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:19 PM EDT,Not Available,Not Available,70.5
40.62668,-74.01512,Not Available,Not Available,7223195.8,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300263E (7899904),K-12 School,Not Available,30.55,3,Not Available,Not Available,Not Available,15380976.7,Not Available,Not Available,1,4693,Not Available,Ok,1696800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,1696799.7,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1121.9,310.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,460.1
40.785909,-73.818058,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400070E (8011418),K-12 School,Not Available,Not Available,1.2,Not Available,Not Available,Not Available,6975906.6,Not Available,Not Available,1,Not Available,Not Available,Ok,549600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,549599.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,533,407.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,149
40.747126,-73.854824,Not Available,Not Available,138000,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0401464E (7978325),K-12 School,Not Available,140.77,3.5,Not Available,Not Available,Not Available,3861527.2,Not Available,Not Available,1,7291.2,Not Available,Ok,665600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,665599.9,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,267.9,404.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/27/2020 12:59 PM EDT,Not Available,Not Available,180.5
40.614159,-74.006638,Not Available,Not Available,552000.1,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300207E (7896938),K-12 School,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,9262516.6,Not Available,Not Available,1,Not Available,Not Available,Ok,746400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.6,Not Available,Ok,746399.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,570.7,311.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:35 PM EDT,Not Available,Not Available,202.4
40.760718,-73.972642,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,2.2013,Not Available,No,Not Available,Office,Not Available,Not Available,5.8,Not Available,Not Available,Not Available,46096932.4,Not Available,Not Available,1,Not Available,Not Available,Ok,9337537,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,9004,133,Not Available,Office,0,Not Available,Ok,9329503.1,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,3639.2,105.0,Ok,Not Available,618,Not Applicable: Standalone Property,04/21/2020 06:13 PM EDT,Not Available,Not Available,3621.8
40.625369,-74.15097,Not Available,Not Available,276000,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500045E (7979021),K-12 School,Not Available,74.11,1.8,Not Available,Not Available,Not Available,8136139.3,Not Available,Not Available,1,8813.1,Not Available,Ok,791600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,780733.1,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,509.1,501.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 04:20 PM EDT,Not Available,Not Available,214.6
40.80247,-73.946716,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100131E (7936381),K-12 School,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,10244321.6,Not Available,Not Available,2,Not Available,Not Available,Ok,1016800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,1013705.1,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,635.5,110.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/21/2020 11:50 AM EDT,Not Available,Not Available,275.7
40.632524,-73.924417,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300254E (7899902),K-12 School,Not Available,156.51,1.2,Not Available,Not Available,Not Available,7199655.1,Not Available,Not Available,1,14273.8,Not Available,Ok,374800,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,374579.3,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,550.2,318.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:54 PM EDT,Not Available,Not Available,108.3
40.850592,-73.933043,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100182E (7937434),K-12 School,Not Available,2.37,1.7,Not Available,Not Available,Not Available,929428.8,Not Available,Not Available,0,106.9,Not Available,Ok,272400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,272875.2,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,78.7,112.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:48 PM EDT,Not Available,Not Available,78.7
40.75379,-73.981599,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,3.20193,Not Available,No,Not Available,Office,Not Available,23.26,1.2,Not Available,Not Available,Not Available,183052170.8,Not Available,Not Available,1,22068.3,Not Available,Ok,3914520,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,1.8,Not Available,Ok,3914519.4,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,10144.5,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,07/21/2020 03:48 PM EDT,Not Available,Not Available,1131.1
40.745095,-73.936635,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0401500E (8032168),K-12 School,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,9093979.9,Not Available,Not Available,0,Not Available,Not Available,Ok,2346360,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,2305950.5,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,735.8,402.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,04/15/2020 01:28 PM EDT,Not Available,Not Available,678
40.701343,-73.982314,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300302E (7934775),K-12 School,Not Available,98.77,1,Not Available,Not Available,Not Available,7684778.9,Not Available,Not Available,1,11022.9,Not Available,Ok,411600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,410698,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,580.5,302.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,111.6
40.846542,-73.935205,Not Available,Not Available,400200.1,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100106E (7935648),K-12 School,Not Available,0,1.5,Not Available,Not Available,Not Available,8612997.9,Not Available,Not Available,1,0,Not Available,Ok,680480,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.5,Not Available,Ok,677992.4,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,527.1,112.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,184.5
40.729636,-73.983818,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100040E (7934708),K-12 School,Not Available,Not Available,1,Not Available,Not Available,Not Available,4939253.4,Not Available,Not Available,1,Not Available,Not Available,Ok,298600,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,298600,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,367.1,103.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,81
40.646877,-73.921006,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300284E (7934745),K-12 School,Not Available,Not Available,1,Not Available,Not Available,Not Available,8190381.2,Not Available,Not Available,1,Not Available,Not Available,Ok,531120,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,531119.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,482.8,317.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/12/2020 09:16 PM EDT,Not Available,Not Available,144
40.742302,-73.945605,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0401554E (8032152),K-12 School,Not Available,23.35,3.9,Not Available,Not Available,Not Available,4272244,Not Available,Not Available,1,1485,Not Available,Ok,912000,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.2,Not Available,Ok,909406.6,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,308.9,402.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/11/2020 05:36 PM EDT,Not Available,Not Available,247.3
40.792122,-73.951961,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,Not Available,Not Available,No,0100147E (7936359),K-12 School,Not Available,Not Available,1.4,Not Available,Not Available,Not Available,8955021.3,Not Available,Not Available,1,Not Available,Not Available,Ok,585440,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.6,Not Available,Ok,585439.9,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,528.3,111.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:48 PM EDT,Not Available,Not Available,158.7
40.756651,-73.972264,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,New York,Not Available,2.16948,Not Available,Not Available,Not Available,Office,Not Available,14.59,4.4,Not Available,Not Available,Not Available,18256768.1,Not Available,Not Available,1,4799.5,Not Available,Ok,3992916,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Office,Not Available,Not Available,Ok,3966755.5,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,1461.4,105.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/13/2020 08:22 PM EDT,1300,Not Available,1461.4
40.657922,-73.879354,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Brooklyn,Not Available,Not Available,Not Available,No,0300274E (7934761),K-12 School,Not Available,58.78,0.8,Not Available,Not Available,Not Available,6782868.2,Not Available,Not Available,1,6066.4,Not Available,Ok,298200,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0,Not Available,Ok,298200,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,519.6,305.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,05/01/2020 05:29 PM EDT,Not Available,Not Available,86.2
,,Not Available,Not Available,345000,Not Applicable: Standalone Property,Not Available,Not Available,Queens,Not Available,Not Available,Not Available,No,0400205E (8025653),K-12 School,Not Available,0.18,0.9,Not Available,Not Available,Not Available,9730061.2,Not Available,Not Available,2,35.4,Not Available,Ok,658400,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.4,Not Available,Ok,659274.2,Not Available,Not Available,No,Ok,Not Available,No,Not Available,Not Available,583.3,,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/17/2020 03:49 PM EDT,Not Available,Not Available,178.5
40.611508,-74.083177,Not Available,Not Available,593400,Not Applicable: Standalone Property,Not Available,Not Available,Staten Island,Not Available,Not Available,Not Available,No,0500092E (8030590),K-12 School,Not Available,Not Available,1.3,Not Available,Not Available,Not Available,6088645.9,Not Available,Not Available,1,Not Available,Not Available,Ok,631520,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,K-12 School,0.3,Not Available,Ok,629159,Not Available,Not Available,Unable to Check (not enough data),Ok,Not Available,No,Not Available,Not Available,392.7,501.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,08/19/2020 09:54 AM EDT,Not Available,Not Available,171.2
