property_name,refrigerated_warehouse_gross,courthouse_gross_floor_area,distribution_center_gross,weather_normalized_site_eui,hospital_general_medical_3,hospital_general_medical_4,largest_property_use_type_1,medical_office_percent_that_1,water_use_all_water_sources,electricity_use_grid_purchase,egrid_output_emissions_rate,fitness_center_health_club,hospital_general_medical_12,indoor_water_use_all_water,difference_from_national_1,nta,estimated_data_flag_1,property_gfa_calculated_2,energy_star_certification_2,district_hot_water_use_kbtu,propane_use_kbtu,avoided_emissions_onsite,multifamily_housing_percent_1,borough,data_center_cooling_equipment,electricity_use_generated_3,site_eui_kbtu_ft,electricity_use_generated_1,financial_office_gross_floor,green_power_onsite_and_offsite,address_2,senior_care_community_gross,energy_star_certification_1,_2nd_largest_property_use_1,alert_energy_meter_has_less,residence_hall_dormitory,multifamily_housing_resident,hospital_general_medical_1,property_gfa_self_reported,financial_office_number_of,office_percent_that_can_be_1,national_median_energy_star,multifamily_housing_number_6,third_party_certification_1,multifamily_housing_number_5,multifamily_housing_number_4,estimated_data_flag,green_power_offsite_kwh,indoor_water_use_intensity,energy_star_certification,alert_energy_meter_has_gaps,multifamily_housing_number,green_power_onsite_kwh,nyc_building_identification,food_service_gross_floor
K013-0300040,Not Available,Not Available,Not Available,58.2,Not Available,Not Available,144000.0,Not Available,Not Available,2684561.7,79.5,Not Available,Not Available,Not Available,-33.7,East New York (Pennsylvania Ave),Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,58.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,144000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,3085070,Not Available
M460-0100181,Not Available,Not Available,Not Available,71.1,Not Available,Not Available,450200.0,Not Available,16910.5,5983283,79.5,Not Available,Not Available,16910.5,-17.7,Gramercy,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,72.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,450200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,37.56,Not Available,Ok,Not Available,Not Available,1017828,Not Available
X006-0200044,Not Available,Not Available,Not Available,60.5,Not Available,Not Available,108480.0,Not Available,16019.7,1467160,79.5,Not Available,Not Available,16019.7,-35.9,East Tremont,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,60.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,108480,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,147.67,Not Available,Ok,Not Available,Not Available,2010892,Not Available
X235-0201267,Not Available,Not Available,Not Available,88.6,Not Available,Not Available,125583.0,Not Available,93249,3993404.4,79.5,Not Available,Not Available,93249,-1.1,West Concourse,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,90.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,125583,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,742.53,Not Available,Ok,Not Available,Not Available,2097130,Not Available
K230-0300235,Not Available,Not Available,Not Available,59.9,Not Available,Not Available,87440.0,Not Available,21506.1,848905.6,84.7,Not Available,Not Available,21506.1,-30.1,Kensington-Ocean Parkway,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,58.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,87440,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,245.95,Not Available,Ok,Not Available,Not Available,3124109,Not Available
M028-0100048,Not Available,Not Available,Not Available,52,Not Available,Not Available,122525.0,Not Available,4705.4,1611828.8,84.7,Not Available,Not Available,4705.4,-31.8,Washington Heights South,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,51.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,122525,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,38.4,Not Available,Ok,Not Available,Not Available,1076739,Not Available
X083-0200122,Not Available,Not Available,Not Available,59.5,Not Available,Not Available,96100.0,Not Available,Not Available,1416662.4,79.5,Not Available,Not Available,Not Available,-33.5,Van Nest-Morris Park-Westchester Square,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,59.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,96100,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2045344,Not Available
NE - COURT SQUARE I,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1414803.0,Not Available,20972.5,Not Available,84.7,Not Available,Not Available,20972.5,-23,Hunters Point-Sunnyside-West Maspeth,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,56.6,Not Available,10561,Not Available,Long Island City,Not Available,12/09/2019,10561,Ok,Not Available,Not Available,Not Available,1436950,18,92.33,50,Not Available,Not Available,Not Available,Not Available,No,Not Available,14.6,"2019, 2010, 2009, 2008",Ok,Not Available,Not Available,4307108,Not Available
K205-0300208,Not Available,Not Available,Not Available,55.7,Not Available,Not Available,129600.0,Not Available,87.3,2475747.2,79.5,Not Available,Not Available,87.3,-30.3,Bensonhurst West,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,54.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,129600,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,0.67,Not Available,Ok,Not Available,Not Available,3134749,Not Available
Q490-0400216,Not Available,Not Available,Not Available,57.1,Not Available,Not Available,312200.0,Not Available,12557,4192665.6,79.5,Not Available,Not Available,12557,-34.4,Cambria Heights,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,57.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,Ok,Not Available,Not Available,Not Available,312200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,40.22,Not Available,Ok,Not Available,Not Available,4238003,Not Available
R031-0500054,Not Available,Not Available,Not Available,63.1,Not Available,Not Available,92600.0,Not Available,Not Available,994120.3,84.7,Not Available,Not Available,Not Available,-4.3,West New Brighton-New Brighton-St. George,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,61.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,92600,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,5001150,Not Available
Q099-0400091,Not Available,Not Available,Not Available,144,Not Available,Not Available,74500.0,Not Available,Not Available,1843844.8,79.5,Not Available,Not Available,Not Available,94.7,Kew Gardens,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,146.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,74500,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,4080168,Not Available
Q208-0401481,Not Available,Not Available,Not Available,110.7,Not Available,Not Available,87600.0,Not Available,8785.4,4604834.9,79.5,Not Available,Not Available,8785.4,20.6,Bellerose,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,111.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,87600,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,100.29,Not Available,Ok,Not Available,Not Available,4529898,Not Available
M090-0101345,Not Available,Not Available,Not Available,55.4,Not Available,Not Available,193375.0,Not Available,15929,4821838.6,79.5,Not Available,Not Available,15929,-22.1,Washington Heights South,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,56.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,193375,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,82.37,Not Available,Ok,Not Available,Not Available,1076741,Not Available
K091-0300102,Not Available,Not Available,Not Available,83.9,Not Available,Not Available,100800.0,Not Available,8226,1324947.8,79.5,Not Available,Not Available,8226,18.2,Prospect Lefferts Gardens-Wingate,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,84.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,100800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,81.61,Not Available,Ok,Not Available,Not Available,3106599,Not Available
X420-0200221,Not Available,Not Available,Not Available,58.6,Not Available,Not Available,304800.0,Not Available,20882.9,5190334.4,79.5,Not Available,Not Available,20882.9,-34.3,West Farms-Bronx River,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,58.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,Ok,Not Available,Not Available,Not Available,304800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,68.51,Not Available,Ok,Not Available,Not Available,2027459,Not Available
Q219-0400187,Not Available,Not Available,Not Available,74.5,Not Available,Not Available,115450.0,Not Available,28756.8,2292863.9,84.7,Not Available,Not Available,28756.8,19.6,Kew Gardens Hills,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,74.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,115450,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,249.08,Not Available,Ok,Not Available,Not Available,4448708,Not Available
Q475-0400225,Not Available,Not Available,Not Available,76.9,Not Available,Not Available,256800.0,Not Available,0,3332841.6,79.5,Not Available,Not Available,0,-20.9,Richmond Hill,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,86.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,Ok,Not Available,Not Available,Not Available,256800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,0,Not Available,Ok,Not Available,Not Available,4195688,Not Available
K180-0300183,Not Available,Not Available,Not Available,79.2,Not Available,Not Available,145200.0,Not Available,639,2128405.7,79.5,Not Available,Not Available,639,-16.7,Borough Park,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,77.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,145200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,4.4,Not Available,Ok,Not Available,Not Available,3130809,Not Available
R072-0500100,Not Available,Not Available,Not Available,34.9,Not Available,Not Available,209050.0,Not Available,1902.9,3324652.6,79.5,Not Available,Not Available,1902.9,-46.3,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,35.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,209050,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,9.1,Not Available,Ok,Not Available,Not Available,5037524,Not Available
R435-0500302,Not Available,Not Available,Not Available,51.1,Not Available,Not Available,505780.0,Not Available,30951.7,9889340.9,79.5,Not Available,Not Available,30951.7,-38,New Dorp-Midland Beach,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,51.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,505780,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,61.2,Not Available,Ok,Not Available,Not Available,5055367,Not Available
Q884-0401336,Not Available,Not Available,Not Available,67.9,Not Available,Not Available,57560.0,Not Available,2126.4,2432114.5,79.5,Not Available,Not Available,2126.4,23.8,Ozone Park,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,68.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,57560,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,36.94,Not Available,Ok,Not Available,Not Available,4438525,Not Available
X045-0200081,Not Available,Not Available,Not Available,54.6,Not Available,Not Available,144125.0,Not Available,5161,1664510.1,79.5,Not Available,Not Available,5161,-24.9,Belmont,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,54.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,144125,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,35.81,Not Available,Ok,Not Available,Not Available,2011937,Not Available
M113-0100104,Not Available,Not Available,Not Available,27.4,Not Available,Not Available,105100.0,Not Available,4506.7,2479841.7,79.5,Not Available,Not Available,4506.7,-57.8,Central Harlem South,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,27.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,105100,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,42.88,Not Available,Ok,Not Available,Not Available,1055111,Not Available
X722-0200254,Not Available,Not Available,Not Available,63,Not Available,Not Available,78000.0,Not Available,2143.2,2677737.6,79.5,Not Available,Not Available,2143.2,-19.5,Van Nest-Morris Park-Westchester Square,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,61.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,78000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,27.48,Not Available,Ok,Not Available,Not Available,2045725,Not Available
101 Barclay,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1081558.0,Not Available,14997.6,74184142.6,107.7,Not Available,Not Available,14997.6,-28.1,SoHo-TriBeCa-Civic Center-Little Italy,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,N+1,Not Available,93.6,Not Available,1081558,0,Not Available,Not Available,11/05/2012,57413,Ok,Not Available,Not Available,Not Available,1176421,5203.84,Not Available,50,Not Available,07/01/2011,Not Available,Not Available,No,0,12.75,"2012, 2011, 2010, 2009, 2008",Ok,Not Available,Not Available,1001416,57413
M022-0100044,Not Available,Not Available,Not Available,45,Not Available,Not Available,181200.0,Not Available,3128.1,2521450.9,79.5,Not Available,Not Available,3128.1,-45.3,Lower East Side,Not Available,Not Available,No,Not Available,Not Available,50.7,Not Available,MANHATTAN,Not Available,4195,44.8,104569.1,Not Available,104569.1,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,181200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,17.26,Not Available,Ok,Not Available,104569.1,1004070,Not Available
R023-0500342,Not Available,Not Available,Not Available,52.6,Not Available,Not Available,79375.0,Not Available,5055.2,1343782,79.5,Not Available,Not Available,5055.2,-39.7,Oakwood-Oakwood Beach,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,51.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,79375,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,63.69,Not Available,Ok,Not Available,Not Available,5059927,Not Available
K335-0300315,Not Available,Not Available,Not Available,59.2,Not Available,Not Available,122400.0,Not Available,7817.3,1688940,84.7,Not Available,Not Available,7817.3,-0.1,Crown Heights North,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,59.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,122400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,63.87,Not Available,Ok,Not Available,Not Available,3035887,Not Available
Q220-0400188,Not Available,Not Available,Not Available,61.5,Not Available,Not Available,76975.0,Not Available,9845.6,1488177.9,84.7,Not Available,Not Available,9845.6,-18.9,Forest Hills,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,62.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,76975,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,127.91,Not Available,Ok,Not Available,Not Available,4051290,Not Available
K066-0301758,Not Available,Not Available,Not Available,78.2,Not Available,Not Available,127200.0,Not Available,15418.4,5707594,79.5,Not Available,Not Available,15418.4,20.2,Canarsie,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,79.4,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,127200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,121.21,Not Available,Ok,Not Available,Not Available,3325418,Not Available
K048-0300068,Not Available,Not Available,Not Available,91.1,Not Available,Not Available,72000.0,Not Available,1461.6,1523662.7,79.5,Not Available,Not Available,1461.6,6.4,Borough Park,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,86.5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,72000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,20.3,Not Available,Ok,Not Available,Not Available,3132140,Not Available
NE - COURT SQUARE II,Not Available,Not Available,Not Available,33.1,Not Available,Not Available,437571.0,Not Available,2356.2,13759302,84.7,Not Available,Not Available,2356.2,-64.9,Hunters Point-Sunnyside-West Maspeth,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,32.9,Not Available,Not Available,0,Long Island City,Not Available,12/06/2019,90489,Ok,Not Available,Not Available,Not Available,528060,Not Available,100,50,Not Available,Not Available,Not Available,Not Available,No,0,4.46,"2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009",Ok,Not Available,Not Available,4000000,Not Available
X170-0201172,Not Available,Not Available,Not Available,61.5,Not Available,Not Available,50570.0,Not Available,Not Available,1914814.4,79.5,Not Available,Not Available,Not Available,-6.6,Mount Hope,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,61.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,50570,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2103870,Not Available
Q069-0400061,Not Available,Not Available,Not Available,95.9,Not Available,Not Available,112900.0,Not Available,15645.9,4831391.7,79.5,Not Available,Not Available,15645.9,48.2,Jackson Heights,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,QUEENS,Not Available,Not Available,97.1,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,112900,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,138.58,Not Available,Ok,Not Available,Not Available,4029892,Not Available
M145-0100127,Not Available,Not Available,Not Available,40.5,Not Available,Not Available,93680.0,Not Available,Not Available,1469889.6,84.7,Not Available,Not Available,Not Available,-46.6,Upper West Side,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,40.3,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,93680,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,1076625,Not Available
K161-0300164,Not Available,Not Available,Not Available,70,Not Available,Not Available,93600.0,Not Available,4980.3,1888883.2,79.5,Not Available,Not Available,4980.3,-8.8,Crown Heights South,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,69.8,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,93600,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,53.21,Not Available,Ok,Not Available,Not Available,3034181,Not Available
X004-0200042,Not Available,Not Available,Not Available,71.8,Not Available,Not Available,127325.0,Not Available,Not Available,2043924.4,79.5,Not Available,Not Available,Not Available,9.5,Claremont-Bathgate,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,70.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,127325,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2009659,Not Available
K380-0301169,Not Available,Not Available,Not Available,53.7,Not Available,Not Available,141600.0,Not Available,Not Available,2013080,79.5,Not Available,Not Available,Not Available,-43.4,Bedford,Not Available,Not Available,Yes,Not Available,Not Available,55.1,Not Available,BROOKLYN,Not Available,0,53.9,113573.2,Not Available,113573.2,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,141600,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,113573.2,3061235,Not Available
X100-0200142,Not Available,Not Available,Not Available,61.2,Not Available,Not Available,97280.0,Not Available,Not Available,1175092.8,84.7,Not Available,Not Available,Not Available,-6.8,Soundview-Castle Hill-Clason Point-Harding Park,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,61.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,97280,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2022550,Not Available
K221-0300226,Not Available,Not Available,Not Available,75.8,Not Available,Not Available,96000.0,Not Available,782,1446688,79.5,Not Available,Not Available,782,-5.2,Crown Heights South,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,75.2,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,96000,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,8.15,Not Available,Ok,Not Available,Not Available,3038372,Not Available
R054-0500091,Not Available,Not Available,Not Available,61.8,Not Available,Not Available,88800.0,Not Available,5613,1215354.4,79.5,Not Available,Not Available,5613,-29.2,New Springville-Bloomfield-Travis,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,60,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,88800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,63.21,Not Available,Ok,Not Available,Not Available,5034476,Not Available
114,Not Available,Not Available,Not Available,67.2,Not Available,Not Available,577534.0,Not Available,Not Available,25434413.5,84.7,Not Available,Not Available,Not Available,-27.6,Midtown-Midtown South,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,MANHATTAN,Not Available,Not Available,67.4,Not Available,577534,0,Not Available,Not Available,05/02/2018,Not Available,Ok,Not Available,Not Available,Not Available,577534,1280,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,"2018, 2016, 2015, 2010, 2008, 2006, 2005, 2003, 2002, 2001",Ok,Not Available,Not Available,1022667,Not Available
X198-0200212,Not Available,Not Available,Not Available,64.1,Not Available,Not Available,122400.0,Not Available,Not Available,2560364.8,79.5,Not Available,Not Available,Not Available,-23.4,Morrisania-Melrose,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,64,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,122400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2004869,Not Available
X015-0200274,Not Available,Not Available,Not Available,101.1,Not Available,Not Available,162125.0,Not Available,Not Available,8674669.1,79.5,Not Available,Not Available,Not Available,46.6,Kingsbridge Heights,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BRONX,Not Available,Not Available,102.7,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,162125,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Ok,Not Available,Not Available,2096013,Not Available
"R052-P.S. 52, Staten Island (0500086)",Not Available,Not Available,Not Available,53.2,Not Available,Not Available,85200.0,Not Available,5623.8,1879329.6,84.7,Not Available,Not Available,5623.8,-16.6,Old Town-Dongan Hills-South Beach,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,STATEN IS,Not Available,Not Available,52,Not Available,Not Available,0,Not Available,Not Available,07/20/2018,Not Available,Ok,Not Available,Not Available,Not Available,85200,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,66.01,"2018, 2014",Ok,Not Available,Not Available,5053746,Not Available
K410-0300335,Not Available,Not Available,Not Available,63.3,Not Available,Not Available,298800.0,Not Available,11007.7,4563891.3,79.5,Not Available,Not Available,11007.7,-24.5,West Brighton,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,63.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,0,Ok,Not Available,Not Available,Not Available,298800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,36.84,Not Available,Ok,Not Available,Not Available,3196293,Not Available
K097-0300108,Not Available,Not Available,Not Available,58.7,Not Available,Not Available,82800.0,Not Available,799.6,1409565.4,79.5,Not Available,Not Available,799.6,-26.4,Bensonhurst East,Not Available,Not Available,Yes,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,58.9,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,82800,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,9.66,Not Available,Ok,Not Available,Not Available,3177680,Not Available
K172-0300175,Not Available,Not Available,Not Available,74.2,Not Available,Not Available,56400.0,Not Available,7928.1,1065089.9,79.5,Not Available,Not Available,7928.1,-22.5,Sunset Park West,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,BROOKLYN,Not Available,Not Available,72.6,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,56400,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,No,0,140.57,Not Available,Ok,Not Available,Not Available,3009847,Not Available
