property_id,property_name,non_refrigerated_warehouse_3,k_12_school_computer_density,parking_gross_floor_area,retail_store_open_or_closed,supermarket_grocery_number_2,onsite_renewable_system,retail_store_walk_in,parking_open_parking_lot,generation_date,council_district,retail_store_cash_register,bin,address_2,senior_care_community_number_4,data_center_it_energy,electricity_onsite_renewable,senior_care_community_number_5,latitude,green_power_offsite_kwh,retail_store_percent_that,hospital_general_medical_6,k_12_school_percent_that,national_median_source_eui,water_alerts,percent_better_than_national_1,residence_hall_dormitory_2,date_property_last_modified,diesel_2_use_kbtu,k_12_school_high_school,medical_office_weekly,non_refrigerated_warehouse_2,metered_areas_energy,residence_hall_dormitory_1,energy_star_score,district_chilled_water_use,indoor_water_intensity_all,estimated_data_flag_fuel_2,energy_star_certification_3,hotel_gross_floor_area_ft,onsite_renewable_system_1,senior_care_community_number_6,hotel_percent_that_can_be,weather_normalized_site_eui,hospital_general_medical_2,hospital_general_medical_1
2553126,ZRK Realty Corp,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-02-28T13:26:35.000,9.0,Not Available,1059090.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.807006,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,11-FEB-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2.2,Not Available,Not Available
2037331,1143,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-29T10:43:51.000,46.0,0.17,3326830.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.610265,Not Available,100,Not Available,Not Available,201.3,Not Available,-55.5,Not Available,10-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,93,0,Not Available,Not Available,2012,Not Available,Not Available,Not Available,Not Available,26.8,Not Available,Not Available
2536754,MGSA 35 LINDEN BLVD,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-10T14:20:48.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,78.64,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available
2384166,150 East 37th Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,4.0,Not Available,1018994.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.74802,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,46.66,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20.2,Not Available,Not Available
2606056,1491 Montgomery Ave,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-14T09:12:08.000,14.0,Not Available,2008876.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.847628,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13-MAY-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,175.11,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60.4,Not Available,Not Available
2562937,"1955 Realty, L.L.C.",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-21T13:51:51.000,13.0,Not Available,2048553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.852799,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,04-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99.5,Not Available,Not Available
2559283,David T. Diamond L.L.C.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-21T13:51:51.000,13.0,Not Available,2048553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.852799,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,08-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60.5,Not Available,Not Available
1210636,477 Madison,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-26T14:06:42.000,4.0,Not Available,1035471.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.758715,Not Available,Not Available,Not Available,Not Available,239.2,Not Available,-20,Not Available,24-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,69,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68.1,Not Available,Not Available
2562042,20 Vesey,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T15:56:47.000,1.0,Not Available,1001235.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.711843,Not Available,Not Available,Not Available,Not Available,257.5,Less than 1 year of data<br>,-33.7,Not Available,20-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,81,0,0,Not Available,"2010, 2012",Not Available,Not Available,Not Available,Not Available,72.7,Not Available,Not Available
2562923,2114 Aqueduct Realty L.L.C.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-17T12:09:15.000,13.0,Not Available,2048553.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.852799,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,09-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,109.6,Not Available,Not Available
1418604,250 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-09T13:34:08.000,4.0,Not Available,1035405.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.755018,1780.12,Not Available,Not Available,Not Available,256.8,Not Available,-28.8,Not Available,05-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,77,0,19.01,Not Available,"2008, 2009, 2010, 2011, 2012",Not Available,Not Available,Not Available,Not Available,74.3,Not Available,Not Available
2505168,645 Madison L.L.C,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-04-26T16:54:29.000,4.0,0.19,1040762.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.763987,Not Available,100,Not Available,Not Available,248.2,Less than 1 year of data<br>,17.5,Not Available,22-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,35,0,38.04,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,123.3,Not Available,Not Available
1370307,3 Times Square,Not Available,Not Available,Not Available,0.05,Not Available,Not Available,0,Not Available,2013-05-07T10:00:27.000,3.0,2,1024686.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.756376,Not Available,100,Not Available,Not Available,424.9,Not Available,-12.1,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,61,0,36.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,153.2,Not Available,Not Available
2552815,Carmel,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-04T17:18:44.000,50.0,Not Available,5109521.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.595979,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94.4,Not Available,Not Available
2614663,1710 Broadway LLC,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-31T00:35:15.000,4.0,0.3,1024850.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.764225,Not Available,100,Not Available,Not Available,164,Not Available,8.1,Not Available,20-MAY-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,0,0,32.35,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88.4,Not Available,Not Available
1241682,0591 Mamaroneck,Not Available,Not Available,Not Available,Not Available,11,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,646.4,Not Available,-18.5,Not Available,11-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,78,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,201.8,Not Available,Not Available
1770367,GC World Wide Plaza,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-26T10:26:08.000,3.0,Not Available,1076203.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.762074,Not Available,Not Available,Not Available,Not Available,265.9,Less than 1 year of data<br>,-46.9,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,91,0,Not Available,Not Available,"2009, 2011",Not Available,Not Available,Not Available,Not Available,50.4,Not Available,Not Available
1241635,0505 Brooklyn,Not Available,Not Available,Not Available,Not Available,11,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,48.0,Not Available,3331174.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.590308,Not Available,Not Available,Not Available,Not Available,653.5,Not Available,-0.7,Not Available,26-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,51,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,277.8,Not Available,Not Available
1241651,0530 Dobbs Ferry,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,592.7,Not Available,37.8,Not Available,05-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,10,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,353,Not Available,Not Available
2475329,579 Fifth Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-03T16:00:04.000,4.0,Not Available,1035408.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.756572,Not Available,Not Available,Not Available,Not Available,220.7,Not Available,-14.9,Not Available,14-FEB-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,64,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,72.3,Not Available,Not Available
2612586,3315 NOSTRAND AVE PLPM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,46.0,Not Available,3197677.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.60347,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96.8,Not Available,Not Available
2604478,Park55,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-31T11:17:44.000,4.0,Not Available,1036493.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.760004,Not Available,Not Available,Not Available,Not Available,282.1,Not Available,-3.9,Not Available,30-MAY-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,53,0,31.18,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,91.3,Not Available,Not Available
2612576,178-60 WEXFORD TERR HOBM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,24.0,Not Available,4212917.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.713652,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,78.5,Not Available,Not Available
2590030,155 W 23,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-07T16:32:56.000,3.0,Not Available,1014948.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.743556,Not Available,Not Available,Not Available,Not Available,68.9,Not Available,-74.7,Not Available,12-APR-13,Not Available,Not Available,Not Available,0,No Selection Made,Not Available,98,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14.9,Not Available,Not Available
2595922,5410 Netherland (Riverdale),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-29T09:35:38.000,11.0,Not Available,2086306.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.902201,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,24.15,No,Not Available,Not Available,Not Available,Not Available,Not Available,71.2,Not Available,Not Available
1241676,0577 Oceanside,Not Available,Not Available,Not Available,Not Available,12,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,660,Not Available,2.3,Not Available,26-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,46,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,250.7,Not Available,Not Available
1697745,School of Social Work,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-07T14:04:15.000,7.0,Not Available,1087900.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.810476,Not Available,Not Available,Not Available,Not Available,225.7,Not Available,-0.5,Not Available,12-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,50,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102.1,Not Available,Not Available
2564207,32 West 18 Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-28T08:40:20.000,3.0,Not Available,1087450.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.738999,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,16-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,13.73,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67,Not Available,Not Available
2602938,103 East 125th Street Realty Corp.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-25T14:22:28.000,9.0,Not Available,1054472.0,Suite 1107,Not Available,Not Available,Not Available,Not Available,40.805258,Not Available,Not Available,Not Available,Not Available,240.3,Less than 1 year of data<br>,-32.5,Not Available,18-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,80,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,49,Not Available,Not Available
2614189,86-75 MIDLAND PKWY ENTM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,24.0,Not Available,4213062.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.714592,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,79.4,Not Available,Not Available
2546550,"Park Towers South Co., LLC",Not Available,Not Available,9788,0.44,Not Available,Not Available,0.44,0,2013-04-21T13:51:51.000,3.0,1.11,1082494.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.767824,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,03-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,38.28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,88.3,Not Available,Not Available
2290301,601 Lexington Avenue,Not Available,Not Available,Not Available,0.08,Not Available,Not Available,0.02,Not Available,2013-04-29T08:43:41.000,4.0,0.27,1036474.0,,Not Available,Not Available,Not Available,Not Available,40.758465,Not Available,100,Not Available,Not Available,307.9,Not Available,-2.1,Not Available,12-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,51,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,133.7,Not Available,Not Available
1716466,0590 Riverhead,Not Available,Not Available,Not Available,Not Available,11,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,643.5,Not Available,-0.6,Not Available,26-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,50,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,284,Not Available,Not Available
2614191,8800 20 AVE PLPM,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,43.0,Not Available,3168773.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.600666,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,78,Not Available,Not Available
2606277,757 Third Avenue,Not Available,Not Available,Not Available,0.12,Not Available,Not Available,0.06,Not Available,2013-05-29T12:45:55.000,4.0,0.6,1037986.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.754035,Not Available,100,Not Available,Not Available,346.1,Not Available,-45,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,94,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,76.4,Not Available,Not Available
2604354,Chez 66 Condominium,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-10T09:43:41.000,4.0,0.39,1041167.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.768235,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,104.4,Not Available,Not Available
2384172,163 East 81st Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,5.0,Not Available,1047567.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.776005,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,No,Not Available,Not Available,Not Available,Not Available,Not Available,71.8,Not Available,Not Available
2595881,209 Lincoln Place Housing Corp.,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-04-29T09:35:38.000,39.0,Not Available,3024466.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.675252,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,13-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,57.04,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,90.4,Not Available,Not Available
2612621,Parker Jewish Institute For Health Care & Rehabilitation,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-22T17:51:30.000,23.0,Not Available,4173982.0,Not Available,0,Not Available,Not Available,324,40.754094,Not Available,Not Available,Not Available,Not Available,341.1,Not Available,0.5,Not Available,14-MAY-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,49,0,Not Available,Not Available,Not Available,Not Available,Not Available,500,Not Available,186,Not Available,Not Available
2515949,Carol Gardens 820,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T08:02:40.000,18.0,Not Available,2092759.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.821838,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,22-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,120.8,Not Available,Not Available
2558329,GC 200 Madison,Not Available,Not Available,Not Available,0.08,Not Available,Not Available,0,Not Available,2013-05-21T15:57:44.000,,0.12,,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,,Not Available,100,Not Available,Not Available,301.5,Less than 1 year of data<br>,-31.8,Not Available,20-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,82,0,Not Available,Not Available,"2009, 2012",Not Available,Not Available,Not Available,Not Available,74.8,Not Available,Not Available
2612594,3000 Ocean Parkway,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-29T12:05:35.000,48.0,Not Available,3196585.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.576998,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,103.1,Not Available,Not Available
2606279,375 Park Avenue,Not Available,Not Available,Not Available,0,Not Available,Not Available,0.19,Not Available,2013-05-29T12:45:55.000,4.0,0.08,1036465.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.758786,Not Available,80,Not Available,Not Available,270.3,Not Available,103.5,Not Available,28-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,3,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,220.9,Not Available,Not Available
2559039,"Rockaway One Company7, LLC",Not Available,Not Available,24985,Not Available,Not Available,Not Available,Not Available,0,2013-04-21T13:51:51.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,52.3,Not Available,Not Available
2558942,"Sheridan One Company, LLC",Not Available,Not Available,2000,Not Available,Not Available,Not Available,Not Available,0,2013-04-18T11:22:43.000,16.0,Not Available,2002706.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.827792,Not Available,Not Available,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,19-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,26.5,Not Available,Not Available
2590010,15 w 27,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-07T16:32:56.000,2.0,Not Available,1015685.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.744338,Not Available,Not Available,Not Available,Not Available,65.9,Not Available,-46.6,Not Available,17-APR-13,Not Available,Not Available,Not Available,0,No Selection Made,Not Available,83,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31.2,Not Available,Not Available
2544333,311 West Broadway,Not Available,Not Available,15238,0,Not Available,Not Available,0,0,2013-04-28T08:40:20.000,1.0,0.58,1087488.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.72173,Not Available,100,Not Available,Not Available,Not Available,There is no water use for the time period specified.,Not Available,Not Available,17-APR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,86.8,Not Available,Not Available
2386589,975 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-24T12:31:46.000,4.0,Not Available,1047636.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.778072,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10-MAY-13,Not Available,Not Available,65,Not Available,No Selection Made,Not Available,0,0,26.78,No,Not Available,Not Available,Not Available,Not Available,Not Available,70.2,Not Available,Not Available
1416310,345 Park Ave,Not Available,Not Available,47077,Not Available,Not Available,Not Available,Not Available,0,2013-05-07T10:00:27.000,4.0,Not Available,1036460.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.758171,Not Available,Not Available,Not Available,Not Available,296.2,Not Available,13.4,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,38,0,18.64,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,139.1,Not Available,Not Available
1463890,150 East  58th Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2013-05-28T09:53:26.000,4.0,Not Available,1036915.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.761398,Not Available,Not Available,Not Available,Not Available,310.1,Not Available,-32,Not Available,27-FEB-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,81,0,14.03,Not Available,"2008, 2011, 2012",Not Available,Not Available,Not Available,Not Available,95.6,Not Available,Not Available
2386791,255 East 49th Street - Sterling Plaza,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,2013-05-24T12:31:46.000,4.0,0.27,1038254.0,Not Available,Not Available,Not Available,Not Available,Not Available,40.754696,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,15-MAY-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,46.14,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,63.3,Not Available,Not Available
1716468,2552 East Meadow,Not Available,Not Available,Not Available,Not Available,13,Not Available,Not Available,Not Available,2013-05-15T10:33:11.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,661.8,Not Available,-23.8,Not Available,22-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,84,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,200,Not Available,Not Available
2559043,"Rockaway One Company9, LLC",Not Available,Not Available,31528,Not Available,Not Available,Not Available,Not Available,0,2013-04-21T13:51:51.000,,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14-MAR-13,Not Available,Not Available,Not Available,Not Available,No Selection Made,Not Available,0,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,53.3,Not Available,Not Available
1327499,Times Square Tower,Not Available,Not Available,Not Available,0.13,Not Available,Not Available,0,Not Available,2013-04-29T08:43:41.000,3.0,0.76,1086069.0,Not Available,Not Available,IT Energy is not currently metered at this facility - Apply estimates.,Not Available,Not Available,40.755915,Not Available,100,Not Available,Not Available,293.5,Not Available,-32.2,Not Available,25-APR-13,Not Available,Not Available,Not Available,Not Available,Whole Facility Energy Consumption,Not Available,81,0,20.29,Not Available,"2008, 2010, 2011, 2012",Not Available,Not Available,Not Available,Not Available,64.8,Not Available,Not Available
