objectid,objectid_1,horz_plant,:@computed_region_efsh_h5xi,status,spc_latin,bbl,state,vert_wall,vert_pgrd,x_sp,borocode,horz_grate,tree_loc,location_1,vert_tgrd
592516,143,No,12421.0,Excellent,QUERCUS RUBRA,1012300008.0,New York,No,No,990251,1,No,Median,"{'latitude': '40.78608338', 'longitude': '-73.9783297'}",No
593318,945,No,12421.0,Good,GLEDITSIA TRIACANTHOS,1012040001.0,New York,No,No,992563,1,No,Side,"{'latitude': '40.78947948', 'longitude': '-73.96997927'}",No
592811,438,No,12423.0,Good,TILIA CORDATA,1018470039.0,New York,No,No,995765,1,No,Across,"{'latitude': '40.80285919', 'longitude': '-73.95840753'}",No
593166,793,No,12422.0,Good,GINKGO BILOBA,1012060010.0,New York,Yes,Yes,993092,1,No,Front,"{'latitude': '40.7897507', 'longitude': '-73.96806876'}",No
592770,397,No,12076.0,Excellent,PYRUS CALLERYANA,1001407502.0,New York,No,No,981507,1,No,Front,"{'latitude': '40.71648918', 'longitude': '-74.00989495'}",No
592478,105,No,13090.0,Excellent,TILIA CORDATA,1021340019.0,New York,No,Yes,998963,1,Yes,Front,"{'latitude': '40.83318083', 'longitude': '-73.94683205'}",Yes
593109,736,No,12426.0,Poor,GLEDITSIA TRIACANTHOS,1017010001.0,New York,No,No,1001315,1,No,Side,"{'latitude': '40.79192345', 'longitude': '-73.93837091'}",No
592910,537,No,10099.0,Good,PLATANUS ACERIFOLIA,1015730101.0,New York,No,No,999586,1,No,Front,"{'latitude': '40.78319837', 'longitude': '-73.94462234'}",No
593324,951,No,12421.0,Good,KOELREUTERIA PANICULATA,1012040056.0,New York,No,No,992876,1,No,Front,"{'latitude': '40.78924314', 'longitude': '-73.96884904'}",No
592791,418,No,12076.0,Excellent,PYRUS CALLERYANA,1001400005.0,New York,No,No,981690,1,No,Front,"{'latitude': '40.7158552', 'longitude': '-74.00923471'}",No
592696,323,No,12426.0,Good,PLATANUS ACERIFOLIA,1016940005.0,New York,No,No,1000253,1,No,Side,"{'latitude': '40.78667477', 'longitude': '-73.94221081'}",No
593271,898,No,12426.0,Good,ULMUS AMERICANA,1017090005.0,New York,No,Yes,1002135,1,No,Assigned,"{'latitude': '40.7951112', 'longitude': '-73.93540645'}",No
593225,852,No,13093.0,Good,PYRUS CALLERYANA,1017110033.0,New York,No,No,1002624,1,No,Front,"{'latitude': '40.79695466', 'longitude': '-73.93363853'}",No
641142,48769,No,,Good,PYRUS CALLERYANA,,New York,No,No,0,1,No,Front,"{'latitude': '0.0', 'longitude': '0.0'}",No
592778,405,No,12076.0,Excellent,GLEDITSIA TRIACANTHOS,1001407501.0,New York,No,No,981219,1,No,Front,"{'latitude': '40.71639577', 'longitude': '-74.01093384'}",No
593273,900,No,10091.0,Poor,GINKGO BILOBA,1011060001.0,New York,No,No,986775,1,No,Across,"{'latitude': '40.77178498', 'longitude': '-73.99088389'}",No
592844,471,No,12420.0,Good,GLEDITSIA TRIACANTHOS,1011680002.0,New York,Yes,No,989103,1,No,Front,"{'latitude': '40.7825324', 'longitude': '-73.98247619'}",No
593204,831,No,13093.0,Good,GLEDITSIA TRIACANTHOS,1017110128.0,New York,No,No,1002722,1,No,Front,"{'latitude': '40.79680624', 'longitude': '-73.93328474'}",No
593163,790,No,12422.0,Excellent,GINKGO BILOBA,,New York,No,No,993003,1,No,Front,"{'latitude': '40.78986606', 'longitude': '-73.96839012'}",No
592763,390,No,11728.0,Excellent,QUERCUS PALUSTRIS,1001420001.0,New York,No,No,981191,1,Yes,Side,"{'latitude': '40.71601698', 'longitude': '-74.01103479'}",Yes
592861,488,No,12421.0,Good,ROBINIA PSEUDOACACIA,1012030041.0,New York,No,Yes,993087,1,No,Front,"{'latitude': '40.78811759', 'longitude': '-73.9680876'}",No
592567,194,No,11729.0,Poor,PLATANUS ACERIFOLIA,1004000054.0,New York,No,No,988743,1,No,Across,"{'latitude': '40.7238307', 'longitude': '-73.98379042'}",No
592581,208,No,12426.0,Good,ACER GINNALA,1016690001.0,New York,No,No,999819,1,No,Front,"{'latitude': '40.78455661', 'longitude': '-73.94377984'}",No
640946,48573,No,12420.0,Good,GLEDITSIA TRIACANTHOS,,New York,No,No,0,1,No,Across,"{'latitude': '40.77329488', 'longitude': '-73.98182153'}",No
592654,281,No,12081.0,Good,TILIA CORDATA,1010870025.0,New York,No,No,987659,1,Yes,Side,"{'latitude': '40.77032722', 'longitude': '-73.98769262'}",No
592613,240,No,12426.0,Excellent,PYRUS CALLERYANA,1016930001.0,New York,No,No,1000108,1,No,Side,"{'latitude': '40.78595316', 'longitude': '-73.94273505'}",No
592570,197,No,11729.0,Excellent,TILIA CORDATA,1003840012.0,New York,No,Yes,989059,1,No,Front,"{'latitude': '40.7216759', 'longitude': '-73.98265093'}",No
593341,968,No,12421.0,Good,GLEDITSIA TRIACANTHOS,1012210029.0,New York,No,No,992357,1,No,Front,"{'latitude': '40.78924088', 'longitude': '-73.9707233'}",No
593146,773,No,10090.0,Excellent,PLATANUS ACERIFOLIA,1014590001.0,New York,Yes,Yes,995515,1,No,Front,"{'latitude': '40.76321732', 'longitude': '-73.95933476'}",No
592973,600,No,12426.0,Good,PLATANUS ACERIFOLIA,,New York,No,No,1002856,1,No,Front,"{'latitude': '40.79491484', 'longitude': '-73.93280268'}",No
593188,815,No,13093.0,Good,GINKGO BILOBA,1018060109.0,New York,No,No,1002573,1,No,Front,"{'latitude': '40.79705083', 'longitude': '-73.93382264'}",No
593221,848,No,12421.0,Good,ACER RUBRUM,1012040050.0,New York,No,Yes,993002,1,No,Front,"{'latitude': '40.78905088', 'longitude': '-73.96839411'}",No
593274,901,No,10091.0,Good,GINKGO BILOBA,1011060001.0,New York,No,No,986775,1,No,Side,"{'latitude': '40.77178498', 'longitude': '-73.99088389'}",No
592467,94,No,13090.0,Good,GLEDITSIA TRIACANTHOS,1021340053.0,New York,No,No,999354,1,No,Side,"{'latitude': '40.83334211', 'longitude': '-73.94541898'}",No
592401,28,No,11727.0,Excellent,PYRUS CALLERYANA,1000510007.0,New York,No,Yes,980761,1,No,Across,"{'latitude': '40.70835345', 'longitude': '-74.01258449'}",No
592420,47,No,13090.0,Good,GINKGO BILOBA,1021340195.0,New York,No,No,998986,1,No,Side,"{'latitude': '40.8349923', 'longitude': '-73.94674749'}",No
593006,633,No,11723.0,Good,GLEDITSIA TRIACANTHOS,1003480056.0,New York,No,No,988585,1,No,Adjacent,"{'latitude': '40.71885727', 'longitude': '-73.98436161'}",No
592908,535,Yes,10099.0,Excellent,METASEQUOIA GLYPTOSTROBOIDES,1015730101.0,New York,No,No,999586,1,No,Median,"{'latitude': '40.78319837', 'longitude': '-73.94462234'}",No
593269,896,No,12426.0,Poor,PYRUS CALLERYANA,1017080028.0,New York,No,No,1002366,1,No,Front,"{'latitude': '40.79475117', 'longitude': '-73.93457252'}",No
593028,655,No,10099.0,Good,PLATANUS ACERIFOLIA,1016900001.0,New York,No,No,999588,1,No,Side,"{'latitude': '40.78321209', 'longitude': '-73.94461511'}",No
592755,382,Yes,11728.0,Good,GLEDITSIA TRIACANTHOS,1001327501.0,New York,No,Yes,981137,1,No,Front,"{'latitude': '40.71521275', 'longitude': '-74.01122945'}",No
592489,116,No,12077.0,Excellent,PYRUS CALLERYANA,1005880043.0,New York,No,Yes,982694,1,No,Front,"{'latitude': '40.73273295', 'longitude': '-74.0056144'}",No
592389,16,No,17621.0,Good,PLATANUS ACERIFOLIA,3056960032.0,New York,No,No,984283,3,No,Front,"{'latitude': '40.63241167', 'longitude': '-73.99988111'}",No
592560,187,No,11729.0,Good,GINKGO BILOBA,1004000056.0,New York,Yes,No,988711,1,No,Across,"{'latitude': '40.72388012', 'longitude': '-73.98390585'}",No
641263,48890,No,11729.0,Good,GLEDITSIA TRIACANTHOS,,New York,No,No,0,1,No,Rear,"{'latitude': '40.72101567', 'longitude': '-73.98109212'}",No
592482,109,No,12077.0,Good,TILIA CORDATA,1005910003.0,New York,No,Yes,983213,1,No,Front,"{'latitude': '40.73255461', 'longitude': '-74.00374172'}",No
593210,837,No,12421.0,Good,UNKNOWN,1012040021.0,New York,No,No,993105,1,No,Front,"{'latitude': '40.78889433', 'longitude': '-73.96802223'}",No
592818,445,No,12423.0,Good,GLEDITSIA TRIACANTHOS,1019450011.0,New York,No,No,996510,1,No,Front,"{'latitude': '40.80656631', 'longitude': '-73.95571411'}",No
593295,922,No,12081.0,Good,TILIA AMERICANA,1010850039.0,New York,No,No,987218,1,No,Front,"{'latitude': '40.76941339', 'longitude': '-73.98928489'}",No
592951,578,No,13093.0,Good,GINKGO BILOBA,1018150013.0,New York,No,No,1003183,1,No,Front,"{'latitude': '40.79611908', 'longitude': '-73.93162045'}",No
592879,506,No,12426.0,Excellent,GLEDITSIA TRIACANTHOS,1016780001.0,New York,No,No,1000927,1,No,Front,"{'latitude': '40.79003856', 'longitude': '-73.93977386'}",No
592775,402,No,12076.0,Excellent,PYRUS CALLERYANA,1001407502.0,New York,No,No,981507,1,No,Front,"{'latitude': '40.71648918', 'longitude': '-74.00989495'}",No
592925,552,No,12426.0,Good,PLATANUS ACERIFOLIA,1017010001.0,New York,No,No,1001151,1,No,Rear,"{'latitude': '40.79111407', 'longitude': '-73.93896393'}",No
593060,687,No,12421.0,Excellent,TILIA CORDATA,1012350031.0,New York,No,No,991344,1,No,Front,"{'latitude': '40.78856655', 'longitude': '-73.9743818'}",No
592599,226,No,12426.0,Good,QUERCUS RUBRA,1016720017.0,New York,No,No,1000117,1,No,Front,"{'latitude': '40.78603274', 'longitude': '-73.94270248'}",No
592594,221,No,12426.0,Good,ZELKOVA SERRATA,1016940007.0,New York,No,No,1000135,1,No,Front,"{'latitude': '40.78609035', 'longitude': '-73.94263743'}",Yes
592598,225,No,12426.0,Good,QUERCUS RUBRA,1016720017.0,New York,No,No,1000117,1,No,Front,"{'latitude': '40.78603274', 'longitude': '-73.94270248'}",No
592453,80,Yes,12077.0,Excellent,PRUNUS SPECIES,1005850021.0,New York,No,Yes,982680,1,No,Front,"{'latitude': '40.73239259', 'longitude': '-74.00566488'}",No
592618,245,No,12426.0,Good,GLEDITSIA TRIACANTHOS,1016930001.0,New York,No,No,1000108,1,No,Side,"{'latitude': '40.78595316', 'longitude': '-73.94273505'}",No
592481,108,No,12077.0,Excellent,STYPHNOLOBIUM JAPONICUM,1005910034.0,New York,No,No,983335,1,Yes,Front,"{'latitude': '40.73267814', 'longitude': '-74.00330152'}",No
641141,48768,No,,Good,PYRUS CALLERYANA,,New York,No,No,0,1,No,Front,"{'latitude': '0.0', 'longitude': '0.0'}",No
592406,33,No,11727.0,Good,GLEDITSIA TRIACANTHOS,1000200001.0,New York,No,No,980604,1,No,Rear,"{'latitude': '40.70600935', 'longitude': '-74.01315031'}",No
592965,592,No,13093.0,Dead,Unknown Dead,1017160051.0,New York,No,No,1002946,1,No,Assigned,"{'latitude': '40.79596862', 'longitude': '-73.93247657'}",No
593315,942,No,12081.0,Excellent,GLEDITSIA TRIACANTHOS,1010860001.0,New York,No,No,986805,1,No,Front,"{'latitude': '40.77006127', 'longitude': '-73.99077582'}",No
593151,778,No,12422.0,Good,CARPINUS BETULUS,1012050034.0,New York,No,Yes,993490,1,No,Side,"{'latitude': '40.7890147', 'longitude': '-73.96663183'}",No
592868,495,No,12421.0,Good,ROBINIA PSEUDOACACIA,1012030055.0,New York,No,Yes,992868,1,No,Front,"{'latitude': '40.78844992', 'longitude': '-73.96887831'}",No
592622,249,Yes,12426.0,Good,GLEDITSIA TRIACANTHOS,1016930001.0,New York,No,No,1000108,1,No,Side,"{'latitude': '40.78595316', 'longitude': '-73.94273505'}",No
593338,965,No,12421.0,Good,PLATANUS ACERIFOLIA,1012210007.0,New York,No,No,992177,1,No,Front,"{'latitude': '40.78951277', 'longitude': '-73.97137322'}",No
592864,491,No,12421.0,Good,ROBINIA PSEUDOACACIA,1012030045.0,New York,No,Yes,993029,1,No,Front,"{'latitude': '40.78820548', 'longitude': '-73.96829701'}",No
592559,186,No,11729.0,Good,GINKGO BILOBA,1004000059.0,New York,No,No,988663,1,No,Across,"{'latitude': '40.72395425', 'longitude': '-73.98407901'}",No
592757,384,No,11728.0,Excellent,GLEDITSIA TRIACANTHOS,1001270018.0,New York,No,No,981096,1,No,Side,"{'latitude': '40.71423285', 'longitude': '-74.01137718'}",No
592556,183,No,12421.0,Excellent,TILIA TOMENTOSA,1012150064.0,New York,No,No,990965,1,No,Front,"{'latitude': '40.78665651', 'longitude': '-73.97575115'}",No
592825,452,No,12423.0,Excellent,GLEDITSIA TRIACANTHOS,1019450011.0,New York,No,No,996510,1,No,Front,"{'latitude': '40.80656631', 'longitude': '-73.95571411'}",No
592931,558,No,12426.0,Poor,QUERCUS PALUSTRIS,1017010001.0,New York,No,No,1001151,1,No,Rear,"{'latitude': '40.79111407', 'longitude': '-73.93896393'}",No
593138,765,No,12426.0,Excellent,PLATANUS ACERIFOLIA,,New York,Yes,No,1000948,1,No,Side,"{'latitude': '40.7894786', 'longitude': '-73.93969852'}",No
593104,731,No,12426.0,Excellent,PLATANUS ACERIFOLIA,1017010001.0,New York,No,No,1001315,1,No,Side,"{'latitude': '40.79192345', 'longitude': '-73.93837091'}",No
641369,48996,Yes,,Dead,Unknown Dead,,New York,No,No,0,1,No,Median,"{'latitude': '0.0', 'longitude': '0.0'}",No
592700,327,No,12076.0,Good,PYRUS CALLERYANA,1001410002.0,New York,No,No,981575,1,No,Front,"{'latitude': '40.71639863', 'longitude': '-74.00964963'}",No
592549,176,No,11724.0,Good,TILIA CORDATA,1004370006.0,New York,No,No,988518,1,No,Front,"{'latitude': '40.72855454', 'longitude': '-73.98460107'}",No
641327,48954,No,,Good,QUERCUS PALUSTRIS,,New York,No,No,0,1,No,Side,"{'latitude': '40.79525366', 'longitude': '-73.92979076'}",No
641364,48991,No,,Excellent,TILIA TOMENTOSA,,New York,Yes,No,0,1,No,Front,"{'latitude': '0.0', 'longitude': '0.0'}",No
592834,461,No,12424.0,Good,ACER RUBRUM,1019470047.0,New York,No,No,996808,1,No,Front,"{'latitude': '40.80800412', 'longitude': '-73.95463668'}",No
592580,207,No,12426.0,Excellent,PLATANUS ACERIFOLIA,1016690001.0,New York,No,No,999819,1,No,Front,"{'latitude': '40.78455661', 'longitude': '-73.94377984'}",No
592385,12,No,13825.0,Excellent,PLATANUS ACERIFOLIA,3084060068.0,New York,No,No,1008023,3,No,Front,"{'latitude': '40.61707482', 'longitude': '-73.91437031'}",No
640872,48499,No,12420.0,Good,PLATANUS ACERIFOLIA,,New York,No,No,0,1,No,Side/Across,"{'latitude': '40.77234', 'longitude': '-73.98257856'}",No
592751,378,No,11728.0,Excellent,GLEDITSIA TRIACANTHOS,1001270018.0,New York,No,No,981096,1,No,Side,"{'latitude': '40.71423285', 'longitude': '-74.01137718'}",No
592784,411,No,12076.0,Excellent,PYRUS CALLERYANA,1001400005.0,New York,No,No,981690,1,No,Front,"{'latitude': '40.7158552', 'longitude': '-74.00923471'}",No
593224,851,No,13093.0,Poor,GLEDITSIA TRIACANTHOS,1017110033.0,New York,No,No,1002624,1,No,Front,"{'latitude': '40.79695466', 'longitude': '-73.93363853'}",No
592678,305,No,12426.0,Good,TILIA CORDATA,1017010001.0,New York,No,No,1001824,1,No,Front,"{'latitude': '40.79226005', 'longitude': '-73.93653237'}",No
593064,691,No,12426.0,Good,PYRUS CALLERYANA,1017150003.0,New York,No,No,1002805,1,No,Front,"{'latitude': '40.79527176', 'longitude': '-73.93298651'}",No
592506,133,No,12421.0,Excellent,PYRUS CALLERYANA,1012300008.0,New York,No,No,990251,1,No,Median,"{'latitude': '40.78608338', 'longitude': '-73.9783297'}",No
592895,522,No,12426.0,Good,QUERCUS PALUSTRIS,,New York,No,No,1000289,1,No,Front,"{'latitude': '40.78549172', 'longitude': '-73.94208184'}",No
