unique_id,job_filing_number,to_floor,sign_manufacturer,sign_transformers,floor_name,floor_heaters,sign_materials_guage,sign_total_watts_va
007DCBD6-FFF6-E811-811A-005056B627E6.0.0973B0D6-93E6-E811-811A-005056B627E6,B00098684-I1-EL,,PAUL SIGNS,1,,0,"1/2' THK ACRYLIC LETTERS, ALUM",120.0
011BC63E-7025-E911-811E-005056B627E6.0.0,Q00125582-P1,,,0,,0,,0.0
007CAAF4-F679-E811-811A-005056B627E4.0.0,M00056836-I1-EL,,,0,,0,,0.0
00D570B6-9280-E811-811A-005056B627E4.0.0,Q00059260-I1-EL,,,0,,0,,0.0
00305196-A68A-E811-811A-005056B627E4.0.0,M00062931-I1-EL,,,0,,0,,0.0
005CC180-2E47-E911-8120-005056B627E4.E6C9983B-2E47-E911-8120-005056B627E4.0,M00086180-P1,4.0,,0,Floor Number(s),0,,0.0
00F026F3-386F-E811-811A-005056B627E4.0396BCD6-386F-E811-811A-005056B627E4.0,M00053010-I1-EL,,,0,Roof,0,,0.0
00B85905-F2C0-E811-811A-005056B627E6.0.0,M00082202-I1-EL,,,0,,0,,0.0
01022EFF-CF17-E811-8117-005056B627E4.0.D5322BFE-6016-E811-8117-005056B627E4,S00020930-I1-EL,,NORTH SHORE NEON SIGN,2,,0,.063 ALUMINUM,2.0
0139E720-5959-E811-8117-005056B627E4.0.0,Q00044982-I1-EL,,,0,,0,,0.0
00F70B4D-5B14-E911-811D-8CFAEDA547D3.0ED1C901-5B14-E911-811D-8CFAEDA547D3.0,B00117656-I1-EL,1.0,,0,Floor Number(s),0,,0.0
00DAE7B0-48E8-E811-811A-005056B627E6.0.0,B00099902-I1-EL,,,0,,0,,0.0
