property_id,address_1,natural_gas_use_therms,last_modified_date_gas_meters,data_center_energy_estimates_applied,supermarket_grocery_number_of_open_or_closed_refrigeration_freezer_units,district_chilled_water_use_kbtu,hospital_general_medical_surgical_licensed_bed_capacity,data_center_pdu_input_meter_kwh,estimated_data_flag_district_steam,multifamily_housing_government_subsidized_housing,hospital_general_medical_surgical_number_of_staffed_beds,third_party_certification_date_anticipated,hospital_general_medical_surgical_mri_density_number_per_1_000_sq_ft,social_meeting_hall_gross_floor_area_ft,office_gross_floor_area_ft,multifamily_housing_number_of_residential_living_units_in_a_mid_rise_building_5_9_stories,property_gfa_self_reported_ft,office_percent_that_can_be_heated,senior_living_community_gross_floor_area_ft,fuel_oil_4_use_kbtu,nyc_borough_block_and_lot_bbl,number_of_active_it_meters,weather_normalized_source_eui_kbtu_ft,generation_date,food_service_gross_floor_area_ft,data_center_gross_floor_area_ft,medical_office_weekly_operating_hours,hotel_gross_floor_area_ft,green_power_onsite_and_offsite_kwh,energy_star_score,data_center_ups_system_redundancy,other_gross_floor_area_ft,hospital_general_medical_surgical_laboratory,multifamily_housing_gross_floor_area_ft,municipally_supplied_potable_water_total_use_all_meter_types_kgal,site_eui_kbtu_ft,weather_normalized_site_eui_kbtu_ft,financial_office_number_of_workers_on_main_shift,estimated_values_energy,weather_normalized_site_electricity_kwh,occupancy,electricity_use_generated_from_onsite_renewable_systems_kwh,multifamily_housing_number_of_laundry_hookups_in_common_area_s,restaurant_gross_floor_area_ft,fuel_oil_1_use_kbtu,outdoor_water_use_all_water_sources_kgal,latitude,weather_normalized_source_energy_use_kbtu,ambulatory_surgical_center_gross_floor_area_ft,_3rd_largest_property_use_type,source_energy_use_kbtu,data_center_it_equipment_input_meter_kwh,electricity_use_generated_from_onsite_renewable_systems_and_used_onsite_kwh,construction_status,property_gfa_calculated_buildings_ft,district_steam_use_kbtu,medical_office_number_of_computers,estimated_data_flag_electricity_grid_purchase,third_party_certification,longitude,retail_store_number_of_walk_in_refrigeration_freezer_units
1634657,70 Tompkins Avenue,3540.999939,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,175200,Not Available,Not Available,Not Available,3017430018,0,Not Available,2021-05-28T17:13:05.000,Not Available,Not Available,Not Available,Not Available,0.0,87,Not Available,Not Available,Not Available,Not Available,Not Available,52.8,Not Available,Not Available,No,667399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.697152,Not Available,Not Available,Not Available,13433534.0,Not Available,Not Available,Existing,175200.0,Not Available,Not Available,No,Not Available,-73.946641,Not Available
1634485,1940 Benson Avenue,48801.99958,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,122400,Not Available,Not Available,Not Available,3064070008,0,101.4,2021-05-28T17:12:06.000,Not Available,Not Available,Not Available,Not Available,0.0,67,Not Available,Not Available,Not Available,Not Available,717.4,62.8,68.1,Not Available,No,617799.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.603188,12412292.6,Not Available,Not Available,11738098.5,Not Available,Not Available,Existing,122400.0,Not Available,Not Available,No,Not Available,-74.001408,Not Available
1836546,439 West 49th Street,89187.99671,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,272912,Not Available,Not Available,Not Available,1010590015,0,85.3,2021-05-28T17:11:59.000,Not Available,Not Available,Not Available,Not Available,0.0,89,Not Available,Not Available,Not Available,Not Available,0.7,49.5,53.2,Not Available,No,1343999.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.76337,23278892.2,Not Available,Not Available,22204778.2,Not Available,Not Available,Existing,272912.0,Not Available,Not Available,No,Not Available,-73.9906,Not Available
1634155,900 Tinton Avenue,60541.99917,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,158875,Not Available,Not Available,Not Available,2026680001,0,98.4,2021-05-28T17:12:25.000,Not Available,Not Available,Not Available,Not Available,0.0,67,Not Available,Not Available,Not Available,Not Available,878.4,63.3,69.5,Not Available,No,687999.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.821675,15631889.1,Not Available,Not Available,14598722.8,Not Available,Not Available,Existing,158875.0,Not Available,Not Available,No,Not Available,-73.903546,Not Available
1836468,2120 St. Raymond Avenue,28311.99883,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,143722,Not Available,Not Available,Not Available,2039460007,0,136.8,2021-05-28T17:12:41.000,Not Available,Not Available,Not Available,Not Available,0.0,51,Not Available,Not Available,Not Available,Not Available,543.8,77.6,87.9,Not Available,No,1107839.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.837524,19653989.5,Not Available,Not Available,18141107.7,Not Available,Not Available,Existing,143722.0,Not Available,Not Available,No,Not Available,-73.8548,Not Available
1633126,574 Dumont Avenue,36185.00288,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,96000,Not Available,Not Available,Not Available,3038020015,0,71.5,2021-05-28T17:12:47.000,Not Available,Not Available,Not Available,Not Available,0.0,85,Not Available,Not Available,Not Available,Not Available,617.1,49.7,53.1,Not Available,No,256000.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.665798,6868451.3,Not Available,Not Available,6523906.9,Not Available,Not Available,Existing,96000.0,Not Available,Not Available,No,Not Available,-73.897723,Not Available
1296055,8973 Bay Parkway Suite 1,26982.00196,04/28/2021 04:58 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,133882,Not Available,Not Available,Not Available,3064910011,0,150.5,2021-04-30T16:17:54.000,Not Available,Not Available,Not Available,Not Available,0.0,49,Not Available,Not Available,Not Available,Not Available,Not Available,65.1,68.4,Not Available,No,1762835.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.595105,20142887,Not Available,Not Available,19674540.7,Not Available,Not Available,Existing,133882.0,Not Available,Not Available,No,Not Available,-74.000904,0
1836706,144-176 East 128th Street,94966.99901,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,163375,Not Available,Not Available,Not Available,1017760020,0,110.7,2021-05-28T17:12:26.000,Not Available,Not Available,Not Available,Not Available,0.0,89,Not Available,Not Available,Not Available,Not Available,Not Available,73.5,79.9,Not Available,No,734399.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.805953,18087081.4,Not Available,Not Available,16987698.6,Not Available,Not Available,Existing,163375.0,Not Available,Not Available,No,Not Available,-73.935179,Not Available
1633571,21-21 Ditmars Boulevard,64310.9985,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,130925,Not Available,Not Available,Not Available,4008800001,0,100.7,2021-05-28T17:13:44.000,Not Available,Not Available,Not Available,Not Available,0.0,48,Not Available,Not Available,Not Available,Not Available,Not Available,68.1,76.3,Not Available,No,457599.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.780347,13190373.9,Not Available,Not Available,12058381.5,Not Available,Not Available,Existing,130925.0,Not Available,Not Available,No,Not Available,-73.916655,Not Available
1634299,65-10 Dieterle Crescent,7.99999948,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,87860,Not Available,Not Available,4221735.8,4031340024,0,90,2021-05-28T17:12:58.000,Not Available,Not Available,Not Available,Not Available,0.0,72,Not Available,Not Available,Not Available,Not Available,472.9,60.4,66.5,Not Available,No,328132.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.720924,7907177,Not Available,Not Available,7306659.4,Not Available,Not Available,Existing,87860.0,Not Available,Not Available,No,Not Available,-73.86135,Not Available
1633543,183 South 3rd Street,1647.000062,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,138000,Not Available,Not Available,5913584.3,3024190001,0,98.6,2021-05-28T17:11:15.000,Not Available,Not Available,Not Available,Not Available,0.0,80,Not Available,Not Available,Not Available,Not Available,333.5,59.1,70.9,Not Available,No,607199.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.711704,13601417.2,Not Available,Not Available,11946601.1,Not Available,Not Available,Existing,138000.0,Not Available,Not Available,No,Not Available,-73.960275,Not Available
1633817,2630 Benson Avenue,95812.00143,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,324000,Not Available,Not Available,Not Available,3068830001,0,60.1,2021-05-28T17:11:27.000,Not Available,Not Available,Not Available,Not Available,0.0,98,Not Available,Not Available,Not Available,Not Available,Not Available,37.7,43.7,Not Available,No,775839.9,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.594291,19487692.4,Not Available,Not Available,17472325.2,Not Available,Not Available,Existing,324000.0,Not Available,Not Available,No,Not Available,-73.98577,Not Available
1633364,29 44 Pitkin Avenue,35004.99993,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,104400,Not Available,Not Available,Not Available,3042430001,0,66.1,2021-05-28T17:11:14.000,Not Available,Not Available,Not Available,Not Available,0.0,93,Not Available,Not Available,Not Available,Not Available,365.9,44.8,48.8,Not Available,No,261200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.676513,6901140.9,Not Available,Not Available,6458884.4,Not Available,Not Available,Existing,104400.0,Not Available,Not Available,No,Not Available,-73.863151,Not Available
1.63e+06,35-01 Union Street,0,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,276250,Not Available,Not Available,13162192.1,4050020001,0,93.5,2021-05-28T17:13:46.000,Not Available,Not Available,Not Available,Not Available,0.0,86,Not Available,Not Available,Not Available,Not Available,297.7,61.3,68.5,Not Available,No,1102159.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.765166,25838665,Not Available,Not Available,23823409.5,Not Available,Not Available,Existing,276250.0,Not Available,Not Available,No,Not Available,-73.82789,Not Available
1836587,2200 Gravesend Neck Road,54961.00104,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,130800,Not Available,Not Available,Not Available,3073810201,0,74.7,2021-05-28T17:11:21.000,Not Available,Not Available,Not Available,Not Available,0.0,86,Not Available,Not Available,Not Available,Not Available,Not Available,52.5,57,Not Available,No,327200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.597369,9768593.3,Not Available,Not Available,9147727.0,Not Available,Not Available,Existing,130800.0,Not Available,Not Available,No,Not Available,-73.948946,Not Available
1836416,100 Clermont Avenue,1856.00006,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,99600,Not Available,Not Available,3751615.8,3020450011,0,90.6,2021-05-28T17:13:32.000,Not Available,Not Available,Not Available,Not Available,0.0,68,Not Available,Not Available,Not Available,Not Available,556.7,55.4,61.5,Not Available,No,462880.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.694633,9025678,Not Available,Not Available,8406182.4,Not Available,Not Available,Existing,99600.0,Not Available,Not Available,No,Not Available,-73.971165,Not Available
1836478,1399 Ogden Avenue,11252.00033,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,45600,Not Available,Not Available,Not Available,2025350010,0,110.2,2021-05-28T17:11:29.000,Not Available,Not Available,Not Available,Not Available,0.0,69,Not Available,Not Available,Not Available,Not Available,161.6,52.9,57.9,Not Available,No,377200.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.842325,5024378,Not Available,Not Available,4785077.9,Not Available,Not Available,Existing,45600.0,Not Available,Not Available,No,Not Available,-73.924251,Not Available
1577267,689 FIfth Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,80673,Not Available,94766,100,Not Available,Not Available,1012900001,0,250.3,2021-05-13T15:19:28.000,Not Available,Not Available,Not Available,Not Available,0.0,Not Available,Not Available,Not Available,Not Available,Not Available,1757,112.7,121,Not Available,No,1822095.7,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.761131,23719835.8,Not Available,Not Available,22774683.9,Not Available,Not Available,Existing,94766.0,4461284.5,Not Available,No,Not Available,-73.975295,0
1836660,1710 Webster Avenue,2588.999975,04/12/2021 02:33 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,57600,Not Available,Not Available,Not Available,2028980001,0,77.3,2021-05-28T17:12:23.000,Not Available,Not Available,Not Available,Not Available,0.0,95,Not Available,Not Available,Not Available,Not Available,796,30.4,30.4,Not Available,No,437600.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.843588,4452500.4,Not Available,Not Available,4452500.4,Not Available,Not Available,Existing,57600.0,Not Available,Not Available,No,Not Available,-73.903236,Not Available
1634071,120-27 141st Street,8351.99956,04/12/2021 02:53 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27660,Not Available,Not Available,Not Available,4120330010,0,109.1,2021-05-28T17:11:39.000,Not Available,Not Available,Not Available,Not Available,0.0,54,Not Available,Not Available,Not Available,Not Available,38.3,56.4,60.3,Not Available,No,212320.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.675938,3018674.6,Not Available,Not Available,2905380.1,Not Available,Not Available,Existing,27660.0,Not Available,Not Available,No,Not Available,-73.800076,Not Available
1633197,37-02 47th Avenue,30358.99862,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,195785,Not Available,Not Available,Not Available,4002280020,0,71.6,2021-05-28T17:11:49.000,Not Available,Not Available,Not Available,Not Available,0.0,94,Not Available,Not Available,Not Available,Not Available,808.6,34.5,38.9,Not Available,No,1008799.8,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.742205,14016114.4,Not Available,Not Available,13110872.0,Not Available,Not Available,Existing,195785.0,Not Available,Not Available,No,Not Available,-73.928219,Not Available
1426421,24 State Street,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,849807,Not Available,859807,100,Not Available,Not Available,1000090029,0,162.3,2021-05-26T11:42:45.000,10000,Not Available,Not Available,Not Available,0.0,60,Not Available,Not Available,Not Available,Not Available,6044,77.7,80.9,Not Available,No,10251529.9,95,Not Available,Not Available,Not Available,Not Available,Not Available,40.703534,139530741.2,Not Available,Food Service,136230155.6,Not Available,Not Available,Existing,859807.0,31828611.2,Not Available,No,Not Available,-74.014387,Not Available
1836595,35 Snyder Avenue,9583.00019,04/12/2021 02:50 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,21660,Not Available,Not Available,Not Available,3051030093,0,71.5,2021-05-28T17:13:32.000,Not Available,Not Available,Not Available,Not Available,0.0,89,Not Available,Not Available,Not Available,Not Available,Not Available,51.3,56.4,Not Available,No,44680.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.648585,1549465.9,Not Available,Not Available,1433069.9,Not Available,Not Available,Existing,21660.0,Not Available,Not Available,No,Not Available,-73.957282,Not Available
1634279,42-00 72nd Street,31897.00067,04/12/2021 02:42 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,116105,Not Available,Not Available,Not Available,4013490028,0,143.9,2021-05-28T17:12:48.000,Not Available,Not Available,Not Available,Not Available,0.0,40,Not Available,Not Available,Not Available,Not Available,638,82.2,85.2,Not Available,No,1076400.0,100,Not Available,Not Available,Not Available,Not Available,Not Available,40.742633,16706568.6,Not Available,Not Available,16342228.1,Not Available,Not Available,Existing,116105.0,Not Available,Not Available,No,Not Available,-73.892805,Not Available
