beds_number,community_school_sup_name,administrative_district_name,open_date,principal_name,admin_district_location_code,:@computed_region_92fq_4b7q,census_tract,field_support_center_name,location_1,Career Technical with ats_system_code,General Academic with ats_system_code,Transfer School with ats_system_code
310100010315,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1999-07-01T00:00:00.000,Bradley Goodman,M801,50,2800,Field Support Center - Manhattan,"{'latitude': '40.727537', 'longitude': '-73.978254', 'human_address': '{""address"": ""610 EAST 12 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10009""}'}",,01M315      ,
3.10e+11,,,2003-07-01T00:00:00.000,LI YAN,HS04,32,1800,Field Support Center - Manhattan,"{'latitude': '40.717329', 'longitude': '-73.989329', 'human_address': '{""address"": ""350 GRAND STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10002""}'}",,02M545      ,
331900011409,,,1999-07-01T00:00:00.000,Anthony Yard,HS05,25,110400,Field Support Center - Brooklyn North,"{'latitude': '40.661104', 'longitude': '-73.886664', 'human_address': '{""address"": ""2057 LINDEN BOULEVARD"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11207""}'}",,19K409      ,
332000010682,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,2009-07-01T00:00:00.000,JOSEPHIN SPORTELLA-GIUST,K820,18,42800,Field Support Center - Brooklyn South,"{'latitude': '40.606994', 'longitude': '-73.986678', 'human_address': '{""address"": ""50 AVENUE P"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11204""}'}",,20K682      ,
320900011297,,,2004-09-08T00:00:00.000,Matthew Mazzaroppi,HS08,42,13500,Affinity Group,"{'latitude': '40.827455', 'longitude': '-73.90392', 'human_address': '{""address"": ""1110 BOSTON ROAD"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10456""}'}",,09X297      ,
321200010195,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,1999-07-01T00:00:00.000,Unal Karakas,X812,31,5400,Field Support Center - Bronx,"{'latitude': '40.830811', 'longitude': '-73.877305', 'human_address': '{""address"": ""1250 WARD AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10472""}'}",,12X195      ,
331700010484,"ELLIS, CLARENCE",COMMUNITY SCHOOL DISTRICT 17,2006-07-01T00:00:00.000,Michele Luard,K817,17,36300,Field Support Center - Brooklyn South,"{'latitude': '40.673124', 'longitude': '-73.920095', 'human_address': '{""address"": ""430 HOWARD AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11233""}'}",,17K484      ,
321000010207,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1988-03-02T00:00:00.000,TARA OBRIEN,X810,40,28900,Field Support Center - Bronx,"{'latitude': '40.878327', 'longitude': '-73.906197', 'human_address': '{""address"": ""3030 GODWIN TERRACE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10463""}'}",,10X207      ,
321100010153,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1971-07-01T00:00:00.000,"KELLEY, MEGHAN",X10C,2,46201,Field Support Center - Bronx,"{'latitude': '40.874035', 'longitude': '-73.831669', 'human_address': '{""address"": ""650 BAYCHESTER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10475""}'}",,11X153      ,
320900011543,,,2003-07-01T00:00:00.000,Franklin Sim,HS09,42,13500,Field Support Center - Bronx,"{'latitude': '40.827455', 'longitude': '-73.90392', 'human_address': '{""address"": ""1110 BOSTON ROAD"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10456""}'}",,09X543      ,
332000010112,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,1905-07-01T00:00:00.000,LOUISE ALFANO,K820,44,19000,Field Support Center - Brooklyn South,"{'latitude': '40.619417', 'longitude': '-74.000565', 'human_address': '{""address"": ""7115 15 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11228""}'}",,20K112      ,
331400011488,,,2004-09-08T00:00:00.000,Noah Lansner,HS05,38,51900,Field Support Center - Brooklyn North,"{'latitude': '40.715561', 'longitude': '-73.954815', 'human_address': '{""address"": ""257 NORTH 6 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}",,14K488      ,
320900010058,"RODRIGUEZ-ROSARIO, LETICIA",COMMUNITY SCHOOL DISTRICT 09,1890-07-01T00:00:00.000,VELMA GUNN,X809,22,39500,Field Support Center - Bronx,"{'latitude': '40.846383', 'longitude': '-73.898826', 'human_address': '{""address"": ""459 EAST 176 STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10457""}'}",,09X058      ,
331300010044,"FREEMAN, BARBARA",COMMUNITY SCHOOL DISTRICT 13,1951-07-01T00:00:00.000,Roxanne James,K813,49,27700,Field Support Center - Brooklyn North,"{'latitude': '40.686213', 'longitude': '-73.940859', 'human_address': '{""address"": ""432 MONROE STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11221""}'}",,13K044      ,
320800010107,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1937-07-01T00:00:00.000,Katherine Hamm,X808,31,2000,Field Support Center - Bronx,"{'latitude': '40.819221', 'longitude': '-73.868735', 'human_address': '{""address"": ""1695 SEWARD AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10473""}'}",,08X107      ,
310400010206,"ESTRELLA, ALEXANDRA",COMMUNITY SCHOOL DISTRICT 04,1968-07-01T00:00:00.000,CAMILLE FORBES,M804,35,19200,Field Support Center - Manhattan,"{'latitude': '40.796889', 'longitude': '-73.930528', 'human_address': '{""address"": ""508 EAST 120 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10035""}'}",,04M206      ,
331800010276,"WILKINS, BEVERLY",COMMUNITY SCHOOL DISTRICT 18,1964-07-01T00:00:00.000,Yasmine Fidelia,K818,8,99600,Field Support Center - Brooklyn South,"{'latitude': '40.634005', 'longitude': '-73.908436', 'human_address': '{""address"": ""1070 EAST 83 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11236""}'}",,18K276      ,
310300010334,"ALTSCHUL, ILENE",COMMUNITY SCHOOL DISTRICT 03,2005-07-01T00:00:00.000,JODI HYDE,M803,19,16100,Field Support Center - Manhattan,"{'latitude': '40.780536', 'longitude': '-73.977602', 'human_address': '{""address"": ""100 WEST 77 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10024""}'}",,03M334      ,
310200011449,,,1999-07-01T00:00:00.000,WILLIAM KLANN,HS12,1,11800,Affinity Group,"{'latitude': '40.765638', 'longitude': '-73.959777', 'human_address': '{""address"": ""317 EAST 67 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10065""}'}",,02M449      ,
320800010014,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1928-07-01T00:00:00.000,Ira Schulman,X808,12,18400,Field Support Center - Bronx,"{'latitude': '40.835318', 'longitude': '-73.826277', 'human_address': '{""address"": ""3041 BRUCKNER BOULEVARD"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10461""}'}",,08X014      ,
321000010360,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1999-07-01T00:00:00.000,Iris Aldea Pollack,X810,29,27300,Field Support Center - Bronx,"{'latitude': '40.874717', 'longitude': '-73.902214', 'human_address': '{""address"": ""2880 KINGSBRIDGE TERRACE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10463""}'}",,10X360      ,
321200010212,"ESPINAL PACHECO, RAFAELA",COMMUNITY SCHOOL DISTRICT 12,1999-07-01T00:00:00.000,Fatimah Ali,X812,43,13500,Field Support Center - Bronx,"{'latitude': '40.828406', 'longitude': '-73.900121', 'human_address': '{""address"": ""1180 TINTON AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10456""}'}",,12X212      ,
310100010034,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1955-07-01T00:00:00.000,ANGELIKI LOUKATOS,M801,50,2800,Field Support Center - Manhattan,"{'latitude': '40.726008', 'longitude': '-73.975058', 'human_address': '{""address"": ""730 EAST 12 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10009""}'}",,01M034      ,
331300010067,"FREEMAN, BARBARA",COMMUNITY SCHOOL DISTRICT 13,1923-07-01T00:00:00.000,Kyesha Jackson,K813,48,2901,Field Support Center - Brooklyn North,"{'latitude': '40.695339', 'longitude': '-73.977674', 'human_address': '{""address"": ""51 SAINT EDWARDS STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11205""}'}",,13K067      ,
321100011249,,,2004-09-08T00:00:00.000,MIRIAM RIVAS,HS02,2,46201,Field Support Center - Bronx,"{'latitude': '40.874035', 'longitude': '-73.831669', 'human_address': '{""address"": ""750 BAYCHESTER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10475""}'}",,11X249      ,
331900010214,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1925-07-01T00:00:00.000,Sharon Mahabir,K819,37,120200,Field Support Center - Brooklyn North,"{'latitude': '40.675881', 'longitude': '-73.862961', 'human_address': '{""address"": ""2944 PITKIN AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11208""}'}",,19K214      ,
331400011614,,,2008-07-01T00:00:00.000,Catherine Mitchell,HS07,30,48500,Affinity Group,"{'latitude': '40.705005', 'longitude': '-73.93879', 'human_address': '{""address"": ""325 BUSHWICK AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11206""}'}",,14K614      ,
320900010327,"RODRIGUEZ-ROSARIO, LETICIA",COMMUNITY SCHOOL DISTRICT 09,1999-07-01T00:00:00.000,Alixandre Ricci,X809,29,20900,Field Support Center - Bronx,"{'latitude': '40.842503', 'longitude': '-73.916084', 'human_address': '{""address"": ""1501 JEROME AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10452""}'}",,09X327      ,
331500010118,"SKOP, ANITA",COMMUNITY SCHOOL DISTRICT 15,2013-07-01T00:00:00.000,W ELIZABET GARRAWAY,K815,27,13700,Field Support Center - Brooklyn North,"{'latitude': '40.671145', 'longitude': '-73.987602', 'human_address': '{""address"": ""211 8TH STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11215""}'}",,15K118      ,
331300010093,"FREEMAN, BARBARA",COMMUNITY SCHOOL DISTRICT 13,1909-07-01T00:00:00.000,SANDRA PHILIP,K813,49,24700,Field Support Center - Brooklyn North,"{'latitude': '40.679079', 'longitude': '-73.946381', 'human_address': '{""address"": ""31 NEW YORK AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11216""}'}",,13K093      ,
310100010019,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1956-07-01T00:00:00.000,JACQUELINE FLANAGAN,M801,50,4000,Field Support Center - Manhattan,"{'latitude': '40.730009', 'longitude': '-73.984496', 'human_address': '{""address"": ""185 1 AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10003""}'}",,01M019      ,
310300010256,"ALTSCHUL, ILENE",COMMUNITY SCHOOL DISTRICT 03,1999-06-28T00:00:00.000,Brian Zager,M803,19,17700,Field Support Center - Manhattan,"{'latitude': '40.791395', 'longitude': '-73.971011', 'human_address': '{""address"": ""154 WEST 93 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10025""}'}",,03M256      ,
331400010132,"WINNICKI, ALICJA",COMMUNITY SCHOOL DISTRICT 14,1902-07-01T00:00:00.000,BETH LUBECK,K814,30,49700,Field Support Center - Brooklyn North,"{'latitude': '40.714772', 'longitude': '-73.945663', 'human_address': '{""address"": ""320 MANHATTAN AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}",,14K132      ,
310400011435,,,1942-07-01T00:00:00.000,JOSE JIMENEZ,HS07,35,17800,Field Support Center - Manhattan,"{'latitude': '40.794184', 'longitude': '-73.932868', 'human_address': '{""address"": ""260 PLEASANT AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10029""}'}",,04M435      ,
310400010096,"ESTRELLA, ALEXANDRA",COMMUNITY SCHOOL DISTRICT 04,1964-07-01T00:00:00.000,David Pretto,M804,35,19400,Field Support Center - Manhattan,"{'latitude': '40.79969', 'longitude': '-73.937179', 'human_address': '{""address"": ""216 EAST 120 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10035""}'}",,04M096      ,
331500010010,"SKOP, ANITA",COMMUNITY SCHOOL DISTRICT 15,1930-07-01T00:00:00.000,LAURA SCOTT,K815,7,14900,Field Support Center - Brooklyn North,"{'latitude': '40.660912', 'longitude': '-73.985946', 'human_address': '{""address"": ""511 7 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11215""}'}",,15K010      ,
310600011348,,,2006-07-01T00:00:00.000,Thomas Rochowicz,HS12,39,26900,Affinity Group,"{'latitude': '40.849311', 'longitude': '-73.930991', 'human_address': '{""address"": ""511 WEST 182ND STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10033""}'}",,06M348      ,
320800011367,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,2007-07-01T00:00:00.000,MIRIAM LAZAR,X808,31,400,Field Support Center - Bronx,"{'latitude': '40.815043', 'longitude': '-73.85607', 'human_address': '{""address"": ""456 WHITE PLAINS ROAD"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10473""}'}",,08X367      ,
331500010172,"SKOP, ANITA",COMMUNITY SCHOOL DISTRICT 15,1914-07-01T00:00:00.000,GIACOMO SPATOLA,K815,7,10100,Field Support Center - Brooklyn North,"{'latitude': '40.657682', 'longitude': '-74.000191', 'human_address': '{""address"": ""825 4 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11232""}'}",,15K172      ,
310200010111,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,1958-07-01T00:00:00.000,Edward Gilligan,M802,10,13300,Field Support Center - Manhattan,"{'latitude': '40.76588', 'longitude': '-73.989776', 'human_address': '{""address"": ""440 WEST 53 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10019""}'}",,02M111      ,
331900010290,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1979-07-01T00:00:00.000,BRIGITTE NEWELL,K819,37,119800,Field Support Center - Brooklyn North,"{'latitude': '40.678182', 'longitude': '-73.889375', 'human_address': '{""address"": ""135 SCHENCK AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11207""}'}",,19K290      ,
332000011505,,,1965-07-01T00:00:00.000,Melanie Katz,HS06,18,46800,Field Support Center - Brooklyn South,"{'latitude': '40.621299', 'longitude': '-73.982583', 'human_address': '{""address"": ""5800 20 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11204""}'}",,20K505      ,
321200011248,,,2005-07-01T00:00:00.000,Latoya Key,HS09,43,13100,Field Support Center - Bronx,"{'latitude': '40.827539', 'longitude': '-73.896925', 'human_address': '{""address"": ""1180 REV. J.A. POLITE AVE."", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10459""}'}",,12X248      ,
320700010018,"ALVAREZ, ELISA",COMMUNITY SCHOOL DISTRICT 07,1952-07-01T00:00:00.000,Lauren Sewell Walker,X807,35,5100,Field Support Center - Bronx,"{'latitude': '40.816369', 'longitude': '-73.922697', 'human_address': '{""address"": ""502 MORRIS AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10451""}'}",,07X018      ,
3.11e+11,"RAMIREZ, MANUEL",COMMUNITY SCHOOL DISTRICT 06,2005-07-01T00:00:00.000,ERICA ZIGELMAN,M806,39,28500,Field Support Center - Manhattan,"{'latitude': '40.860951', 'longitude': '-73.930082', 'human_address': '{""address"": ""4600 BROADWAY"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10040""}'}",,06M322      ,
331700010770,"ELLIS, CLARENCE",COMMUNITY SCHOOL DISTRICT 17,2010-07-01T00:00:00.000,Jessica Saratovsky,K817,17,88200,Field Support Center - Brooklyn South,"{'latitude': '40.663388', 'longitude': '-73.927979', 'human_address': '{""address"": ""60 EAST 94 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11212""}'}",,17K770      ,
310200011135,,,2013-07-01T00:00:00.000,Rodolfo Elizondo,HS03,32,2900,Affinity Group,"{'latitude': '40.711441', 'longitude': '-74.000851', 'human_address': '{""address"": ""411 PEARL STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10038""}'}",02M135      ,,
3.21e+11,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1925-07-01T00:00:00.000,Margaret Mirando,X808,12,26602,Field Support Center - Bronx,"{'latitude': '40.845379', 'longitude': '-73.829562', 'human_address': '{""address"": ""3040 ROBERTS AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10461""}'}",,08X071      ,
320700010369,"ALVAREZ, ELISA",COMMUNITY SCHOOL DISTRICT 07,2008-07-01T00:00:00.000,Jaleelah Cooke,X807,35,3900,Field Support Center - Bronx,"{'latitude': '40.80908', 'longitude': '-73.919773', 'human_address': '{""address"": ""468 EAST 140 STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10454""}'}",,07X369      ,
332000010204,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,1929-07-01T00:00:00.000,Nancy Tomasuolo,K820,44,18400,Field Support Center - Brooklyn South,"{'latitude': '40.613535', 'longitude': '-74.006137', 'human_address': '{""address"": ""8101 15 AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11228""}'}",,20K204      ,
310300010075,"ALTSCHUL, ILENE",COMMUNITY SCHOOL DISTRICT 03,1950-07-01T00:00:00.000,ROBERT OBRIEN,M803,19,18300,Field Support Center - Manhattan,"{'latitude': '40.795109', 'longitude': '-73.973996', 'human_address': '{""address"": ""735 WEST END AVENUE"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10025""}'}",,03M075      ,
310600011211,,,2014-07-01T00:00:00.000,Samona Tait,HS03,39,29100,Affinity Group,"{'latitude': '40.865556', 'longitude': '-73.925464', 'human_address': '{""address"": ""650 ACADEMY STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10034""}'}",06M211      ,,
310200010131,"LABOY, BONNIE",COMMUNITY SCHOOL DISTRICT 02,1983-07-01T00:00:00.000,PHYLLIS TAM,M802,32,1600,Field Support Center - Manhattan,"{'latitude': '40.716231', 'longitude': '-73.993607', 'human_address': '{""address"": ""100 HESTER STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10002""}'}",,02M131      ,
321200011267,,,2004-09-08T00:00:00.000,Annette Fiorentino,HS08,42,13100,Affinity Group,"{'latitude': '40.826933', 'longitude': '-73.900593', 'human_address': '{""address"": ""800 HOME STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10456""}'}",,12X267      ,
321100010498,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,2010-07-01T00:00:00.000,Carol Ann Gilligan,X10C,12,24400,Field Support Center - Bronx,"{'latitude': '40.845023', 'longitude': '-73.857989', 'human_address': '{""address"": ""1640 BRONXDALE AVE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10462""}'}",,11X498      ,
331700010532,"ELLIS, CLARENCE",COMMUNITY SCHOOL DISTRICT 17,2013-07-01T00:00:00.000,Kevin Bowles,K817,48,35300,Field Support Center - Brooklyn South,"{'latitude': '40.669557', 'longitude': '-73.934316', 'human_address': '{""address"": ""1025 EASTERN PARKWAY"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11213""}'}",,17K532      ,
3.32e+11,"ELLIS, CLARENCE",COMMUNITY SCHOOL DISTRICT 17,1923-07-01T00:00:00.000,Michael Johnson,K817,48,31900,Field Support Center - Brooklyn South,"{'latitude': '40.665757', 'longitude': '-73.949243', 'human_address': '{""address"": ""330 CROWN STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11225""}'}",,17K161      ,
320800010036,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1901-07-01T00:00:00.000,Elvira Maresca,X808,31,7800,Field Support Center - Bronx,"{'latitude': '40.82948', 'longitude': '-73.849791', 'human_address': '{""address"": ""1070 CASTLE HILL AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10472""}'}",,08X036      ,
33160001159400.00%,,,2007-07-01T00:00:00.000,ALEXANDER WHITE,HS12,17,37900,Affinity Group,"{'latitude': '40.680239', 'longitude': '-73.921099', 'human_address': '{""address"": ""265 RALPH AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11233""}'}",,16K594      ,
331900010202,THOMAS MCBRYDE JR,COMMUNITY SCHOOL DISTRICT 19,1925-07-01T00:00:00.000,Ronald James Jr,K819,25,111600,Field Support Center - Brooklyn North,"{'latitude': '40.665817', 'longitude': '-73.876084', 'human_address': '{""address"": ""982 HEGEMAN AVENUE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11208""}'}",,19K202      ,
321000010086,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1928-07-01T00:00:00.000,Fiona Tyson,X810,40,40900,Field Support Center - Bronx,"{'latitude': '40.869061', 'longitude': '-73.897066', 'human_address': '{""address"": ""2756 RESERVOIR AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10468""}'}",,10X086      ,
331400861024,,OFFICE OF CHARTER SCHOOLS,2012-07-01T00:00:00.000,Abigail Johnson,,30,52300,,"{'latitude': '40.711915', 'longitude': '-73.960137', 'human_address': '{""address"": ""183 SOUTH 3 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}",,84K182      ,
310200011570,,,1999-07-01T00:00:00.000,Steven Zbaida,HS10,10,9500,Field Support Center - Manhattan,"{'latitude': '40.747425', 'longitude': '-73.990562', 'human_address': '{""address"": ""120 WEST 30 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10001""}'}",,,02M570      
320800010152,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,1975-07-01T00:00:00.000,FRANCES LYNCH,X808,43,5200,Field Support Center - Bronx,"{'latitude': '40.823941', 'longitude': '-73.880479', 'human_address': '{""address"": ""1007 EVERGREEN AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10472""}'}",,08X152      ,
3.10e+11,,,2013-07-01T00:00:00.000,Larry Gabbard,HS03,10,12700,Affinity Group,"{'latitude': '40.763655', 'longitude': '-73.990318', 'human_address': '{""address"": ""439 WEST 49TH STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10019""}'}",02M139      ,,
321100010180,"ROSS PORTER, MEISHA",COMMUNITY SCHOOL DISTRICT 11,1972-07-01T00:00:00.000,MARLON WILLIAMS,X10C,2,46201,Field Support Center - Bronx,"{'latitude': '40.874035', 'longitude': '-73.831669', 'human_address': '{""address"": ""700 BAYCHESTER AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10475""}'}",,11X180      ,
310200011529,,,1996-06-05T00:00:00.000,EDWARD DEMEO,HS04,51,11900,Field Support Center - Manhattan,"{'latitude': '40.757626', 'longitude': '-73.98346', 'human_address': '{""address"": ""120 WEST 46 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10036""}'}",,02M529      ,
332000010506,"COSTANTINO, KARINA",COMMUNITY SCHOOL DISTRICT 20,2006-07-01T00:00:00.000,Dana Parentini,K820,7,7400,Field Support Center - Brooklyn South,"{'latitude': '40.64195', 'longitude': '-74.019299', 'human_address': '{""address"": ""330 59 STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11220""}'}",,20K506      ,
331400011478,,,1996-08-26T00:00:00.000,Holger Carrillo,HS05,30,48500,Field Support Center - Brooklyn North,"{'latitude': '40.711134', 'longitude': '-73.938921', 'human_address': '{""address"": ""850 GRAND STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}",,14K478      ,
320800011269,"AMES, KAREN",COMMUNITY SCHOOL DISTRICT 08,2004-09-08T00:00:00.000,Dawn Verhille,X808,43,8900,Field Support Center - Bronx,"{'latitude': '40.820388', 'longitude': '-73.892961', 'human_address': '{""address"": ""928 SIMPSON STREET"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10459""}'}",,08X269      ,
331300860810,,OFFICE OF CHARTER SCHOOLS,2000-04-04T00:00:00.000,Jubilee Mosley/Nicole Barzey,,48,19300,,"{'latitude': '40.691275', 'longitude': '-73.961134', 'human_address': '{""address"": ""241 EMERSON PLACE"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11205""}'}",,84K702      ,
310400010037,"ESTRELLA, ALEXANDRA",COMMUNITY SCHOOL DISTRICT 04,1999-07-01T00:00:00.000,Michael Panetta,M804,35,19200,Field Support Center - Manhattan,"{'latitude': '40.796889', 'longitude': '-73.930528', 'human_address': '{""address"": ""508 EAST 120 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10035""}'}",,04M037      ,
310100010064,"PHILLIPS, DANIELLA",COMMUNITY SCHOOL DISTRICT 01,1954-07-01T00:00:00.000,Marlon L. Hosang,M801,50,2601,Field Support Center - Manhattan,"{'latitude': '40.72313', 'longitude': '-73.981597', 'human_address': '{""address"": ""600 EAST 6 STREET"", ""city"": ""MANHATTAN"", ""state"": ""NY"", ""zip"": ""10009""}'}",,01M064      ,
321000010091,"HULLA, MARIBEL",COMMUNITY SCHOOL DISTRICT 10,1929-07-01T00:00:00.000,Meridith Struhl Nasjlett,X810,29,25100,Field Support Center - Bronx,"{'latitude': '40.858286', 'longitude': '-73.907494', 'human_address': '{""address"": ""2200 AQUEDUCT AVENUE"", ""city"": ""BRONX"", ""state"": ""NY"", ""zip"": ""10453""}'}",,10X091      ,
331400011477,,,1999-07-01T00:00:00.000,Rosemary Vega,HS05,30,48500,Field Support Center - Brooklyn North,"{'latitude': '40.711134', 'longitude': '-73.938921', 'human_address': '{""address"": ""850 GRAND STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11211""}'}",,14K477      ,
331500010676,"SKOP, ANITA",COMMUNITY SCHOOL DISTRICT 15,2009-07-01T00:00:00.000,Deanna Thompson,K815,7,5900,Field Support Center - Brooklyn North,"{'latitude': '40.677914', 'longitude': '-74.005151', 'human_address': '{""address"": ""27 HUNTINGTON STREET"", ""city"": ""BROOKLYN"", ""state"": ""NY"", ""zip"": ""11231""}'}",,15K676      ,
