system_code,location_code,location_name,nta,grades_text,state_code,location_type_description,administrative_district_name,council_district,y_coordinate
320900860807,X703,Bronx Preparatory Charter School,BX01,"06,07,08,09,10,11,12",NY,General Academic,OFFICE OF CHARTER SCHOOLS,16,244990.0
310200011605,M605,Humanities Preparatory Academy,MN13,"09,10,11,12,SE",NY,Transfer School,,3,210120.0
310200011475,M475,Stuyvesant High School,MN25,"09,10,11,12",NY,General Academic,,1,200873.0
331700010181,K181,P.S. 181 Brooklyn,BK91,"PK,0K,01,02,03,04,05,06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 17,45,175444.0
310300010087,M087,P.S. 087 William Sherman,MN12,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 03,6,224076.0
332000010127,K127,P.S. 127 Mckinley Park,BK30,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 20,43,166503.0
320700860915,X389,Bronx Global Learning Institute for Girls Charter,BX14,"0K,01,02,03,04,05,06,07,08",NY,General Academic,OFFICE OF CHARTER SCHOOLS,17,239133.0
331300861079,K766,The International Charter School of New York,BK38,"0K,01,02,03,04",NY,General Academic,OFFICE OF CHARTER SCHOOLS,33,191549.0
310200010290,M290,P.S. 290 Manhattan New School,MN32,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,5,221700.0
321000011353,X353,World View High School,BX28,"09,10,11,12,SE",NY,General Academic,,11,259890.0
300000010685,K699,Regional Operations Center E,BK38,,NY,General Academic,ABSENCE TEACHER RESERVE,33,191054.0
331800010276,K276,P.S. 276 Louis Marshall,BK50,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 18,46,170275.0
307500011721,M721,P.S. M721 - Manhattan Occupational Training Center,MN23,"06,07,08,09,10,11,12,SE",NY,Special Education,CITYWIDE SPECIAL EDUCATION,3,204890.0
320700011221,X221,South Bronx Preparatory: A College Board School,BX39,"06,07,08,09,10,11,12,SE",NY,General Academic,,8,235708.0
331700861040,K756,Success Academy Prospect Heights (Brooklyn 6),BK61,"0K,01,02,03,04,05,06,07",NY,General Academic,OFFICE OF CHARTER SCHOOLS,36,184816.0
320800011269,X269,Bronx Studio School for Writers and Artists,BX27,"06,07,08,09,10,11,12,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,17,238185.0
310400010377,M377,Renaissance School of the Arts,MN34,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 04,8,229837.0
310200010312,M312,New York City Lab Middle School for Collaborative,MN13,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,3,209794.0
310200010111,M111,P.S. 111 Adolph S. Ochs,MN15,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,3,218308.0
320800010312,X312,Millennium Art Academy,BX09,"09,10,11,12,SE",NY,General Academic,,18,238502.0
320900011263,X263,Validus Preparatory Academy,BX01,"09,10,11,12,SE",NY,General Academic,,16,245148.0
310100011448,M448,University Neighborhood High School,MN28,"09,10,11,12,SE",NY,General Academic,,1,198776.0
310100011458,M458,Forsyth Satellite Academy,MN27,"09,10,11,12,SE",NY,Transfer School,,1,202472.0
321000010051,X051,P.S. 051 Bronx New School,BX06,"PK,0K,01,02,03,04,05",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,15,249277.0
310200011551,M551,Urban Assembly New York Harbor School,MN99,"09,10,11,12,SE",NY,Career Technical,,1,190478.0
310100010015,M015,P.S. 015 Roberto Clemente,MN28,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 01,2,202349.0
332100011540,K540,John Dewey High School,BK26,"09,10,11,12,SE",NY,General Academic,,47,153527.0
310300011485,M485,Fiorello H. LaGuardia High School of Music & Art a,MN14,"09,10,11,12",NY,General Academic,,6,221340.0
332100861123,K895,Hebrew Language Academy Charter School 2,BK29,"0K,01,02",NY,General Academic,OFFICE OF CHARTER SCHOOLS,47,158167.0
321000010331,X331,The Bronx School of Young Leaders,BX36,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 10,14,249231.0
320800010140,X140,P.S. X140 The Eagle School,BX35,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,17,239248.0
331800011633,K633,High School for Medical Professions,BK50,"09,10,11,12,SE",NY,General Academic,,46,172660.0
331500010821,K821,Sunset Park Prep,BK32,"06,07,08,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 15,38,176864.0
310200010059,M059,P.S. 059 Beekman Hill International,MN19,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,4,215912.0
321200011480,X480,Bronx Regional High School,BX33,"10,11,12",NY,Transfer School,,17,239180.0
310400861061,M337,New York Center for Autism Charter School,MN33,"0K,01,02,03,04,05,07,08,09,10,11,12,SE",NY,Special Education,OFFICE OF CHARTER SCHOOLS,8,225483.0
310200010040,M040,P.S. 040 Augustus Saint-Gaudens,MN21,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,2,207177.0
332300011646,K646,Aspirations Diploma Plus High School,BK63,"09,10,11,12,SE",NY,Transfer School,,35,183219.0
310400860922,M385,Success Academy Charter School - Harlem 3,MN33,"0K,01,02,03,04,05,06,07,08,09,10,SE",NY,General Academic,OFFICE OF CHARTER SCHOOLS,8,225318.0
310600861111,M338,WHIN Music Community,MN36,"0K,01,02",NY,General Academic,OFFICE OF CHARTER SCHOOLS,10,244219.0
320800011537,X537,Bronx Arena High School,BX09,"09,10,11,12",NY,Transfer School,,17,238225.0
321100860948,X496,Icahn Charter School 4,BX49,"0K,01,02,03,04,05,06,07,08",NY,General Academic,OFFICE OF CHARTER SCHOOLS,13,251374.0
310200011546,M546,Academy for Software Engineering,MN21,"09,10,11,12,SE",NY,Career Technical,,2,207189.0
320800010014,X014,P.S. X014 Senator John Calandra,BX52,"0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 08,13,243654.0
320900011260,X260,Bronx Center for Science and Mathematics,BX01,"09,10,11,12,SE",NY,General Academic,,16,243099.0
310200010006,M006,P.S. 006 Lillie D. Blake,MN40,"PK,0K,01,02,03,04,05,SE",NY,General Academic,COMMUNITY SCHOOL DISTRICT 02,4,222630.0
310200010413,M413,School of the Future High School,MN21,"06,07,08,09,10,11,12,SE",NY,General Academic,,2,208559.0
