activityid,inspectionrequestid,coordinatey,noofaddresses,total_hrs,phone,used_block_loc,act_old_lot_id,abandonedcars,bin,startdate,notes,dupccu,overriteind,requeststatusid,block_loc,fieldnotes,assignedtoinspector
16945,96084,,0.0,0.0,,ADJ R/S 659 FLUSHING AVE,LOT200284,0.0,,2010-05-10T00:00:00.000,,,1.0,1048,ADJ R/S 659 FLUSHING AVE,,N
5611,54132,,0.0,0.0,,ADJ. 515 E 162 ST,LOT137796,0.0,,2005-09-30T00:00:00.000,,,1.0,1048,,,N
22764,1907,,0.0,0.0,,OPP.  2016  MARMION  AVE,LOT4292,0.0,,1998-05-04T00:00:00.000,,,1.0,1048,,,N
39784,105433,239244.0,,0.0,__________,ADJ. 424 EAST 160 STREET betw ELTON AVENUE & MELROSE AVENUE,,,2092352.0,2011-07-27T00:00:00.000,,,0.0,1048,ADJ. 424 EAST 160 STREET betw ELTON AVENUE & MELROSE AVENUE,,N
46917,123372,183597.0,,0.0,__________,ADJ. 410 THOMAS S BOYLAND STREET betw PITKIN AVENUE & EAST NEW YORK AVENUE,,,3039426.0,2014-04-17T00:00:00.000,,,0.0,1048,ADJ. 410 THOMAS S BOYLAND STREET betw PITKIN AVENUE & EAST NEW YORK AVENUE,,N
13785,84599,,0.0,0.0,,OPP 149 BUFFALO AVE,LOT185561,0.0,,2009-03-11T00:00:00.000,,,1.0,1048,,,N
9124,64855,,0.0,0.0,,OPP. 608 ALABAMA AVE,LOT156055,0.0,,2007-02-07T00:00:00.000,,,1.0,1048,,,N
34149,96710,,0.0,0.0,,ADJ 44 CHRISTOPHER AVENUE,LOT201216,0.0,,2010-05-26T00:00:00.000,,,1.0,1048,,,N
33045,7908,,0.0,0.0,,AVE  1072  HAVEMEYER AVE,LOT18257,0.0,,1999-03-23T00:00:00.000,,,1.0,1048,,,N
27695,3498,,0.0,0.0,,ADJ.  39 LYNCH ST,LOT6290,0.0,,1998-09-29T00:00:00.000,,,1.0,1048,,,N
2753,43746,,0.0,0.0,,ADJ.247 SNEDIKER AVE.,LOT121128,0.0,,2004-09-21T00:00:00.000,,,1.0,1048,,,N
8377,62109,,0.0,0.0,,ADJ 1457 EAST NEW YORK AVE,LOT151169,0.0,,2006-10-26T00:00:00.000,,,1.0,1048,,,N
35546,15140,,0.0,0.0,,B/T  628 & 642 ROCKAWAY AVE,LOT43556,0.0,,2000-10-13T00:00:00.000,,,1.0,1048,,,N
23969,13201,,0.0,0.0,,NR.  335  BEACH 45  ST,LOT48466,0.0,,2001-04-11T00:00:00.000,,,1.0,1048,,,N
282,38494,,0.0,0.0,,ADJ. 1048 SUTTER AVE,LOT107196,0.0,,2004-03-01T00:00:00.000,,,1.0,1048,,,N
15690,40182,,0.0,0.0,,NR 110-18 UNION HALL ST,LOT111885,0.0,,2004-04-07T00:00:00.000,,,1.0,1048,,,N
25521,19999,,0.0,0.0,,ADJ. 1245 SOUTHERN BLVD,LOT56914,0.0,,2001-06-25T00:00:00.000,,,1.0,1048,,,N
36615,22562,,0.0,0.0,,B/T 214 & 194 COVERT ST.,LOT66210,0.0,,2002-02-21T00:00:00.000,,,1.0,1048,,,N
32161,35057,,,0.0,,ADJ. 1018 UNIVERSITY AVE.,LOT96241,0.0,,2003-11-17T00:00:00.000,,,1.0,1048,,,N
25090,59189,,0.0,0.0,,ADJ.324 BUEL AVE,LOT146626,0.0,,2006-05-12T00:00:00.000,,,1.0,1048,ADJ 324 BUEL AVE,,N
47571,124668,194180.0,1.0,0.0,__________,OPPOSITE OF 110-40 DUNKIRK STREET betw GALWAY AVENUE & WOOD STREET,,,,2014-07-22T00:00:00.000,,,0.0,1048,OPPOSITE OF 110-40 DUNKIRK STREET betw GALWAY AVENUE & WOOD STREET,,N
44969,118257,189535.0,,0.0,__________,ADJ. 979 HANCOCK STREET betw BUSHWICK AVENUE & NYCTA SUBWAY,,,3077832.0,2013-06-04T00:00:00.000,,,0.0,1048,ADJ. 979 HANCOCK STREET betw BUSHWICK AVENUE & NYCTA SUBWAY,,N
25383,19343,,0.0,0.0,,NR 41 ARMSTRONG AVE.,LOT55803,0.0,,2001-06-26T00:00:00.000,,,1.0,1048,,,N
2903,5115,,0.0,0.0,,ADJ.  EAST  167  ST,LOT12343,0.0,,1998-08-11T00:00:00.000,,,1.0,1048,,,N
29856,27761,,,0.0,,ADJ. 612 E. 168 ST,LOT79653,0.0,,2002-12-17T00:00:00.000,,,1.0,1048,,,N
12748,78163,,0.0,0.0,,OPP 2930 W 30 ST,LOT176547,0.0,,2008-06-26T00:00:00.000,,,1.0,1048,,,N
22280,16756,,0.0,0.0,,ADJ.  61A  PALMETTO ST.,LOT39862,0.0,,2000-07-19T00:00:00.000,,,1.0,1048,,,N
2252,43460,,,0.0,,ADJ 2271 BATHGATE AVE,LOT119943,0.0,,2004-09-16T00:00:00.000,,,1.0,1048,,,N
3509,48130,,,0.0,,ADJ. 1511 JEROME AVE,LOT128730,0.0,,2005-02-24T00:00:00.000,,,1.0,1048,,,N
24445,18540,,0.0,0.0,,REAR 2929 SURF AVE,LOT51652,0.0,,2001-04-25T00:00:00.000,,,1.0,1048,,,N
20587,10014,,0.0,0.0,,ADJ. 45 HINSDALE ST.,LOT31199,0.0,,2000-04-18T00:00:00.000,,,1.0,1048,,,N
6410,56433,,0.0,0.0,,OPP 2930  W. 30 ST,LOT141830,0.0,,2006-01-18T00:00:00.000,,,1.0,1048,,,N
25173,59842,,0.0,0.0,,OPP 433 & 435 BCH 43 ST,LOT147780,0.0,,2006-07-21T00:00:00.000,,,1.0,1048,,,N
75,36589,,0.0,0.0,,B/T 824 & 830 TINTON AVE,LOT101733,0.0,,2003-12-26T00:00:00.000,,,1.0,1048,,,N
49611,130264,193499.0,2.0,0.0,__________,AT 107-58 164 STREET betw 108 AVENUE & 107 AVENUE,,,4216457.0,2015-06-24T00:00:00.000,,,0.0,1048,AT 107-58 164 STREET betw 108 AVENUE & 107 AVENUE,,N
16294,91931,,0.0,0.0,,ADJ 979 HANCOCK ST,LOT194576,0.0,,2009-10-23T00:00:00.000,,,1.0,1048,,,N
24584,19060,,0.0,0.0,,ADJ. 1000 WASHINGTON AVE.,LOT52799,0.0,,2001-04-04T00:00:00.000,,,1.0,1048,,,N
49609,130550,231728.0,,0.0,__________,ADJ. 177 EAST  123 STREET betw 3 AVENUE & LEXINGTON AVENUE,,,1054433.0,2015-06-26T00:00:00.000,,,0.0,1048,ADJ. 177 EAST  123 STREET betw 3 AVENUE & LEXINGTON AVENUE,,N
4264,5686,,0.0,0.0,,ADJ.  1355  MORRIS  AVE,LOT13158,0.0,,1998-12-01T00:00:00.000,,,1.0,1048,,,N
50026,130791,184222.0,,0.0,__________,OPPOSITE OF 352 THOMAS BOYLAND STREET betw EASTERN PARKWAY & PROSPECT PLACE,,,3039331.0,2015-08-21T00:00:00.000,,,0.0,1048,OPPOSITE OF 352 THOMAS BOYLAND STREET betw EASTERN PARKWAY & PROSPECT PLACE,,N
15092,1527,,0.0,0.0,,ADJ. 106-43 150 ST,LOT1927,0.0,,1998-02-11T00:00:00.000,,,1.0,1048,,,N
12748,78163,,0.0,0.0,,OPP 2930 W 30 ST,LOT176547,0.0,,2008-06-26T00:00:00.000,,,1.0,1048,,,N
32959,81174,,0.0,0.0,,ADJ 17 SARATOGA AVE,LOT180950,0.0,,2008-10-10T00:00:00.000,,,1.0,1048,,,N
9205,64781,,0.0,0.0,,ADJ 1685 PROSPECT PL,LOT155810,0.0,,2007-01-12T00:00:00.000,,,1.0,1048,,,N
20893,1586,,0.0,0.0,,ADJ.  435 FANNING ST,LOT3366,0.0,,1998-04-21T00:00:00.000,,,1.0,1048,,,N
35009,7714,,0.0,0.0,,ADJ. 107-38 UNION HALL ST.,LOT31868,0.0,,2000-04-10T00:00:00.000,,,1.0,1048,,,N
2730,43073,,0.0,0.0,,OPP. 3210 WEBSTER AVE.,LOT120680,0.0,,2004-11-01T00:00:00.000,,,1.0,1048,,,N
13327,80346,,0.0,0.0,,ADJ 750 ROCKAWAY AVE,LOT179771,0.0,,2008-09-16T00:00:00.000,,,1.0,1048,,,N
112,36635,,0.0,0.0,,WEST 119 ST. B/T 8 AVE. &   MANHATTAN AVE.,LOT102906,0.0,,2004-07-13T00:00:00.000,,,1.0,1048,,,N
42245,110665,239244.0,,0.0,__________,ADJ. 424 EAST 160 STREET betw ELTON AVENUE & MELROSE AVENUE,,,2092352.0,2012-05-21T00:00:00.000,,,0.0,1048,ADJ. 424 EAST 160 STREET betw ELTON AVENUE & MELROSE AVENUE,,N
20748,3203,,0.0,0.0,,ADJ.  447 EAST 172 ST,LOT3271,0.0,,1998-05-13T00:00:00.000,,,1.0,1048,,,N
24814,19651,,0.0,0.0,,ADJ. 1660 EASTERN PKWAY,LOT55003,0.0,,2001-06-12T00:00:00.000,,,1.0,1048,,,N
17424,98824,,0.0,0.0,,ADJACENT TO 116 LIBERTY AVENUE,LOT203870,0.0,,2010-08-18T00:00:00.000,,,1.0,1048,,,N
28538,74943,,0.0,0.0,,OPP 2930 W 30 ST,LOT171906,0.0,,2008-04-10T00:00:00.000,,,1.0,1048,,,N
4106,50093,,0.0,0.0,,ADJ 1517 BROADWAY,LOT132021,0.0,,2005-06-01T00:00:00.000,,,1.0,1048,,,N
26830,64809,,0.0,0.0,,OPP 2930 W. 30 ST,LOT155965,0.0,,2007-03-05T00:00:00.000,,,1.0,1048,,,N
16067,2759,,,0.0,,B/T  7  &  3  WYGANT  PL,LOT19383,0.0,,1999-07-22T00:00:00.000,,,1.0,1048,,,N
21101,50279,,0.0,0.0,,R/O 153 UNION ST.,LOT132864,0.0,,2005-06-17T00:00:00.000,,,1.0,1048,,,N
12069,77239,,0.0,0.0,,NORTH WEST SIDE OF BEACH 38 ST B/T BOARDWALK & SPRAYVIEW AVE,LOT175183,0.0,,2008-06-02T00:00:00.000,,,1.0,1048,,,N
14458,85509,,0.0,0.0,,ADJ 349 KEAP STREET,LOT186810,0.0,,2009-04-06T00:00:00.000,,,1.0,1048,,,N
39510,104065,187506.0,2.0,0.0,7185250343,OPPOSITE OF 120-14 165 STREET betw SMITH STREET & 120 AVENUE,,,4268318.0,2011-06-17T00:00:00.000,,,0.0,1048,Corner 120 AVENUE & 165 STREET,,N
18553,8523,,0.0,0.0,,ADJ.  870  ELSMERE  PL.,LOT23737,0.0,,1999-08-04T00:00:00.000,,,1.0,1048,,,N
14714,86625,,2.0,0.0,,B/T 189 & 183 BROAD STREET,LOT188255,0.0,,2009-05-29T00:00:00.000,,,1.0,1048,B/T 189 & 183 BROAD STREET,,N
11358,3235,,0.0,0.0,,REAR 83 EAST 158 ST,LOT17144,0.0,,1999-02-03T00:00:00.000,,,1.0,1048,,,N
26467,61568,,0.0,0.0,,ADJ 120 E. 119 ST,LOT150404,0.0,,2006-10-13T00:00:00.000,,,1.0,1048,,,N
14611,6495,,,0.0,,ADJ.  400  AUTUMN  AVE,LOT19003,0.0,,1999-04-20T00:00:00.000,,,1.0,1048,,,N
1919,42568,,0.0,0.0,,ADJ. 9 SCHAEFER ST.,LOT118181,0.0,,2004-08-06T00:00:00.000,,,1.0,1048,,,N
21082,50456,,0.0,0.0,,ADJ 1469 ST MARKS AVE.,LOT132625,0.0,,2005-07-25T00:00:00.000,,,1.0,1048,,,N
19946,12092,,0.0,0.0,,ADJ. 170 SO. OXFORD ST,LOT28558,0.0,,1999-11-29T00:00:00.000,,,1.0,1048,,,N
16294,91931,,0.0,0.0,,ADJ 979 HANCOCK ST,LOT194576,0.0,,2009-10-23T00:00:00.000,,,1.0,1048,,,N
10683,70216,,0.0,0.0,,ADJ 1973A FULTON ST,LOT164246,0.0,,2007-09-12T00:00:00.000,,,1.0,1048,1965 - 1973 FULTON ST,,N
34264,98137,,0.0,0.0,,OPPOSITE 352 THOMAS S BOYLAND ST,LOT202959,0.0,,2010-07-26T00:00:00.000,,,1.0,1048,,,N
6902,58040,,,0.0,,ADJ NR L/S 1904 SURF AVE,LOT144749,0.0,,2006-06-26T00:00:00.000,,,1.0,1048,,,N
32309,35821,,0.0,0.0,,ADJ. 18 WEST 116 ST,LOT98220,0.0,,2003-09-10T00:00:00.000,,,1.0,1048,,,N
15918,41974,,0.0,0.0,,NR 1323 CHISOLM ST.,LOT117393,0.0,,2004-11-01T00:00:00.000,,,1.0,1048,1317 & 1319 CHISOLM ST.,,N
323,36705,,0.0,0.0,,B/T 140 & 144 WEST 129 ST.,LOT102854,0.0,,2003-11-28T00:00:00.000,,,1.0,1048,,,N
45634,119995,232510.0,,0.0,__________,ADJ. 1815 PARK AVENUE betw EAST 125 STREET & EAST 124 STREET,,,1081560.0,2013-09-09T00:00:00.000,,,0.0,1048,ADJ. 1815 PARK AVENUE betw EAST 125 STREET & EAST 124 STREET,,N
12515,5794,,0.0,0.0,,ADJ. 1534 SAINT MARK'S  AVE.,LOT17523,0.0,,1999-02-09T00:00:00.000,,,1.0,1048,,,N
17845,91527,,0.0,0.0,,ADJ 280 W 155 ST,LOT194372,0.0,,2009-10-27T00:00:00.000,,,1.0,1048,,,N
49826,130382,194705.0,,0.0,__________,ADJ. 47 BARTLETT STREET betw THROOP AVENUE & HARRISON AVENUE,,,3061451.0,2015-07-13T00:00:00.000,,,0.0,1048,ADJ. 47 BARTLETT STREET betw THROOP AVENUE & HARRISON AVENUE,,N
