latitude,longitude,non_refrigerated_warehouse,distribution_center_gross,release_date,electricity_use_grid_purchase_2,retail_store_open_or_closed,convention_center_gross_floor,occupancy,office_percent_that_can_be_1,museum_gross_floor_area_ft,data_center_it_site_energy,third_party_certification,percent_of_electricity_that,office_percent_that_can_be,estimated_values_water,multifamily_housing_number,weather_normalized_source,national_median_reference,data_center_gross_floor_area,data_center_national_median,office_worker_density_number,hospital_general_medical_4,number_of_buildings,electricity_use_generated_1,largest_property_use_type_1,water_current_date,food_sales_gross_floor_area,estimated_data_flag_district,multifamily_housing_percent_1,repair_services_vehicle_shoe,property_gfa_self_reported,nta,financial_office_computer,retail_store_percent_that,natural_gas_use_kbtu,courthouse_gross_floor_area,parking_gross_floor_area,alert_energy_meter_has_less,leed_us_project_id,total_ghg_emissions_metric,multifamily_housing_government,hospital_general_medical_8,alert_data_center_issue_with,wholesale_club_supercenter,energy_star_certification_1,supermarket_grocery_open,property_gfa_calculated_1,alert_energy_meter_has,percent_of_total_electricity,last_modified_date_non,parent_property_name,enclosed_mall_gross_floor
40.760107,-73.974768,Not Available,Not Available,2019-04-26T09:51:36.000,64215136.6,Not Available,Not Available,95,100,Not Available,Not Available,Not Available,0,100,No,Not Available,213.1,CBECS - Office & Bank/Financial,Not Available,Not Available,0.93959,Not Available,1,Not Available,685781.0,12/31/2018,Not Available,No,Not Available,Not Available,1047777,Midtown-Midtown South,7.03869,Not Available,3809027,Not Available,Not Available,Ok,Not Available,7909.6,Not Available,Not Available,Ok,Not Available,06/24/2013,Not Available,1047777.0,Ok,Not Available,04/24/2019 06:07 PM EDT,Not Applicable: Standalone Property,Not Available
40.683536,-73.87691,Not Available,Not Available,2019-05-01T15:32:48.000,665749.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,118.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,27600.0,Not Available,Not Available,Not Available,Not Available,Not Available,27600,Cypress Hills-City Line,Not Available,Not Available,1350900,Not Available,Not Available,Ok,Not Available,128.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,27600.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.705315,-73.911909,Not Available,Not Available,2019-05-01T15:32:48.000,206296.3,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,78,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,18000.0,Not Available,Not Available,Not Available,Not Available,Not Available,18000,Ridgewood,Not Available,Not Available,560400,Not Available,Not Available,Ok,Not Available,63.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,18000.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.820403,-73.898912,Not Available,Not Available,2019-05-01T15:32:48.000,1606369.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,73.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,135700.0,Not Available,Not Available,Not Available,Not Available,Not Available,135700,Longwood,Not Available,Not Available,553999.9,Not Available,Not Available,Ok,Not Available,515.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,135700.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.813983,-73.920782,Not Available,Not Available,2019-05-01T15:32:48.000,2812852.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,93.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,159600.0,Not Available,Not Available,Not Available,Not Available,Not Available,159600,Mott Haven-Port Morris,Not Available,Not Available,1044000,Not Available,Not Available,Ok,Not Available,722.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,159600.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.75831,-73.982504,Not Available,Not Available,2019-04-30T11:57:52.000,25783057.8,Not Available,Not Available,95,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,154.6,CBECS - Office & Bank/Financial,Not Available,Not Available,Not Available,Not Available,1,Not Available,577534.0,Not Available,Not Available,No,Not Available,Not Available,577534,Midtown-Midtown South,2.21632,Not Available,963227.2,Not Available,Not Available,Ok,1000074571,3155.8,Not Available,Not Available,Ok,Not Available,05/02/2018,Not Available,577534.0,Ok,Not Available,04/24/2019 02:24 AM EDT,Not Applicable: Standalone Property,Not Available
40.85051,-73.934485,Not Available,Not Available,2019-05-01T15:32:48.000,1110947.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,179.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,25260.0,Not Available,Not Available,Not Available,Not Available,Not Available,25260,Washington Heights North,Not Available,Not Available,1369300.1,Not Available,Not Available,Ok,Not Available,166.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,25260.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.717349,-73.989596,Not Available,Not Available,2019-05-01T15:32:48.000,4454355.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,105.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,313980.0,Not Available,Not Available,No,Not Available,Not Available,313980,Chinatown,Not Available,Not Available,78700,Not Available,Not Available,Ok,Not Available,1489.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,313980.0,Ok,Not Available,04/09/2019 04:46 PM EDT,Not Applicable: Standalone Property,Not Available
40.757499,-73.908898,Not Available,Not Available,2019-05-01T15:32:48.000,442195.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,65.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,93480.0,Not Available,Not Available,Not Available,Not Available,Not Available,93480,Astoria,Not Available,Not Available,195100,Not Available,Not Available,Ok,Not Available,382.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,93480.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.793194,-73.942548,Not Available,Not Available,2019-05-01T15:32:48.000,2048564.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,114,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,94900.0,Not Available,Not Available,Not Available,Not Available,Not Available,94900,East Harlem North,Not Available,Not Available,48400,Not Available,Not Available,Ok,Not Available,551.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,94900.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.611508,-74.083177,Not Available,Not Available,2019-05-01T15:32:48.000,2097970.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,80.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,129725.0,Not Available,Not Available,Not Available,Not Available,Not Available,129725,Grymes Hill-Clifton-Fox Hills,Not Available,Not Available,3764599.9,Not Available,Not Available,Ok,Not Available,416.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,129725.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.67641,-73.846773,Not Available,Not Available,2019-05-01T15:32:48.000,2448451.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,116.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,118965.0,Not Available,Not Available,Not Available,Not Available,Not Available,118965,Ozone Park,Not Available,Not Available,5961400.1,Not Available,Not Available,Ok,Not Available,584.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,118965.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.744349,-74.000253,Not Available,Not Available,2019-05-01T15:32:48.000,1959852.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,112.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,115300.0,Not Available,Not Available,Not Available,Not Available,Not Available,115300,Hudson Yards-Chelsea-Flatiron-Union Square,Not Available,Not Available,679100,Not Available,Not Available,Ok,Not Available,677,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,115300.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.661886,-73.93994,Not Available,Not Available,2019-05-01T15:32:48.000,1428126.7,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,120.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,100800.0,Not Available,Not Available,Not Available,Not Available,Not Available,100800,Prospect Lefferts Gardens-Wingate,Not Available,Not Available,7230300,Not Available,Not Available,Ok,Not Available,553.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,100800.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.703624,-73.953146,Not Available,Not Available,2019-05-01T15:32:48.000,3002560,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,93,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,202800.0,Not Available,Not Available,Not Available,Not Available,Not Available,202800,Williamsburg,Not Available,Not Available,765900,Not Available,Not Available,Ok,Not Available,1013.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,202800.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.673073,-73.919594,Not Available,Not Available,2019-05-01T15:32:48.000,4501110.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,167,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,97200.0,Not Available,Not Available,Not Available,Not Available,Not Available,97200,Ocean Hill,Not Available,Not Available,3083900.1,Not Available,Not Available,Ok,Not Available,607.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,97200.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.757729,-73.983078,Not Available,Not Available,2019-05-01T15:32:48.000,2741200.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,182.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,62180.0,Not Available,Not Available,No,Not Available,Not Available,62180,Midtown-Midtown South,Not Available,Not Available,39500,Not Available,Not Available,Ok,Not Available,433.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,62180.0,Ok,Not Available,04/09/2019 04:46 PM EDT,Not Applicable: Standalone Property,Not Available
40.759844,-73.820548,Not Available,Not Available,2019-05-01T15:32:48.000,2720319.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,96.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,168125.0,Not Available,Not Available,Not Available,Not Available,Not Available,168125,Murray Hill,Not Available,Not Available,469000,Not Available,Not Available,Ok,Not Available,859.4,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,168125.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.770387,-73.828617,Not Available,Not Available,2019-05-01T15:32:48.000,1045095.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,108.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,72080.0,Not Available,Not Available,Not Available,Not Available,Not Available,72080,Flushing,Not Available,Not Available,155000,Not Available,Not Available,Ok,Not Available,454,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,72080.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.736653,-73.813346,Not Available,Not Available,2019-05-01T15:32:48.000,949286.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,74.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,87725.0,Not Available,Not Available,Not Available,Not Available,Not Available,87725,Pomonok-Flushing Heights-Hillcrest,Not Available,Not Available,82000,Not Available,Not Available,Ok,Not Available,365.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,87725.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.732716,-73.984665,Not Available,Not Available,2019-05-01T15:32:48.000,2096332.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,151.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,55260.0,Not Available,Not Available,No,Not Available,Not Available,55260,Gramercy,Not Available,Not Available,242000,Not Available,Not Available,Ok,Not Available,314.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,55260.0,Ok,Not Available,04/09/2019 04:46 PM EDT,Not Applicable: Standalone Property,Not Available
40.85899,-73.922894,Not Available,Not Available,2019-05-01T15:32:48.000,3634462.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,Not Available,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,114980.0,Not Available,Not Available,Not Available,Not Available,Not Available,114980,Marble Hill-Inwood,Not Available,Not Available,4469899.9,Not Available,Not Available,Ok,Not Available,616.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,114980.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.746104,-73.979036,Not Available,Not Available,2019-04-29T12:08:51.000,18523065.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,498.9,CBECS - Medical Office,Not Available,Not Available,Not Available,Not Available,1,Not Available,117467.0,10/31/2018,Not Available,No,Not Available,Not Available,117467,Murray Hill-Kips Bay,Not Available,Not Available,Not Available,Not Available,Not Available,Ok,Not Available,1940,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,117467.0,Ok,Not Available,02/04/2019 11:52 AM EST,Not Applicable: Standalone Property,Not Available
40.885008,-73.843193,Not Available,Not Available,2019-05-01T15:32:48.000,1561331.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,111.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,85325.0,Not Available,Not Available,Not Available,Not Available,Not Available,85325,Eastchester-Edenwald-Baychester,Not Available,Not Available,0,Not Available,Not Available,Ok,Not Available,496.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,85325.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.656068,-73.907245,Not Available,Not Available,2019-05-01T15:32:48.000,2815582.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,85.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,190800.0,Not Available,Not Available,Not Available,Not Available,Not Available,190800,Brownsville,Not Available,Not Available,194300,Not Available,Not Available,Ok,Not Available,855,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,190800.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.581681,-73.967308,Not Available,Not Available,2019-05-01T15:32:48.000,4438329.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,102.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,298800.0,Not Available,Not Available,Not Available,Not Available,Not Available,298800,West Brighton,Not Available,Not Available,15512299.3,Not Available,Not Available,Ok,Not Available,1354.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,298800.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.67282,-73.769252,Not Available,Not Available,2019-05-01T15:32:48.000,1377629.1,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,91.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,100900.0,Not Available,Not Available,Not Available,Not Available,Not Available,100900,Springfield Gardens North,Not Available,Not Available,14800,Not Available,Not Available,Ok,Not Available,518.2,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,100900.0,Ok,Not Available,04/11/2019 11:57 AM EDT,Not Applicable: Standalone Property,Not Available
40.662326,-73.894441,Not Available,Not Available,2019-05-01T15:32:48.000,2190504,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,122.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,93600.0,Not Available,Not Available,Not Available,Not Available,Not Available,93600,East New York (Pennsylvania Ave),Not Available,Not Available,4344500.2,Not Available,Not Available,Ok,Not Available,474.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,93600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.760857,-73.979717,Not Available,Not Available,2019-04-26T17:17:04.000,121752647.9,Not Available,Not Available,100,100,Not Available,Not Available,Not Available,0,100,No,Not Available,234.2,CBECS - Office & Bank/Financial,847,Not Available,2.84433,Not Available,1,Not Available,1902735.0,12/31/2018,Not Available,No,Not Available,Not Available,2091434,Midtown-Midtown South,1.00014,Not Available,1281863.6,Not Available,Not Available,Possible Issue,Not Available,18887.7,Not Available,Not Available,Ok,Not Available,06/23/2009,Not Available,2091434.0,Ok,Not Available,04/25/2019 08:11 PM EDT,Not Applicable: Standalone Property,Not Available
40.666545,-73.910904,Not Available,Not Available,2019-05-01T15:32:48.000,2369292.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,95,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,157200.0,Not Available,Not Available,Not Available,Not Available,Not Available,157200,Brownsville,Not Available,Not Available,360800,Not Available,Not Available,Ok,Not Available,824.1,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,157200.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.621224,-73.91287,Not Available,Not Available,2019-05-01T15:32:48.000,2161843.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,75.1,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,187200.0,Not Available,Not Available,Not Available,Not Available,Not Available,187200,Georgetown-Marine Park-Bergen Beach-Mill Basin,Not Available,Not Available,157500,Not Available,Not Available,Ok,Not Available,775.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,187200.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.758689,-73.824832,Not Available,Not Available,2019-05-01T15:32:48.000,3892409.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,138.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,156175.0,Not Available,Not Available,Not Available,Not Available,Not Available,156175,Flushing,Not Available,Not Available,9809600.3,Not Available,Not Available,Ok,Not Available,880.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,156175.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.839378,-73.925714,Not Available,Not Available,2019-05-01T15:32:48.000,1158715.2,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,93,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,81680.0,Not Available,Not Available,Not Available,Not Available,Not Available,81680,Highbridge,Not Available,Not Available,3633300.1,Not Available,Not Available,Ok,Not Available,324.9,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,81680.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.694926,-73.986015,Not Available,Not Available,2019-05-01T15:32:48.000,3788684.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,76.5,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,292800.0,Not Available,Not Available,Not Available,Not Available,Not Available,292800,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Not Available,Not Available,515200,Not Available,Not Available,Ok,Not Available,1164,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,292800.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.848896,-73.909528,Not Available,Not Available,2019-05-01T15:32:48.000,1959852.8,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,156.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,43760.0,Not Available,Not Available,Not Available,Not Available,Not Available,43760,Mount Hope,Not Available,Not Available,1130200.1,Not Available,Not Available,Ok,Not Available,238.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,43760.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.64629,-74.001903,Not Available,Not Available,2019-05-01T15:32:48.000,2457322.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,114.6,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,123600.0,Not Available,Not Available,Not Available,Not Available,Not Available,123600,Sunset Park East,Not Available,Not Available,5539799.9,Not Available,Not Available,Ok,Not Available,596.6,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,123600.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.688811,-73.971009,Not Available,Not Available,2019-05-01T15:32:48.000,2477112,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,96.4,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,176400.0,Not Available,Not Available,Not Available,Not Available,Not Available,176400,Fort Greene,Not Available,Not Available,343500,Not Available,Not Available,Ok,Not Available,958.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,176400.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.724479,-73.777454,Not Available,Not Available,2019-05-01T15:32:48.000,1078424,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,104.8,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,69680.0,Not Available,Not Available,Not Available,Not Available,Not Available,69680,Jamaica Estates-Holliswood,Not Available,Not Available,4144300.3,Not Available,Not Available,Ok,Not Available,311.5,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,69680.0,Ok,Not Available,Not Available,Not Applicable: Standalone Property,Not Available
40.604349,-73.955528,Not Available,Not Available,2019-05-01T15:32:48.000,1138925.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,104.7,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,91200.0,Not Available,Not Available,Not Available,Not Available,Not Available,91200,Madison,Not Available,Not Available,170400,Not Available,Not Available,Ok,Not Available,569.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,91200.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.665878,-73.911705,Not Available,Not Available,2019-05-01T15:32:48.000,1771510.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,111.3,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,106800.0,Not Available,Not Available,Not Available,Not Available,Not Available,106800,Brownsville,Not Available,Not Available,5624399.9,Not Available,Not Available,Ok,Not Available,529.7,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,106800.0,Ok,Not Available,04/09/2019 04:47 PM EDT,Not Applicable: Standalone Property,Not Available
40.783608,-73.794654,Not Available,Not Available,2019-05-01T15:32:48.000,989480,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,71.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,91325.0,Not Available,Not Available,Not Available,Not Available,Not Available,91325,Ft. Totten-Bay Terrace-Clearview,Not Available,Not Available,1300,Not Available,Not Available,Ok,Not Available,353.3,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,91325.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.827743,-73.900105,Not Available,Not Available,2019-05-01T15:32:48.000,4683993.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,107.2,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,224575.0,Not Available,Not Available,Not Available,Not Available,Not Available,224575,Longwood,Not Available,Not Available,64600,Not Available,Not Available,Ok,Not Available,1177.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,224575.0,Ok,Not Available,04/09/2019 02:10 PM EDT,Not Applicable: Standalone Property,Not Available
40.73425,-73.861546,Not Available,Not Available,2019-05-01T15:32:48.000,1723742.4,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,Unable to Check (not enough data),Not Available,123.9,CBECS - Elementary/Middle & High School,Not Available,Not Available,Not Available,Not Available,1,Not Available,78280.0,Not Available,Not Available,Not Available,Not Available,Not Available,78280,Rego Park,Not Available,Not Available,23200,Not Available,Not Available,Ok,Not Available,496.8,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,78280.0,Ok,Not Available,04/11/2019 11:58 AM EDT,Not Applicable: Standalone Property,Not Available
40.73422,-73.983431,Not Available,Not Available,2019-04-29T12:08:51.000,39117897.6,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,0,Not Available,No,Not Available,481.8,ASHE Survey,Not Available,Not Available,Not Available,225,1,Not Available,338424.0,11/30/2018,Not Available,No,Not Available,Not Available,338424,Gramercy,Not Available,Not Available,648930,Not Available,Not Available,Ok,Not Available,6283.8,Not Available,157,Ok,Not Available,Not Available,Not Available,338424.0,Ok,Not Available,02/04/2019 02:30 PM EST,Not Applicable: Standalone Property,Not Available
