property_id,latitude,longitude,weather_normalized_site_eui,multifamily_housing_number_3,medical_office_number_of_1,urgent_care_clinic_other,census_tract,alert_energy_meter_has_gaps,national_median_site_eui,college_university_gross,annual_maximum_demand_meter,restaurant_gross_floor_area,net_emissions_metric_tons,multifamily_housing_total,community_board,indoor_water_use_intensity,multifamily_housing_number_7,data_center_it_source_energy,site_energy_use_kbtu,multifamily_housing_resident,county,estimated_data_flag_fuel,medical_office_percent_that_1,year_ending,fuel_oil_1_use_kbtu,bank_branch_number_of,temporary_values,alert_energy_no_meters,_3rd_largest_property_use,list_of_all_property_use,retail_store_number_of_open,metered_areas_water,fitness_center_health_club,parking_open_parking_lot,medical_office_number_of,financial_office_number_of_1,hotel_gross_floor_area_ft,financial_office_weekly,diesel_2_use_kbtu,multifamily_housing_number_4,refrigerated_warehouse_gross,estimated_data_flag_natural,egrid_output_emissions_rate,convenience_store_with_gas_1
1633923,40.772007,-73.987479,45,Not Available,Not Available,Not Available,151.0,Ok,82.7,Not Available,0101381E (7978029),Not Available,258.4,Not Available,107.0,Not Available,Not Available,Not Available,3876426.6,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1261447,40.767782,-73.982217,Not Available,Not Available,Not Available,Not Available,145.0,Ok,42.9,Not Available,Not Available,Not Available,30560.4,Not Available,104.0,Not Available,Not Available,159327997.2,402775539.8,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Residence Hall/Dormitory,"Data Center, Hotel, Office, Parking, Residence Hall/Dormitory, Retail Store, Supermarket/Grocery Store",69,Whole Building,Not Available,0,Not Available,Not Available,296302,Not Available,151800,Not Available,Not Available,No,84.7,Not Available
1633142,40.634875,-73.981528,68.7,Not Available,Not Available,Not Available,230.0,Ok,83.4,Not Available,0300228E (7899165),Not Available,605.8,Not Available,312.0,Not Available,Not Available,Not Available,9771263.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633808,40.657922,-73.879354,54.7,Not Available,Not Available,Not Available,1078.0,Ok,80.7,Not Available,0300274E (7934761),Not Available,447.9,Not Available,305.0,Not Available,Not Available,Not Available,5840162.4,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1577267,40.761131,-73.975295,135.9,Not Available,Not Available,Not Available,102.0,Ok,91.1,Not Available,Not Available,Not Available,959.7,Not Available,105.0,24.46,Not Available,Not Available,12202461.2,Not Available,Manhattan,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,"Office, Retail Store",0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1633647,40.729402,-73.845637,91,Not Available,Not Available,Not Available,747.0,Ok,97.7,Not Available,0400215E (8030716),Not Available,1934.1,Not Available,406.0,Not Available,Not Available,Not Available,25138902.4,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634277,40.68538,-73.954302,108.1,Not Available,Not Available,Not Available,243.0,Ok,74.1,Not Available,0301793E (7944535),Not Available,186.8,Not Available,303.0,Not Available,Not Available,Not Available,2698348.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634319,40.695888,-73.833681,74.6,Not Available,Not Available,Not Available,124.0,Ok,100.5,Not Available,0400225E (8030749),Not Available,1478.6,Not Available,409.0,Not Available,Not Available,Not Available,19237629.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,"K-12 School, Swimming Pool",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634721,40.671955,-73.886636,42.5,Not Available,Not Available,Not Available,1150.0,Ok,155.3,Not Available,0300384E (9113334),Not Available,78.8,Not Available,305.0,Not Available,Not Available,Not Available,1062199.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634225,40.764646,-73.871641,102.8,Not Available,Not Available,Not Available,357.0,Ok,85.0,Not Available,0400113E (8013822),Not Available,687.1,Not Available,403.0,Not Available,Not Available,Not Available,11299902.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1261446,40.709589,-74.010186,78,Not Available,Not Available,Not Available,13.0,Ok,108.9,Not Available,Not Available,Not Available,14183.9,Not Available,101.0,10.51,Not Available,11417880.6,185832351.9,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Data Center,"Data Center, Office, Retail Store",0,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,No,84.7,Not Available
1633945,40.818228,-73.856302,56.4,Not Available,Not Available,Not Available,16.0,Ok,71.5,Not Available,0200218E (8080419),Not Available,435.4,Not Available,209.0,Not Available,Not Available,Not Available,5602570.4,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634383,40.735494,-73.987659,85.1,Not Available,Not Available,Not Available,50.0,Ok,86.3,Not Available,0100181E (7937432),Not Available,2634.4,Not Available,106.0,Not Available,Not Available,Not Available,38102530.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634028,40.698869,-73.945042,69.1,Not Available,Not Available,Not Available,257.0,Ok,91.6,Not Available,0301524E (7896384),Not Available,432.5,Not Available,303.0,Not Available,Not Available,Not Available,7057337.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633350,40.733514,-73.877857,69.3,Not Available,Not Available,Not Available,479.0,Ok,50.7,Not Available,0400094E (8011391),Not Available,732.3,Not Available,404.0,Not Available,Not Available,Not Available,10110256.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633358,40.741131,-73.918945,44.1,Not Available,Not Available,Not Available,235.0,Ok,71.7,Not Available,0400111E (8013758),Not Available,580.7,Not Available,402.0,Not Available,Not Available,Not Available,10144067.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633460,40.834776,-73.923067,112.5,Not Available,Not Available,Not Available,63.0,Ok,113.8,Not Available,0200157E (8080081),Not Available,695.8,Not Available,204.0,Not Available,Not Available,Not Available,9067617.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634307,40.747747,-73.745747,65.2,Not Available,Not Available,Not Available,1377.0,Ok,91.3,Not Available,0400182E (8124356),Not Available,450.1,Not Available,411.0,Not Available,Not Available,Not Available,5912285.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634586,40.827941,-73.914374,61.1,Not Available,Not Available,Not Available,173.0,Ok,86.6,Not Available,0200189E (8080433),Not Available,848.4,Not Available,204.0,Not Available,Not Available,Not Available,11004025.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633036,40.802917,-73.965613,63.1,Not Available,Not Available,Not Available,195.0,Ok,76.9,Not Available,0100143E (7936357),Not Available,590.7,Not Available,107.0,Not Available,Not Available,Not Available,8993480,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634175,40.691037,-73.941342,97.6,Not Available,Not Available,Not Available,281.0,Ok,80.2,Not Available,0300050E (7874657),Not Available,686.5,Not Available,303.0,Not Available,Not Available,Not Available,11716483.5,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634725,40.675861,-73.88673,Not Available,Not Available,Not Available,Not Available,1170.0,Ok,48.5,Not Available,Not Available,Not Available,0.0,Not Available,305.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634502,40.691077,-73.918152,54.2,Not Available,Not Available,Not Available,399.0,Ok,61.0,Not Available,0300296E (7934787),Not Available,325.5,Not Available,304.0,Not Available,Not Available,Not Available,5179613.3,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634731,40.745244,-73.90872,64.7,Not Available,Not Available,Not Available,251.0,Ok,62.3,Not Available,0400011E (7978355),Not Available,889.8,Not Available,402.0,Not Available,Not Available,Not Available,12458867.1,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634227,40.715344,-73.886215,145.8,Not Available,Not Available,Not Available,659.0,Ok,60.7,Not Available,0400114E (8025657),Not Available,797.6,Not Available,405.0,Not Available,Not Available,Not Available,10716339.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633120,40.684142,-73.801479,80.1,Not Available,Not Available,Not Available,192.0,Ok,86.8,Not Available,0400128E (8013734),Not Available,722.4,Not Available,412.0,Not Available,Not Available,Not Available,11536207.5,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634616,40.796668,-73.930966,43.4,Not Available,Not Available,Not Available,192.0,Ok,70.8,Not Available,0100103E (7935686),Not Available,428.5,Not Available,111.0,Not Available,Not Available,Not Available,6563174.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633488,40.732447,-73.983031,57.8,Not Available,Not Available,Not Available,48.0,Ok,86.3,Not Available,0100173E (7937414),Not Available,896.7,Not Available,106.0,Not Available,Not Available,Not Available,12583909.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1600063,40.762146,-73.972479,75.8,Not Available,Not Available,Not Available,11202.0,Ok,75.7,Not Available,Not Available,Not Available,2266.6,Not Available,105.0,Not Available,Not Available,Not Available,90368104.3,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Parking,"Office, Parking, Retail Store",5,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,215.7,Not Available
1634008,40.5825,-73.973122,54,Not Available,Not Available,Not Available,354.0,Ok,85.0,Not Available,0300298E (7934771),Not Available,595.6,Not Available,313.0,Not Available,Not Available,Not Available,9575566.3,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1273461,40.760703,-73.975634,75,Not Available,Not Available,Not Available,104.0,Ok,86.0,Not Available,Not Available,Not Available,1284.5,Not Available,105.0,Not Available,Not Available,Not Available,17180944.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Financial Office,"Financial Office, Office, Retail Store",0,Not Available,Not Available,Not Available,Not Available,44,Not Available,53.33,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
28400,,,258.2,Not Available,Not Available,Not Available,,Ok,297.3,Not Available,Not Available,Not Available,57472.7,Not Available,,0.11,Not Available,Not Available,984837472.8,Not Available,New York,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,Yes,Ok,Not Available,"Hospital (General Medical & Surgical), Parking",Not Available,Whole Building,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634271,40.667195,-73.951167,97.8,Not Available,Not Available,Not Available,321.0,Ok,70.8,Not Available,0301699E (7943429),Not Available,892.7,Not Available,309.0,Not Available,Not Available,Not Available,12392546.2,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634087,40.610073,-74.162129,46.1,Not Available,Not Available,Not Available,29104.0,Ok,71.3,Not Available,0500097E (8030598),Not Available,333.2,Not Available,502.0,Not Available,Not Available,Not Available,4921077.4,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633626,40.732112,-73.73246,50.8,Not Available,Not Available,Not Available,1621.0,Ok,70.0,Not Available,0400019E (7978319),Not Available,265.9,Not Available,413.0,Not Available,Not Available,Not Available,3473171.1,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633078,40.863055,-73.859387,77.6,Not Available,Not Available,Not Available,324.0,Ok,93.5,Not Available,0200129E (8052697),Not Available,576.5,Not Available,211.0,Not Available,Not Available,Not Available,8993939.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634171,40.682663,-73.955338,70.1,Not Available,Not Available,Not Available,227.0,Ok,75.9,Not Available,0300031E (8137852),Not Available,413.3,Not Available,303.0,Not Available,Not Available,Not Available,7062966.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633086,40.706023,-73.961476,65.7,Not Available,Not Available,Not Available,535.0,Ok,80.4,Not Available,0300043E (8137844),Not Available,480.3,Not Available,301.0,Not Available,Not Available,Not Available,7827800.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634600,40.735692,-73.999026,56.5,Not Available,Not Available,Not Available,71.0,Ok,77.4,Not Available,0100057E (7934712),Not Available,421.4,Not Available,102.0,Not Available,Not Available,Not Available,5514884,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633197,40.742205,-73.928219,71.5,Not Available,Not Available,Not Available,189.0,Ok,79.1,Not Available,0400224E (8368498),Not Available,924.3,Not Available,402.0,Not Available,Not Available,Not Available,13982099.8,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633380,40.697781,-73.947809,72.6,Not Available,Not Available,Not Available,257.0,Ok,74.2,Not Available,0300294E (7934741),Not Available,421.7,Not Available,303.0,Not Available,Not Available,Not Available,6679444.6,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634022,40.668167,-73.897835,66.6,Not Available,Not Available,Not Available,1134.0,Ok,85.2,Not Available,0300311E (7935444),Not Available,579.8,Not Available,305.0,Not Available,Not Available,Not Available,7524770.9,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1703401,40.760035,-73.973415,57.1,Not Available,Not Available,Not Available,102.0,Ok,69.4,Not Available,Not Available,Not Available,1187.3,Not Available,105.0,9.75,Not Available,Not Available,14019564.8,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Parking,"Office, Parking, Retail Store",0,Whole Building,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,84.7,Not Available
1633138,40.613353,-73.930129,61.6,Not Available,Not Available,Not Available,652.0,Ok,79.0,Not Available,0300210E (7898067),Not Available,323.1,Not Available,318.0,Not Available,Not Available,Not Available,5228211.5,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633571,40.780347,-73.916655,78.6,Not Available,Not Available,Not Available,103.0,Ok,84.6,Not Available,0400108E (8013771),Not Available,619.9,Not Available,401.0,Not Available,Not Available,Not Available,10133514.3,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1406101,40.75379,-73.981599,149.1,Not Available,Not Available,Not Available,96.0,Ok,173.0,108124,Not Available,Not Available,7916.0,Not Available,105.0,23.62,Not Available,Not Available,141459029.1,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,"College/University, Office",Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1436015,,,85.4,Not Available,Not Available,Not Available,,Ok,90.9,Not Available,Not Available,Not Available,436.3,Not Available,,72.81,Not Available,Not Available,5747256.6,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,Senior Care Community,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634254,40.641474,-73.898254,Not Available,Not Available,Not Available,Not Available,990.0,Ok,82.8,Not Available,0300348E (7943421),Not Available,1552.7,Not Available,318.0,Not Available,Not Available,Not Available,20070905.1,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633233,40.780822,-73.976855,56.8,Not Available,Not Available,Not Available,161.0,Ok,83.9,Not Available,0100060E (7934686),Not Available,727.4,Not Available,107.0,Not Available,Not Available,Not Available,9641236.6,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633828,40.736922,-73.77799,78.1,Not Available,Not Available,Not Available,1347.0,Ok,72.8,Not Available,0400026E (7978327),Not Available,593.7,Not Available,408.0,Not Available,Not Available,Not Available,7856695.2,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633506,40.887111,-73.913697,Not Available,Not Available,Not Available,Not Available,309.0,Ok,80.7,Not Available,0200059E (8032668),Not Available,621.7,Not Available,208.0,Not Available,Not Available,Not Available,8229321.7,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633512,40.832902,-73.866848,80.1,Not Available,Not Available,Not Available,76.0,Ok,86.6,Not Available,0200084E (8052413),Not Available,494.8,Not Available,209.0,Not Available,Not Available,Not Available,8071694,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634014,40.688419,-73.924833,86.4,Not Available,Not Available,Not Available,385.0,Ok,101.4,Not Available,0300304E (7934777),Not Available,684.3,Not Available,303.0,Not Available,Not Available,Not Available,8939892.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634444,40.680415,-73.994754,35.8,Not Available,Not Available,Not Available,77.0,Ok,65.7,Not Available,0300078E (7875876),Not Available,369.7,Not Available,306.0,Not Available,Not Available,Not Available,4771961.5,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633300,40.836356,-73.888361,81.5,Not Available,Not Available,Not Available,161.0,Ok,65.0,Not Available,0200658E (8107203),Not Available,434.6,Not Available,203.0,Not Available,Not Available,Not Available,5722708.6,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633302,40.851823,-73.91118,78.6,Not Available,Not Available,Not Available,217.0,Ok,78.5,Not Available,0201187E (8106321),Not Available,1268.5,Not Available,205.0,Not Available,Not Available,Not Available,16030449.9,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633587,40.697901,-73.98054,57.7,Not Available,Not Available,Not Available,23.0,Ok,84.1,Not Available,0300286E (7934747),Not Available,461.9,Not Available,302.0,Not Available,Not Available,Not Available,5990243.8,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1633207,40.590562,-74.097704,68.8,Not Available,Not Available,Not Available,9602.0,Ok,63.9,Not Available,0500036E (7979013),Not Available,197.6,Not Available,502.0,Not Available,Not Available,Not Available,3154358.1,Not Available,Not Available,No,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
1634751,40.665909,-73.851216,52.6,Not Available,Not Available,Not Available,6202.0,Ok,79.1,Not Available,0400191E (8025683),Not Available,411.2,Not Available,410.0,Not Available,Not Available,Not Available,5410425.8,Not Available,Not Available,Not Available,Not Available,2018-12-31T00:00:00.000,Not Available,Not Available,No,Ok,Not Available,K-12 School,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,84.7,Not Available
