property_id,multifamily_housing_percent,alert_no_meters_are_associated,multifamily_housing_resident,office_number_of_workers,strip_mall_gross_floor_area,multifamily_housing_percent_1,data_center_ups_system,total_ghg_emissions_metric,urgent_care_clinic_other,largest_property_use_type_1,restaurant_gross_floor_area,municipally_supplied_potable_2,non_refrigerated_warehouse,hospital_general_medical_5,repair_services_vehicle_shoe,_2nd_largest_property_use,estimated_data_flag_natural,percent_of_electricity_that,electricity_use_generated,_3rd_largest_property_use_1,data_center_gross_floor_area,electricity_use_grid_purchase_1,site_eui_kbtu_ft,mailing_center_post_office,occupancy,hotel_room_density_number,source_energy_use_kbtu,nyc_borough_block_and_lot,hospital_general_medical_12,city,hospital_general_medical_6,generation_date,borough,hospital_general_medical_17,electricity_use_generated_1,medical_office_gross_floor,food_sales_gross_floor_area,electricity_use_grid_purchase,community_board,alert_property_has_no_uses,national_median_source_energy,estimated_data_flag_fuel_2,pre_school_daycare_gross,other_number_of_workers_on,hospital_general_medical_16,hotel_worker_density_number,property_gfa_epa_calculated,hospital_general_medical_9,date_property_last_modified,data_center_it_energy,data_quality_checker_run,k_12_school_gross_floor_area,nyc_building_identification,data_center_it_equipment,electricity_use_generated_2,largest_property_use_type,retail_store_number_of_walk,social_meeting_hall_gross,multifamily_housing_number_1,alert_individual_monthly
2653195,100,Ok,Not Available,Not Available,Not Available,100,Not Available,1056.5,Not Available,143800.0,Not Available,44.47,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,3135907.8,117.1,Not Available,100,Not Available,24112820.3,1014240010,Not Available,New York,Not Available,2016-03-17T12:10:05.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3135907.7,108.0,Ok,20161183.9,Not Available,Not Available,Not Available,Not Available,Not Available,163800.0,Not Available,04/02/2015 12:31 PM EDT,Not Available,False,Not Available,1043906,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Possible Issue
2661781,0,Ok,No specific resident population,Not Available,Not Available,0,Not Available,655.2,Not Available,158250.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,2064800.1,70.6,Not Available,100,Not Available,16051071.6,3-06663-0023,Not Available,Brooklyn,Not Available,2016-03-15T16:16:15.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,2064800,315.0,Ok,19135057,Not Available,Not Available,Not Available,Not Available,Not Available,158250.0,Not Available,03/15/2016 03:47 PM EDT,Not Available,True,Not Available,3177462,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4442416,80,Ok,No specific resident population,Not Available,Not Available,100,Not Available,0.7,Not Available,70000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,4-06792-0600,Not Available,Flushing,Not Available,2016-03-09T09:42:34.000,,Not Available,Not Available,Not Available,Not Available,Not Available,,Ok,8955113.2,Not Available,Not Available,Not Available,Not Available,Not Available,70000.0,Not Available,06/05/2015 02:11 PM EDT,Not Available,False,Not Available,4455438,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,38,Possible Issue
3072339,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,725.2,Not Available,137286.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,2480601.5,83.3,Not Available,100,Not Available,17113943.1,3012960028,Not Available,Brooklyn,Not Available,2016-03-27T12:55:43.000,,Not Available,Not Available,Not Available,Not Available,2480601.6,,Ok,18863754.4,Not Available,Not Available,Not Available,Not Available,Not Available,137286.0,Not Available,04/19/2015 12:03 AM EDT,Not Available,True,Not Available,3034162,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4404697,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,128.9,Not Available,5777.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1444634.7,279.8,Not Available,50,Not Available,4716761.3,1-00698-0054,Not Available,New York,Not Available,2016-03-30T11:59:09.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1444634.8,104.0,Ok,711270.2,Not Available,Not Available,Not Available,Not Available,Not Available,22524.0,Not Available,01/18/2016 04:28 PM EST,Not Available,False,Not Available,1012398,Not Available,Not Available,Other,Not Available,Not Available,Not Available,Ok
3072462,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,232.4,Not Available,52572.0,Not Available,78.49,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,799983.7,74.7,Not Available,100,Not Available,5795317.8,3050830044,Not Available,Brooklyn,Not Available,2016-03-27T12:55:45.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,799983.5,314.0,Ok,6800221.4,Not Available,Not Available,Not Available,Not Available,Not Available,52572.0,Not Available,04/19/2015 12:31 PM EDT,Not Available,True,Not Available,3116615,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2665212,100,Ok,Not Available,Not Available,Not Available,100,Not Available,581,Not Available,50200.0,Not Available,Not Available,Not Available,Not Available,Not Available,Convenience Store without Gas Station,No,0,Not Available,Not Available,Not Available,1786905.7,153,Not Available,100,Not Available,12494012.1,2028300001,Not Available,Bronx,Not Available,2016-04-03T10:04:19.000,BRONX,Not Available,Not Available,Not Available,Not Available,1786905.8,204.0,Ok,8139873.4,No,Not Available,Not Available,Not Available,Not Available,55390.0,Not Available,04/15/2015 04:47 PM EDT,Not Available,False,Not Available,2007963,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
3091252,90,Ok,No specific resident population,Not Available,Not Available,100,Not Available,646.9,Not Available,175000.0,Not Available,31.14,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1889615.4,63.5,Not Available,100,Not Available,15623829.9,4045740071,Not Available,Whitestone,Not Available,2016-03-22T11:24:29.000,QUEENS,Not Available,Not Available,Not Available,Not Available,1889615.5,407.0,Ok,20664803.7,Not Available,Not Available,Not Available,Not Available,Not Available,175000.0,Not Available,02/22/2016 04:51 PM EST,Not Available,True,Not Available,4103994,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4442774,80,Ok,No specific resident population,Not Available,Not Available,100,Not Available,433.4,Not Available,70000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,83.4,Not Available,100,Not Available,5898575.4,4-06791-0001,Not Available,Flushing,Not Available,2016-03-09T09:42:37.000,,Not Available,Not Available,Not Available,Not Available,Not Available,,Ok,10487599.5,Not Available,Not Available,Not Available,Not Available,Not Available,70000.0,Not Available,06/09/2015 12:43 PM EDT,Not Available,False,Not Available,4451568,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,24,Ok
2941953,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,2576.6,Not Available,387600.0,Not Available,74.88,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,7419905.8,114.4,Not Available,100,Not Available,62069437.6,3-03060-0075,Not Available,New York,Not Available,2016-03-22T15:37:11.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,7419906.2,301.0,Ok,51750679.7,Not Available,Not Available,Not Available,Not Available,Not Available,407600.0,Not Available,02/22/2016 03:54 PM EST,Not Available,True,Not Available,3071200,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3433077,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,457.1,Not Available,82500.0,Not Available,46.52,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1107913.9,72.2,Not Available,100,Not Available,8374875.2,2-03343-0042,Not Available,Bronx,Not Available,2016-03-14T11:52:26.000,BRONX,Not Available,Not Available,Not Available,Not Available,1107913.9,207.0,Ok,11143967.3,No,Not Available,Not Available,Not Available,Not Available,82500.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,False,Not Available,2018160,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2771732,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,322.2,Not Available,97485.0,Not Available,88.12,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1134205.1,55.7,Not Available,100,Not Available,8071550.4,3013920023,Not Available,Brooklyn,Not Available,2016-03-27T15:23:28.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1134205.1,308.0,Ok,13391326.2,Not Available,Not Available,Not Available,Not Available,Not Available,97485.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,3037393,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3541415,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,343.5,Not Available,47040.0,Not Available,Not Available,Not Available,Not Available,Not Available,Financial Office,No,0,Not Available,Not Available,Not Available,2240970.9,100.8,Not Available,100,Not Available,10153573.7,1-01901-7501,Not Available,New York,Not Available,2016-03-09T11:20:45.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,2240970.9,110.0,Ok,6667837.2,Not Available,Not Available,Not Available,Not Available,Not Available,51671.0,Not Available,09/03/2014 11:26 PM EDT,Not Available,False,Not Available,1086531,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,28,Ok
2562986,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,888.9,Not Available,117900.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,8753223.3,95.8,Not Available,100,Not Available,30107203.6,1009400012,Not Available,NEW YORK,Not Available,2016-03-30T17:21:29.000,MANHATTAN,Not Available,Not Available,117900,Not Available,8753222.2,106.0,Ok,26356904.2,Not Available,Not Available,Not Available,Not Available,Not Available,117900.0,Not Available,03/30/2016 04:26 PM EDT,Not Available,True,Not Available,1021900,Not Available,Not Available,Medical Office,Not Available,Not Available,Not Available,Ok
3287077,Not Available,Ok,Not Available,6,Not Available,Not Available,Not Available,34,Not Available,61000.0,Not Available,1.21,61000,Not Available,Not Available,Office,No,0,Not Available,Not Available,Not Available,274316,7.7,Not Available,100,Not Available,1083546.4,5012080004,Not Available,Staten Island,Not Available,2016-02-19T11:11:11.000,STATEN IS,Not Available,Not Available,Not Available,Not Available,274316,501.0,Ok,3777701.4,Not Available,Not Available,Not Available,Not Available,Not Available,63000.0,Not Available,09/03/2014 11:24 PM EDT,Not Available,False,Not Available,5157635,Not Available,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Possible Issue
2653135,100,Ok,Not Available,Not Available,Not Available,100,Not Available,1221,Not Available,123975.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,Not Available,Not Available,3551151.6,121.4,Not Available,100,Not Available,23650027,1013000050,Not Available,New York,Not Available,2016-03-17T12:10:04.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3551150,106.0,Ok,16781242.4,Not Available,Not Available,Not Available,Not Available,Not Available,131175.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,False,Not Available,1036200,Not Available,Not Available,Multifamily Housing,0,Not Available,Not Available,Possible Issue
4371553,Not Available,Ok,Not Available,400,Not Available,Not Available,Not Available,747.6,Not Available,255595.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,Not Available,0,Not Available,Not Available,Not Available,3733847.1,38,Not Available,70,Not Available,19658168.5,1012750069,Not Available,New York,Not Available,2016-03-14T13:20:16.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3733846.3,105.0,Ok,65774488.3,Not Available,Not Available,Not Available,Not Available,Not Available,272141.0,Not Available,03/04/2016 05:59 PM EST,Not Available,True,Not Available,1035328,Not Available,Not Available,Office,0,Not Available,Not Available,Ok
2791441,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,882.2,Not Available,152405.0,Not Available,39.18,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,2132179.6,101.1,Not Available,100,Not Available,20638579.5,3-05218-0001,Not Available,Brooklyn,Not Available,2016-03-30T10:56:16.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,2132179.6,314.0,Ok,18126795.6,Not Available,Not Available,Not Available,Not Available,Not Available,152405.0,Not Available,04/22/2015 11:30 AM EDT,Not Available,True,Not Available,3120562,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4372225,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,353.7,Not Available,75568.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,3384465.5,60.8,Not Available,90,2.40843,11881476.5,1-00834-0029,Not Available,New York,Not Available,2016-03-15T16:51:26.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3384465.5,105.0,Ok,12415030,Not Available,Not Available,Not Available,Not Available,0.31759,75568.0,Not Available,03/14/2016 06:08 PM EDT,Not Available,False,Not Available,1015849,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
4014192,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,232,Not Available,52378.0,Not Available,4016.04,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,554985.7,77.5,Not Available,100,Not Available,5419467.9,1-02175-0033,Not Available,New York,Not Available,2016-03-15T16:16:16.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,554985.7,112.0,Ok,6341147.3,No,Not Available,Not Available,Not Available,Not Available,52378.0,Not Available,04/23/2015 04:49 PM EDT,Not Available,True,Not Available,1064224,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
8139,Not Available,Ok,Not Available,1450,Not Available,Not Available,Not Available,1431.8,Not Available,384432.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,1792352.6,54.9,Not Available,100,Not Available,28876857.8,1013150001,Not Available,Manhattan,Not Available,2016-03-15T10:39:45.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1792352.6,106.0,Ok,115683212.7,Not Available,Not Available,Not Available,Not Available,Not Available,384432.0,Not Available,09/03/2014 11:15 PM EDT,Not Available,False,Not Available,1037545,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
3126522,90,Ok,No specific resident population,Not Available,Not Available,90,Not Available,174.3,Not Available,63974.0,Not Available,49.52,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,116950,50.3,Not Available,100,Not Available,3620930,2032920014,Not Available,Bronx,Not Available,2016-02-25T16:52:56.000,BRONX,Not Available,Not Available,Not Available,Not Available,116950,207.0,Ok,8184205.9,No,Not Available,Not Available,Not Available,Not Available,63974.0,Not Available,09/03/2014 11:23 PM EDT,Not Available,False,Not Available,2016734,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2784189,90,Ok,No specific resident population,Not Available,Not Available,90,Not Available,483,Not Available,69394.0,Not Available,79.34,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1395162,119.8,Not Available,100,Not Available,11642041.6,2-02290-0110,Not Available,Bronx,Not Available,2016-03-08T15:24:21.000,BRONX,Not Available,Not Available,Not Available,Not Available,1395162,201.0,Ok,8825238.4,Not Available,Not Available,Not Available,Not Available,Not Available,69394.0,Not Available,02/10/2016 04:46 PM EST,Not Available,True,Not Available,2086382,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2784952,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,248.6,Not Available,80000.0,Not Available,4.62,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,2568289.5,40.5,Not Available,100,Not Available,8768044.9,3028220001,Not Available,BROOKLYN,Not Available,2016-03-23T15:15:52.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,2568289.5,301.0,Ok,17156635.3,Not Available,Not Available,Not Available,Not Available,Not Available,80000.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,False,Not Available,Not Available,Not Available,Not Available,Refrigerated Warehouse,Not Available,Not Available,Not Available,Ok
2678381,100,Ok,Not Available,Not Available,Not Available,100,Not Available,210.6,Not Available,31709.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,690346.5,112.8,Not Available,100,Not Available,5199370.3,4-08367-0002,Not Available,Little Neck,Not Available,2016-03-23T11:20:25.000,QUEENS,Not Available,Not Available,Not Available,Not Available,690346.5,411.0,Ok,4294436.5,Not Available,Not Available,Not Available,Not Available,Not Available,32847.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4454128,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,53,Ok
2787757,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,485,Not Available,68308.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,3554758.1,96.4,Not Available,100,1.3322,14680701.2,1-01311-0052,Not Available,New York,Not Available,2016-03-09T14:53:37.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3554758.1,106.0,Ok,13850764.9,Not Available,Not Available,Not Available,Not Available,0.36599,68308.0,Not Available,08/13/2015 04:18 PM EDT,Not Available,True,Not Available,1036889,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
1151970,Not Available,Ok,Not Available,1610,Not Available,Not Available,Not Available,6570.4,Not Available,838075.0,Not Available,Not Available,Not Available,Not Available,Not Available,Financial Office,Not Available,0,Not Available,44888,Not Available,47189836.6,89.3,Not Available,75,Not Available,196312596.9,1009960029,Not Available,New York City,Not Available,2016-03-15T10:39:47.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,47189841.4,105.0,Ok,307614900.3,Not Available,Not Available,Not Available,Not Available,Not Available,1021923.0,Not Available,08/24/2015 10:08 AM EDT,Not Available,True,Not Available,1080824,Not Available,Not Available,Office,0,Not Available,Not Available,Ok
4480347,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,732.6,Not Available,134183.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1538249,72.3,Not Available,100,Not Available,13068920.3,1-01186-0083,Not Available,New York,Not Available,2016-03-11T16:42:52.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1538249,107.0,Ok,16760047.2,No,Not Available,Not Available,Not Available,Not Available,134183.0,Not Available,07/16/2015 03:09 PM EDT,Not Available,False,Not Available,1031127,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,62,Ok
2550638,100,Ok,Not Available,Not Available,Not Available,100,Not Available,466.4,Not Available,61654.0,Not Available,34.58,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,850,Not Available,1391735.7,89.3,Not Available,100,Not Available,9251531.5,2033200013,Not Available,Bronx,Not Available,2016-04-01T12:21:13.000,BRONX,Not Available,Not Available,Not Available,Not Available,1391735.6,207.0,Ok,8904452.8,Not Available,Not Available,Not Available,Not Available,Not Available,69604.0,Not Available,09/03/2014 11:19 PM EDT,Not Available,False,Not Available,2017613,Not Available,Not Available,Multifamily Housing,0,Not Available,Not Available,Ok
4442382,80,Ok,No specific resident population,Not Available,Not Available,100,Not Available,64.6,Not Available,70000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,4-06792-0600,Not Available,Flushing,Not Available,2016-03-09T09:42:34.000,,Not Available,Not Available,Not Available,Not Available,Not Available,,Ok,8955113.2,Not Available,Not Available,Not Available,Not Available,Not Available,70000.0,Not Available,06/05/2015 01:17 PM EDT,Not Available,False,Not Available,4455438,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,31,Possible Issue
4495762,Not Available,Ok,No specific resident population,Not Available,Not Available,100,Not Available,37.3,Not Available,97244.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,436889.5,4.7,Not Available,100,Not Available,1393289.3,2030060084,Not Available,Bronx,Not Available,2016-03-30T11:30:48.000,BRONX,Not Available,Not Available,Not Available,Not Available,436889.5,203.0,Ok,12440443.2,Not Available,Not Available,Not Available,Not Available,Not Available,97244.0,Not Available,07/31/2015 03:07 PM EDT,Not Available,False,Not Available,2010905,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
2652213,100,Ok,Not Available,Not Available,Not Available,100,Not Available,623.4,Not Available,106500.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1521708,76.9,Not Available,100,Not Available,11521554,1011210017,Not Available,New York,Not Available,2016-03-17T12:10:03.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1521708,107.0,Ok,14207477.7,No,Not Available,Not Available,Not Available,Not Available,106500.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,False,Not Available,1028453,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Possible Issue
3112634,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,350.5,Not Available,71875.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,119328.5,85.9,Not Available,100,Not Available,6696154.9,3067140041,Not Available,Brooklyn,Not Available,2016-03-16T15:40:07.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,119328.5,314.0,Ok,8193127.6,Not Available,Not Available,Not Available,Not Available,Not Available,71875.0,Not Available,09/03/2014 11:23 PM EDT,Not Available,True,Not Available,3179890,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Possible Issue
2665330,0,Ok,Not Available,Not Available,Not Available,100,Not Available,363.2,Not Available,67800.0,Not Available,122.17,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1454616.8,88.8,Not Available,100,Not Available,9362059.2,2-03741-0005,Not Available,Bronx,Not Available,2016-03-23T14:58:35.000,BRONX,Not Available,Not Available,Not Available,Not Available,1454616.8,209.0,Ok,9240798.9,Not Available,Not Available,Not Available,Not Available,Not Available,67800.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,True,Not Available,2023884,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2803700,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,200.7,Not Available,59840.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,740267.5,43.7,Not Available,100,Not Available,4219868.4,3022770001,Not Available,Brooklyn,Not Available,2016-03-28T11:55:57.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,740267.5,301.0,Ok,7367562.8,Not Available,Not Available,4,Not Available,Not Available,59840.0,Not Available,05/26/2015 02:57 PM EDT,Not Available,False,Not Available,3335516,Not Available,Not Available,Other,Not Available,Not Available,Not Available,Ok
2932978,100,Ok,Not Available,Not Available,Not Available,100,Not Available,6.4,Not Available,57600.0,Not Available,46.17,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,77077.1,1.3,Not Available,100,Not Available,242022,3067380007,Not Available,Brooklyn,Not Available,2016-03-31T09:56:52.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,77077.1,314.0,Ok,7071603.7,Not Available,Not Available,Not Available,Not Available,Not Available,57600.0,Not Available,09/03/2014 11:22 PM EDT,Not Available,False,Not Available,3180697,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
3935542,90,Ok,No specific resident population,Not Available,Not Available,90,Not Available,275.3,Not Available,55277.0,Not Available,51.06,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,610472.7,87.6,Not Available,100,Not Available,6357495.3,3-05941-0006,Not Available,Brooklyn,Not Available,2016-04-01T15:22:50.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,610472.6,310.0,Ok,7652110.4,Not Available,Not Available,Not Available,Not Available,Not Available,55277.0,Not Available,04/22/2015 11:29 AM EDT,Not Available,True,Not Available,3148753,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2586202,Not Available,Ok,Not Available,165,Not Available,Not Available,Not Available,672.9,Not Available,111449.0,Not Available,Not Available,Not Available,Not Available,Not Available,Financial Office,No,0,Not Available,Not Available,Not Available,5526692.8,66.6,Not Available,100,Not Available,20232567.4,1-00867-0001,Not Available,NEW YORK,Not Available,2016-04-01T14:04:30.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,5526692,105.0,Ok,27956507,No,Not Available,Not Available,Not Available,Not Available,125858.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,True,Not Available,1017191,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
3072236,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,553.8,Not Available,84000.0,Not Available,72.62,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1522940.1,85.7,Not Available,100,Not Available,10518949.6,3051050043,Not Available,Brooklyn,Not Available,2016-04-01T14:46:31.000,,Not Available,Not Available,Not Available,Not Available,1522940.1,,Ok,11412309.4,No,Not Available,Not Available,Not Available,Not Available,84000.0,Not Available,04/18/2015 11:09 PM EDT,Not Available,True,Not Available,3117274,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2784277,90,Ok,Not Available,Not Available,Not Available,90,Not Available,364.1,Not Available,56252.0,Not Available,53.17,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,853736.3,113.3,Not Available,100,Not Available,8478680.4,2-02623-0060,Not Available,Bronx,Not Available,2016-03-16T11:43:39.000,BRONX,Not Available,Not Available,Not Available,Not Available,853736.1,201.0,Ok,8078880.6,Not Available,Not Available,Not Available,Not Available,Not Available,56252.0,Not Available,04/10/2015 12:22 PM EDT,Not Available,True,Not Available,2004415,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2726092,100,Ok,Not Available,Not Available,Not Available,100,Not Available,609.6,Not Available,87396.0,Not Available,Not Available,Not Available,Not Available,Not Available,Medical Office,No,0,Not Available,Not Available,Not Available,1329109.8,91.7,Not Available,100,Not Available,11009444.8,4-00846-0048,Not Available,Long Island City,Not Available,2016-03-23T14:31:30.000,QUEENS,Not Available,Not Available,700,Not Available,1329109.6,401.0,Ok,11270137.9,Not Available,Not Available,Not Available,Not Available,Not Available,88096.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4017709,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
2608470,0,Ok,Not Available,Not Available,Not Available,100,Not Available,342.6,Not Available,70863.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,987606.8,83.2,Not Available,100,Not Available,8254275.2,1-02057-0039,Not Available,New York,Not Available,2016-03-14T10:24:52.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,987606.8,109.0,Ok,11503182.6,Not Available,Not Available,Not Available,Not Available,Not Available,70863.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,False,Not Available,1061203,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4025722,0,Ok,No specific resident population,Not Available,Not Available,80,Not Available,392.9,Not Available,116940.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1034751.1,58.3,Not Available,75,Not Available,9319665,3-05122-0001,Not Available,Brooklyn,Not Available,2016-03-25T14:40:02.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1034751.1,314.0,Ok,13451078.5,Not Available,Not Available,Not Available,Not Available,Not Available,116940.0,Not Available,09/03/2014 11:29 PM EDT,Not Available,True,Not Available,3117590,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
