property_id,multifamily_housing_percent,alert_no_meters_are_associated,multifamily_housing_resident,office_number_of_workers,strip_mall_gross_floor_area,multifamily_housing_percent_1,data_center_ups_system,total_ghg_emissions_metric,urgent_care_clinic_other,largest_property_use_type_1,restaurant_gross_floor_area,municipally_supplied_potable_2,non_refrigerated_warehouse,hospital_general_medical_5,repair_services_vehicle_shoe,_2nd_largest_property_use,estimated_data_flag_natural,percent_of_electricity_that,electricity_use_generated,_3rd_largest_property_use_1,data_center_gross_floor_area,electricity_use_grid_purchase_1,site_eui_kbtu_ft,mailing_center_post_office,occupancy,hotel_room_density_number,source_energy_use_kbtu,nyc_borough_block_and_lot,hospital_general_medical_12,city,hospital_general_medical_6,generation_date,borough,hospital_general_medical_17,electricity_use_generated_1,medical_office_gross_floor,food_sales_gross_floor_area,electricity_use_grid_purchase,community_board,alert_property_has_no_uses,national_median_source_energy,estimated_data_flag_fuel_2,pre_school_daycare_gross,other_number_of_workers_on,hospital_general_medical_16,hotel_worker_density_number,property_gfa_epa_calculated,hospital_general_medical_9,date_property_last_modified,data_center_it_energy,data_quality_checker_run,k_12_school_gross_floor_area,nyc_building_identification,data_center_it_equipment,electricity_use_generated_2,largest_property_use_type,retail_store_number_of_walk,social_meeting_hall_gross,multifamily_housing_number_1,alert_individual_monthly
2714319,0,Ok,Not Available,Not Available,Not Available,100,Not Available,49.7,Not Available,5580.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,Yes,0,Not Available,Not Available,Not Available,238614.8,143.7,Not Available,100,Not Available,1340597.4,4-04742-0022,Not Available,Queens,Not Available,2016-03-30T13:45:13.000,QUEENS,Not Available,Not Available,Not Available,Not Available,238614.8,407.0,Ok,713850.5,Not Available,Not Available,Not Available,Not Available,Not Available,6957.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4443389;4443384;4443385;4443388;4458409;4443386;4443387,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2711433,100,Ok,Not Available,Not Available,Not Available,100,Not Available,340.1,Not Available,52232.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,1197420.9,109.7,Not Available,100,Not Available,8519264.9,4082760020,Not Available,Douglaston,Not Available,2016-03-24T15:51:31.000,QUEENS,Not Available,Not Available,Not Available,Not Available,1197420.9,411.0,Ok,7073110.4,Not Available,Not Available,Not Available,Not Available,Not Available,66246.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4440456;4461427;4440458;4461428;4461429;4440459;4461430;4461431;4461432;4440460;4461435;4440461;4461436;4440462;4461437;4440463;4461438;4440464;4461439;4440465;4461440;4440467;4461441;4440468;4461442;4461443;4461444;4440469;4461446;4440470;4461447,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,62,Ok
4372231,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,324.2,Not Available,107116.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,3053330.6,37.7,Not Available,90,1.9885,10583082.2,1-01262-0009,Not Available,New York,Not Available,2016-03-15T16:57:13.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3053330.5,105.0,Ok,15812893.3,Not Available,Not Available,Not Available,Not Available,0.25206,107116.0,Not Available,03/14/2016 06:43 PM EDT,Not Available,False,Not Available,1081126,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
4495637,Not Available,Ok,Not Available,Not Available,Not Available,100,Not Available,64.9,Not Available,88209.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,775968.3,8.9,Not Available,100,Not Available,2447907.1,2030060067,Not Available,Bronx,Not Available,2016-03-30T11:30:47.000,BRONX,Not Available,Not Available,Not Available,Not Available,775968.4,203.0,Ok,11284594,Not Available,Not Available,Not Available,Not Available,Not Available,88209.0,Not Available,07/31/2015 12:03 PM EDT,Not Available,False,Not Available,2010904,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4188731,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,314.4,Not Available,63132.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,968980.7,85.1,Not Available,100,Not Available,7668374.8,1-02054-0082,Not Available,New York,Not Available,2016-03-28T12:47:21.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,968980.7,109.0,Ok,7474857.7,Not Available,Not Available,Not Available,Not Available,Not Available,63132.0,Not Available,04/28/2015 12:50 PM EDT,Not Available,False,Not Available,1061189,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
4389935,90,Ok,No specific resident population,Not Available,Not Available,90,Not Available,401.8,Not Available,71058.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,888232.7,99.4,Not Available,90,Not Available,9275107.4,4-05181-0001,Not Available,Queens,Not Available,2016-03-31T11:31:31.000,QUEENS,Not Available,Not Available,Not Available,Not Available,888232.6,407.0,Ok,8537259.2,Not Available,Not Available,Not Available,Not Available,Not Available,71058.0,Not Available,04/28/2015 10:46 AM EDT,Not Available,False,Not Available,4117034,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
2590300,100,Ok,Not Available,Not Available,Not Available,100,Not Available,239.7,Not Available,84800.0,Not Available,21.78,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,141680.8,52.3,Not Available,100,Not Available,4950420.6,1021390578,Not Available,New York,Not Available,2016-03-09T16:37:49.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,141680.8,112.0,Ok,10266319.7,Not Available,Not Available,Not Available,Not Available,Not Available,84800.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,False,Not Available,Not Available,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
2652643,100,Ok,Not Available,Not Available,Not Available,100,Not Available,1172.9,Not Available,88900.0,Not Available,80.22,Not Available,Not Available,Not Available,Supermarket/Grocery Store,No,0,Not Available,Not Available,Not Available,4935137.3,157.5,Not Available,100,Not Available,25806748.6,1008910039,Not Available,New York,Not Available,2016-03-17T12:10:03.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,4935135.8,106.0,Ok,16603965.9,Not Available,Not Available,Not Available,Not Available,Not Available,96100.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,False,Not Available,1018910,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Possible Issue
2726076,100,Ok,Not Available,Not Available,Not Available,100,Not Available,614.4,Not Available,76032.0,Not Available,67.08,Not Available,Not Available,Not Available,Medical Office,No,0,Not Available,Not Available,Not Available,1220728.6,107.1,Not Available,100,Not Available,10921821,4-05023-0001,Not Available,Flushing,Not Available,2016-03-23T14:31:30.000,,Not Available,Not Available,700,Not Available,1220728.7,,Ok,9816339.2,No,Not Available,Not Available,Not Available,Not Available,76732.0,Not Available,03/27/2015 04:07 PM EDT,Not Available,True,Not Available,4113654,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,Not Available,Ok
2678713,100,Ok,Not Available,Not Available,Not Available,100,Not Available,325.5,Not Available,35402.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,600953.2,163.6,Not Available,100,Not Available,7335953,4083740056,Not Available,Little Neck,Not Available,2016-03-23T11:20:27.000,QUEENS,Not Available,Not Available,Not Available,Not Available,600953.3,411.0,Ok,4812125.4,Not Available,Not Available,Not Available,Not Available,Not Available,38716.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4456323;4456324;4456325;4456326;4456327;4456328;4456329;4456330;4456331;4456332;4456309;4456310;4456311;4456312;4456313;4456314;4456315;4456316;4456317;4456318,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,48,Ok
3091249,90,Ok,No specific resident population,Not Available,Not Available,100,Not Available,598.7,Not Available,175000.0,Not Available,26.51,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1841737.2,58.5,Not Available,100,Not Available,14599903.9,4045740041,Not Available,Whitestone,Not Available,2016-03-22T11:24:29.000,QUEENS,Not Available,Not Available,Not Available,Not Available,1841737.1,407.0,Ok,20664803.7,Not Available,Not Available,Not Available,Not Available,Not Available,175000.0,Not Available,02/22/2016 04:47 PM EST,Not Available,True,Not Available,4103992;4103993,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2783804,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,150000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1925825.3,Not Available,Not Available,100,Not Available,Not Available,1006010013,Not Available,New York,Not Available,2016-04-02T16:39:02.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1925825.4,102.0,Ok,8994527.1,Not Available,Not Available,Not Available,Not Available,Not Available,150000.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,False,Not Available,1010388,Not Available,Not Available,Distribution Center,Not Available,Not Available,Not Available,Ok
2661789,0,Ok,No specific resident population,Not Available,Not Available,0,Not Available,315.3,Not Available,65500.0,Not Available,56.69,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1457962.6,78.1,Not Available,100,Not Available,8421002.4,3-06731-0039,Not Available,Brooklyn,Not Available,2016-03-15T16:16:15.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1457962.6,314.0,Ok,8199496.4,Not Available,Not Available,Not Available,Not Available,Not Available,65500.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,True,Not Available,3180576,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4442402,80,Ok,No specific resident population,Not Available,Not Available,100,Not Available,245.1,Not Available,35000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94.4,Not Available,100,Not Available,3335447.2,4-06792-0600,Not Available,Flushing,Not Available,2016-03-09T09:42:34.000,QUEENS,Not Available,Not Available,Not Available,Not Available,Not Available,408.0,Ok,5243799.7,Not Available,Not Available,Not Available,Not Available,Not Available,35000.0,Not Available,06/05/2015 01:59 PM EDT,Not Available,False,Not Available,4455438,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,17,Ok
4409126,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,21.1,Not Available,212542.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,0,Not Available,84453.8,1.6,Not Available,100,Not Available,544590,4-07674-7501,Not Available,Queens,Not Available,2016-03-31T14:32:09.000,QUEENS,Not Available,Not Available,Not Available,Not Available,84453.8,411.0,Ok,24246509.2,Not Available,Not Available,Not Available,Not Available,Not Available,277342.0,Not Available,04/28/2015 11:18 AM EDT,Not Available,False,Not Available,4456259;4444417;4444420;4456261;4456430;4444418;4456270;4456426;4456272;4444421;4456421;4444419;4163519;4456285;4456291;4444425;4444422;4449005;4456505;4444423;4456499;4444426;4456304;4444427;4444428;4456451;4444429;4444424;4456443;4456436,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4175565,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,704.3,Not Available,1.0,Not Available,6550001,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,5484189.5,10180790,Not Available,100,273000,22151784.9,Not Available,Not Available,New York,Not Available,2016-03-31T11:57:05.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,5484189.5,105.0,Ok,162.1,Not Available,Not Available,Not Available,Not Available,1000,1.0,Not Available,10/03/2014 02:40 PM EDT,Not Available,False,Not Available,Not Available,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
2665178,0,Ok,Not Available,Not Available,Not Available,100,Not Available,808.4,Not Available,83905.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,Not Available,Not Available,3429397.8,152.3,Not Available,100,Not Available,21126074.5,1-01871-0042,Not Available,New York,Not Available,2016-03-21T13:06:54.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3429399.5,107.0,Ok,11168945.1,Not Available,Not Available,Not Available,Not Available,Not Available,87305.0,Not Available,09/03/2014 11:20 PM EDT,Not Available,True,Not Available,1056464,Not Available,Not Available,Multifamily Housing,2,Not Available,0,Ok
3536783,20,Ok,No specific resident population,Not Available,Not Available,80,Not Available,505,Not Available,90000.0,Not Available,73.6,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,989945.1,99.5,Not Available,100,Not Available,11468843.2,4014370032,Not Available,Jackson Heights,Not Available,2016-03-09T14:55:01.000,QUEENS,Not Available,Not Available,Not Available,Not Available,989945.2,403.0,Ok,14005145.5,Not Available,Not Available,Not Available,Not Available,Not Available,90000.0,Not Available,04/14/2015 12:09 PM EDT,Not Available,True,Not Available,4035427,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2608157,0,Ok,Not Available,Not Available,Not Available,100,Not Available,348.2,Not Available,51565.0,Not Available,84.39,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1043703.5,89.4,Not Available,100,Not Available,6891699,2-03933-0070,Not Available,Bronx,Not Available,2016-03-14T10:24:51.000,BRONX,Not Available,Not Available,Not Available,Not Available,1043703.5,209.0,Ok,7901837.3,Not Available,Not Available,Not Available,Not Available,Not Available,51565.0,Not Available,03/09/2016 11:32 AM EST,Not Available,False,Not Available,2028977,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2711338,0,Ok,Not Available,Not Available,Not Available,100,Not Available,661.9,Not Available,58080.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,Yes,0,Not Available,Not Available,Not Available,2383659,190.6,Not Available,100,Not Available,16598104.8,4-04758-0010,Not Available,Queens,Not Available,2016-03-30T13:45:11.000,QUEENS,Not Available,Not Available,Not Available,Not Available,2383659.1,407.0,Ok,11746005.9,Not Available,Not Available,Not Available,Not Available,Not Available,77154.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4455097;4459430;4461754;4455054;4455092;4455071;4455093;4455062;4455055;4455088;4455107;4459432;4455110;4455090;4455053;4455061;4455067;4455089;4455073;4455091;4455100;4455074;4455056;4455057;4455058;4455059;4455060;4455063;4455064;4455065;4455066;4455068;4455069;4455070;4455072;4455075;4455076;4455077;4455078;4455079;4455080;4455081;4455082;4455083;4455084;4455085;4455086;4455087;4455094;4455095;4455096;4455098;4455099;4455101;4455102;4455103;4455104;4455105;4455106;4455108;4455109;4455111;4455112;4459428;4459429;4459431;4459433;4459434;4459435;4459436;4459437,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3602796,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,251.5,Not Available,53052.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1645447.2,71.8,Not Available,100,Not Available,7441290.9,4-12449-0004,Not Available,St. Albans,Not Available,2016-03-17T13:40:11.000,QUEENS,Not Available,Not Available,Not Available,Not Available,1645447.4,412.0,Ok,7896818,Not Available,Not Available,Not Available,Not Available,Not Available,53052.0,Not Available,09/03/2014 11:26 PM EDT,Not Available,True,53052,4268946,Not Available,Not Available,K-12 School,Not Available,Not Available,Not Available,Ok
2772568,90,Ok,No specific resident population,Not Available,Not Available,90,Not Available,381.5,Not Available,52000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,838383.7,98,Not Available,100,Not Available,6939062.9,4-06712-0032,Not Available,Flushing,Not Available,2016-03-28T12:08:18.000,QUEENS,Not Available,Not Available,Not Available,Not Available,838383.6,408.0,Ok,7166339.7,Not Available,Not Available,Not Available,Not Available,Not Available,52000.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,False,Not Available,4145198,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3095048,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,684.1,Not Available,62450.0,Not Available,Not Available,Not Available,Not Available,Not Available,Other,No,0,Not Available,Not Available,Not Available,1517143.1,136.7,Not Available,100,Not Available,12526966.3,2-03144-0045,Not Available,Bronx,Not Available,2016-03-21T16:18:56.000,BRONX,Not Available,Not Available,Not Available,Not Available,1517143.2,205.0,Ok,9326914.5,Not Available,Not Available,Not Available,Not Available,Not Available,67104.0,Not Available,09/03/2014 11:23 PM EDT,Not Available,True,Not Available,2013375,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2678225,100,Ok,Not Available,Not Available,Not Available,100,Not Available,234,Not Available,35748.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,733834.9,111.7,Not Available,100,Not Available,5726540.9,4-08359-0006,Not Available,Little Neck,Not Available,2016-03-23T11:20:24.000,QUEENS,Not Available,Not Available,Not Available,Not Available,733834.7,411.0,Ok,4773936.5,Not Available,Not Available,Not Available,Not Available,Not Available,37268.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4456086;4456087;4456088;4456089;4456090;4456091;4456092;4456093;4456094;4456115;4456116;4456117;4456118;4456119;4456120;4456121;4456122;4456123;4456124,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,55,Ok
2771722,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,493.5,Not Available,114795.0,Not Available,66.48,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1375337.6,74.2,Not Available,100,Not Available,11819423.1,3014190062,Not Available,Brooklyn,Not Available,2016-03-28T15:52:24.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1375337.7,309.0,Ok,15193205.6,Not Available,Not Available,Not Available,Not Available,Not Available,114795.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,3038294,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3433039,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,414.4,Not Available,84504.0,Not Available,Not Available,Not Available,Not Available,Not Available,Retail Store,No,0,Not Available,1147,Not Available,1679851.1,77.2,Not Available,100,Not Available,10711911.9,2-02477-0021,Not Available,Bronx,Not Available,2016-03-14T11:52:23.000,BRONX,Not Available,Not Available,Not Available,Not Available,1679851.2,204.0,Ok,11369923.4,Not Available,Not Available,Not Available,Not Available,Not Available,88876.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,False,Not Available,2002939,Not Available,Not Available,Multifamily Housing,0,Not Available,0,Ok
3110649,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,576.5,Not Available,56735.0,Not Available,59.68,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,4841286.8,143.4,Not Available,100,2.00934,18660865.4,1002270052,Not Available,New York,Not Available,2016-03-25T15:00:08.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,4841286.7,102.0,Ok,10744975.8,Not Available,Not Available,Not Available,Not Available,0.70503,56735.0,Not Available,03/25/2016 02:59 PM EDT,Not Available,True,Not Available,1-00227-0052,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
3099349,Not Available,Ok,Not Available,809,Not Available,Not Available,Not Available,2405.9,Not Available,351823.0,Not Available,68.17,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,16973973.2,91,Not Available,100,Not Available,71384456.9,1008680025,Not Available,New York,Not Available,2016-02-22T15:50:30.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,16973973.5,106.0,Ok,89199667.5,Not Available,Not Available,Not Available,Not Available,Not Available,351823.0,Not Available,09/16/2015 04:32 PM EDT,Not Available,False,Not Available,1017231,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
2945709,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,2610.9,Not Available,387600.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,7833641.5,115.5,Not Available,100,Not Available,63368569.1,3-03078-0001,Not Available,New York,Not Available,2016-03-22T15:37:12.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,7833642.4,301.0,Ok,51750679.7,Not Available,Not Available,Not Available,Not Available,Not Available,407600.0,Not Available,04/20/2015 03:29 PM EDT,Not Available,True,Not Available,3338422,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4860596,Not Available,Ok,Not Available,10.37,Not Available,Not Available,Not Available,516.2,Not Available,4510.0,Not Available,711.57,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,3591829.5,1600,Not Available,100,Not Available,15037188.3,1-00833-0063,Not Available,New York,Not Available,2016-03-29T10:37:53.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,3591828.5,105.0,Ok,667706.8,Not Available,Not Available,Not Available,Not Available,Not Available,4510.0,Not Available,03/21/2016 01:04 PM EDT,Not Available,False,Not Available,1015832,Not Available,Not Available,Office,Not Available,Not Available,Not Available,Ok
4374921,0,Ok,No specific resident population,Not Available,Not Available,80,Not Available,348.5,Not Available,69923.0,Not Available,59.89,Not Available,Not Available,Not Available,Parking,No,0,Not Available,Not Available,Not Available,1077550.9,85.2,Not Available,95,Not Available,8507003.5,2043220001,Not Available,Bronx,Not Available,2016-03-27T01:05:06.000,BRONX,Not Available,Not Available,Not Available,Not Available,1077550.8,211.0,Ok,7753937.8,Not Available,Not Available,Not Available,Not Available,Not Available,72423.0,Not Available,03/25/2015 06:16 PM EDT,Not Available,True,Not Available,2049428,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2959005,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,684.2,Not Available,63100.0,Not Available,120.98,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1994478.5,143,Not Available,100,1.94929,13381566.9,1-01008-0008,Not Available,New York,Not Available,2016-04-01T15:55:15.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,1994478.6,105.0,Ok,10467130,Not Available,Not Available,Not Available,Not Available,0.19017,63100.0,Not Available,04/01/2016 03:42 PM EDT,Not Available,True,Not Available,1023389,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
2662237,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,28,Not Available,55000.0,Not Available,Not Available,55000,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,270006.7,6.8,Not Available,100,Not Available,957935.7,2022950051,Not Available,Bronx,Not Available,2016-03-28T12:43:40.000,BRONX,Not Available,Not Available,Not Available,Not Available,270006.7,201.0,Ok,4050990.4,Not Available,Not Available,Not Available,Not Available,Not Available,55000.0,Not Available,03/08/2016 05:04 PM EST,Not Available,True,Not Available,2097034,Not Available,Not Available,Non-Refrigerated Warehouse,Not Available,Not Available,Not Available,Ok
2711368,90,Ok,Not Available,Not Available,Not Available,100,Not Available,412.4,Not Available,49536.0,Not Available,Not Available,Not Available,Not Available,Not Available,Parking,Not Available,0,Not Available,Not Available,Not Available,1145112.6,108.2,Not Available,100,Not Available,7854315.7,4082760002,Not Available,Douglaston,Not Available,2016-03-24T15:51:30.000,QUEENS,Not Available,Not Available,Not Available,Not Available,1145112.7,411.0,Ok,6385949,Not Available,Not Available,Not Available,Not Available,Not Available,53720.0,Not Available,09/03/2014 11:21 PM EDT,Not Available,True,Not Available,4455747;4455748;4455749;4455750;4455751;4455752;4455753;4455754;4459769;4459770;4459771;4459772;4459773;4459774;4459775;4459776;4459777;4459778;4459779;4459780;4459781;4459782;4459783;4459784;4459786;4459787;4459788;4459790,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,68,Ok
3351577,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,1383.8,Not Available,214000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,10104395.7,85.7,Not Available,100,1.43925,41621266.1,1-1307-1004,Not Available,New York,Not Available,2016-03-31T11:57:03.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,10104395.6,106.0,Ok,41378087.2,Not Available,Not Available,Not Available,Not Available,0.2243,214000.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,False,Not Available,1036469,Not Available,Not Available,Hotel,Not Available,Not Available,Not Available,Ok
4004165,0,Ok,No specific resident population,Not Available,Not Available,100,Not Available,431.6,Not Available,93000.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1245489.2,79.9,Not Available,100,Not Available,10401516.3,2-03314-0051,Not Available,New York,Not Available,2016-03-24T10:26:09.000,BRONX,Not Available,Not Available,Not Available,Not Available,1245489.2,207.0,Ok,10166322.1,Not Available,Not Available,Not Available,Not Available,Not Available,93000.0,Not Available,09/03/2014 11:29 PM EDT,Not Available,False,Not Available,2017427,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3072385,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,413.2,Not Available,68640.0,Not Available,0,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,1216009.2,95.9,Not Available,100,Not Available,9406358.8,3013250022,Not Available,Brooklyn,Not Available,2016-03-27T12:55:44.000,BROOKLYN,Not Available,Not Available,Not Available,Not Available,1216009.1,309.0,Ok,9784621.9,Not Available,Not Available,Not Available,Not Available,Not Available,68640.0,Not Available,04/19/2015 02:48 AM EDT,Not Available,True,Not Available,3035184,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
3433063,0,Ok,No specific resident population,Not Available,Not Available,90,Not Available,300.3,Not Available,56182.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,836665,92.3,Not Available,100,Not Available,7192094.2,2-02876-0219,Not Available,Bronx,Not Available,2016-03-14T11:52:25.000,BRONX,Not Available,Not Available,Not Available,Not Available,836664.9,205.0,Ok,5967308.1,No,Not Available,Not Available,Not Available,Not Available,56182.0,Not Available,09/03/2014 11:25 PM EDT,Not Available,False,Not Available,2008868,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
4384555,70,Ok,No specific resident population,Not Available,Not Available,100,Not Available,184,Not Available,127971.0,Not Available,3533.21,Not Available,Not Available,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,2123558.9,17.8,Not Available,70,Not Available,6824011,1-01073-7503,Not Available,New York,Not Available,2016-03-10T10:06:41.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,2123558.8,104.0,Ok,20132322.6,Not Available,Not Available,Not Available,Not Available,Not Available,127971.0,Not Available,04/10/2015 12:30 PM EDT,Not Available,True,Not Available,1088816,Not Available,Not Available,Multifamily Housing,Not Available,Not Available,0,Ok
2794961,Not Available,Ok,Not Available,Not Available,Not Available,Not Available,Not Available,33.7,Not Available,59000.0,Not Available,54.6,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,405839.7,6.9,Not Available,100,Not Available,1274336.4,1014450040,Not Available,New York,Not Available,2016-03-03T11:21:11.000,MANHATTAN,Not Available,Not Available,Not Available,Not Available,405839.6,108.0,Ok,22998435.7,Not Available,Not Available,Not Available,Not Available,Not Available,59000.0,Not Available,03/01/2016 04:59 PM EST,Not Available,False,Not Available,1044849,Not Available,Not Available,Other - Specialty Hospital,Not Available,Not Available,Not Available,Ok
