inspectionrequestid,areaid,detailentrydate,activitystatusid,lastname,program,requestsourceid,hours,lotstatusreason,activityentrydate,used_house2,used_prefix,indexno,prefix,ownerlotlcd,flp,lotstatusid,fel_tires,loc_id,requeststatusdate,old_status_dd,crossstreetone,lotissysflagednjoverridden,ccuyear,requestdate,isbillgenerated,userid,importfromscan,s_tires,titleid,note
30805,39,2003-06-23T09:06:38.000,750,,370.0,502,6.5,,2003-06-23T00:00:00.000,,,,,,0.0,702,0,LOC39290,2011-03-29T16:02:34.000,MST117,,,3,,0,336.0,0,0,49,
1994,39,1998-07-20T10:10:04.000,750,,30.0,502,5.5,,1998-07-23T14:23:11.000,,,,,,0.0,702,0,LOC1792,2011-03-29T16:02:34.000,MST117,,,97,,0,680.0,0,0,49,
34197,39,2003-09-08T11:40:06.000,750,,395.0,502,4.5,,2003-09-08T00:00:00.000,,,,,,1.0,702,0,LOC42846,2011-03-29T16:02:34.000,MST117,,,3,,0,664.0,0,0,49,
102218,39,2011-04-05T15:43:04.000,750,,0.0,502,1.0,,2011-04-05T15:43:03.000,,600.0,,600.0,,0.0,702,0,,2011-04-06T00:02:02.000,,WEST BURNSIDE AVENUE,0.0,2011,,0,665.0,0,0,49,FENCED & OPEN
17303,39,2001-03-14T09:53:28.000,750,,,502,6.5,,2001-03-15T00:00:00.000,,,,,,1.0,702,0,LOC22269,2011-03-29T16:02:34.000,MST117,,,0,,0,608.0,0,0,49,
73030,40,2007-12-11T14:47:56.000,750,,,504,6.5,,2007-12-11T00:00:00.000,,,,,,0.0,702,0,LOC75573,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,49,
127534,40,2014-12-01T11:36:20.000,750,,0.0,504,4.5,,2014-12-01T11:36:20.000,,611.0,,611.0,,0.0,702,0,,2014-11-20T00:02:04.000,,WEST TERRACE,0.0,2014,,0,664.0,0,0,49,
23359,39,2002-03-04T15:14:33.000,750,,30.0,504,6.5,,2002-03-04T00:00:00.000,,,,,,,702,0,LOC31199,2011-03-29T16:02:34.000,MST117,,,2,,0,337.0,0,0,49,
5349,40,1999-04-09T08:38:46.000,750,,,502,5.5,,1999-04-20T14:54:05.000,,,,,,0.0,702,0,LOC7690,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
38868,39,2004-03-29T12:20:53.000,750,,,504,6.5,,2004-03-29T00:00:00.000,,,,,,1.0,702,0,LOC47298,2011-03-29T16:02:34.000,MST117,,,4,,0,336.0,0,0,49,
33472,39,2003-11-28T14:26:56.000,750,,,502,6.5,,2003-11-28T00:00:00.000,,,,,,0.0,702,0,LOC42036,2011-03-29T16:02:34.000,MST117,,,3,,0,664.0,0,0,49,
56146,39,2006-01-24T10:47:15.000,750,,,463,6.5,,2006-01-24T10:46:36.000,,,,,,0.0,702,0,LOC61246,2011-03-29T16:02:34.000,MST117,,,5,12/30/2005 20:23:30,0,555.0,0,0,49,
59346,39,2006-06-05T14:51:37.000,750,,,504,5.5,,2006-06-05T14:52:27.000,,,,,,1.0,702,0,LOC63940,2011-03-29T16:02:34.000,MST117,,,6,,0,555.0,0,0,49,
70873,39,2007-09-10T09:16:56.000,750,,,504,6.5,,2007-09-10T00:00:00.000,,,,,,0.0,702,0,LOC73738,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,47,
134539,39,2016-03-02T10:21:44.000,750,,0.0,502,6.5,,2016-03-02T10:21:43.000,1501,605.0,,605.0,,0.0,702,0,,2016-03-18T00:02:04.000,,ROCKAWAY AVENUE,0.0,2016,,0,664.0,0,0,49,
27087,39,2003-01-09T09:13:17.000,750,,,502,3.5,,2003-01-09T00:00:00.000,,,,,,0.0,702,0,LOC35203,2011-03-29T16:02:34.000,MST117,,,2,,1,,0,0,49,
100735,39,2010-12-03T09:37:59.000,750,,0.0,502,6.5,,2010-12-03T09:37:59.000,,600.0,,600.0,,1.0,702,0,,2011-03-29T16:02:34.000,,EAST 149 STREET,0.0,2010,,0,671.0,0,0,49,fenced/locked
64966,39,2007-02-09T09:02:28.000,750,,,502,6.5,,2007-02-09T10:51:43.000,,,,,,0.0,702,0,LOC68816,2011-03-29T16:02:34.000,MST117,,,7,,1,336.0,0,0,49,
54592,39,2005-11-28T14:45:20.000,750,,,504,4.0,,2005-11-28T14:44:30.000,,,,,,0.0,702,0,LOC59813,2011-03-29T16:02:34.000,MST117,,,5,,0,336.0,0,2,49,
93812,39,2010-02-01T11:43:53.000,750,,,504,4.0,,2010-02-01T00:00:00.000,,,,,,0.0,702,0,LOC92893,2011-03-29T16:02:34.000,MST117,,,10,,0,666.0,0,0,49,
35607,40,2003-08-20T09:11:13.000,750,,,504,6.5,,2003-08-21T00:00:00.000,,,,,,1.0,702,0,LOC44129,2011-03-29T16:02:34.000,MST117,,,3,,0,542.0,0,71,49,
77187,39,2008-07-07T14:19:23.000,750,,,504,6.5,,2008-07-07T00:00:00.000,,,,,,0.0,702,0,LOC79334,2011-03-29T16:02:34.000,MST117,,,8,,0,664.0,0,0,49,
10629,39,1999-11-01T10:02:50.000,750,,,502,6.5,,1999-11-01T10:00:54.000,,,,,,0.0,702,0,LOC13221,2011-03-29T16:02:34.000,MST117,,,99,,0,340.0,0,0,49,
73276,39,2007-11-19T10:06:34.000,750,,,504,5.5,,2007-11-19T00:00:00.000,,,,,,0.0,702,0,LOC75777,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,49,
131135,39,2015-08-10T09:26:18.000,750,,0.0,504,6.5,,2015-08-10T09:26:18.000,109-49,605.0,,605.0,,0.0,702,0,,2015-08-04T00:02:07.000,,110 AVENUE,0.0,2015,,0,664.0,0,0,49,
64164,39,2007-04-26T09:17:49.000,750,,,504,6.5,,2007-01-17T08:18:27.000,,,,,,0.0,702,0,LOC68089,2011-03-29T16:02:34.000,MST117,,,6,,0,681.0,0,0,49,
55724,39,2006-01-05T11:39:57.000,750,,,504,6.5,,2006-01-05T11:44:59.000,,,,,,0.0,702,0,LOC60801,2011-03-29T16:02:34.000,MST117,,,5,,0,555.0,0,0,49,
68124,39,2007-06-26T14:13:34.000,750,,,504,6.5,,2007-06-26T00:00:00.000,,,,,,0.0,702,0,LOC71317,2011-03-29T16:02:34.000,MST117,,,7,,0,555.0,0,0,49,
8449,39,1999-12-14T10:23:52.000,750,,,502,6.5,,1999-12-27T11:06:17.000,,,,,,0.0,702,0,LOC8332,2011-03-29T16:02:34.000,MST117,,,99,,0,673.0,0,344,49,
19999,39,2001-07-19T08:43:16.000,750,,395.0,502,6.5,,2001-07-19T00:00:00.000,,,,,,1.0,702,0,LOC26877,2011-03-29T16:02:34.000,MST117,,,1,,0,678.0,0,0,49,
4217,40,1999-07-13T14:32:06.000,750,,,502,2.5,,1999-08-11T09:47:11.000,,,,,,,702,0,LOC11550,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
25421,39,2002-04-25T08:42:05.000,750,,,504,6.5,,2002-05-02T00:00:00.000,,,,,,,702,0,LOC33415,2011-03-29T16:02:34.000,MST117,,,2,,0,623.0,0,458,49,
15981,39,2001-10-30T09:32:23.000,750,,,502,6.5,,2001-10-30T00:00:00.000,,,,,,,702,0,LOC28738,2011-03-29T16:02:34.000,MST117,,,0,,0,680.0,0,0,49,
40493,39,2004-06-23T11:21:26.000,750,,,504,3.0,,2004-06-23T00:00:00.000,,,,,,,702,0,LOC48642,2011-03-29T16:02:34.000,MST117,,,4,,0,542.0,0,0,49,
517,39,1998-03-09T15:09:39.000,750,,,502,5.5,,1998-03-09T15:11:05.000,,,,,,0.0,702,0,LOC622,2011-03-29T16:02:34.000,MST117,,,97,,0,623.0,0,0,49,
47094,39,2005-01-14T11:23:02.000,750,,,463,3.5,,2005-01-14T00:00:00.000,,,,,,0.0,702,0,LOC54039,2011-03-29T16:02:34.000,MST117,,,4,12/23/2004 08:32:36,1,555.0,0,0,49,
68559,40,2007-07-12T10:42:30.000,750,,,463,2.0,,2007-07-12T00:00:00.000,,,,,,0.0,702,0,LOC71712,2011-03-29T16:02:34.000,MST117,,,7,06/04/2007 06:54:08,1,336.0,0,0,49,
55546,39,2006-01-24T10:50:48.000,750,,,504,4.5,,2006-01-24T10:50:03.000,,,,,,0.0,702,0,LOC60611,2011-03-29T16:02:34.000,MST117,,,5,,0,555.0,0,0,49,
13653,39,2000-06-12T10:21:42.000,750,,395.0,502,6.5,,2000-06-15T14:52:10.000,,,,,,1.0,702,0,LOC18084,2011-03-29T16:02:34.000,MST117,,,0,,0,478.0,0,68,49,
19260,39,2001-09-18T10:40:47.000,750,,,502,5.5,,2001-09-18T00:00:00.000,,,,,,,702,0,LOC25595,2011-03-29T16:02:34.000,MST117,,,1,,1,722.0,0,0,49,
60316,39,2006-09-15T14:23:30.000,750,,,504,3.5,,2006-09-15T14:23:08.000,,,,,,0.0,702,0,LOC64729,2011-03-29T16:02:34.000,MST117,,,6,,0,681.0,0,0,49,
50882,39,2005-08-03T13:54:08.000,750,,,504,6.5,,2005-08-01T14:17:55.000,,,,,,,702,0,LOC56853,2011-03-29T16:02:34.000,MST117,,,5,,0,674.0,0,0,49,
75818,39,2008-04-09T14:33:10.000,750,,,502,2.0,,2008-04-09T00:00:00.000,,,,,,0.0,702,0,LOC78131,2011-03-29T16:02:34.000,MST117,,,8,,1,664.0,0,0,49,
40910,39,2004-06-30T11:22:35.000,750,,,504,4.5,,2004-06-30T00:00:00.000,,,,,,0.0,702,0,LOC49013,2011-03-29T16:02:34.000,MST117,,,4,,0,664.0,0,0,49,
22815,39,2002-02-14T10:28:19.000,750,,,502,5.5,,2002-02-14T00:00:00.000,,,,,,0.0,702,0,LOC30646,2011-03-29T16:02:34.000,MST117,,,2,,0,663.0,0,0,49,
59273,40,2006-06-14T11:30:51.000,750,,,502,1.0,,2006-06-14T11:28:49.000,,,,,,0.0,702,0,LOC63856,2011-03-29T16:02:34.000,MST117,,,6,,1,664.0,0,0,49,
35867,39,2003-09-15T11:27:11.000,750,,375.0,504,6.5,,2003-09-15T00:00:00.000,,,,,,,702,0,LOC44372,2011-03-29T16:02:34.000,MST117,,,3,,0,623.0,0,0,49,
54230,39,2005-10-06T09:01:38.000,750,,,504,5.5,,2005-10-06T09:01:23.000,,,,,,0.0,702,0,LOC59425,2011-03-29T16:02:34.000,MST117,,,5,,0,555.0,0,0,49,
17064,40,2001-02-27T14:48:18.000,750,,,502,2.0,,2001-02-27T14:47:20.000,,,,,,0.0,702,0,LOC22793,2011-03-29T16:02:34.000,MST117,,,0,,1,623.0,0,0,47,
131936,39,2015-10-02T14:10:44.000,750,,0.0,504,6.5,,2015-10-02T14:10:44.000,,600.0,,600.0,,0.0,702,0,,2015-09-04T00:02:07.000,,3 AVENUE,0.0,2015,,0,717.0,0,0,49,"LITTER, DEBRIS, HIGH WEEDS"
125041,39,2014-09-05T08:42:04.000,751,CUFFLEY,,463,6.5,,2014-09-05T08:42:04.000,,600.0,,,,0.0,702,0,,2014-08-26T00:02:07.000,,FLATBUSH AVENUE,0.0,2014,06/30/2014 00:00:00,0,670.0,1,0,49,VACANT LOT NEAR ABOVE ADD WITH GARBAGE & HIGH WEEDS WHICH HAS ATTRACTED RODENTS. REQUESTING INVESTIGATION. THANK YOU  BEHALF OF VANDERVEER PL B LOCK ASSOC.
3541,39,1998-06-18T10:25:12.000,750,,,465,5.0,,1998-06-18T10:25:01.000,,,,,,0.0,702,0,LOC1754,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
4118,39,1999-03-17T14:42:41.000,750,,,919,5.5,,1999-04-23T14:36:04.000,,,,,,0.0,702,0,LOC2984,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
67955,39,2007-09-07T11:38:51.000,750,,,504,6.5,,2007-09-07T00:00:00.000,,,,,,0.0,702,0,LOC71184,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,49,
93700,39,2010-01-14T14:41:31.000,750,,,504,4.5,,2010-01-14T00:00:00.000,,,,,,0.0,702,0,LOC92741,2011-03-29T16:02:34.000,MST117,,,10,,0,336.0,0,0,49,
87795,39,2009-06-23T14:51:14.000,750,,,504,6.5,,2009-06-23T00:00:00.000,,,,,,0.0,702,0,LOC87748,2011-03-29T16:02:34.000,MST117,,,9,,0,336.0,0,0,46,
6734,39,1999-04-28T09:57:50.000,750,,,502,6.5,,1999-05-03T14:48:13.000,,,,,,0.0,702,0,LOC7166,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
81878,39,2008-10-29T14:16:06.000,750,,,504,3.5,,2008-10-29T00:00:00.000,,,,,,0.0,702,0,LOC83316,2011-03-29T16:02:34.000,MST117,,,8,,0,336.0,0,0,49,
118715,39,2013-07-02T15:19:57.000,750,,0.0,468,6.5,,2013-06-18T08:52:21.000,,679.0,,679.0,,0.0,702,0,,2013-06-12T00:02:07.000,,LEXINGTON AVENUE,0.0,2013,06/06/2013 10:01:42,0,664.0,0,0,49,REQUEST FROM NYPD 25PCT
22426,39,2002-02-13T10:07:58.000,750,,,502,6.5,,2002-02-13T00:00:00.000,,,,,,0.0,702,0,LOC30158,2011-03-29T16:02:34.000,MST117,,,1,,1,680.0,0,0,49,
107871,40,2011-12-28T15:16:32.000,750,,0.0,504,3.0,,2011-12-28T15:16:32.000,,611.0,,611.0,,0.0,702,0,,2011-12-28T00:02:01.000,,HUNTER AVENUE,0.0,2011,,0,665.0,0,0,49,OPEN ACCESS
123867,40,2014-06-18T11:28:03.000,751,,0.0,502,2.0,,2014-06-18T11:28:03.000,105-20,605.0,,605.0,,0.0,702,0,,2014-06-17T00:02:07.000,,106 AVENUE,0.0,2014,,0,665.0,0,0,49,
118440,39,2013-07-09T12:36:41.000,750,,0.0,463,3.5,,2013-07-09T12:36:41.000,1314,605.0,,0.0,,0.0,702,0,,2013-07-04T00:02:03.000,,EAST  169 STREET,0.0,2013,05/23/2013 00:00:00,0,665.0,1,0,47,ON FINDLAY AVENUE BETWEEN 169TH STREET AND 170TH S TREET THE VACANT LOT CLOS E TO ADDRESS 1318 FINDLAY AVENUE IS DIRTY. NEEDS C LEANING.
9366,39,1999-07-08T12:36:09.000,750,,,502,5.5,,1999-07-21T12:39:06.000,,,,,,0.0,702,0,LOC9273,2011-03-29T16:02:34.000,MST117,,,99,,0,608.0,0,0,49,
11727,39,2000-06-07T09:23:28.000,750,,395.0,502,5.5,,2000-07-03T12:31:02.000,,,,,,0.0,702,0,LOC15295,2011-03-29T16:02:34.000,MST117,,,99,,0,340.0,0,572,49,
10970,39,1999-09-10T11:07:53.000,750,,,504,2.0,,1999-09-10T11:07:43.000,,,,,,,702,0,LOC13649,2011-03-29T16:02:34.000,MST117,,,99,,1,673.0,0,0,49,
50542,39,2005-06-07T09:38:30.000,750,,,463,6.5,,2005-06-07T09:40:34.000,,,,,,1.0,702,0,LOC56722,2011-03-29T16:02:34.000,MST117,,,5,05/20/2005 10:55:47,0,555.0,0,0,49,
588,39,1998-02-10T15:04:49.000,750,,,502,5.5,,1998-02-10T15:04:39.000,,,,,,0.0,702,0,LOC337,2011-03-29T16:02:34.000,MST117,,,97,,0,623.0,0,0,49,
47519,39,2005-03-28T09:35:43.000,750,,,466,1.0,,2005-03-28T00:00:00.000,,,,,,0.0,702,0,LOC54601,2011-03-29T16:02:34.000,MST117,,,5,01/18/2005 09:36:12,1,555.0,0,0,49,
19428,39,2001-06-14T08:16:01.000,750,,,504,0.5,,2001-06-14T00:00:00.000,,,,,,,702,0,LOC26815,2011-03-29T16:02:34.000,MST117,,,1,,0,722.0,0,0,49,
92484,39,2010-01-21T12:32:44.000,750,,,467,2.0,,2010-01-21T00:00:00.000,,,,,,0.0,702,0,LOC91663,2011-03-29T16:02:34.000,MST117,,,9,11/04/2009 10:21:38,1,336.0,0,0,49,
13571,39,2001-02-06T08:46:27.000,750,,,465,2.5,,2001-02-06T08:45:56.000,,,,,,1.0,702,0,LOC23215,2011-03-29T16:02:34.000,MST117,,,0,,0,608.0,0,0,49,
4171,39,1999-02-03T14:22:10.000,750,,30.0,919,6.5,,1999-02-03T14:21:38.000,,,,,,0.0,702,0,LOC3416,2011-03-29T16:02:34.000,MST117,,,98,,0,648.0,0,0,49,
74978,39,2008-02-06T15:14:28.000,750,,,502,6.5,,2008-02-06T00:00:00.000,,,,,,0.0,702,0,LOC77340,2011-03-29T16:02:34.000,MST117,,,8,,0,336.0,0,0,49,
68012,39,2007-07-13T10:43:08.000,750,,,504,6.5,,2007-07-13T00:00:00.000,,,,,,0.0,702,0,LOC71232,2011-03-29T16:02:34.000,MST117,,,7,,0,555.0,0,0,49,
94257,40,2010-03-10T14:23:20.000,750,,,502,6.5,,2010-03-10T00:00:00.000,,,,,,0.0,702,0,LOC93275,2011-03-29T16:02:34.000,MST117,,,10,,0,664.0,0,0,46,
6020,40,1999-02-24T10:24:23.000,750,,,465,5.5,,1999-03-02T09:46:06.000,,,,,,0.0,702,0,LOC6209,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,64,49,
7418,39,2000-02-17T10:30:09.000,750,,,465,2.0,,2000-02-17T10:32:25.000,,,,,,,702,0,LOC11441,2011-03-29T16:02:34.000,MST117,,,99,,1,608.0,0,0,381,
12178,39,2000-04-04T09:03:00.000,750,,,502,4.5,,2000-04-12T10:39:09.000,,,,,,0.0,702,0,LOC15524,2011-03-29T16:02:34.000,MST117,,,99,,0,469.0,0,250,49,
63596,39,2006-12-11T14:36:33.000,750,,,504,4.5,,2006-12-11T14:35:40.000,,,,,,0.0,702,0,LOC67633,2011-03-29T16:02:34.000,MST117,,,6,,0,681.0,0,0,49,
99061,39,2010-09-13T13:23:40.000,750,,,504,3.0,,2010-09-13T00:00:00.000,,,,600.0,,0.0,702,0,LOC97073,2011-03-29T16:02:34.000,MST117,,,10,,0,336.0,0,0,49,
6059,39,1998-10-29T14:44:40.000,750,,375.0,498,6.5,,1998-10-29T14:43:54.000,,,,,,0.0,702,0,LOC5852,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
10992,39,1999-08-30T08:48:56.000,750,,,504,2.5,,1999-09-07T08:25:16.000,,,,,,0.0,702,0,LOC14194,2011-03-29T16:02:34.000,MST117,,,99,,0,673.0,0,0,49,
10480,39,1999-12-10T11:06:48.000,750,,,502,4.0,,2000-01-07T10:09:17.000,,,,,,1.0,702,0,LOC13091,2011-03-29T16:02:34.000,MST117,,,99,,0,340.0,0,32,49,
94868,39,2010-04-20T14:09:17.000,750,,,504,6.5,,2010-04-20T00:00:00.000,,,,,,0.0,702,0,LOC93795,2011-03-29T16:02:34.000,MST117,,,10,,0,336.0,0,0,49,
20089,39,2001-08-27T09:35:12.000,750,,,502,6.5,,2001-08-28T00:00:00.000,,,,,,0.0,702,0,LOC26991,2011-03-29T16:02:34.000,MST117,,,1,,0,623.0,0,0,49,
8465,39,1999-11-05T11:48:24.000,750,,,502,6.5,,1999-11-08T10:28:23.000,,,,,,1.0,702,0,LOC8623,2011-03-29T16:02:34.000,MST117,,,99,,0,608.0,0,0,49,
5609,40,1998-10-09T08:26:17.000,750,,,504,6.5,,1998-10-19T08:47:52.000,,,,,,0.0,702,0,LOC5642,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
68380,40,2007-07-03T11:26:21.000,750,,,504,6.5,,2007-07-05T00:00:00.000,,,,,,0.0,702,0,LOC71515,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,49,
64514,39,2006-12-26T08:39:10.000,750,,,504,6.5,,2006-12-26T08:38:34.000,,,,,,0.0,702,0,LOC68392,2011-03-29T16:02:34.000,MST117,,,6,,0,336.0,0,0,49,
70861,39,2007-09-14T15:01:37.000,750,,,502,5.5,,2007-09-14T00:00:00.000,,,,,,0.0,702,0,LOC73699,2011-03-29T16:02:34.000,MST117,,,7,,0,664.0,0,0,49,
41938,39,2004-07-26T12:18:10.000,750,,,502,1.0,,2004-07-26T00:00:00.000,,,,,,1.0,702,0,LOC49898,2011-03-29T16:02:34.000,MST117,,,4,,0,663.0,0,0,49,
62139,39,2006-12-08T14:50:12.000,750,,,504,1.0,,2006-12-08T14:49:07.000,,,,,,0.0,702,0,LOC66313,2011-03-29T16:02:34.000,MST117,,,6,,1,663.0,0,0,46,
108577,39,2012-01-12T12:39:13.000,750,,0.0,502,5.5,,2012-01-12T12:39:13.000,,600.0,,600.0,,0.0,702,0,,2012-01-07T00:02:02.000,,STANLEY AVENUE,0.0,2011,,0,685.0,0,0,47,FENCED & LOCKED
72151,39,2007-11-02T14:50:22.000,750,,,504,6.5,,2007-11-02T00:00:00.000,,,,,,0.0,702,0,LOC74770,2011-03-29T16:02:34.000,MST117,,,7,,0,336.0,0,0,49,
20095,39,2001-06-21T09:04:13.000,750,,,502,2.0,,2001-06-22T00:00:00.000,,,,,,,702,0,LOC27118,2011-03-29T16:02:34.000,MST117,,,1,,0,678.0,0,0,49,
113499,39,2012-09-05T11:11:18.000,750,,0.0,504,6.5,,2012-09-05T11:11:18.000,,600.0,,600.0,,0.0,702,0,,2012-09-01T00:02:03.000,,NYCTA SUBWAY,0.0,2012,,0,685.0,0,0,49,
53078,39,2005-09-01T14:27:11.000,750,,,504,5.5,,2005-09-01T14:32:06.000,,,,,,0.0,702,0,LOC58518,2011-03-29T16:02:34.000,MST117,,,5,,0,336.0,0,0,49,
9818,39,1999-06-30T11:06:32.000,750,,,504,6.5,,1999-07-12T12:42:49.000,,,,,,,702,0,LOC11293,2011-03-29T16:02:34.000,MST117,,,99,,0,673.0,0,107,49,
47320,39,2005-04-25T11:36:17.000,750,,,502,5.5,,2005-04-25T00:00:00.000,,,,,,0.0,702,0,LOC54235,2011-03-29T16:02:34.000,MST117,,,5,,0,555.0,0,0,49,
4118,39,1999-03-17T10:15:28.000,750,,,919,6.5,,1999-04-23T14:36:04.000,,,,,,0.0,702,0,LOC2984,2011-03-29T16:02:34.000,MST117,,,98,,0,680.0,0,0,49,
50478,39,2005-06-16T09:15:44.000,750,,,463,5.5,,2005-06-16T09:15:20.000,,,,,,0.0,702,0,LOC56657,2011-03-29T16:02:34.000,MST117,,,5,05/19/2005 07:44:15,0,664.0,0,0,49,
113569,40,2012-10-16T13:22:33.000,750,,0.0,471,2.0,,2012-10-16T13:22:33.000,,611.0,,678.0,,0.0,702,0,,2012-10-16T00:02:03.000,,EAST   23 STREET,0.0,2012,08/23/2012 12:15:41,1,664.0,0,0,49,
68864,39,2007-10-16T10:35:09.000,750,,,504,5.5,,2007-10-16T00:00:00.000,,,,,,0.0,702,0,LOC71974,2011-03-29T16:02:34.000,MST117,,,7,,0,555.0,0,0,46,
76403,40,2008-04-24T10:29:10.000,750,,,504,6.5,,2008-04-24T00:00:00.000,,,,,,0.0,702,0,LOC78644,2011-03-29T16:02:34.000,MST117,,,8,,0,336.0,0,0,49,
40997,39,2004-06-01T09:41:39.000,750,,,504,2.0,,2004-06-01T00:00:00.000,,,,,,,702,0,LOC49038,2011-03-29T16:02:34.000,MST117,,,4,,1,542.0,0,4,49,
2854,39,1998-07-02T14:30:02.000,750,,,502,2.0,,1998-07-22T10:53:10.000,,,,,,0.0,702,0,LOC1357,2011-03-29T16:02:34.000,MST117,,,98,,0,623.0,0,0,49,
39973,40,2004-05-10T09:50:02.000,750,,,504,6.5,,2004-05-10T00:00:00.000,,,,,,0.0,702,0,LOC48120,2011-03-29T16:02:34.000,MST117,,,4,,0,664.0,0,70,49,
108980,39,2012-02-06T11:21:18.000,750,,0.0,504,3.5,,2012-02-06T11:21:18.000,,612.0,,612.0,,0.0,702,0,,2012-02-01T00:02:02.000,,EAST 170 STREET,0.0,2012,,0,685.0,0,0,47,FENCED W/ OPEN GATE
59519,39,2006-07-10T12:28:20.000,750,,,504,6.5,,2006-07-10T12:29:02.000,,,,,,0.0,702,0,LOC64062,2011-03-29T16:02:34.000,MST117,,,6,,0,555.0,0,0,49,
73986,39,2008-01-15T10:34:23.000,750,,,463,6.5,,2008-01-15T00:00:00.000,,,,,,0.0,702,0,LOC76438,2011-03-29T16:02:34.000,MST117,,,7,12/04/2007 07:25:38,0,664.0,0,0,49,
2921,39,1998-04-03T13:58:12.000,750,,,502,6.5,,1998-06-12T00:01:33.000,,,,,,0.0,702,0,LOC1284,2011-03-29T16:02:34.000,MST117,,,98,,0,612.0,0,0,49,
119922,39,2013-09-30T14:33:56.000,750,,0.0,504,6.5,,2013-09-30T14:33:56.000,,600.0,,600.0,,0.0,702,0,,2013-09-26T00:02:03.000,,THROOP AVENUE,0.0,2013,,0,686.0,0,0,49,
78221,39,2008-07-14T10:22:20.000,750,,,504,2.5,,2008-07-14T00:00:00.000,,,,,,0.0,702,0,LOC80260,2011-03-29T16:02:34.000,MST117,,,8,,0,664.0,0,0,49,
