asset_id,assembly_d,asset_widt,dep_cont_1,borough,asset_x_co,the_geom,city_counc,project_na,tree_commo
100015.0,54.0,5.0,1,Brooklyn,1016497.42,"{'type': 'Point', 'coordinates': [-73.88373640842443, 40.679806675621045]}",37.0,EDC 26W-005 Phase 1,
141907.0,37.0,5.0,1,Queens,1005518.252,"{'type': 'Point', 'coordinates': [-73.92325354833255, 40.73779712255567]}",26.0,DDC BB Cluster (BB-009),
155710.0,34.0,4.0,1,Queens,1020102.17,"{'type': 'Point', 'coordinates': [-73.87059781118909, 40.753070746702825]}",21.0,OGI Design Area 3 (BB-008),
173705.0,40.0,4.0,1,Queens,1035918.43733,"{'type': 'Point', 'coordinates': [-73.8134842224763, 40.762871854912994]}",20.0,DDC TI-010 Phase 1,
115493.0,30.0,4.5,3,Queens,1009682.16141,"{'type': 'Point', 'coordinates': [-73.9082132205222, 40.748586418672105]}",26.0,OGI BB-005 (GI-DCM-TOC) Phase 3,
188028.0,27.0,4.5,4,Queens,1034595.02,"{'type': 'Point', 'coordinates': [-73.81832621572052, 40.73917521831447]}",20.0,DDC TI-010 Phase 4,
146995.0,25.0,4.5,4,Queens,1037044.08,"{'type': 'Point', 'coordinates': [-73.80948447300725, 40.74061329238282]}",20.0,DDC TI-010 Phase 4,
183422.0,56.0,5.0,1,Brooklyn,1002456.8545,"{'type': 'Point', 'coordinates': [-73.93435866731693, 40.67885333025287]}",36.0,DDC NCB-014,
150729.0,55.0,5.0,3,Brooklyn,1008996.57,"{'type': 'Point', 'coordinates': [-73.91080858479083, 40.658203640188084]}",41.0,EDC 26W-003 (Fresh Creek) Phase 3,Thornless Common Honeylocust
160498.0,28.0,4.0,3,Queens,1025018.4,"{'type': 'Point', 'coordinates': [-73.85294554109053, 40.71138429639723]}",29.0,OGI Design Area 2 (BB-006),
134461.0,60.0,3.5,3,Brooklyn,1023350.54,"{'type': 'Point', 'coordinates': [-73.85905031904412, 40.669444470923295]}",42.0,EDC 26W-005 Phase 3,
107166.0,25.0,4.0,1,Queens,1040203.56917,"{'type': 'Point', 'coordinates': [-73.79804280804841, 40.75385726175768]}",20.0,DDC TI-010 Phase 1,Green Mountain Linden
151317.0,58.0,4.5,3,Brooklyn,1009838.17,"{'type': 'Point', 'coordinates': [-73.9077810824577, 40.654016887058866]}",42.0,EDC 26W-003 (Fresh Creek) Phase 3,Green Hawthorn
