location_code,primary_address_line_1,school_support_team_name,open_date,beds_number,nta_name,longitude,principal_title
M570,120 WEST  30 STREET,School Support Team 2- Manhattan,1999-07-01T00:00:00.000,310200011570,Midtown-Midtown South,40.747425,Principal
X443,1116 SHERIDAN AVENUE,School Support Team 8- Bronx,2009-07-01T00:00:00.000,320900010443,East Concourse-Concourse Village,40.831873,Principal
K486,242 HOYT STREET,,2012-07-01T00:00:00.000,331500861016,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,40.68291,PRINCIPAL
X224,345 BROOK AVENUE,School Support Team 6- Bronx,2003-07-01T00:00:00.000,320700010224,Mott Haven-Port Morris,40.810314,Principal
X449,250 EAST 164 STREET,School Support Team 10- Bronx,2009-07-01T00:00:00.000,320900010449,East Concourse-Concourse Village,40.828009,Principal
M008,465 WEST 167 STREET,School Support Team 7- Manhattan,1995-07-01T00:00:00.000,310600010008,Washington Heights South,40.839235,Principal
M334,100 WEST  77 STREET,School Support Team 5- Manhattan,2005-07-01T00:00:00.000,310300010334,Upper West Side,40.780536,Principal
K020,225 ADELPHI STREET,School Support Team 3- Brooklyn North,1951-07-01T00:00:00.000,331300010020,Fort Greene,40.690742,Principal
X019,4318 KATONAH AVENUE,School Support Team 9- Bronx,1925-07-01T00:00:00.000,321100010019,Woodlawn-Wakefield,40.899351,Principal
K131,4305 FT HAMILTON PARKWAY,School Support Team 5- Brooklyn North,1901-07-01T00:00:00.000,331500010131,Borough Park,40.640728,I.A. Principal
K633,1600 ROCKAWAY PARKWAY,School Support Team 1- Brooklyn South,2008-07-01T00:00:00.000,331800011633,Canarsie,40.640543,Principal
M167,220 EAST  76 STREET,School Support Team 4- Manhattan,1956-07-01T00:00:00.000,310200010167,Lenox Hill-Roosevelt Island,40.771541,Principal
K583,999 JAMAICA AVENUE,School Support Team 3- Brooklyn North,2007-07-01T00:00:00.000,331900011583,park-cemetery-etc-Brooklyn,40.693002,Principal
K218,370 FOUNTAIN AVENUE,School Support Team 6- Brooklyn North,1964-07-01T00:00:00.000,331900010218,East New York,40.67002,I.A. Principal
X035,261 EAST 163 STREET,School Support Team 8- Bronx,1903-07-01T00:00:00.000,320900010035,East Concourse-Concourse Village,40.828009,Principal
X306,40 WEST TREMONT AVENUE,School Support Team 3- Bronx,1994-07-01T00:00:00.000,321000010306,University Heights-Morris Heights,40.850722,Principal
K265,101 PARK AVENUE,School Support Team 3- Brooklyn North,1958-07-01T00:00:00.000,331300010265,Fort Greene,40.697177,Principal
X237,120 WEST 231 STREET,School Support Team 1- Bronx,2004-09-08T00:00:00.000,321000011237,Van Cortlandt Village,40.875636,Principal
X080,149 EAST MOSHOLU PKWY N,School Support Team 4- Bronx,1925-07-01T00:00:00.000,321000010080,Norwood,40.876819,Principal
M333,154 WEST  93 STREET,School Support Team 5- Manhattan,1999-07-01T00:00:00.000,310300010333,Upper West Side,40.791395,Principal
K576,6565 FLATLANDS AVENUE,School Support Team 1- Brooklyn South,2007-07-01T00:00:00.000,331800011576,Canarsie,40.634451,Principal
K508,510 WAVERLY AVENUE,,2006-07-01T00:00:00.000,331300860902,Clinton Hill,40.682422,Principal
M422,351 WEST  18 STREET,School Support Team 3- Affinity Group,2009-07-01T00:00:00.000,310200011422,Hudson Yards-Chelsea-Flatiron-Union Square,40.743407,Principal
X531,1827 ARCHER STREET,School Support Team 5- Bronx,2011-07-01T00:00:00.000,321200010531,West Farms-Bronx River,40.838151,Principal
M423,650 ACADEMY STREET,School Support Team 2- Manhattan,2009-07-01T00:00:00.000,310600011423,Marble Hill-Inwood,40.865556,Principal
X434,500 EAST FORDHAM ROAD,School Support Team 2- Affinity Group,2001-07-01T00:00:00.000,321000011434,Belmont,40.859466,Principal
X236,1871 WALTON AVENUE,School Support Team 10- Bronx,1971-07-01T00:00:00.000,320900010236,Mount Hope,40.848907,Principal
M458,198 FORSYTH STREET,School Support Team 5- Affinity Group,2010-07-01T00:00:00.000,310100011458,Chinatown,40.722415,Principal
X327,1501 JEROME AVENUE,School Support Team 10- Bronx,1999-07-01T00:00:00.000,320900010327,West Concourse,40.842503,Principal
M174,40 IRVING PLACE,,2013-07-01T00:00:00.000,310200861042,Gramercy,40.735361,Principal
X413,240 EAST 172 STREET,School Support Team 2- Bronx,2001-07-01T00:00:00.000,320900011413,East Concourse-Concourse Village,40.839307,Principal
K301,344 MONROE STREET,School Support Team 3- Brooklyn North,2002-07-01T00:00:00.000,331300010301,Bedford,40.685653,Principal
_X600,333 EAST 151 STREET,School Support Team 2- Affinity Group,1932-07-01T00:00:00.000,320700011600,Melrose South-Mott Haven North,40.818645,Principal
M165,234 WEST 109 STREET,School Support Team 5- Manhattan,1898-07-01 00:00:00.000,310300010165,Morningside Heights,40.802653,Principal
K504,400 PENNSYLVANIA AVENUE,School Support Team 1- Brooklyn North,2004-09-08T00:00:00.000,331900011504,East New York (Pennsylvania Ave),40.666868,Principal
M096,216 EAST 120 STREET,School Support Team 6- Manhattan,1964-07-01T00:00:00.000,310400010096,East Harlem North,40.79969,I.A. Principal
M859,129 WEST  67 STREET,School Support Team 5- Manhattan,2001-07-01T00:00:00.000,310300011859,Lincoln Square,40.775256,Principal
K366,965 EAST 107TH STREET,School Support Team 3- Brooklyn South,2009-07-01T00:00:00.000,331800010366,Canarsie,40.647396,Principal
X350,240 EAST 172 STREET,School Support Team 1- Bronx,2013-07-01T00:00:00.000,320900011350,East Concourse-Concourse Village,40.839307,Principal
