violationid,novdescription,longitude,approveddate,newcertifybydate,bbl,boroid,buildingid,story,apartment,currentstatusdate
10262011,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.894768,2014-06-01T00:00:00.000,,3038210051.0,3,369279,3,6,2015-06-23T00:00:00.000
10201118,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... WALLS AND CEILING IN THE FOYER LOCATED AT APT 1, 1st STORY, APARTMENT AT SOUTH",-73.927883,2014-04-11T00:00:00.000,,4008990023.0,4,403190,1,1,2014-04-14T00:00:00.000
14251618,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDâS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",,2021-04-16T00:00:00.000,,,1,805012,,,2021-04-28T00:00:00.000
10601330,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",-73.941517,2015-03-02T00:00:00.000,,3012090045.0,3,808657,,,2024-11-12T00:00:00.000
10003867,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CIELING IN THE BATHROOM LOCATED AT APT 3A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",-73.884848,2013-10-15T00:00:00.000,,2031030026.0,2,49163,1,3A,2014-05-21T00:00:00.000
10013160,§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING A MINIMUM OF 100 WATTS INCANDESCENT LIGHT REQUIRED. LIGHT FIXTURE PRESENT.,-73.863995,2013-10-22T00:00:00.000,,2046540021.0,2,68995,0,,2023-09-10T00:00:00.000
10200174,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT D100, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.998655,2014-04-08T00:00:00.000,,3002580017.0,3,807987,3,D100,2014-08-04T00:00:00.000
10400666,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 67, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT WEST",-73.952457,2014-10-01T00:00:00.000,,1018220024.0,1,28108,6,67,2015-05-15T00:00:00.000
10360420,"§ 27-2010, 2011, 2012 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE WEST YARD",-73.894768,2014-08-28T00:00:00.000,,3038210051.0,3,369279,0,,2015-06-03T00:00:00.000
10105508,§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BASE BOARD RADIATOR IN THE 2nd ROOM FROM NORTH LOCATED AT APT 5C,-73.740966,2014-01-22T00:00:00.000,,4111040083.0,4,605016,0,5C,2014-09-17T00:00:00.000
10092630,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL, SOUTH WALL IN THE PRIVATE HALLWAY LOCATED AT APT 4D, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.889927,2014-01-10T00:00:00.000,,2030540012.0,2,92622,4,4D,2014-04-29T00:00:00.000
10084919,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING LOCATED AT APT 3B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.889927,2014-01-05T00:00:00.000,,2030540012.0,2,92622,2,3B,2018-09-12T00:00:00.000
10250880,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE REFRIDGERATOR IN THE KITCHEN LOCATED AT APT C19G, 19th STORY",-73.955991,2014-05-22T00:00:00.000,,1020019005.0,1,929106,19,C19G,2014-09-02T00:00:00.000
10030582,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT D23H, 23rd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.955485,2013-11-12T00:00:00.000,,1020019005.0,1,929108,23,D23H,2014-06-02T00:00:00.000
16138094,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING AT PUBLIC HALL, 3rd STORY",,2023-08-04T00:00:00.000,,,3,375411,3,,2023-08-07T00:00:00.000
10262007,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE THE 3RD TREAD FROM BOTTEM , 1ST STORY PUBLIC HALL VESTIBULE",-73.894768,2014-06-01T00:00:00.000,,3038210051.0,3,369279,0,,2015-06-03T00:00:00.000
10261028,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE SINK BASE CABINETS IN THE KITCHEN LOCATED AT APT A4J, 4th STORY, 4th APARTMENT FROM WEST AT NORTH",-73.955991,2014-06-02T00:00:00.000,,1020019005.0,1,929104,4,A4J,2021-04-29T00:00:00.000
10555103,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE DOOR COMING OFF HINGES IN THE PRIVATE HALLWAY LOCATED AT APT 6F, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",-73.9068,2015-02-16T00:00:00.000,,2027910005.0,2,96768,6,6F,2016-06-24T00:00:00.000
10251813,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 6; WG TO REPLACE = 0; WG TO REPAIR = 1; IN THE ENTIRE APARTMENT LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.894768,2014-05-24T00:00:00.000,,3038210051.0,3,369279,3,6,2014-07-21T00:00:00.000
10024593,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 1st ROOM FROM EAST LOCATED AT APT 21, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",-73.914238,2013-11-06T00:00:00.000,,2024330054.0,2,78266,1,21,2015-07-22T00:00:00.000
10241388,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). -INOPERATIVE- LOCATED AT APT C061, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.998475,2014-05-14T00:00:00.000,,3002580017.0,3,807988,2,C061,2015-08-25T00:00:00.000
10036569,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING DOOR TO ROOM WITH FIRE ESCAPE WINDOW LOCKED LOCATED AT APT 4P, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",-73.952527,2013-11-15T00:00:00.000,,3012470070.0,3,374135,4,4P,2025-06-12T00:00:00.000
10239893,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE KITCHENETTE LOCATED AT APT C061, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.998475,2014-05-14T00:00:00.000,,3002580017.0,3,807988,2,C061,2015-08-25T00:00:00.000
10387036,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3E, 3rd STORY, APARTMENT AT WEST , SECTION AT EAST",-73.956732,2014-09-18T00:00:00.000,,3051860038.0,3,233514,3,3E,2015-02-20T00:00:00.000
10147164,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 6, 3rd STORY, 2nd APARTMENT FROM WEST AT NORTH",-73.909725,2014-02-23T00:00:00.000,,4013230006.0,4,443649,3,6,2015-10-21T00:00:00.000
10065726,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.953738,2013-12-15T00:00:00.000,,1014510030.0,1,196,3,2C,2013-12-20T00:00:00.000
10189875,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED LIVE ELECTRICAL WIRES AT CEILING AT PUBLIC HALL, 1st STORY, SECTION AT WEST",-73.92155,2014-03-29T00:00:00.000,,1022210022.0,1,43667,1,,2014-04-18T00:00:00.000
10292030,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE 1st DOOR FROM EAST AT SOUTH WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 4J, 3rd STORY, 7th APARTMENT FROM WEST AT NORTH",-73.949823,2014-06-30T00:00:00.000,,1020960017.0,1,27340,3,4J,2015-04-30T00:00:00.000
10052470,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK CEILING IN THE BATHROOM LOCATED AT APT 11B, 11th STORY",-73.957073,2013-12-03T00:00:00.000,,3013020001.0,3,807750,11,11B,2014-01-02T00:00:00.000
10067036,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN FOYER AND IN THE 1st LIVING ROOM FROM EAST AT SOUTH LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.909725,2013-12-16T00:00:00.000,,4013230006.0,4,443649,3,6,2015-10-21T00:00:00.000
10113739,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING, WEST WALL, EAST WALL IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2014-05-30T00:00:00.000
10125936,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT E, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.895477,2014-02-07T00:00:00.000,,2033170043.0,2,806834,2,E,2014-05-19T00:00:00.000
10315193,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING AND EAST WALL AT PUBLIC HALL, 2nd STORY",-73.740966,2014-07-18T00:00:00.000,,4111040083.0,4,605016,2,,2014-09-17T00:00:00.000
11273014,"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING COVER ON CABLE OUTLET AT SOUTH WALL IN THE 4th ROOM FROM NORTH AT WEST LOCATED AT APT 3R, 3rd STORY, APARTMENT AT SOUTH",-73.86032,2016-06-15T00:00:00.000,,2046690071.0,2,823210,3,3R,2016-12-12T00:00:00.000
10125933,"§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM WINDOW TO FIRE ESCAPE OR PROVIDE APPROVED TYPE GATE ... IN THE 2nd ROOM FROM EAST LOCATED AT APT E, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.895477,2014-02-07T00:00:00.000,,2033170043.0,2,806834,2,E,2014-05-19T00:00:00.000
10292031,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE 1st RISER FROM WEST AT NORTH WALL, 1st RADIATOR FROM NORTH AT EAST WALL IN THE 2nd ROOM FROM NORTH LOCATED AT APT 4J, 3rd STORY, 7th APARTMENT FROM WEST AT NORTH",-73.949823,2014-06-30T00:00:00.000,,1020960017.0,1,27340,3,4J,2015-04-30T00:00:00.000
10113987,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) EAST WALL IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2016-03-28T00:00:00.000
10630402,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND WALLS IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, 3rd APARTMENT FROM NORTH AT EAST",-73.917891,2015-03-16T00:00:00.000,,2028770516.0,2,122162,1,1A,2015-07-02T00:00:00.000
10054291,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st WINDOW FRAME FROM EAST AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 2, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.894768,2013-12-04T00:00:00.000,,3038210051.0,3,369279,1,2,2015-06-26T00:00:00.000
10171812,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.940928,2014-03-15T00:00:00.000,,1021390204.0,1,21790,3,3D,2015-09-03T00:00:00.000
10615639,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX .. AT PUBLIC HALL, 1st STORY",-73.894768,2015-03-05T00:00:00.000,,3038210051.0,3,369279,1,,2015-06-03T00:00:00.000
10200232,"§ 300 M/D LAW FILE PLANS AND APPLICATION AND LEGALIZE THE FOLLOWING ALTERATION OR RESTORE TO THE LEGAL CONDITION EXISTING PRIOR TO THE MAKING OF SAID ALTERATION SUSPENDED CEILING IN THE KITCHEN LOCATED AT APT D100, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",-73.998655,2014-04-08T00:00:00.000,,3002580017.0,3,807987,3,D100,2015-08-25T00:00:00.000
10136586,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM NORTH AT EAST WALL IN THE 4th ROOM FROM EAST LOCATED AT APT 3G, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT EAST",-73.963567,2014-02-13T00:00:00.000,,3067230001.0,3,189592,3,3G,2016-10-06T00:00:00.000
10076931,"§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM , DOOR LOCKED AT BASEMENT",-73.884848,2013-12-30T00:00:00.000,,2031030026.0,2,49163,0,,2014-05-15T00:00:00.000
10234968,"§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT RANGE IN THE ENTIRE APARTMENT LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''864''",-73.857232,2014-05-08T00:00:00.000,,2046790073.0,2,69315,3,3F,2014-05-28T00:00:00.000
10121546,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM WEST AT NORTH WALL, EAST WALL IN THE KITCHEN LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.904652,2014-02-03T00:00:00.000,2014-03-23T00:00:00.000,2028910059.0,2,56981,3,3B,2014-03-20T00:00:00.000
10525665,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",-73.948414,2015-02-02T00:00:00.000,,1020760046.0,1,41989,3,3C,2015-10-02T00:00:00.000
10260948,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE FLOOR TILE IN THE KITCHEN LOCATED AT APT D30C, 30th STORY, 1st APARTMENT FROM WEST AT NORTH",-73.955485,2014-06-02T00:00:00.000,,1020019005.0,1,929108,30,D30C,2014-08-27T00:00:00.000
10113750,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE REGLAZE THE PORCELAIN PAINT AT BATHTUB IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2014-05-30T00:00:00.000
10241454,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE AND/OR DRY ROTTED WOOD FLOOR IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT C061, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.998475,2014-05-14T00:00:00.000,,3002580017.0,3,807988,2,C061,2017-04-06T00:00:00.000
10203025,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",-74.013614,2014-04-10T00:00:00.000,,3005650001.0,3,225496,3,3D,2021-06-11T00:00:00.000
10221131,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE LOCATED AT APT 3L, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.940072,2014-04-26T00:00:00.000,,3015790021.0,3,288941,3,3L,2016-06-06T00:00:00.000
10542572,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 44, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.952457,2015-02-05T00:00:00.000,,1018220024.0,1,28108,4,44,2015-05-28T00:00:00.000
10106349,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",-73.884848,2014-01-24T00:00:00.000,,2031030026.0,2,49163,1,,2014-05-15T00:00:00.000
10531138,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",-73.948542,2015-02-03T00:00:00.000,,1019050022.0,1,38795,,,2023-12-22T00:00:00.000
10111024,"§ 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. LOCATED AT APT 2, 2nd STORY, APARTMENT AT EAST",-73.935327,2014-01-28T00:00:00.000,,3031600019.0,3,335678,2,2,2017-07-27T00:00:00.000
10277574,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",-73.949823,2014-06-14T00:00:00.000,,1020960017.0,1,27340,3,3A,2014-07-23T00:00:00.000
10113985,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL, EAST WALL, WEST WALL IN THE 2nd PRIVATE HALLWAY FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2016-03-28T00:00:00.000
10179635,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE HANDRAIL AT PUBLIC HALL STAIRS, 2nd STORY",-73.940928,2014-03-20T00:00:00.000,,1021390204.0,1,21790,2,,2015-08-25T00:00:00.000
10031871,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE KITCHEN LOCATED AT APT 4C, 4th STORY, 4th APARTMENT FROM WEST AT NORTH",-73.900158,2013-11-10T00:00:00.000,,2031570064.0,2,107771,4,4C,2014-01-27T00:00:00.000
10204241,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CLOSET DOOR IN THE KITCHEN LOCATED AT APT D9A, 9th STORY, 3rd APARTMENT FROM SOUTH AT WEST",-73.955991,2014-04-11T00:00:00.000,,1020019005.0,1,929104,9,D9A,2019-12-13T00:00:00.000
10256180,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOWER SASH WINDOW BALANCE IN THE 3rd ROOM FROM EAST LOCATED AT APT C12G, 12th STORY, 5th APARTMENT FROM EAST AT SOUTH",-73.955991,2014-05-27T00:00:00.000,,1020019005.0,1,929106,12,C12G,2014-09-12T00:00:00.000
10125935,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE ... IN THE ENTRANCE LOCATED AT APT E, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.895477,2014-02-07T00:00:00.000,,2033170043.0,2,806834,2,E,2014-05-19T00:00:00.000
10293814,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM SOUTH AT WEST WALL IN THE 2nd BATHROOM FROM NORTH LOCATED AT APT 4J, 3rd STORY, 7th APARTMENT FROM WEST AT NORTH",-73.949823,2014-06-30T00:00:00.000,2014-08-17T00:00:00.000,1020960017.0,1,27340,3,4J,2018-02-21T00:00:00.000
10118578,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE EAST WALL IN THE 4th ROOM FROM EAST AT SOUTH LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.904652,2014-02-03T00:00:00.000,,2028910059.0,2,56981,3,3B,2014-05-29T00:00:00.000
1079048,"§ 27-2013 ADM CODE REMOVE OR COVER IN A MANNER APPROVED BY THE DEPARTMENT THE PEELING LEAD PAINT AND BROKEN PLASTER BATHROOM CEILING 1 STY APT 1R JULIA LUCCI NO PHONE ER1 5549 , SECTION '' ''",-73.99785,1998-06-20T00:00:00.000,,3062480039.0,3,173292,,1R,2024-09-10T00:00:00.000
10113429,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE SINK BASE CABINET IN THE KITCHEN LOCATED AT APT 4R, 4th STORY, APARTMENT AT WEST",-73.940072,2014-01-30T00:00:00.000,,3015790021.0,3,288941,4,4R,2014-05-01T00:00:00.000
10128084,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) SOUTH WALL IN THE BATHROOM LOCATED AT APT 2J, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST",-73.907301,2014-02-08T00:00:00.000,,2032370145.0,2,108478,2,2J,2020-03-05T00:00:00.000
10113745,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING, SOUTH WALL, EAST WALL IN THE 6th ROOM FROM EAST LOCATED AT APT 1GH, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.917891,2014-01-29T00:00:00.000,,2028770516.0,2,122162,1,1GH,2014-05-30T00:00:00.000
10262015,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE CLOSET DOOR AT NORTH WALL IN THE FOYER LOCATED AT APT 6, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",-73.894768,2014-06-01T00:00:00.000,,3038210051.0,3,369279,3,6,2015-06-17T00:00:00.000
10011144,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 1L, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",-73.997235,2013-10-20T00:00:00.000,,3003510016.0,3,355579,1,1L,2020-11-30T00:00:00.000
10062341,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE CERAMIC FLOOR TILES IN THE PRIVATE HALLWAY LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",-73.895477,2013-12-13T00:00:00.000,,2033170043.0,2,806834,1,B,2014-01-06T00:00:00.000
13955140,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT PUBLIC HALL BULKHEAD TO ROOF , SECTION AT EAST",-73.959888,2020-12-24T00:00:00.000,,3050310006.0,3,332080,0,,2021-03-15T00:00:00.000
