property_id,community_board,fuel_oil_5_6_use_kbtu,green_power_onsite_kwh,hospital_general_medical_12,multifamily_housing_number_2,performing_arts_gross_floor,electricity_use_generated_1,property_gfa_calculated_1,energy_star_score,estimated_data_flag,district_hot_water_use_kbtu,national_median_source_eui,library_gross_floor_area,water_use_intensity_all_water,data_center_it_energy,other_number_of_computers,data_center_it_equipment,occupancy,district_steam_use_kbtu,office_percent_that_can_be_1,census_tract,percent_of_electricity_that,year_built,food_sales_gross_floor_area,hospital_general_medical,site_eui_kbtu_ft,hospital_general_medical_8,hospital_general_medical_14,hospital_general_medical_5,electricity_use_grid_purchase_1,municipally_supplied_potable_2,difference_from_national_3,source_energy_use_kbtu,alert_gross_floor_area_is,percent_of_total_electricity,outdoor_water_use_all_water,egrid_output_emissions_rate,medical_office_weekly,multifamily_housing_total_1,fuel_oil_1_use_kbtu,financial_office_weekly,hospital_general_medical_1,national_median_source_energy,multifamily_housing_government,estimated_values_energy,data_quality_checker_date,hotel_worker_density_number,medical_office_gross_floor,senior_care_community_gross,hospital_general_medical_7,self_storage_facility_gross,pre_school_daycare_gross,convenience_store_with_gas_2,municipally_supplied_potable_1,diesel_2_use_kbtu,kerosene_use_kbtu,hotel_gross_floor_area_ft,parent_property_name,college_university_gross,estimated_data_flag_fuel,electricity_use_grid_purchase,source_eui_kbtu_ft,national_median_site_eui,multifamily_housing_total
2718357,309.0,Not Available,Not Available,100% Yes,Not Available,Not Available,Not Available,355550,72,No,Not Available,656.7,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,878.0,0,1925,Not Available,925,338.8,1,100,0.68992,37973001,Not Available,Not Available,205839718.7,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,2.6016,233501437.3,Not Available,No,Not Available,Not Available,Not Available,Not Available,0.00281,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,37972997.8,578.9,384.3,Not Available
2785341,404.0,Not Available,Not Available,Not Available,8,Not Available,Not Available,68700,60,No,Not Available,127.4,Not Available,53.82,Not Available,Not Available,Not Available,100,Not Available,Not Available,469.0,0,1961,Not Available,Not Available,82,Not Available,Not Available,Not Available,1081319.1,Not Available,Not Available,8161570,Ok,Not Available,Not Available,92.8,Not Available,1.03348,Not Available,Not Available,Not Available,8753055.4,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3697.6,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1081319,118.8,88,71
4930770,404.0,Not Available,Not Available,Not Available,8,Not Available,Not Available,99383,99,No,Not Available,119.3,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,271.0,0,1938,Not Available,Not Available,60.3,Not Available,Not Available,Not Available,151049.7,Not Available,Not Available,6609926.3,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,11852761.4,No,Yes,2017-03-13,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,151049.7,66.5,108.2,119.26
4473946,111.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,3094106,Not Available,No,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,166.0,0,1951,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,83570320.7,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,92.8,Not Available,1.03584,Not Available,Not Available,Not Available,395829563.1,No,No,2017-04-28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,LEXINGTON/WASHINGTON/CARVER CAMPUS,Not Available,No,83570314.5,Not Available,59.6,3205
6030953,309.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50112,1,No,Not Available,116.4,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,806.0,0,1938,Not Available,Not Available,145.1,Not Available,Not Available,Not Available,1709821.4,Not Available,Not Available,11209392.9,Ok,Not Available,Not Available,88.7,Not Available,1.19732,Not Available,Not Available,Not Available,5835311.7,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1709821.5,223.7,75.5,60
2654899,402.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,75000,70,No,Not Available,403,Not Available,1089.64,Not Available,Not Available,Not Available,100,Not Available,Not Available,179.0,0,1995,Not Available,Not Available,111.2,Not Available,Not Available,Not Available,5997722.8,Not Available,Not Available,21296073.4,Ok,Not Available,Not Available,88.7,95,Not Available,Not Available,Not Available,Not Available,30222880.2,Not Available,No,Not Available,Not Available,75000,Not Available,Not Available,Not Available,Not Available,Not Available,81723,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,5997723.1,283.9,157.9,Not Available
6151724,212.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,61852,37,No,Not Available,128.8,Not Available,2.2,Not Available,Not Available,Not Available,100,Not Available,Not Available,376.0,0,1928,Not Available,Not Available,101.2,Not Available,Not Available,Not Available,1079096.5,Not Available,Not Available,8635087.4,Ok,Not Available,Not Available,88.7,Not Available,0.93772,Not Available,Not Available,Not Available,7965617.4,No,No,2017-11-29,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,136.1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1079096.6,139.6,93.3,58
6177900,112.0,Not Available,Not Available,Not Available,7,Not Available,Not Available,67000,44,No,Not Available,130.3,Not Available,86.75,Not Available,Not Available,Not Available,100,Not Available,Not Available,287.0,0,1926,Not Available,Not Available,101.6,Not Available,Not Available,Not Available,1011911.2,Not Available,Not Available,9031360.8,Ok,Not Available,Not Available,88.7,Not Available,0.92537,Not Available,Not Available,Not Available,8729385.7,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5812.4,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1011911,134.8,98.2,62
4405473,404.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,723221,Not Available,No,Not Available,235.6,Not Available,40.52,Not Available,Not Available,Not Available,100,Not Available,Not Available,683.0,0,2004,Not Available,Not Available,117.4,Not Available,Not Available,Not Available,76189687,Not Available,Not Available,248357681.2,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,170374024.3,Not Available,Yes,2017-09-28,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29303.1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,76189680.3,343.4,80.5,Not Available
6025606,309.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,55188,40,No,Not Available,114.2,Not Available,65.14,Not Available,Not Available,Not Available,100,Not Available,Not Available,806.0,0,1938,Not Available,Not Available,90,Not Available,Not Available,Not Available,702083.1,Not Available,Not Available,6681006,Ok,Not Available,Not Available,88.7,Not Available,0.97847,Not Available,Not Available,Not Available,6302165.8,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3595.1,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,702083.3,121.1,84.9,54
4406629,315.0,Not Available,Not Available,Not Available,4,Not Available,Not Available,50800,66,No,Not Available,142.3,Not Available,8.81,Not Available,Not Available,Not Available,100,Not Available,Not Available,550.0,0,1954,Not Available,Not Available,100.1,Not Available,Not Available,Not Available,584728.1,Not Available,Not Available,6514867.3,Ok,Not Available,Not Available,88.7,Not Available,1.16142,Not Available,Not Available,Not Available,7230050.7,100% Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,447.6,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,584728,128.2,111,59
5976323,201.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,67500,82,No,Not Available,224.7,Not Available,10.57,Not Available,Not Available,Not Available,100,Not Available,100,77.0,0,1925,Not Available,Not Available,81.7,Not Available,Not Available,Not Available,2053183.3,Not Available,Not Available,9978008.5,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,15168985.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,713.5,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,2053183.2,147.8,124.1,Not Available
4407832,313.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,56000,69,No,Not Available,119.5,Not Available,0.18,Not Available,Not Available,Not Available,100,Not Available,Not Available,36001.0,0,1931,Not Available,Not Available,80.4,Not Available,Not Available,Not Available,547291.6,Not Available,Not Available,5871764,Ok,Not Available,Not Available,92.8,Not Available,0.75,Not Available,Not Available,Not Available,6691197.5,100% Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,547291.6,104.9,91.6,42
4940487,412.0,Not Available,Not Available,Not Available,8,Not Available,Not Available,71826,45,No,Not Available,138.3,Not Available,84.33,Not Available,Not Available,Not Available,95,Not Available,Not Available,460.0,0,1958,Not Available,Not Available,98.1,Not Available,Not Available,Not Available,1363922.4,Not Available,Not Available,10213992.5,Ok,Not Available,Not Available,92.8,Not Available,1.26695,Not Available,Not Available,Not Available,9933524.4,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6057.4,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,1363922.5,142.2,95.4,91
5987720,311.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,62400,1,No,Not Available,125.1,Not Available,16.46,Not Available,Not Available,Not Available,100,Not Available,Not Available,290.0,0,1927,Not Available,Not Available,240.2,Not Available,Not Available,Not Available,934754.6,Not Available,Not Available,17680000.6,Ok,Not Available,Not Available,92.8,Not Available,1.15385,Not Available,Not Available,Not Available,7805785,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1027.4,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,934754.7,283.3,106.1,72
5027377,104.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102824,99,Yes,Not Available,230.1,Not Available,0.47,Not Available,Not Available,Not Available,100,Not Available,Not Available,111.0,0,2012,Not Available,Not Available,48.8,Not Available,Not Available,Not Available,1935832.3,Not Available,Not Available,9310781.9,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,23657034,Not Available,Yes,Not Available,0.38901,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,102824,Not Applicable: Standalone Property,Not Available,Not Available,1935832.2,90.6,123.9,Not Available
2895860,101.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,887690,92,No,Not Available,275.4,Not Available,22.43,Not Available,Not Available,Not Available,100,27583955.4,100,13.0,0,1921,Not Available,Not Available,64.3,Not Available,Not Available,Not Available,29506157.1,Not Available,Not Available,125833964.2,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,244427739.3,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19907.9,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,29506156.8,141.8,124.9,Not Available
5989468,401.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66018,73,No,Not Available,220.5,Not Available,26.48,Not Available,Not Available,Not Available,90,Not Available,Not Available,31.0,0,2015,Not Available,Not Available,74.5,Not Available,Not Available,Not Available,3072130.7,Not Available,Not Available,11586401.9,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,14559686.3,Not Available,No,Not Available,0.45442,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1748.1,Not Available,Not Available,66018,Not Applicable: Standalone Property,Not Available,Not Available,3072130.5,175.5,93.6,Not Available
5948327,303.0,Not Available,Not Available,Not Available,3,Not Available,Not Available,73150,Not Available,No,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,261.0,0,2013,Not Available,Not Available,33.4,Not Available,Not Available,Not Available,1783751,Not Available,Not Available,6291458.1,Ok,Not Available,Not Available,92.8,Not Available,0.73223,Not Available,Not Available,Not Available,9358093.3,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1783751,86,49.6,51
2693159,205.0,Not Available,Not Available,Not Available,12,Not Available,Not Available,96691,85,No,Not Available,135.4,Not Available,50.67,Not Available,Not Available,Not Available,100,Not Available,Not Available,23502.0,0,1995,Not Available,Not Available,76.5,Not Available,Not Available,Not Available,1037635.6,Not Available,Not Available,9935441.4,Ok,Not Available,Not Available,92.8,Not Available,1.23072,Not Available,Not Available,Not Available,13090386.1,100% Yes,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4899.6,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1037635.7,102.8,100.8,119
2634014,107.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,199223,Not Available,No,Not Available,127.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,181.0,0,1971,Not Available,Not Available,116.6,Not Available,Not Available,Not Available,4378660.5,Not Available,Not Available,32805451.7,Ok,Not Available,Not Available,92.8,65,1.22181,Not Available,65,Not Available,25486635.9,100% Yes,No,Not Available,Not Available,2250,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,4378659,164.7,90.6,229
2678633,302.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,667125,80,No,Not Available,432,Not Available,21.69,Uninterruptible Power Supply (UPS) supports only IT Equipment (preferred),Not Available,0,100,Not Available,100,15.0,0,2003,Not Available,Not Available,110.9,Not Available,Not Available,Not Available,66513118.6,Not Available,Not Available,216673115.4,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,288177998.4,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,66513111.7,324.8,147.5,Not Available
4491161,407.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,45248,1,Not Available,Not Available,112.9,Not Available,Not Available,Not Available,Not Available,Not Available,90,Not Available,Not Available,99704.0,Not Available,1950,Not Available,Not Available,207.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9846134.6,Ok,Not Available,Not Available,Not Available,Not Available,0.75141,Not Available,Not Available,Not Available,5106792.2,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,217.6,107.5,34
13286,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,293447,Not Available,No,Not Available,148.1,Not Available,Not Available,Not Available,Not Available,Not Available,100,51550675.1,100,,0,1963,Not Available,Not Available,305.6,Not Available,Not Available,Not Available,38139370.1,Not Available,Not Available,181775215.5,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,43444913.4,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,201/205,Not Available,Not Available,38139374.2,619.4,73,Not Available
4474023,303.0,Not Available,Not Available,Not Available,0,Not Available,Not Available,1074000,10,No,Not Available,150.9,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,281.0,0,1964,Not Available,Not Available,143.3,Not Available,Not Available,Not Available,27608382.2,Not Available,Not Available,219262669.9,Ok,Not Available,Not Available,92.8,Not Available,1.027,Not Available,Not Available,Not Available,162041271,No,No,2017-04-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,ROOSEVELT I/ROOSEVELT II CAMPUS,Not Available,No,27608382.5,204.2,105.9,1103
3117512,112.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,54430,60,No,Not Available,119.3,Not Available,75.67,Not Available,Not Available,Not Available,100,Not Available,Not Available,291.0,0,1900,Not Available,Not Available,105.9,Not Available,Not Available,Not Available,114473.9,Not Available,Not Available,6079996.3,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,6491462.8,No,No,2017-03-01,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4118.7,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,114473.9,111.7,113.1,65.32
2800487,405.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,227500,98,No,Not Available,153,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,61301.0,0,1962,Not Available,Not Available,45,Not Available,Not Available,Not Available,2650507.8,Not Available,Not Available,16006222.9,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,34796295.7,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,2650507.7,70.4,97.7,Not Available
6070032,401.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97584,Not Available,No,Not Available,47.6,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,100,12301.0,0,1958,Not Available,Not Available,39.6,Not Available,Not Available,Not Available,1161973.7,Not Available,Not Available,6485040.9,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,4643998.1,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,85397,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1161973.7,66.5,28.4,Not Available
2831081,111.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1261187,93,No,Not Available,154,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,182.0,0,1948,Not Available,Not Available,94.8,Not Available,Not Available,Not Available,3242268.4,Not Available,Not Available,132371738.4,Ok,Not Available,Not Available,92.8,Not Available,1.02998,Not Available,Not Available,Not Available,194263448,Not Available,No,2017-04-19,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,JOHNSON/JEFFERSON CAMPUS,Not Available,No,3242268.3,105,139.2,1299
4259004,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,64868,Not Available,No,Not Available,237.6,Not Available,10.32,Not Available,Not Available,Not Available,100,Not Available,Not Available,,0,1952,Not Available,Not Available,35,Not Available,Not Available,Not Available,385735.5,Not Available,Not Available,3187729.3,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,15410702.7,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,669.6,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,385735.5,49.1,169,Not Available
5783865,302.0,Not Available,Not Available,Not Available,18,Not Available,Not Available,83000,100,Yes,Not Available,158.8,Not Available,5.29,Not Available,Not Available,Not Available,0,Not Available,Not Available,301.0,0,1903,Not Available,Not Available,35.9,Not Available,Not Available,Not Available,737110.4,Not Available,Not Available,4668270.1,Ok,Not Available,Not Available,92.8,Not Available,1.46988,Not Available,Not Available,Not Available,13181680.2,No,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,439,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,737110.3,56.2,101.5,122
2669915,108.0,Not Available,Not Available,Not Available,28,Not Available,Not Available,426780,Not Available,No,Not Available,127.9,Not Available,85.32,Not Available,Not Available,Not Available,100,Not Available,100,124.0,0,1979,Not Available,Not Available,67.6,Not Available,Not Available,Not Available,7855560.2,Not Available,Not Available,46690581.8,Ok,Not Available,Not Available,88.7,Not Available,0.99407,Not Available,Not Available,Not Available,54598045.8,No,No,2017-10-31,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,36413.9,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,7855559.5,109.4,79,416
5821578,301.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,50170,70,No,Not Available,120.2,Not Available,32.54,Not Available,Not Available,Not Available,100,Not Available,Not Available,501.0,0,1920,Not Available,Not Available,66.4,Not Available,Not Available,Not Available,838466.2,Not Available,Not Available,5252544.7,Ok,Not Available,Not Available,88.7,Not Available,0.95675,Not Available,Not Available,Not Available,6031165.5,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1632.5,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,838466.3,104.7,76.3,48
2831196,412.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,341600,100,No,Not Available,130.5,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,254.0,0,1940,Not Available,Not Available,0,Not Available,Not Available,Not Available,2415.7,Not Available,Not Available,7585.3,Ok,Not Available,Not Available,92.8,Not Available,1.31148,Not Available,Not Available,Not Available,44590214.8,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SOUTH JAMAICA I/SOUTH JAMAICA II CAMPUS,Not Available,Not Available,2415.7,0,41.6,448
6016415,309.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29200,56,No,Not Available,124,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,822.0,0,1920,Not Available,Not Available,106.9,Not Available,Not Available,Not Available,95369.5,Not Available,Not Available,3477583.2,Ok,Not Available,Not Available,88.7,Not Available,1.36986,Not Available,Not Available,Not Available,3620921.9,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,95369.5,119.1,111.3,40
5920165,307.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,149760,98,No,Not Available,120.4,Not Available,2554.94,Not Available,Not Available,Not Available,100,Not Available,Not Available,500.0,0,1940,Not Available,Not Available,49,Not Available,Not Available,Not Available,1207602.3,Not Available,Not Available,10226271.1,Ok,Not Available,Not Available,88.7,Not Available,1.2,Not Available,Not Available,Not Available,18025100.6,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,382628.5,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1207602.4,68.3,86.3,179.71
4940497,412.0,Not Available,Not Available,Not Available,5,Not Available,Not Available,104377,91,No,Not Available,126.5,Not Available,57.3,Not Available,Not Available,Not Available,95,Not Available,Not Available,236.0,0,1962,Not Available,Not Available,55.8,Not Available,Not Available,Not Available,1522206.1,Not Available,Not Available,9296122.9,Ok,Not Available,Not Available,92.8,Not Available,0.91974,Not Available,Not Available,Not Available,13202256.8,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5981.2,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,1522206.2,89.1,79.2,96
5792687,414.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,104463,100,No,Not Available,116.6,Not Available,Not Available,Not Available,Not Available,Not Available,40,Not Available,Not Available,103201.0,0,1949,Not Available,Not Available,27.3,Not Available,Not Available,Not Available,53987.2,Not Available,Not Available,3108932.8,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,12178621.6,Not Available,No,2017-04-13,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Parent Property,Not Available,Not Available,53987.2,29.8,107,125.36
3226798,210.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,60000,46,No,Not Available,222.7,Not Available,22.08,Not Available,Not Available,Not Available,100,Not Available,100,96.0,0,1972,Not Available,Not Available,82.8,Not Available,Not Available,Not Available,4130468.3,Not Available,Not Available,13847727.1,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,13364325.9,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1324.8,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,4130466.7,230.8,79.9,Not Available
2037421,502.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,182834,96,No,Not Available,185.4,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,27702.0,0,1973,Not Available,Not Available,26.8,Not Available,Not Available,Not Available,3537954,Not Available,Not Available,12543580.2,Ok,Not Available,Not Available,92.8,Not Available,Not Available,Not Available,Not Available,Not Available,33896355.5,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,3537953.9,68.6,72.5,Not Available
6196211,405.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,61900,93,Yes,Not Available,120.5,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,629.0,0,1931,Not Available,Not Available,48.7,Not Available,Not Available,Not Available,500219.3,Not Available,Not Available,4207568,Ok,Not Available,Not Available,88.7,Not Available,Not Available,Not Available,Not Available,Not Available,7457434.7,Not Available,Yes,2018-01-26,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,No,500219.3,68,86.2,Not Available
2684886,,Not Available,Not Available,Not Available,0,Not Available,Not Available,324000,50,No,Not Available,146.1,Not Available,Not Available,Not Available,Not Available,Not Available,100,Not Available,Not Available,,0,1950,Not Available,Not Available,90.5,Not Available,Not Available,Not Available,7877284.4,Not Available,Not Available,47256444.3,Ok,Not Available,Not Available,92.8,Not Available,1.2963,Not Available,Not Available,Not Available,47337938.5,No,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,7877285.2,145.9,90.7,420
5793879,105.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,79056,1,No,Not Available,119.3,Not Available,Not Available,Not Available,Not Available,Not Available,40,3542,Not Available,84.0,0,1925,Not Available,Not Available,77.7,Not Available,Not Available,Not Available,4731819.6,Not Available,Not Available,16337004.7,Ok,Not Available,Not Available,92.8,Not Available,1.2,Not Available,Not Available,Not Available,9428423.4,Not Available,No,2017-03-21,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Applicable: Standalone Property,Not Available,Not Available,4731819.6,206.7,44.8,94.87
