latitude,longitude,location,borocode,bctcb2010,:@computed_region_92fq_4b7q,location_lat_long,zip,borough,location_t
40.7575456796,-73.7843029637,196-36 NORTHERN BOULEVARD,4,145101.0,20.0,"{'latitude': '40.7575456796', 'longitude': '-73.7843029637'}",11358,4,Library
40.7110789001,-73.9437320696,256 GRAHAM AVENUE,3,495.0,30.0,"{'latitude': '40.7110789001', 'longitude': '-73.9437320696'}",11206,3,Outdoor Kiosk
40.7819839998,-73.9811840001,2163 BROADWAY,1,163.0,19.0,"{'latitude': '40.7819839998', 'longitude': '-73.9811840001'}",10024,1,Outdoor Kiosk
40.6952479996,-73.8431100002,102-61 JAMAICA AVENUE,4,26.0,41.0,"{'latitude': '40.6952479996', 'longitude': '-73.8431100002'}",11418,4,Outdoor Kiosk
40.7518341599,-73.9705930597,850 2 AVENUE,1,90.0,51.0,"{'latitude': '40.7518341599', 'longitude': '-73.9705930597'}",10017,1,Outdoor Kiosk
40.7474512003,-73.8849874295,80-20 ROOSEVELT AVENUE,4,269.0,5.0,"{'latitude': '40.7474512003', 'longitude': '-73.8849874295'}",11373,4,Outdoor Kiosk
40.8037209997,-73.967381,301 WEST 109 STREET,1,195.0,23.0,"{'latitude': '40.8037209997', 'longitude': '-73.967381'}",10025,1,Outdoor Kiosk
40.6894082198,-73.9887286998,66 SMITH STREET,3,43.0,38.0,"{'latitude': '40.6894082198', 'longitude': '-73.9887286998'}",11201,3,Outdoor Kiosk
40.7034524852,-73.8003521769,90-50 Parsons Boulevard,4,240.0,24.0,"{'latitude': '40.7034524852', 'longitude': '-73.8003521769'}",11432,4,Outdoor Kiosk
40.86732884,-73.8971929304,2 EAST KINGSBRIDGE ROAD,2,401.0,29.0,"{'latitude': '40.86732884', 'longitude': '-73.8971929304'}",10468,2,Outdoor Kiosk
40.7435549998,-73.9241560003,40-02 QUEENS BOULEVARD,4,181.0,33.0,"{'latitude': '40.7435549998', 'longitude': '-73.9241560003'}",11104,4,Outdoor Kiosk
40.8577559996,-73.9010909997,126 EAST 183 STREET,2,237.0,29.0,"{'latitude': '40.8577559996', 'longitude': '-73.9010909997'}",10453,2,Outdoor Kiosk
40.5768699999,-73.9445900006,ROOF OF BEACH HOUSE WEST SIDE,3,616.0,15.0,"{'latitude': '40.5768699999', 'longitude': '-73.9445900006'}",11235,3,Outdoor
40.6572129998,-73.9018079999,C/O HEGEMAN AV & SACKMAN ST,3,920.0,25.0,"{'latitude': '40.6572129998', 'longitude': '-73.9018079999'}",11212,3,Outdoor
40.6611970004,-73.9652520003,"NORTH BOAT HOUSE, ON THE LAWN ACROSS FROM M-200",3,177.0,27.0,"{'latitude': '40.6611970004', 'longitude': '-73.9652520003'}",11215,3,Outdoor
40.8102551998,-73.9219232296,296 WILLIS AVENUE,2,39.0,35.0,"{'latitude': '40.8102551998', 'longitude': '-73.9219232296'}",10454,2,Outdoor Kiosk
40.8263762897,-73.9507163101,3539 BROADWAY,1,229.0,23.0,"{'latitude': '40.8263762897', 'longitude': '-73.9507163101'}",10031,1,Outdoor Kiosk
40.8222148602,-73.9422346805,2710 FREDERICK DOUGLASS BLVD,1,232.0,36.0,"{'latitude': '40.8222148602', 'longitude': '-73.9422346805'}",10030,1,Outdoor Kiosk
40.7649346184,-73.9912208178,742 10 AVENUE,1,133.0,10.0,"{'latitude': '40.7649346184', 'longitude': '-73.9912208178'}",10019,1,Library
40.6818530001,-73.9585350001,549 CLASSON AVENUE,3,227.0,48.0,"{'latitude': '40.6818530001', 'longitude': '-73.9585350001'}",11238,3,Outdoor Kiosk
40.7428779998,-73.9928209998,West 23 Street and 6 Avenue,1,58.0,10.0,"{'latitude': '40.7428779998', 'longitude': '-73.9928209998'}",10010,1,Subway Station
40.7458632901,-73.9802332999,222 LEXINGTON AVENUE,1,72.0,50.0,"{'latitude': '40.7458632901', 'longitude': '-73.9802332999'}",10016,1,Outdoor Kiosk
40.7499999997,-73.8050600003,Park Perimeter,4,1207.0,3.0,"{'latitude': '40.7499999997', 'longitude': '-73.8050600003'}",11358,4,Outdoor TWC Aerial
40.7391660401,-73.9911985495,119 5 AVENUE,1,52.0,50.0,"{'latitude': '40.7391660401', 'longitude': '-73.9911985495'}",10003,1,Outdoor Kiosk
40.7742662798,-73.9809497094,157 COLUMBUS AVE,1,153.0,19.0,"{'latitude': '40.7742662798', 'longitude': '-73.9809497094'}",10023,1,Outdoor Kiosk
40.8141249998,-73.9469930003,pole 69: 132NS2E8av,1,226.0,36.0,"{'latitude': '40.8141249998', 'longitude': '-73.9469930003'}",10027,1,Outdoor
40.7038952802,-73.7990175101,160-05 JAMAICA AVENUE,4,446.0,24.0,"{'latitude': '40.7038952802', 'longitude': '-73.7990175101'}",11432,4,Outdoor Kiosk
40.6697799996,-73.7889600002,Park Perimeter,4,788.0,46.0,"{'latitude': '40.6697799996', 'longitude': '-73.7889600002'}",11436,4,Outdoor TWC Aerial
40.6783340001,-73.7834769997,Park Perimeter,4,288.0,46.0,"{'latitude': '40.6783340001', 'longitude': '-73.7834769997'}",11434,4,Outdoor TWC Aerial
40.7089220198,-73.9433896499,202 AVENUE OF PUERTO RICO,3,493.0,30.0,"{'latitude': '40.7089220198', 'longitude': '-73.9433896499'}",11206,3,Outdoor Kiosk
40.7375969997,-73.9838899999,201 3 AVENUE,1,64.0,50.0,"{'latitude': '40.7375969997', 'longitude': '-73.9838899999'}",10010,1,Outdoor Kiosk
40.7527689999,-73.9791889998,Times Square Shuttle ΓÇô 42nd Street,1,94.0,51.0,"{'latitude': '40.7527689999', 'longitude': '-73.9791889998'}",10017,1,Subway Station
40.6321347751,-73.9467806744,1591 FLATBUSH AVENUE,3,786.0,26.0,"{'latitude': '40.6321347751', 'longitude': '-73.9467806744'}",11210,3,Outdoor Kiosk
40.7282989999,-73.8580760006,98-04 QUEENS BOULEVARD,4,713.0,28.0,"{'latitude': '40.7282989999', 'longitude': '-73.8580760006'}",11374,4,Outdoor Kiosk
40.7183309998,-73.8373240005,IND-E-F-75TH AVE,4,76901.0,28.0,"{'latitude': '40.7183309998', 'longitude': '-73.8373240005'}",11375,4,Subway Station
40.8113622604,-73.9501596701,2366 FREDERICK DOUGLASS BOULEVARD,1,224.0,36.0,"{'latitude': '40.8113622604', 'longitude': '-73.9501596701'}",10027,1,Outdoor Kiosk
40.8297330597,-73.9442004197,1865 AMSTERDAM AVENUE,1,235.0,23.0,"{'latitude': '40.8297330597', 'longitude': '-73.9442004197'}",10031,1,Outdoor Kiosk
40.7557352682,-73.944584432,10-25 41 AVENUE,4,25.0,33.0,"{'latitude': '40.7557352682', 'longitude': '-73.944584432'}",11101,4,Indoor AP - Community Center - Gym
40.7144457399,-73.9459483206,691 METROPOLITAN AVENUE,3,497.0,30.0,"{'latitude': '40.7144457399', 'longitude': '-73.9459483206'}",11211,3,Outdoor Kiosk
40.5740619998,-73.9779820001,W 10TH ST -4/P/S/O SURF AV,3,352.0,45.0,"{'latitude': '40.5740619998', 'longitude': '-73.9779820001'}",11224,3,Outdoor
40.7906900002,-73.9744619998,210 West 90st,1,175.0,19.0,"{'latitude': '40.7906900002', 'longitude': '-73.9744619998'}",10024,1,Outdoor Kiosk
40.7643380004,-73.9847670002,891 8 AVENUE,1,133.0,10.0,"{'latitude': '40.7643380004', 'longitude': '-73.9847670002'}",10019,1,Outdoor Kiosk
40.8475737003,-73.9007664401,400 EAST TREMONT AVENUE,2,231.0,22.0,"{'latitude': '40.8475737003', 'longitude': '-73.9007664401'}",10457,2,Outdoor Kiosk
40.7176640001,-73.8362619997,112-28 QUEENS BOULEVARD,4,769.0,28.0,"{'latitude': '40.7176640001', 'longitude': '-73.8362619997'}",11375,4,Outdoor Kiosk
40.802979882,-73.9535307443,203 WEST 115 STREET,1,218.0,36.0,"{'latitude': '40.802979882', 'longitude': '-73.9535307443'}",10026,1,Library
40.7316749998,-73.8656070003,2nd Fl After School Rm,4,71702.0,28.0,"{'latitude': '40.7316749998', 'longitude': '-73.8656070003'}",11374,4,Indoor
40.6870730002,-73.8531530003,Handball Court,4,16.0,41.0,"{'latitude': '40.6870730002', 'longitude': '-73.8531530003'}",11421,4,Outdoor TWC Aerial
40.7397769996,-74.0025779999,8 Avenue and West 14th Street,1,83.0,10.0,"{'latitude': '40.7397769996', 'longitude': '-74.0025779999'}",10011,1,Subway Station
40.8048349996,-73.9659950002,2858 BROADWAY,1,199.0,23.0,"{'latitude': '40.8048349996', 'longitude': '-73.9659950002'}",10025,1,Outdoor Kiosk
40.7616041202,-73.9663882998,991 3 AVENUE,1,110.0,51.0,"{'latitude': '40.7616041202', 'longitude': '-73.9663882998'}",10022,1,Outdoor Kiosk
40.6830769204,-73.9646334495,957 FULTON STREET,3,201.0,48.0,"{'latitude': '40.6830769204', 'longitude': '-73.9646334495'}",11238,3,Outdoor Kiosk
40.8502319998,-73.8217770005,IN PARK POLE 6/P/N/O  STADIUM AV,2,276.0,12.0,"{'latitude': '40.8502319998', 'longitude': '-73.8217770005'}",10465,2,Outdoor
40.7030410003,-73.9236280006,IN PARK  BTWEEN HANDBALL COURTS  SOUTH SIDE,3,429.0,30.0,"{'latitude': '40.7030410003', 'longitude': '-73.9236280006'}",11237,3,Outdoor
40.7476720001,-73.9769650002,164 EAST 37 STREET,1,80.0,51.0,"{'latitude': '40.7476720001', 'longitude': '-73.9769650002'}",10016,1,Outdoor Kiosk
40.7030869999,-74.012994,Whitehall St (R),1,9.0,32.0,"{'latitude': '40.7030869999', 'longitude': '-74.012994'}",10004,1,Subway Station
40.7046091101,-73.7968005602,163-02 JAMAICA AVENUE,4,446.0,6.0,"{'latitude': '40.7046091101', 'longitude': '-73.7968005602'}",11433,4,Outdoor Kiosk
40.6532640727,-73.8859090476,12143 FLATLANDS AVENUE,3,1104.0,25.0,"{'latitude': '40.6532640727', 'longitude': '-73.8859090476'}",11207,3,Library
40.8050129997,-73.9449089999,Amplitheater,1,198.0,36.0,"{'latitude': '40.8050129997', 'longitude': '-73.9449089999'}",10027,1,Indoor
40.73030035,-73.98319263,208 1 AVENUE,1,34.0,50.0,"{'latitude': '40.73030035', 'longitude': '-73.98319263'}",10009,1,Outdoor Kiosk
40.6641664798,-73.9509196198,991 NOSTRAND AVENUE,3,319.0,48.0,"{'latitude': '40.6641664798', 'longitude': '-73.9509196198'}",11225,3,Outdoor Kiosk
40.6748599999,-73.7841200005,Park Perimeter,4,294.0,46.0,"{'latitude': '40.6748599999', 'longitude': '-73.7841200005'}",11434,4,Outdoor TWC Aerial
40.7704587102,-73.9662243504,29 EAST 70 STREET,1,130.0,51.0,"{'latitude': '40.7704587102', 'longitude': '-73.9662243504'}",10021,1,Outdoor Kiosk
40.687191,-73.7695589996,Rec Office #2,4,426.0,6.0,"{'latitude': '40.687191', 'longitude': '-73.7695589996'}",11434,4,Indoor
40.7486727301,-73.9733263796,245 EAST 40 STREET,1,88.0,51.0,"{'latitude': '40.7486727301', 'longitude': '-73.9733263796'}",10017,1,Outdoor Kiosk
40.8748110001,-73.8788550004,Norwood - 205 Street (D),2,423.0,40.0,"{'latitude': '40.8748110001', 'longitude': '-73.8788550004'}",10467,2,Subway Station
40.8380580001,-73.8934780004,SOUTH WEST CORNER OF INDIAN LAKE HOUSE ROOFTOP,2,163.0,43.0,"{'latitude': '40.8380580001', 'longitude': '-73.8934780004'}",10457,2,Outdoor
40.7385704602,-73.9999324099,200 WEST 14 STREET,1,77.0,10.0,"{'latitude': '40.7385704602', 'longitude': '-73.9999324099'}",10011,1,Outdoor Kiosk
40.7995280001,-73.943527,95 EAST 116 STREET,1,184.0,35.0,"{'latitude': '40.7995280001', 'longitude': '-73.943527'}",10035,1,Outdoor Kiosk
40.8529172596,-73.9308273902,590 W 187 ST,1,269.0,39.0,"{'latitude': '40.8529172596', 'longitude': '-73.9308273902'}",10033,1,Outdoor Kiosk
40.6560999997,-73.9025000003,LOBBY,3,922.0,25.0,"{'latitude': '40.6560999997', 'longitude': '-73.9025000003'}",11212,3,Indoor
40.6936359997,-73.9883469996,333 Adams St.,3,11.0,38.0,"{'latitude': '40.6936359997', 'longitude': '-73.9883469996'}",11201,3,Outdoor
40.6963312717,-73.8378420458,110-02 JAMAICA AVENUE,4,126.0,46.0,"{'latitude': '40.6963312717', 'longitude': '-73.8378420458'}",11418,4,Outdoor Kiosk
40.6095774994,-74.1485024503,2550 VICTORY BOULEVARD,5,18901.0,14.0,"{'latitude': '40.6095774994', 'longitude': '-74.1485024503'}",10314,5,Library
