dbn,q157_how_many_adults_at_this,q78_in_planning_my_last,q173_adults_at_this_school_1,q103_in_planning_my_last,q58_overall_my_professional,q27_i_feel_respected_by_other,q64_the_principal_school_1,q64_the_principal_school,q22_i_would_recommend_this,q128_in_planning_my_last_1,q36_the_principal_school_1,q118_in_planning_my_last,q84_in_planning_my_last,q107_in_planning_my_last_1,q99_in_planning_my_last,q95_in_planning_my_last,q85_in_planning_my_last,q119_in_planning_my_last,q29_i_would_recommend_this,q155_how_many_adults_at_this,q140_discipline_is_applied_1,q108_in_planning_my_last_1,q18_central_doe_employees_1,q144_how_many_students_in_1,q62_the_principal_school_1,q51_at_this_school_curriculum_1,q12_i_am_able_to_apply_my_1,q151_how_many_adults_at_this_1,q91_in_planning_my_last_1,q112_in_planning_my_last,q26_teachers_respect_other_1,q72_how_much_influence_do,q50_at_this_school_teachers_1,q172_adults_at_this_school_1,q19_the_chancellor_is_an_1,q28_teachers_at_this_school_1,q68_the_principal_assistant,q59_overall_my_professional_1,q53_at_this_school_teachers,q5_i_am_able_to_receive_1,q139_how_many_students_in_1,q59_overall_my_professional,q95_in_planning_my_last_1,q87_in_planning_my_last,q54_at_this_school_school,q141_behavioral_supports,q146_how_many_students_in_1,q115_in_planning_my_last_1,q147_how_many_students_in,q96_in_planning_my_last,q92_in_planning_my_last,q66_the_principal_assistant,q113_in_planning_my_last,q32_the_principal_school,q174_adults_at_this_school_1,q111_in_planning_my_last_1,q137_how_many_students_in,q75_the_performance_of_the,q2_how_many_teachers_at_this,q116_in_planning_my_last_1,q156_how_many_adults_at_this_1,q89_in_planning_my_last_1,q153_how_many_adults_at_this,q148_how_many_students_in,q76_the_performance_of_the,q68_the_principal_assistant_1,q120_in_planning_my_last,q167_my_students_are_safe,q137_how_many_students_in_1,q63_the_principal_school,q24_it_s_ok_in_this_school,q122_in_planning_my_last_1,q161_it_s_a_priority_at_this,q5_i_am_able_to_receive,q67_the_principal_assistant,q133_in_planning_my_last_1,q44_this_school_has_well,q82_in_planning_my_last,q30_i_feel_respected_by_the,q94_in_planning_my_last_1,q141_behavioral_supports_1,q19_the_chancellor_is_an,q37_the_principal_school,q41_at_this_school_students,q20_i_trust_the_chancellor_1,q151_how_many_adults_at_this,q133_in_planning_my_last,q174_adults_at_this_school,q144_how_many_students_in,q157_how_many_adults_at_this_1,q113_in_planning_my_last_1,q90_in_planning_my_last_1,q31_the_principal_school,q166_my_students_are_safe_1,q39_in_this_school_the_staff_1,q155_how_many_adults_at_this_1,q37_the_principal_school_1,q35_the_principal_school_1,q55_at_this_school_the,q58_overall_my_professional_1,q163_at_this_program_teachers_1,q168_my_students_are_safe_1,q66_the_principal_assistant_1,q13_i_am_able_to_develop_1,q15_i_am_able_to_distinguish_1,q41_at_this_school_students_1,q16_i_feel_respected_by_the,q176_adults_at_this_school,q156_how_many_adults_at_this,q124_in_planning_my_last_1,q93_in_planning_my_last,q149_how_many_students_in_1,q104_in_planning_my_last,q119_in_planning_my_last_1,q53_at_this_school_teachers_1,q102_in_planning_my_last_1,q145_how_many_students_in,q152_how_many_adults_at_this_1,q160_it_s_a_priority_at_this_1,q71_the_principal_assistant_1,q6_i_am_able_to_use_my_1,q138_how_many_students_in,q49_at_this_school_teachers_1,q83_in_planning_my_last_1,q20_i_trust_the_chancellor,q9_i_am_able_to_affirm_racial,q73_how_much_influence_do,q3_how_many_teachers_at_this_1,q73_how_much_influence_do_1,q35_the_principal_school,q127_in_planning_my_last,q97_in_planning_my_last_1
15K169,0.81,0.92,0.0,0.8,0.74,0.93,0.15,0.85,0.92,0.09,0.22,,,0.2,,,,,0.92,0.88,0.22,0.0,,0.3,0.17,0.21,0.0,0.04,,1.0,0.12,0.76,0.19,0.0,,0.1,0.8,0.28,0.98,0.06,0.22,0.72,,,1.0,0.92,0.35,,0.84,,,0.92,1.0,0.8,0.0,0.2,0.93,0.68,0.74,,0.17,,0.89,0.54,0.57,0.2,,1.0,0.07,0.85,0.83,,,0.94,0.8,0.11,0.88,,0.85,,0.08,,0.86,1.0,,0.96,0.89,0.0,0.7,0.19,0.0,,0.85,0.0,0.0,0.12,0.14,0.19,0.93,0.26,,0.0,0.08,0.04,0.02,0.0,,0.0,0.83,0.04,,0.16,0.8,,0.02,,0.95,0.09,,0.15,0.0,0.58,0.14,,,0.98,0.84,0.35,0.16,0.81,0.89,
02M234,0.88,0.0,0.0,1.0,0.85,0.97,0.03,0.97,1.0,0.0,0.26,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.91,1.0,0.11,0.0,,0.23,0.14,0.06,0.08,0.0,0.0,1.0,0.03,0.83,0.14,0.0,,0.06,0.94,0.11,1.0,0.05,0.0,0.89,0.0,1.0,1.0,0.0,0.09,0.0,0.89,0.0,0.0,0.91,1.0,0.86,0.0,0.0,0.97,0.53,0.95,0.2,0.0,0.0,1.0,0.91,0.55,0.06,1.0,1.0,0.03,0.97,0.94,0.0,0.0,0.95,0.89,0.04,0.97,1.0,0.77,0.0,0.0,,0.89,1.0,,1.0,0.96,0.0,0.77,0.12,0.0,0.2,0.8,0.04,0.0,0.0,0.11,0.06,0.97,0.15,0.0,0.0,0.09,0.03,0.0,0.0,,0.0,1.0,0.04,0.0,0.03,1.0,0.0,0.0,0.0,0.97,0.0,0.0,0.14,0.03,0.89,0.03,0.0,,0.97,0.94,0.11,0.06,0.94,0.96,0.0
15K094,0.96,,0.0,1.0,0.92,0.97,0.0,1.0,0.99,0.03,0.01,1.0,1.0,0.0,0.83,1.0,1.0,1.0,0.94,0.96,0.04,0.0,,0.24,0.01,0.02,0.03,0.03,0.0,1.0,0.01,0.89,0.03,0.0,,0.01,0.99,0.1,1.0,0.04,0.08,0.9,0.0,1.0,0.99,,0.2,0.0,0.9,1.0,0.83,0.99,1.0,0.99,0.0,0.0,0.92,0.88,0.85,0.0,0.03,0.0,0.94,0.75,0.84,0.01,1.0,0.98,0.08,1.0,0.92,0.0,0.0,0.96,0.99,0.0,1.0,1.0,0.99,0.17,,,1.0,1.0,,0.97,1.0,0.0,0.76,0.04,0.0,0.0,0.97,0.04,0.0,0.04,0.0,0.0,0.99,0.08,0.0,0.02,0.01,0.03,0.03,0.0,,0.0,0.97,0.0,1.0,0.14,1.0,0.0,0.0,0.17,0.93,0.03,0.0,0.04,0.03,0.76,0.03,0.0,,0.97,0.92,0.16,0.08,1.0,1.0,0.0
03M334,0.69,,0.0,,0.53,0.94,0.24,0.76,0.82,0.17,0.24,,,,,,,,0.82,0.69,0.08,,,0.46,0.29,0.33,0.05,0.08,,,0.06,0.71,0.31,0.0,,0.0,0.71,0.41,1.0,0.05,0.29,0.59,,,1.0,,0.08,,0.79,,,0.82,,0.88,0.0,,0.86,0.67,0.4,,0.23,,0.75,0.71,0.57,0.29,,,0.14,0.71,0.82,,0.0,0.95,0.65,0.0,0.76,,0.82,,,,0.88,0.94,,0.92,1.0,0.0,0.54,0.31,,,0.71,,0.0,0.31,0.12,0.24,1.0,0.47,0.0,,0.18,0.0,0.0,0.06,,0.0,0.77,0.0,,0.15,,,0.0,,1.0,0.15,0.0,0.41,0.0,0.71,0.18,,,1.0,0.88,0.45,0.12,0.76,1.0,
19K510,0.93,0.0,0.0,,0.8,1.0,0.0,1.0,0.94,0.2,0.06,,,,,,,,1.0,0.85,0.07,,,0.38,0.07,0.0,0.0,0.08,,,0.0,0.93,0.07,0.0,,0.0,1.0,0.0,1.0,0.0,0.54,1.0,,,1.0,0.0,0.46,,0.77,,,1.0,,1.0,0.0,,0.85,0.83,1.0,,0.08,,0.86,0.38,1.0,0.0,,0.0,0.15,1.0,0.88,,0.0,1.0,0.93,0.0,1.0,,1.0,,0.0,,0.94,0.94,,0.92,1.0,1.0,0.62,0.07,,,0.94,0.0,0.0,0.15,0.06,0.0,0.94,0.2,0.0,0.0,0.0,0.0,0.0,0.06,,1.0,0.92,0.0,,0.46,,,0.0,,0.85,0.08,0.0,0.0,0.0,0.38,0.0,,,1.0,0.93,0.12,0.07,1.0,1.0,
02M303,0.96,0.0,0.0,1.0,0.97,1.0,0.03,0.97,1.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,0.07,0.0,,0.21,0.0,0.04,0.0,0.0,0.0,1.0,0.0,1.0,0.03,0.0,,0.0,1.0,0.0,1.0,0.0,0.34,1.0,0.0,1.0,1.0,0.0,0.31,,0.62,0.6,1.0,1.0,1.0,1.0,0.0,0.0,0.9,0.8,0.86,,0.04,0.0,0.93,0.62,0.69,0.0,,0.0,0.1,1.0,1.0,,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,,1.0,1.0,1.0,0.79,0.04,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,,1.0,0.96,0.0,0.8,0.48,1.0,,0.0,0.0,0.93,0.07,0.0,0.03,0.0,0.52,0.0,0.0,,1.0,1.0,0.1,0.0,1.0,1.0,0.0
15K136,0.94,0.0,0.0,0.89,0.76,0.83,0.12,0.88,0.94,0.0,0.09,1.0,,0.11,1.0,1.0,,1.0,0.91,0.64,0.03,0.0,,0.18,0.24,0.18,0.03,0.06,,0.89,0.14,0.97,0.24,0.0,,0.06,0.94,0.15,0.97,0.12,0.18,0.85,0.0,,0.94,0.0,0.32,0.17,0.88,1.0,0.83,0.85,1.0,0.89,0.0,0.0,0.94,0.77,0.77,0.17,0.21,,0.91,0.62,0.7,0.06,1.0,0.0,0.06,0.88,0.89,0.0,0.0,0.88,0.88,0.0,0.86,,0.86,0.0,0.0,,0.91,0.94,,0.94,1.0,0.0,0.82,0.06,0.0,,0.86,0.0,0.03,0.36,0.09,0.06,0.86,0.24,0.0,0.0,0.15,0.1,0.03,0.06,,0.0,0.79,0.08,1.0,0.29,1.0,0.0,0.03,0.0,0.97,0.25,0.0,0.12,0.03,0.55,0.11,,,0.97,1.0,0.31,0.0,0.94,0.92,0.0
KCIC,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
11X299,0.73,0.0,0.04,1.0,0.81,0.92,0.04,0.96,0.96,0.0,0.08,1.0,1.0,0.0,,,1.0,1.0,0.92,0.69,0.04,0.0,,0.46,0.08,0.12,0.16,0.12,0.0,1.0,0.12,0.96,0.08,0.0,,0.12,0.88,0.15,0.88,0.0,0.5,0.85,,1.0,0.96,0.0,0.46,0.0,0.54,,,0.96,1.0,0.96,0.08,0.0,0.77,0.59,0.92,0.17,0.23,0.0,0.85,0.35,0.59,0.12,1.0,0.0,0.23,0.88,0.92,0.0,0.0,1.0,0.92,0.0,0.96,1.0,0.96,,0.0,,0.96,0.96,,0.88,1.0,0.92,0.54,0.27,0.0,0.0,0.96,0.0,0.04,0.31,0.04,0.04,0.92,0.19,0.0,0.0,0.04,0.12,0.04,0.04,,0.92,0.77,0.0,,0.5,1.0,0.0,0.12,,0.77,0.12,0.0,0.19,0.0,0.42,0.16,0.0,,1.0,0.96,0.19,0.04,0.96,1.0,
16K057,0.75,0.0,0.0,,0.77,1.0,0.08,0.92,0.77,0.0,0.15,,,,,,,,0.77,0.75,0.17,,,0.33,0.08,0.17,0.0,0.18,,,0.0,0.85,0.08,0.0,,0.0,0.77,0.31,0.92,0.08,0.25,0.69,,,0.92,0.0,0.17,,0.67,,,0.77,,0.69,0.0,,0.92,1.0,0.85,,0.25,,0.91,0.83,1.0,0.23,,0.0,0.08,0.58,0.92,,0.0,0.92,0.69,0.0,0.92,,0.85,,0.0,,0.85,1.0,,0.82,1.0,0.0,0.67,0.25,,,0.69,0.0,0.08,0.25,0.15,0.15,0.85,0.23,0.0,0.0,0.23,0.08,0.0,0.0,,0.0,0.75,0.0,,0.33,,,0.08,,0.92,0.09,0.0,0.23,0.0,0.58,0.08,,,1.0,0.92,0.15,0.08,0.85,1.0,
11X532,0.78,0.0,0.0,,0.68,1.0,0.21,0.79,1.0,0.33,0.16,,,,,,,,0.89,0.56,0.22,,,0.28,0.16,0.12,0.11,0.11,,,0.21,0.68,0.29,0.0,,0.0,0.95,0.37,0.89,0.16,0.21,0.63,,,0.84,0.0,0.28,,0.74,,,0.84,,0.89,0.0,,0.83,0.69,0.79,,0.21,,0.84,0.47,1.0,0.05,,0.0,0.17,0.79,0.89,,0.0,0.84,0.79,0.0,0.83,,0.89,,0.0,,0.89,0.94,,0.89,1.0,0.0,0.72,0.22,,,0.79,0.0,0.06,0.44,0.11,0.16,0.84,0.32,0.0,0.0,0.16,0.17,0.21,0.06,,0.0,0.79,0.0,,0.28,,,0.11,,0.74,0.21,0.0,0.21,0.11,0.58,0.21,,,0.94,0.84,0.26,0.16,0.84,1.0,
19K089,0.82,,0.0,1.0,0.74,0.92,0.06,0.94,0.94,0.29,0.31,1.0,0.8,0.1,,,0.8,0.8,0.86,0.82,0.12,0.0,,0.26,0.14,0.18,0.06,0.11,0.2,1.0,0.11,0.54,0.22,0.0,,0.11,0.86,0.34,0.94,0.11,0.37,0.66,,0.8,0.94,,0.47,0.0,0.6,,,0.94,1.0,0.83,0.0,0.1,0.8,0.84,0.81,0.4,0.15,0.4,0.89,0.54,0.81,0.14,0.8,1.0,0.2,0.85,0.83,0.0,,0.89,0.83,0.14,0.94,0.8,0.86,,,,0.81,0.97,,0.89,0.86,0.0,0.74,0.18,0.0,0.4,0.89,0.31,0.06,0.18,0.19,0.11,0.8,0.26,,0.0,0.06,0.12,0.03,0.03,,0.0,0.85,0.16,,0.44,1.0,0.2,0.06,,0.74,0.12,,0.23,0.03,0.37,0.06,0.2,,1.0,0.74,0.31,0.26,0.89,0.95,
14K449,0.93,0.0,0.0,1.0,0.7,0.89,0.0,1.0,0.98,0.27,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.67,0.98,0.81,0.02,0.14,,0.16,0.07,0.07,0.14,0.09,0.0,1.0,0.02,1.0,0.1,0.0,,0.06,0.96,0.35,0.85,0.04,0.25,0.65,0.0,1.0,0.94,0.0,0.05,0.2,0.91,0.38,0.57,0.98,0.86,1.0,0.0,0.0,0.86,0.57,0.89,0.4,0.19,0.0,0.88,0.7,0.47,0.04,1.0,0.0,0.14,1.0,0.98,0.0,0.0,0.96,0.91,0.07,0.96,1.0,1.0,0.29,0.0,,1.0,0.98,,0.91,0.93,1.0,0.84,0.07,0.14,0.0,1.0,0.0,0.02,0.19,0.0,0.0,0.91,0.3,0.0,0.0,0.02,0.1,0.05,0.02,,0.97,0.81,0.2,0.71,0.05,1.0,0.33,0.15,0.0,0.95,0.05,0.0,0.22,0.0,0.7,0.0,0.0,,1.0,1.0,0.17,0.0,1.0,0.87,0.25
06M324,0.67,0.0,0.0,,0.83,1.0,0.0,1.0,1.0,,0.0,,0.0,,,,0.0,,1.0,0.67,0.0,,,0.5,0.0,0.2,0.29,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,1.0,0.17,1.0,0.0,0.33,0.83,,0.0,0.83,0.0,0.17,,1.0,,,1.0,,1.0,0.0,,0.83,,0.71,,0.0,0.0,0.83,0.83,,0.0,,0.0,0.17,1.0,1.0,,0.0,1.0,1.0,,1.0,0.0,1.0,,0.0,,1.0,1.0,,1.0,,0.0,0.5,0.33,,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.67,0.17,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,,,0.5,,,0.0,,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.0,1.0,0.14,0.0,1.0,,
KAAE,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
17K246,0.93,0.0,0.0,1.0,0.74,1.0,0.16,0.84,0.84,0.0,0.11,,,0.0,,,,,0.84,0.76,0.22,0.0,,0.5,0.16,0.22,0.05,0.06,,1.0,0.05,0.68,0.11,0.0,,0.05,0.84,0.32,1.0,0.11,0.37,0.68,,,1.0,0.0,0.56,,0.47,,,0.84,1.0,0.84,0.0,0.0,0.79,0.56,0.79,,0.06,,0.8,0.37,0.6,0.16,,0.0,0.21,0.89,0.68,,0.0,0.89,0.84,0.0,0.83,,0.84,,0.0,,0.84,0.94,,0.94,1.0,0.0,0.5,0.07,0.0,,0.83,0.0,0.0,0.24,0.16,0.11,0.89,0.26,0.0,0.0,0.16,0.0,0.0,0.06,,0.0,0.94,0.0,,0.61,1.0,,0.0,,0.68,0.12,0.0,0.21,0.05,0.53,0.32,,,0.95,0.79,0.22,0.21,0.89,1.0,
17K397,1.0,,0.0,,1.0,0.7,0.0,1.0,1.0,0.14,0.1,,0.0,,0.0,0.0,0.0,,0.7,0.86,0.0,,,0.22,0.0,0.0,0.0,0.0,0.0,,0.3,0.89,0.0,0.0,,0.4,1.0,0.0,1.0,0.0,0.11,1.0,0.0,0.0,1.0,,0.44,,0.78,0.0,0.0,1.0,,0.8,0.0,,1.0,,0.82,,0.0,0.0,1.0,0.67,0.8,0.0,,0.88,0.0,1.0,0.8,,0.0,1.0,1.0,0.14,1.0,0.0,0.9,0.0,,,0.9,1.0,,1.0,0.86,0.0,0.78,0.0,,0.0,0.9,0.25,0.0,0.14,0.1,0.1,1.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,,0.0,1.0,0.14,0.0,0.11,,,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.89,0.11,0.0,,1.0,0.89,0.36,0.11,0.9,0.83,0.0
10X008,0.92,1.0,0.0,,0.9,0.93,0.0,1.0,0.95,0.04,0.08,,,,,,,,0.94,0.9,0.13,,,0.23,0.0,0.16,0.0,0.03,,,0.05,0.77,0.11,0.0,,0.05,0.95,0.05,1.0,0.03,0.25,0.95,,,0.98,1.0,0.5,,0.74,,,0.97,,0.95,0.0,,0.82,0.79,0.84,,0.05,,0.93,0.59,0.73,0.05,,1.0,0.18,0.95,0.84,,,0.97,0.9,0.0,1.0,,0.95,,0.0,,0.95,1.0,,0.97,1.0,0.0,0.77,0.08,,,0.94,0.21,0.0,0.1,0.05,0.05,0.97,0.1,,0.0,0.03,0.0,0.0,0.0,,0.0,0.95,0.02,,0.43,,,0.0,,0.87,0.03,,0.16,0.0,0.66,0.08,,,1.0,0.92,0.17,0.08,0.95,0.98,
12X463,0.94,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,,0.0,,,,,1.0,0.94,0.0,0.0,,0.16,0.0,0.03,0.0,0.0,,1.0,0.0,0.94,0.0,0.0,,0.03,0.97,0.03,1.0,0.0,0.09,0.97,,,1.0,,0.06,,0.91,,,0.94,1.0,1.0,0.0,0.0,0.94,1.0,0.92,,0.06,,0.91,0.86,0.95,0.03,,1.0,0.06,1.0,1.0,,,1.0,0.97,0.0,1.0,,1.0,,,,1.0,0.94,,1.0,1.0,0.0,0.84,0.06,0.0,,1.0,0.16,0.0,0.06,0.0,0.0,1.0,0.0,,0.0,0.06,0.03,0.0,0.06,,0.0,0.94,0.0,,0.23,1.0,,0.0,,1.0,0.03,,0.0,0.0,0.74,0.03,,,1.0,1.0,0.08,0.0,1.0,1.0,
08X140,0.62,0.0,0.0,,0.74,0.95,0.0,1.0,0.9,0.43,0.0,,,,,,,,0.9,0.59,0.05,,,0.37,0.11,0.2,0.13,0.17,,,0.1,0.74,0.26,0.0,,0.05,0.89,0.21,0.9,0.13,0.53,0.79,,,0.9,0.0,0.63,,0.42,,,0.95,,1.0,0.0,,0.68,0.62,0.78,,0.39,,0.76,0.42,0.67,0.11,,1.0,0.32,0.95,0.86,,,0.87,0.79,0.4,0.85,,1.0,,0.0,,1.0,0.95,,0.83,0.6,0.0,0.63,0.38,,,0.95,0.18,0.0,0.41,0.0,0.05,1.0,0.26,,0.0,0.05,0.14,0.05,0.05,,0.0,0.61,0.29,,0.68,,,0.1,,0.79,0.18,,0.26,0.0,0.47,0.2,,,0.96,0.74,0.17,0.26,0.95,0.67,
07X018,0.81,,0.0,,0.66,0.9,0.07,0.93,0.81,0.04,0.29,,,,,,,,0.84,0.7,0.41,,,0.36,0.17,0.11,0.03,0.12,,,0.13,0.57,0.07,0.0,,0.1,0.86,0.21,0.93,0.13,0.37,0.79,,,0.97,,0.68,,0.48,,,0.76,,0.71,0.0,,0.7,0.77,0.65,,0.22,,0.78,0.28,0.76,0.14,,0.86,0.3,0.9,0.87,,,0.87,0.59,0.12,0.86,,0.84,,,,0.94,0.96,,0.88,0.88,0.0,0.64,0.19,,,0.77,0.67,0.04,0.3,0.06,0.13,0.86,0.34,,0.0,0.24,0.07,0.03,0.04,,0.0,0.78,0.04,,0.57,,,0.07,,0.83,0.12,,0.28,0.03,0.41,0.07,,,0.97,0.82,0.26,0.18,0.87,0.88,
02M033,0.71,0.0,0.0,0.0,0.78,0.89,0.06,0.94,1.0,0.06,0.17,0.0,0.0,0.0,,,0.0,0.0,0.83,0.93,0.25,0.0,,0.12,0.17,0.29,0.05,0.07,0.0,0.0,0.28,0.78,0.24,0.0,,0.11,0.94,0.17,0.94,0.11,0.06,0.83,,0.0,0.94,0.0,0.19,0.0,0.94,,,0.88,0.0,0.94,0.0,0.0,0.94,0.69,0.68,0.0,0.07,0.0,0.93,0.75,0.67,0.06,0.0,1.0,0.06,0.89,0.83,0.0,,0.89,0.89,0.06,0.78,0.0,0.82,,0.0,,0.83,0.89,,0.93,0.94,0.0,0.88,0.29,0.0,0.0,0.83,0.08,0.0,0.07,0.17,0.17,0.94,0.22,,0.0,0.12,0.18,0.11,0.11,,0.0,0.93,0.19,,0.12,0.0,0.0,0.06,,0.94,0.07,,0.17,0.05,0.75,0.11,0.0,,0.95,0.89,0.21,0.11,0.83,0.94,
02M300,0.93,0.0,0.0,,0.88,0.94,0.06,0.94,0.81,,0.0,,,,,,,,0.94,0.93,0.2,,,0.21,0.12,0.27,0.2,0.19,,,0.0,1.0,0.2,0.0,,0.06,0.94,0.06,1.0,0.0,0.31,0.94,,,1.0,0.0,0.43,,0.67,,,0.94,,1.0,0.0,,0.88,0.71,0.94,,0.07,,0.87,0.6,0.62,0.06,,0.0,0.12,0.94,1.0,,0.0,1.0,0.94,,0.75,,1.0,,0.0,,0.94,1.0,,0.81,,1.0,0.79,0.07,,,1.0,0.0,0.0,0.07,0.06,0.0,0.94,0.12,0.0,0.0,0.06,0.12,0.12,0.0,,1.0,0.93,,,0.36,,,0.0,,0.79,0.12,0.0,0.0,0.0,0.75,0.06,,,1.0,1.0,0.06,0.0,1.0,,
KCHX,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
08X348,0.84,0.0,0.0,1.0,0.71,0.96,0.3,0.7,0.8,,0.2,,,0.33,,,,,0.8,0.74,0.18,0.17,,0.45,0.33,0.2,0.14,0.05,,0.83,0.12,0.88,0.2,0.0,,0.04,0.79,0.25,0.84,0.12,0.52,0.75,,,0.88,0.0,0.48,,0.45,,,0.83,1.0,0.8,0.0,0.17,0.82,0.58,0.65,,0.14,,0.86,0.32,0.67,0.21,,0.0,0.18,0.79,0.92,,0.0,0.88,0.75,,0.88,,0.84,,0.0,,0.8,1.0,,0.95,,1.0,0.55,0.16,0.0,,0.64,0.0,0.04,0.26,0.2,0.24,0.84,0.29,0.0,0.0,0.17,0.09,0.16,0.0,,1.0,0.86,,,0.67,1.0,,0.16,,0.77,0.1,0.0,0.25,0.0,0.64,0.2,,,1.0,0.88,0.27,0.12,0.76,,
18K581,0.82,0.0,0.0,1.0,0.91,1.0,0.09,0.91,0.82,,0.09,,,0.0,,,,,0.91,0.73,0.18,0.0,,0.36,0.09,0.09,0.33,0.09,,1.0,0.0,0.91,0.0,0.0,,0.0,0.91,0.09,0.91,0.17,0.36,0.91,,,0.82,0.0,0.45,,0.45,,,0.91,1.0,0.91,0.0,0.0,0.73,0.78,0.83,,0.27,,0.82,0.55,0.78,0.09,,0.0,0.27,1.0,0.82,,0.0,0.83,0.91,,0.91,,0.91,,0.0,,0.91,0.91,,0.91,,0.0,0.64,0.18,0.0,,0.91,0.0,0.09,0.27,0.09,0.09,0.91,0.09,0.0,0.0,0.09,0.0,0.08,0.09,,0.0,0.73,,,0.45,1.0,,0.09,,0.73,0.09,0.0,0.09,0.08,0.64,0.18,,,0.83,0.91,0.25,0.09,0.91,,
10X086,0.98,1.0,0.0,1.0,0.95,0.94,0.02,0.98,0.97,0.01,0.03,1.0,1.0,0.0,1.0,0.83,1.0,1.0,0.96,0.97,0.02,0.0,,0.21,0.02,0.03,0.03,0.01,0.0,1.0,0.03,0.95,0.06,0.0,,0.03,0.96,0.06,0.97,0.05,0.15,0.94,0.17,1.0,0.98,1.0,0.31,0.0,0.82,1.0,1.0,0.97,1.0,0.98,0.0,0.0,0.92,0.93,0.92,0.14,0.01,0.0,0.95,0.69,0.92,0.04,1.0,1.0,0.08,0.97,0.96,0.0,,0.95,0.96,0.03,1.0,1.0,0.92,0.0,0.0,,0.98,0.98,,0.99,0.97,0.0,0.79,0.02,0.0,0.0,0.97,0.05,0.01,0.03,0.02,0.02,0.97,0.05,,0.0,0.03,0.03,0.02,0.02,,0.0,0.99,0.01,0.83,0.21,1.0,0.0,0.03,0.0,0.93,0.01,,0.04,0.02,0.7,0.03,0.0,,0.98,0.98,0.07,0.02,0.98,0.99,0.0
KCKZ,,,0.0,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,0.0,0.0,,,,0.0,,,,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,,,,,,,0.0,0.0
