hh_id,trip_purpose_school,exercise_park,telework_before,increased_vehicle_transport,changed_num_children,work_covid_protocols_common,exercise_home,modes_used_june_other_vehicle,modes_used_june_bus,age_13_17,num_people,race_american_indian_cms,exercise_plaza,increased_vehicle_other,work_return,attitude_order,work_return_barriers_vaccine,bike_purpose_errands_cms,exercise_sidewalk,medical_mode,work_covid_protocols_dont,increased_vehicle_new_driver,attitude_mask_outdoor,ethnicity_cms,modes_used_june_scooter,changed_none,attitude_telework,move_nyc,errand_mode,age_65_over,reduced_vehicle_other,shopping_food_restaurant,bike_num_days_cms,increased_vehicle_covid_modes,delivery_service,bike_purpose_other,age_cms,bike_purpose_work_related,delivery_work,bike_purpose_medical,employment_change_pay_cut,modes_used_rail,delivery_major_retailer,industry_before,employment_change_left_job,modes_used_bus,increased_vehicle_unreliable,bike_purpose_transit_cms,work_covid_protocols_none,work_covid_protocols_hours,modes_used_june_bike,disability_dressing_cms,attitude_transit_subway,modes_used_household_vehicle,food_mode,race_white_cms,medical_postponed,bike_freq,residence_type,shopping_food_restaurant_1,race_other_cms,medical_telehealth,student_location,vehicle_change,vehicle_no_change,industry,race_asian_cms,changed_home,employment_change_laid_off,employment,trip_purpose_shopping,age_5_under,car_use,bike_purpose_recreation,work_mode,attitude_bike,telework_future,attitude_nyc_activities,attitude_bus,increased_vehicle_job,exercise_trail,bike_type_owned,bike_purpose_other_cms
19867922,0,0,995,995,0,995,1,0,0,0,2,0,0,995,995,2,995,995,1,4,995,995,2,1,0,1,995,1,9,2,995,0,995,995,0,995,10,995,0,995,995,0,1,995,995,0,995,995,995,995,0,0,5,2,1,1,1,6,1,5,0,0,995,3,3,995,0,0,995,6,2,0,2,995,995,5,995,5,2,995,0,995,995
19729871,0,0,8,995,0,0,0,0,0,1,3,0,0,995,995,1,995,995,1,2,0,995,5,1,0,1,5,2,9,0,995,2,995,995,0,995,6,995,0,995,995,0,2,15,995,0,995,995,1,0,0,0,5,6,9,1,1,5,1,0,0,0,995,3,1,15,0,0,995,1,1,0,1,995,1,5,995,1,5,995,0,995,995
19676608,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,2,995,995,0,2,995,995,1,1,0,1,995,1,2,1,995,0,995,995,5,995,9,995,0,995,995,0,2,995,995,0,995,995,995,995,0,0,5,2,2,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,2,0,2,995,995,5,995,5,5,995,0,995,995
19112052,0,995,7,995,0,0,995,0,0,0,3,0,995,995,995,3,995,0,995,9,0,995,4,1,0,1,1,2,9,0,995,0,1,995,0,0,5,0,1,0,995,0,2,17,995,0,995,0,0,1,0,999,5,1,9,1,0,3,1,1,0,0,995,3,997,997,0,0,995,1,2,1,995,0,1,3,7,1,5,995,995,1,0
19696502,0,0,995,995,0,995,0,1,0,0,1,0,0,995,995,3,995,995,1,3,995,995,1,1,0,1,995,1,9,1,995,0,995,995,0,995,9,995,0,995,995,0,1,995,995,0,995,995,995,995,0,0,5,0,9,1,0,5,995,0,0,0,995,3,3,995,0,0,995,6,0,0,1,995,995,5,995,5,3,995,0,995,995
19869589,0,995,995,995,0,995,995,0,0,0,1,0,995,995,995,1,995,995,995,2,995,995,2,1,0,1,995,1,2,1,995,1,995,995,0,995,11,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,4,2,2,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,0,0,2,995,995,5,995,5,4,995,995,995,995
19915209,0,1,7,995,0,995,0,0,0,0,1,0,0,995,5,1,1,0,1,995,995,995,1,1,0,1,1,1,9,0,995,1,995,995,1,0,8,0,0,0,995,0,1,7,995,0,995,0,995,995,1,0,4,2,9,1,1,4,1,1,0,0,995,3,3,7,0,0,995,1,6,0,1,1,995,3,6,4,4,995,0,1,0
19096505,0,0,8,995,0,995,1,0,0,0,1,0,0,995,995,4,995,995,1,995,995,995,5,1,0,1,995,998,2,0,995,2,0,995,0,995,5,995,0,995,0,0,5,7,0,0,995,995,995,995,0,0,3,7,2,0,0,5,1,0,0,0,995,3,2,995,1,0,0,5,2,0,2,995,995,3,995,5,3,995,0,995,995
19131831,0,995,8,995,0,995,995,0,0,0,1,0,995,995,6,2,1,995,995,995,995,995,1,1,0,1,3,1,9,0,995,1,0,995,0,995,6,995,0,995,995,0,1,18,995,0,995,995,995,995,0,0,4,0,9,1,0,5,1,2,0,0,995,3,3,18,0,0,995,1,2,0,995,995,995,4,6,4,2,995,995,995,995
19350135,0,0,995,995,0,995,1,0,0,0,2,0,0,995,995,1,995,995,1,995,995,995,1,1,0,1,995,1,2,1,995,1,0,995,0,995,9,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,5,4,2,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,3,0,2,995,995,5,995,4,4,995,0,995,995
19675551,0,995,8,995,0,0,995,0,1,1,6,0,995,995,995,1,995,995,995,6,0,995,1,1,0,1,4,998,9,1,995,2,995,995,0,995,5,995,0,995,995,0,0,13,995,2,995,995,0,0,0,0,995,0,4,0,0,5,1,3,0,0,995,3,2,13,0,0,995,1,2,0,995,995,3,5,995,5,2,995,995,995,995
19374235,0,0,8,995,0,995,0,0,0,0,3,0,0,995,6,1,0,995,1,9,995,995,1,1,0,1,2,1,9,0,995,0,995,995,0,995,4,995,0,995,995,0,2,14,995,0,995,995,995,995,0,0,3,0,9,1,0,4,1,1,0,0,995,3,3,14,0,0,995,1,1,0,995,995,995,2,5,5,4,995,0,995,995
19007650,0,0,995,995,0,995,1,0,0,1,4,0,0,995,995,2,995,995,1,2,995,995,2,3,0,1,995,1,2,0,995,1,0,995,0,995,8,995,0,995,995,0,2,995,995,0,995,995,995,995,0,0,3,3,2,0,0,5,995,1,1,0,995,3,3,995,0,0,995,6,3,0,2,995,995,3,995,3,3,995,0,995,995
19004442,0,995,8,995,0,995,995,0,0,0,3,0,995,995,6,1,0,995,995,995,995,995,1,1,0,0,1,1,1,2,995,0,0,995,0,995,6,995,0,995,995,0,2,4,995,0,995,995,995,995,0,0,5,7,2,0,0,5,1,0,0,0,995,3,3,13,1,0,995,1,2,0,1,995,995,3,6,5,3,995,995,995,995
19837870,0,995,8,995,0,0,995,0,0,0,2,0,995,995,995,1,995,995,995,995,0,995,1,1,0,1,2,1,9,0,995,0,0,995,0,995,6,995,4,995,995,0,2,10,995,0,995,995,0,1,0,0,995,0,9,1,0,5,1,0,0,1,995,3,3,10,0,0,995,1,0,0,995,995,5,2,6,5,2,995,995,995,995
19706201,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,1,4,995,995,1,1,0,1,995,1,9,1,995,0,995,995,0,995,9,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,5,0,1,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,0,0,995,995,995,3,995,5,1,995,0,995,995
19989021,0,0,7,995,0,1,0,0,0,0,2,0,0,995,995,1,995,995,1,2,0,995,1,1,0,1,3,1,9,0,995,1,0,995,0,995,5,995,0,995,995,0,2,7,995,0,995,995,0,0,0,0,2,6,2,0,0,5,1,1,0,0,995,3,3,7,1,0,995,1,1,0,1,995,1,3,3,5,4,995,0,995,995
198923778,0,995,995,995,0,995,995,0,1,0,1,0,995,995,995,2,995,995,995,5,995,995,2,1,0,1,995,2,2,0,995,0,995,995,0,995,8,995,0,995,995,0,0,995,995,1,995,995,995,995,0,0,3,3,2,0,0,5,1,0,0,0,995,3,3,995,0,0,995,6,1,0,2,995,995,3,995,2,2,995,995,995,995
19815634,0,995,995,995,0,995,995,0,0,0,3,0,995,995,995,1,995,995,995,2,995,995,1,1,0,1,995,2,2,2,995,1,0,995,1,995,9,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,5,7,9,1,0,5,1,0,0,0,995,3,3,995,0,0,995,6,2,0,1,995,995,5,995,3,3,995,995,995,995
19826752,0,0,995,995,0,995,0,0,0,1,3,0,0,995,995,1,995,995,0,2,995,995,1,1,0,1,995,998,2,0,995,0,0,995,0,995,8,995,1,995,995,0,1,995,995,0,995,995,995,995,0,0,5,1,2,0,0,5,995,0,0,0,995,3,3,995,0,0,995,6,0,0,2,995,995,5,995,3,5,995,0,995,995
19799559,0,0,8,995,0,995,0,0,0,0,1,0,0,995,6,1,0,995,1,9,995,995,1,1,0,1,1,1,9,0,995,0,995,995,0,995,5,995,0,995,995,0,0,7,995,0,995,995,995,995,0,0,4,3,2,1,0,5,1,1,0,1,995,3,1,7,0,0,995,1,2,0,1,995,995,5,6,5,3,995,0,995,995
19109991,0,1,6,995,0,995,1,0,0,0,2,0,0,995,2,1,1,995,1,995,995,995,1,1,0,1,4,2,9,0,995,0,995,995,0,0,5,0,0,0,995,0,2,1,995,0,995,995,995,995,1,0,995,0,9,0,0,4,2,0,0,1,995,3,2,1,1,0,995,1,3,0,995,0,995,2,4,3,5,995,0,0,995
19262663,0,995,8,995,0,0,995,0,0,0,1,0,995,995,995,1,995,995,995,995,0,995,2,997,0,1,3,1,1,0,995,0,995,995,0,995,6,995,0,995,995,0,0,997,995,1,995,995,0,1,0,0,2,0,6,0,0,5,5,2,0,0,995,3,3,997,0,0,995,1,1,0,995,995,4,5,4,4,1,995,995,995,995
19608159,0,995,7,995,0,995,995,1,0,0,2,0,995,995,1,1,1,995,995,995,995,995,1,997,0,1,3,1,1,0,995,0,995,995,1,995,6,995,0,995,995,0,3,7,995,0,995,995,995,995,0,0,1,0,1,0,0,5,1,1,1,0,995,3,3,7,0,0,995,1,0,0,2,995,995,4,7,4,5,995,995,995,995
19571340,0,0,8,995,0,995,1,0,0,0,2,0,0,995,5,2,1,995,1,2,995,995,1,1,0,1,3,1,2,2,995,1,995,995,0,995,9,995,0,995,995,0,3,8,995,0,995,995,995,995,0,0,5,2,2,1,0,4,1,0,0,0,995,3,3,8,0,0,995,3,3,0,1,995,995,3,5,5,1,995,0,995,995
19626472,0,0,4,995,0,995,0,0,0,1,6,0,0,995,995,4,995,0,1,995,995,995,1,1,0,1,995,1,2,0,995,1,995,995,0,995,5,995,0,995,0,0,0,997,0,1,995,0,995,995,0,0,2,5,2,1,0,5,1,1,0,0,995,3,3,995,0,0,1,5,4,1,1,995,995,3,995,4,2,995,0,995,0
19420550,0,0,1,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,1,995,995,995,1,1,0,1,995,1,9,0,995,0,995,995,0,995,7,995,0,995,995,0,0,4,995,0,995,995,995,995,0,0,4,0,9,1,0,5,1,0,0,0,995,3,3,995,0,0,995,5,4,0,995,995,995,5,995,5,5,995,0,995,995
19347574,0,0,995,0,0,995,0,1,0,0,3,999,0,0,995,1,995,995,1,995,995,0,1,3,0,1,995,1,9,0,995,0,0,1,0,995,5,995,0,995,995,0,2,995,995,0,0,995,995,995,0,0,2,0,3,999,0,5,1,2,999,0,995,2,995,995,999,0,995,6,2,0,2,995,995,5,995,3,3,0,1,995,995
19744722,0,0,4,995,0,995,0,0,1,0,1,0,0,995,6,1,0,1,0,9,995,995,1,1,0,1,3,1,9,0,995,0,0,995,0,0,6,0,0,0,995,0,0,17,995,1,995,0,995,995,1,0,995,0,9,1,0,2,1,0,0,1,995,3,3,17,0,0,995,1,1,0,995,0,995,1,4,5,3,995,1,0,0
19990798,0,1,8,995,0,995,1,0,0,0,2,0,1,995,995,5,995,0,1,6,995,995,1,3,0,1,995,1,9,0,995,1,0,995,0,0,5,0,1,0,995,1,1,17,995,7,995,0,995,995,0,0,995,0,9,0,0,4,1,2,0,1,995,3,3,995,0,0,995,5,2,0,995,0,995,1,995,5,5,995,1,0,0
19438369,0,0,8,995,0,0,0,0,0,1,2,0,0,995,995,4,995,995,1,4,0,995,1,1,0,1,1,1,9,0,0,3,995,995,0,995,6,995,2,995,1,0,2,8,0,4,995,995,0,1,0,0,1,0,5,0,0,5,1,0,0,1,995,1,995,8,0,0,0,2,2,0,995,995,4,3,995,4,1,995,0,995,995
19797249,0,0,8,995,0,995,0,0,0,0,1,0,0,995,1,1,0,995,1,995,995,995,2,1,0,1,1,998,2,0,995,1,995,995,0,995,7,995,0,995,995,0,0,997,995,0,995,995,995,995,0,0,1,2,2,1,0,5,1,0,0,0,995,3,3,4,0,0,995,1,1,0,2,995,995,5,6,1,5,995,0,995,995
19387468,5,0,4,995,0,995,0,1,0,0,3,0,0,995,995,5,995,995,1,2,995,995,5,1,0,0,995,2,2,0,995,1,995,995,1,995,4,995,0,995,0,0,2,7,0,0,995,995,995,995,0,0,3,5,2,1,0,5,3,0,0,0,995,3,2,995,0,0,1,5,3,0,1,995,995,4,995,2,4,995,0,995,995
19317357,0,0,2,995,0,995,1,0,0,1,2,0,0,995,995,5,995,995,0,2,995,995,5,3,0,1,995,1,9,0,995,2,0,995,0,995,7,995,0,995,1,0,3,7,0,0,995,995,995,995,0,0,5,2,9,1,0,5,995,2,0,0,995,3,3,995,0,0,0,7,0,0,2,995,995,5,995,5,3,995,0,995,995
19057342,0,0,2,0,0,995,0,0,0,2,4,0,0,0,6,1,1,0,1,995,995,0,1,1,1,1,2,1,11,0,995,0,1,1,0,0,6,1,0,1,0,0,2,1,0,0,0,0,995,995,1,0,4,3,2,0,0,1,995,1,0,0,995,2,995,1,1,0,0,1,1,0,1,1,995,1,6,3,3,0,0,1,0
19795929,1,995,8,995,0,1,995,0,1,0,2,0,995,995,995,2,995,995,995,995,0,995,2,1,0,1,4,1,9,1,0,0,0,995,0,995,7,995,0,995,995,1,1,16,995,3,995,995,0,1,0,0,2,0,5,0,0,5,1,1,0,0,995,1,995,5,1,0,995,1,1,0,995,995,5,4,995,4,3,995,995,995,995
19387318,0,995,8,995,0,0,995,0,0,0,4,0,995,995,995,3,995,995,995,2,0,995,1,1,0,1,1,1,2,1,995,0,995,995,0,995,6,995,2,995,995,0,3,9,995,0,995,995,0,0,0,0,5,5,2,0,0,5,1,0,0,0,995,3,3,9,1,0,995,1,0,0,2,995,1,5,995,5,4,995,995,995,995
19757929,0,0,4,995,0,995,0,0,0,0,3,0,0,995,6,1,1,0,1,2,995,995,1,1,0,1,1,1,2,0,995,3,995,995,0,995,6,995,0,995,995,0,1,1,995,0,995,0,995,995,0,0,1,7,2,0,0,2,1,0,0,0,995,3,3,1,1,0,995,1,2,1,1,995,995,3,6,2,3,995,0,995,0
19600563,0,0,6,995,0,995,0,0,0,1,2,0,0,995,2,1,1,0,1,2,995,995,1,1,0,1,2,1,2,0,995,1,995,995,1,0,8,0,0,0,995,0,3,4,995,0,995,1,995,995,0,0,4,4,2,1,0,2,2,0,0,0,995,3,3,4,0,0,995,1,4,0,1,1,995,2,6,5,5,995,0,1,0
19639376,0,1,995,0,0,995,0,1,0,1,3,0,1,0,995,1,995,995,1,995,995,0,2,1,0,0,995,2,9,0,995,0,995,1,0,995,4,995,0,995,995,0,4,995,995,0,1,995,995,995,0,0,3,3,2,0,0,5,995,1,0,0,3,2,995,995,1,0,995,6,2,0,1,995,995,5,995,4,4,0,0,995,995
19311962,0,0,6,995,0,0,0,0,0,0,3,1,0,995,995,1,995,1,1,995,0,995,1,1,0,1,1,1,9,1,995,1,995,995,1,995,6,995,0,995,995,0,2,17,995,0,995,0,1,0,0,0,3,0,9,0,0,5,1,1,0,0,995,3,3,17,0,0,995,3,4,0,995,995,8,1,995,3,4,995,0,995,0
19076577,0,0,8,995,0,995,0,0,0,0,3,0,1,995,1,1,1,0,1,995,995,995,1,1,0,1,2,1,9,0,995,0,995,995,0,0,5,0,0,0,995,0,0,16,995,0,995,1,995,995,1,0,4,0,9,1,0,2,3,1,0,1,995,3,3,16,0,0,995,1,2,0,995,1,995,2,7,4,3,995,1,0,0
19537661,0,1,8,995,0,995,0,0,0,0,1,0,0,995,6,2,1,995,0,6,995,995,1,1,0,1,3,998,9,0,995,0,0,995,0,995,5,995,0,995,995,0,1,18,995,0,995,995,995,995,0,0,2,0,9,1,0,5,1,1,0,1,995,3,3,10,0,0,995,1,1,0,995,995,995,4,6,2,5,995,0,995,995
19426685,0,0,995,995,0,995,1,0,1,0,1,0,0,995,995,2,995,995,1,6,995,995,2,1,0,1,995,1,9,1,995,0,995,995,0,995,9,995,0,995,995,0,0,995,995,2,995,995,995,995,0,0,2,2,2,1,0,5,995,0,0,0,995,3,3,995,0,0,995,6,2,0,995,995,995,3,995,4,2,995,0,995,995
19889447,0,1,8,995,0,995,0,1,1,0,2,0,0,995,995,5,995,0,1,995,995,995,5,1,0,1,995,1,9,0,995,1,995,995,2,995,5,995,0,995,995,0,1,2,995,2,995,0,995,995,0,0,995,0,997,1,0,4,1,2,0,0,995,3,3,995,0,0,995,5,2,0,2,995,995,5,995,2,5,995,0,995,0
19943819,0,1,8,995,0,995,0,0,0,0,4,0,0,995,6,1,1,995,1,995,995,995,2,1,0,1,2,998,9,0,995,1,995,995,5,995,6,995,0,995,995,0,2,15,995,0,995,995,995,995,0,0,4,2,9,1,0,5,1,0,0,0,995,3,1,15,0,0,995,1,3,0,1,995,995,5,5,4,3,995,0,995,995
19051041,0,1,995,995,0,995,0,0,0,0,1,0,0,995,995,1,995,0,0,2,995,995,1,1,0,1,995,1,2,1,995,0,0,995,0,0,8,0,0,0,995,0,0,995,995,0,995,0,995,995,0,0,5,7,2,1,0,4,1,0,0,0,995,3,3,995,0,0,995,6,1,0,2,1,995,4,995,5,3,995,0,1,0
19950308,0,0,8,995,0,995,1,0,0,0,2,999,0,995,6,1,1,995,0,995,995,995,1,999,0,1,1,1,2,0,995,3,995,995,0,995,8,995,0,995,995,0,3,15,995,0,995,995,995,995,0,0,5,5,2,999,1,6,1,0,999,0,995,3,2,15,999,0,995,1,4,0,1,995,995,5,5,5,3,995,0,995,995
19631007,0,995,8,995,0,995,995,0,0,0,3,999,995,995,1,1,0,995,995,2,995,995,1,3,0,1,3,1,2,0,995,1,0,995,0,995,8,995,0,995,0,0,3,997,0,0,995,995,995,995,0,0,2,7,2,999,0,5,1,1,999,0,995,3,3,997,999,0,0,1,0,0,1,995,995,5,4,5,5,995,995,995,995
19159158,0,0,995,995,0,995,1,0,0,0,2,0,0,995,995,1,995,0,0,995,995,995,1,1,0,0,995,2,2,2,0,1,0,995,0,995,10,995,0,995,995,0,0,995,995,0,995,0,995,995,0,0,2,0,2,1,1,1,5,1,0,0,995,1,995,995,0,0,995,6,2,0,1,995,995,3,995,1,5,995,0,995,0
19649224,0,1,2,995,0,995,0,0,0,0,1,0,0,995,7,2,995,995,1,7,995,995,1,1,0,1,3,1,9,1,995,1,0,995,0,995,8,995,0,995,995,0,0,16,995,0,995,995,995,995,0,0,3,4,9,1,0,5,1,0,0,0,995,3,3,16,0,0,995,1,2,0,995,995,995,5,995,5,3,995,0,995,995
19577146,0,0,5,995,0,995,1,0,0,1,6,0,0,995,6,3,1,995,0,995,995,995,1,1,0,1,3,1,2,1,995,0,0,995,0,995,7,995,0,995,995,0,1,16,995,0,995,995,995,995,0,0,3,1,2,0,0,5,1,1,1,0,995,3,3,1,0,0,995,1,0,0,1,995,995,4,4,4,3,995,0,995,995
19510224,0,995,8,995,0,995,995,0,0,0,2,0,995,995,6,1,1,995,995,5,995,995,2,1,0,1,1,1,9,0,995,0,0,995,0,995,6,995,0,995,995,0,1,15,995,1,995,995,995,995,0,0,5,0,9,0,0,5,1,0,0,0,995,3,2,15,0,0,995,1,2,0,995,995,995,5,6,4,1,995,995,995,995
19456359,0,0,995,995,0,995,0,0,0,0,1,0,1,995,995,1,995,995,1,2,995,995,1,1,0,1,995,1,9,1,995,4,0,995,0,995,9,995,0,995,995,0,0,995,995,0,995,995,995,995,0,0,4,3,9,1,0,5,1,0,0,0,995,3,2,995,0,0,995,6,3,0,1,995,995,5,995,5,2,995,0,995,995
19378913,0,0,8,995,0,995,0,0,0,0,5,0,0,995,6,1,0,995,1,2,995,995,3,1,0,1,3,998,1,0,995,0,995,995,0,995,6,995,0,995,995,0,1,15,995,0,995,995,995,995,0,0,5,4,2,1,0,5,3,0,0,1,995,3,3,7,0,0,995,1,0,1,1,995,995,5,6,3,5,995,0,995,995
19158544,0,995,6,995,0,995,995,0,0,0,3,0,995,995,995,2,995,995,995,995,995,995,1,1,0,1,995,998,9,1,995,1,995,995,0,995,5,995,0,995,0,0,0,16,0,0,995,995,995,995,0,0,2,1,2,0,0,5,995,2,0,0,995,3,3,995,1,0,0,7,0,0,2,995,995,2,995,5,2,995,995,995,995
196165032,0,1,2,995,0,995,0,0,0,0,2,0,0,995,7,2,995,1,1,9,995,995,2,1,0,1,1,1,9,0,995,1,995,995,0,0,5,0,0,0,0,0,2,6,0,0,995,0,995,995,1,0,3,0,9,1,0,1,1,2,0,0,995,3,3,6,0,0,0,1,3,0,995,1,995,1,995,2,5,995,1,1,0
19159308,0,0,8,995,0,0,0,0,1,0,2,0,0,995,995,4,995,995,1,995,0,995,4,1,0,1,5,1,2,0,995,1,995,995,0,995,8,995,0,995,995,0,1,11,995,5,995,995,0,0,0,0,3,0,9,1,0,5,1,0,0,1,995,3,3,11,0,0,995,1,1,0,995,995,4,4,995,4,1,995,0,995,995
19102671,0,0,8,995,0,0,0,1,0,1,5,0,0,995,995,2,995,995,1,995,0,995,2,1,1,1,3,1,2,0,995,0,0,995,0,995,7,995,0,995,995,0,3,8,995,0,995,995,0,0,0,0,4,5,2,0,1,5,1,4,0,0,995,3,1,8,1,0,995,1,1,0,1,995,1,4,995,4,3,995,0,995,995
19336931,0,0,995,995,0,995,0,0,1,0,1,0,0,995,995,1,995,995,1,6,995,995,1,3,0,1,995,1,9,1,995,0,995,995,2,995,8,995,0,995,995,0,1,995,995,1,995,995,995,995,0,0,995,0,9,1,1,6,1,0,0,1,995,3,3,995,0,0,995,6,4,0,995,995,995,5,995,5,2,995,0,995,995
19255331,0,1,995,995,0,995,0,0,1,0,2,0,1,995,995,2,995,0,1,5,995,995,2,1,0,1,995,1,9,0,995,0,0,995,0,0,8,0,0,0,995,0,2,995,995,4,995,0,995,995,0,0,4,0,5,1,0,4,1,0,0,0,995,3,3,995,0,0,995,6,3,0,995,0,995,2,995,2,2,995,0,0,0
19751244,0,0,995,995,0,995,0,0,1,0,2,0,0,995,995,2,995,995,1,6,995,995,1,997,0,1,995,1,9,1,995,1,995,995,0,995,9,995,0,995,995,0,2,995,995,2,995,995,995,995,0,0,2,0,9,0,0,5,3,0,0,1,995,3,3,995,1,0,995,6,3,0,995,995,995,5,995,5,2,995,0,995,995
19130803,0,1,8,995,1,995,0,0,0,0,4,0,0,995,2,1,0,995,0,2,995,995,1,3,0,0,2,1,2,0,995,1,0,995,0,995,5,995,0,995,0,0,4,16,0,0,995,995,995,995,0,0,5,4,2,0,0,2,995,0,0,0,995,3,1,16,0,0,0,1,0,1,2,995,995,3,6,2,3,995,0,995,995
19051879,0,0,8,995,0,995,0,0,0,1,3,0,0,995,5,1,1,995,1,995,995,995,1,3,0,1,1,2,2,0,995,1,0,995,0,995,5,995,0,995,995,0,3,15,995,0,995,995,995,995,0,0,3,3,2,1,1,5,1,1,0,1,995,3,3,15,0,0,995,1,2,0,2,995,995,3,7,3,5,995,0,995,995
19682861,0,1,2,995,0,995,0,0,1,0,3,0,0,995,7,1,995,995,1,7,995,995,2,1,0,1,1,1,2,0,995,2,995,995,0,995,5,995,0,995,0,0,2,8,0,0,995,995,995,995,0,999,995,7,2,0,0,5,995,0,0,0,995,3,1,8,1,0,0,2,0,0,1,995,995,5,995,5,2,995,0,995,995
19169943,0,0,8,995,0,995,1,0,0,0,2,0,0,995,2,1,1,995,1,995,995,995,3,1,0,0,1,998,2,0,995,0,995,995,4,995,7,995,0,995,995,0,2,7,995,0,995,995,995,995,0,0,4,4,2,1,0,5,5,0,0,1,995,3,3,7,0,0,995,1,2,0,1,995,995,4,6,1,5,995,0,995,995
19895079,0,995,7,995,0,995,995,0,0,0,3,0,995,995,6,1,1,1,995,995,995,995,1,1,0,1,2,1,1,0,995,1,2,995,0,995,7,995,0,995,995,0,1,15,995,0,995,0,995,995,0,0,2,3,2,0,0,5,1,0,0,0,995,3,3,15,1,0,995,1,1,0,2,995,995,3,6,5,4,995,995,995,0
19965541,0,995,995,995,0,995,995,0,0,0,2,0,995,995,995,1,995,995,995,2,995,995,1,1,0,1,995,1,2,2,995,0,995,995,0,995,9,995,0,995,995,0,1,995,995,0,995,995,995,995,0,0,5,2,1,1,0,6,1,1,0,1,995,3,3,995,0,0,995,6,1,0,2,995,995,5,995,5,3,995,995,995,995
19427255,0,1,8,0,0,1,0,0,0,0,3,0,0,0,995,1,995,1,1,995,0,0,1,1,0,0,3,1,1,1,995,1,4,0,0,0,8,0,0,0,995,0,1,8,995,0,0,0,0,0,1,0,4,1,1,1,0,1,1,0,0,0,995,2,995,8,0,0,995,1,1,0,995,1,9,1,4,5,4,1,0,1,0
19778227,0,0,8,995,0,995,0,0,0,1,2,0,1,995,6,1,1,995,1,995,995,995,1,1,0,1,1,1,9,0,995,2,0,995,0,995,7,995,0,995,995,0,0,7,995,0,995,995,995,995,0,0,995,0,9,1,0,5,1,0,0,0,995,3,3,7,0,0,995,1,2,0,995,995,995,1,4,2,4,995,0,995,995
19247695,0,1,8,995,0,0,1,0,1,0,6,0,0,995,995,1,995,0,1,995,0,995,4,1,0,0,2,2,2,0,995,1,1,995,0,0,8,0,2,0,995,0,1,997,995,1,995,0,0,1,0,0,995,6,2,1,0,5,5,0,0,0,995,3,3,12,0,1,995,1,2,0,2,0,1,2,4,5,2,995,0,1,0
19419111,0,0,2,995,0,0,0,0,0,0,3,0,0,995,995,1,995,0,0,995,0,995,1,2,0,1,1,2,9,0,995,1,995,995,0,995,6,995,0,995,995,0,1,11,995,0,995,0,0,0,0,0,995,1,9,1,0,4,1,1,0,0,995,3,2,11,0,0,995,1,3,1,995,995,5,1,995,5,5,995,0,995,1
19314242,0,0,995,995,0,995,0,0,0,0,1,0,0,995,995,1,995,995,1,4,995,995,1,1,0,1,995,1,9,1,995,0,995,995,1,995,9,995,0,995,995,0,2,995,995,0,995,995,995,995,0,0,5,0,1,1,1,5,1,0,0,0,995,3,3,995,0,0,995,6,1,0,995,995,995,5,995,5,2,995,0,995,995
19335883,0,0,8,995,0,995,0,0,0,1,4,0,0,995,995,1,995,995,1,997,995,995,1,997,0,1,995,1,2,0,995,1,995,995,0,995,6,995,0,995,0,0,3,13,0,0,995,995,995,995,0,0,2,7,2,0,0,5,1,2,0,0,995,3,3,995,0,0,0,5,2,0,1,995,995,5,995,5,5,995,0,995,995
19313867,0,0,995,995,0,995,0,0,0,0,3,0,0,995,995,3,995,995,1,2,995,995,1,3,0,1,995,1,2,0,995,0,0,995,0,995,8,995,0,995,0,0,0,995,0,0,995,995,995,995,0,0,5,2,2,0,0,5,1,0,1,1,995,3,1,995,0,0,0,5,0,0,1,995,995,5,995,5,2,995,0,995,995
19160534,1,1,7,995,0,995,1,0,0,0,1,0,0,995,995,2,995,0,1,2,995,995,1,1,0,1,995,1,2,0,995,0,0,995,0,995,7,995,0,995,0,0,2,17,0,0,995,0,995,995,0,0,2,4,2,1,0,5,1,0,0,0,995,3,3,995,0,0,1,5,1,0,1,995,995,4,995,4,4,995,0,995,0
19947941,0,995,8,995,0,0,995,0,0,0,1,999,995,995,995,1,995,995,995,995,0,995,1,2,0,1,2,1,9,0,995,0,0,995,0,995,5,995,0,995,995,0,1,8,995,1,995,995,0,0,0,0,995,0,9,999,0,5,1,0,999,0,995,3,3,8,999,0,995,1,0,0,995,995,5,3,995,5,5,995,995,995,995
19206344,0,0,3,995,0,995,0,0,0,0,1,0,0,995,995,1,995,1,1,995,995,995,1,1,0,0,995,998,3,0,995,1,0,995,0,0,6,0,0,0,0,0,0,11,0,0,995,1,995,995,1,0,3,0,10,1,0,1,995,3,0,0,995,3,2,995,0,0,0,5,1,0,995,0,995,1,995,4,2,995,0,1,0
