property_id,property_name,automobile_dealership_gross,source_eui_kbtu_ft,energy_star_certification_5,multifamily_housing_number_4,ice_curling_rink_gross_floor,aquarium_gross_floor_area,medical_office_gross_floor,energy_star_certification_4,retail_store_gross_floor,investment_in_energy_projects,parent_property_name,other_gross_floor_area_ft,office_weekly_operating_hours,race_track_gross_floor_area,office_computer_density_number,nyc_building_identification,percent_better_than_national,costar_property_id,municipally_supplied_potable_1,total_ghg_emissions_metric,fuel_oil_5_6_use_kbtu,weather_normalized_site_1,office_gross_floor_area_ft,site_eui_kbtu_ft,estimated_savings_from_energy_1,supermarket_grocery_gross,multifamily_housing_number_3,investment_in_energy_projects_1,multifamily_housing_total,casino_gross_floor_area_ft,hospital_general_medical_15,percent_of_total_electricity,national_median_source_eui,college_university_number,metered_areas_energy,fast_food_restaurant_gross,data_center_cooling_equipment,hospital_general_medical_11,energy_star_certification_1,retail_store_number_of_walk,data_center_pdu_output_site,transportation_terminal,energy_star_certification,natural_gas_use_kbtu,municipally_supplied_potable,medical_office_weekly,borough
2386566,115 East 90th Street,Not Available,104,No,10,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1048247,Not Available,Not Available,Not Available,301.9,0,229878.5,Not Available,72.6,0,Not Available,Not Available,0,47,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19314,Not Available,Not Available,MANHATTAN
2630969,26 EBBITTS ST HELM,Not Available,122.4,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,5105546,Not Available,Not Available,Not Available,569.3,Not Available,733420.8,Not Available,76.1,0,Not Available,Not Available,0,254,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6877767,Not Available,Not Available,STATEN IS
2386839,235 East 73rd Street,Not Available,57.9,No,12,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1043992,Not Available,Not Available,Not Available,410.9,5383681.7,561,Not Available,57.2,0,Not Available,Not Available,0,77,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,94637.5,Not Available,Not Available,MANHATTAN
2364074,1 Rock (Bld 5),Not Available,227.9,No,Not Available,Not Available,Not Available,Not Available,Not Available,80522,0,Not Applicable: Standalone Property,Not Available,65,Not Available,1.34608,1077286,-3.5,Not Available,Not Available,5200.6,Not Available,7708450.8,488084,120.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,236.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2614203,200 E. 69Th Street,Not Available,125.6,No,420,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1043902,Not Available,Not Available,Not Available,2914,Not Available,3471973.4,Not Available,66.9,0,Not Available,Not Available,0,283,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,255784,Not Available,Not Available,MANHATTAN
2564633,995 Fifth Avenue Owners Corp,Not Available,159.5,No,70,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1046650,Not Available,Not Available,Not Available,834.2,Not Available,1825693.2,Not Available,66.4,0,Not Available,Not Available,0,35,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,362650,Not Available,Not Available,MANHATTAN
2637895,145 Nassau St.,Not Available,77.3,No,41,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,11316,Not Available,Not Available,Not Available,1001355,Not Available,Not Available,Not Available,315.8,Not Available,Not Available,Not Available,45.8,0,Not Available,Not Available,0,41,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3557678,Not Available,Not Available,MANHATTAN
2637885,120 W 70 St.,Not Available,147.5,No,8,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1029650,Not Available,Not Available,83.84,390,Not Available,412484.4,Not Available,98.6,0,Not Available,Not Available,0,38,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,5193140.7,Not Available,Not Available,MANHATTAN
2612584,405 WESTMINSTER RD HCM,Not Available,135,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3118652,Not Available,Not Available,Not Available,857.2,Not Available,717308.7,Not Available,96.8,0,Not Available,Not Available,0,138,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,12400113.3,Not Available,Not Available,BROOKLYN
2598016,175 West 12th Street Corporation,Not Available,154.2,No,0,Not Available,Not Available,2058,Not Available,7203,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1067315,Not Available,Not Available,73.92,1383.7,Not Available,1051799.8,Not Available,107.9,0,Not Available,Not Available,0,214,Not Available,Not Available,Not Available,Not Available,Not Available,Tenant Cooling,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,461916.6,Not Available,40,MANHATTAN
2615814,Tribeca Grand Hotel,Not Available,339.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1088221,59,Not Available,81.37,1513.1,Not Available,3456160.4,Not Available,141,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,213.8,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1653053,Not Available,Not Available,MANHATTAN
2533061,59 John Street,Not Available,178.8,No,144,Not Available,Not Available,Not Available,Not Available,6200,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1001193,Not Available,Not Available,Not Available,797.2,Not Available,1133134.5,Not Available,89.9,0,Not Available,Not Available,0,72,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,502809.7,Not Available,Not Available,MANHATTAN
2631047,501 FIFTH AVENUE CO.,Not Available,209.9,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,77,Not Available,2.31863,1035342,-20.2,Not Available,Not Available,1311.3,Not Available,2136054.4,156989,109.2,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,263,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,622463.6,7238.4,Not Available,MANHATTAN
2386773,1036 Park Avenue,Not Available,Not Available,No,0,Not Available,Not Available,2900,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1046834,Not Available,Not Available,0.05,Not Available,Not Available,429089.7,Not Available,Not Available,0,Not Available,Not Available,0,67,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65,MANHATTAN
2597872,New Amsterdam Theater,Not Available,269,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1024660,216.2,Not Available,Not Available,955.2,Not Available,2558758.3,Not Available,111.3,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,85.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4613838,Not Available,Not Available,MANHATTAN
2615596,Austin Towers Condo,Not Available,139.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4312067,Not Available,Not Available,Not Available,368.7,Not Available,400144.7,Not Available,92.1,0,Not Available,Not Available,0,90,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4837698.5,Not Available,Not Available,QUEENS
2383135,201 East 28th Street - Chesapeake Owner's Corp,Not Available,168.4,No,0,Not Available,Not Available,Not Available,Not Available,5000,0,Not Applicable: Standalone Property,Not Available,65,Not Available,2.23404,1019888,Not Available,Not Available,Not Available,1586.9,Not Available,1761010.7,9400,110.5,0,Not Available,Not Available,0,239,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,20622273.7,Not Available,Not Available,MANHATTAN
2382145,MSKCC Main Campus - Super Block,Not Available,673.3,No,Not Available,Not Available,Not Available,47047,Not Available,Not Available,0,Memorial Sloan Kettering Cancer Center 1,429240,65,Not Available,2,1087284;1045572,447.2,Not Available,Not Available,41843.1,Not Available,52167888.7,178836,352.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,123.1,Not Available,Whole Building,Not Available,N+1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,65,MANHATTAN
2612583,394 ARGYLE RD HCM,Not Available,102.8,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3118644,Not Available,Not Available,Not Available,743.4,Not Available,661302.9,Not Available,72.5,0,Not Available,Not Available,0,138,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10547205,Not Available,Not Available,BROOKLYN
2536772,10 WEST 47TH STREET ASSOC,Not Available,245,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,8244,65,Not Available,2.34164,1034340,5.2,Not Available,Not Available,707.1,4821957.7,1238271.5,65766,122.3,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,233,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6421.4,3063.7,Not Available,MANHATTAN
2617469,"MBSF Alabama, LLC",Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,2000,Not Available,Not Available,Not Available,3083643,Not Available,Not Available,Not Available,Not Available,Not Available,160,Not Available,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,73.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BROOKLYN
2533066,80 Riverside Boulevard,Not Available,163.9,No,342,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,4537,Not Available,Not Available,Not Available,1087720,Not Available,Not Available,Not Available,3681.2,Not Available,6231986.3,Not Available,89.7,0,Not Available,Not Available,0,271,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,36379218.8,Not Available,Not Available,MANHATTAN
2591254,BOWLING GREEN ASSOC. L.P.,Not Available,227.4,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,55,Not Available,4.49984,1000044,-23,Not Available,Not Available,3286.8,Not Available,7424534.8,423348,92.5,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,295.2,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2383927,27 West 72nd Street - The Olcott,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1087511,Not Available,Not Available,Not Available,Not Available,Not Available,2260349.7,Not Available,Not Available,0,Not Available,Not Available,0,158,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2594233,Pepsi Cola Avenue D,Not Available,574.6,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3844209,420.4,Not Available,0,2670.3,Not Available,4199286.5,Not Available,328.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,110.4,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,28407227.3,76468,Not Available,BROOKLYN
2383854,250 East 40th Street - The Highpoint,Not Available,172.8,No,0,Not Available,Not Available,Not Available,Not Available,2327,0,Not Applicable: Standalone Property,5434,Not Available,Not Available,Not Available,1076162,Not Available,Not Available,Not Available,1891.6,Not Available,2487797.3,Not Available,88.9,0,Not Available,Not Available,0,232,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,409774.6,Not Available,Not Available,MANHATTAN
2448062,230 Park Avenue South,Not Available,178.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,1000,47.6,Not Available,1.77171,1016152,-24.4,Not Available,13.6,1812.4,Not Available,5299671.1,333011,66,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,236.3,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
1732083,C&W Moinian 115 E 57 St,Not Available,145.5,No,490,Not Available,Not Available,105208,Not Available,15161,0,Not Applicable: Standalone Property,Not Available,42.65,Not Available,2.67738,1036926,Not Available,Not Available,Not Available,2956.8,Not Available,5075967.8,32868,67,0,Not Available,Not Available,0,248,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,1,Not Available,Not Available,Not Available,344706.2,Not Available,28.53,MANHATTAN
1230818,Rockefeller Research Lab,Not Available,840.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Memorial Sloan Kettering Cancer Center 1,327993,Not Available,Not Available,Not Available,1045570,582.2,Not Available,Not Available,11110.5,Not Available,17969132.7,Not Available,397.7,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,123.1,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2388664,54 West 16th Street,Not Available,117.2,No,0,Not Available,Not Available,Not Available,Not Available,1500,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1015317,Not Available,Not Available,50.98,830.2,8299649.9,634348.8,Not Available,81.6,0,1500,Not Available,0,120,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,501350.3,Not Available,Not Available,MANHATTAN
2637874,105 Norfolk St.,Not Available,155.6,No,28,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,2690,Not Available,Not Available,Not Available,1087502,Not Available,Not Available,32.36,256.1,Not Available,530905.9,Not Available,76.1,0,Not Available,Not Available,0,32,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2017812.2,Not Available,Not Available,MANHATTAN
2606276,275 Madison Avenue,Not Available,188,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,55,Not Available,2.80836,1017597,-28.9,Not Available,Not Available,2020.1,Not Available,4109512.1,297683,93.3,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,264.6,Not Available,Whole Building,Not Available,Not Available,Not Available,01/13/2014,Not Available,Not Available,Not Available,2013,15619685.9,Not Available,Not Available,MANHATTAN
2506102,1600 Sedgwick Riverview,Not Available,170.5,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2092067,Not Available,Not Available,138.66,3046.7,0,2455715,Not Available,117.4,0,Not Available,Not Available,0,383,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2354512.6,Not Available,Not Available,BRONX
1846846,880 Third Ave,Not Available,193,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,55,Not Available,1.0335,1036473,-11.8,Not Available,Not Available,777.3,Not Available,2434907,142235,66.5,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,219,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2602873,Metropolitan Jewish Healthcare System - Shorefront Center,Not Available,309.8,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3256861,18.7,Not Available,45.83,1919.2,Not Available,3098631.8,Not Available,174.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,260.9,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19953526.5,Not Available,Not Available,BROOKLYN
1974028,399 Park Avenue,Not Available,256.9,No,Not Available,Not Available,Not Available,Not Available,Not Available,10210,0,Not Applicable: Standalone Property,7271,69.77,Not Available,4.09978,1071457,-17.8,Not Available,21.37,14147.2,Not Available,35588455.9,1650191,99.5,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,312.4,Not Available,Whole Building,Not Available,", None of the Above",Not Available,Not Available,25,Not Available,Not Available,Not Available,1485850.3,Not Available,Not Available,MANHATTAN
1231058,520 Madison Avenue,Not Available,236.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,20036,0,Not Applicable: Standalone Property,Not Available,28.98,Not Available,1.80559,1035727,-24.2,Not Available,20.14,7496.7,Not Available,20907707.6,322172,87.5,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,312.4,Not Available,Whole Building,Not Available,Not Available,Not Available,06/24/2013,0,Not Available,Not Available,"2013, 2010, 2008, 2007",2926720,Not Available,Not Available,MANHATTAN
2506975,590 Five Corp,Not Available,165.9,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2004293,Not Available,Not Available,Not Available,645.1,Not Available,280661.7,Not Available,133.1,0,Not Available,Not Available,0,78,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1028300.1,Not Available,Not Available,BRONX
1180593,C Building,Not Available,1.5,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4440535,-99.7,Not Available,1255,10.1,Not Available,Not Available,Not Available,1.4,0,Not Available,Not Available,0,Not Available,Not Available,100,Not Available,427.3,Not Available,Whole Building,Not Available,Not Available,1.31981,Not Available,Not Available,Not Available,Not Available,Not Available,189880.9,Not Available,Not Available,QUEENS
2612495,Walter & Samuels - 30 E 40th,Not Available,212.6,No,Not Available,Not Available,Not Available,65948,Not Available,Not Available,0,Not Applicable: Standalone Property,1532,Not Available,Not Available,Not Available,1017596,-18.1,Not Available,84.17,451.7,Not Available,1183697.2,Not Available,80.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,259.4,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,55,
2638782,304-324 E 41 St,Not Available,156.9,No,0,Not Available,Not Available,1900,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1080448;1080449;1080450,Not Available,Not Available,Not Available,980.2,Not Available,825084.6,Not Available,108.3,0,Not Available,Not Available,0,189,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3535547.7,Not Available,40,MANHATTAN
1944274,Queenswood-Building 2,Not Available,136.6,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4047361,Not Available,Not Available,Not Available,662.6,Not Available,965544.1,Not Available,80.5,0,Not Available,Not Available,0,147,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7390790.8,Not Available,Not Available,QUEENS
2608456,1265-1269 Olmstead Ave,Not Available,164.5,No,5,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2026272,Not Available,Not Available,125.4,442.9,Not Available,325235,Not Available,121.8,0,Not Available,0,0,88,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,6637099.8,Not Available,Not Available,BRONX
1426421,24 State Street,Not Available,309,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,65,Not Available,2.58546,1000021,14.6,Not Available,10.21,10880.4,Not Available,17075725.1,859807,148.4,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,269.7,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2612576,178-60 WEXFORD TERR HOBM,Not Available,111.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,4212917,Not Available,Not Available,Not Available,253.8,Not Available,256748.4,Not Available,75.4,0,Not Available,Not Available,0,73,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3435910.8,Not Available,Not Available,QUEENS
2612560,Walter & Samuels - 15 W 36th,Not Available,125.7,Yes,Not Available,Not Available,Not Available,Not Available,Not Available,9500,0,Not Applicable: Standalone Property,Not Available,35.49,Not Available,2.46031,1015930,-33.4,Not Available,Not Available,422.3,3136350,670632.8,72755,65.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,188.7,Not Available,Whole Building,Not Available,Not Available,Not Available,11/16/2011,0,Not Available,Not Available,2011,600,Not Available,Not Available,
2597675,CBS-518,Not Available,767.2,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,84,Not Available,4.19848,1027069,182.4,Not Available,Not Available,1700.1,Not Available,4375762.3,61689,292.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,271.7,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2388677,520 East 72nd Street,Not Available,Not Available,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1078436,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,0,244,Not Available,100,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,1.32,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MANHATTAN
2638756,Coffey Sportplex,Not Available,60.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,2102048,-37.7,Not Available,Not Available,363,Not Available,1307759.9,Not Available,19.2,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,96.8,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,BRONX
2611788,929-935 St. Nicholas Ave,Not Available,137.3,No,0,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1062491,Not Available,Not Available,64.34,442.3,4749599.8,263003.5,Not Available,102.5,0,Not Available,10,0,67,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,206600,Not Available,Not Available,MANHATTAN
1370307,3 Times Square,Not Available,352.7,No,Not Available,Not Available,Not Available,Not Available,Not Available,23456,0,Not Applicable: Standalone Property,Not Available,80.31,Not Available,10.50768,1024686,-10.3,Not Available,24.89,9525,Not Available,22151263.3,772197,154.9,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,393.2,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,41602374.3,Not Available,Not Available,MANHATTAN
1160897,"ELMHURST, NY-2814",Not Available,188.3,No,Not Available,Not Available,Not Available,Not Available,Not Available,204340,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,Not Available,-34.7,Not Available,Not Available,1042,Not Available,3425866.7,Not Available,65.6,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,288.2,Not Available,Whole Building,Not Available,Not Available,Not Available,08/14/2013,0,Not Available,Not Available,2013,1733322.9,Not Available,Not Available,QUEENS
1943396,11386 3041 Broadway,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,40,Not Available,1.2,1059836,Not Available,Not Available,Not Available,Not Available,Not Available,2349122.4,50000,Not Available,0,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,150,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,20004672,Not Available,Not Available,MANHATTAN
2614200,106 Central Park South,Not Available,115.8,No,344,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,1069595,Not Available,Not Available,Not Available,2370.1,Not Available,3187639.9,Not Available,59.1,0,Not Available,Not Available,0,340,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,306185,Not Available,Not Available,MANHATTAN
2561916,1 Main St,Not Available,139,No,126,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Applicable: Standalone Property,Not Available,Not Available,Not Available,Not Available,3346104,Not Available,Not Available,30.35,1523.5,Not Available,1811511.5,Not Available,88.1,0,Not Available,Not Available,0,126,Not Available,Not Available,Not Available,Not Available,Not Available,Whole Building,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,14879300.9,Not Available,Not Available,BROOKLYN
