building_id_espm,facility_name,warehouse_unrefrigerated,current_total_site_energy,energy_star_application_status,bbl10,warehouse_unrefrigerated_2,facility_type,hospital_laundry_facility,hotel_quantity_of_laundry,retail_percent_cooled,multifamily_home_primary,national_median_site_eui,city,emissions_factor_kg_co2e,retail_workers_density,current_source_energy,current_energy_period_ending,senior_care_facility_percent,current_rating_1_100,other_workers_on_main_shift,retail_open_closed_refrig,total_indoor_and_outdoor,borough,release_date,data_center_it_energy,current_indirect_ghg_emissions,district_steam_use_kbtu,hotel_gross_floor_area_sq,chilled_water_absorption,electricity_use_kwh,k_12_school_gross_floor_area,natural_gas_use_kbtu,supermarkets_grocery_number,temporary_data_flag_diesel,office_workers_density,outdoor_water_use_kgal,multifamily_home_laundry,retail_number_of_open_or,current_site_energy_intensity,hospital_laboratory_y_1_n,current_site_ups_output_energy,supermarkets_grocery_walk,multifamily_home_percent,current_source_it_energy,indoor_water_use_per_sq_ft,supermarkets_grocery_workers,multifamily_home_total_number,latitude,hotel_onsite_laundry_short
2686230,622 Broadw,,,No Status Available,1005220005,,Office,,,80.0,,68.0,New York,,0.29,,2011-11-30T00:00:00.000,,9,,0.0,1037.3,MANHATTAN,2012-04-30T16:52:58.000,,,,,,,,,,,0.03,,,0.0,,,,,,,10.43,,,40.725965,
2677425,Gild Hall,,,No Status Available,1000680028,,Hotel,,,,,165.3,New York,,,,2011-11-30T00:00:00.000,,81,,,45711.8,MANHATTAN,2012-04-16T15:21:58.000,,,,71540.0,,,,,,,,,,,,,,,,,638.97,,,40.707753,
2685164,38 Crosby,,6639506.6,No Status Available,1004737501,,Multifamily Housing,,,,Natural Gas,,1-Manhattan,,,174.0,2011-12-31T00:00:00.000,,0,,,1269.1,MANHATTAN,2012-07-31T11:11:05.000,,210.72,,,,657779.2,,761485.71,,,1.15,,0.0,,96.6,,,,90.0,,18.46,,20.0,40.721203,
2962749,Our Lady o,,4537374.2,No Status Available,1005860020,,K-12 School,,,,,86.4,New York,,,138.6,2011-12-31T00:00:00.000,,32,,,,MANHATTAN,2012-06-06T13:27:06.000,,58.91,,,,183907.1,26000.0,1457896.77,,,,,,,103.1,,,,,,,,,40.730614,
2742637,132-40 Gre,,4413365.6,No Status Available,1005130003,,Multifamily Housing,,,96.88,,,New York,,0.65,124.4,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-26T23:09:01.000,,174.88,,,,545923.8,,686320.0,,,,,0.0,0.0,62.2,,,,90.0,,,,81.0,40.725251,
3226986,RA COHEN -,,19094.3,No Status Available,1001490030,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,0.3,2011-12-31T00:00:00.000,,0,0.0,0.0,,MANHATTAN,2012-07-18T09:21:03.000,,0.99,,,,3105.0,,8500.0,,,,,4.0,0.0,0.1,,,,0.0,,,,134.0,40.714879,
3177709,100 Broadway,,670647041.3,No Status Available,1000460003,,Office,,,,,218.7,New York,,,2129.6,2011-12-31T00:00:00.000,,1,,,,MANHATTAN,2012-05-31T07:25:28.000,,53155.92,656700000.0,,,4087644.0,,,,,2.3,,,,1697.8,,,,,,,,,40.70814,
2972382,The Foundation Building,,19337596.1,No Status Available,1005440076,,College/University (Campus-Level),,,,,104.0,New York,,,185.3,2011-12-31T00:00:00.000,,0,170.0,,,,2012-05-01T12:33:47.000,,528.91,,,,1651071.0,,13704141.94,,,,,,,108.0,,,,,,,,,,
2825672,Kaufman Management Center,,,No Status Available,1005350001,,College/University (Campus-Level),,,,,104.0,New York,,,,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T17:28:28.000,,,,,,,,,,,,,,,,,,,,,,,,40.729341,
2656337,London Terrace Gardens,,72761430.5,No Status Available,1007210007,,Multifamily Housing,,,,Natural Gas,,New York,,,127.2,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-26T14:24:35.000,,1057.11,,,,3299918.4,,57778268.89,,,,,59.0,,90.8,,,,100.0,,,,961.0,40.7468,
2343724,7777,,815192465.2,No Status Available,1005540001,,Retail,,,60.0,,184.4,New York,,0.39,6541.0,2012-02-29T00:00:00.000,,1,,0.13,,MANHATTAN,2012-05-01T10:39:41.000,,64493.81,804733970.7,,0.0,2975643.2,,,,,,,,20.0,5290.1,,,,,,,,,40.730842,
2790514,260 11th Avenue,54712.0,13764966.6,No Status Available,1006980001,50.0,Office,,,,,87.1,New York,,,198.6,2011-12-31T00:00:00.000,,56,,,,MANHATTAN,2012-05-01T09:58:47.000,,799.65,,,,2496218.0,,5940.0,,,4.09,,,,81.0,,,,,,,,,40.75131,
2737845,(7662) - Devonshire Associates LLC,,7599704.3,No Status Available,1005617502,,Multifamily Housing,,,100.0,District Hot Water,,New York,,1.8,63.1,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-05-01T18:03:21.000,,86.66,,,,270529.0,,40131.0,,,,,8.0,0.0,48.8,,,,80.0,,,,172.0,40.732489,
2810709,KVI Mezz Corp. 20,,12489028.1,No Status Available,1002530001,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,NY,,,148.0,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T15:44:53.000,,289.15,,,,902626.3,,403296.77,,,,,8.0,,93.3,,,,90.0,,,,194.0,40.711396,
2712484,SL Green Realty Corporation 333 West 34th Street,,25427844.5,No Status Available,1007580016,,Office,,,100.0,,104.3,New York,,0.5,234.4,2012-01-31T00:00:00.000,,69,,0.0,,MANHATTAN,2012-04-30T09:55:18.000,,1853.38,,,,5785600.0,,5555500.0,,,3.94,,,0.0,82.9,,,,,,,,,40.752652,
2637895,145 Nassau St.,,8453586.0,No Status Available,1001010001,,Multifamily Housing,,,,Fuel Oil (No. 2),,New York,,,109.4,2010-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T17:22:39.000,,148.23,,,,462708.0,,169972.92,,,,,5.0,,75.7,,,,100.0,,,,103.0,40.711379,
2638956,305-311 Cherry St.,,6076205.0,No Status Available,1002467501,,Multifamily Housing,,,,Natural Gas,,New York,,,129.8,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T17:22:39.000,,93.84,,,,292939.2,,5076696.41,,,,,3.0,,91.2,,,,100.0,,,,150.0,40.711472,
3126829,SoHo 54 LLC,,8813938.3,No Status Available,1004770068,,Hotel,,,,,103.4,New York,,,185.6,2011-12-31T00:00:00.000,,61,,,,MANHATTAN,2012-05-01T11:52:07.000,,344.24,,95000.0,,1074598.4,,5147408.48,,,,,,,92.8,,,,,,,,,40.723692,
2710342,Alumni Hall,,14314085.0,No Status Available,1004650001,,Residence Hall/Dormitory,,,50.47,,74.0,New York City,,2.83,197.7,2011-12-31T00:00:00.000,,0,,0.47,,MANHATTAN,2012-04-30T17:28:28.000,,1215.47,8598817.86,,,1675049.0,,,,,,,,1.0,96.0,,,,,,,,,40.73021,
2564636,110 Third,,7959870.5,No Status Available,1005597501,,Multifamily Housing,,,,District Steam,,New York,,,176.2,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-16T11:02:28.000,,699.49,2903058.59,,,1468077.5,,47731.38,,,,,0.0,,69.1,,,,100.0,,,,154.0,40.732818,
2682242,Gold - 711 E 6th St,,4080761.4,No Status Available,1003760058,,Multifamily Housing,,,,Natural Gas,,New York,,,135.1,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T08:06:30.000,,164.08,,,,512213.1,,2333090.32,,,2.3,,8.0,,66.6,,,,0.0,,,,75.0,40.723369,
3115516,100 Hudson,,6455672.2,No Status Available,1001790056,,Multifamily Housing,,,,Electricity,,New York,,,136.0,2011-12-31T00:00:00.000,,0,24.0,,,MANHATTAN,2012-05-01T08:58:53.000,,165.02,,,,515143.2,,71000.0,,,,,6.0,,82.7,,,,90.0,,,,47.0,40.71919,
3089535,20 Exchange Place,,39003775.0,No Status Available,1000277502,,Office,,,,,85.8,New York,,,130.1,2011-12-31T00:00:00.000,,90,,,,MANHATTAN,2012-05-14T10:54:12.000,,2729.49,10159.0,,,8518000.0,,9930200.0,,,0.33,,,,47.2,,,,,,,,,40.705634,
3112626,88 Leonard,,20854707.0,No Status Available,1001730027,,Multifamily Housing,,,,Natural Gas,,New York,,,125.3,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-24T11:03:47.000,,848.88,,,,2649914.8,,11813197.59,,,,,30.0,,61.4,,,,100.0,,,,400.0,40.717162,
2660734,141 East T,,10025122.0,No Status Available,1004310031,,Multifamily Housing,,,93.2,Fuel Oil (No. 5 and No. 6),,New York,,1.75,125.6,2011-12-31T00:00:00.000,,0,,0.58,0.0,MANHATTAN,2012-04-24T19:58:09.000,,201.87,,,,630174.8,,213280.53,,,,,10.0,3.0,83.1,,,,100.0,,0.0,,300.0,40.723746,
2787799,1 Haven Plaza - 36783,,11884118.8,No Status Available,1003820001,,Multifamily Housing,,,,Natural Gas,,New York,,,79.9,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T10:04:24.000,,1115.77,,,,3483036.0,,,,,,,5.0,,23.9,,,0.25,90.0,,,1.0,560.0,40.727016,
2730971,The Marais,,7851698.8,No Status Available,1006940042,,Multifamily Housing,,,,Natural Gas,,New York,,,154.2,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-07-31T11:11:05.000,,307.43,,,,959701.7,,4577196.77,,,,,0.0,,77.0,,,,100.0,,,,134.0,40.748129,
2660143,33 Greenwi,,11157829.2,No Status Available,1006110065,,Multifamily Housing,,,41.24,,,New York,,4.82,114.2,2011-12-31T00:00:00.000,,0,5.0,0.8,,MANHATTAN,2012-04-20T17:50:19.000,,202.58,,,,632379.4,,604293.55,,,,,,1.0,78.1,,,,,,,,,40.735086,
2701977,160 Water Street,,31103840.0,No Status Available,1000700043,,Office,,,100.0,,285.9,New York,,0.48,77.0,2011-12-31T00:00:00.000,,100,1.0,0.38,,MANHATTAN,2012-04-30T11:13:03.000,IT Energy is not currently metered at this facility - Apply estimates.,2456.97,31015344.0,,,25936.7,,,,,6.41,,,8.0,63.3,,,,,,,,,40.706452,
2831030,ELLIOTT,,,No Status Available,1007230001,,Multifamily Housing,,,,,,MANHATTAN,,,,2011-09-30T00:00:00.000,,0,,,,,2012-06-27T16:15:48.000,,,,,,,,,,,,,0.0,,,,,,0.0,,,,1329.0,,
3115615,72 Reade S,,5388781.7,No Status Available,1001507501,,Multifamily Housing,,,100.0,,,New York,,0.0,165.8,2011-12-31T00:00:00.000,,0,17.0,0.0,,MANHATTAN,2012-05-01T08:58:53.000,,213.79,,,,667365.8,,731910.0,,,,,,0.0,82.9,,,,,,,,,40.715128,
3119771,2 Fifth Av,,31813406.7,No Status Available,1005510001,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,New York,,,95.8,2011-12-31T00:00:00.000,,0,1.0,,9549.6,MANHATTAN,2012-07-31T11:11:05.000,,564.08,,,,1760858.3,,670419.35,,,,,14.0,,66.0,,,,90.0,,19.81,,1200.0,40.731921,
2638325,21 East 10,,,No Status Available,1005680024,,Multifamily Housing,,,57.88,,,New York,,2.0,,2011-12-31T00:00:00.000,,0,,0.75,,MANHATTAN,2012-04-28T22:47:44.000,,,,,,,,,,,,,,3.0,,,,,,,,,,40.732843,
3115585,447-453 We,,5065468.2,No Status Available,1007167503,,Multifamily Housing,,,,Natural Gas,,New York,,,134.8,2012-03-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T08:58:53.000,,260.03,,,,811714.0,,2295900.0,,,,,0.0,,58.6,,,,100.0,,,,88.0,40.74413,
2706492,4 Washington Square Village,,3309955.6,No Status Available,1005330001,,Multifamily Housing,,,,,,New York,,,30.0,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T17:28:28.000,,253.91,,,,792627.7,,605510.0,,,,,,,10.3,,,,,,,,,40.727126,
2781342,303 Tenth,,5887678.2,No Status Available,1006990033,,Multifamily Housing,,,10.0,,,New York,,0.0,133.1,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-26T23:10:36.000,,238.27,,,,743779.7,,3349902.0,,,,,0.0,0.0,65.4,,,,90.0,,,,122.0,40.750492,
2710259,483 Broadw,,3434622.1,No Status Available,1004740030,,Office,,,100.0,,88.4,New York,,1.0,135.9,2011-12-31T00:00:00.000,,83,,0.0,0.0,MANHATTAN,2012-04-23T09:00:09.000,,200.48,,,,625841.0,,,,,2.3,,,0.0,55.3,,,,,,0.0,,,40.721543,
3119096,116 NASSAU,,,No Status Available,1000920024,,Bank/Financial Institution,,,,,,New York,,,,2011-11-30T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T09:54:29.000,,,,,,,,,,,,,,,,,,,,,,,,40.710671,
2855367,5 Hanover Square,,42181714.9,No Status Available,1000280005,,Office,,,,,130.6,New York,,,257.9,2012-01-31T00:00:00.000,,51,,,,MANHATTAN,2012-05-01T12:31:22.000,,3560.0,26800418.85,,,4508000.0,,,,,2.03,,,,129.8,,,,,,,,,40.704923,
3118149,45 West 10,,8013133.6,No Status Available,1005740067,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,New York,,,174.3,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-07-31T11:11:05.000,,202.48,,,,632059.3,,230219.35,,,,,12.0,,106.4,,,,10.0,,,,80.0,40.73407,
2940676,Teamsters Union Local 237,,4368589.3,No Status Available,1006180024,,Office,,,,,93.8,NEW YORK,,,176.4,2011-12-31T00:00:00.000,,70,,,,MANHATTAN,2012-04-26T11:26:43.000,,244.44,,,,763040.7,,,,,1.89,,,,73.5,,,,,,,,,40.738846,
2805460,411 E 10th Street - 35799,,22837212.0,No Status Available,1003820100,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,125.2,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-27T10:16:35.000,,2144.13,,,,6693204.0,,,,,,,17.0,0.0,37.5,,,,90.0,,,,654.0,40.725628,
2715974,210 Stanton St - 32534,,12909218.0,No Status Available,1003450048,,Multifamily Housing,,,,Natural Gas,,New York,,,101.3,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T08:27:50.000,,300.54,,,,938164.7,,9708200.0,,,,,19.0,,62.7,,,,0.0,,,,288.0,40.719598,
2657119,32-50 Coop,,15584547.8,No Status Available,1005440038,,Office,,,100.0,,68.0,New York,,0.4,159.1,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-27T13:19:29.000,,402.91,,,,1257730.8,,10460763.75,,,2.48,,,0.0,94.9,,,,,,,,,40.728116,
2691984,14 Horatio Street,,10786023.9,No Status Available,1006160011,,Multifamily Housing,,,80.0,,,New York,,2.44,123.1,2011-12-31T00:00:00.000,,0,,0.49,,MANHATTAN,2012-04-26T23:18:01.000,,227.93,,,,711515.6,,322869.0,,,,,7.0,1.0,80.2,,,,90.0,,,,181.0,40.73875,
3114481,Union Squa,,25030027.4,No Status Available,1005650021,,Other,,,100.0,,70.0,New York,,1.0,234.3,2011-12-31T00:00:00.000,,0,1.0,0.0,,MANHATTAN,2012-07-31T11:11:05.000,,1192.71,,,,3723206.3,,12326447.39,,,,,,0.0,106.0,,,,,,,,,40.733979,
2692943,Eastville,,8917820.5,No Status Available,1003907502,,Multifamily Housing,,,,Natural Gas,,Manhattan,,,237.7,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T09:47:14.000,,331.73,,,,1035557.0,,5384500.0,,,,,0.0,,121.6,,,,0.0,,,,117.0,40.724818,
2716808,1-5 Bond S,,5814412.6,No Status Available,1005297504,,Retail,,,100.0,Natural Gas,47.0,New York,,1.33,243.0,2012-01-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-05-01T08:58:53.000,,278.48,,,,869300.3,,2848360.0,,,,,0.0,0.0,109.6,,,,80.0,,,,34.0,40.726887,
2741634,150 Ludlow Street,,956840.4,No Status Available,1004110045,,Multifamily Housing,,,,Natural Gas,,New York,,,79.1,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T19:08:18.000,,89.84,,,,280433.9,,,,,,,8.0,,23.7,,,,0.0,,,,60.0,40.720768,
2804965,75 Bank Street,,5774371.1,No Status Available,1006247504,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,New York,,,174.4,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T11:43:16.000,,248.23,,,,774878.9,,91280.65,,,,,9.0,,83.9,,,,100.0,,,,130.0,40.736705,
2710473,Carlyle III,,,No Status Available,1008430022,,Residence Hall/Dormitory,,,,,74.0,New York City,,,,2011-12-31T00:00:00.000,,0,0.0,,,MANHATTAN,2012-04-30T17:28:28.000,,,,,,,,,,,,,,,,,,,,,,,,40.73629,
2694253,1 Washington Square Village,,2722394.4,No Status Available,1005330001,,Multifamily Housing,,,,,,New York City,,,24.6,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T17:28:28.000,,192.71,,,,601581.0,,669800.0,,,,,,,8.9,,,,,,,,,40.729113,
3127330,Kibel - 90,,17671035.2,No Status Available,1000560004,,Multifamily Housing,,,,Natural Gas,,New York,,,150.7,2011-12-31T00:00:00.000,,0,24.0,,,MANHATTAN,2012-05-01T12:05:15.000,,1229.12,,,,3836864.6,,4579653.01,,,,,44.0,,54.9,,,,80.0,,,,448.0,40.710105,
3120798,Kibel - 85 John Street,,10236730.7,No Status Available,1000770001,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.18,153.4,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-05-01T12:05:15.000,,566.81,,,,1769366.3,,4199652.99,,,,,56.0,0.0,63.9,,,,100.0,,,,176.0,40.708368,
2810570,KVI Mezz Corp. 16,,11952720.5,No Status Available,1002530001,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,NY,,,148.2,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T15:44:53.000,,276.32,,,,862572.0,,403296.77,,,,,5.0,,93.5,,,,90.0,,,,193.0,40.711349,
2795270,(7162) - S,,10770015.3,No Status Available,1001367505,,Hotel,,,,District Steam,71.0,New York,,,200.0,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T17:59:33.000,,947.93,4233615.87,99418.0,,1915709.1,,,,,,,0.0,,79.9,,,,100.0,,,,23.0,40.715205,No laundry facility
2702143,The Sequoia Condominium,,10104896.9,No Status Available,1006187501,,Multifamily Housing,,,,,,New York,,,191.0,2011-12-31T00:00:00.000,,0,9.0,,,MANHATTAN,2012-04-24T17:30:19.000,,392.21,,,,1224325.0,,5927500.0,,,,,20.0,,95.8,,,,90.0,,,,145.0,40.738915,
2560647,200 WATER,,39751924.6,No Status Available,1000750001,,Multifamily Housing,,,100.0,,,NEW YORK,,2.58,162.5,2011-12-31T00:00:00.000,,0,,1.17,,MANHATTAN,2012-03-28T15:12:16.000,,1899.12,,,,5928374.5,,16686703.03,,,,,,14.0,73.5,,,,,,,,,40.707218,
2658474,118 - Hilt,,7252585.2,No Status Available,1002120045,,Hotel,,,,,119.1,New York,,,249.6,2012-01-31T00:00:00.000,,50,,,453171.2,MANHATTAN,2012-05-01T17:06:20.000,,293.64,,59150.0,,916623.7,,4125065.31,,,,,,,122.6,,,,,,7661.39,,,40.720827,No laundry facility
3126733,Cliff Tower,,9612842.0,No Status Available,1000767501,,Multifamily Housing,,,,Natural Gas,,New York,,,108.4,2011-12-31T00:00:00.000,,0,,,7765.0,MANHATTAN,2012-05-01T15:44:30.000,,106.21,,,,331548.1,,8481600.0,,,,,16.0,,82.3,,,,70.0,,66.5,,188.0,40.708143,
2731500,JC Dwight,,5134703.8,No Status Available,1005750077,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,New York,,,108.5,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T14:24:42.000,,107.31,,,,334994.0,,245400.0,,,,,5.0,,70.9,,,,80.0,,,,85.0,40.734767,
3129431,(7901) - 8 Spruce Street,,57105501.2,No Status Available,1001007502,,Multifamily Housing,,,,District Hot Water,,New York,,,121.8,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T18:03:21.000,,4636.56,26861418.0,,,7853600.0,,3447600.0,,,,,0.0,,55.4,,,,10.0,,,,890.0,40.711245,
2927763,36 Battery Place - Museum of Jewish Heritage,,14636388.2,No Status Available,1000160010,,Entertainment/Culture,,,,,46.0,New York,,,428.4,2011-12-31T00:00:00.000,,0,80.0,,,MANHATTAN,2012-04-26T15:08:41.000,,1374.17,,,,4289680.0,,,,,,,,,128.3,,,,,,,,,40.705806,
2681096,District C,,29208718.6,No Status Available,1001280026,,Office,,,,,68.0,New York,,,245.0,2011-12-31T00:00:00.000,,0,1230.0,,,MANHATTAN,2012-05-01T13:54:39.000,IT Energy is not currently metered at this facility - Apply estimates.,1431.31,,,,4468036.4,,,,,5.06,,,,110.1,,,,,,,,,40.714181,
2719892,Mark Twain Owners Corp.,,,No Status Available,1006070038,,Multifamily Housing,,,,,,New York,,,,2011-12-31T00:00:00.000,,0,,,244079.9,MANHATTAN,2012-04-24T08:34:01.000,,,,,,,,,3.0,,,,,,,,,0.47,,,3838.46,1.17,,40.736208,
3118014,540 West 28th Street,,3748007472.0,No Status Available,1006997502,,Multifamily Housing,,,,,,New York,,,131755.8,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-30T17:56:16.000,,351827.89,,,,1098281000.0,,672700.0,,,,,,,39452.7,,,,90.0,,,,123.0,40.751453,
1274618,375 Hudson,,65839053.3,Application - Label Sent (18-FEB-11),1005990064,,Office,,,,,110.0,New York,,,179.3,2011-12-31T00:00:00.000,,93,,,,MANHATTAN,2012-04-24T16:39:33.000,IT Energy is not currently metered at this facility - Apply estimates.,6015.02,11142947.23,,,16030511.7,,,,,3.72,,,,60.2,,,,,,,,,40.728435,
2708793,95 Horatio Street,,23463099.0,No Status Available,1006430001,,Multifamily Housing,,,,Natural Gas,,New York,,,128.6,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T09:23:18.000,,884.61,,,,2761436.5,,12629624.24,,,,,19.0,,65.4,,,,100.0,,,,357.0,40.738761,
2719904,The Greenwich Condominium,,,No Status Available,1005777502,,Multifamily Housing,,,100.0,,,New York,,1.1,,2011-12-31T00:00:00.000,,0,6.0,0.14,502130.2,MANHATTAN,2012-04-24T08:34:01.000,,,,,,,,,,,,,,2.0,,,,,,,2154.95,,,40.736145,
3058817,SL Green Realty Corporation 180 Maiden Lane,,93501700.9,No Status Available,1000370023,,Office,,,,,122.6,New York,,,234.1,2012-02-29T00:00:00.000,,80,,,,MANHATTAN,2012-04-30T09:55:18.000,,8309.76,24540496.92,,,19892000.0,,1089700.0,,,2.91,,,,85.0,,,,,,,,,40.705308,
2797258,108-114 Wo,,2958510.9,No Status Available,1005000005,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.04,85.0,2012-01-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-05-01T08:58:53.000,,96.9,,,,302494.4,,1926400.0,,,,,0.0,0.0,46.0,,,,100.0,,,,21.0,40.724694,
3126688,101 Lafaye,,3737654.9,No Status Available,1001970007,,Office,,,,,70.1,New York,,,220.2,2011-12-31T00:00:00.000,,55,,,,MANHATTAN,2012-07-31T11:11:05.000,,350.92,,,,1095444.0,,,,,2.3,,,,65.9,,,,,,,,,40.717783,
2654527,Milstein -,,10782620.1,No Status Available,1001327501,,Multifamily Housing,,,100.0,Natural Gas,,New York,,1.0,144.2,2011-12-31T00:00:00.000,,0,,0.0,,MANHATTAN,2012-04-30T08:06:30.000,,419.88,,,,1310727.5,,,,,,,1.0,0.0,73.0,,,,0.0,,,,154.0,40.715221,
2731572,21 West Street,,30634279.4,No Status Available,1000150022,,Multifamily Housing,,,,Natural Gas,,New York,,,168.9,2012-03-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-28T16:12:57.000,,1102.42,,,,3441348.0,,18892400.0,8.0,,,,28.0,,87.7,,,0.2,100.0,,,1.0,400.0,40.706451,
2637930,261 Broadway,,9920897.7,No Status Available,1001357501,,Multifamily Housing,,,,Fuel Oil (No. 5 and No. 6),,New York,,,140.8,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T17:22:39.000,,288.28,,,,899892.9,,232843.75,,,,,10.0,,81.3,,,,100.0,,,,90.0,40.713696,
2682645,(8034) - The Cocoa Exchange Condo,,7536395.3,No Status Available,1000287501,,Multifamily Housing,,,,Natural Gas,,Manhattan,,,160.6,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-05-01T17:59:33.000,,367.38,,,,1146836.4,,3623389.64,,,,,14.0,,71.8,,,,100.0,,,,171.0,40.705129,
2805494,60 First Ave - 7144,,17837872.6,No Status Available,1004310001,,Multifamily Housing,,,,Natural Gas,,New York,,,128.5,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T10:16:35.000,,362.98,,,,1133099.0,,13971738.76,,,,,0.0,,83.2,,,,90.0,,,,322.0,40.724905,
2715860,10 Stanton St - 32537,,11329295.1,No Status Available,1004270002,,Multifamily Housing,,,,Natural Gas,,New York,,,78.0,2011-12-31T00:00:00.000,,0,,,,MANHATTAN,2012-04-27T08:27:50.000,,161.16,,,,503093.8,,9612739.22,,,,,20.0,,55.9,,,,0.0,,,,285.0,40.722654,
3115560,31-37 Nort,,5414393.6,No Status Available,1001907503,,Multifamily Housing,,,100.0,Natural Gas,,New York,,0.93,116.5,2012-01-31T00:00:00.000,,0,6.0,0.0,,MANHATTAN,2012-05-01T08:58:53.000,,232.5,,,,725774.8,,2938050.0,,,,,0.0,0.0,55.6,,,,90.0,,,,58.0,40.719868,
2782236,90 Hudson,,3759510.5,No Status Available,1001790017,,Multifamily Housing,,,,Natural Gas,,New York,,,123.5,2012-01-31T00:00:00.000,,0,4.0,,,MANHATTAN,2012-05-01T08:58:53.000,,145.84,,,,455261.0,,2206160.0,,,1.33,,1.0,,61.9,,,,90.0,,,,60.0,40.718834,
2811858,134 W 29 ST,,4929823.5,No Status Available,1008040059,,Office,,,100.0,,122.5,New York,,0.6,83.7,2011-12-31T00:00:00.000,,99,,0.0,,MANHATTAN,2012-04-30T09:23:54.000,,237.57,,,,741600.0,,,,,1.5,,,0.0,37.9,,,,,,,,,40.747121,
2630986,39 Broadway,,30536312.6,No Status Available,1000200004,,Office,,,,,99.1,New York,,,188.9,2011-12-31T00:00:00.000,,79,,,,MANHATTAN,2012-04-26T14:51:28.000,,2744.45,8202780.0,,,6545584.0,,,,,2.3,,,,68.2,,,,,,,,,40.706251,
2795821,85 South S,,2103131.1,No Status Available,1000720027,,Multifamily Housing,,,,Natural Gas,,New York,,,91.5,2012-01-31T00:00:00.000,,0,6.0,,,MANHATTAN,2012-04-28T15:02:56.000,,104.59,,,,326480.4,,989180.0,,,,,4.0,,40.4,,,,100.0,,,,50.0,40.705618,
2786268,Seward Park Housing Corp (Bldg 3&4),,,No Status Available,1003110013,,Multifamily Housing,,,,,,New York,,,,2011-11-30T00:00:00.000,,0,,,,MANHATTAN,2012-04-26T12:49:37.000,,,,,,,,,,,,,,,,,,,,,,,,40.714266,
2721975,181 Hudson,,3961950.1,No Status Available,1002227501,,Multifamily Housing,,,,Natural Gas,,New York City,,,151.7,2011-12-31T00:00:00.000,,0,,,2907.5,MANHATTAN,2012-07-31T11:11:05.000,,201.94,,,,630392.3,,1811051.53,,,,,0.0,,66.2,,,,90.0,,48.59,,33.0,40.722726,
