property_id,address_1,data_center_pue,last_modified_date_gas_meters,third_party_certification,wastewater_treatment_plant,hospital_general_medical_9,annual_maximum_demand_kw,estimated_data_flag_fuel_3,weather_normalized_site,national_median_site_eui,financial_office_weekly,energy_power_station_gross,multifamily_housing_gross,total_ghg_emissions_metric,bank_branch_gross_floor_area,urgent_care_clinic_other,electricity_use_grid_purchase_2,parking_partially_enclosed,occupancy,national_median_total_ghg,multifamily_housing_number_2,medical_office_percent_that,adult_education_gross_floor,office_number_of_workers,direct_ghg_emissions_intensity,performing_arts_gross_floor,hospital_general_medical_2,office_percent_that_can_be,fuel_oil_1_use_kbtu,natural_gas_use_kbtu,medical_office_gross_floor,hospital_general_medical_7,automobile_dealership_gross,retail_store_number_of_open,difference_from_national,generation_date,alert_water_meter_has_less,municipally_supplied_potable,list_of_all_property_use,year_ending,last_modified_date_water,college_university_gross,manufacturing_industrial,costar_property_id,senior_care_community_living,direct_ghg_emissions_metric,social_meeting_hall_gross,_2nd_largest_property_use
1479144,9TA,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10.5,85.9,Not Available,Not Available,Not Available,2295.3,14941,Not Available,21128984.0,Not Available,75,4056.2,Not Available,Not Available,Not Available,1058.47,0,Not Available,Not Available,100,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-43.4,2020-05-15T13:46:35.000,Ok,Not Available,"Bank Branch, Data Center, Office, Other",2019-12-31T00:00:00.000,02/04/2020 08:36 AM EST,Not Available,Not Available,Not Available,Not Available,0,Not Available,Bank Branch
1634297,174-10 67th Avenue,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,186.1,No,3.6,76.3,Not Available,Not Available,Not Available,611.3,Not Available,Not Available,1254360.4,Not Available,100,594.1,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,82500,Not Available,Not Available,Not Available,Not Available,2.9,2020-05-01T21:43:47.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,505.1,Not Available,Not Available
1633929,1290 Spofford Avenue,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,134.4,Not Available,3.9,76.5,Not Available,Not Available,Not Available,609.5,Not Available,Not Available,1350333.1,Not Available,100,583.2,Not Available,Not Available,Not Available,Not Available,4.9,Not Available,Not Available,Not Available,Not Available,148200,Not Available,Not Available,Not Available,Not Available,4.5,2020-08-28T16:17:00.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 07:00 PM EDT,Not Available,Not Available,Not Available,Not Available,502.2,Not Available,Not Available
1548095,40 W 225TH ST #50,Not Available,09/24/2020 03:07 PM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,18.7,93.8,Not Available,Not Available,Not Available,950.6,Not Available,Not Available,10069180.5,0,100,1084.8,Not Available,Not Available,Not Available,Not Available,1,Not Available,Not Available,Not Available,Not Available,2832699.9,Not Available,Not Available,Not Available,49,-12.4,2020-10-28T14:25:21.000,Ok,Not Available,"Parking, Retail Store",2019-12-31T00:00:00.000,09/24/2020 03:06 PM EDT,Not Available,Not Available,Not Available,Not Available,150.5,Not Available,Parking
1634479,590 Sheffield Avenue,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,192,Not Available,6.8,62.9,Not Available,Not Available,Not Available,421.8,Not Available,Not Available,2156384.0,Not Available,100,373.2,Not Available,Not Available,Not Available,Not Available,2.7,Not Available,Not Available,Not Available,Not Available,3943600,Not Available,Not Available,Not Available,Not Available,13.0,2020-08-28T16:17:48.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,250.4,Not Available,Not Available
1633470,222 West 134th Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,242,No,4.2,89.6,Not Available,Not Available,Not Available,349.8,Not Available,Not Available,1892295.2,Not Available,100,740.0,Not Available,Not Available,Not Available,Not Available,1.5,Not Available,Not Available,Not Available,Not Available,3754299.9,Not Available,Not Available,Not Available,Not Available,-52.7,2020-08-28T16:18:28.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,199.4,Not Available,Not Available
1045358,320 Park Avenue,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,19.1,124.0,92,Not Available,Not Available,5075.4,10462,Not Available,47178133.4,Not Available,100,7161.0,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,-29.1,2020-04-21T13:19:41.000,Ok,16305.4,"Bank Branch, Data Center, Financial Office",2019-12-31T00:00:00.000,04/20/2020 06:41 PM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Bank Branch
1633142,4200 16th Avenue,Not Available,04/17/2020 10:26 AM EDT,Not Available,Not Available,Not Available,324,Not Available,4.2,98.0,Not Available,Not Available,Not Available,531.1,Not Available,Not Available,2056112.1,Not Available,100,872.3,Not Available,Not Available,Not Available,Not Available,2.5,Not Available,Not Available,Not Available,Not Available,5823500,Not Available,Not Available,Not Available,Not Available,-39.1,2020-08-28T16:17:28.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,367.7,Not Available,Not Available
1633520,900 Adee Avenue,Not Available,04/10/2020 05:36 PM EDT,Not Available,Not Available,Not Available,197.6,Not Available,5.5,95.0,Not Available,Not Available,Not Available,398.9,Not Available,Not Available,1492272.3,Not Available,100,455.1,Not Available,Not Available,Not Available,Not Available,3.5,Not Available,Not Available,Not Available,Not Available,4698900,Not Available,Not Available,Not Available,Not Available,-12.4,2020-08-28T16:17:35.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,280.3,Not Available,Not Available
1634492,2609 East 7th Street,Not Available,04/17/2020 10:28 AM EDT,Not Available,Not Available,Not Available,204,Not Available,4.4,95.0,Not Available,Not Available,Not Available,398.0,Not Available,Not Available,1231595.5,Not Available,100,468.5,Not Available,Not Available,Not Available,Not Available,3.6,Not Available,Not Available,Not Available,Not Available,4955999.9,Not Available,Not Available,Not Available,Not Available,-15.0,2020-08-28T16:17:03.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,300.1,Not Available,Not Available
1634215,68-10 Central Avenue,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,352,Not Available,6.3,66.0,Not Available,Not Available,Not Available,578.3,Not Available,Not Available,2688656.0,Not Available,100,621.9,Not Available,Not Available,Not Available,Not Available,2.9,Not Available,Not Available,Not Available,Not Available,223100,Not Available,Not Available,Not Available,Not Available,-7.0,2020-08-28T16:17:10.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,364.7,Not Available,Not Available
1633478,2121 5th Avenue,Not Available,04/13/2020 05:47 PM EDT,Not Available,Not Available,Not Available,172,No,4.5,97.5,Not Available,Not Available,Not Available,699.1,Not Available,Not Available,1257663.2,Not Available,100,595.7,Not Available,Not Available,Not Available,Not Available,7.3,Not Available,Not Available,Not Available,Not Available,455800,Not Available,Not Available,Not Available,Not Available,17.4,2020-08-28T16:17:52.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,599.1,Not Available,Not Available
1634022,330 Alabama Avenue,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,200,No,3.9,94.0,Not Available,Not Available,Not Available,571.7,Not Available,Not Available,1444640.8,Not Available,100,771.6,Not Available,Not Available,Not Available,Not Available,4.2,Not Available,Not Available,Not Available,Not Available,40100,Not Available,Not Available,Not Available,Not Available,-25.9,2020-08-28T16:16:53.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,456.9,Not Available,Not Available
1633911,215 West 114th Street,Not Available,04/13/2020 05:45 PM EDT,Not Available,Not Available,Not Available,663.8,Not Available,9.9,76.4,Not Available,Not Available,Not Available,1199.0,Not Available,Not Available,7159740.8,Not Available,100,1210.3,Not Available,Not Available,Not Available,Not Available,3,Not Available,Not Available,Not Available,Not Available,593800,Not Available,Not Available,Not Available,Not Available,-0.9,2020-08-28T16:16:07.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:28 PM EDT,Not Available,Not Available,Not Available,Not Available,630.1,Not Available,Not Available
1633458,555 Page Avenue,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,531.4,Not Available,12.8,54.0,Not Available,Not Available,Not Available,611.2,Not Available,Not Available,5100257.6,Not Available,100,438.7,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,3125000.2,Not Available,Not Available,Not Available,Not Available,39.3,2020-08-28T16:17:01.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,205.9,Not Available,Not Available
1634030,655 Parkside Avenue,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,640.8,Not Available,9.2,83.0,Not Available,Not Available,Not Available,824.8,Not Available,Not Available,4948764.8,Not Available,100,845.9,Not Available,Not Available,Not Available,Not Available,2.7,Not Available,Not Available,Not Available,Not Available,6910099.7,Not Available,Not Available,Not Available,Not Available,-2.5,2020-08-31T20:12:18.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,431.6,Not Available,Not Available
1634653,35 Starr Street,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,332,No,4.2,64.7,Not Available,Not Available,Not Available,890.5,Not Available,Not Available,2766449.6,Not Available,100,964.7,Not Available,Not Available,Not Available,Not Available,3.4,Not Available,Not Available,Not Available,Not Available,178900,Not Available,Not Available,Not Available,Not Available,-7.7,2020-05-01T21:43:19.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,656.2,Not Available,Not Available
1633819,237 7th Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,544,No,4.5,107.8,Not Available,Not Available,Not Available,1677.4,Not Available,Not Available,4836851.2,Not Available,100,1948.5,Not Available,Not Available,Not Available,Not Available,4.1,Not Available,Not Available,Not Available,Not Available,24344201.8,Not Available,Not Available,Not Available,Not Available,-13.9,2020-08-28T16:16:50.000,Unable to Check (not enough data),Not Available,"Heated Swimming Pool, K-12 School",2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,1293,Not Available,Heated Swimming Pool
1634651,1 021 Jennings Avenue,Not Available,04/10/2020 05:34 PM EDT,Not Available,Not Available,Not Available,260,Not Available,9.7,89.3,Not Available,Not Available,Not Available,278.9,Not Available,Not Available,1916179.2,Not Available,100,333.3,Not Available,Not Available,Not Available,Not Available,2.2,Not Available,Not Available,Not Available,Not Available,2384299.9,Not Available,Not Available,Not Available,Not Available,-16.3,2020-08-28T16:18:35.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,126.6,Not Available,Not Available
163423100.00%,226 Bristol Street,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,171.2,Not Available,4.9,93.3,Not Available,Not Available,Not Available,513.6,Not Available,Not Available,1799352.3,Not Available,100,606.3,Not Available,Not Available,Not Available,Not Available,3.5,Not Available,Not Available,Not Available,Not Available,5781200,Not Available,Not Available,Not Available,Not Available,-15.3,2020-08-28T16:16:19.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,370.6,Not Available,Not Available
1633790,800 Van Sicklen Avenue,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,288,Not Available,5.0,97.7,Not Available,Not Available,Not Available,831.0,Not Available,Not Available,2964345.6,Not Available,100,1265.8,Not Available,Not Available,Not Available,Not Available,3.5,Not Available,Not Available,Not Available,Not Available,465700,Not Available,Not Available,Not Available,Not Available,-34.3,2020-08-31T20:12:14.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:29 PM EDT,Not Available,Not Available,Not Available,Not Available,595.4,Not Available,Not Available
1633474,1615 Madison Avenue,Not Available,04/13/2020 05:47 PM EDT,Not Available,Not Available,Not Available,0,Not Available,3.2,94.1,Not Available,Not Available,Not Available,452.6,Not Available,Not Available,1157691.6,Not Available,100,746.7,Not Available,Not Available,Not Available,Not Available,3.4,Not Available,Not Available,Not Available,Not Available,40100,Not Available,Not Available,Not Available,Not Available,-39.4,2020-08-28T16:16:05.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,360.6,Not Available,Not Available
1634249,150 Albany Avenue,Not Available,04/17/2020 10:26 AM EDT,Not Available,Not Available,Not Available,440,Not Available,6.8,78.0,Not Available,Not Available,Not Available,726.0,Not Available,Not Available,4037078.4,Not Available,100,874.2,Not Available,Not Available,Not Available,Not Available,2.3,Not Available,Not Available,Not Available,Not Available,6491499.8,Not Available,Not Available,Not Available,Not Available,-17.0,2020-08-28T16:16:34.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,405.2,Not Available,Not Available
1634594,166 Essex Street@,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,198.4,Not Available,3.4,77.7,Not Available,Not Available,Not Available,278.2,Not Available,Not Available,1282366.1,Not Available,100,518.9,Not Available,Not Available,Not Available,Not Available,1.6,Not Available,Not Available,Not Available,Not Available,3319400.2,Not Available,Not Available,Not Available,Not Available,-46.4,2020-08-28T16:17:35.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,176.3,Not Available,Not Available
1633086,157 Wilson Street,Not Available,04/14/2020 02:36 PM EDT,Not Available,Not Available,Not Available,185.5,Not Available,4.2,75.9,Not Available,Not Available,Not Available,460.8,Not Available,Not Available,1750048.9,Not Available,100,572.0,Not Available,Not Available,Not Available,Not Available,2.6,Not Available,Not Available,Not Available,Not Available,5095500.1,Not Available,Not Available,Not Available,Not Available,-19.4,2020-05-01T21:44:06.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,312.6,Not Available,Not Available
1633958,244 East 163rd Street,Not Available,04/10/2020 05:35 PM EDT,Not Available,Not Available,Not Available,810.7,Not Available,17.9,65.0,Not Available,Not Available,Not Available,948.2,Not Available,Not Available,8422180.8,Not Available,100,641.5,Not Available,Not Available,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,Not Available,2995299.8,Not Available,Not Available,Not Available,Not Available,47.8,2020-08-28T16:17:38.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,278.9,Not Available,Not Available
1633338,88-02 144th Street,Not Available,04/17/2020 12:53 PM EDT,Not Available,Not Available,Not Available,196,Not Available,7.0,77.8,Not Available,Not Available,Not Available,358.9,Not Available,Not Available,1631618.4,Not Available,100,336.4,Not Available,Not Available,Not Available,Not Available,3.3,Not Available,Not Available,Not Available,Not Available,3380099.7,Not Available,Not Available,Not Available,Not Available,6.7,2020-08-28T16:18:13.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,229.2,Not Available,Not Available
1261461,300 Madison Avenue,Not Available,05/01/2020 10:23 AM EDT,Not Available,Not Available,Not Available,Not Available,Not Available,22.3,136.0,Not Available,Not Available,Not Available,9187.3,Not Available,Not Available,87252858.2,Not Available,100,12474.7,Not Available,Not Available,Not Available,5200,0,Not Available,Not Available,100,Not Available,495600,Not Available,Not Available,Not Available,0,-26.4,2020-05-01T17:54:04.000,Ok,Not Available,"Data Center, Office, Retail Store",2019-12-31T00:00:00.000,05/01/2020 10:37 AM EDT,Not Available,Not Available,Not Available,Not Available,26.3,Not Available,Data Center
1634657,70 Tompkins Avenue,Not Available,04/14/2020 02:36 PM EDT,Not Available,Not Available,Not Available,276,Not Available,4.6,81.7,Not Available,Not Available,Not Available,689.0,Not Available,Not Available,2735059.2,Not Available,100,1086.6,Not Available,Not Available,Not Available,Not Available,2.7,Not Available,Not Available,Not Available,Not Available,259000,Not Available,Not Available,Not Available,Not Available,-36.6,2020-08-28T16:16:36.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,471.7,Not Available,Not Available
1633169,1601 80th Street,Not Available,04/17/2020 10:28 AM EDT,Not Available,Not Available,Not Available,626.4,Not Available,7.0,87.5,Not Available,Not Available,Not Available,1121.1,Not Available,Not Available,6881321.6,Not Available,100,1614.5,Not Available,Not Available,Not Available,Not Available,2,Not Available,Not Available,Not Available,Not Available,9888200.2,Not Available,Not Available,Not Available,Not Available,-30.6,2020-08-28T16:16:58.000,Ok,Not Available,"Heated Swimming Pool, K-12 School",2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,574.3,Not Available,Heated Swimming Pool
1633312,225 Adelphi Street,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,172.1,No,4.3,78.9,Not Available,Not Available,Not Available,746.1,Not Available,Not Available,1637473.4,Not Available,100,663.6,Not Available,Not Available,Not Available,Not Available,5.5,Not Available,Not Available,Not Available,Not Available,303400,Not Available,Not Available,Not Available,Not Available,12.4,2020-05-01T21:42:06.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,607.4,Not Available,Not Available
1836378,319 East 19th Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,281,Not Available,4.4,84.5,Not Available,Not Available,Not Available,521.2,Not Available,Not Available,1699176.0,Not Available,100,668.6,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,800,Not Available,Not Available,Not Available,Not Available,-22.0,2020-08-28T16:17:40.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 06:07 PM EDT,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available
1634446,956 East 82nd Street,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,188,No,3.8,69.6,Not Available,Not Available,Not Available,791.8,Not Available,Not Available,2374752.0,Not Available,100,992.0,Not Available,Not Available,Not Available,Not Available,3.2,Not Available,Not Available,Not Available,Not Available,148500,Not Available,Not Available,Not Available,Not Available,-20.2,2020-05-01T21:42:29.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:48 PM EDT,Not Available,Not Available,Not Available,Not Available,590.7,Not Available,Not Available
1633391,1 Wells Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,291,Not Available,5.3,91.3,Not Available,Not Available,Not Available,1212.1,Not Available,Not Available,3830993.6,Not Available,100,1475.6,Not Available,Not Available,Not Available,Not Available,4.3,Not Available,Not Available,Not Available,Not Available,143500,Not Available,Not Available,Not Available,Not Available,-17.9,2020-08-28T16:16:48.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,907.6,Not Available,Not Available
1634071,120-27 141st Street,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,120,Not Available,8.9,60.3,Not Available,Not Available,Not Available,115.9,Not Available,Not Available,840716.8,Not Available,100,109.5,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,924600,Not Available,Not Available,Not Available,Not Available,5.8,2020-08-28T16:17:30.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,49.1,Not Available,Not Available
1634622,163 West 97th Street,Not Available,04/13/2020 05:46 PM EDT,Not Available,Not Available,Not Available,160,Not Available,4.5,84.9,Not Available,Not Available,Not Available,341.7,Not Available,Not Available,1303384.0,Not Available,100,550.6,Not Available,Not Available,Not Available,Not Available,2.8,Not Available,Not Available,Not Available,Not Available,28000,Not Available,Not Available,Not Available,Not Available,-37.9,2020-08-28T16:16:13.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,238.1,Not Available,Not Available
1633225,360 East 145th Street,Not Available,04/10/2020 05:34 PM EDT,Not Available,Not Available,Not Available,320,No,5.0,80.3,Not Available,Not Available,Not Available,545.1,Not Available,Not Available,2717316.8,Not Available,100,976.7,Not Available,Not Available,Not Available,Not Available,2,Not Available,Not Available,Not Available,Not Available,859300,Not Available,Not Available,Not Available,Not Available,-44.2,2020-05-01T21:43:46.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:05 PM EDT,Not Available,Not Available,Not Available,Not Available,315,Not Available,Not Available
1633372,800 Bushwick Avenue,Not Available,08/18/2020 06:16 PM EDT,Not Available,Not Available,Not Available,187.2,Not Available,3.6,70.5,Not Available,Not Available,Not Available,427.7,Not Available,Not Available,1503463.7,Not Available,100,635.9,Not Available,Not Available,Not Available,Not Available,2.5,Not Available,Not Available,Not Available,Not Available,705000,Not Available,Not Available,Not Available,Not Available,-32.7,2020-08-28T16:16:41.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,308.2,Not Available,Not Available
1634704,62 Park Place,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,254,Not Available,5.6,98.5,Not Available,Not Available,Not Available,358.4,Not Available,Not Available,1761956.8,Not Available,100,556.0,Not Available,Not Available,Not Available,Not Available,2.4,Not Available,Not Available,Not Available,Not Available,4110700,Not Available,Not Available,Not Available,Not Available,-35.5,2020-08-28T16:17:36.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,218.3,Not Available,Not Available
1633830,171-11 35th Avenue,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,210.7,Not Available,3.9,70.7,Not Available,Not Available,Not Available,457.6,Not Available,Not Available,1149844.0,Not Available,100,468.8,Not Available,Not Available,Not Available,Not Available,4.2,Not Available,Not Available,Not Available,Not Available,143900,Not Available,Not Available,Not Available,Not Available,-2.4,2020-05-01T21:43:15.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,360.2,Not Available,Not Available
1633277,279 East 196th Street,Not Available,08/14/2020 03:31 PM EDT,Not Available,Not Available,Not Available,284,Not Available,4.1,90.0,Not Available,Not Available,Not Available,434.5,Not Available,Not Available,1882059.2,Not Available,100,726.6,Not Available,Not Available,Not Available,Not Available,2.1,Not Available,Not Available,Not Available,Not Available,5365500,Not Available,Not Available,Not Available,Not Available,-40.2,2020-08-28T16:17:32.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,285,Not Available,Not Available
1633189,16-10 Utopia Parkway,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,204,Not Available,3.5,89.3,Not Available,Not Available,Not Available,337.9,Not Available,Not Available,1080921.6,Not Available,100,632.9,Not Available,Not Available,Not Available,Not Available,2.7,Not Available,Not Available,Not Available,Not Available,1100,Not Available,Not Available,Not Available,Not Available,-46.6,2020-05-01T21:43:46.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:06 PM EDT,Not Available,Not Available,Not Available,Not Available,246.3,Not Available,Not Available
1633742,424 Leonard Street,Not Available,04/14/2020 02:37 PM EDT,Not Available,Not Available,Not Available,264,Not Available,4.6,86.8,Not Available,Not Available,Not Available,473.2,Not Available,Not Available,2568553.6,Not Available,100,865.2,Not Available,Not Available,Not Available,Not Available,1.7,Not Available,Not Available,Not Available,Not Available,5066100,Not Available,Not Available,Not Available,Not Available,-45.3,2020-08-28T16:16:53.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,269.1,Not Available,Not Available
1634256,257 North 6th Street,Not Available,04/14/2020 02:38 PM EDT,Not Available,Not Available,Not Available,457,Not Available,5.0,91.2,Not Available,Not Available,Not Available,1089.4,Not Available,Not Available,3765483.2,Not Available,100,1506.2,Not Available,Not Available,Not Available,Not Available,3.6,Not Available,Not Available,Not Available,Not Available,499900,Not Available,Not Available,Not Available,Not Available,-27.7,2020-08-28T16:18:09.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,790.2,Not Available,Not Available
1634566,86-15 37th Avenue,Not Available,04/13/2020 03:26 PM EDT,Not Available,Not Available,Not Available,260,Not Available,8.1,115.9,Not Available,Not Available,Not Available,218.5,Not Available,Not Available,1513563.2,Not Available,100,440.3,Not Available,Not Available,Not Available,Not Available,1.8,Not Available,Not Available,Not Available,Not Available,1155300,Not Available,Not Available,Not Available,Not Available,-50.4,2020-08-28T16:16:23.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:54 PM EDT,Not Available,Not Available,Not Available,Not Available,98.2,Not Available,Not Available
1633431,154-60 17th Avenue,Not Available,04/13/2020 03:27 PM EDT,Not Available,Not Available,Not Available,200,Not Available,3.7,65.4,Not Available,Not Available,Not Available,526.5,Not Available,Not Available,1929281.3,Not Available,100,775.9,Not Available,Not Available,Not Available,Not Available,2.4,Not Available,Not Available,Not Available,Not Available,14200,Not Available,Not Available,Not Available,Not Available,-32.1,2020-05-01T21:42:16.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 05:14 PM EDT,Not Available,Not Available,Not Available,Not Available,363.1,Not Available,Not Available
1633761,345 Van Sicklen Street,Not Available,04/17/2020 10:27 AM EDT,Not Available,Not Available,Not Available,281.6,Not Available,5.0,99.6,Not Available,Not Available,Not Available,601.3,Not Available,Not Available,1826648.3,Not Available,100,805.8,Not Available,Not Available,Not Available,Not Available,4.3,Not Available,Not Available,Not Available,Not Available,167000,Not Available,Not Available,Not Available,Not Available,-25.4,2020-08-28T16:18:07.000,Unable to Check (not enough data),Not Available,K-12 School,2019-12-31T00:00:00.000,Not Available,Not Available,Not Available,Not Available,Not Available,456.2,Not Available,Not Available
1634061,160-05 Highland Avenue,Not Available,04/17/2020 12:54 PM EDT,Not Available,Not Available,Not Available,644,No,2.9,88.3,Not Available,Not Available,Not Available,1882.9,Not Available,Not Available,7117777.6,Not Available,100,3810.5,Not Available,Not Available,Not Available,Not Available,2.4,Not Available,Not Available,Not Available,Not Available,183500,Not Available,Not Available,Not Available,Not Available,-50.6,2020-08-28T16:17:01.000,Ok,Not Available,K-12 School,2019-12-31T00:00:00.000,05/01/2020 09:14 PM EDT,Not Available,Not Available,Not Available,Not Available,1414.8,Not Available,Not Available
