property_id,property_name,address_1,hospital_general_medical_1,leed_us_project_id,multifamily_housing_number_5,egrid_output_emissions_rate,personal_services_health,indoor_water_intensity_all,bar_nightclub_gross_floor,alert_meter_has_less_than,hospital_general_medical_10,hospital_general_medical_7,vocational_school_gross_floor,national_median_site_energy,hospital_general_medical_2,residence_hall_dormitory,source_eui_kbtu_ft,bank_branch_gross_floor_area,restaurant_worker_density,national_median_energy_star,enclosed_mall_gross_floor,convenience_store_without,multifamily_housing_number,green_power_onsite_kwh,county,indirect_ghg_emissions_metric,self_storage_facility_gross,data_center_cooling_equipment,estimated_values_water,convenience_store_with_gas,green_power_offsite_kwh,difference_from_national_1,manufacturing_industrial,parking_open_parking_lot,financial_office_number_of,other_gross_floor_area_ft,medical_office_percent_that_1,data_center_it_site_energy,district_steam_use_kbtu,percent_of_recs_retained,other_weekly_operating_hours,direct_ghg_emissions_metric,office_computer_density_number,weather_normalized_site_energy,senior_care_community_gross,hotel_gross_floor_area_ft,latitude,primary_property_type_self,hospital_general_medical,fuel_oil_2_use_kbtu,national_median_reference,multifamily_housing_gross,estimated_values_energy,office_weekly_operating_hours,veterinary_office_gross_floor,release_date,medical_office_percent_that,weather_normalized_source,hospital_general_medical_4,estimated_data_flag_fuel,indoor_water_use_all_water,refrigerated_warehouse_gross,national_median_site_eui,kerosene_use_kbtu
2637424,561 Seventh Ave,561 Seventh Ave,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,9362209.7,Not Available,Not Available,242.3,Not Available,5.95238,50,Not Available,Not Available,Not Available,Not Available,usa,343.4,Not Available,Not Available,No,Not Available,0,8.9,Not Available,Not Available,Not Available,10800,Not Available,Not Available,Not Available,Not Available,57,434.1,2.24824,10042675.7,Not Available,Not Available,40.754702,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,69.88,Not Available,2016-03-28T16:49:54.000,Not Available,237.5,Not Available,Not Available,Not Available,Not Available,118.4,Not Available
2652142,217 E 88/212-234 E 89 (179-191),217 EAST 88 STREET,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,12432128.9,Not Available,Not Available,170.6,Not Available,Not Available,50,Not Available,Not Available,166.25,Not Available,Not Available,147.4,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,33.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1090.8,Not Available,Not Available,Not Available,Not Available,40.779873,Multifamily Housing,Not Available,4280347.7,Fannie Mae Industry Survey - Multifamily,118749,No,Not Available,Not Available,2016-03-17T12:11:10.000,Not Available,Not Available,Not Available,No,Not Available,Not Available,103.1,Not Available
3935635,(7117) - Colonial Apt Corp,7101 Colonial Road,Not Available,Not Available,0,82.9,Not Available,61.53,Not Available,Ok,Not Available,Not Available,Not Available,12451615.7,Not Available,Not Available,79,Not Available,Not Available,50,Not Available,Not Available,160,Not Available,Not Available,122.5,Not Available,Not Available,No,Not Available,0,-37.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,334.3,Not Available,7951200.5,Not Available,Not Available,40.635372,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,142396,No,Not Available,Not Available,2016-03-29T17:59:12.000,Not Available,79.5,Not Available,Not Available,8761.9,Not Available,87.4,Not Available
2817347,(7142) - The Hit Factory,421 W. 54th Street,Not Available,Not Available,0,82.9,Not Available,22.34,Not Available,Ok,Not Available,Not Available,Not Available,4204344.1,Not Available,Not Available,172.2,Not Available,Not Available,50,Not Available,Not Available,45,Not Available,Not Available,274,Not Available,Not Available,No,Not Available,0,24.8,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,103.2,2,5186024.4,Not Available,Not Available,40.766348,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,49284,No,65,Not Available,2016-03-30T16:18:57.000,Not Available,170,Not Available,Not Available,1610.6,Not Available,58.3,Not Available
4040221,Dub Realty LLC,2120 Cruger Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,6023445.3,Not Available,Not Available,124.5,Not Available,Not Available,50,Not Available,Not Available,70,Not Available,Bronx,74.3,Not Available,Not Available,No,Not Available,0,-0.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,269.8,Not Available,5959722.1,Not Available,Not Available,40.853828,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,65418,No,Not Available,Not Available,2016-03-30T16:19:16.000,Not Available,123.8,Not Available,Not Available,Not Available,Not Available,92.1,Not Available
3107725,6 Harrison Street,6 Harrison Street,Not Available,Not Available,Not Available,82.9,Not Available,45.24,Not Available,Ok,Not Available,Not Available,Not Available,2528096.4,Not Available,Not Available,332.6,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,267.7,Not Available,Not Available,No,Not Available,0,124.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,130.2,0.59293,5694884.3,Not Available,Not Available,40.718691,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,44.82,Not Available,2016-03-18T16:10:52.000,Not Available,333,Not Available,Not Available,1728.7,Not Available,66.2,Not Available
2684802,11 Waverly Place,11 Waverly Place,Not Available,Not Available,0,82.9,Not Available,78.78,Not Available,Ok,Not Available,Not Available,Not Available,7821952.1,Not Available,Not Available,169.6,Not Available,Not Available,50,Not Available,Not Available,101.5,Not Available,New York,212.3,Not Available,Not Available,No,Not Available,0,8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,438.8,3.8,8338243.8,Not Available,Not Available,40.730041,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,72500,No,50,Not Available,2016-03-17T12:11:15.000,Not Available,166.4,Not Available,Not Available,6499.1,Not Available,94.8,Not Available
3095026,Ridge Holding Co.,1459 Wythe Place,Not Available,Not Available,0,82.9,Not Available,135.51,Not Available,Ok,Not Available,Not Available,Not Available,8096988.4,Not Available,Not Available,172.9,Not Available,Not Available,50,Not Available,Not Available,119,Not Available,Not Available,111.9,Not Available,Not Available,No,Not Available,0,25.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,650.3,Not Available,10115595.1,Not Available,Not Available,40.840561,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,76000,No,Not Available,Not Available,2016-03-21T16:20:40.000,Not Available,171.8,Not Available,Not Available,10298.6,Not Available,106.5,Not Available
4039694,14 west 17tenants corp,14 west 17 th street,Not Available,Not Available,Not Available,82.9,Not Available,18.07,Not Available,Ok,Not Available,Not Available,Not Available,5493070.2,Not Available,Not Available,80.6,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,47.7,Not Available,Not Available,No,Not Available,0,-48.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,120.6,Not Available,2857949.7,Not Available,Not Available,,Other - Lodging/Residential,Not Available,Not Available,CBECS - Lodging,Not Available,No,Not Available,Not Available,2016-03-08T12:19:48.000,Not Available,80.4,Not Available,Not Available,939.6,Not Available,105.6,Not Available
4393500,AKAM A.1911 Albemarle,1911 Albemarle Rd,Not Available,Not Available,0,82.9,Not Available,8.49,Not Available,Ok,Not Available,Not Available,Not Available,8840877.9,Not Available,Not Available,86.3,Not Available,Not Available,50,Not Available,Not Available,119.28,Not Available,Not Available,29.2,Not Available,Not Available,No,Not Available,0,-28.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,316.1,Not Available,6278606.7,Not Available,Not Available,40.647175,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,85200,No,Not Available,Not Available,2016-03-22T18:54:34.000,Not Available,86,Not Available,Not Available,723.2,Not Available,103.8,Not Available
2771697,89-04 148th St. LLC,89-04 148th Street,Not Available,Not Available,0,82.9,Not Available,97.9,Not Available,Ok,Not Available,Not Available,Not Available,7253184.3,Not Available,Not Available,106.7,Not Available,Not Available,50,Not Available,Not Available,102,Not Available,Not Available,88.1,Not Available,Not Available,No,Not Available,0,-15.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,269.4,Not Available,6222291.3,Not Available,Not Available,40.703983,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,81181,No,Not Available,Not Available,2016-03-27T14:45:31.000,Not Available,107.1,Not Available,Not Available,7947.8,Not Available,89.3,Not Available
2771725,Twin Properties LLC,1025 St Johns Place,Not Available,Not Available,0,82.9,Not Available,64.16,Not Available,Ok,Not Available,Not Available,Not Available,8087105.5,Not Available,Not Available,52.7,Not Available,Not Available,50,Not Available,Not Available,78,Not Available,Not Available,13.9,Not Available,Not Available,No,Not Available,0,-55,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,199.5,Not Available,3726609.9,Not Available,Not Available,40.671297,Multifamily Housing,Not Available,724569,Fannie Mae Industry Survey - Multifamily,78438,No,Not Available,Not Available,2016-03-28T15:53:05.000,Not Available,54,Not Available,No,5032.2,Not Available,103.1,Not Available
4114911,2323 EASTCHESTER LLC,2323 eastchester Rd,Not Available,Not Available,Not Available,82.9,Not Available,71.57,Not Available,Ok,Not Available,Not Available,Not Available,7536731.5,Not Available,Not Available,309.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,627,Not Available,Not Available,No,Not Available,0,50.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,201.4,Not Available,11211569.7,89500,Not Available,40.85993,Senior Care Community,Not Available,Not Available,CBECS - Nursing,Not Available,No,Not Available,Not Available,2016-03-25T16:11:13.000,Not Available,304.4,Not Available,Not Available,6405.6,Not Available,84.2,Not Available
2711000,Beech Hills 1-7,61-24 245 Place,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,2976748.8,Not Available,Not Available,148.4,Not Available,Not Available,50,Not Available,Not Available,68,Not Available,Queens,56.9,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,11.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,198.4,Not Available,3283161.2,Not Available,Not Available,40.755864,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,32466,No,Not Available,Not Available,2016-03-24T17:22:51.000,Not Available,146.2,Not Available,Not Available,Not Available,Not Available,91.7,Not Available
2775723,Manhattan Avenue Apartments,152-164 Manhattan Avenue,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,8658875.3,Not Available,Not Available,97.4,Not Available,Not Available,50,Not Available,Not Available,125,Not Available,New York,37.7,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-32.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,287.6,Not Available,5944325.9,Not Available,Not Available,40.799419,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,73012,No,Not Available,Not Available,2016-03-30T11:32:49.000,Not Available,98.5,Not Available,Not Available,Not Available,Not Available,118.6,Not Available
4442746,Fourth Hsg Bldg #2,65-77 / 65-83 160th Street,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,10058130.4,Not Available,Not Available,70.3,Not Available,Not Available,50,Not Available,Not Available,143,Not Available,Not Available,0,Not Available,Not Available,No,Not Available,Not Available,-53.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,258.8,Not Available,Not Available,Not Available,Not Available,,Multifamily Housing,Not Available,435238.2,Fannie Mae Industry Survey - Multifamily,70000,No,Not Available,Not Available,2016-03-09T09:47:09.000,Not Available,Not Available,Not Available,No,Not Available,Not Available,143.7,Not Available
2609754,251 West 81st Street,251 West 81st St. aka 2261 Broadway,Not Available,Not Available,0,82.9,Not Available,23.46,Not Available,Ok,Not Available,Not Available,Not Available,10222148.3,Not Available,Not Available,77,Not Available,Not Available,50,Not Available,Not Available,105,Not Available,Not Available,104.8,Not Available,Not Available,No,Not Available,0,-55.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,173.9,Not Available,4512683.2,Not Available,Not Available,40.785351,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,88460,No,Not Available,Not Available,2016-03-14T10:26:09.000,Not Available,76.8,Not Available,Not Available,2256.1,Not Available,106.3,Not Available
2945372,UPS - Manhattan North,215 Rider Ave,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,10263995,Not Available,Not Available,94.8,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,US,131.6,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-61.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,127.6,25,3962778.8,Not Available,Not Available,40.81106,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,No,144,Not Available,2016-03-01T13:01:34.000,Not Available,94.4,Not Available,Not Available,Not Available,Not Available,129.6,Not Available
