property_id,property_name,address_1,hospital_general_medical_1,leed_us_project_id,multifamily_housing_number_5,egrid_output_emissions_rate,personal_services_health,indoor_water_intensity_all,bar_nightclub_gross_floor,alert_meter_has_less_than,hospital_general_medical_10,hospital_general_medical_7,vocational_school_gross_floor,national_median_site_energy,hospital_general_medical_2,residence_hall_dormitory,source_eui_kbtu_ft,bank_branch_gross_floor_area,restaurant_worker_density,national_median_energy_star,enclosed_mall_gross_floor,convenience_store_without,multifamily_housing_number,green_power_onsite_kwh,county,indirect_ghg_emissions_metric,self_storage_facility_gross,data_center_cooling_equipment,estimated_values_water,convenience_store_with_gas,green_power_offsite_kwh,difference_from_national_1,manufacturing_industrial,parking_open_parking_lot,financial_office_number_of,other_gross_floor_area_ft,medical_office_percent_that_1,data_center_it_site_energy,district_steam_use_kbtu,percent_of_recs_retained,other_weekly_operating_hours,direct_ghg_emissions_metric,office_computer_density_number,weather_normalized_site_energy,senior_care_community_gross,hotel_gross_floor_area_ft,latitude,primary_property_type_self,hospital_general_medical,fuel_oil_2_use_kbtu,national_median_reference,multifamily_housing_gross,estimated_values_energy,office_weekly_operating_hours,veterinary_office_gross_floor,release_date,medical_office_percent_that,weather_normalized_source,hospital_general_medical_4,estimated_data_flag_fuel,indoor_water_use_all_water,refrigerated_warehouse_gross,national_median_site_eui,kerosene_use_kbtu
3934970,(7215) - McCaren Park Mews Condo,214 N 11th Street,Not Available,Not Available,0,82.9,Not Available,28.17,Not Available,Ok,Not Available,Not Available,Not Available,8394913.6,Not Available,Not Available,113.1,Not Available,Not Available,50,Not Available,Not Available,150,Not Available,Not Available,316.2,Not Available,Not Available,No,Not Available,0,-10.3,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,197.4,Not Available,7429491.8,Not Available,Not Available,40.718767,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,140398,No,Not Available,Not Available,2016-03-31T12:53:25.000,Not Available,110.6,Not Available,Not Available,3955.7,Not Available,59.8,Not Available
2796456,Graham Realty Assoc. LLC,1225 Ocean Parkway,Not Available,Not Available,0,82.9,Not Available,39.37,Not Available,Ok,Not Available,Not Available,Not Available,11895089.5,Not Available,Not Available,82.2,Not Available,Not Available,50,Not Available,Not Available,205.8,Not Available,Not Available,136.1,Not Available,Not Available,No,Not Available,0,-30.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,350.4,Not Available,8393824,Not Available,Not Available,40.618629,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,147000,No,Not Available,Not Available,2016-03-03T15:12:08.000,Not Available,82.3,Not Available,Not Available,5787.8,Not Available,80.9,Not Available
2941923,Lindsay Park HGS Corp. 3,54 Boerum Street,Not Available,Not Available,0.99587,82.9,Not Available,155.32,Not Available,Ok,Not Available,Not Available,Not Available,36737357.3,Not Available,Not Available,162,Not Available,Not Available,50,Not Available,Not Available,517,Not Available,Not Available,634.4,Not Available,Not Available,No,Not Available,0,21.3,Not Available,20000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1961.2,Not Available,44174546.1,Not Available,Not Available,40.705512,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,387600,No,Not Available,Not Available,2016-03-22T15:43:37.000,Not Available,159.8,Not Available,Not Available,60201.7,Not Available,94.8,Not Available
4404858,542 W 27th Street,542 W 27th Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,1930804.3,Not Available,Not Available,4.4,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,5.7,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-96.4,Not Available,Not Available,Not Available,49242,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,40.75084,Other,Not Available,Not Available,CBECS - Other,Not Available,No,Not Available,Not Available,2016-03-30T12:01:32.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,39.2,Not Available
2643795,Dom Ben Realty Corp,280 Madison Avenue,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5808126.8,Not Available,Not Available,114.5,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,USA,192.4,Not Available,Not Available,No,Not Available,0,-52.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,3916.5,Not Available,Not Available,24.1,3.58903,2774832.9,Not Available,Not Available,40.751432,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,50,Not Available,2016-03-28T16:30:51.000,Not Available,114.5,Not Available,Not Available,Not Available,Not Available,85.7,Not Available
3896245,446 Kingston Owners C,446 Kingston Ave.,Not Available,Not Available,0,82.9,Not Available,0,Not Available,Ok,Not Available,Not Available,Not Available,20875791.5,Not Available,Not Available,79.9,Not Available,Not Available,50,Not Available,Not Available,335,Not Available,Not Available,200.3,Not Available,Not Available,No,Not Available,0,-41,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,526.1,Not Available,12384685.6,Not Available,Not Available,40.663537,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,225084,No,Not Available,Not Available,2016-03-28T00:45:20.000,Not Available,79.8,Not Available,Not Available,0,Not Available,92.7,Not Available
2709048,College Point Reality LLC.,114-02 15th Avenue,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3387767.1,Not Available,Not Available,106.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,213.3,Not Available,Not Available,No,Not Available,0,68.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,166.3,Not Available,Not Available,Not Available,Not Available,40.783944,Non-Refrigerated Warehouse,Not Available,Not Available,CBECS - Unrefrigerated Warehouse & Distribution Center,Not Available,No,Not Available,Not Available,2016-03-14T12:43:49.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,31.7,Not Available
2590318,S & E Bridge,4411 Broadway,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,9318407.7,Not Available,Not Available,86.1,Not Available,Not Available,50,Not Available,Not Available,119,Not Available,Not Available,15.9,Not Available,Not Available,No,Not Available,0,-28.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,363.8,Not Available,Not Available,Not Available,Not Available,40.855513,Multifamily Housing,Not Available,1044108,Fannie Mae Industry Survey - Multifamily,85000,No,Not Available,Not Available,2016-03-09T16:38:08.000,Not Available,Not Available,Not Available,No,Not Available,Not Available,109.6,Not Available
3072438,899 MONTGOMERY ST,899 Montgomery Street,Not Available,Not Available,0,82.9,Not Available,117.42,Not Available,Ok,Not Available,Not Available,Not Available,10325563.5,Not Available,Not Available,127.7,Not Available,Not Available,50,Not Available,Not Available,160,Not Available,USA,140.9,Not Available,Not Available,No,Not Available,0,-6.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,446.4,Not Available,9638256.9,Not Available,Not Available,40.664552,Multifamily Housing,Not Available,1242138,Fannie Mae Industry Survey - Multifamily,106392,No,Not Available,Not Available,2016-03-27T13:02:19.000,Not Available,127.2,Not Available,No,12492.1,Not Available,97.1,Not Available
3120687,Winter Garden,1634 Broadway,Not Available,Not Available,Not Available,82.9,Not Available,155.39,Not Available,Ok,Not Available,Not Available,Not Available,5483480.5,Not Available,Not Available,5386.3,Not Available,2.85821,50,Not Available,Not Available,Not Available,Not Available,Not Available,22904.4,Not Available,Not Available,No,Not Available,0,6228.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,336132939.4,Not Available,Not Available,204.1,Not Available,353068206.2,Not Available,Not Available,40.761566,Other - Entertainment/Public Assembly,Not Available,Not Available,CBECS - Public Assembly,Not Available,No,Not Available,Not Available,2016-03-17T17:40:18.000,Not Available,5477,Not Available,Not Available,12422,Not Available,68.6,Not Available
3016237,4211 Ave K,4211 Ave K,Not Available,Not Available,0,82.9,Not Available,78.25,Not Available,Ok,Not Available,Not Available,Not Available,6212538,Not Available,Not Available,152.4,Not Available,Not Available,50,Not Available,Not Available,109.75,Not Available,Not Available,127.3,Not Available,Not Available,No,Not Available,0,34.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,391.7,Not Available,8551336.2,Not Available,Not Available,40.625856,Multifamily Housing,Not Available,1352538.2,Fannie Mae Industry Survey - Multifamily,78396,No,Not Available,Not Available,2016-03-27T01:05:52.000,Not Available,154.8,Not Available,No,6134.4,Not Available,79.2,Not Available
2716002,417 Ocean Ave - 38223,417 Ocean Ave,Not Available,Not Available,0,82.9,Not Available,67.65,Not Available,Ok,Not Available,Not Available,Not Available,7525900,Not Available,Not Available,124,Not Available,Not Available,50,Not Available,Not Available,110,Not Available,Not Available,78,Not Available,Not Available,No,Not Available,0,-8.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,315.9,Not Available,6917491,Not Available,Not Available,40.652673,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,74169,No,Not Available,Not Available,2016-03-03T09:31:31.000,Not Available,124,Not Available,Not Available,5017.6,Not Available,101.5,Not Available
4325394,114 east llc,114 east 168 street,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,3041177.6,Not Available,Not Available,5.6,Not Available,Not Available,50,Not Available,Not Available,98,Not Available,Not Available,9.6,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-95.4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1.3,Not Available,140119.5,Not Available,Not Available,40.836282,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,70000,No,Not Available,Not Available,2016-03-22T18:54:34.000,Not Available,5.6,Not Available,Not Available,Not Available,Not Available,43.4,Not Available
4034640,The Boulevard Towers,119-49 Union Tpke,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,5306,Not Available,Not Available,Not Available,Not Available,Not Available,50,Not Available,Not Available,0.12,Not Available,Not Available,Not Available,Not Available,Not Available,No,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,Not Available,Not Available,Not Available,40.713933,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,89,No,Not Available,Not Available,2016-03-09T17:01:20.000,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,59.6,Not Available
4392101,America Ash Ave,140-30 Ash Ave,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5844435.8,Not Available,Not Available,119.1,Not Available,Not Available,50,Not Available,Not Available,212.22,Not Available,Not Available,476.8,Not Available,Not Available,No,Not Available,0,-1.6,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,5800032.9,Not Available,Not Available,40.755568,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,151584,No,Not Available,Not Available,2016-03-08T12:23:10.000,Not Available,120.1,Not Available,Not Available,Not Available,Not Available,38.6,Not Available
4382807,49 West 38th Street,49 West 38th Street,Not Available,Not Available,Not Available,82.9,Not Available,17.88,Not Available,Ok,Not Available,Not Available,Not Available,8208756.2,Not Available,Not Available,120.3,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,176.7,Not Available,Not Available,No,Not Available,0,-47.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,159,1.5625,Not Available,Not Available,Not Available,40.751635,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,80,Not Available,2016-03-24T12:49:31.000,Not Available,Not Available,Not Available,No,1251.7,Not Available,111.5,Not Available
3072352,451 KINGSTON AVENUE,451 Kingston Avenue,Not Available,Not Available,0,82.9,Not Available,0,Not Available,Ok,Not Available,Not Available,Not Available,14704466.9,Not Available,Not Available,114.7,Not Available,Not Available,50,Not Available,Not Available,223,Not Available,USA,199.7,Not Available,Not Available,No,Not Available,0,-16.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,552,Not Available,11984772.3,Not Available,Not Available,40.663504,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,150208,No,Not Available,Not Available,2016-03-27T13:02:19.000,Not Available,112.4,Not Available,Not Available,0,Not Available,94.7,Not Available
2814352,300 Linden Blvd,300 Linden Blvd,Not Available,Not Available,0,82.9,Not Available,51.84,Not Available,Ok,Not Available,Not Available,Not Available,7613527.8,Not Available,Not Available,90.2,Not Available,Not Available,50,Not Available,Not Available,96,Not Available,Not Available,28.9,Not Available,Not Available,No,Not Available,0,-34.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,246.4,Not Available,4959887.9,Not Available,Not Available,40.65272,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,66168,No,Not Available,Not Available,2016-03-27T14:45:31.000,Not Available,89.7,Not Available,Not Available,3430,Not Available,115.1,Not Available
2818076,455 JACKSON AVENUE,455 JACKSON AVENUE,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,7803846.5,Not Available,Not Available,104,Not Available,Not Available,50,Not Available,Not Available,114.31,Not Available,BRONX,82.9,Not Available,Not Available,No,Not Available,0,-21.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,270.5,Not Available,6165198.1,Not Available,Not Available,40.810964,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,81649,No,Not Available,Not Available,2016-04-01T09:43:47.000,Not Available,104.9,Not Available,Not Available,Not Available,Not Available,95.6,Not Available
2630987,45 Broadway,45 Broadway,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,35525181.5,Not Available,Not Available,265.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,2828,Not Available,Not Available,No,Not Available,0,2.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,7570951.1,Not Available,Not Available,36.9,2,36431433.7,Not Available,Not Available,40.706397,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,65,Not Available,2016-03-29T13:53:39.000,Not Available,266.2,Not Available,Not Available,Not Available,Not Available,96.5,Not Available
2676492,Deepdale Gardens E9,60-28 251st Street,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5107879.1,Not Available,Not Available,161,Not Available,Not Available,50,Not Available,Not Available,112,Not Available,Queens,96.5,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,18.1,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,258.6,Not Available,6070522.7,Not Available,Not Available,40.758611,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,54443,No,Not Available,Not Available,2016-03-23T11:38:01.000,Not Available,160.4,Not Available,No,Not Available,Not Available,93.8,Not Available
4040942,808 Columbus Avenue,808 Columbus Avenue,Not Available,Not Available,0.75735,82.9,Not Available,36.14,Not Available,Ok,Not Available,Not Available,Not Available,38164095.8,Not Available,Not Available,234.6,4735,Not Available,50,Not Available,Not Available,487,Not Available,Not Available,2751.3,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,83.4,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1955.6,Not Available,69655940.9,Not Available,Not Available,40.794568,Mixed Use Property,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,474020,No,Not Available,Not Available,2016-03-31T15:22:56.000,Not Available,232.3,Not Available,Not Available,Not Available,Not Available,62.7,Not Available
2726090,21-24 31st Street - 32496,21-24 31st Street,Not Available,Not Available,0,82.9,Not Available,56.77,Not Available,Ok,Not Available,Not Available,Not Available,8954763.5,Not Available,Not Available,128.1,Not Available,Not Available,50,Not Available,Not Available,123.2,Not Available,Not Available,120.2,Not Available,Not Available,No,Not Available,0,-9.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,488.7,Not Available,7994455.2,Not Available,Not Available,40.777379,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,88000,No,Not Available,Not Available,2016-03-23T14:35:37.000,Not Available,126.1,Not Available,Not Available,4996,Not Available,101.8,Not Available
3070202,1776 UNION STREET,1776 Union Street,Not Available,Not Available,0,82.9,Not Available,67.86,Not Available,Ok,Not Available,Not Available,Not Available,5483886.4,Not Available,Not Available,87.8,Not Available,Not Available,50,Not Available,Not Available,75,Not Available,USA,80.7,Not Available,Not Available,No,Not Available,0,-30.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,150.8,Not Available,3838877.3,Not Available,Not Available,40.667702,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,68730,No,Not Available,Not Available,2016-03-27T13:02:19.000,Not Available,87.6,Not Available,Not Available,4664.1,Not Available,79.8,Not Available
2674416,Deepdale Gardens C1,252-10 58th Ave,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,7022438,Not Available,Not Available,116,Not Available,Not Available,50,Not Available,Not Available,112,Not Available,Queens,0.5,Not Available,Not Available,No,Not Available,0,-14.8,Not Available,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,317.5,Not Available,6085446.8,Not Available,Not Available,40.761245,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,54270,No,Not Available,Not Available,2016-03-23T11:38:01.000,Not Available,118,Not Available,No,303276.1,Not Available,129.4,Not Available
4495709,West Farms Estates - B/L - 3006/53,1029 Freeman Street,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4460037,Not Available,Not Available,17.9,Not Available,Not Available,50,Not Available,Not Available,200,Not Available,Not Available,51.8,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,-86,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,626423.8,Not Available,Not Available,40.828774,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,109470,No,Not Available,Not Available,2016-03-30T11:32:49.000,Not Available,18,Not Available,Not Available,Not Available,Not Available,40.7,Not Available
3111028,Q Block 429 Lot 3,42-61 24th Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Possible Issue,Not Available,Not Available,Not Available,6373015.9,Not Available,Not Available,109.6,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,94.2,Not Available,Not Available,No,Not Available,0,-11,Not Available,Not Available,Not Available,53000,Not Available,Not Available,Not Available,Not Available,40,241,Not Available,5626026.2,Not Available,Not Available,40.749443,Other,Not Available,Not Available,CBECS - Other,Not Available,No,Not Available,Not Available,2016-04-01T11:01:59.000,Not Available,109,Not Available,No,Not Available,Not Available,83.9,Not Available
4393123,160 Water,160 Water Street,Not Available,Not Available,Not Available,82.9,Not Available,14.77,Not Available,Ok,Not Available,Not Available,Not Available,56875896.7,Not Available,Not Available,259.7,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,4283.3,Not Available,Not Available,No,Not Available,0,0.3,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,27128025.9,Not Available,Not Available,0,2.05102,57055360.2,Not Available,Not Available,40.706452,Office,Not Available,Not Available,CBECS - Office & Bank/Financial,Not Available,No,72,Not Available,2016-03-28T22:53:33.000,Not Available,259.7,Not Available,Not Available,7203,Not Available,116.7,Not Available
2960523,"64th Street Third Avenue Associates, LLC",200 East 64 St,Not Available,Not Available,0.63117,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,16166054.5,Not Available,Not Available,280.2,Not Available,Not Available,50,Not Available,Not Available,196,Not Available,Not Available,605.3,Not Available,Not Available,Unable to Check (not enough data),Not Available,0,111.5,Not Available,0,Not Available,4200,Not Available,Not Available,Not Available,Not Available,Not Available,1485.4,Not Available,32843079.4,Not Available,Not Available,40.764534,Multifamily Housing,Not Available,2691138,Fannie Mae Industry Survey - Multifamily,171111,No,Not Available,Not Available,2016-03-22T08:52:36.000,Not Available,271.1,Not Available,No,Not Available,Not Available,88.7,Not Available
2604497,150 Brighton 15th Street,150 Brighton 15th St.,Not Available,Not Available,0,82.9,Not Available,68.74,Not Available,Ok,Not Available,Not Available,Not Available,6767529.5,Not Available,Not Available,106.6,Not Available,Not Available,50,Not Available,Not Available,100,Not Available,Kings,62.7,Not Available,Not Available,No,Not Available,0,-27.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,250.3,Not Available,4944526.8,Not Available,Not Available,40.578106,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,62500,No,Not Available,Not Available,2016-03-14T10:26:09.000,Not Available,106.7,Not Available,Not Available,4296.3,Not Available,108.3,Not Available
3433076,2719 Sedgwick Ave - 38866,2719 Sedgwick Ave,Not Available,Not Available,0,82.9,Not Available,22.7,Not Available,Ok,Not Available,Not Available,Not Available,14592585.7,Not Available,Not Available,111.6,Not Available,Not Available,50,Not Available,Not Available,214,Not Available,Not Available,160.5,Not Available,Not Available,No,Not Available,0,-16.2,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,546.6,Not Available,12173692.8,Not Available,Not Available,40.870253,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,151244,No,Not Available,Not Available,2016-03-14T11:58:11.000,Not Available,110.5,Not Available,Not Available,3432.6,Not Available,96.5,Not Available
3072373,456 SCHENECTADY AVE,456 Schenectady Ave,Not Available,Not Available,0,82.9,Not Available,0,Not Available,Ok,Not Available,Not Available,Not Available,13625263.2,Not Available,Not Available,67,Not Available,Not Available,50,Not Available,Not Available,152,Not Available,USA,51.4,Not Available,Not Available,No,Not Available,0,-44.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,395.4,Not Available,7654904,Not Available,Not Available,40.662693,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,136318,No,Not Available,Not Available,2016-03-27T13:02:19.000,Not Available,68.1,Not Available,Not Available,0,Not Available,100,Not Available
3072469,9407/9427 KINGS HIGHWAY,9407/9427 Kings Highway,Not Available,Not Available,0,82.9,Not Available,0,Not Available,Ok,Not Available,Not Available,Not Available,7302829.5,Not Available,Not Available,143.7,Not Available,Not Available,50,Not Available,Not Available,132,Not Available,USA,100.9,Not Available,Not Available,No,Not Available,0,-6.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,325.4,Not Available,6922664.4,Not Available,Not Available,,Multifamily Housing,Not Available,1294440,Fannie Mae Industry Survey - Multifamily,67260,No,Not Available,Not Available,2016-03-27T13:02:19.000,Not Available,144.1,Not Available,No,0,Not Available,108.6,Not Available
4372228,NY Manhattan Hotel,6 West 32nd Street,Not Available,Not Available,Not Available,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,5816839.2,Not Available,Not Available,201.2,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Not Available,348.5,Not Available,Not Available,No,Not Available,0,32.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,184.9,Not Available,7618939.5,Not Available,83753,40.747381,Hotel,Not Available,Not Available,CBECS - Hotel & Motel/Inn,Not Available,No,Not Available,Not Available,2016-03-15T16:46:42.000,Not Available,198.9,Not Available,Not Available,Not Available,Not Available,69.5,Not Available
2688584,"35 East Associates, LLC",201 East 35th Street,Not Available,Not Available,0,82.9,Not Available,Not Available,Not Available,Ok,Not Available,Not Available,Not Available,4605304.4,Not Available,Not Available,18.8,Not Available,Not Available,50,Not Available,Not Available,141.12,Not Available,Not Available,45.3,Not Available,Not Available,No,Not Available,0,-84.5,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,8.9,Not Available,696458.5,Not Available,Not Available,40.746345,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,100800,No,Not Available,Not Available,2016-03-30T16:04:00.000,Not Available,18.2,Not Available,Not Available,Not Available,Not Available,45.7,Not Available
2639568,Instrata Gramercy,290 3rd Avenue,Not Available,Not Available,0.91763,82.9,Not Available,40.43,Not Available,Ok,Not Available,Not Available,Not Available,12477872.5,Not Available,Not Available,114.3,Not Available,Not Available,50,Not Available,Not Available,176,Not Available,Not Available,362.8,Not Available,Not Available,No,Not Available,0,-6.6,Not Available,Not Available,Not Available,6172,Not Available,Not Available,Not Available,Not Available,63.51,386.8,Not Available,11618182.7,Not Available,Not Available,40.73848,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,180900,No,Not Available,Not Available,2016-03-23T15:53:14.000,Not Available,112.8,Not Available,Not Available,7563.1,Not Available,66.7,Not Available
2739215,3800 Independence Ave,3800 Independence Ave,Not Available,Not Available,0.85958,82.9,Not Available,37.22,Not Available,Ok,Not Available,Not Available,Not Available,7863667.1,Not Available,Not Available,136.1,Not Available,Not Available,50,Not Available,Not Available,94,Not Available,Not Available,104.7,Not Available,Not Available,No,Not Available,0,9.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,433.6,Not Available,8623990.4,Not Available,Not Available,40.889114,Multifamily Housing,Not Available,2141069.9,Fannie Mae Industry Survey - Multifamily,84925,No,Not Available,Not Available,2016-03-22T10:52:49.000,Not Available,136.1,Not Available,No,3160.7,Not Available,92.6,Not Available
2919986,Manhattan Associates,301-317 West 19th Street,Not Available,Not Available,0,82.9,Not Available,48.46,Not Available,Ok,Not Available,Not Available,Not Available,7484298.4,Not Available,Not Available,154.3,Not Available,Not Available,50,Not Available,Not Available,99,Not Available,Not Available,159.5,Not Available,Not Available,No,Not Available,0,10.8,Not Available,Not Available,Not Available,3200,Not Available,Not Available,Not Available,Not Available,Not Available,475.1,Not Available,8401913.5,Not Available,Not Available,40.743026,Multifamily Housing,Not Available,Not Available,Fannie Mae Industry Survey - Multifamily,77712,No,Not Available,Not Available,2016-04-01T11:26:01.000,Not Available,154.8,Not Available,Not Available,3921.3,Not Available,92.5,Not Available
4406842,HSS-Caspary Center,541 E 71st Street,Not Available,Not Available,Not Available,82.9,Not Available,113.76,Not Available,Ok,Not Available,Not Available,Not Available,10150668.6,Not Available,Not Available,3274.4,Not Available,Not Available,50,Not Available,Not Available,Not Available,Not Available,Manhattan,7071.6,Not Available,Not Available,No,Not Available,0,740,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0,Not Available,83875899.2,Not Available,Not Available,40.765784,Other - Specialty Hospital,Not Available,Not Available,CBECS - Inpatient Healthcare,Not Available,No,Not Available,Not Available,2016-03-03T11:21:23.000,Not Available,3221,Not Available,Not Available,9301.6,Not Available,124.1,Not Available
